,date,value,name_B07PRDXGG2
0,2020-05-23,6229.0,Dry
1,2020-05-24,6229.0,Dry
2,2020-05-25,6229.0,Dry
3,2020-05-26,6229.0,Dry
4,2020-05-27,6869.0,Dry
5,2020-05-28,7641.0,Dry
6,2020-05-29,7641.0,Dry
7,2020-05-30,7641.0,Dry
8,2020-05-31,8221.0,Dry
9,2020-06-01,8221.0,Dry
10,2020-06-02,6017.0,Dry
11,2020-06-03,6017.0,Dry
12,2020-06-04,6017.0,Dry
13,2020-06-05,6608.0,Dry
14,2020-06-06,6608.0,Dry
15,2020-06-07,6608.0,Dry
16,2020-06-08,6108.0,Dry
17,2020-06-09,6421.0,Dry
18,2020-06-10,6421.0,Dry
19,2020-06-11,6421.0,Dry
20,2020-06-12,6948.0,Dry
21,2020-06-13,5468.0,Dry
22,2020-06-14,5468.0,Dry
23,2020-06-15,6003.0,Dry
24,2020-06-16,6003.0,Dry
25,2020-06-17,5073.0,Dry
26,2020-06-18,5073.0,Dry
27,2020-06-19,7426.0,Dry
28,2020-06-20,6899.0,Dry
29,2020-06-21,7556.0,Dry
30,2020-06-22,7556.0,Dry
31,2020-06-23,6016.0,Dry
32,2020-06-24,6016.0,Dry
33,2020-06-25,6016.0,Dry
34,2020-06-26,6968.0,Dry
35,2020-06-27,6381.0,Dry
36,2020-06-28,6381.0,Dry
37,2020-06-29,6381.0,Dry
38,2020-06-30,5457.0,Dry
39,2020-07-01,5457.0,Dry
40,2020-07-02,5690.0,Dry
41,2020-07-03,5690.0,Dry
42,2020-07-04,5690.0,Dry
43,2020-07-05,6521.0,Dry
44,2020-07-06,6521.0,Dry
45,2020-07-07,6521.0,Dry
46,2020-07-08,5672.0,Dry
47,2020-07-09,5672.0,Dry
48,2020-07-10,5096.0,Dry
49,2020-07-11,5096.0,Dry
50,2020-07-12,5312.0,Dry
51,2020-07-13,5709.0,Dry
52,2020-07-14,4364.0,Dry
53,2020-07-15,4364.0,Dry
54,2020-07-16,4364.0,Dry
55,2020-07-17,5017.0,Dry
56,2020-07-18,5017.0,Dry
57,2020-07-19,4676.0,Dry
58,2020-07-20,4830.0,Dry
59,2020-07-21,5347.0,Dry
60,2020-07-22,4664.0,Dry
61,2020-07-23,4468.0,Dry
62,2020-07-24,4468.0,Dry
63,2020-07-25,4212.0,Dry
64,2020-07-26,4212.0,Dry
65,2020-07-27,4959.0,Dry
66,2020-07-28,4956.0,Dry
67,2020-07-29,4956.0,Dry
68,2020-07-30,4699.0,Dry
69,2020-07-31,4377.0,Dry
70,2020-08-01,4377.0,Dry
71,2020-08-02,4336.0,Dry
72,2020-08-03,5136.0,Dry
73,2020-08-04,5136.0,Dry
74,2020-08-05,5136.0,Dry
75,2020-08-06,4219.0,Dry
76,2020-08-07,4811.0,Dry
77,2020-08-08,4811.0,Dry
78,2020-08-09,5531.0,Dry
79,2020-08-10,5050.0,Dry
80,2020-08-11,4984.0,Dry
81,2020-08-12,4526.0,Dry
82,2020-08-13,6157.0,Dry
83,2020-08-14,5562.0,Dry
84,2020-08-15,4536.0,Dry
85,2020-08-16,4007.0,Dry
86,2020-08-17,4007.0,Dry
87,2020-08-18,4007.0,Dry
88,2020-08-19,4158.0,Dry
89,2020-08-20,4158.0,Dry
90,2020-08-21,3772.0,Dry
91,2020-08-22,3772.0,Dry
92,2020-08-23,3772.0,Dry
93,2020-08-24,4120.0,Dry
94,2020-08-25,4120.0,Dry
95,2020-08-26,4530.0,Dry
96,2020-08-27,4530.0,Dry
97,2020-08-28,4269.0,Dry
98,2020-08-29,4716.0,Dry
99,2020-08-30,4527.0,Dry
100,2020-08-31,4566.0,Dry
101,2020-09-01,5324.0,Dry
102,2020-09-02,5324.0,Dry
103,2020-09-03,4545.0,Dry
104,2020-09-04,4966.0,Dry
105,2020-09-05,4966.0,Dry
106,2020-09-06,4966.0,Dry
107,2020-09-07,4365.0,Dry
108,2020-09-08,3944.0,Dry
109,2020-09-09,3944.0,Dry
110,2020-09-10,4003.0,Dry
111,2020-09-11,4093.0,Dry
112,2020-09-12,4093.0,Dry
113,2020-09-13,4006.0,Dry
114,2020-09-14,4006.0,Dry
115,2020-09-15,3451.0,Dry
116,2020-09-16,3765.0,Dry
117,2020-09-17,3684.0,Dry
118,2020-09-18,3684.0,Dry
119,2020-09-19,4034.0,Dry
120,2020-09-20,3952.0,Dry
121,2020-09-21,3491.0,Dry
122,2020-09-22,3491.0,Dry
123,2020-09-23,3269.0,Dry
124,2020-09-24,3790.0,Dry
125,2020-09-25,3054.0,Dry
126,2020-09-26,4377.0,Dry
127,2020-09-27,4377.0,Dry
128,2020-09-28,3866.0,Dry
129,2020-09-29,3888.0,Dry
130,2020-09-30,3888.0,Dry
131,2020-10-01,3838.0,Dry
132,2020-10-02,3725.0,Dry
133,2020-10-03,3642.0,Dry
134,2020-10-04,3642.0,Dry
135,2020-10-05,3538.0,Dry
136,2020-10-06,3538.0,Dry
137,2020-10-07,2695.0,Dry
138,2020-10-08,3112.0,Dry
139,2020-10-09,3112.0,Dry
140,2020-10-10,3252.0,Dry
141,2020-10-11,3252.0,Dry
142,2020-10-12,2341.0,Dry
143,2020-10-13,2844.0,Dry
144,2020-10-14,3533.0,Dry
145,2020-10-15,3673.0,Dry
146,2020-10-16,2729.0,Dry
147,2020-10-17,3207.0,Dry
148,2020-10-18,3158.0,Dry
149,2020-10-19,3446.0,Dry
150,2020-10-20,2936.0,Dry
151,2020-10-21,3178.0,Dry
152,2020-10-22,2938.0,Dry
153,2020-10-23,3084.0,Dry
154,2020-10-24,3163.0,Dry
155,2020-10-25,2778.0,Dry
156,2020-10-26,2611.0,Dry
157,2020-10-27,2611.0,Dry
158,2020-10-28,2650.0,Dry
159,2020-10-29,2938.0,Dry
160,2020-10-30,2938.0,Dry
161,2020-10-31,2938.0,Dry
162,2020-11-01,2530.0,Dry
163,2020-11-02,2530.0,Dry
164,2020-11-03,3082.0,Dry
165,2020-11-04,2762.0,Dry
166,2020-11-05,2762.0,Dry
167,2020-11-06,3030.0,Dry
168,2020-11-07,3072.0,Dry
169,2020-11-08,3309.0,Dry
170,2020-11-09,3374.0,Dry
171,2020-11-10,2225.0,Dry
172,2020-11-11,2586.0,Dry
173,2020-11-12,2586.0,Dry
174,2020-11-13,2586.0,Dry
175,2020-11-14,3007.0,Dry
176,2020-11-15,2961.0,Dry
177,2020-11-16,2738.0,Dry
178,2020-11-17,2805.0,Dry
179,2020-11-18,2805.0,Dry
180,2020-11-19,2672.0,Dry
181,2020-11-20,2672.0,Dry
182,2020-11-21,3030.0,Dry
183,2020-11-22,3016.0,Dry
184,2020-11-23,3016.0,Dry
185,2020-11-24,3016.0,Dry
186,2020-11-25,3017.0,Dry
187,2020-11-26,3017.0,Dry
188,2020-11-27,2916.0,Dry
189,2020-11-28,2664.0,Dry
190,2020-11-29,3145.0,Dry
191,2020-11-30,3014.0,Dry
192,2020-12-01,3014.0,Dry
193,2020-12-02,3025.0,Dry
194,2020-12-03,3025.0,Dry
195,2020-12-04,3025.0,Dry
196,2020-12-05,2891.0,Dry
197,2020-12-06,2891.0,Dry
198,2020-12-07,2891.0,Dry
199,2020-12-08,2742.0,Dry
200,2020-12-09,2742.0,Dry
201,2020-12-10,2793.0,Dry
202,2020-12-11,2729.0,Dry
203,2020-12-12,2729.0,Dry
204,2020-12-13,2729.0,Dry
205,2020-12-14,2942.0,Dry
206,2020-12-15,2942.0,Dry
207,2020-12-16,2689.0,Dry
208,2020-12-17,2930.0,Dry
209,2020-12-18,3011.0,Dry
210,2020-12-19,2976.0,Dry
211,2020-12-20,2976.0,Dry
212,2020-12-21,2862.0,Dry
213,2020-12-22,2913.0,Dry
214,2020-12-23,2913.0,Dry
215,2020-12-24,2651.0,Dry
216,2020-12-25,2651.0,Dry
217,2020-12-26,2209.0,Dry
218,2020-12-27,2209.0,Dry
219,2020-12-28,2168.0,Dry
220,2020-12-29,2168.0,Dry
221,2020-12-30,2168.0,Dry
222,2020-12-31,2071.0,Dry
223,2021-01-01,2071.0,Dry
224,2021-01-02,2071.0,Dry
225,2021-01-03,2366.0,Dry
226,2021-01-04,2366.0,Dry
227,2021-01-05,2402.0,Dry
228,2021-01-06,2402.0,Dry
229,2021-01-07,2301.0,Dry
230,2021-01-08,2369.0,Dry
231,2021-01-09,2383.0,Dry
232,2021-01-10,2072.0,Dry
233,2021-01-11,2414.0,Dry
234,2021-01-12,2205.0,Dry
235,2021-01-13,2205.0,Dry
236,2021-01-14,2299.0,Dry
237,2021-01-15,2299.0,Dry
238,2021-01-16,2299.0,Dry
239,2021-01-17,2452.0,Dry
240,2021-01-18,2466.0,Dry
241,2021-01-19,2466.0,Dry
242,2021-01-20,2109.0,Dry
243,2021-01-21,1766.0,Dry
244,2021-01-22,1906.0,Dry
245,2021-01-23,2256.0,Dry
246,2021-01-24,2256.0,Dry
247,2021-01-25,2459.0,Dry
248,2021-01-26,2418.0,Dry
249,2021-01-27,2399.0,Dry
250,2021-01-28,2239.0,Dry
251,2021-01-29,2239.0,Dry
252,2021-01-30,2598.0,Dry
253,2021-01-31,2598.0,Dry
254,2021-02-01,2488.0,Dry
255,2021-02-02,2235.0,Dry
256,2021-02-03,2235.0,Dry
257,2021-02-04,1904.0,Dry
258,2021-02-05,2117.0,Dry
259,2021-02-06,2117.0,Dry
260,2021-02-07,1962.0,Dry
261,2021-02-08,2311.0,Dry
262,2021-02-09,2214.0,Dry
263,2021-02-10,2291.0,Dry
264,2021-02-11,2370.0,Dry
265,2021-02-12,2274.0,Dry
266,2021-02-13,2235.0,Dry
267,2021-02-14,2235.0,Dry
268,2021-02-15,2193.0,Dry
269,2021-02-16,1869.0,Dry
270,2021-02-17,1879.0,Dry
271,2021-02-18,1879.0,Dry
272,2021-02-19,2015.0,Dry
273,2021-02-20,2329.0,Dry
274,2021-02-21,2095.0,Dry
275,2021-02-22,2403.0,Dry
276,2021-02-23,2049.0,Dry
277,2021-02-24,1862.0,Dry
278,2021-02-25,2159.0,Dry
279,2021-02-26,2159.0,Dry
280,2021-02-27,2459.0,Dry
281,2021-02-28,2459.0,Dry
282,2021-03-01,2459.0,Dry
283,2021-03-02,2288.0,Dry
284,2021-03-03,2439.0,Dry
285,2021-03-04,2504.0,Dry
286,2021-03-05,2446.0,Dry
287,2021-03-06,2446.0,Dry
288,2021-03-07,2501.0,Dry
289,2021-03-08,2427.0,Dry
290,2021-03-09,2384.0,Dry
291,2021-03-10,2456.0,Dry
292,2021-03-11,2284.0,Dry
293,2021-03-12,2295.0,Dry
294,2021-03-13,2353.0,Dry
295,2021-03-14,2353.0,Dry
296,2021-03-15,2592.0,Dry
297,2021-03-16,2280.0,Dry
298,2021-03-17,2280.0,Dry
299,2021-03-18,2852.0,Dry
300,2021-03-19,2852.0,Dry
301,2021-03-20,2620.0,Dry
302,2021-03-21,2620.0,Dry
303,2021-03-22,2591.0,Dry
304,2021-03-23,2591.0,Dry
305,2021-03-24,2591.0,Dry
306,2021-03-25,2565.0,Dry
307,2021-03-26,2716.0,Dry
308,2021-03-27,2598.0,Dry
309,2021-03-28,2752.0,Dry
310,2021-03-29,2546.0,Dry
311,2021-03-30,2546.0,Dry
312,2021-03-31,2489.0,Dry
313,2021-04-01,2500.0,Dry
314,2021-04-02,2458.0,Dry
315,2021-04-03,2321.0,Dry
316,2021-04-04,2283.0,Dry
317,2021-04-05,2283.0,Dry
318,2021-04-06,2380.0,Dry
319,2021-04-07,2198.0,Dry
320,2021-04-08,2345.0,Dry
321,2021-04-09,2121.0,Dry
322,2021-04-10,2417.0,Dry
323,2021-04-11,2417.0,Dry
324,2021-04-12,2234.0,Dry
325,2021-04-13,2234.0,Dry
326,2021-04-14,2330.0,Dry
327,2021-04-15,2246.0,Dry
328,2021-04-16,2401.0,Dry
329,2021-04-17,2401.0,Dry
330,2021-04-18,2347.0,Dry
