,date,value,name_B084MC797Y
0,2020-05-23,1595.0,Planners
1,2020-05-24,1595.0,Planners
2,2020-05-25,1595.0,Planners
3,2020-05-26,1595.0,Planners
4,2020-05-27,1664.0,Planners
5,2020-05-28,1664.0,Planners
6,2020-05-29,1664.0,Planners
7,2020-05-30,1601.0,Planners
8,2020-05-31,1601.0,Planners
9,2020-06-01,1254.0,Planners
10,2020-06-02,1254.0,Planners
11,2020-06-03,1254.0,Planners
12,2020-06-04,1254.0,Planners
13,2020-06-05,1139.0,Planners
14,2020-06-06,1233.0,Planners
15,2020-06-07,1233.0,Planners
16,2020-06-08,1233.0,Planners
17,2020-06-09,871.0,Planners
18,2020-06-10,1082.0,Planners
19,2020-06-11,1138.0,Planners
20,2020-06-12,1138.0,Planners
21,2020-06-13,1138.0,Planners
22,2020-06-14,1138.0,Planners
23,2020-06-15,1637.0,Planners
24,2020-06-16,1637.0,Planners
25,2020-06-17,936.0,Planners
26,2020-06-18,1156.0,Planners
27,2020-06-19,1252.0,Planners
28,2020-06-20,1272.0,Planners
29,2020-06-21,1272.0,Planners
30,2020-06-22,1579.0,Planners
31,2020-06-23,1428.0,Planners
32,2020-06-24,1223.0,Planners
33,2020-06-25,1223.0,Planners
34,2020-06-26,1223.0,Planners
35,2020-06-27,1223.0,Planners
36,2020-06-28,1651.0,Planners
37,2020-06-29,1651.0,Planners
38,2020-06-30,1651.0,Planners
39,2020-07-01,386.0,Planners
40,2020-07-02,386.0,Planners
41,2020-07-03,400.0,Planners
42,2020-07-04,400.0,Planners
43,2020-07-05,400.0,Planners
44,2020-07-06,316.0,Planners
45,2020-07-07,316.0,Planners
46,2020-07-08,316.0,Planners
47,2020-07-09,937.0,Planners
48,2020-07-10,937.0,Planners
49,2020-07-11,937.0,Planners
50,2020-07-12,1377.0,Planners
51,2020-07-13,1377.0,Planners
52,2020-07-14,1377.0,Planners
53,2020-07-15,1377.0,Planners
54,2020-07-16,1905.0,Planners
55,2020-07-17,1905.0,Planners
56,2020-07-18,2640.0,Planners
57,2020-07-19,2640.0,Planners
58,2020-07-20,2640.0,Planners
59,2020-07-21,1717.0,Planners
60,2020-07-22,1717.0,Planners
61,2020-07-23,1717.0,Planners
62,2020-07-24,1781.0,Planners
63,2020-07-25,1781.0,Planners
64,2020-07-26,1830.0,Planners
65,2020-07-27,1830.0,Planners
66,2020-07-28,1830.0,Planners
67,2020-07-29,1821.0,Planners
68,2020-07-30,1821.0,Planners
69,2020-07-31,1821.0,Planners
70,2020-08-01,1484.0,Planners
71,2020-08-02,1484.0,Planners
72,2020-08-03,1484.0,Planners
73,2020-08-04,1413.0,Planners
74,2020-08-05,1413.0,Planners
75,2020-08-06,1410.0,Planners
76,2020-08-07,1410.0,Planners
77,2020-08-08,1410.0,Planners
78,2020-08-09,1410.0,Planners
79,2020-08-10,904.0,Planners
80,2020-08-11,904.0,Planners
81,2020-08-12,904.0,Planners
82,2020-08-13,1406.0,Planners
83,2020-08-14,1406.0,Planners
84,2020-08-15,1406.0,Planners
85,2020-08-16,1499.0,Planners
86,2020-08-17,1499.0,Planners
87,2020-08-18,1499.0,Planners
88,2020-08-19,1390.0,Planners
89,2020-08-20,1390.0,Planners
90,2020-08-21,1390.0,Planners
91,2020-08-22,1390.0,Planners
92,2020-08-23,1297.0,Planners
93,2020-08-24,1297.0,Planners
94,2020-08-25,1297.0,Planners
95,2020-08-26,751.0,Planners
96,2020-08-27,751.0,Planners
97,2020-08-28,751.0,Planners
98,2020-08-29,1137.0,Planners
99,2020-08-30,1137.0,Planners
100,2020-08-31,1137.0,Planners
101,2020-09-01,992.0,Planners
102,2020-09-02,992.0,Planners
103,2020-09-03,936.0,Planners
104,2020-09-04,1072.0,Planners
105,2020-09-05,1072.0,Planners
106,2020-09-06,1072.0,Planners
107,2020-09-07,1415.0,Planners
108,2020-09-08,1244.0,Planners
109,2020-09-09,1244.0,Planners
110,2020-09-10,1244.0,Planners
111,2020-09-11,1031.0,Planners
112,2020-09-12,1031.0,Planners
113,2020-09-13,1349.0,Planners
114,2020-09-14,1349.0,Planners
115,2020-09-15,1349.0,Planners
116,2020-09-16,1288.0,Planners
117,2020-09-17,1288.0,Planners
118,2020-09-18,1288.0,Planners
119,2020-09-19,1749.0,Planners
120,2020-09-20,1749.0,Planners
121,2020-09-21,1749.0,Planners
122,2020-09-22,1496.0,Planners
123,2020-09-23,1496.0,Planners
124,2020-09-24,1550.0,Planners
125,2020-09-25,1550.0,Planners
126,2020-09-26,1550.0,Planners
127,2020-09-27,1888.0,Planners
128,2020-09-28,1888.0,Planners
129,2020-09-29,771.0,Planners
130,2020-09-30,771.0,Planners
131,2020-10-01,771.0,Planners
132,2020-10-02,1949.0,Planners
133,2020-10-03,1949.0,Planners
134,2020-10-04,1949.0,Planners
135,2020-10-05,2794.0,Planners
136,2020-10-06,3496.0,Planners
137,2020-10-07,3496.0,Planners
138,2020-10-08,3496.0,Planners
139,2020-10-09,3496.0,Planners
140,2020-10-10,2244.0,Planners
141,2020-10-11,2205.0,Planners
142,2020-10-12,2205.0,Planners
143,2020-10-13,2296.0,Planners
144,2020-10-14,2296.0,Planners
145,2020-10-15,2752.0,Planners
146,2020-10-16,2752.0,Planners
147,2020-10-17,3010.0,Planners
148,2020-10-18,3010.0,Planners
149,2020-10-19,3127.0,Planners
150,2020-10-20,1341.0,Planners
151,2020-10-21,1029.0,Planners
152,2020-10-22,691.0,Planners
153,2020-10-23,931.0,Planners
154,2020-10-24,772.0,Planners
155,2020-10-25,772.0,Planners
156,2020-10-26,472.0,Planners
157,2020-10-27,797.0,Planners
158,2020-10-28,797.0,Planners
159,2020-10-29,1257.0,Planners
160,2020-10-30,1257.0,Planners
161,2020-10-31,1469.0,Planners
162,2020-11-01,1469.0,Planners
163,2020-11-02,1469.0,Planners
164,2020-11-03,1095.0,Planners
165,2020-11-04,1095.0,Planners
166,2020-11-05,1095.0,Planners
167,2020-11-06,1095.0,Planners
168,2020-11-07,2266.0,Planners
169,2020-11-08,2266.0,Planners
170,2020-11-09,2118.0,Planners
171,2020-11-10,2118.0,Planners
172,2020-11-11,2118.0,Planners
173,2020-11-12,1871.0,Planners
174,2020-11-13,1871.0,Planners
175,2020-11-14,1871.0,Planners
176,2020-11-15,2184.0,Planners
177,2020-11-16,2184.0,Planners
178,2020-11-17,2184.0,Planners
179,2020-11-18,976.0,Planners
180,2020-11-19,976.0,Planners
181,2020-11-20,976.0,Planners
182,2020-11-21,534.0,Planners
183,2020-11-22,534.0,Planners
184,2020-11-23,431.0,Planners
185,2020-11-24,431.0,Planners
186,2020-11-25,431.0,Planners
187,2020-11-26,925.0,Planners
188,2020-11-27,925.0,Planners
189,2020-11-28,925.0,Planners
190,2020-11-29,365.0,Planners
191,2020-11-30,365.0,Planners
192,2020-12-01,459.0,Planners
193,2020-12-02,459.0,Planners
194,2020-12-03,459.0,Planners
195,2020-12-04,824.0,Planners
196,2020-12-05,824.0,Planners
197,2020-12-06,824.0,Planners
198,2020-12-07,824.0,Planners
199,2020-12-08,1067.0,Planners
200,2020-12-09,949.0,Planners
201,2020-12-10,925.0,Planners
202,2020-12-11,984.0,Planners
203,2020-12-12,851.0,Planners
204,2020-12-13,920.0,Planners
205,2020-12-14,847.0,Planners
206,2020-12-15,827.0,Planners
207,2020-12-16,804.0,Planners
208,2020-12-17,684.0,Planners
209,2020-12-18,703.0,Planners
210,2020-12-19,703.0,Planners
211,2020-12-20,703.0,Planners
212,2020-12-21,703.0,Planners
213,2020-12-22,703.0,Planners
214,2020-12-23,703.0,Planners
215,2020-12-24,703.0,Planners
216,2020-12-25,703.0,Planners
217,2020-12-26,703.0,Planners
218,2020-12-27,703.0,Planners
219,2020-12-28,703.0,Planners
220,2020-12-29,703.0,Planners
221,2020-12-30,703.0,Planners
222,2020-12-31,703.0,Planners
223,2021-01-01,703.0,Planners
224,2021-01-02,703.0,Planners
225,2021-01-03,703.0,Planners
226,2021-01-04,703.0,Planners
227,2021-01-05,703.0,Planners
228,2021-01-06,703.0,Planners
229,2021-01-07,703.0,Planners
230,2021-01-08,703.0,Planners
231,2021-01-09,703.0,Planners
232,2021-01-10,703.0,Planners
233,2021-01-11,703.0,Planners
234,2021-01-12,703.0,Planners
235,2021-01-13,703.0,Planners
236,2021-01-14,703.0,Planners
237,2021-01-15,703.0,Planners
238,2021-01-16,703.0,Planners
239,2021-01-17,703.0,Planners
240,2021-01-18,703.0,Planners
241,2021-01-19,703.0,Planners
242,2021-01-20,703.0,Planners
243,2021-01-21,703.0,Planners
244,2021-01-22,703.0,Planners
245,2021-01-23,703.0,Planners
246,2021-01-24,703.0,Planners
247,2021-01-25,605.0,Planners
248,2021-01-26,1406.0,Planners
249,2021-01-27,2010.0,Planners
250,2021-01-28,2010.0,Planners
251,2021-01-29,2053.0,Planners
252,2021-01-30,2053.0,Planners
253,2021-01-31,2053.0,Planners
254,2021-02-01,1751.0,Planners
255,2021-02-02,1751.0,Planners
256,2021-02-03,1751.0,Planners
257,2021-02-04,1751.0,Planners
258,2021-02-05,1751.0,Planners
259,2021-02-06,1751.0,Planners
260,2021-02-07,1751.0,Planners
261,2021-02-08,3643.0,Planners
262,2021-02-09,3643.0,Planners
263,2021-02-10,2367.0,Planners
264,2021-02-11,2367.0,Planners
265,2021-02-12,2367.0,Planners
266,2021-02-13,2367.0,Planners
267,2021-02-14,2375.0,Planners
268,2021-02-15,2375.0,Planners
269,2021-02-16,2375.0,Planners
270,2021-02-17,3556.0,Planners
271,2021-02-18,3556.0,Planners
272,2021-02-19,2731.0,Planners
273,2021-02-20,2731.0,Planners
274,2021-02-21,2731.0,Planners
275,2021-02-22,3340.0,Planners
276,2021-02-23,3340.0,Planners
277,2021-02-24,1847.0,Planners
278,2021-02-25,1847.0,Planners
279,2021-02-26,1847.0,Planners
280,2021-02-27,1342.0,Planners
281,2021-02-28,1342.0,Planners
282,2021-03-01,1165.0,Planners
283,2021-03-02,2124.0,Planners
284,2021-03-03,2288.0,Planners
285,2021-03-04,2288.0,Planners
286,2021-03-05,2288.0,Planners
287,2021-03-06,4124.0,Planners
288,2021-03-07,4124.0,Planners
289,2021-03-08,4124.0,Planners
290,2021-03-09,3674.0,Planners
291,2021-03-10,3674.0,Planners
292,2021-03-11,3674.0,Planners
293,2021-03-12,2436.0,Planners
294,2021-03-13,2436.0,Planners
295,2021-03-14,2252.0,Planners
296,2021-03-15,1629.0,Planners
297,2021-03-16,1179.0,Planners
298,2021-03-17,1179.0,Planners
299,2021-03-18,929.0,Planners
300,2021-03-19,929.0,Planners
301,2021-03-20,929.0,Planners
302,2021-03-21,1118.0,Planners
303,2021-03-22,880.0,Planners
304,2021-03-23,648.0,Planners
305,2021-03-24,602.0,Planners
306,2021-03-25,602.0,Planners
307,2021-03-26,602.0,Planners
308,2021-03-27,864.0,Planners
309,2021-03-28,864.0,Planners
310,2021-03-29,762.0,Planners
311,2021-03-30,762.0,Planners
312,2021-03-31,466.0,Planners
313,2021-04-01,466.0,Planners
314,2021-04-02,466.0,Planners
315,2021-04-03,524.0,Planners
316,2021-04-04,524.0,Planners
317,2021-04-05,524.0,Planners
318,2021-04-06,557.0,Planners
319,2021-04-07,557.0,Planners
320,2021-04-08,617.0,Planners
321,2021-04-09,617.0,Planners
322,2021-04-10,853.0,Planners
323,2021-04-11,853.0,Planners
324,2021-04-12,864.0,Planners
325,2021-04-13,864.0,Planners
326,2021-04-14,864.0,Planners
327,2021-04-15,765.0,Planners
328,2021-04-16,812.0,Planners
329,2021-04-17,812.0,Planners
330,2021-04-18,1056.0,Planners
331,2021-04-19,1056.0,Planners
332,2021-04-20,582.0,Planners
333,2021-04-21,634.0,Planners
334,2021-04-22,634.0,Planners
335,2021-04-23,743.0,Planners
336,2021-04-24,884.0,Planners
337,2021-04-25,884.0,Planners
338,2021-04-26,884.0,Planners
339,2021-04-27,980.0,Planners
340,2021-04-28,858.0,Planners
341,2021-04-29,858.0,Planners
342,2021-04-30,863.0,Planners
343,2021-05-01,863.0,Planners
344,2021-05-02,1003.0,Planners
345,2021-05-03,1003.0,Planners
346,2021-05-04,891.0,Planners
347,2021-05-05,1055.0,Planners
348,2021-05-06,1255.0,Planners
349,2021-05-07,1543.0,Planners
350,2021-05-08,1604.0,Planners
351,2021-05-09,1604.0,Planners
352,2021-05-10,1604.0,Planners
353,2021-05-11,1383.0,Planners
354,2021-05-12,1383.0,Planners
355,2021-05-13,1755.0,Planners
356,2021-05-14,1755.0,Planners
357,2021-05-15,1741.0,Planners
358,2021-05-16,1741.0,Planners
359,2021-05-17,1794.0,Planners
360,2021-05-18,1794.0,Planners
361,2021-05-19,1794.0,Planners
362,2021-05-20,1511.0,Planners
363,2021-05-21,1511.0,Planners
364,2021-05-22,1933.0,Planners
365,2021-05-23,1933.0,Planners
366,2021-05-24,1933.0,Planners
367,2021-05-25,1716.0,Planners
368,2021-05-26,1716.0,Planners
369,2021-05-27,2181.0,Planners
370,2021-05-28,2181.0,Planners
371,2021-05-29,2181.0,Planners
372,2021-05-30,2181.0,Planners
373,2021-05-31,2030.0,Planners
374,2021-06-01,2030.0,Planners
375,2021-06-02,2030.0,Planners
376,2021-06-03,2480.0,Planners
377,2021-06-04,2480.0,Planners
378,2021-06-05,2587.0,Planners
379,2021-06-06,2587.0,Planners
380,2021-06-07,2613.0,Planners
381,2021-06-08,1391.0,Planners
382,2021-06-09,1391.0,Planners
383,2021-06-10,1391.0,Planners
384,2021-06-11,1068.0,Planners
385,2021-06-12,1068.0,Planners
386,2021-06-13,1068.0,Planners
387,2021-06-14,1183.0,Planners
388,2021-06-15,1183.0,Planners
389,2021-06-16,1183.0,Planners
390,2021-06-17,1389.0,Planners
391,2021-06-18,1389.0,Planners
392,2021-06-19,1866.0,Planners
393,2021-06-20,1866.0,Planners
394,2021-06-21,1866.0,Planners
395,2021-06-22,2372.0,Planners
396,2021-06-23,2372.0,Planners
397,2021-06-24,1901.0,Planners
398,2021-06-25,1901.0,Planners
399,2021-06-26,1869.0,Planners
400,2021-06-27,1869.0,Planners
401,2021-06-28,1970.0,Planners
402,2021-06-29,1563.0,Planners
403,2021-06-30,1563.0,Planners
404,2021-07-01,1563.0,Planners
405,2021-07-02,1727.0,Planners
406,2021-07-03,1727.0,Planners
407,2021-07-04,2122.0,Planners
408,2021-07-05,2122.0,Planners
409,2021-07-06,1825.0,Planners
410,2021-07-07,1825.0,Planners
411,2021-07-08,1825.0,Planners
412,2021-07-09,2508.0,Planners
413,2021-07-10,3337.0,Planners
414,2021-07-11,2574.0,Planners
