,date,value,name_B07PPQ3F6K
480,2020-11-18,163258.0,Air Purifier Parts & Accessories
481,2020-11-19,163258.0,Air Purifier Parts & Accessories
482,2020-11-20,410365.0,Air Purifier Parts & Accessories
483,2020-11-21,410365.0,Air Purifier Parts & Accessories
484,2020-11-22,410365.0,Air Purifier Parts & Accessories
485,2020-11-23,351240.0,Air Purifier Parts & Accessories
486,2020-11-24,351240.0,Air Purifier Parts & Accessories
487,2020-11-25,351240.0,Air Purifier Parts & Accessories
488,2020-11-26,351240.0,Air Purifier Parts & Accessories
489,2020-11-27,351240.0,Air Purifier Parts & Accessories
490,2020-11-28,237590.0,Air Purifier Parts & Accessories
491,2020-11-29,237590.0,Air Purifier Parts & Accessories
492,2020-11-30,237590.0,Air Purifier Parts & Accessories
493,2020-12-01,237590.0,Air Purifier Parts & Accessories
494,2020-12-02,310422.0,Air Purifier Parts & Accessories
495,2020-12-03,344734.0,Air Purifier Parts & Accessories
496,2020-12-04,344734.0,Air Purifier Parts & Accessories
497,2020-12-05,344734.0,Air Purifier Parts & Accessories
498,2020-12-06,344734.0,Air Purifier Parts & Accessories
499,2020-12-07,344734.0,Air Purifier Parts & Accessories
500,2020-12-08,344734.0,Air Purifier Parts & Accessories
501,2020-12-09,344734.0,Air Purifier Parts & Accessories
502,2020-12-10,344734.0,Air Purifier Parts & Accessories
503,2020-12-11,344734.0,Air Purifier Parts & Accessories
504,2020-12-12,277681.0,Air Purifier Parts & Accessories
505,2020-12-13,277681.0,Air Purifier Parts & Accessories
506,2020-12-14,277681.0,Air Purifier Parts & Accessories
507,2020-12-15,277681.0,Air Purifier Parts & Accessories
508,2020-12-16,277681.0,Air Purifier Parts & Accessories
509,2020-12-17,277681.0,Air Purifier Parts & Accessories
510,2020-12-18,277681.0,Air Purifier Parts & Accessories
511,2020-12-19,277681.0,Air Purifier Parts & Accessories
512,2020-12-20,277681.0,Air Purifier Parts & Accessories
513,2020-12-21,225990.0,Air Purifier Parts & Accessories
514,2020-12-22,225990.0,Air Purifier Parts & Accessories
515,2020-12-23,225990.0,Air Purifier Parts & Accessories
516,2020-12-24,340053.0,Air Purifier Parts & Accessories
517,2020-12-25,340053.0,Air Purifier Parts & Accessories
518,2020-12-26,340053.0,Air Purifier Parts & Accessories
519,2020-12-27,340053.0,Air Purifier Parts & Accessories
520,2020-12-28,340053.0,Air Purifier Parts & Accessories
521,2020-12-29,340053.0,Air Purifier Parts & Accessories
522,2020-12-30,340053.0,Air Purifier Parts & Accessories
523,2020-12-31,340053.0,Air Purifier Parts & Accessories
524,2021-01-01,199410.0,Air Purifier Parts & Accessories
525,2021-01-02,199410.0,Air Purifier Parts & Accessories
526,2021-01-03,199410.0,Air Purifier Parts & Accessories
527,2021-01-04,136302.0,Air Purifier Parts & Accessories
528,2021-01-05,136302.0,Air Purifier Parts & Accessories
529,2021-01-06,136302.0,Air Purifier Parts & Accessories
530,2021-01-07,271093.0,Air Purifier Parts & Accessories
531,2021-01-08,271093.0,Air Purifier Parts & Accessories
532,2021-01-09,271093.0,Air Purifier Parts & Accessories
533,2021-01-10,271093.0,Air Purifier Parts & Accessories
534,2021-01-11,298097.0,Air Purifier Parts & Accessories
535,2021-01-12,298097.0,Air Purifier Parts & Accessories
536,2021-01-13,298097.0,Air Purifier Parts & Accessories
537,2021-01-14,298097.0,Air Purifier Parts & Accessories
538,2021-01-15,298097.0,Air Purifier Parts & Accessories
539,2021-01-16,298097.0,Air Purifier Parts & Accessories
540,2021-01-17,298097.0,Air Purifier Parts & Accessories
541,2021-01-18,260568.0,Air Purifier Parts & Accessories
542,2021-01-19,260568.0,Air Purifier Parts & Accessories
543,2021-01-20,260568.0,Air Purifier Parts & Accessories
544,2021-01-21,173429.0,Air Purifier Parts & Accessories
545,2021-01-22,173429.0,Air Purifier Parts & Accessories
546,2021-01-23,173429.0,Air Purifier Parts & Accessories
547,2021-01-24,173429.0,Air Purifier Parts & Accessories
548,2021-01-25,173429.0,Air Purifier Parts & Accessories
549,2021-01-26,173429.0,Air Purifier Parts & Accessories
550,2021-01-27,173429.0,Air Purifier Parts & Accessories
551,2021-01-28,256626.0,Air Purifier Parts & Accessories
552,2021-01-29,256626.0,Air Purifier Parts & Accessories
553,2021-01-30,256626.0,Air Purifier Parts & Accessories
554,2021-01-31,256626.0,Air Purifier Parts & Accessories
555,2021-02-01,240791.0,Air Purifier Parts & Accessories
556,2021-02-02,240791.0,Air Purifier Parts & Accessories
557,2021-02-03,176085.0,Air Purifier Parts & Accessories
558,2021-02-04,176085.0,Air Purifier Parts & Accessories
559,2021-02-05,176085.0,Air Purifier Parts & Accessories
560,2021-02-06,176085.0,Air Purifier Parts & Accessories
561,2021-02-07,176085.0,Air Purifier Parts & Accessories
562,2021-02-08,176085.0,Air Purifier Parts & Accessories
563,2021-02-09,289644.0,Air Purifier Parts & Accessories
564,2021-02-10,289644.0,Air Purifier Parts & Accessories
565,2021-02-11,289644.0,Air Purifier Parts & Accessories
566,2021-02-12,289644.0,Air Purifier Parts & Accessories
567,2021-02-13,155561.0,Air Purifier Parts & Accessories
568,2021-02-14,155561.0,Air Purifier Parts & Accessories
569,2021-02-15,155561.0,Air Purifier Parts & Accessories
570,2021-02-16,195934.0,Air Purifier Parts & Accessories
571,2021-02-17,195934.0,Air Purifier Parts & Accessories
572,2021-02-18,195934.0,Air Purifier Parts & Accessories
573,2021-02-19,195934.0,Air Purifier Parts & Accessories
574,2021-02-20,195934.0,Air Purifier Parts & Accessories
575,2021-02-21,206785.0,Air Purifier Parts & Accessories
576,2021-02-22,206785.0,Air Purifier Parts & Accessories
577,2021-02-23,206785.0,Air Purifier Parts & Accessories
578,2021-02-24,206785.0,Air Purifier Parts & Accessories
579,2021-02-25,206785.0,Air Purifier Parts & Accessories
580,2021-02-26,206785.0,Air Purifier Parts & Accessories
581,2021-02-27,206785.0,Air Purifier Parts & Accessories
582,2021-02-28,200933.0,Air Purifier Parts & Accessories
583,2021-03-01,193446.0,Air Purifier Parts & Accessories
584,2021-03-02,172385.0,Air Purifier Parts & Accessories
585,2021-03-03,295237.0,Air Purifier Parts & Accessories
586,2021-03-04,295237.0,Air Purifier Parts & Accessories
587,2021-03-05,295237.0,Air Purifier Parts & Accessories
588,2021-03-06,295237.0,Air Purifier Parts & Accessories
589,2021-03-07,295237.0,Air Purifier Parts & Accessories
590,2021-03-08,330341.0,Air Purifier Parts & Accessories
591,2021-03-09,330341.0,Air Purifier Parts & Accessories
592,2021-03-10,330341.0,Air Purifier Parts & Accessories
593,2021-03-11,330341.0,Air Purifier Parts & Accessories
594,2021-03-12,330341.0,Air Purifier Parts & Accessories
595,2021-03-13,448224.0,Air Purifier Parts & Accessories
596,2021-03-14,448224.0,Air Purifier Parts & Accessories
597,2021-03-15,448224.0,Air Purifier Parts & Accessories
598,2021-03-16,448224.0,Air Purifier Parts & Accessories
599,2021-03-17,361949.0,Air Purifier Parts & Accessories
600,2021-03-18,361949.0,Air Purifier Parts & Accessories
601,2021-03-19,216303.0,Air Purifier Parts & Accessories
602,2021-03-20,216303.0,Air Purifier Parts & Accessories
603,2021-03-21,216303.0,Air Purifier Parts & Accessories
604,2021-03-22,348776.0,Air Purifier Parts & Accessories
605,2021-03-23,200939.0,Air Purifier Parts & Accessories
606,2021-03-24,200939.0,Air Purifier Parts & Accessories
607,2021-03-25,200939.0,Air Purifier Parts & Accessories
608,2021-03-26,200939.0,Air Purifier Parts & Accessories
609,2021-03-27,200939.0,Air Purifier Parts & Accessories
610,2021-03-28,200939.0,Air Purifier Parts & Accessories
611,2021-03-29,200939.0,Air Purifier Parts & Accessories
612,2021-03-30,200939.0,Air Purifier Parts & Accessories
613,2021-03-31,163381.0,Air Purifier Parts & Accessories
614,2021-04-01,163381.0,Air Purifier Parts & Accessories
615,2021-04-02,163381.0,Air Purifier Parts & Accessories
616,2021-04-03,231624.0,Air Purifier Parts & Accessories
617,2021-04-04,213136.0,Air Purifier Parts & Accessories
618,2021-04-05,213136.0,Air Purifier Parts & Accessories
619,2021-04-06,213136.0,Air Purifier Parts & Accessories
620,2021-04-07,222939.0,Air Purifier Parts & Accessories
621,2021-04-08,222939.0,Air Purifier Parts & Accessories
622,2021-04-09,222939.0,Air Purifier Parts & Accessories
623,2021-04-10,222939.0,Air Purifier Parts & Accessories
624,2021-04-11,222939.0,Air Purifier Parts & Accessories
625,2021-04-12,106610.0,Air Purifier Parts & Accessories
626,2021-04-13,106610.0,Air Purifier Parts & Accessories
627,2021-04-14,106610.0,Air Purifier Parts & Accessories
628,2021-04-15,147260.0,Air Purifier Parts & Accessories
629,2021-04-16,147260.0,Air Purifier Parts & Accessories
630,2021-04-17,76824.0,Air Purifier Parts & Accessories
631,2021-04-18,76824.0,Air Purifier Parts & Accessories
632,2021-04-19,98920.0,Air Purifier Parts & Accessories
633,2021-04-20,98920.0,Air Purifier Parts & Accessories
634,2021-04-21,174867.0,Air Purifier Parts & Accessories
635,2021-04-22,174867.0,Air Purifier Parts & Accessories
636,2021-04-23,174867.0,Air Purifier Parts & Accessories
637,2021-04-24,174867.0,Air Purifier Parts & Accessories
638,2021-04-25,174867.0,Air Purifier Parts & Accessories
639,2021-04-26,174867.0,Air Purifier Parts & Accessories
640,2021-04-27,103425.0,Air Purifier Parts & Accessories
641,2021-04-28,114628.0,Air Purifier Parts & Accessories
642,2021-04-29,114628.0,Air Purifier Parts & Accessories
643,2021-04-30,114628.0,Air Purifier Parts & Accessories
644,2021-05-01,76933.0,Air Purifier Parts & Accessories
645,2021-05-02,76933.0,Air Purifier Parts & Accessories
646,2021-05-03,76933.0,Air Purifier Parts & Accessories
647,2021-05-04,104046.0,Air Purifier Parts & Accessories
648,2021-05-05,104046.0,Air Purifier Parts & Accessories
649,2021-05-06,104046.0,Air Purifier Parts & Accessories
650,2021-05-07,70961.0,Air Purifier Parts & Accessories
651,2021-05-08,70961.0,Air Purifier Parts & Accessories
652,2021-05-09,70961.0,Air Purifier Parts & Accessories
653,2021-05-10,56197.0,Air Purifier Parts & Accessories
