,date,value,name_B072L3GPLQ
696,2020-04-26,6537.0,Test Strips
697,2020-04-27,6537.0,Test Strips
698,2020-04-28,6996.0,Test Strips
699,2020-04-29,6996.0,Test Strips
700,2020-04-30,4905.0,Test Strips
701,2020-05-01,4905.0,Test Strips
702,2020-05-02,6994.0,Test Strips
703,2020-05-03,6994.0,Test Strips
704,2020-05-04,6994.0,Test Strips
705,2020-05-05,5725.0,Test Strips
706,2020-05-06,5725.0,Test Strips
707,2020-05-07,5725.0,Test Strips
708,2020-05-08,5933.0,Test Strips
709,2020-05-09,5933.0,Test Strips
710,2020-05-10,5933.0,Test Strips
711,2020-05-11,5933.0,Test Strips
712,2020-05-12,5165.0,Test Strips
713,2020-05-13,5165.0,Test Strips
714,2020-05-14,5632.0,Test Strips
715,2020-05-15,5632.0,Test Strips
716,2020-05-16,5632.0,Test Strips
717,2020-05-17,3265.0,Test Strips
718,2020-05-18,3265.0,Test Strips
719,2020-05-19,3293.0,Test Strips
720,2020-05-20,2883.0,Test Strips
721,2020-05-21,2883.0,Test Strips
722,2020-05-22,2883.0,Test Strips
723,2020-05-23,2994.0,Test Strips
724,2020-05-24,2994.0,Test Strips
725,2020-05-25,2568.0,Test Strips
726,2020-05-26,2532.0,Test Strips
727,2020-05-27,2532.0,Test Strips
728,2020-05-28,2552.0,Test Strips
729,2020-05-29,2552.0,Test Strips
730,2020-05-30,2552.0,Test Strips
731,2020-05-31,2540.0,Test Strips
732,2020-06-01,2540.0,Test Strips
733,2020-06-02,3024.0,Test Strips
734,2020-06-03,3024.0,Test Strips
735,2020-06-04,2732.0,Test Strips
736,2020-06-05,2732.0,Test Strips
737,2020-06-06,2268.0,Test Strips
738,2020-06-07,2268.0,Test Strips
739,2020-06-08,2268.0,Test Strips
740,2020-06-09,3248.0,Test Strips
741,2020-06-10,2932.0,Test Strips
742,2020-06-11,2932.0,Test Strips
743,2020-06-12,2932.0,Test Strips
744,2020-06-13,2645.0,Test Strips
745,2020-06-14,2645.0,Test Strips
746,2020-06-15,2645.0,Test Strips
747,2020-06-16,3118.0,Test Strips
748,2020-06-17,3118.0,Test Strips
749,2020-06-18,3292.0,Test Strips
750,2020-06-19,3292.0,Test Strips
751,2020-06-20,3292.0,Test Strips
752,2020-06-21,2643.0,Test Strips
753,2020-06-22,3307.0,Test Strips
754,2020-06-23,3250.0,Test Strips
755,2020-06-24,3551.0,Test Strips
756,2020-06-25,3434.0,Test Strips
757,2020-06-26,3592.0,Test Strips
758,2020-06-27,3592.0,Test Strips
759,2020-06-28,3592.0,Test Strips
760,2020-06-29,3933.0,Test Strips
761,2020-06-30,3933.0,Test Strips
762,2020-07-01,3834.0,Test Strips
763,2020-07-02,3587.0,Test Strips
764,2020-07-03,2901.0,Test Strips
765,2020-07-04,3127.0,Test Strips
766,2020-07-05,3127.0,Test Strips
767,2020-07-06,3289.0,Test Strips
768,2020-07-07,3227.0,Test Strips
769,2020-07-08,2610.0,Test Strips
770,2020-07-09,2610.0,Test Strips
771,2020-07-10,2502.0,Test Strips
772,2020-07-11,2502.0,Test Strips
773,2020-07-12,3510.0,Test Strips
774,2020-07-13,4169.0,Test Strips
775,2020-07-14,4169.0,Test Strips
776,2020-07-15,3159.0,Test Strips
777,2020-07-16,3159.0,Test Strips
778,2020-07-17,2826.0,Test Strips
779,2020-07-18,2826.0,Test Strips
780,2020-07-19,2826.0,Test Strips
781,2020-07-20,2826.0,Test Strips
782,2020-07-21,3338.0,Test Strips
783,2020-07-22,3338.0,Test Strips
784,2020-07-23,4078.0,Test Strips
785,2020-07-24,3647.0,Test Strips
786,2020-07-25,3647.0,Test Strips
787,2020-07-26,3647.0,Test Strips
788,2020-07-27,4371.0,Test Strips
789,2020-07-28,4371.0,Test Strips
790,2020-07-29,4186.0,Test Strips
791,2020-07-30,4186.0,Test Strips
792,2020-07-31,4186.0,Test Strips
793,2020-08-01,3633.0,Test Strips
794,2020-08-02,4147.0,Test Strips
795,2020-08-03,3459.0,Test Strips
796,2020-08-04,4410.0,Test Strips
797,2020-08-05,4255.0,Test Strips
798,2020-08-06,4202.0,Test Strips
799,2020-08-07,4202.0,Test Strips
800,2020-08-08,5573.0,Test Strips
801,2020-08-09,5573.0,Test Strips
802,2020-08-10,5002.0,Test Strips
803,2020-08-11,5002.0,Test Strips
804,2020-08-12,4003.0,Test Strips
805,2020-08-13,5619.0,Test Strips
806,2020-08-14,5619.0,Test Strips
807,2020-08-15,5619.0,Test Strips
808,2020-08-16,4794.0,Test Strips
809,2020-08-17,4794.0,Test Strips
810,2020-08-18,4361.0,Test Strips
811,2020-08-19,4285.0,Test Strips
812,2020-08-20,4285.0,Test Strips
813,2020-08-21,4054.0,Test Strips
814,2020-08-22,4054.0,Test Strips
815,2020-08-23,4303.0,Test Strips
816,2020-08-24,4303.0,Test Strips
817,2020-08-25,3675.0,Test Strips
818,2020-08-26,3675.0,Test Strips
819,2020-08-27,4897.0,Test Strips
820,2020-08-28,4897.0,Test Strips
821,2020-08-29,4897.0,Test Strips
822,2020-08-30,4133.0,Test Strips
823,2020-08-31,4133.0,Test Strips
824,2020-09-01,4133.0,Test Strips
825,2020-09-02,4773.0,Test Strips
826,2020-09-03,4773.0,Test Strips
827,2020-09-04,4457.0,Test Strips
828,2020-09-05,5281.0,Test Strips
829,2020-09-06,5281.0,Test Strips
830,2020-09-07,5281.0,Test Strips
831,2020-09-08,7710.0,Test Strips
832,2020-09-09,7710.0,Test Strips
833,2020-09-10,7710.0,Test Strips
834,2020-09-11,4453.0,Test Strips
835,2020-09-12,4453.0,Test Strips
836,2020-09-13,4453.0,Test Strips
837,2020-09-14,6046.0,Test Strips
838,2020-09-15,6369.0,Test Strips
839,2020-09-16,6369.0,Test Strips
840,2020-09-17,6369.0,Test Strips
841,2020-09-18,6369.0,Test Strips
842,2020-09-19,4323.0,Test Strips
843,2020-09-20,4323.0,Test Strips
844,2020-09-21,7673.0,Test Strips
845,2020-09-22,7673.0,Test Strips
846,2020-09-23,7673.0,Test Strips
847,2020-09-24,5898.0,Test Strips
848,2020-09-25,5898.0,Test Strips
849,2020-09-26,5898.0,Test Strips
850,2020-09-27,6344.0,Test Strips
851,2020-09-28,6727.0,Test Strips
852,2020-09-29,6727.0,Test Strips
853,2020-09-30,6727.0,Test Strips
854,2020-10-01,5997.0,Test Strips
855,2020-10-02,9466.0,Test Strips
856,2020-10-03,9466.0,Test Strips
857,2020-10-04,9466.0,Test Strips
858,2020-10-05,6266.0,Test Strips
859,2020-10-06,6266.0,Test Strips
860,2020-10-07,6266.0,Test Strips
861,2020-10-08,8621.0,Test Strips
862,2020-10-09,8621.0,Test Strips
863,2020-10-10,8621.0,Test Strips
864,2020-10-11,8621.0,Test Strips
865,2020-10-12,8621.0,Test Strips
866,2020-10-13,7017.0,Test Strips
867,2020-10-14,7017.0,Test Strips
868,2020-10-15,7017.0,Test Strips
869,2020-10-16,6532.0,Test Strips
870,2020-10-17,6532.0,Test Strips
871,2020-10-18,6532.0,Test Strips
872,2020-10-19,6582.0,Test Strips
873,2020-10-20,6582.0,Test Strips
874,2020-10-21,7497.0,Test Strips
875,2020-10-22,7497.0,Test Strips
876,2020-10-23,7497.0,Test Strips
877,2020-10-24,5227.0,Test Strips
878,2020-10-25,5227.0,Test Strips
879,2020-10-26,5227.0,Test Strips
880,2020-10-27,5475.0,Test Strips
881,2020-10-28,5475.0,Test Strips
882,2020-10-29,4284.0,Test Strips
883,2020-10-30,4284.0,Test Strips
884,2020-10-31,4284.0,Test Strips
885,2020-11-01,4607.0,Test Strips
886,2020-11-02,4607.0,Test Strips
887,2020-11-03,4607.0,Test Strips
888,2020-11-04,4607.0,Test Strips
889,2020-11-05,4308.0,Test Strips
890,2020-11-06,4676.0,Test Strips
891,2020-11-07,4676.0,Test Strips
892,2020-11-08,4676.0,Test Strips
893,2020-11-09,4833.0,Test Strips
894,2020-11-10,3474.0,Test Strips
895,2020-11-11,5747.0,Test Strips
896,2020-11-12,5747.0,Test Strips
897,2020-11-13,5747.0,Test Strips
898,2020-11-14,6257.0,Test Strips
899,2020-11-15,6257.0,Test Strips
900,2020-11-16,6257.0,Test Strips
901,2020-11-17,4820.0,Test Strips
902,2020-11-18,4820.0,Test Strips
903,2020-11-19,4820.0,Test Strips
904,2020-11-20,3753.0,Test Strips
905,2020-11-21,3753.0,Test Strips
906,2020-11-22,3753.0,Test Strips
907,2020-11-23,5452.0,Test Strips
908,2020-11-24,5452.0,Test Strips
909,2020-11-25,5452.0,Test Strips
910,2020-11-26,6121.0,Test Strips
911,2020-11-27,6121.0,Test Strips
912,2020-11-28,7623.0,Test Strips
913,2020-11-29,7623.0,Test Strips
914,2020-11-30,7623.0,Test Strips
915,2020-12-01,6487.0,Test Strips
916,2020-12-02,6487.0,Test Strips
917,2020-12-03,6487.0,Test Strips
918,2020-12-04,5485.0,Test Strips
919,2020-12-05,5485.0,Test Strips
920,2020-12-06,5485.0,Test Strips
921,2020-12-07,5666.0,Test Strips
922,2020-12-08,5666.0,Test Strips
923,2020-12-09,4779.0,Test Strips
924,2020-12-10,4779.0,Test Strips
925,2020-12-11,4779.0,Test Strips
926,2020-12-12,5648.0,Test Strips
927,2020-12-13,5648.0,Test Strips
928,2020-12-14,5547.0,Test Strips
929,2020-12-15,5547.0,Test Strips
930,2020-12-16,5547.0,Test Strips
931,2020-12-17,5547.0,Test Strips
932,2020-12-18,7374.0,Test Strips
933,2020-12-19,7374.0,Test Strips
934,2020-12-20,6409.0,Test Strips
935,2020-12-21,6409.0,Test Strips
936,2020-12-22,6409.0,Test Strips
937,2020-12-23,5006.0,Test Strips
938,2020-12-24,5006.0,Test Strips
939,2020-12-25,5006.0,Test Strips
940,2020-12-26,2922.0,Test Strips
941,2020-12-27,2922.0,Test Strips
942,2020-12-28,4432.0,Test Strips
943,2020-12-29,4432.0,Test Strips
944,2020-12-30,4432.0,Test Strips
945,2020-12-31,4432.0,Test Strips
946,2021-01-01,4432.0,Test Strips
947,2021-01-02,4306.0,Test Strips
948,2021-01-03,4306.0,Test Strips
949,2021-01-04,4306.0,Test Strips
950,2021-01-05,2910.0,Test Strips
951,2021-01-06,2910.0,Test Strips
952,2021-01-07,3804.0,Test Strips
953,2021-01-08,3804.0,Test Strips
954,2021-01-09,3804.0,Test Strips
955,2021-01-10,5373.0,Test Strips
956,2021-01-11,5373.0,Test Strips
957,2021-01-12,5373.0,Test Strips
958,2021-01-13,3687.0,Test Strips
959,2021-01-14,3687.0,Test Strips
960,2021-01-15,3271.0,Test Strips
961,2021-01-16,3271.0,Test Strips
962,2021-01-17,3894.0,Test Strips
963,2021-01-18,4440.0,Test Strips
964,2021-01-19,4440.0,Test Strips
965,2021-01-20,4220.0,Test Strips
966,2021-01-21,4220.0,Test Strips
967,2021-01-22,4345.0,Test Strips
968,2021-01-23,4345.0,Test Strips
969,2021-01-24,4345.0,Test Strips
970,2021-01-25,4603.0,Test Strips
971,2021-01-26,4603.0,Test Strips
972,2021-01-27,4603.0,Test Strips
973,2021-01-28,4702.0,Test Strips
974,2021-01-29,5053.0,Test Strips
975,2021-01-30,5053.0,Test Strips
976,2021-01-31,5053.0,Test Strips
977,2021-02-01,4540.0,Test Strips
978,2021-02-02,4540.0,Test Strips
979,2021-02-03,4540.0,Test Strips
980,2021-02-04,4416.0,Test Strips
981,2021-02-05,4416.0,Test Strips
982,2021-02-06,4416.0,Test Strips
983,2021-02-07,3529.0,Test Strips
984,2021-02-08,3529.0,Test Strips
985,2021-02-09,3529.0,Test Strips
986,2021-02-10,4694.0,Test Strips
987,2021-02-11,4694.0,Test Strips
988,2021-02-12,4259.0,Test Strips
989,2021-02-13,4259.0,Test Strips
990,2021-02-14,4259.0,Test Strips
991,2021-02-15,4066.0,Test Strips
992,2021-02-16,4066.0,Test Strips
993,2021-02-17,5602.0,Test Strips
994,2021-02-18,5602.0,Test Strips
995,2021-02-19,5602.0,Test Strips
996,2021-02-20,5908.0,Test Strips
997,2021-02-21,4236.0,Test Strips
998,2021-02-22,4942.0,Test Strips
999,2021-02-23,4942.0,Test Strips
1000,2021-02-24,4942.0,Test Strips
1001,2021-02-25,4942.0,Test Strips
1002,2021-02-26,6648.0,Test Strips
1003,2021-02-27,6648.0,Test Strips
1004,2021-02-28,6648.0,Test Strips
1005,2021-03-01,6747.0,Test Strips
1006,2021-03-02,6747.0,Test Strips
1007,2021-03-03,6747.0,Test Strips
1008,2021-03-04,7386.0,Test Strips
1009,2021-03-05,7386.0,Test Strips
1010,2021-03-06,7386.0,Test Strips
1011,2021-03-07,7679.0,Test Strips
1012,2021-03-08,7679.0,Test Strips
1013,2021-03-09,5170.0,Test Strips
1014,2021-03-10,5170.0,Test Strips
1015,2021-03-11,5170.0,Test Strips
1016,2021-03-12,5591.0,Test Strips
1017,2021-03-13,5591.0,Test Strips
1018,2021-03-14,5591.0,Test Strips
1019,2021-03-15,4948.0,Test Strips
1020,2021-03-16,4948.0,Test Strips
1021,2021-03-17,6631.0,Test Strips
1022,2021-03-18,6631.0,Test Strips
1023,2021-03-19,6631.0,Test Strips
1024,2021-03-20,7673.0,Test Strips
1025,2021-03-21,7673.0,Test Strips
1026,2021-03-22,7673.0,Test Strips
1027,2021-03-23,5879.0,Test Strips
1028,2021-03-24,5879.0,Test Strips
1029,2021-03-25,5879.0,Test Strips
1030,2021-03-26,6992.0,Test Strips
1031,2021-03-27,6480.0,Test Strips
1032,2021-03-28,6642.0,Test Strips
1033,2021-03-29,6642.0,Test Strips
1034,2021-03-30,6642.0,Test Strips
1035,2021-03-31,5091.0,Test Strips
1036,2021-04-01,5091.0,Test Strips
1037,2021-04-02,5091.0,Test Strips
1038,2021-04-03,4631.0,Test Strips
1039,2021-04-04,4631.0,Test Strips
1040,2021-04-05,6268.0,Test Strips
1041,2021-04-06,6268.0,Test Strips
1042,2021-04-07,6268.0,Test Strips
1043,2021-04-08,7216.0,Test Strips
1044,2021-04-09,7216.0,Test Strips
1045,2021-04-10,7216.0,Test Strips
1046,2021-04-11,7216.0,Test Strips
1047,2021-04-12,5819.0,Test Strips
1048,2021-04-13,6362.0,Test Strips
1049,2021-04-14,6362.0,Test Strips
1050,2021-04-15,6362.0,Test Strips
1051,2021-04-16,6362.0,Test Strips
1052,2021-04-17,5330.0,Test Strips
1053,2021-04-18,5330.0,Test Strips
1054,2021-04-19,5285.0,Test Strips
1055,2021-04-20,5285.0,Test Strips
1056,2021-04-21,4844.0,Test Strips
1057,2021-04-22,4844.0,Test Strips
1058,2021-04-23,5832.0,Test Strips
1059,2021-04-24,5530.0,Test Strips
1060,2021-04-25,5530.0,Test Strips
1061,2021-04-26,5530.0,Test Strips
1062,2021-04-27,4168.0,Test Strips
1063,2021-04-28,4168.0,Test Strips
1064,2021-04-29,5202.0,Test Strips
1065,2021-04-30,5202.0,Test Strips
1066,2021-05-01,5732.0,Test Strips
1067,2021-05-02,5732.0,Test Strips
1068,2021-05-03,5732.0,Test Strips
1069,2021-05-04,4157.0,Test Strips
1070,2021-05-05,4015.0,Test Strips
1071,2021-05-06,4850.0,Test Strips
1072,2021-05-07,3533.0,Test Strips
1073,2021-05-08,3740.0,Test Strips
1074,2021-05-09,4362.0,Test Strips
1075,2021-05-10,4362.0,Test Strips
1076,2021-05-11,4362.0,Test Strips
1077,2021-05-12,3923.0,Test Strips
1078,2021-05-13,3923.0,Test Strips
1079,2021-05-14,4067.0,Test Strips
1080,2021-05-15,4067.0,Test Strips
1081,2021-05-16,4067.0,Test Strips
1082,2021-05-17,3955.0,Test Strips
1083,2021-05-18,3955.0,Test Strips
1084,2021-05-19,2753.0,Test Strips
1085,2021-05-20,2502.0,Test Strips
1086,2021-05-21,2502.0,Test Strips
1087,2021-05-22,2564.0,Test Strips
1088,2021-05-23,2821.0,Test Strips
1089,2021-05-24,2821.0,Test Strips
1090,2021-05-25,2430.0,Test Strips
1091,2021-05-26,2430.0,Test Strips
1092,2021-05-27,2299.0,Test Strips
1093,2021-05-28,2110.0,Test Strips
1094,2021-05-29,2567.0,Test Strips
1095,2021-05-30,2500.0,Test Strips
1096,2021-05-31,2662.0,Test Strips
1097,2021-06-01,2718.0,Test Strips
1098,2021-06-02,2819.0,Test Strips
1099,2021-06-03,2819.0,Test Strips
1100,2021-06-04,2157.0,Test Strips
1101,2021-06-05,2157.0,Test Strips
1102,2021-06-06,2157.0,Test Strips
1103,2021-06-07,2212.0,Test Strips
1104,2021-06-08,2202.0,Test Strips
1105,2021-06-09,2142.0,Test Strips
1106,2021-06-10,2142.0,Test Strips
1107,2021-06-11,2142.0,Test Strips
1108,2021-06-12,2142.0,Test Strips
1109,2021-06-13,2543.0,Test Strips
1110,2021-06-14,2543.0,Test Strips
1111,2021-06-15,3298.0,Test Strips
1112,2021-06-16,3235.0,Test Strips
1113,2021-06-17,3235.0,Test Strips
1114,2021-06-18,2929.0,Test Strips
1115,2021-06-19,2929.0,Test Strips
1116,2021-06-20,2874.0,Test Strips
1117,2021-06-21,3414.0,Test Strips
1118,2021-06-22,4072.0,Test Strips
1119,2021-06-23,4072.0,Test Strips
1120,2021-06-24,3934.0,Test Strips
1121,2021-06-25,3934.0,Test Strips
1122,2021-06-26,3360.0,Test Strips
1123,2021-06-27,3360.0,Test Strips
1124,2021-06-28,3360.0,Test Strips
1125,2021-06-29,2944.0,Test Strips
1126,2021-06-30,2332.0,Test Strips
1127,2021-07-01,2663.0,Test Strips
1128,2021-07-02,2663.0,Test Strips
1129,2021-07-03,2476.0,Test Strips
1130,2021-07-04,2902.0,Test Strips
1131,2021-07-05,2902.0,Test Strips
1132,2021-07-06,2838.0,Test Strips
1133,2021-07-07,2442.0,Test Strips
1134,2021-07-08,2442.0,Test Strips
1135,2021-07-09,2740.0,Test Strips
1136,2021-07-10,2652.0,Test Strips
