,date,value,name_B0856393XM
0,2020-08-24,86937.0,Probiotics
1,2020-08-25,135477.0,Probiotics
2,2020-08-26,92931.0,Probiotics
3,2020-08-27,92931.0,Probiotics
4,2020-08-28,17469.0,Probiotics
5,2020-08-29,16496.0,Probiotics
6,2020-08-30,16496.0,Probiotics
7,2020-08-31,16496.0,Probiotics
8,2020-09-01,16496.0,Probiotics
9,2020-09-02,16496.0,Probiotics
10,2020-09-03,16697.0,Probiotics
11,2020-09-04,16697.0,Probiotics
12,2020-09-05,16697.0,Probiotics
13,2020-09-06,16697.0,Probiotics
14,2020-09-07,14267.0,Probiotics
15,2020-09-08,14267.0,Probiotics
16,2020-09-09,15088.0,Probiotics
17,2020-09-10,15088.0,Probiotics
18,2020-09-11,15088.0,Probiotics
19,2020-09-12,12894.0,Probiotics
20,2020-09-13,12894.0,Probiotics
21,2020-09-14,12894.0,Probiotics
22,2020-09-15,12767.0,Probiotics
23,2020-09-16,12767.0,Probiotics
24,2020-09-17,12767.0,Probiotics
25,2020-09-18,12767.0,Probiotics
26,2020-09-19,12767.0,Probiotics
27,2020-09-20,13307.0,Probiotics
28,2020-09-21,13307.0,Probiotics
29,2020-09-22,16770.0,Probiotics
30,2020-09-23,16770.0,Probiotics
31,2020-09-24,16770.0,Probiotics
32,2020-09-25,16770.0,Probiotics
33,2020-09-26,17574.0,Probiotics
34,2020-09-27,17574.0,Probiotics
35,2020-09-28,17574.0,Probiotics
36,2020-09-29,17574.0,Probiotics
37,2020-09-30,17574.0,Probiotics
38,2020-10-01,14618.0,Probiotics
39,2020-10-02,14618.0,Probiotics
40,2020-10-03,14618.0,Probiotics
41,2020-10-04,12772.0,Probiotics
42,2020-10-05,12772.0,Probiotics
43,2020-10-06,14037.0,Probiotics
44,2020-10-07,14037.0,Probiotics
45,2020-10-08,14037.0,Probiotics
46,2020-10-09,14037.0,Probiotics
47,2020-10-10,14037.0,Probiotics
48,2020-10-11,14022.0,Probiotics
49,2020-10-12,14022.0,Probiotics
50,2020-10-13,14022.0,Probiotics
51,2020-10-14,17770.0,Probiotics
52,2020-10-15,17770.0,Probiotics
53,2020-10-16,17770.0,Probiotics
54,2020-10-17,17770.0,Probiotics
55,2020-10-18,17770.0,Probiotics
56,2020-10-19,10832.0,Probiotics
57,2020-10-20,10832.0,Probiotics
58,2020-10-21,14344.0,Probiotics
59,2020-10-22,14344.0,Probiotics
60,2020-10-23,14344.0,Probiotics
61,2020-10-24,12201.0,Probiotics
62,2020-10-25,12201.0,Probiotics
63,2020-10-26,12201.0,Probiotics
64,2020-10-27,17778.0,Probiotics
65,2020-10-28,17778.0,Probiotics
66,2020-10-29,17778.0,Probiotics
67,2020-10-30,12376.0,Probiotics
68,2020-10-31,12376.0,Probiotics
69,2020-11-01,12376.0,Probiotics
70,2020-11-02,12368.0,Probiotics
71,2020-11-03,12368.0,Probiotics
72,2020-11-04,12832.0,Probiotics
73,2020-11-05,12832.0,Probiotics
74,2020-11-06,12832.0,Probiotics
75,2020-11-07,14523.0,Probiotics
76,2020-11-08,14523.0,Probiotics
77,2020-11-09,14523.0,Probiotics
78,2020-11-10,14523.0,Probiotics
79,2020-11-11,14547.0,Probiotics
80,2020-11-12,14547.0,Probiotics
81,2020-11-13,14547.0,Probiotics
82,2020-11-14,14547.0,Probiotics
83,2020-11-15,14519.0,Probiotics
84,2020-11-16,14519.0,Probiotics
85,2020-11-17,14519.0,Probiotics
86,2020-11-18,15928.0,Probiotics
87,2020-11-19,15928.0,Probiotics
88,2020-11-20,15928.0,Probiotics
89,2020-11-21,14104.0,Probiotics
90,2020-11-22,14104.0,Probiotics
91,2020-11-23,14104.0,Probiotics
92,2020-11-24,17043.0,Probiotics
93,2020-11-25,17043.0,Probiotics
94,2020-11-26,17043.0,Probiotics
95,2020-11-27,17043.0,Probiotics
96,2020-11-28,17043.0,Probiotics
97,2020-11-29,17043.0,Probiotics
98,2020-11-30,16577.0,Probiotics
99,2020-12-01,16577.0,Probiotics
100,2020-12-02,16577.0,Probiotics
101,2020-12-03,14690.0,Probiotics
102,2020-12-04,14690.0,Probiotics
103,2020-12-05,14690.0,Probiotics
104,2020-12-06,16056.0,Probiotics
105,2020-12-07,16056.0,Probiotics
106,2020-12-08,16056.0,Probiotics
107,2020-12-09,20990.0,Probiotics
108,2020-12-10,20990.0,Probiotics
109,2020-12-11,16563.0,Probiotics
110,2020-12-12,16563.0,Probiotics
111,2020-12-13,17384.0,Probiotics
112,2020-12-14,17384.0,Probiotics
113,2020-12-15,17384.0,Probiotics
114,2020-12-16,17384.0,Probiotics
115,2020-12-17,17384.0,Probiotics
116,2020-12-18,17384.0,Probiotics
117,2020-12-19,18812.0,Probiotics
118,2020-12-20,18946.0,Probiotics
119,2020-12-21,18946.0,Probiotics
120,2020-12-22,18946.0,Probiotics
121,2020-12-23,14790.0,Probiotics
122,2020-12-24,14790.0,Probiotics
123,2020-12-25,14790.0,Probiotics
124,2020-12-26,14790.0,Probiotics
125,2020-12-27,12216.0,Probiotics
126,2020-12-28,12216.0,Probiotics
127,2020-12-29,12216.0,Probiotics
128,2020-12-30,14472.0,Probiotics
129,2020-12-31,14472.0,Probiotics
130,2021-01-01,14472.0,Probiotics
131,2021-01-02,13739.0,Probiotics
132,2021-01-03,12751.0,Probiotics
133,2021-01-04,12751.0,Probiotics
134,2021-01-05,12751.0,Probiotics
135,2021-01-06,12751.0,Probiotics
136,2021-01-07,11051.0,Probiotics
137,2021-01-08,11051.0,Probiotics
138,2021-01-09,11051.0,Probiotics
139,2021-01-10,11051.0,Probiotics
140,2021-01-11,11051.0,Probiotics
141,2021-01-12,11051.0,Probiotics
142,2021-01-13,11702.0,Probiotics
143,2021-01-14,11702.0,Probiotics
144,2021-01-15,11702.0,Probiotics
145,2021-01-16,10958.0,Probiotics
146,2021-01-17,10958.0,Probiotics
147,2021-01-18,10958.0,Probiotics
148,2021-01-19,10958.0,Probiotics
149,2021-01-20,12747.0,Probiotics
150,2021-01-21,12747.0,Probiotics
151,2021-01-22,12566.0,Probiotics
152,2021-01-23,12566.0,Probiotics
153,2021-01-24,12566.0,Probiotics
154,2021-01-25,12799.0,Probiotics
155,2021-01-26,11985.0,Probiotics
156,2021-01-27,11985.0,Probiotics
157,2021-01-28,16473.0,Probiotics
158,2021-01-29,13309.0,Probiotics
159,2021-01-30,13309.0,Probiotics
160,2021-01-31,13309.0,Probiotics
161,2021-02-01,13309.0,Probiotics
162,2021-02-02,10318.0,Probiotics
163,2021-02-03,10318.0,Probiotics
164,2021-02-04,10318.0,Probiotics
165,2021-02-05,10318.0,Probiotics
166,2021-02-06,10318.0,Probiotics
167,2021-02-07,10318.0,Probiotics
168,2021-02-08,13982.0,Probiotics
169,2021-02-09,13982.0,Probiotics
170,2021-02-10,13982.0,Probiotics
171,2021-02-11,13982.0,Probiotics
172,2021-02-12,11412.0,Probiotics
173,2021-02-13,11412.0,Probiotics
174,2021-02-14,11412.0,Probiotics
175,2021-02-15,11412.0,Probiotics
176,2021-02-16,11376.0,Probiotics
177,2021-02-17,11376.0,Probiotics
178,2021-02-18,11376.0,Probiotics
179,2021-02-19,10393.0,Probiotics
180,2021-02-20,10788.0,Probiotics
181,2021-02-21,10788.0,Probiotics
182,2021-02-22,10788.0,Probiotics
183,2021-02-23,12988.0,Probiotics
184,2021-02-24,12988.0,Probiotics
185,2021-02-25,12988.0,Probiotics
186,2021-02-26,12988.0,Probiotics
187,2021-02-27,12988.0,Probiotics
188,2021-02-28,12988.0,Probiotics
189,2021-03-01,13379.0,Probiotics
190,2021-03-02,13379.0,Probiotics
191,2021-03-03,13379.0,Probiotics
192,2021-03-04,13379.0,Probiotics
193,2021-03-05,11965.0,Probiotics
194,2021-03-06,11965.0,Probiotics
195,2021-03-07,11965.0,Probiotics
196,2021-03-08,13460.0,Probiotics
197,2021-03-09,13460.0,Probiotics
198,2021-03-10,13460.0,Probiotics
199,2021-03-11,12301.0,Probiotics
200,2021-03-12,12301.0,Probiotics
201,2021-03-13,12301.0,Probiotics
202,2021-03-14,12301.0,Probiotics
203,2021-03-15,11387.0,Probiotics
204,2021-03-16,14220.0,Probiotics
205,2021-03-17,14220.0,Probiotics
206,2021-03-18,14220.0,Probiotics
207,2021-03-19,12123.0,Probiotics
208,2021-03-20,12123.0,Probiotics
209,2021-03-21,12123.0,Probiotics
210,2021-03-22,12123.0,Probiotics
211,2021-03-23,12775.0,Probiotics
212,2021-03-24,12775.0,Probiotics
213,2021-03-25,9187.0,Probiotics
214,2021-03-26,11365.0,Probiotics
215,2021-03-27,11365.0,Probiotics
216,2021-03-28,11365.0,Probiotics
217,2021-03-29,10015.0,Probiotics
218,2021-03-30,10015.0,Probiotics
219,2021-03-31,10015.0,Probiotics
220,2021-04-01,10015.0,Probiotics
221,2021-04-02,10512.0,Probiotics
222,2021-04-03,10512.0,Probiotics
223,2021-04-04,10512.0,Probiotics
224,2021-04-05,10157.0,Probiotics
225,2021-04-06,10157.0,Probiotics
