,date,value,name_B07WRY5MY5
50,2019-10-12,10898.0,Tablecloths
51,2019-10-13,13994.0,Tablecloths
52,2019-10-14,12430.0,Tablecloths
53,2019-10-15,9037.0,Tablecloths
54,2019-10-16,8139.0,Tablecloths
55,2019-10-17,7324.0,Tablecloths
56,2019-10-18,9498.0,Tablecloths
57,2019-10-19,8969.0,Tablecloths
58,2019-10-20,12642.0,Tablecloths
59,2019-10-21,15753.0,Tablecloths
60,2019-10-22,13096.0,Tablecloths
61,2019-10-23,10301.0,Tablecloths
62,2019-10-24,10067.0,Tablecloths
63,2019-10-25,10108.0,Tablecloths
64,2019-10-26,10557.0,Tablecloths
65,2019-10-27,10557.0,Tablecloths
66,2019-10-28,10557.0,Tablecloths
67,2019-10-29,63176.0,Tablecloths
68,2019-10-30,63176.0,Tablecloths
69,2019-10-31,48684.0,Tablecloths
70,2019-11-01,17536.0,Tablecloths
71,2019-11-02,20641.0,Tablecloths
72,2019-11-03,20467.0,Tablecloths
73,2019-11-04,25101.0,Tablecloths
74,2019-11-05,14263.0,Tablecloths
75,2019-11-06,11487.0,Tablecloths
76,2019-11-07,9410.0,Tablecloths
77,2019-11-08,9410.0,Tablecloths
78,2019-11-09,9410.0,Tablecloths
79,2019-11-10,9410.0,Tablecloths
80,2019-11-11,9410.0,Tablecloths
81,2019-11-12,9410.0,Tablecloths
82,2019-11-13,9683.0,Tablecloths
83,2019-11-14,10257.0,Tablecloths
84,2019-11-15,10257.0,Tablecloths
85,2019-11-16,10257.0,Tablecloths
86,2019-11-17,10257.0,Tablecloths
87,2019-11-18,19278.0,Tablecloths
88,2019-11-19,19278.0,Tablecloths
89,2019-11-20,11350.0,Tablecloths
90,2019-11-21,10988.0,Tablecloths
91,2019-11-22,10132.0,Tablecloths
92,2019-11-23,10132.0,Tablecloths
93,2019-11-24,10132.0,Tablecloths
94,2019-11-25,18414.0,Tablecloths
95,2019-11-26,11301.0,Tablecloths
96,2019-11-27,11301.0,Tablecloths
97,2019-11-28,15503.0,Tablecloths
98,2019-11-29,21834.0,Tablecloths
99,2019-11-30,21834.0,Tablecloths
100,2019-12-01,21834.0,Tablecloths
101,2019-12-02,22699.0,Tablecloths
102,2019-12-03,22699.0,Tablecloths
103,2019-12-04,17975.0,Tablecloths
104,2019-12-05,17975.0,Tablecloths
105,2019-12-06,21984.0,Tablecloths
106,2019-12-07,21984.0,Tablecloths
107,2019-12-08,21984.0,Tablecloths
108,2019-12-09,31991.0,Tablecloths
109,2019-12-10,31425.0,Tablecloths
110,2019-12-11,31425.0,Tablecloths
111,2019-12-12,31425.0,Tablecloths
112,2019-12-13,20451.0,Tablecloths
113,2019-12-14,20451.0,Tablecloths
114,2019-12-15,20451.0,Tablecloths
115,2019-12-16,20451.0,Tablecloths
116,2019-12-17,45684.0,Tablecloths
117,2019-12-18,45684.0,Tablecloths
118,2019-12-19,45684.0,Tablecloths
119,2019-12-20,45684.0,Tablecloths
120,2019-12-21,45684.0,Tablecloths
121,2019-12-22,45684.0,Tablecloths
122,2019-12-23,45684.0,Tablecloths
123,2019-12-24,37876.0,Tablecloths
124,2019-12-25,34419.0,Tablecloths
125,2019-12-26,34419.0,Tablecloths
126,2019-12-27,34419.0,Tablecloths
127,2019-12-28,34419.0,Tablecloths
128,2019-12-29,27871.0,Tablecloths
129,2019-12-30,27871.0,Tablecloths
130,2019-12-31,27871.0,Tablecloths
131,2020-01-01,27871.0,Tablecloths
132,2020-01-02,32538.0,Tablecloths
133,2020-01-03,32538.0,Tablecloths
134,2020-01-04,37265.0,Tablecloths
135,2020-01-05,37265.0,Tablecloths
136,2020-01-06,37265.0,Tablecloths
137,2020-01-07,37265.0,Tablecloths
138,2020-01-08,18945.0,Tablecloths
139,2020-01-09,18945.0,Tablecloths
140,2020-01-10,18945.0,Tablecloths
141,2020-01-11,18945.0,Tablecloths
142,2020-01-12,18945.0,Tablecloths
143,2020-01-13,-1.0,Tablecloths
144,2020-01-14,-1.0,Tablecloths
145,2020-01-15,-1.0,Tablecloths
146,2020-01-16,-1.0,Tablecloths
147,2020-01-17,-1.0,Tablecloths
148,2020-01-18,-1.0,Tablecloths
149,2020-01-19,-1.0,Tablecloths
150,2020-01-20,-1.0,Tablecloths
151,2020-01-21,-1.0,Tablecloths
152,2020-01-22,-1.0,Tablecloths
153,2020-01-23,8614.0,Tablecloths
154,2020-01-24,8614.0,Tablecloths
155,2020-01-25,10978.0,Tablecloths
156,2020-01-26,10978.0,Tablecloths
157,2020-01-27,10978.0,Tablecloths
158,2020-01-28,9381.0,Tablecloths
159,2020-01-29,9381.0,Tablecloths
160,2020-01-30,9381.0,Tablecloths
161,2020-01-31,9381.0,Tablecloths
162,2020-02-01,13248.0,Tablecloths
163,2020-02-02,16001.0,Tablecloths
164,2020-02-03,16001.0,Tablecloths
165,2020-02-04,16001.0,Tablecloths
166,2020-02-05,17153.0,Tablecloths
167,2020-02-06,17153.0,Tablecloths
168,2020-02-07,21547.0,Tablecloths
169,2020-02-08,21547.0,Tablecloths
170,2020-02-09,21547.0,Tablecloths
171,2020-02-10,21547.0,Tablecloths
172,2020-02-11,21547.0,Tablecloths
173,2020-02-12,21547.0,Tablecloths
174,2020-02-13,21547.0,Tablecloths
175,2020-02-14,21547.0,Tablecloths
176,2020-02-15,11332.0,Tablecloths
177,2020-02-16,11332.0,Tablecloths
178,2020-02-17,11332.0,Tablecloths
179,2020-02-18,11332.0,Tablecloths
180,2020-02-19,9726.0,Tablecloths
181,2020-02-20,9726.0,Tablecloths
182,2020-02-21,9726.0,Tablecloths
183,2020-02-22,3372.0,Tablecloths
184,2020-02-23,3372.0,Tablecloths
185,2020-02-24,3372.0,Tablecloths
186,2020-02-25,3372.0,Tablecloths
187,2020-02-26,10757.0,Tablecloths
188,2020-02-27,10757.0,Tablecloths
189,2020-02-28,10757.0,Tablecloths
190,2020-02-29,10757.0,Tablecloths
191,2020-03-01,15659.0,Tablecloths
192,2020-03-02,16553.0,Tablecloths
193,2020-03-03,13131.0,Tablecloths
194,2020-03-04,11113.0,Tablecloths
195,2020-03-05,11113.0,Tablecloths
196,2020-03-06,11113.0,Tablecloths
197,2020-03-07,11113.0,Tablecloths
198,2020-03-08,11113.0,Tablecloths
199,2020-03-09,11113.0,Tablecloths
200,2020-03-10,11113.0,Tablecloths
201,2020-03-11,-1.0,Tablecloths
202,2020-03-12,-1.0,Tablecloths
203,2020-03-13,-1.0,Tablecloths
204,2020-03-14,-1.0,Tablecloths
205,2020-03-15,-1.0,Tablecloths
206,2020-03-16,-1.0,Tablecloths
207,2020-03-17,-1.0,Tablecloths
208,2020-03-18,-1.0,Tablecloths
209,2020-03-19,-1.0,Tablecloths
210,2020-03-20,-1.0,Tablecloths
211,2020-03-21,-1.0,Tablecloths
212,2020-03-22,-1.0,Tablecloths
213,2020-03-23,-1.0,Tablecloths
214,2020-03-24,-1.0,Tablecloths
215,2020-03-25,-1.0,Tablecloths
216,2020-03-26,-1.0,Tablecloths
217,2020-03-27,-1.0,Tablecloths
218,2020-03-28,-1.0,Tablecloths
219,2020-03-29,-1.0,Tablecloths
220,2020-03-30,-1.0,Tablecloths
221,2020-03-31,-1.0,Tablecloths
222,2020-04-01,-1.0,Tablecloths
223,2020-04-02,-1.0,Tablecloths
224,2020-04-03,-1.0,Tablecloths
225,2020-04-04,-1.0,Tablecloths
226,2020-04-05,-1.0,Tablecloths
227,2020-04-06,-1.0,Tablecloths
228,2020-04-07,-1.0,Tablecloths
229,2020-04-08,-1.0,Tablecloths
230,2020-04-09,-1.0,Tablecloths
231,2020-04-10,-1.0,Tablecloths
232,2020-04-11,-1.0,Tablecloths
233,2020-04-12,-1.0,Tablecloths
234,2020-04-13,-1.0,Tablecloths
235,2020-04-14,-1.0,Tablecloths
236,2020-04-15,-1.0,Tablecloths
237,2020-04-16,-1.0,Tablecloths
238,2020-04-17,-1.0,Tablecloths
239,2020-04-18,-1.0,Tablecloths
240,2020-04-19,-1.0,Tablecloths
241,2020-04-20,-1.0,Tablecloths
242,2020-04-21,-1.0,Tablecloths
243,2020-04-22,-1.0,Tablecloths
244,2020-04-23,-1.0,Tablecloths
245,2020-04-24,-1.0,Tablecloths
246,2020-04-25,-1.0,Tablecloths
247,2020-04-26,-1.0,Tablecloths
248,2020-04-27,-1.0,Tablecloths
249,2020-04-28,-1.0,Tablecloths
250,2020-04-29,-1.0,Tablecloths
251,2020-04-30,-1.0,Tablecloths
252,2020-05-01,-1.0,Tablecloths
253,2020-05-02,-1.0,Tablecloths
254,2020-05-03,-1.0,Tablecloths
255,2020-05-04,-1.0,Tablecloths
256,2020-05-05,-1.0,Tablecloths
257,2020-05-06,-1.0,Tablecloths
258,2020-05-07,-1.0,Tablecloths
259,2020-05-08,-1.0,Tablecloths
260,2020-05-09,-1.0,Tablecloths
261,2020-05-10,-1.0,Tablecloths
262,2020-05-11,-1.0,Tablecloths
263,2020-05-12,-1.0,Tablecloths
264,2020-05-13,-1.0,Tablecloths
265,2020-05-14,-1.0,Tablecloths
266,2020-05-15,-1.0,Tablecloths
267,2020-05-16,-1.0,Tablecloths
268,2020-05-17,-1.0,Tablecloths
269,2020-05-18,-1.0,Tablecloths
270,2020-05-19,-1.0,Tablecloths
271,2020-05-20,-1.0,Tablecloths
272,2020-05-21,-1.0,Tablecloths
273,2020-05-22,-1.0,Tablecloths
274,2020-05-23,-1.0,Tablecloths
275,2020-05-24,-1.0,Tablecloths
276,2020-05-25,-1.0,Tablecloths
277,2020-05-26,-1.0,Tablecloths
278,2020-05-27,-1.0,Tablecloths
279,2020-05-28,-1.0,Tablecloths
280,2020-05-29,-1.0,Tablecloths
281,2020-05-30,-1.0,Tablecloths
282,2020-05-31,-1.0,Tablecloths
283,2020-06-01,-1.0,Tablecloths
284,2020-06-02,-1.0,Tablecloths
285,2020-06-03,-1.0,Tablecloths
286,2020-06-04,-1.0,Tablecloths
287,2020-06-05,-1.0,Tablecloths
288,2020-06-06,-1.0,Tablecloths
289,2020-06-07,-1.0,Tablecloths
290,2020-06-08,-1.0,Tablecloths
291,2020-06-09,-1.0,Tablecloths
292,2020-06-10,-1.0,Tablecloths
293,2020-06-11,-1.0,Tablecloths
294,2020-06-12,-1.0,Tablecloths
295,2020-06-13,-1.0,Tablecloths
296,2020-06-14,-1.0,Tablecloths
297,2020-06-15,-1.0,Tablecloths
298,2020-06-16,-1.0,Tablecloths
299,2020-06-17,-1.0,Tablecloths
300,2020-06-18,-1.0,Tablecloths
301,2020-06-19,-1.0,Tablecloths
302,2020-06-20,-1.0,Tablecloths
303,2020-06-21,-1.0,Tablecloths
304,2020-06-22,-1.0,Tablecloths
305,2020-06-23,-1.0,Tablecloths
306,2020-06-24,-1.0,Tablecloths
307,2020-06-25,-1.0,Tablecloths
308,2020-06-26,-1.0,Tablecloths
309,2020-06-27,-1.0,Tablecloths
310,2020-06-28,-1.0,Tablecloths
311,2020-06-29,-1.0,Tablecloths
312,2020-06-30,-1.0,Tablecloths
313,2020-07-01,-1.0,Tablecloths
314,2020-07-02,-1.0,Tablecloths
315,2020-07-03,-1.0,Tablecloths
316,2020-07-04,-1.0,Tablecloths
317,2020-07-05,-1.0,Tablecloths
318,2020-07-06,-1.0,Tablecloths
319,2020-07-07,-1.0,Tablecloths
320,2020-07-08,-1.0,Tablecloths
321,2020-07-09,-1.0,Tablecloths
322,2020-07-10,-1.0,Tablecloths
323,2020-07-11,-1.0,Tablecloths
324,2020-07-12,-1.0,Tablecloths
325,2020-07-13,-1.0,Tablecloths
326,2020-07-14,-1.0,Tablecloths
327,2020-07-15,-1.0,Tablecloths
328,2020-07-16,-1.0,Tablecloths
329,2020-07-17,-1.0,Tablecloths
330,2020-07-18,-1.0,Tablecloths
331,2020-07-19,-1.0,Tablecloths
332,2020-07-20,-1.0,Tablecloths
333,2020-07-21,-1.0,Tablecloths
334,2020-07-22,-1.0,Tablecloths
335,2020-07-23,-1.0,Tablecloths
336,2020-07-24,-1.0,Tablecloths
337,2020-07-25,-1.0,Tablecloths
338,2020-07-26,-1.0,Tablecloths
339,2020-07-27,-1.0,Tablecloths
340,2020-07-28,-1.0,Tablecloths
341,2020-07-29,-1.0,Tablecloths
342,2020-07-30,-1.0,Tablecloths
343,2020-07-31,11943.0,Tablecloths
344,2020-08-01,11943.0,Tablecloths
345,2020-08-02,11943.0,Tablecloths
346,2020-08-03,9498.0,Tablecloths
347,2020-08-04,9498.0,Tablecloths
348,2020-08-05,8307.0,Tablecloths
349,2020-08-06,8307.0,Tablecloths
350,2020-08-07,8307.0,Tablecloths
351,2020-08-08,9321.0,Tablecloths
352,2020-08-09,9321.0,Tablecloths
353,2020-08-10,9321.0,Tablecloths
354,2020-08-11,9191.0,Tablecloths
355,2020-08-12,9191.0,Tablecloths
356,2020-08-13,5254.0,Tablecloths
357,2020-08-14,5254.0,Tablecloths
358,2020-08-15,5254.0,Tablecloths
359,2020-08-16,5555.0,Tablecloths
360,2020-08-17,5555.0,Tablecloths
361,2020-08-18,7248.0,Tablecloths
362,2020-08-19,7248.0,Tablecloths
363,2020-08-20,7248.0,Tablecloths
364,2020-08-21,4943.0,Tablecloths
365,2020-08-22,4943.0,Tablecloths
366,2020-08-23,4943.0,Tablecloths
367,2020-08-24,5090.0,Tablecloths
368,2020-08-25,5090.0,Tablecloths
369,2020-08-26,5090.0,Tablecloths
370,2020-08-27,4387.0,Tablecloths
371,2020-08-28,4387.0,Tablecloths
372,2020-08-29,4387.0,Tablecloths
373,2020-08-30,4365.0,Tablecloths
374,2020-08-31,4365.0,Tablecloths
375,2020-09-01,4365.0,Tablecloths
376,2020-09-02,3894.0,Tablecloths
377,2020-09-03,3894.0,Tablecloths
378,2020-09-04,3894.0,Tablecloths
379,2020-09-05,4502.0,Tablecloths
380,2020-09-06,4502.0,Tablecloths
381,2020-09-07,5066.0,Tablecloths
382,2020-09-08,5066.0,Tablecloths
383,2020-09-09,4729.0,Tablecloths
384,2020-09-10,4729.0,Tablecloths
385,2020-09-11,4729.0,Tablecloths
386,2020-09-12,4282.0,Tablecloths
387,2020-09-13,4282.0,Tablecloths
388,2020-09-14,5088.0,Tablecloths
389,2020-09-15,4569.0,Tablecloths
390,2020-09-16,4688.0,Tablecloths
391,2020-09-17,4011.0,Tablecloths
392,2020-09-18,3527.0,Tablecloths
393,2020-09-19,3527.0,Tablecloths
394,2020-09-20,3527.0,Tablecloths
395,2020-09-21,4974.0,Tablecloths
396,2020-09-22,4974.0,Tablecloths
397,2020-09-23,2830.0,Tablecloths
398,2020-09-24,2830.0,Tablecloths
399,2020-09-25,4260.0,Tablecloths
400,2020-09-26,4260.0,Tablecloths
401,2020-09-27,4118.0,Tablecloths
402,2020-09-28,4804.0,Tablecloths
403,2020-09-29,4804.0,Tablecloths
404,2020-09-30,4804.0,Tablecloths
405,2020-10-01,4804.0,Tablecloths
406,2020-10-02,4540.0,Tablecloths
407,2020-10-03,4540.0,Tablecloths
408,2020-10-04,4540.0,Tablecloths
409,2020-10-05,4540.0,Tablecloths
410,2020-10-06,9586.0,Tablecloths
411,2020-10-07,9586.0,Tablecloths
412,2020-10-08,9586.0,Tablecloths
413,2020-10-09,19801.0,Tablecloths
414,2020-10-10,7843.0,Tablecloths
415,2020-10-11,7843.0,Tablecloths
416,2020-10-12,7843.0,Tablecloths
417,2020-10-13,4203.0,Tablecloths
418,2020-10-14,4203.0,Tablecloths
419,2020-10-15,4454.0,Tablecloths
420,2020-10-16,4454.0,Tablecloths
421,2020-10-17,4454.0,Tablecloths
422,2020-10-18,4454.0,Tablecloths
423,2020-10-19,6943.0,Tablecloths
424,2020-10-20,6943.0,Tablecloths
425,2020-10-21,5642.0,Tablecloths
426,2020-10-22,7523.0,Tablecloths
427,2020-10-23,7523.0,Tablecloths
428,2020-10-24,7523.0,Tablecloths
429,2020-10-25,3154.0,Tablecloths
430,2020-10-26,3154.0,Tablecloths
431,2020-10-27,3154.0,Tablecloths
432,2020-10-28,2693.0,Tablecloths
433,2020-10-29,2693.0,Tablecloths
434,2020-10-30,2517.0,Tablecloths
435,2020-10-31,2517.0,Tablecloths
436,2020-11-01,2517.0,Tablecloths
437,2020-11-02,3644.0,Tablecloths
438,2020-11-03,2334.0,Tablecloths
439,2020-11-04,2465.0,Tablecloths
440,2020-11-05,2465.0,Tablecloths
441,2020-11-06,2493.0,Tablecloths
442,2020-11-07,2493.0,Tablecloths
443,2020-11-08,2493.0,Tablecloths
444,2020-11-09,4292.0,Tablecloths
445,2020-11-10,4292.0,Tablecloths
446,2020-11-11,3100.0,Tablecloths
447,2020-11-12,3924.0,Tablecloths
448,2020-11-13,3924.0,Tablecloths
449,2020-11-14,3924.0,Tablecloths
450,2020-11-15,6648.0,Tablecloths
451,2020-11-16,7725.0,Tablecloths
452,2020-11-17,7725.0,Tablecloths
453,2020-11-18,7725.0,Tablecloths
454,2020-11-19,5469.0,Tablecloths
455,2020-11-20,5469.0,Tablecloths
456,2020-11-21,5469.0,Tablecloths
457,2020-11-22,7924.0,Tablecloths
458,2020-11-23,7918.0,Tablecloths
459,2020-11-24,7918.0,Tablecloths
460,2020-11-25,7918.0,Tablecloths
461,2020-11-26,7918.0,Tablecloths
462,2020-11-27,9848.0,Tablecloths
463,2020-11-28,9848.0,Tablecloths
464,2020-11-29,9848.0,Tablecloths
465,2020-11-30,9848.0,Tablecloths
466,2020-12-01,9848.0,Tablecloths
467,2020-12-02,9848.0,Tablecloths
468,2020-12-03,9848.0,Tablecloths
469,2020-12-04,9848.0,Tablecloths
470,2020-12-05,9848.0,Tablecloths
471,2020-12-06,13071.0,Tablecloths
472,2020-12-07,12053.0,Tablecloths
473,2020-12-08,12053.0,Tablecloths
474,2020-12-09,12053.0,Tablecloths
475,2020-12-10,10967.0,Tablecloths
476,2020-12-11,10967.0,Tablecloths
477,2020-12-12,10967.0,Tablecloths
478,2020-12-13,10967.0,Tablecloths
479,2020-12-14,17521.0,Tablecloths
480,2020-12-15,17521.0,Tablecloths
481,2020-12-16,13723.0,Tablecloths
482,2020-12-17,13723.0,Tablecloths
483,2020-12-18,13723.0,Tablecloths
484,2020-12-19,20022.0,Tablecloths
485,2020-12-20,20022.0,Tablecloths
486,2020-12-21,20022.0,Tablecloths
487,2020-12-22,20022.0,Tablecloths
488,2020-12-23,20022.0,Tablecloths
489,2020-12-24,18355.0,Tablecloths
490,2020-12-25,18311.0,Tablecloths
491,2020-12-26,20955.0,Tablecloths
492,2020-12-27,20955.0,Tablecloths
493,2020-12-28,20955.0,Tablecloths
494,2020-12-29,8914.0,Tablecloths
495,2020-12-30,8914.0,Tablecloths
496,2020-12-31,8914.0,Tablecloths
497,2021-01-01,8914.0,Tablecloths
498,2021-01-02,8914.0,Tablecloths
499,2021-01-03,8914.0,Tablecloths
500,2021-01-04,10130.0,Tablecloths
501,2021-01-05,10130.0,Tablecloths
502,2021-01-06,10130.0,Tablecloths
503,2021-01-07,10130.0,Tablecloths
504,2021-01-08,7545.0,Tablecloths
505,2021-01-09,8520.0,Tablecloths
506,2021-01-10,8520.0,Tablecloths
507,2021-01-11,8520.0,Tablecloths
508,2021-01-12,8520.0,Tablecloths
509,2021-01-13,6949.0,Tablecloths
510,2021-01-14,6949.0,Tablecloths
511,2021-01-15,6949.0,Tablecloths
512,2021-01-16,7597.0,Tablecloths
513,2021-01-17,7597.0,Tablecloths
514,2021-01-18,7376.0,Tablecloths
515,2021-01-19,7376.0,Tablecloths
516,2021-01-20,7376.0,Tablecloths
517,2021-01-21,5878.0,Tablecloths
518,2021-01-22,5878.0,Tablecloths
519,2021-01-23,5878.0,Tablecloths
520,2021-01-24,5878.0,Tablecloths
521,2021-01-25,5878.0,Tablecloths
522,2021-01-26,4892.0,Tablecloths
523,2021-01-27,4759.0,Tablecloths
524,2021-01-28,4759.0,Tablecloths
525,2021-01-29,4759.0,Tablecloths
526,2021-01-30,4759.0,Tablecloths
527,2021-01-31,6155.0,Tablecloths
528,2021-02-01,7706.0,Tablecloths
529,2021-02-02,7706.0,Tablecloths
530,2021-02-03,7706.0,Tablecloths
531,2021-02-04,4955.0,Tablecloths
532,2021-02-05,4202.0,Tablecloths
533,2021-02-06,4202.0,Tablecloths
534,2021-02-07,4202.0,Tablecloths
535,2021-02-08,7843.0,Tablecloths
536,2021-02-09,7843.0,Tablecloths
537,2021-02-10,7843.0,Tablecloths
538,2021-02-11,7843.0,Tablecloths
539,2021-02-12,7843.0,Tablecloths
540,2021-02-13,7843.0,Tablecloths
541,2021-02-14,7843.0,Tablecloths
542,2021-02-15,7843.0,Tablecloths
543,2021-02-16,7843.0,Tablecloths
544,2021-02-17,4634.0,Tablecloths
545,2021-02-18,4634.0,Tablecloths
546,2021-02-19,4634.0,Tablecloths
547,2021-02-20,5933.0,Tablecloths
548,2021-02-21,5933.0,Tablecloths
549,2021-02-22,5933.0,Tablecloths
550,2021-02-23,5276.0,Tablecloths
551,2021-02-24,4498.0,Tablecloths
552,2021-02-25,4498.0,Tablecloths
553,2021-02-26,4498.0,Tablecloths
554,2021-02-27,3271.0,Tablecloths
555,2021-02-28,3271.0,Tablecloths
556,2021-03-01,5973.0,Tablecloths
557,2021-03-02,5973.0,Tablecloths
558,2021-03-03,3188.0,Tablecloths
559,2021-03-04,4532.0,Tablecloths
560,2021-03-05,4532.0,Tablecloths
561,2021-03-06,4532.0,Tablecloths
562,2021-03-07,4532.0,Tablecloths
563,2021-03-08,8003.0,Tablecloths
564,2021-03-09,8003.0,Tablecloths
565,2021-03-10,8003.0,Tablecloths
566,2021-03-11,5124.0,Tablecloths
567,2021-03-12,5124.0,Tablecloths
568,2021-03-13,5124.0,Tablecloths
569,2021-03-14,5373.0,Tablecloths
570,2021-03-15,5320.0,Tablecloths
571,2021-03-16,5979.0,Tablecloths
572,2021-03-17,5979.0,Tablecloths
573,2021-03-18,4803.0,Tablecloths
574,2021-03-19,4803.0,Tablecloths
575,2021-03-20,4803.0,Tablecloths
576,2021-03-21,4803.0,Tablecloths
577,2021-03-22,5743.0,Tablecloths
578,2021-03-23,5743.0,Tablecloths
579,2021-03-24,5743.0,Tablecloths
580,2021-03-25,3885.0,Tablecloths
581,2021-03-26,5673.0,Tablecloths
582,2021-03-27,5673.0,Tablecloths
583,2021-03-28,5673.0,Tablecloths
584,2021-03-29,8885.0,Tablecloths
585,2021-03-30,8885.0,Tablecloths
586,2021-03-31,8885.0,Tablecloths
587,2021-04-01,8885.0,Tablecloths
588,2021-04-02,8885.0,Tablecloths
589,2021-04-03,8160.0,Tablecloths
590,2021-04-04,8160.0,Tablecloths
591,2021-04-05,8160.0,Tablecloths
592,2021-04-06,8160.0,Tablecloths
593,2021-04-07,8160.0,Tablecloths
594,2021-04-08,7450.0,Tablecloths
595,2021-04-09,7450.0,Tablecloths
596,2021-04-10,7450.0,Tablecloths
597,2021-04-11,7450.0,Tablecloths
598,2021-04-12,8930.0,Tablecloths
599,2021-04-13,8930.0,Tablecloths
600,2021-04-14,8930.0,Tablecloths
601,2021-04-15,7308.0,Tablecloths
602,2021-04-16,7308.0,Tablecloths
603,2021-04-17,8844.0,Tablecloths
604,2021-04-18,8844.0,Tablecloths
605,2021-04-19,8844.0,Tablecloths
606,2021-04-20,8844.0,Tablecloths
607,2021-04-21,12034.0,Tablecloths
608,2021-04-22,12034.0,Tablecloths
609,2021-04-23,12034.0,Tablecloths
610,2021-04-24,12034.0,Tablecloths
611,2021-04-25,12034.0,Tablecloths
612,2021-04-26,12034.0,Tablecloths
613,2021-04-27,12440.0,Tablecloths
614,2021-04-28,12440.0,Tablecloths
615,2021-04-29,12039.0,Tablecloths
616,2021-04-30,12039.0,Tablecloths
617,2021-05-01,12039.0,Tablecloths
618,2021-05-02,12039.0,Tablecloths
619,2021-05-03,6566.0,Tablecloths
620,2021-05-04,5031.0,Tablecloths
621,2021-05-05,5031.0,Tablecloths
622,2021-05-06,5031.0,Tablecloths
623,2021-05-07,3861.0,Tablecloths
624,2021-05-08,3861.0,Tablecloths
625,2021-05-09,3861.0,Tablecloths
626,2021-05-10,5378.0,Tablecloths
627,2021-05-11,5378.0,Tablecloths
628,2021-05-12,5378.0,Tablecloths
629,2021-05-13,2965.0,Tablecloths
630,2021-05-14,2965.0,Tablecloths
631,2021-05-15,2965.0,Tablecloths
632,2021-05-16,2965.0,Tablecloths
633,2021-05-17,3172.0,Tablecloths
634,2021-05-18,3172.0,Tablecloths
635,2021-05-19,2363.0,Tablecloths
636,2021-05-20,2600.0,Tablecloths
637,2021-05-21,2600.0,Tablecloths
638,2021-05-22,2600.0,Tablecloths
639,2021-05-23,3542.0,Tablecloths
640,2021-05-24,3542.0,Tablecloths
641,2021-05-25,2163.0,Tablecloths
642,2021-05-26,2257.0,Tablecloths
643,2021-05-27,2257.0,Tablecloths
644,2021-05-28,1960.0,Tablecloths
645,2021-05-29,1960.0,Tablecloths
646,2021-05-30,1960.0,Tablecloths
647,2021-05-31,2556.0,Tablecloths
648,2021-06-01,2274.0,Tablecloths
649,2021-06-02,2274.0,Tablecloths
650,2021-06-03,1510.0,Tablecloths
651,2021-06-04,1510.0,Tablecloths
652,2021-06-05,1510.0,Tablecloths
653,2021-06-06,3010.0,Tablecloths
654,2021-06-07,3010.0,Tablecloths
655,2021-06-08,2550.0,Tablecloths
656,2021-06-09,2550.0,Tablecloths
657,2021-06-10,2550.0,Tablecloths
658,2021-06-11,2819.0,Tablecloths
659,2021-06-12,2819.0,Tablecloths
660,2021-06-13,2819.0,Tablecloths
661,2021-06-14,5091.0,Tablecloths
662,2021-06-15,5091.0,Tablecloths
663,2021-06-16,5091.0,Tablecloths
664,2021-06-17,4016.0,Tablecloths
