,date,value,name_B0973XTQMY
0,2021-06-27,22012.0,Fidget Blocks
1,2021-06-28,10597.0,Fidget Blocks
2,2021-06-29,6661.0,Fidget Blocks
3,2021-06-30,6661.0,Fidget Blocks
4,2021-07-01,12506.0,Fidget Blocks
5,2021-07-02,9533.0,Fidget Blocks
6,2021-07-03,11294.0,Fidget Blocks
7,2021-07-04,17218.0,Fidget Blocks
8,2021-07-05,19558.0,Fidget Blocks
9,2021-07-06,7004.0,Fidget Blocks
10,2021-07-07,8431.0,Fidget Blocks
11,2021-07-08,8913.0,Fidget Blocks
12,2021-07-09,12953.0,Fidget Blocks
