,date,value,name_B08NXWM7LH
0,2020-12-15,28160.0,Sweepers & Accessories
1,2020-12-16,22475.0,Sweepers & Accessories
2,2020-12-17,27911.0,Sweepers & Accessories
3,2020-12-18,26358.0,Sweepers & Accessories
4,2020-12-19,20569.0,Sweepers & Accessories
5,2020-12-20,19910.0,Sweepers & Accessories
6,2020-12-21,24020.0,Sweepers & Accessories
7,2020-12-22,22656.0,Sweepers & Accessories
8,2020-12-23,22656.0,Sweepers & Accessories
9,2020-12-24,22656.0,Sweepers & Accessories
10,2020-12-25,18591.0,Sweepers & Accessories
11,2020-12-26,18819.0,Sweepers & Accessories
12,2020-12-27,18282.0,Sweepers & Accessories
13,2020-12-28,16321.0,Sweepers & Accessories
14,2020-12-29,14758.0,Sweepers & Accessories
15,2020-12-30,16374.0,Sweepers & Accessories
16,2020-12-31,16374.0,Sweepers & Accessories
17,2021-01-01,11898.0,Sweepers & Accessories
18,2021-01-02,9764.0,Sweepers & Accessories
19,2021-01-03,9764.0,Sweepers & Accessories
20,2021-01-04,12274.0,Sweepers & Accessories
21,2021-01-05,12274.0,Sweepers & Accessories
22,2021-01-06,8907.0,Sweepers & Accessories
23,2021-01-07,8907.0,Sweepers & Accessories
24,2021-01-08,8746.0,Sweepers & Accessories
25,2021-01-09,8746.0,Sweepers & Accessories
26,2021-01-10,8082.0,Sweepers & Accessories
27,2021-01-11,8082.0,Sweepers & Accessories
28,2021-01-12,8280.0,Sweepers & Accessories
29,2021-01-13,7331.0,Sweepers & Accessories
30,2021-01-14,7695.0,Sweepers & Accessories
31,2021-01-15,6974.0,Sweepers & Accessories
32,2021-01-16,6974.0,Sweepers & Accessories
33,2021-01-17,6974.0,Sweepers & Accessories
34,2021-01-18,8505.0,Sweepers & Accessories
35,2021-01-19,8505.0,Sweepers & Accessories
36,2021-01-20,7209.0,Sweepers & Accessories
37,2021-01-21,7209.0,Sweepers & Accessories
38,2021-01-22,6651.0,Sweepers & Accessories
39,2021-01-23,6651.0,Sweepers & Accessories
40,2021-01-24,6651.0,Sweepers & Accessories
41,2021-01-25,6180.0,Sweepers & Accessories
42,2021-01-26,6180.0,Sweepers & Accessories
43,2021-01-27,6180.0,Sweepers & Accessories
44,2021-01-28,5211.0,Sweepers & Accessories
45,2021-01-29,5211.0,Sweepers & Accessories
46,2021-01-30,5705.0,Sweepers & Accessories
47,2021-01-31,5705.0,Sweepers & Accessories
48,2021-02-01,6037.0,Sweepers & Accessories
49,2021-02-02,6037.0,Sweepers & Accessories
50,2021-02-03,5341.0,Sweepers & Accessories
51,2021-02-04,5341.0,Sweepers & Accessories
52,2021-02-05,5930.0,Sweepers & Accessories
53,2021-02-06,6063.0,Sweepers & Accessories
54,2021-02-07,6063.0,Sweepers & Accessories
55,2021-02-08,7643.0,Sweepers & Accessories
56,2021-02-09,7643.0,Sweepers & Accessories
57,2021-02-10,7643.0,Sweepers & Accessories
58,2021-02-11,5051.0,Sweepers & Accessories
59,2021-02-12,4583.0,Sweepers & Accessories
60,2021-02-13,4583.0,Sweepers & Accessories
61,2021-02-14,4583.0,Sweepers & Accessories
62,2021-02-15,6671.0,Sweepers & Accessories
63,2021-02-16,6671.0,Sweepers & Accessories
64,2021-02-17,5715.0,Sweepers & Accessories
65,2021-02-18,5715.0,Sweepers & Accessories
66,2021-02-19,4932.0,Sweepers & Accessories
67,2021-02-20,5524.0,Sweepers & Accessories
68,2021-02-21,5524.0,Sweepers & Accessories
69,2021-02-22,6083.0,Sweepers & Accessories
70,2021-02-23,6083.0,Sweepers & Accessories
71,2021-02-24,6083.0,Sweepers & Accessories
72,2021-02-25,4748.0,Sweepers & Accessories
73,2021-02-26,4748.0,Sweepers & Accessories
74,2021-02-27,5455.0,Sweepers & Accessories
75,2021-02-28,6044.0,Sweepers & Accessories
76,2021-03-01,6668.0,Sweepers & Accessories
77,2021-03-02,5240.0,Sweepers & Accessories
78,2021-03-03,4965.0,Sweepers & Accessories
79,2021-03-04,4965.0,Sweepers & Accessories
80,2021-03-05,5446.0,Sweepers & Accessories
81,2021-03-06,5446.0,Sweepers & Accessories
82,2021-03-07,5446.0,Sweepers & Accessories
83,2021-03-08,6118.0,Sweepers & Accessories
84,2021-03-09,6118.0,Sweepers & Accessories
85,2021-03-10,6083.0,Sweepers & Accessories
86,2021-03-11,6083.0,Sweepers & Accessories
87,2021-03-12,6083.0,Sweepers & Accessories
88,2021-03-13,7859.0,Sweepers & Accessories
89,2021-03-14,7859.0,Sweepers & Accessories
90,2021-03-15,7859.0,Sweepers & Accessories
91,2021-03-16,9125.0,Sweepers & Accessories
92,2021-03-17,7558.0,Sweepers & Accessories
93,2021-03-18,7558.0,Sweepers & Accessories
94,2021-03-19,7558.0,Sweepers & Accessories
95,2021-03-20,7558.0,Sweepers & Accessories
96,2021-03-21,10238.0,Sweepers & Accessories
97,2021-03-22,10238.0,Sweepers & Accessories
98,2021-03-23,16157.0,Sweepers & Accessories
99,2021-03-24,9426.0,Sweepers & Accessories
100,2021-03-25,9426.0,Sweepers & Accessories
101,2021-03-26,10357.0,Sweepers & Accessories
102,2021-03-27,10357.0,Sweepers & Accessories
103,2021-03-28,10357.0,Sweepers & Accessories
104,2021-03-29,11014.0,Sweepers & Accessories
105,2021-03-30,11014.0,Sweepers & Accessories
106,2021-03-31,9197.0,Sweepers & Accessories
107,2021-04-01,8849.0,Sweepers & Accessories
108,2021-04-02,8849.0,Sweepers & Accessories
109,2021-04-03,8849.0,Sweepers & Accessories
110,2021-04-04,7640.0,Sweepers & Accessories
111,2021-04-05,7640.0,Sweepers & Accessories
112,2021-04-06,7640.0,Sweepers & Accessories
113,2021-04-07,6889.0,Sweepers & Accessories
114,2021-04-08,6776.0,Sweepers & Accessories
115,2021-04-09,6680.0,Sweepers & Accessories
116,2021-04-10,6680.0,Sweepers & Accessories
117,2021-04-11,6032.0,Sweepers & Accessories
118,2021-04-12,6247.0,Sweepers & Accessories
119,2021-04-13,6247.0,Sweepers & Accessories
120,2021-04-14,6247.0,Sweepers & Accessories
121,2021-04-15,7627.0,Sweepers & Accessories
122,2021-04-16,7627.0,Sweepers & Accessories
123,2021-04-17,7042.0,Sweepers & Accessories
124,2021-04-18,7042.0,Sweepers & Accessories
125,2021-04-19,8578.0,Sweepers & Accessories
126,2021-04-20,8578.0,Sweepers & Accessories
127,2021-04-21,7631.0,Sweepers & Accessories
128,2021-04-22,7631.0,Sweepers & Accessories
129,2021-04-23,6822.0,Sweepers & Accessories
130,2021-04-24,6822.0,Sweepers & Accessories
131,2021-04-25,7697.0,Sweepers & Accessories
132,2021-04-26,7697.0,Sweepers & Accessories
133,2021-04-27,7621.0,Sweepers & Accessories
134,2021-04-28,7621.0,Sweepers & Accessories
135,2021-04-29,9858.0,Sweepers & Accessories
136,2021-04-30,9858.0,Sweepers & Accessories
137,2021-05-01,9858.0,Sweepers & Accessories
138,2021-05-02,9348.0,Sweepers & Accessories
139,2021-05-03,9348.0,Sweepers & Accessories
140,2021-05-04,11753.0,Sweepers & Accessories
141,2021-05-05,11753.0,Sweepers & Accessories
142,2021-05-06,25557.0,Sweepers & Accessories
143,2021-05-07,32276.0,Sweepers & Accessories
144,2021-05-08,32276.0,Sweepers & Accessories
145,2021-05-09,39347.0,Sweepers & Accessories
146,2021-05-10,46928.0,Sweepers & Accessories
147,2021-05-11,46928.0,Sweepers & Accessories
148,2021-05-12,42511.0,Sweepers & Accessories
149,2021-05-13,42511.0,Sweepers & Accessories
150,2021-05-14,42511.0,Sweepers & Accessories
151,2021-05-15,12602.0,Sweepers & Accessories
152,2021-05-16,12602.0,Sweepers & Accessories
153,2021-05-17,8637.0,Sweepers & Accessories
154,2021-05-18,8637.0,Sweepers & Accessories
155,2021-05-19,10049.0,Sweepers & Accessories
156,2021-05-20,10230.0,Sweepers & Accessories
157,2021-05-21,8533.0,Sweepers & Accessories
158,2021-05-22,8533.0,Sweepers & Accessories
159,2021-05-23,6735.0,Sweepers & Accessories
160,2021-05-24,6735.0,Sweepers & Accessories
161,2021-05-25,8674.0,Sweepers & Accessories
162,2021-05-26,8674.0,Sweepers & Accessories
163,2021-05-27,7629.0,Sweepers & Accessories
164,2021-05-28,6932.0,Sweepers & Accessories
165,2021-05-29,7267.0,Sweepers & Accessories
166,2021-05-30,8724.0,Sweepers & Accessories
167,2021-05-31,8724.0,Sweepers & Accessories
168,2021-06-01,10861.0,Sweepers & Accessories
169,2021-06-02,10861.0,Sweepers & Accessories
170,2021-06-03,11372.0,Sweepers & Accessories
171,2021-06-04,11372.0,Sweepers & Accessories
172,2021-06-05,11372.0,Sweepers & Accessories
173,2021-06-06,11372.0,Sweepers & Accessories
174,2021-06-07,8807.0,Sweepers & Accessories
175,2021-06-08,9646.0,Sweepers & Accessories
176,2021-06-09,9646.0,Sweepers & Accessories
177,2021-06-10,8457.0,Sweepers & Accessories
178,2021-06-11,8457.0,Sweepers & Accessories
179,2021-06-12,7517.0,Sweepers & Accessories
180,2021-06-13,7517.0,Sweepers & Accessories
181,2021-06-14,10585.0,Sweepers & Accessories
182,2021-06-15,10121.0,Sweepers & Accessories
183,2021-06-16,10121.0,Sweepers & Accessories
184,2021-06-17,10381.0,Sweepers & Accessories
185,2021-06-18,10381.0,Sweepers & Accessories
186,2021-06-19,7702.0,Sweepers & Accessories
187,2021-06-20,7702.0,Sweepers & Accessories
188,2021-06-21,12136.0,Sweepers & Accessories
189,2021-06-22,12136.0,Sweepers & Accessories
190,2021-06-23,12136.0,Sweepers & Accessories
191,2021-06-24,9037.0,Sweepers & Accessories
192,2021-06-25,9037.0,Sweepers & Accessories
193,2021-06-26,7385.0,Sweepers & Accessories
194,2021-06-27,10844.0,Sweepers & Accessories
195,2021-06-28,10844.0,Sweepers & Accessories
196,2021-06-29,10240.0,Sweepers & Accessories
197,2021-06-30,7894.0,Sweepers & Accessories
198,2021-07-01,7894.0,Sweepers & Accessories
199,2021-07-02,6734.0,Sweepers & Accessories
200,2021-07-03,7208.0,Sweepers & Accessories
201,2021-07-04,7208.0,Sweepers & Accessories
202,2021-07-05,7208.0,Sweepers & Accessories
203,2021-07-06,7479.0,Sweepers & Accessories
204,2021-07-07,6758.0,Sweepers & Accessories
205,2021-07-08,8039.0,Sweepers & Accessories
206,2021-07-09,8039.0,Sweepers & Accessories
207,2021-07-10,5865.0,Sweepers & Accessories
208,2021-07-11,6153.0,Sweepers & Accessories
