,date,value,name_B07K76MHFV
99,2019-02-22,33188.0,Wall Sculptures
100,2019-02-23,33188.0,Wall Sculptures
101,2019-02-24,33188.0,Wall Sculptures
102,2019-02-25,72549.0,Wall Sculptures
103,2019-02-26,81007.0,Wall Sculptures
104,2019-02-27,81007.0,Wall Sculptures
105,2019-02-28,81007.0,Wall Sculptures
106,2019-03-01,81007.0,Wall Sculptures
107,2019-03-02,81007.0,Wall Sculptures
108,2019-03-03,81007.0,Wall Sculptures
109,2019-03-04,81007.0,Wall Sculptures
110,2019-03-05,47715.0,Wall Sculptures
111,2019-03-06,47715.0,Wall Sculptures
112,2019-03-07,47078.0,Wall Sculptures
113,2019-03-08,46725.0,Wall Sculptures
114,2019-03-09,46725.0,Wall Sculptures
115,2019-03-10,50300.0,Wall Sculptures
116,2019-03-11,72826.0,Wall Sculptures
117,2019-03-12,72826.0,Wall Sculptures
118,2019-03-13,72826.0,Wall Sculptures
119,2019-03-14,68946.0,Wall Sculptures
120,2019-03-15,68946.0,Wall Sculptures
121,2019-03-16,68946.0,Wall Sculptures
122,2019-03-17,68946.0,Wall Sculptures
123,2019-03-18,46918.0,Wall Sculptures
124,2019-03-19,77304.0,Wall Sculptures
125,2019-03-20,77304.0,Wall Sculptures
126,2019-03-21,77304.0,Wall Sculptures
127,2019-03-22,77304.0,Wall Sculptures
128,2019-03-23,77304.0,Wall Sculptures
129,2019-03-24,77304.0,Wall Sculptures
130,2019-03-25,77304.0,Wall Sculptures
131,2019-03-26,77304.0,Wall Sculptures
132,2019-03-27,77304.0,Wall Sculptures
133,2019-03-28,40424.0,Wall Sculptures
134,2019-03-29,40424.0,Wall Sculptures
135,2019-03-30,33300.0,Wall Sculptures
136,2019-03-31,33300.0,Wall Sculptures
137,2019-04-01,33300.0,Wall Sculptures
138,2019-04-02,33300.0,Wall Sculptures
139,2019-04-03,48202.0,Wall Sculptures
140,2019-04-04,71076.0,Wall Sculptures
141,2019-04-05,71076.0,Wall Sculptures
142,2019-04-06,71076.0,Wall Sculptures
143,2019-04-07,71076.0,Wall Sculptures
144,2019-04-08,42024.0,Wall Sculptures
145,2019-04-09,83072.0,Wall Sculptures
146,2019-04-10,42163.0,Wall Sculptures
147,2019-04-11,42163.0,Wall Sculptures
148,2019-04-12,40335.0,Wall Sculptures
149,2019-04-13,40335.0,Wall Sculptures
150,2019-04-14,40335.0,Wall Sculptures
151,2019-04-15,40335.0,Wall Sculptures
152,2019-04-16,40335.0,Wall Sculptures
153,2019-04-17,66392.0,Wall Sculptures
154,2019-04-18,60839.0,Wall Sculptures
155,2019-04-19,60839.0,Wall Sculptures
156,2019-04-20,60839.0,Wall Sculptures
157,2019-04-21,60839.0,Wall Sculptures
158,2019-04-22,60839.0,Wall Sculptures
159,2019-04-23,60839.0,Wall Sculptures
160,2019-04-24,74894.0,Wall Sculptures
161,2019-04-25,74894.0,Wall Sculptures
162,2019-04-26,74894.0,Wall Sculptures
163,2019-04-27,74894.0,Wall Sculptures
164,2019-04-28,57132.0,Wall Sculptures
165,2019-04-29,57132.0,Wall Sculptures
166,2019-04-30,57132.0,Wall Sculptures
167,2019-05-01,57132.0,Wall Sculptures
168,2019-05-02,57132.0,Wall Sculptures
169,2019-05-03,57132.0,Wall Sculptures
170,2019-05-04,57132.0,Wall Sculptures
171,2019-05-05,57132.0,Wall Sculptures
172,2019-05-06,38029.0,Wall Sculptures
173,2019-05-07,62364.0,Wall Sculptures
174,2019-05-08,62364.0,Wall Sculptures
175,2019-05-09,62364.0,Wall Sculptures
176,2019-05-10,51985.0,Wall Sculptures
177,2019-05-11,54637.0,Wall Sculptures
178,2019-05-12,54637.0,Wall Sculptures
179,2019-05-13,54637.0,Wall Sculptures
180,2019-05-14,52395.0,Wall Sculptures
181,2019-05-15,44272.0,Wall Sculptures
182,2019-05-16,44272.0,Wall Sculptures
183,2019-05-17,44272.0,Wall Sculptures
184,2019-05-18,96790.0,Wall Sculptures
185,2019-05-19,65449.0,Wall Sculptures
186,2019-05-20,65449.0,Wall Sculptures
187,2019-05-21,53842.0,Wall Sculptures
188,2019-05-22,53842.0,Wall Sculptures
189,2019-05-23,53768.0,Wall Sculptures
190,2019-05-24,53768.0,Wall Sculptures
191,2019-05-25,68707.0,Wall Sculptures
192,2019-05-26,68707.0,Wall Sculptures
193,2019-05-27,62148.0,Wall Sculptures
194,2019-05-28,62148.0,Wall Sculptures
195,2019-05-29,62148.0,Wall Sculptures
196,2019-05-30,68060.0,Wall Sculptures
197,2019-05-31,68060.0,Wall Sculptures
198,2019-06-01,68060.0,Wall Sculptures
199,2019-06-02,47519.0,Wall Sculptures
200,2019-06-03,47519.0,Wall Sculptures
201,2019-06-04,53549.0,Wall Sculptures
202,2019-06-05,53549.0,Wall Sculptures
203,2019-06-06,53549.0,Wall Sculptures
204,2019-06-07,47900.0,Wall Sculptures
205,2019-06-08,79225.0,Wall Sculptures
206,2019-06-09,79225.0,Wall Sculptures
207,2019-06-10,81656.0,Wall Sculptures
208,2019-06-11,81656.0,Wall Sculptures
209,2019-06-12,63067.0,Wall Sculptures
210,2019-06-13,63067.0,Wall Sculptures
211,2019-06-14,55709.0,Wall Sculptures
212,2019-06-15,55709.0,Wall Sculptures
213,2019-06-16,55709.0,Wall Sculptures
214,2019-06-17,47881.0,Wall Sculptures
215,2019-06-18,47881.0,Wall Sculptures
216,2019-06-19,79471.0,Wall Sculptures
217,2019-06-20,48877.0,Wall Sculptures
218,2019-06-21,48877.0,Wall Sculptures
219,2019-06-22,61790.0,Wall Sculptures
220,2019-06-23,92438.0,Wall Sculptures
221,2019-06-24,92438.0,Wall Sculptures
222,2019-06-25,68397.0,Wall Sculptures
223,2019-06-26,68397.0,Wall Sculptures
224,2019-06-27,68397.0,Wall Sculptures
225,2019-06-28,68397.0,Wall Sculptures
226,2019-06-29,67704.0,Wall Sculptures
227,2019-06-30,67704.0,Wall Sculptures
228,2019-07-01,67704.0,Wall Sculptures
229,2019-07-02,67704.0,Wall Sculptures
230,2019-07-03,79989.0,Wall Sculptures
231,2019-07-04,79989.0,Wall Sculptures
232,2019-07-05,79989.0,Wall Sculptures
233,2019-07-06,79989.0,Wall Sculptures
234,2019-07-07,44630.0,Wall Sculptures
235,2019-07-08,82009.0,Wall Sculptures
236,2019-07-09,82009.0,Wall Sculptures
237,2019-07-10,82009.0,Wall Sculptures
238,2019-07-11,82009.0,Wall Sculptures
239,2019-07-12,113990.0,Wall Sculptures
240,2019-07-13,82086.0,Wall Sculptures
241,2019-07-14,82086.0,Wall Sculptures
242,2019-07-15,82086.0,Wall Sculptures
243,2019-07-16,82086.0,Wall Sculptures
244,2019-07-17,113043.0,Wall Sculptures
245,2019-07-18,113043.0,Wall Sculptures
246,2019-07-19,113043.0,Wall Sculptures
247,2019-07-20,51270.0,Wall Sculptures
248,2019-07-21,51270.0,Wall Sculptures
249,2019-07-22,51270.0,Wall Sculptures
250,2019-07-23,51270.0,Wall Sculptures
251,2019-07-24,68132.0,Wall Sculptures
252,2019-07-25,68132.0,Wall Sculptures
253,2019-07-26,48274.0,Wall Sculptures
254,2019-07-27,48274.0,Wall Sculptures
255,2019-07-28,56365.0,Wall Sculptures
256,2019-07-29,104335.0,Wall Sculptures
257,2019-07-30,104335.0,Wall Sculptures
258,2019-07-31,104335.0,Wall Sculptures
259,2019-08-01,58572.0,Wall Sculptures
260,2019-08-02,60433.0,Wall Sculptures
261,2019-08-03,60433.0,Wall Sculptures
262,2019-08-04,76658.0,Wall Sculptures
263,2019-08-05,60517.0,Wall Sculptures
264,2019-08-06,58213.0,Wall Sculptures
265,2019-08-07,45657.0,Wall Sculptures
266,2019-08-08,51199.0,Wall Sculptures
267,2019-08-09,51199.0,Wall Sculptures
268,2019-08-10,51199.0,Wall Sculptures
269,2019-08-11,51199.0,Wall Sculptures
270,2019-08-12,55825.0,Wall Sculptures
271,2019-08-13,55825.0,Wall Sculptures
272,2019-08-14,55825.0,Wall Sculptures
273,2019-08-15,55825.0,Wall Sculptures
274,2019-08-16,67566.0,Wall Sculptures
275,2019-08-17,67566.0,Wall Sculptures
276,2019-08-18,67566.0,Wall Sculptures
277,2019-08-19,52681.0,Wall Sculptures
278,2019-08-20,52681.0,Wall Sculptures
279,2019-08-21,52681.0,Wall Sculptures
280,2019-08-22,40478.0,Wall Sculptures
281,2019-08-23,62299.0,Wall Sculptures
282,2019-08-24,58741.0,Wall Sculptures
283,2019-08-25,58741.0,Wall Sculptures
284,2019-08-26,58741.0,Wall Sculptures
285,2019-08-27,58741.0,Wall Sculptures
286,2019-08-28,58741.0,Wall Sculptures
287,2019-08-29,73348.0,Wall Sculptures
288,2019-08-30,73348.0,Wall Sculptures
289,2019-08-31,73348.0,Wall Sculptures
290,2019-09-01,87130.0,Wall Sculptures
291,2019-09-02,87130.0,Wall Sculptures
292,2019-09-03,87130.0,Wall Sculptures
293,2019-09-04,87130.0,Wall Sculptures
294,2019-09-05,87130.0,Wall Sculptures
295,2019-09-06,87130.0,Wall Sculptures
296,2019-09-07,87130.0,Wall Sculptures
297,2019-09-08,87130.0,Wall Sculptures
298,2019-09-09,57065.0,Wall Sculptures
299,2019-09-10,57065.0,Wall Sculptures
300,2019-09-11,88274.0,Wall Sculptures
301,2019-09-12,88274.0,Wall Sculptures
302,2019-09-13,70885.0,Wall Sculptures
303,2019-09-14,70885.0,Wall Sculptures
304,2019-09-15,109959.0,Wall Sculptures
305,2019-09-16,109959.0,Wall Sculptures
306,2019-09-17,97106.0,Wall Sculptures
307,2019-09-18,97106.0,Wall Sculptures
308,2019-09-19,97106.0,Wall Sculptures
309,2019-09-20,104164.0,Wall Sculptures
310,2019-09-21,49477.0,Wall Sculptures
311,2019-09-22,80377.0,Wall Sculptures
312,2019-09-23,80130.0,Wall Sculptures
313,2019-09-24,80130.0,Wall Sculptures
314,2019-09-25,82150.0,Wall Sculptures
315,2019-09-26,82150.0,Wall Sculptures
316,2019-09-27,82150.0,Wall Sculptures
317,2019-09-28,80764.0,Wall Sculptures
318,2019-09-29,80764.0,Wall Sculptures
319,2019-09-30,80764.0,Wall Sculptures
320,2019-10-01,80764.0,Wall Sculptures
321,2019-10-02,80764.0,Wall Sculptures
322,2019-10-03,103933.0,Wall Sculptures
323,2019-10-04,103933.0,Wall Sculptures
324,2019-10-05,103933.0,Wall Sculptures
325,2019-10-06,103933.0,Wall Sculptures
326,2019-10-07,103933.0,Wall Sculptures
327,2019-10-08,56831.0,Wall Sculptures
328,2019-10-09,56831.0,Wall Sculptures
329,2019-10-10,56831.0,Wall Sculptures
330,2019-10-11,56831.0,Wall Sculptures
331,2019-10-12,79680.0,Wall Sculptures
332,2019-10-13,79680.0,Wall Sculptures
333,2019-10-14,79680.0,Wall Sculptures
334,2019-10-15,63915.0,Wall Sculptures
335,2019-10-16,55850.0,Wall Sculptures
336,2019-10-17,71192.0,Wall Sculptures
337,2019-10-18,71192.0,Wall Sculptures
338,2019-10-19,83140.0,Wall Sculptures
339,2019-10-20,83140.0,Wall Sculptures
340,2019-10-21,83140.0,Wall Sculptures
341,2019-10-22,80260.0,Wall Sculptures
342,2019-10-23,80260.0,Wall Sculptures
343,2019-10-24,119213.0,Wall Sculptures
344,2019-10-25,119213.0,Wall Sculptures
345,2019-10-26,119213.0,Wall Sculptures
346,2019-10-27,119213.0,Wall Sculptures
347,2019-10-28,152995.0,Wall Sculptures
348,2019-10-29,152995.0,Wall Sculptures
349,2019-10-30,217528.0,Wall Sculptures
350,2019-10-31,217528.0,Wall Sculptures
351,2019-11-01,217528.0,Wall Sculptures
352,2019-11-02,101931.0,Wall Sculptures
353,2019-11-03,101931.0,Wall Sculptures
354,2019-11-04,98485.0,Wall Sculptures
355,2019-11-05,98485.0,Wall Sculptures
356,2019-11-06,98485.0,Wall Sculptures
357,2019-11-07,98485.0,Wall Sculptures
358,2019-11-08,98485.0,Wall Sculptures
359,2019-11-09,98485.0,Wall Sculptures
360,2019-11-10,98485.0,Wall Sculptures
361,2019-11-11,70659.0,Wall Sculptures
362,2019-11-12,70659.0,Wall Sculptures
363,2019-11-13,70659.0,Wall Sculptures
364,2019-11-14,70659.0,Wall Sculptures
365,2019-11-15,70659.0,Wall Sculptures
366,2019-11-16,70659.0,Wall Sculptures
367,2019-11-17,91297.0,Wall Sculptures
368,2019-11-18,121808.0,Wall Sculptures
369,2019-11-19,121808.0,Wall Sculptures
370,2019-11-20,121808.0,Wall Sculptures
371,2019-11-21,121808.0,Wall Sculptures
372,2019-11-22,121808.0,Wall Sculptures
373,2019-11-23,121808.0,Wall Sculptures
374,2019-11-24,121808.0,Wall Sculptures
375,2019-11-25,119299.0,Wall Sculptures
376,2019-11-26,119299.0,Wall Sculptures
377,2019-11-27,119299.0,Wall Sculptures
378,2019-11-28,120397.0,Wall Sculptures
379,2019-11-29,120397.0,Wall Sculptures
380,2019-11-30,145390.0,Wall Sculptures
381,2019-12-01,145390.0,Wall Sculptures
382,2019-12-02,145390.0,Wall Sculptures
383,2019-12-03,145390.0,Wall Sculptures
384,2019-12-04,145390.0,Wall Sculptures
385,2019-12-05,145390.0,Wall Sculptures
386,2019-12-06,145390.0,Wall Sculptures
387,2019-12-07,145390.0,Wall Sculptures
388,2019-12-08,133818.0,Wall Sculptures
389,2019-12-09,133818.0,Wall Sculptures
390,2019-12-10,133818.0,Wall Sculptures
391,2019-12-11,198037.0,Wall Sculptures
392,2019-12-12,198037.0,Wall Sculptures
393,2019-12-13,151903.0,Wall Sculptures
394,2019-12-14,151903.0,Wall Sculptures
395,2019-12-15,151903.0,Wall Sculptures
396,2019-12-16,151903.0,Wall Sculptures
397,2019-12-17,151903.0,Wall Sculptures
398,2019-12-18,151903.0,Wall Sculptures
399,2019-12-19,151903.0,Wall Sculptures
400,2019-12-20,151903.0,Wall Sculptures
401,2019-12-21,151903.0,Wall Sculptures
402,2019-12-22,151903.0,Wall Sculptures
403,2019-12-23,151903.0,Wall Sculptures
404,2019-12-24,125237.0,Wall Sculptures
405,2019-12-25,125237.0,Wall Sculptures
406,2019-12-26,125237.0,Wall Sculptures
407,2019-12-27,125237.0,Wall Sculptures
408,2019-12-28,125237.0,Wall Sculptures
409,2019-12-29,125237.0,Wall Sculptures
410,2019-12-30,125237.0,Wall Sculptures
411,2019-12-31,125237.0,Wall Sculptures
412,2020-01-01,125237.0,Wall Sculptures
413,2020-01-02,125237.0,Wall Sculptures
414,2020-01-03,125237.0,Wall Sculptures
415,2020-01-04,125237.0,Wall Sculptures
416,2020-01-05,125237.0,Wall Sculptures
417,2020-01-06,67410.0,Wall Sculptures
418,2020-01-07,67410.0,Wall Sculptures
419,2020-01-08,67410.0,Wall Sculptures
420,2020-01-09,67410.0,Wall Sculptures
421,2020-01-10,67410.0,Wall Sculptures
422,2020-01-11,67410.0,Wall Sculptures
423,2020-01-12,67410.0,Wall Sculptures
424,2020-01-13,96804.0,Wall Sculptures
425,2020-01-14,96804.0,Wall Sculptures
426,2020-01-15,96804.0,Wall Sculptures
427,2020-01-16,96804.0,Wall Sculptures
428,2020-01-17,96804.0,Wall Sculptures
429,2020-01-18,68690.0,Wall Sculptures
430,2020-01-19,68690.0,Wall Sculptures
431,2020-01-20,68690.0,Wall Sculptures
432,2020-01-21,68690.0,Wall Sculptures
433,2020-01-22,68690.0,Wall Sculptures
434,2020-01-23,68690.0,Wall Sculptures
435,2020-01-24,68690.0,Wall Sculptures
436,2020-01-25,68690.0,Wall Sculptures
437,2020-01-26,68690.0,Wall Sculptures
438,2020-01-27,68690.0,Wall Sculptures
439,2020-01-28,68690.0,Wall Sculptures
440,2020-01-29,122259.0,Wall Sculptures
441,2020-01-30,122259.0,Wall Sculptures
442,2020-01-31,122259.0,Wall Sculptures
443,2020-02-01,99700.0,Wall Sculptures
444,2020-02-02,99700.0,Wall Sculptures
445,2020-02-03,168811.0,Wall Sculptures
446,2020-02-04,168811.0,Wall Sculptures
447,2020-02-05,168811.0,Wall Sculptures
448,2020-02-06,168811.0,Wall Sculptures
449,2020-02-07,168811.0,Wall Sculptures
450,2020-02-08,168811.0,Wall Sculptures
451,2020-02-09,168811.0,Wall Sculptures
452,2020-02-10,100772.0,Wall Sculptures
453,2020-02-11,100772.0,Wall Sculptures
454,2020-02-12,100772.0,Wall Sculptures
455,2020-02-13,100772.0,Wall Sculptures
456,2020-02-14,100772.0,Wall Sculptures
457,2020-02-15,100772.0,Wall Sculptures
458,2020-02-16,100772.0,Wall Sculptures
459,2020-02-17,100772.0,Wall Sculptures
460,2020-02-18,125567.0,Wall Sculptures
461,2020-02-19,126225.0,Wall Sculptures
462,2020-02-20,126225.0,Wall Sculptures
463,2020-02-21,126225.0,Wall Sculptures
464,2020-02-22,126225.0,Wall Sculptures
465,2020-02-23,126225.0,Wall Sculptures
466,2020-02-24,97746.0,Wall Sculptures
467,2020-02-25,97746.0,Wall Sculptures
468,2020-02-26,80195.0,Wall Sculptures
469,2020-02-27,80195.0,Wall Sculptures
470,2020-02-28,80195.0,Wall Sculptures
471,2020-02-29,80195.0,Wall Sculptures
472,2020-03-01,80195.0,Wall Sculptures
473,2020-03-02,80195.0,Wall Sculptures
474,2020-03-03,80195.0,Wall Sculptures
475,2020-03-04,80195.0,Wall Sculptures
476,2020-03-05,115487.0,Wall Sculptures
477,2020-03-06,115487.0,Wall Sculptures
478,2020-03-07,115487.0,Wall Sculptures
479,2020-03-08,47279.0,Wall Sculptures
480,2020-03-09,40087.0,Wall Sculptures
481,2020-03-10,40087.0,Wall Sculptures
482,2020-03-11,68431.0,Wall Sculptures
483,2020-03-12,68431.0,Wall Sculptures
484,2020-03-13,68431.0,Wall Sculptures
485,2020-03-14,68431.0,Wall Sculptures
486,2020-03-15,68431.0,Wall Sculptures
487,2020-03-16,68431.0,Wall Sculptures
488,2020-03-17,68431.0,Wall Sculptures
489,2020-03-18,68431.0,Wall Sculptures
490,2020-03-19,77515.0,Wall Sculptures
491,2020-03-20,77515.0,Wall Sculptures
492,2020-03-21,77515.0,Wall Sculptures
493,2020-03-22,77515.0,Wall Sculptures
494,2020-03-23,77515.0,Wall Sculptures
495,2020-03-24,66345.0,Wall Sculptures
496,2020-03-25,66345.0,Wall Sculptures
497,2020-03-26,66345.0,Wall Sculptures
498,2020-03-27,66345.0,Wall Sculptures
499,2020-03-28,66345.0,Wall Sculptures
500,2020-03-29,78107.0,Wall Sculptures
501,2020-03-30,78107.0,Wall Sculptures
502,2020-03-31,78107.0,Wall Sculptures
503,2020-04-01,78107.0,Wall Sculptures
504,2020-04-02,78107.0,Wall Sculptures
505,2020-04-03,78107.0,Wall Sculptures
506,2020-04-04,105220.0,Wall Sculptures
507,2020-04-05,105220.0,Wall Sculptures
508,2020-04-06,105220.0,Wall Sculptures
509,2020-04-07,89183.0,Wall Sculptures
510,2020-04-08,89183.0,Wall Sculptures
511,2020-04-09,89183.0,Wall Sculptures
512,2020-04-10,58069.0,Wall Sculptures
513,2020-04-11,58069.0,Wall Sculptures
514,2020-04-12,58069.0,Wall Sculptures
515,2020-04-13,58069.0,Wall Sculptures
516,2020-04-14,58069.0,Wall Sculptures
517,2020-04-15,58069.0,Wall Sculptures
518,2020-04-16,58069.0,Wall Sculptures
519,2020-04-17,58069.0,Wall Sculptures
520,2020-04-18,58069.0,Wall Sculptures
521,2020-04-19,42071.0,Wall Sculptures
522,2020-04-20,42071.0,Wall Sculptures
523,2020-04-21,42071.0,Wall Sculptures
524,2020-04-22,42071.0,Wall Sculptures
525,2020-04-23,42071.0,Wall Sculptures
526,2020-04-24,42071.0,Wall Sculptures
527,2020-04-25,42071.0,Wall Sculptures
528,2020-04-26,42071.0,Wall Sculptures
529,2020-04-27,184464.0,Wall Sculptures
530,2020-04-28,184464.0,Wall Sculptures
531,2020-04-29,184464.0,Wall Sculptures
532,2020-04-30,184464.0,Wall Sculptures
533,2020-05-01,184464.0,Wall Sculptures
534,2020-05-02,184464.0,Wall Sculptures
535,2020-05-03,184464.0,Wall Sculptures
536,2020-05-04,400867.0,Wall Sculptures
537,2020-05-05,400867.0,Wall Sculptures
538,2020-05-06,400867.0,Wall Sculptures
539,2020-05-07,400867.0,Wall Sculptures
540,2020-05-08,400867.0,Wall Sculptures
541,2020-05-09,400867.0,Wall Sculptures
542,2020-05-10,400867.0,Wall Sculptures
543,2020-05-11,45402.0,Wall Sculptures
544,2020-05-12,66799.0,Wall Sculptures
545,2020-05-13,55254.0,Wall Sculptures
546,2020-05-14,55254.0,Wall Sculptures
547,2020-05-15,39219.0,Wall Sculptures
548,2020-05-16,39219.0,Wall Sculptures
549,2020-05-17,39219.0,Wall Sculptures
550,2020-05-18,39219.0,Wall Sculptures
551,2020-05-19,73511.0,Wall Sculptures
552,2020-05-20,73511.0,Wall Sculptures
553,2020-05-21,73511.0,Wall Sculptures
554,2020-05-22,73511.0,Wall Sculptures
555,2020-05-23,71358.0,Wall Sculptures
556,2020-05-24,71358.0,Wall Sculptures
557,2020-05-25,71358.0,Wall Sculptures
558,2020-05-26,71358.0,Wall Sculptures
559,2020-05-27,71358.0,Wall Sculptures
560,2020-05-28,60591.0,Wall Sculptures
561,2020-05-29,60591.0,Wall Sculptures
562,2020-05-30,60591.0,Wall Sculptures
563,2020-05-31,60591.0,Wall Sculptures
564,2020-06-01,60591.0,Wall Sculptures
565,2020-06-02,60591.0,Wall Sculptures
566,2020-06-03,60591.0,Wall Sculptures
567,2020-06-04,60591.0,Wall Sculptures
568,2020-06-05,60591.0,Wall Sculptures
569,2020-06-06,60591.0,Wall Sculptures
570,2020-06-07,60591.0,Wall Sculptures
571,2020-06-08,361473.0,Wall Sculptures
572,2020-06-09,361473.0,Wall Sculptures
573,2020-06-10,313629.0,Wall Sculptures
574,2020-06-11,313629.0,Wall Sculptures
575,2020-06-12,313629.0,Wall Sculptures
576,2020-06-13,313629.0,Wall Sculptures
577,2020-06-14,313629.0,Wall Sculptures
578,2020-06-15,313629.0,Wall Sculptures
579,2020-06-16,313629.0,Wall Sculptures
580,2020-06-17,313629.0,Wall Sculptures
581,2020-06-18,81447.0,Wall Sculptures
582,2020-06-19,59828.0,Wall Sculptures
583,2020-06-20,59828.0,Wall Sculptures
584,2020-06-21,59828.0,Wall Sculptures
585,2020-06-22,59828.0,Wall Sculptures
586,2020-06-23,50293.0,Wall Sculptures
587,2020-06-24,50293.0,Wall Sculptures
588,2020-06-25,50293.0,Wall Sculptures
589,2020-06-26,50293.0,Wall Sculptures
590,2020-06-27,50293.0,Wall Sculptures
591,2020-06-28,49019.0,Wall Sculptures
592,2020-06-29,49019.0,Wall Sculptures
593,2020-06-30,66180.0,Wall Sculptures
594,2020-07-01,66180.0,Wall Sculptures
595,2020-07-02,66180.0,Wall Sculptures
596,2020-07-03,66180.0,Wall Sculptures
597,2020-07-04,66180.0,Wall Sculptures
598,2020-07-05,66180.0,Wall Sculptures
599,2020-07-06,66180.0,Wall Sculptures
600,2020-07-07,66180.0,Wall Sculptures
601,2020-07-08,43106.0,Wall Sculptures
602,2020-07-09,43106.0,Wall Sculptures
603,2020-07-10,43106.0,Wall Sculptures
604,2020-07-11,34238.0,Wall Sculptures
605,2020-07-12,34238.0,Wall Sculptures
606,2020-07-13,34238.0,Wall Sculptures
