,date,value,name_B07K76MHFV
607,2020-07-14,44607.0,Wall Sculptures
608,2020-07-15,44607.0,Wall Sculptures
609,2020-07-16,42681.0,Wall Sculptures
610,2020-07-17,42681.0,Wall Sculptures
611,2020-07-18,42681.0,Wall Sculptures
612,2020-07-19,42681.0,Wall Sculptures
613,2020-07-20,47840.0,Wall Sculptures
614,2020-07-21,47840.0,Wall Sculptures
615,2020-07-22,47840.0,Wall Sculptures
616,2020-07-23,45630.0,Wall Sculptures
617,2020-07-24,45630.0,Wall Sculptures
618,2020-07-25,45630.0,Wall Sculptures
619,2020-07-26,45630.0,Wall Sculptures
620,2020-07-27,45630.0,Wall Sculptures
621,2020-07-28,45594.0,Wall Sculptures
622,2020-07-29,45594.0,Wall Sculptures
623,2020-07-30,45594.0,Wall Sculptures
624,2020-07-31,45594.0,Wall Sculptures
625,2020-08-01,45594.0,Wall Sculptures
626,2020-08-02,45594.0,Wall Sculptures
627,2020-08-03,43396.0,Wall Sculptures
628,2020-08-04,43396.0,Wall Sculptures
629,2020-08-05,43396.0,Wall Sculptures
630,2020-08-06,66584.0,Wall Sculptures
631,2020-08-07,66584.0,Wall Sculptures
632,2020-08-08,66584.0,Wall Sculptures
633,2020-08-09,66584.0,Wall Sculptures
634,2020-08-10,57920.0,Wall Sculptures
635,2020-08-11,57920.0,Wall Sculptures
636,2020-08-12,50205.0,Wall Sculptures
637,2020-08-13,50205.0,Wall Sculptures
638,2020-08-14,50205.0,Wall Sculptures
639,2020-08-15,50551.0,Wall Sculptures
640,2020-08-16,50551.0,Wall Sculptures
641,2020-08-17,49676.0,Wall Sculptures
642,2020-08-18,49676.0,Wall Sculptures
643,2020-08-19,49676.0,Wall Sculptures
644,2020-08-20,45788.0,Wall Sculptures
645,2020-08-21,35982.0,Wall Sculptures
646,2020-08-22,35982.0,Wall Sculptures
647,2020-08-23,35982.0,Wall Sculptures
648,2020-08-24,35982.0,Wall Sculptures
649,2020-08-25,48816.0,Wall Sculptures
650,2020-08-26,48816.0,Wall Sculptures
651,2020-08-27,48581.0,Wall Sculptures
652,2020-08-28,46925.0,Wall Sculptures
653,2020-08-29,46925.0,Wall Sculptures
654,2020-08-30,46925.0,Wall Sculptures
655,2020-08-31,46925.0,Wall Sculptures
656,2020-09-01,38544.0,Wall Sculptures
657,2020-09-02,38544.0,Wall Sculptures
658,2020-09-03,38544.0,Wall Sculptures
659,2020-09-04,38544.0,Wall Sculptures
660,2020-09-05,38544.0,Wall Sculptures
661,2020-09-06,38544.0,Wall Sculptures
662,2020-09-07,38544.0,Wall Sculptures
663,2020-09-08,38364.0,Wall Sculptures
664,2020-09-09,36734.0,Wall Sculptures
665,2020-09-10,36734.0,Wall Sculptures
666,2020-09-11,25563.0,Wall Sculptures
667,2020-09-12,25563.0,Wall Sculptures
668,2020-09-13,25563.0,Wall Sculptures
669,2020-09-14,25563.0,Wall Sculptures
670,2020-09-15,25563.0,Wall Sculptures
671,2020-09-16,73371.0,Wall Sculptures
672,2020-09-17,73371.0,Wall Sculptures
673,2020-09-18,73371.0,Wall Sculptures
674,2020-09-19,73371.0,Wall Sculptures
675,2020-09-20,73371.0,Wall Sculptures
676,2020-09-21,73371.0,Wall Sculptures
677,2020-09-22,76013.0,Wall Sculptures
678,2020-09-23,76013.0,Wall Sculptures
679,2020-09-24,76013.0,Wall Sculptures
680,2020-09-25,76013.0,Wall Sculptures
681,2020-09-26,76013.0,Wall Sculptures
682,2020-09-27,76013.0,Wall Sculptures
683,2020-09-28,94676.0,Wall Sculptures
684,2020-09-29,94676.0,Wall Sculptures
685,2020-09-30,94676.0,Wall Sculptures
686,2020-10-01,94676.0,Wall Sculptures
687,2020-10-02,94676.0,Wall Sculptures
688,2020-10-03,94676.0,Wall Sculptures
689,2020-10-04,94676.0,Wall Sculptures
690,2020-10-05,94676.0,Wall Sculptures
691,2020-10-06,37101.0,Wall Sculptures
692,2020-10-07,37101.0,Wall Sculptures
693,2020-10-08,37101.0,Wall Sculptures
694,2020-10-09,37101.0,Wall Sculptures
695,2020-10-10,37101.0,Wall Sculptures
696,2020-10-11,37101.0,Wall Sculptures
697,2020-10-12,46064.0,Wall Sculptures
698,2020-10-13,46064.0,Wall Sculptures
699,2020-10-14,60008.0,Wall Sculptures
700,2020-10-15,54087.0,Wall Sculptures
701,2020-10-16,54087.0,Wall Sculptures
702,2020-10-17,54087.0,Wall Sculptures
703,2020-10-18,54087.0,Wall Sculptures
704,2020-10-19,44867.0,Wall Sculptures
705,2020-10-20,44867.0,Wall Sculptures
706,2020-10-21,44867.0,Wall Sculptures
707,2020-10-22,45587.0,Wall Sculptures
708,2020-10-23,49102.0,Wall Sculptures
709,2020-10-24,49102.0,Wall Sculptures
710,2020-10-25,49102.0,Wall Sculptures
711,2020-10-26,49102.0,Wall Sculptures
712,2020-10-27,40535.0,Wall Sculptures
713,2020-10-28,40535.0,Wall Sculptures
714,2020-10-29,40535.0,Wall Sculptures
715,2020-10-30,40535.0,Wall Sculptures
716,2020-10-31,40535.0,Wall Sculptures
717,2020-11-01,40535.0,Wall Sculptures
718,2020-11-02,40535.0,Wall Sculptures
719,2020-11-03,53793.0,Wall Sculptures
720,2020-11-04,53793.0,Wall Sculptures
721,2020-11-05,48801.0,Wall Sculptures
722,2020-11-06,48801.0,Wall Sculptures
723,2020-11-07,48801.0,Wall Sculptures
724,2020-11-08,48801.0,Wall Sculptures
725,2020-11-09,52597.0,Wall Sculptures
726,2020-11-10,52597.0,Wall Sculptures
727,2020-11-11,52597.0,Wall Sculptures
728,2020-11-12,52597.0,Wall Sculptures
729,2020-11-13,52597.0,Wall Sculptures
730,2020-11-14,52597.0,Wall Sculptures
731,2020-11-15,52597.0,Wall Sculptures
732,2020-11-16,76520.0,Wall Sculptures
733,2020-11-17,76520.0,Wall Sculptures
734,2020-11-18,76520.0,Wall Sculptures
735,2020-11-19,76520.0,Wall Sculptures
736,2020-11-20,73775.0,Wall Sculptures
737,2020-11-21,60096.0,Wall Sculptures
738,2020-11-22,60096.0,Wall Sculptures
739,2020-11-23,60096.0,Wall Sculptures
740,2020-11-24,60096.0,Wall Sculptures
741,2020-11-25,60096.0,Wall Sculptures
742,2020-11-26,99505.0,Wall Sculptures
743,2020-11-27,99505.0,Wall Sculptures
744,2020-11-28,80468.0,Wall Sculptures
745,2020-11-29,80468.0,Wall Sculptures
746,2020-11-30,80468.0,Wall Sculptures
747,2020-12-01,50597.0,Wall Sculptures
748,2020-12-02,50597.0,Wall Sculptures
749,2020-12-03,50597.0,Wall Sculptures
750,2020-12-04,50597.0,Wall Sculptures
751,2020-12-05,50597.0,Wall Sculptures
752,2020-12-06,50597.0,Wall Sculptures
753,2020-12-07,87317.0,Wall Sculptures
754,2020-12-08,87317.0,Wall Sculptures
755,2020-12-09,87317.0,Wall Sculptures
756,2020-12-10,97858.0,Wall Sculptures
757,2020-12-11,97858.0,Wall Sculptures
758,2020-12-12,97858.0,Wall Sculptures
759,2020-12-13,97858.0,Wall Sculptures
760,2020-12-14,97858.0,Wall Sculptures
761,2020-12-15,97858.0,Wall Sculptures
762,2020-12-16,97858.0,Wall Sculptures
763,2020-12-17,97858.0,Wall Sculptures
764,2020-12-18,144118.0,Wall Sculptures
765,2020-12-19,144566.0,Wall Sculptures
766,2020-12-20,144566.0,Wall Sculptures
767,2020-12-21,144566.0,Wall Sculptures
768,2020-12-22,144566.0,Wall Sculptures
769,2020-12-23,144566.0,Wall Sculptures
770,2020-12-24,144566.0,Wall Sculptures
771,2020-12-25,144566.0,Wall Sculptures
772,2020-12-26,79563.0,Wall Sculptures
773,2020-12-27,79563.0,Wall Sculptures
774,2020-12-28,79563.0,Wall Sculptures
775,2020-12-29,79563.0,Wall Sculptures
776,2020-12-30,79563.0,Wall Sculptures
777,2020-12-31,44489.0,Wall Sculptures
778,2021-01-01,44489.0,Wall Sculptures
779,2021-01-02,38053.0,Wall Sculptures
780,2021-01-03,38053.0,Wall Sculptures
781,2021-01-04,38053.0,Wall Sculptures
782,2021-01-05,38053.0,Wall Sculptures
783,2021-01-06,58105.0,Wall Sculptures
784,2021-01-07,58105.0,Wall Sculptures
785,2021-01-08,58105.0,Wall Sculptures
786,2021-01-09,58105.0,Wall Sculptures
787,2021-01-10,33877.0,Wall Sculptures
788,2021-01-11,33877.0,Wall Sculptures
789,2021-01-12,33877.0,Wall Sculptures
790,2021-01-13,37925.0,Wall Sculptures
791,2021-01-14,37925.0,Wall Sculptures
792,2021-01-15,37925.0,Wall Sculptures
793,2021-01-16,37925.0,Wall Sculptures
794,2021-01-17,41510.0,Wall Sculptures
795,2021-01-18,41510.0,Wall Sculptures
796,2021-01-19,41510.0,Wall Sculptures
797,2021-01-20,41510.0,Wall Sculptures
798,2021-01-21,40459.0,Wall Sculptures
799,2021-01-22,40459.0,Wall Sculptures
800,2021-01-23,40459.0,Wall Sculptures
801,2021-01-24,40459.0,Wall Sculptures
802,2021-01-25,49344.0,Wall Sculptures
803,2021-01-26,49344.0,Wall Sculptures
804,2021-01-27,49344.0,Wall Sculptures
805,2021-01-28,49344.0,Wall Sculptures
806,2021-01-29,49344.0,Wall Sculptures
807,2021-01-30,49344.0,Wall Sculptures
808,2021-01-31,101436.0,Wall Sculptures
809,2021-02-01,101436.0,Wall Sculptures
810,2021-02-02,101436.0,Wall Sculptures
811,2021-02-03,101436.0,Wall Sculptures
812,2021-02-04,101436.0,Wall Sculptures
813,2021-02-05,101436.0,Wall Sculptures
814,2021-02-06,101436.0,Wall Sculptures
815,2021-02-07,101436.0,Wall Sculptures
816,2021-02-08,101436.0,Wall Sculptures
817,2021-02-09,101436.0,Wall Sculptures
818,2021-02-10,101436.0,Wall Sculptures
819,2021-02-11,101436.0,Wall Sculptures
820,2021-02-12,101436.0,Wall Sculptures
821,2021-02-13,36261.0,Wall Sculptures
822,2021-02-14,36261.0,Wall Sculptures
823,2021-02-15,36261.0,Wall Sculptures
824,2021-02-16,31045.0,Wall Sculptures
825,2021-02-17,31045.0,Wall Sculptures
826,2021-02-18,31045.0,Wall Sculptures
827,2021-02-19,35269.0,Wall Sculptures
828,2021-02-20,35269.0,Wall Sculptures
829,2021-02-21,30525.0,Wall Sculptures
830,2021-02-22,38454.0,Wall Sculptures
831,2021-02-23,38454.0,Wall Sculptures
832,2021-02-24,19808.0,Wall Sculptures
833,2021-02-25,19808.0,Wall Sculptures
834,2021-02-26,19808.0,Wall Sculptures
835,2021-02-27,19808.0,Wall Sculptures
836,2021-02-28,19808.0,Wall Sculptures
837,2021-03-01,19808.0,Wall Sculptures
838,2021-03-02,29427.0,Wall Sculptures
839,2021-03-03,29427.0,Wall Sculptures
840,2021-03-04,29427.0,Wall Sculptures
841,2021-03-05,29427.0,Wall Sculptures
842,2021-03-06,27528.0,Wall Sculptures
843,2021-03-07,27528.0,Wall Sculptures
844,2021-03-08,27528.0,Wall Sculptures
845,2021-03-09,27528.0,Wall Sculptures
846,2021-03-10,27528.0,Wall Sculptures
847,2021-03-11,29923.0,Wall Sculptures
848,2021-03-12,27637.0,Wall Sculptures
849,2021-03-13,27637.0,Wall Sculptures
850,2021-03-14,27637.0,Wall Sculptures
851,2021-03-15,27637.0,Wall Sculptures
852,2021-03-16,24260.0,Wall Sculptures
853,2021-03-17,24260.0,Wall Sculptures
854,2021-03-18,24260.0,Wall Sculptures
855,2021-03-19,21058.0,Wall Sculptures
856,2021-03-20,21058.0,Wall Sculptures
857,2021-03-21,21058.0,Wall Sculptures
858,2021-03-22,21058.0,Wall Sculptures
859,2021-03-23,21058.0,Wall Sculptures
860,2021-03-24,32682.0,Wall Sculptures
861,2021-03-25,32682.0,Wall Sculptures
862,2021-03-26,32682.0,Wall Sculptures
863,2021-03-27,32682.0,Wall Sculptures
864,2021-03-28,32682.0,Wall Sculptures
865,2021-03-29,43890.0,Wall Sculptures
866,2021-03-30,43890.0,Wall Sculptures
867,2021-03-31,26089.0,Wall Sculptures
868,2021-04-01,23000.0,Wall Sculptures
869,2021-04-02,21407.0,Wall Sculptures
870,2021-04-03,21407.0,Wall Sculptures
871,2021-04-04,21407.0,Wall Sculptures
872,2021-04-05,21407.0,Wall Sculptures
873,2021-04-06,24244.0,Wall Sculptures
874,2021-04-07,20880.0,Wall Sculptures
875,2021-04-08,20880.0,Wall Sculptures
876,2021-04-09,20880.0,Wall Sculptures
877,2021-04-10,20880.0,Wall Sculptures
878,2021-04-11,31453.0,Wall Sculptures
879,2021-04-12,31453.0,Wall Sculptures
880,2021-04-13,33994.0,Wall Sculptures
881,2021-04-14,33994.0,Wall Sculptures
882,2021-04-15,33994.0,Wall Sculptures
883,2021-04-16,33994.0,Wall Sculptures
884,2021-04-17,33994.0,Wall Sculptures
885,2021-04-18,33994.0,Wall Sculptures
886,2021-04-19,30258.0,Wall Sculptures
887,2021-04-20,30258.0,Wall Sculptures
888,2021-04-21,30258.0,Wall Sculptures
889,2021-04-22,30258.0,Wall Sculptures
890,2021-04-23,30258.0,Wall Sculptures
891,2021-04-24,30258.0,Wall Sculptures
892,2021-04-25,30258.0,Wall Sculptures
893,2021-04-26,46456.0,Wall Sculptures
894,2021-04-27,46456.0,Wall Sculptures
895,2021-04-28,46456.0,Wall Sculptures
896,2021-04-29,46456.0,Wall Sculptures
897,2021-04-30,39178.0,Wall Sculptures
898,2021-05-01,36559.0,Wall Sculptures
899,2021-05-02,41305.0,Wall Sculptures
900,2021-05-03,41305.0,Wall Sculptures
901,2021-05-04,41305.0,Wall Sculptures
902,2021-05-05,41305.0,Wall Sculptures
903,2021-05-06,49195.0,Wall Sculptures
904,2021-05-07,49195.0,Wall Sculptures
905,2021-05-08,49195.0,Wall Sculptures
906,2021-05-09,49195.0,Wall Sculptures
907,2021-05-10,49195.0,Wall Sculptures
908,2021-05-11,33672.0,Wall Sculptures
909,2021-05-12,33672.0,Wall Sculptures
910,2021-05-13,22129.0,Wall Sculptures
911,2021-05-14,24762.0,Wall Sculptures
912,2021-05-15,24762.0,Wall Sculptures
913,2021-05-16,16976.0,Wall Sculptures
914,2021-05-17,21483.0,Wall Sculptures
915,2021-05-18,21483.0,Wall Sculptures
916,2021-05-19,31224.0,Wall Sculptures
917,2021-05-20,29026.0,Wall Sculptures
918,2021-05-21,29099.0,Wall Sculptures
919,2021-05-22,29099.0,Wall Sculptures
920,2021-05-23,29099.0,Wall Sculptures
921,2021-05-24,22756.0,Wall Sculptures
922,2021-05-25,28752.0,Wall Sculptures
923,2021-05-26,28752.0,Wall Sculptures
924,2021-05-27,28752.0,Wall Sculptures
925,2021-05-28,20846.0,Wall Sculptures
926,2021-05-29,20846.0,Wall Sculptures
927,2021-05-30,23687.0,Wall Sculptures
928,2021-05-31,23687.0,Wall Sculptures
929,2021-06-01,23918.0,Wall Sculptures
930,2021-06-02,23918.0,Wall Sculptures
931,2021-06-03,23918.0,Wall Sculptures
932,2021-06-04,27485.0,Wall Sculptures
933,2021-06-05,27485.0,Wall Sculptures
934,2021-06-06,27485.0,Wall Sculptures
935,2021-06-07,19994.0,Wall Sculptures
936,2021-06-08,19994.0,Wall Sculptures
937,2021-06-09,19994.0,Wall Sculptures
938,2021-06-10,19994.0,Wall Sculptures
939,2021-06-11,23024.0,Wall Sculptures
940,2021-06-12,22680.0,Wall Sculptures
941,2021-06-13,22680.0,Wall Sculptures
942,2021-06-14,22680.0,Wall Sculptures
943,2021-06-15,22680.0,Wall Sculptures
944,2021-06-16,25310.0,Wall Sculptures
945,2021-06-17,26431.0,Wall Sculptures
946,2021-06-18,26431.0,Wall Sculptures
947,2021-06-19,26431.0,Wall Sculptures
948,2021-06-20,26431.0,Wall Sculptures
949,2021-06-21,26575.0,Wall Sculptures
950,2021-06-22,47127.0,Wall Sculptures
951,2021-06-23,47127.0,Wall Sculptures
952,2021-06-24,28785.0,Wall Sculptures
953,2021-06-25,27018.0,Wall Sculptures
954,2021-06-26,27018.0,Wall Sculptures
955,2021-06-27,27018.0,Wall Sculptures
956,2021-06-28,32756.0,Wall Sculptures
957,2021-06-29,32756.0,Wall Sculptures
958,2021-06-30,29009.0,Wall Sculptures
959,2021-07-01,23719.0,Wall Sculptures
960,2021-07-02,23719.0,Wall Sculptures
961,2021-07-03,27491.0,Wall Sculptures
962,2021-07-04,27491.0,Wall Sculptures
963,2021-07-05,26021.0,Wall Sculptures
964,2021-07-06,26021.0,Wall Sculptures
965,2021-07-07,27760.0,Wall Sculptures
966,2021-07-08,27760.0,Wall Sculptures
967,2021-07-09,27760.0,Wall Sculptures
968,2021-07-10,29380.0,Wall Sculptures
