,date,value,name_B089TXNX73
0,2020-06-12,1128.0,Probiotics
1,2020-06-13,1181.0,Probiotics
2,2020-06-14,1167.0,Probiotics
3,2020-06-15,1167.0,Probiotics
4,2020-06-16,1114.0,Probiotics
5,2020-06-17,1265.0,Probiotics
6,2020-06-18,1265.0,Probiotics
7,2020-06-19,1472.0,Probiotics
8,2020-06-20,1472.0,Probiotics
9,2020-06-21,1472.0,Probiotics
10,2020-06-22,1531.0,Probiotics
11,2020-06-23,1531.0,Probiotics
12,2020-06-24,1634.0,Probiotics
13,2020-06-25,1654.0,Probiotics
14,2020-06-26,1654.0,Probiotics
15,2020-06-27,1654.0,Probiotics
16,2020-06-28,1415.0,Probiotics
17,2020-06-29,1415.0,Probiotics
18,2020-06-30,1471.0,Probiotics
19,2020-07-01,1471.0,Probiotics
20,2020-07-02,1471.0,Probiotics
21,2020-07-03,1740.0,Probiotics
22,2020-07-04,1740.0,Probiotics
23,2020-07-05,1740.0,Probiotics
24,2020-07-06,1590.0,Probiotics
25,2020-07-07,1590.0,Probiotics
26,2020-07-08,1590.0,Probiotics
27,2020-07-09,1788.0,Probiotics
28,2020-07-10,1788.0,Probiotics
29,2020-07-11,1788.0,Probiotics
30,2020-07-12,1788.0,Probiotics
31,2020-07-13,1519.0,Probiotics
32,2020-07-14,1519.0,Probiotics
33,2020-07-15,1519.0,Probiotics
34,2020-07-16,1538.0,Probiotics
35,2020-07-17,1538.0,Probiotics
36,2020-07-18,1538.0,Probiotics
37,2020-07-19,1145.0,Probiotics
38,2020-07-20,1145.0,Probiotics
39,2020-07-21,939.0,Probiotics
40,2020-07-22,939.0,Probiotics
41,2020-07-23,939.0,Probiotics
42,2020-07-24,969.0,Probiotics
43,2020-07-25,969.0,Probiotics
44,2020-07-26,969.0,Probiotics
45,2020-07-27,1208.0,Probiotics
46,2020-07-28,1208.0,Probiotics
47,2020-07-29,1098.0,Probiotics
48,2020-07-30,1098.0,Probiotics
49,2020-07-31,1098.0,Probiotics
50,2020-08-01,1098.0,Probiotics
51,2020-08-02,1210.0,Probiotics
52,2020-08-03,1210.0,Probiotics
53,2020-08-04,1107.0,Probiotics
54,2020-08-05,1107.0,Probiotics
55,2020-08-06,1107.0,Probiotics
56,2020-08-07,1055.0,Probiotics
57,2020-08-08,1055.0,Probiotics
58,2020-08-09,1164.0,Probiotics
59,2020-08-10,1164.0,Probiotics
60,2020-08-11,1160.0,Probiotics
61,2020-08-12,1160.0,Probiotics
62,2020-08-13,1160.0,Probiotics
63,2020-08-14,1112.0,Probiotics
64,2020-08-15,1112.0,Probiotics
65,2020-08-16,1170.0,Probiotics
66,2020-08-17,1170.0,Probiotics
67,2020-08-18,1170.0,Probiotics
68,2020-08-19,1161.0,Probiotics
69,2020-08-20,1161.0,Probiotics
70,2020-08-21,1120.0,Probiotics
71,2020-08-22,1120.0,Probiotics
72,2020-08-23,1120.0,Probiotics
73,2020-08-24,1141.0,Probiotics
74,2020-08-25,1141.0,Probiotics
75,2020-08-26,1014.0,Probiotics
76,2020-08-27,1014.0,Probiotics
77,2020-08-28,1014.0,Probiotics
78,2020-08-29,935.0,Probiotics
79,2020-08-30,935.0,Probiotics
80,2020-08-31,935.0,Probiotics
81,2020-09-01,915.0,Probiotics
82,2020-09-02,915.0,Probiotics
83,2020-09-03,989.0,Probiotics
84,2020-09-04,989.0,Probiotics
85,2020-09-05,989.0,Probiotics
86,2020-09-06,1100.0,Probiotics
87,2020-09-07,1100.0,Probiotics
88,2020-09-08,1030.0,Probiotics
89,2020-09-09,1030.0,Probiotics
90,2020-09-10,1030.0,Probiotics
91,2020-09-11,1042.0,Probiotics
92,2020-09-12,1042.0,Probiotics
93,2020-09-13,1118.0,Probiotics
94,2020-09-14,1118.0,Probiotics
95,2020-09-15,1118.0,Probiotics
96,2020-09-16,1073.0,Probiotics
97,2020-09-17,1073.0,Probiotics
98,2020-09-18,1073.0,Probiotics
99,2020-09-19,1299.0,Probiotics
100,2020-09-20,1299.0,Probiotics
101,2020-09-21,1448.0,Probiotics
102,2020-09-22,1448.0,Probiotics
103,2020-09-23,1448.0,Probiotics
104,2020-09-24,1657.0,Probiotics
105,2020-09-25,1657.0,Probiotics
106,2020-09-26,1657.0,Probiotics
107,2020-09-27,1461.0,Probiotics
108,2020-09-28,1461.0,Probiotics
109,2020-09-29,1448.0,Probiotics
110,2020-09-30,1448.0,Probiotics
111,2020-10-01,1448.0,Probiotics
112,2020-10-02,1431.0,Probiotics
113,2020-10-03,1431.0,Probiotics
114,2020-10-04,1475.0,Probiotics
115,2020-10-05,1455.0,Probiotics
116,2020-10-06,1606.0,Probiotics
117,2020-10-07,1606.0,Probiotics
118,2020-10-08,1562.0,Probiotics
119,2020-10-09,1562.0,Probiotics
120,2020-10-10,1349.0,Probiotics
121,2020-10-11,1349.0,Probiotics
122,2020-10-12,1349.0,Probiotics
123,2020-10-13,1538.0,Probiotics
124,2020-10-14,1538.0,Probiotics
125,2020-10-15,1538.0,Probiotics
126,2020-10-16,1411.0,Probiotics
127,2020-10-17,1411.0,Probiotics
128,2020-10-18,1074.0,Probiotics
129,2020-10-19,1074.0,Probiotics
130,2020-10-20,1074.0,Probiotics
131,2020-10-21,1295.0,Probiotics
132,2020-10-22,1295.0,Probiotics
133,2020-10-23,1148.0,Probiotics
134,2020-10-24,1148.0,Probiotics
135,2020-10-25,1148.0,Probiotics
136,2020-10-26,1196.0,Probiotics
137,2020-10-27,1196.0,Probiotics
138,2020-10-28,1196.0,Probiotics
139,2020-10-29,1088.0,Probiotics
140,2020-10-30,1088.0,Probiotics
141,2020-10-31,1170.0,Probiotics
142,2020-11-01,1170.0,Probiotics
143,2020-11-02,1295.0,Probiotics
144,2020-11-03,1295.0,Probiotics
145,2020-11-04,1295.0,Probiotics
146,2020-11-05,1060.0,Probiotics
147,2020-11-06,1060.0,Probiotics
148,2020-11-07,1033.0,Probiotics
149,2020-11-08,1033.0,Probiotics
150,2020-11-09,1033.0,Probiotics
151,2020-11-10,964.0,Probiotics
152,2020-11-11,1073.0,Probiotics
153,2020-11-12,1073.0,Probiotics
154,2020-11-13,1073.0,Probiotics
155,2020-11-14,1023.0,Probiotics
156,2020-11-15,1106.0,Probiotics
157,2020-11-16,1106.0,Probiotics
158,2020-11-17,1255.0,Probiotics
159,2020-11-18,1255.0,Probiotics
160,2020-11-19,1255.0,Probiotics
161,2020-11-20,1632.0,Probiotics
162,2020-11-21,1632.0,Probiotics
163,2020-11-22,1815.0,Probiotics
164,2020-11-23,1739.0,Probiotics
165,2020-11-24,1739.0,Probiotics
166,2020-11-25,1739.0,Probiotics
167,2020-11-26,1739.0,Probiotics
168,2020-11-27,1716.0,Probiotics
169,2020-11-28,1716.0,Probiotics
170,2020-11-29,1716.0,Probiotics
171,2020-11-30,1973.0,Probiotics
172,2020-12-01,1690.0,Probiotics
173,2020-12-02,1690.0,Probiotics
174,2020-12-03,1577.0,Probiotics
175,2020-12-04,1577.0,Probiotics
176,2020-12-05,1577.0,Probiotics
177,2020-12-06,1155.0,Probiotics
178,2020-12-07,1153.0,Probiotics
179,2020-12-08,1153.0,Probiotics
180,2020-12-09,1153.0,Probiotics
181,2020-12-10,1196.0,Probiotics
182,2020-12-11,1254.0,Probiotics
183,2020-12-12,1275.0,Probiotics
184,2020-12-13,1370.0,Probiotics
185,2020-12-14,1451.0,Probiotics
186,2020-12-15,1359.0,Probiotics
187,2020-12-16,1295.0,Probiotics
188,2020-12-17,1357.0,Probiotics
189,2020-12-18,1291.0,Probiotics
190,2020-12-19,1262.0,Probiotics
191,2020-12-20,1272.0,Probiotics
192,2020-12-21,1318.0,Probiotics
193,2020-12-22,1200.0,Probiotics
194,2020-12-23,1087.0,Probiotics
195,2020-12-24,1091.0,Probiotics
196,2020-12-25,1113.0,Probiotics
197,2020-12-26,1032.0,Probiotics
198,2020-12-27,975.0,Probiotics
199,2020-12-28,1053.0,Probiotics
200,2020-12-29,1105.0,Probiotics
201,2020-12-30,1011.0,Probiotics
202,2020-12-31,876.0,Probiotics
203,2021-01-01,836.0,Probiotics
204,2021-01-02,910.0,Probiotics
205,2021-01-03,910.0,Probiotics
206,2021-01-04,903.0,Probiotics
207,2021-01-05,903.0,Probiotics
208,2021-01-06,964.0,Probiotics
209,2021-01-07,964.0,Probiotics
210,2021-01-08,964.0,Probiotics
211,2021-01-09,1097.0,Probiotics
212,2021-01-10,1097.0,Probiotics
213,2021-01-11,1107.0,Probiotics
214,2021-01-12,1107.0,Probiotics
215,2021-01-13,1107.0,Probiotics
216,2021-01-14,951.0,Probiotics
217,2021-01-15,951.0,Probiotics
218,2021-01-16,959.0,Probiotics
219,2021-01-17,959.0,Probiotics
220,2021-01-18,946.0,Probiotics
221,2021-01-19,946.0,Probiotics
222,2021-01-20,1017.0,Probiotics
223,2021-01-21,1017.0,Probiotics
224,2021-01-22,973.0,Probiotics
225,2021-01-23,973.0,Probiotics
226,2021-01-24,973.0,Probiotics
227,2021-01-25,1124.0,Probiotics
228,2021-01-26,1124.0,Probiotics
229,2021-01-27,1010.0,Probiotics
230,2021-01-28,1010.0,Probiotics
231,2021-01-29,926.0,Probiotics
232,2021-01-30,926.0,Probiotics
233,2021-01-31,926.0,Probiotics
234,2021-02-01,809.0,Probiotics
235,2021-02-02,865.0,Probiotics
236,2021-02-03,753.0,Probiotics
237,2021-02-04,753.0,Probiotics
238,2021-02-05,753.0,Probiotics
239,2021-02-06,780.0,Probiotics
240,2021-02-07,780.0,Probiotics
241,2021-02-08,780.0,Probiotics
242,2021-02-09,866.0,Probiotics
243,2021-02-10,866.0,Probiotics
244,2021-02-11,680.0,Probiotics
245,2021-02-12,689.0,Probiotics
246,2021-02-13,689.0,Probiotics
247,2021-02-14,689.0,Probiotics
248,2021-02-15,641.0,Probiotics
249,2021-02-16,641.0,Probiotics
250,2021-02-17,641.0,Probiotics
251,2021-02-18,636.0,Probiotics
252,2021-02-19,636.0,Probiotics
253,2021-02-20,603.0,Probiotics
254,2021-02-21,603.0,Probiotics
255,2021-02-22,603.0,Probiotics
256,2021-02-23,810.0,Probiotics
257,2021-02-24,810.0,Probiotics
258,2021-02-25,652.0,Probiotics
259,2021-02-26,652.0,Probiotics
260,2021-02-27,704.0,Probiotics
261,2021-02-28,704.0,Probiotics
262,2021-03-01,707.0,Probiotics
263,2021-03-02,707.0,Probiotics
264,2021-03-03,656.0,Probiotics
265,2021-03-04,656.0,Probiotics
266,2021-03-05,656.0,Probiotics
267,2021-03-06,698.0,Probiotics
268,2021-03-07,698.0,Probiotics
269,2021-03-08,660.0,Probiotics
270,2021-03-09,678.0,Probiotics
271,2021-03-10,678.0,Probiotics
272,2021-03-11,631.0,Probiotics
273,2021-03-12,638.0,Probiotics
274,2021-03-13,638.0,Probiotics
275,2021-03-14,638.0,Probiotics
276,2021-03-15,751.0,Probiotics
277,2021-03-16,751.0,Probiotics
278,2021-03-17,714.0,Probiotics
279,2021-03-18,714.0,Probiotics
280,2021-03-19,714.0,Probiotics
281,2021-03-20,766.0,Probiotics
282,2021-03-21,766.0,Probiotics
283,2021-03-22,812.0,Probiotics
284,2021-03-23,812.0,Probiotics
285,2021-03-24,812.0,Probiotics
286,2021-03-25,852.0,Probiotics
287,2021-03-26,852.0,Probiotics
288,2021-03-27,852.0,Probiotics
289,2021-03-28,981.0,Probiotics
290,2021-03-29,981.0,Probiotics
291,2021-03-30,838.0,Probiotics
292,2021-03-31,838.0,Probiotics
293,2021-04-01,838.0,Probiotics
294,2021-04-02,819.0,Probiotics
295,2021-04-03,819.0,Probiotics
296,2021-04-04,726.0,Probiotics
297,2021-04-05,726.0,Probiotics
298,2021-04-06,726.0,Probiotics
299,2021-04-07,928.0,Probiotics
300,2021-04-08,862.0,Probiotics
301,2021-04-09,862.0,Probiotics
302,2021-04-10,809.0,Probiotics
303,2021-04-11,809.0,Probiotics
304,2021-04-12,902.0,Probiotics
305,2021-04-13,902.0,Probiotics
306,2021-04-14,964.0,Probiotics
307,2021-04-15,964.0,Probiotics
308,2021-04-16,964.0,Probiotics
309,2021-04-17,857.0,Probiotics
310,2021-04-18,776.0,Probiotics
311,2021-04-19,776.0,Probiotics
312,2021-04-20,932.0,Probiotics
313,2021-04-21,932.0,Probiotics
314,2021-04-22,857.0,Probiotics
315,2021-04-23,845.0,Probiotics
316,2021-04-24,845.0,Probiotics
317,2021-04-25,845.0,Probiotics
318,2021-04-26,896.0,Probiotics
319,2021-04-27,896.0,Probiotics
320,2021-04-28,776.0,Probiotics
321,2021-04-29,776.0,Probiotics
322,2021-04-30,849.0,Probiotics
323,2021-05-01,849.0,Probiotics
324,2021-05-02,794.0,Probiotics
325,2021-05-03,861.0,Probiotics
326,2021-05-04,861.0,Probiotics
327,2021-05-05,911.0,Probiotics
328,2021-05-06,911.0,Probiotics
329,2021-05-07,880.0,Probiotics
330,2021-05-08,880.0,Probiotics
331,2021-05-09,899.0,Probiotics
332,2021-05-10,899.0,Probiotics
333,2021-05-11,952.0,Probiotics
334,2021-05-12,952.0,Probiotics
335,2021-05-13,818.0,Probiotics
336,2021-05-14,818.0,Probiotics
337,2021-05-15,695.0,Probiotics
338,2021-05-16,689.0,Probiotics
339,2021-05-17,765.0,Probiotics
340,2021-05-18,796.0,Probiotics
341,2021-05-19,796.0,Probiotics
342,2021-05-20,713.0,Probiotics
343,2021-05-21,837.0,Probiotics
344,2021-05-22,837.0,Probiotics
345,2021-05-23,842.0,Probiotics
346,2021-05-24,842.0,Probiotics
347,2021-05-25,945.0,Probiotics
348,2021-05-26,945.0,Probiotics
349,2021-05-27,743.0,Probiotics
350,2021-05-28,743.0,Probiotics
351,2021-05-29,789.0,Probiotics
352,2021-05-30,789.0,Probiotics
353,2021-05-31,797.0,Probiotics
354,2021-06-01,894.0,Probiotics
355,2021-06-02,894.0,Probiotics
356,2021-06-03,849.0,Probiotics
357,2021-06-04,849.0,Probiotics
358,2021-06-05,849.0,Probiotics
359,2021-06-06,850.0,Probiotics
360,2021-06-07,925.0,Probiotics
361,2021-06-08,925.0,Probiotics
362,2021-06-09,875.0,Probiotics
363,2021-06-10,875.0,Probiotics
364,2021-06-11,811.0,Probiotics
365,2021-06-12,811.0,Probiotics
366,2021-06-13,663.0,Probiotics
367,2021-06-14,663.0,Probiotics
368,2021-06-15,671.0,Probiotics
369,2021-06-16,744.0,Probiotics
370,2021-06-17,710.0,Probiotics
371,2021-06-18,710.0,Probiotics
372,2021-06-19,710.0,Probiotics
373,2021-06-20,583.0,Probiotics
374,2021-06-21,837.0,Probiotics
375,2021-06-22,1063.0,Probiotics
376,2021-06-23,1063.0,Probiotics
377,2021-06-24,820.0,Probiotics
378,2021-06-25,720.0,Probiotics
379,2021-06-26,720.0,Probiotics
380,2021-06-27,674.0,Probiotics
381,2021-06-28,674.0,Probiotics
382,2021-06-29,674.0,Probiotics
383,2021-06-30,780.0,Probiotics
384,2021-07-01,780.0,Probiotics
385,2021-07-02,768.0,Probiotics
386,2021-07-03,768.0,Probiotics
387,2021-07-04,693.0,Probiotics
388,2021-07-05,693.0,Probiotics
389,2021-07-06,693.0,Probiotics
390,2021-07-07,724.0,Probiotics
391,2021-07-08,724.0,Probiotics
392,2021-07-09,684.0,Probiotics
393,2021-07-10,608.0,Probiotics
