,date,value,name_B08D9HDGXQ
141,2020-12-17,388819.0,Home & Kitchen Features
142,2020-12-18,388819.0,Home & Kitchen Features
143,2020-12-19,388819.0,Home & Kitchen Features
144,2020-12-20,388819.0,Home & Kitchen Features
145,2020-12-21,388819.0,Home & Kitchen Features
146,2020-12-22,388819.0,Home & Kitchen Features
147,2020-12-23,198362.0,Home & Kitchen Features
148,2020-12-24,198362.0,Home & Kitchen Features
149,2020-12-25,198362.0,Home & Kitchen Features
150,2020-12-26,198362.0,Home & Kitchen Features
151,2020-12-27,198362.0,Home & Kitchen Features
152,2020-12-28,179813.0,Home & Kitchen Features
153,2020-12-29,179813.0,Home & Kitchen Features
154,2020-12-30,179813.0,Home & Kitchen Features
155,2020-12-31,179813.0,Home & Kitchen Features
156,2021-01-01,208254.0,Home & Kitchen Features
157,2021-01-02,208254.0,Home & Kitchen Features
158,2021-01-03,208254.0,Home & Kitchen Features
159,2021-01-04,208254.0,Home & Kitchen Features
160,2021-01-05,208254.0,Home & Kitchen Features
161,2021-01-06,114426.0,Home & Kitchen Features
162,2021-01-07,114426.0,Home & Kitchen Features
163,2021-01-08,114426.0,Home & Kitchen Features
164,2021-01-09,114426.0,Home & Kitchen Features
165,2021-01-10,114426.0,Home & Kitchen Features
166,2021-01-11,124551.0,Home & Kitchen Features
167,2021-01-12,124551.0,Home & Kitchen Features
168,2021-01-13,56233.0,Home & Kitchen Features
169,2021-01-14,56233.0,Home & Kitchen Features
170,2021-01-15,56233.0,Home & Kitchen Features
171,2021-01-16,56233.0,Home & Kitchen Features
172,2021-01-17,56233.0,Home & Kitchen Features
173,2021-01-18,56233.0,Home & Kitchen Features
174,2021-01-19,56233.0,Home & Kitchen Features
175,2021-01-20,56233.0,Home & Kitchen Features
176,2021-01-21,193391.0,Home & Kitchen Features
177,2021-01-22,193391.0,Home & Kitchen Features
178,2021-01-23,193391.0,Home & Kitchen Features
179,2021-01-24,193391.0,Home & Kitchen Features
180,2021-01-25,193391.0,Home & Kitchen Features
181,2021-01-26,193391.0,Home & Kitchen Features
182,2021-01-27,193391.0,Home & Kitchen Features
183,2021-01-28,193391.0,Home & Kitchen Features
184,2021-01-29,193391.0,Home & Kitchen Features
185,2021-01-30,562655.0,Home & Kitchen Features
186,2021-01-31,562655.0,Home & Kitchen Features
187,2021-02-01,562655.0,Home & Kitchen Features
188,2021-02-02,562655.0,Home & Kitchen Features
189,2021-02-03,562655.0,Home & Kitchen Features
190,2021-02-04,562655.0,Home & Kitchen Features
191,2021-02-05,562655.0,Home & Kitchen Features
192,2021-02-06,562655.0,Home & Kitchen Features
193,2021-02-07,562655.0,Home & Kitchen Features
194,2021-02-08,562655.0,Home & Kitchen Features
195,2021-02-09,562655.0,Home & Kitchen Features
196,2021-02-10,562655.0,Home & Kitchen Features
197,2021-02-11,562655.0,Home & Kitchen Features
198,2021-02-12,562655.0,Home & Kitchen Features
199,2021-02-13,562655.0,Home & Kitchen Features
200,2021-02-14,562655.0,Home & Kitchen Features
201,2021-02-15,286836.0,Home & Kitchen Features
202,2021-02-16,286836.0,Home & Kitchen Features
203,2021-02-17,286836.0,Home & Kitchen Features
204,2021-02-18,286836.0,Home & Kitchen Features
205,2021-02-19,286836.0,Home & Kitchen Features
206,2021-02-20,286836.0,Home & Kitchen Features
207,2021-02-21,286836.0,Home & Kitchen Features
208,2021-02-22,286836.0,Home & Kitchen Features
209,2021-02-23,286836.0,Home & Kitchen Features
210,2021-02-24,510259.0,Home & Kitchen Features
211,2021-02-25,510259.0,Home & Kitchen Features
212,2021-02-26,510259.0,Home & Kitchen Features
213,2021-02-27,510259.0,Home & Kitchen Features
214,2021-02-28,510259.0,Home & Kitchen Features
215,2021-03-01,510259.0,Home & Kitchen Features
216,2021-03-02,198943.0,Home & Kitchen Features
217,2021-03-03,198943.0,Home & Kitchen Features
218,2021-03-04,198943.0,Home & Kitchen Features
219,2021-03-05,198943.0,Home & Kitchen Features
220,2021-03-06,105044.0,Home & Kitchen Features
221,2021-03-07,105044.0,Home & Kitchen Features
222,2021-03-08,105044.0,Home & Kitchen Features
223,2021-03-09,105044.0,Home & Kitchen Features
224,2021-03-10,105044.0,Home & Kitchen Features
225,2021-03-11,90309.0,Home & Kitchen Features
226,2021-03-12,90309.0,Home & Kitchen Features
227,2021-03-13,90309.0,Home & Kitchen Features
228,2021-03-14,90309.0,Home & Kitchen Features
229,2021-03-15,105110.0,Home & Kitchen Features
230,2021-03-16,105110.0,Home & Kitchen Features
231,2021-03-17,105110.0,Home & Kitchen Features
232,2021-03-18,105110.0,Home & Kitchen Features
233,2021-03-19,137951.0,Home & Kitchen Features
234,2021-03-20,137951.0,Home & Kitchen Features
235,2021-03-21,137951.0,Home & Kitchen Features
236,2021-03-22,68100.0,Home & Kitchen Features
237,2021-03-23,76991.0,Home & Kitchen Features
238,2021-03-24,76991.0,Home & Kitchen Features
239,2021-03-25,76991.0,Home & Kitchen Features
240,2021-03-26,108325.0,Home & Kitchen Features
241,2021-03-27,108325.0,Home & Kitchen Features
242,2021-03-28,108325.0,Home & Kitchen Features
243,2021-03-29,108325.0,Home & Kitchen Features
244,2021-03-30,119721.0,Home & Kitchen Features
245,2021-03-31,177159.0,Home & Kitchen Features
246,2021-04-01,177159.0,Home & Kitchen Features
247,2021-04-02,177159.0,Home & Kitchen Features
248,2021-04-03,177159.0,Home & Kitchen Features
249,2021-04-04,177159.0,Home & Kitchen Features
250,2021-04-05,177159.0,Home & Kitchen Features
251,2021-04-06,177159.0,Home & Kitchen Features
252,2021-04-07,128003.0,Home & Kitchen Features
253,2021-04-08,128003.0,Home & Kitchen Features
254,2021-04-09,146521.0,Home & Kitchen Features
255,2021-04-10,146521.0,Home & Kitchen Features
256,2021-04-11,146521.0,Home & Kitchen Features
257,2021-04-12,146521.0,Home & Kitchen Features
258,2021-04-13,146521.0,Home & Kitchen Features
259,2021-04-14,146521.0,Home & Kitchen Features
260,2021-04-15,146521.0,Home & Kitchen Features
261,2021-04-16,146521.0,Home & Kitchen Features
262,2021-04-17,146521.0,Home & Kitchen Features
263,2021-04-18,146521.0,Home & Kitchen Features
264,2021-04-19,146521.0,Home & Kitchen Features
265,2021-04-20,99967.0,Home & Kitchen Features
266,2021-04-21,99967.0,Home & Kitchen Features
267,2021-04-22,99967.0,Home & Kitchen Features
268,2021-04-23,99967.0,Home & Kitchen Features
269,2021-04-24,99967.0,Home & Kitchen Features
270,2021-04-25,99967.0,Home & Kitchen Features
271,2021-04-26,99967.0,Home & Kitchen Features
272,2021-04-27,127282.0,Home & Kitchen Features
273,2021-04-28,178233.0,Home & Kitchen Features
274,2021-04-29,178233.0,Home & Kitchen Features
275,2021-04-30,178233.0,Home & Kitchen Features
276,2021-05-01,178233.0,Home & Kitchen Features
277,2021-05-02,164155.0,Home & Kitchen Features
278,2021-05-03,164155.0,Home & Kitchen Features
279,2021-05-04,162225.0,Home & Kitchen Features
280,2021-05-05,162225.0,Home & Kitchen Features
281,2021-05-06,162225.0,Home & Kitchen Features
282,2021-05-07,120533.0,Home & Kitchen Features
283,2021-05-08,120533.0,Home & Kitchen Features
284,2021-05-09,120533.0,Home & Kitchen Features
285,2021-05-10,120533.0,Home & Kitchen Features
286,2021-05-11,120533.0,Home & Kitchen Features
287,2021-05-12,120533.0,Home & Kitchen Features
288,2021-05-13,120533.0,Home & Kitchen Features
289,2021-05-14,120533.0,Home & Kitchen Features
290,2021-05-15,120533.0,Home & Kitchen Features
291,2021-05-16,120533.0,Home & Kitchen Features
292,2021-05-17,120533.0,Home & Kitchen Features
293,2021-05-18,120533.0,Home & Kitchen Features
294,2021-05-19,120533.0,Home & Kitchen Features
295,2021-05-20,120533.0,Home & Kitchen Features
296,2021-05-21,141582.0,Home & Kitchen Features
297,2021-05-22,141582.0,Home & Kitchen Features
298,2021-05-23,141582.0,Home & Kitchen Features
299,2021-05-24,141582.0,Home & Kitchen Features
300,2021-05-25,141582.0,Home & Kitchen Features
301,2021-05-26,118063.0,Home & Kitchen Features
302,2021-05-27,82084.0,Home & Kitchen Features
303,2021-05-28,82084.0,Home & Kitchen Features
304,2021-05-29,82084.0,Home & Kitchen Features
305,2021-05-30,66525.0,Home & Kitchen Features
306,2021-05-31,66525.0,Home & Kitchen Features
307,2021-06-01,66525.0,Home & Kitchen Features
308,2021-06-02,66525.0,Home & Kitchen Features
309,2021-06-03,75951.0,Home & Kitchen Features
310,2021-06-04,75951.0,Home & Kitchen Features
311,2021-06-05,75951.0,Home & Kitchen Features
312,2021-06-06,75951.0,Home & Kitchen Features
313,2021-06-07,75951.0,Home & Kitchen Features
314,2021-06-08,75951.0,Home & Kitchen Features
315,2021-06-09,75951.0,Home & Kitchen Features
316,2021-06-10,74502.0,Home & Kitchen Features
317,2021-06-11,74502.0,Home & Kitchen Features
318,2021-06-12,74502.0,Home & Kitchen Features
319,2021-06-13,74502.0,Home & Kitchen Features
320,2021-06-14,74502.0,Home & Kitchen Features
321,2021-06-15,74502.0,Home & Kitchen Features
322,2021-06-16,109984.0,Home & Kitchen Features
323,2021-06-17,109984.0,Home & Kitchen Features
324,2021-06-18,109984.0,Home & Kitchen Features
325,2021-06-19,164501.0,Home & Kitchen Features
326,2021-06-20,164501.0,Home & Kitchen Features
327,2021-06-21,164501.0,Home & Kitchen Features
328,2021-06-22,164501.0,Home & Kitchen Features
329,2021-06-23,164501.0,Home & Kitchen Features
330,2021-06-24,164501.0,Home & Kitchen Features
331,2021-06-25,164501.0,Home & Kitchen Features
332,2021-06-26,164501.0,Home & Kitchen Features
333,2021-06-27,164501.0,Home & Kitchen Features
334,2021-06-28,164501.0,Home & Kitchen Features
335,2021-06-29,164501.0,Home & Kitchen Features
336,2021-06-30,152385.0,Home & Kitchen Features
337,2021-07-01,152385.0,Home & Kitchen Features
338,2021-07-02,152385.0,Home & Kitchen Features
339,2021-07-03,51365.0,Home & Kitchen Features
340,2021-07-04,51365.0,Home & Kitchen Features
341,2021-07-05,90913.0,Home & Kitchen Features
342,2021-07-06,90913.0,Home & Kitchen Features
343,2021-07-07,90913.0,Home & Kitchen Features
344,2021-07-08,90913.0,Home & Kitchen Features
345,2021-07-09,82326.0,Home & Kitchen Features
