,date,value,name_B07YXW3DTH
0,2019-10-14,3707.0,Stands
1,2019-10-15,3193.0,Stands
2,2019-10-16,3128.0,Stands
3,2019-10-17,3591.0,Stands
4,2019-10-18,3166.0,Stands
5,2019-10-19,3872.0,Stands
6,2019-10-20,4094.0,Stands
7,2019-10-21,5282.0,Stands
8,2019-10-22,5122.0,Stands
9,2019-10-23,6399.0,Stands
10,2019-10-24,8258.0,Stands
11,2019-10-25,7038.0,Stands
12,2019-10-26,9640.0,Stands
13,2019-10-27,7507.0,Stands
14,2019-10-28,6625.0,Stands
15,2019-10-29,7388.0,Stands
16,2019-10-30,5642.0,Stands
17,2019-10-31,7235.0,Stands
18,2019-11-01,8723.0,Stands
19,2019-11-02,11177.0,Stands
20,2019-11-03,6997.0,Stands
21,2019-11-04,3940.0,Stands
22,2019-11-05,5815.0,Stands
23,2019-11-06,5741.0,Stands
24,2019-11-07,6004.0,Stands
25,2019-11-08,6015.0,Stands
26,2019-11-09,3870.0,Stands
27,2019-11-10,5265.0,Stands
28,2019-11-11,5265.0,Stands
29,2019-11-12,5410.0,Stands
30,2019-11-13,4492.0,Stands
31,2019-11-14,4492.0,Stands
32,2019-11-15,3681.0,Stands
33,2019-11-16,4405.0,Stands
34,2019-11-17,4405.0,Stands
35,2019-11-18,4111.0,Stands
36,2019-11-19,4111.0,Stands
37,2019-11-20,4111.0,Stands
38,2019-11-21,4806.0,Stands
39,2019-11-22,5279.0,Stands
40,2019-11-23,3335.0,Stands
41,2019-11-24,3335.0,Stands
42,2019-11-25,3027.0,Stands
43,2019-11-26,4172.0,Stands
44,2019-11-27,4172.0,Stands
45,2019-11-28,6926.0,Stands
46,2019-11-29,4873.0,Stands
47,2019-11-30,1851.0,Stands
48,2019-12-01,1851.0,Stands
49,2019-12-02,4312.0,Stands
50,2019-12-03,3130.0,Stands
51,2019-12-04,3130.0,Stands
52,2019-12-05,3130.0,Stands
53,2019-12-06,3130.0,Stands
54,2019-12-07,4590.0,Stands
55,2019-12-08,4590.0,Stands
56,2019-12-09,3495.0,Stands
57,2019-12-10,3495.0,Stands
58,2019-12-11,3495.0,Stands
59,2019-12-12,3765.0,Stands
60,2019-12-13,3765.0,Stands
61,2019-12-14,3765.0,Stands
62,2019-12-15,3765.0,Stands
63,2019-12-16,2418.0,Stands
64,2019-12-17,2418.0,Stands
65,2019-12-18,3599.0,Stands
66,2019-12-19,3599.0,Stands
67,2019-12-20,2933.0,Stands
68,2019-12-21,2933.0,Stands
69,2019-12-22,2349.0,Stands
70,2019-12-23,2349.0,Stands
71,2019-12-24,2444.0,Stands
72,2019-12-25,2444.0,Stands
73,2019-12-26,2444.0,Stands
74,2019-12-27,2996.0,Stands
75,2019-12-28,3482.0,Stands
76,2019-12-29,1613.0,Stands
77,2019-12-30,1613.0,Stands
78,2019-12-31,1613.0,Stands
79,2020-01-01,1613.0,Stands
80,2020-01-02,1613.0,Stands
81,2020-01-03,3028.0,Stands
82,2020-01-04,3005.0,Stands
83,2020-01-05,3005.0,Stands
84,2020-01-06,3005.0,Stands
85,2020-01-07,1554.0,Stands
86,2020-01-08,2568.0,Stands
87,2020-01-09,3310.0,Stands
88,2020-01-10,3379.0,Stands
89,2020-01-11,2778.0,Stands
90,2020-01-12,2778.0,Stands
91,2020-01-13,2183.0,Stands
92,2020-01-14,2183.0,Stands
93,2020-01-15,2183.0,Stands
94,2020-01-16,2183.0,Stands
95,2020-01-17,2981.0,Stands
96,2020-01-18,2981.0,Stands
97,2020-01-19,2981.0,Stands
98,2020-01-20,2524.0,Stands
99,2020-01-21,2524.0,Stands
100,2020-01-22,1948.0,Stands
101,2020-01-23,1948.0,Stands
102,2020-01-24,1948.0,Stands
103,2020-01-25,1910.0,Stands
104,2020-01-26,2933.0,Stands
105,2020-01-27,2933.0,Stands
106,2020-01-28,2700.0,Stands
107,2020-01-29,3355.0,Stands
108,2020-01-30,3355.0,Stands
109,2020-01-31,3355.0,Stands
110,2020-02-01,3355.0,Stands
111,2020-02-02,3355.0,Stands
112,2020-02-03,3355.0,Stands
113,2020-02-04,2774.0,Stands
114,2020-02-05,2774.0,Stands
115,2020-02-06,3586.0,Stands
116,2020-02-07,3586.0,Stands
117,2020-02-08,2930.0,Stands
118,2020-02-09,2930.0,Stands
119,2020-02-10,2930.0,Stands
120,2020-02-11,2930.0,Stands
121,2020-02-12,2930.0,Stands
122,2020-02-13,3090.0,Stands
123,2020-02-14,3090.0,Stands
124,2020-02-15,3075.0,Stands
125,2020-02-16,3075.0,Stands
126,2020-02-17,3075.0,Stands
127,2020-02-18,3075.0,Stands
128,2020-02-19,3075.0,Stands
129,2020-02-20,3075.0,Stands
130,2020-02-21,3717.0,Stands
131,2020-02-22,3717.0,Stands
132,2020-02-23,3717.0,Stands
133,2020-02-24,3717.0,Stands
134,2020-02-25,3734.0,Stands
135,2020-02-26,3734.0,Stands
136,2020-02-27,3734.0,Stands
137,2020-02-28,1552.0,Stands
138,2020-02-29,2068.0,Stands
139,2020-03-01,2068.0,Stands
140,2020-03-02,2775.0,Stands
141,2020-03-03,3200.0,Stands
142,2020-03-04,3200.0,Stands
143,2020-03-05,3200.0,Stands
144,2020-03-06,4196.0,Stands
145,2020-03-07,4196.0,Stands
146,2020-03-08,4196.0,Stands
147,2020-03-09,3515.0,Stands
148,2020-03-10,2948.0,Stands
149,2020-03-11,4594.0,Stands
150,2020-03-12,4594.0,Stands
151,2020-03-13,4594.0,Stands
152,2020-03-14,4594.0,Stands
153,2020-03-15,4594.0,Stands
154,2020-03-16,5851.0,Stands
155,2020-03-17,5851.0,Stands
156,2020-03-18,5851.0,Stands
157,2020-03-19,5851.0,Stands
158,2020-03-20,5851.0,Stands
159,2020-03-21,5851.0,Stands
160,2020-03-22,5851.0,Stands
161,2020-03-23,4508.0,Stands
162,2020-03-24,4508.0,Stands
163,2020-03-25,4508.0,Stands
164,2020-03-26,8129.0,Stands
165,2020-03-27,8129.0,Stands
166,2020-03-28,5388.0,Stands
167,2020-03-29,5388.0,Stands
168,2020-03-30,6524.0,Stands
169,2020-03-31,5301.0,Stands
170,2020-04-01,4936.0,Stands
171,2020-04-02,6353.0,Stands
172,2020-04-03,3960.0,Stands
173,2020-04-04,3960.0,Stands
174,2020-04-05,3960.0,Stands
175,2020-04-06,6611.0,Stands
176,2020-04-07,6611.0,Stands
177,2020-04-08,6611.0,Stands
178,2020-04-09,6611.0,Stands
179,2020-04-10,6611.0,Stands
180,2020-04-11,6611.0,Stands
181,2020-04-12,7607.0,Stands
182,2020-04-13,6366.0,Stands
183,2020-04-14,6366.0,Stands
184,2020-04-15,6366.0,Stands
185,2020-04-16,5238.0,Stands
186,2020-04-17,4971.0,Stands
187,2020-04-18,4971.0,Stands
188,2020-04-19,3692.0,Stands
189,2020-04-20,5571.0,Stands
190,2020-04-21,5922.0,Stands
191,2020-04-22,5922.0,Stands
192,2020-04-23,4866.0,Stands
193,2020-04-24,4277.0,Stands
194,2020-04-25,4277.0,Stands
195,2020-04-26,4522.0,Stands
196,2020-04-27,4522.0,Stands
197,2020-04-28,4522.0,Stands
198,2020-04-29,6388.0,Stands
199,2020-04-30,6388.0,Stands
200,2020-05-01,6388.0,Stands
201,2020-05-02,6271.0,Stands
202,2020-05-03,6271.0,Stands
203,2020-05-04,6271.0,Stands
204,2020-05-05,4707.0,Stands
205,2020-05-06,4707.0,Stands
206,2020-05-07,4707.0,Stands
207,2020-05-08,5519.0,Stands
208,2020-05-09,5893.0,Stands
209,2020-05-10,5893.0,Stands
210,2020-05-11,5893.0,Stands
211,2020-05-12,4734.0,Stands
212,2020-05-13,4734.0,Stands
213,2020-05-14,4734.0,Stands
214,2020-05-15,6130.0,Stands
215,2020-05-16,6130.0,Stands
216,2020-05-17,6130.0,Stands
217,2020-05-18,6111.0,Stands
218,2020-05-19,6111.0,Stands
219,2020-05-20,4960.0,Stands
220,2020-05-21,4960.0,Stands
221,2020-05-22,4960.0,Stands
222,2020-05-23,4916.0,Stands
223,2020-05-24,5296.0,Stands
224,2020-05-25,5137.0,Stands
225,2020-05-26,5137.0,Stands
226,2020-05-27,5566.0,Stands
227,2020-05-28,5414.0,Stands
228,2020-05-29,4285.0,Stands
229,2020-05-30,4285.0,Stands
230,2020-05-31,3799.0,Stands
231,2020-06-01,3514.0,Stands
232,2020-06-02,3514.0,Stands
233,2020-06-03,3514.0,Stands
234,2020-06-04,4282.0,Stands
235,2020-06-05,4282.0,Stands
236,2020-06-06,4282.0,Stands
237,2020-06-07,4282.0,Stands
238,2020-06-08,4306.0,Stands
239,2020-06-09,4306.0,Stands
240,2020-06-10,3428.0,Stands
241,2020-06-11,4090.0,Stands
242,2020-06-12,4090.0,Stands
243,2020-06-13,3902.0,Stands
244,2020-06-14,3902.0,Stands
245,2020-06-15,3730.0,Stands
246,2020-06-16,3707.0,Stands
247,2020-06-17,4283.0,Stands
248,2020-06-18,4283.0,Stands
249,2020-06-19,4283.0,Stands
250,2020-06-20,4283.0,Stands
251,2020-06-21,3753.0,Stands
252,2020-06-22,3753.0,Stands
253,2020-06-23,2815.0,Stands
254,2020-06-24,3214.0,Stands
255,2020-06-25,3214.0,Stands
256,2020-06-26,3214.0,Stands
257,2020-06-27,4968.0,Stands
258,2020-06-28,4185.0,Stands
259,2020-06-29,4548.0,Stands
260,2020-06-30,5197.0,Stands
261,2020-07-01,5197.0,Stands
262,2020-07-02,5524.0,Stands
263,2020-07-03,6049.0,Stands
264,2020-07-04,6049.0,Stands
265,2020-07-05,6049.0,Stands
266,2020-07-06,6866.0,Stands
267,2020-07-07,6866.0,Stands
268,2020-07-08,6970.0,Stands
269,2020-07-09,6970.0,Stands
270,2020-07-10,5930.0,Stands
271,2020-07-11,5336.0,Stands
272,2020-07-12,5055.0,Stands
273,2020-07-13,5055.0,Stands
274,2020-07-14,5055.0,Stands
275,2020-07-15,5085.0,Stands
276,2020-07-16,5014.0,Stands
277,2020-07-17,5014.0,Stands
278,2020-07-18,3257.0,Stands
279,2020-07-19,4124.0,Stands
280,2020-07-20,3089.0,Stands
281,2020-07-21,3089.0,Stands
282,2020-07-22,4601.0,Stands
283,2020-07-23,4601.0,Stands
284,2020-07-24,4601.0,Stands
285,2020-07-25,3658.0,Stands
286,2020-07-26,3861.0,Stands
287,2020-07-27,3861.0,Stands
288,2020-07-28,1763.0,Stands
289,2020-07-29,3089.0,Stands
290,2020-07-30,3089.0,Stands
291,2020-07-31,3023.0,Stands
292,2020-08-01,2901.0,Stands
293,2020-08-02,2901.0,Stands
294,2020-08-03,2119.0,Stands
295,2020-08-04,2492.0,Stands
296,2020-08-05,2613.0,Stands
297,2020-08-06,936.0,Stands
298,2020-08-07,1990.0,Stands
299,2020-08-08,1968.0,Stands
300,2020-08-09,1714.0,Stands
301,2020-08-10,1714.0,Stands
302,2020-08-11,1714.0,Stands
303,2020-08-12,2049.0,Stands
304,2020-08-13,2049.0,Stands
305,2020-08-14,2059.0,Stands
306,2020-08-15,2059.0,Stands
307,2020-08-16,2322.0,Stands
308,2020-08-17,1808.0,Stands
309,2020-08-18,1729.0,Stands
310,2020-08-19,1729.0,Stands
311,2020-08-20,1729.0,Stands
312,2020-08-21,2389.0,Stands
313,2020-08-22,2142.0,Stands
314,2020-08-23,2142.0,Stands
315,2020-08-24,2142.0,Stands
316,2020-08-25,1945.0,Stands
317,2020-08-26,1945.0,Stands
318,2020-08-27,1945.0,Stands
319,2020-08-28,1338.0,Stands
320,2020-08-29,1338.0,Stands
321,2020-08-30,1338.0,Stands
322,2020-08-31,2218.0,Stands
323,2020-09-01,2218.0,Stands
324,2020-09-02,1840.0,Stands
325,2020-09-03,1840.0,Stands
326,2020-09-04,2271.0,Stands
327,2020-09-05,2584.0,Stands
