,date,value,name_B086GKNCT8
74,2020-09-10,28330.0,Bath & Shower Grab Bars
75,2020-09-11,28330.0,Bath & Shower Grab Bars
76,2020-09-12,28330.0,Bath & Shower Grab Bars
77,2020-09-13,28330.0,Bath & Shower Grab Bars
78,2020-09-14,28330.0,Bath & Shower Grab Bars
79,2020-09-15,35088.0,Bath & Shower Grab Bars
80,2020-09-16,35088.0,Bath & Shower Grab Bars
81,2020-09-17,35088.0,Bath & Shower Grab Bars
82,2020-09-18,35088.0,Bath & Shower Grab Bars
83,2020-09-19,35088.0,Bath & Shower Grab Bars
84,2020-09-20,22231.0,Bath & Shower Grab Bars
85,2020-09-21,22231.0,Bath & Shower Grab Bars
86,2020-09-22,22231.0,Bath & Shower Grab Bars
87,2020-09-23,19559.0,Bath & Shower Grab Bars
88,2020-09-24,19559.0,Bath & Shower Grab Bars
89,2020-09-25,19559.0,Bath & Shower Grab Bars
90,2020-09-26,19705.0,Bath & Shower Grab Bars
91,2020-09-27,19705.0,Bath & Shower Grab Bars
92,2020-09-28,19705.0,Bath & Shower Grab Bars
93,2020-09-29,16804.0,Bath & Shower Grab Bars
94,2020-09-30,16804.0,Bath & Shower Grab Bars
95,2020-10-01,16804.0,Bath & Shower Grab Bars
96,2020-10-02,16804.0,Bath & Shower Grab Bars
97,2020-10-03,15632.0,Bath & Shower Grab Bars
98,2020-10-04,15649.0,Bath & Shower Grab Bars
99,2020-10-05,15649.0,Bath & Shower Grab Bars
100,2020-10-06,15649.0,Bath & Shower Grab Bars
101,2020-10-07,15649.0,Bath & Shower Grab Bars
102,2020-10-08,15649.0,Bath & Shower Grab Bars
103,2020-10-09,14509.0,Bath & Shower Grab Bars
104,2020-10-10,14509.0,Bath & Shower Grab Bars
105,2020-10-11,14702.0,Bath & Shower Grab Bars
106,2020-10-12,14702.0,Bath & Shower Grab Bars
107,2020-10-13,14702.0,Bath & Shower Grab Bars
108,2020-10-14,14702.0,Bath & Shower Grab Bars
109,2020-10-15,14702.0,Bath & Shower Grab Bars
110,2020-10-16,12337.0,Bath & Shower Grab Bars
111,2020-10-17,12337.0,Bath & Shower Grab Bars
112,2020-10-18,14377.0,Bath & Shower Grab Bars
113,2020-10-19,14377.0,Bath & Shower Grab Bars
114,2020-10-20,14377.0,Bath & Shower Grab Bars
115,2020-10-21,14377.0,Bath & Shower Grab Bars
116,2020-10-22,10677.0,Bath & Shower Grab Bars
117,2020-10-23,10677.0,Bath & Shower Grab Bars
118,2020-10-24,10677.0,Bath & Shower Grab Bars
119,2020-10-25,9397.0,Bath & Shower Grab Bars
120,2020-10-26,13991.0,Bath & Shower Grab Bars
121,2020-10-27,10641.0,Bath & Shower Grab Bars
122,2020-10-28,11261.0,Bath & Shower Grab Bars
123,2020-10-29,10284.0,Bath & Shower Grab Bars
124,2020-10-30,12724.0,Bath & Shower Grab Bars
125,2020-10-31,11254.0,Bath & Shower Grab Bars
126,2020-11-01,12195.0,Bath & Shower Grab Bars
127,2020-11-02,11549.0,Bath & Shower Grab Bars
128,2020-11-03,11000.0,Bath & Shower Grab Bars
129,2020-11-04,11597.0,Bath & Shower Grab Bars
130,2020-11-05,12678.0,Bath & Shower Grab Bars
131,2020-11-06,9144.0,Bath & Shower Grab Bars
132,2020-11-07,9181.0,Bath & Shower Grab Bars
133,2020-11-08,9181.0,Bath & Shower Grab Bars
134,2020-11-09,12384.0,Bath & Shower Grab Bars
135,2020-11-10,11645.0,Bath & Shower Grab Bars
136,2020-11-11,12122.0,Bath & Shower Grab Bars
137,2020-11-12,10524.0,Bath & Shower Grab Bars
138,2020-11-13,10524.0,Bath & Shower Grab Bars
139,2020-11-14,9365.0,Bath & Shower Grab Bars
140,2020-11-15,12647.0,Bath & Shower Grab Bars
141,2020-11-16,13340.0,Bath & Shower Grab Bars
142,2020-11-17,13340.0,Bath & Shower Grab Bars
143,2020-11-18,13340.0,Bath & Shower Grab Bars
144,2020-11-19,12662.0,Bath & Shower Grab Bars
145,2020-11-20,10234.0,Bath & Shower Grab Bars
146,2020-11-21,11407.0,Bath & Shower Grab Bars
147,2020-11-22,14909.0,Bath & Shower Grab Bars
148,2020-11-23,14909.0,Bath & Shower Grab Bars
149,2020-11-24,14909.0,Bath & Shower Grab Bars
150,2020-11-25,14343.0,Bath & Shower Grab Bars
151,2020-11-26,14343.0,Bath & Shower Grab Bars
152,2020-11-27,17768.0,Bath & Shower Grab Bars
153,2020-11-28,17768.0,Bath & Shower Grab Bars
154,2020-11-29,17768.0,Bath & Shower Grab Bars
155,2020-11-30,16970.0,Bath & Shower Grab Bars
156,2020-12-01,16970.0,Bath & Shower Grab Bars
157,2020-12-02,16970.0,Bath & Shower Grab Bars
158,2020-12-03,17213.0,Bath & Shower Grab Bars
159,2020-12-04,17213.0,Bath & Shower Grab Bars
160,2020-12-05,17213.0,Bath & Shower Grab Bars
161,2020-12-06,15538.0,Bath & Shower Grab Bars
162,2020-12-07,16570.0,Bath & Shower Grab Bars
163,2020-12-08,16570.0,Bath & Shower Grab Bars
164,2020-12-09,16570.0,Bath & Shower Grab Bars
165,2020-12-10,18856.0,Bath & Shower Grab Bars
166,2020-12-11,15154.0,Bath & Shower Grab Bars
167,2020-12-12,13470.0,Bath & Shower Grab Bars
168,2020-12-13,16781.0,Bath & Shower Grab Bars
169,2020-12-14,17171.0,Bath & Shower Grab Bars
170,2020-12-15,14990.0,Bath & Shower Grab Bars
171,2020-12-16,15274.0,Bath & Shower Grab Bars
172,2020-12-17,13754.0,Bath & Shower Grab Bars
173,2020-12-18,12674.0,Bath & Shower Grab Bars
174,2020-12-19,14096.0,Bath & Shower Grab Bars
175,2020-12-20,14487.0,Bath & Shower Grab Bars
176,2020-12-21,16496.0,Bath & Shower Grab Bars
177,2020-12-22,16496.0,Bath & Shower Grab Bars
178,2020-12-23,21233.0,Bath & Shower Grab Bars
179,2020-12-24,18864.0,Bath & Shower Grab Bars
180,2020-12-25,17982.0,Bath & Shower Grab Bars
181,2020-12-26,20026.0,Bath & Shower Grab Bars
182,2020-12-27,17016.0,Bath & Shower Grab Bars
183,2020-12-28,16069.0,Bath & Shower Grab Bars
184,2020-12-29,14972.0,Bath & Shower Grab Bars
185,2020-12-30,14002.0,Bath & Shower Grab Bars
186,2020-12-31,12062.0,Bath & Shower Grab Bars
187,2021-01-01,12779.0,Bath & Shower Grab Bars
188,2021-01-02,10351.0,Bath & Shower Grab Bars
189,2021-01-03,16694.0,Bath & Shower Grab Bars
190,2021-01-04,15876.0,Bath & Shower Grab Bars
191,2021-01-05,20591.0,Bath & Shower Grab Bars
192,2021-01-06,29771.0,Bath & Shower Grab Bars
193,2021-01-07,26885.0,Bath & Shower Grab Bars
194,2021-01-08,22374.0,Bath & Shower Grab Bars
195,2021-01-09,21403.0,Bath & Shower Grab Bars
196,2021-01-10,20285.0,Bath & Shower Grab Bars
197,2021-01-11,19059.0,Bath & Shower Grab Bars
198,2021-01-12,16772.0,Bath & Shower Grab Bars
199,2021-01-13,14941.0,Bath & Shower Grab Bars
200,2021-01-14,13822.0,Bath & Shower Grab Bars
201,2021-01-15,13298.0,Bath & Shower Grab Bars
202,2021-01-16,15581.0,Bath & Shower Grab Bars
203,2021-01-17,15581.0,Bath & Shower Grab Bars
204,2021-01-18,15581.0,Bath & Shower Grab Bars
205,2021-01-19,12932.0,Bath & Shower Grab Bars
206,2021-01-20,14324.0,Bath & Shower Grab Bars
207,2021-01-21,14324.0,Bath & Shower Grab Bars
208,2021-01-22,14324.0,Bath & Shower Grab Bars
209,2021-01-23,14324.0,Bath & Shower Grab Bars
210,2021-01-24,14324.0,Bath & Shower Grab Bars
211,2021-01-25,16995.0,Bath & Shower Grab Bars
212,2021-01-26,15160.0,Bath & Shower Grab Bars
213,2021-01-27,15160.0,Bath & Shower Grab Bars
214,2021-01-28,13667.0,Bath & Shower Grab Bars
215,2021-01-29,15409.0,Bath & Shower Grab Bars
216,2021-01-30,15409.0,Bath & Shower Grab Bars
217,2021-01-31,15409.0,Bath & Shower Grab Bars
218,2021-02-01,14972.0,Bath & Shower Grab Bars
219,2021-02-02,14972.0,Bath & Shower Grab Bars
220,2021-02-03,14972.0,Bath & Shower Grab Bars
221,2021-02-04,14972.0,Bath & Shower Grab Bars
222,2021-02-05,14972.0,Bath & Shower Grab Bars
223,2021-02-06,14496.0,Bath & Shower Grab Bars
224,2021-02-07,14496.0,Bath & Shower Grab Bars
225,2021-02-08,14496.0,Bath & Shower Grab Bars
226,2021-02-09,14496.0,Bath & Shower Grab Bars
227,2021-02-10,14496.0,Bath & Shower Grab Bars
228,2021-02-11,10479.0,Bath & Shower Grab Bars
229,2021-02-12,10479.0,Bath & Shower Grab Bars
230,2021-02-13,10479.0,Bath & Shower Grab Bars
231,2021-02-14,13827.0,Bath & Shower Grab Bars
232,2021-02-15,13827.0,Bath & Shower Grab Bars
233,2021-02-16,13827.0,Bath & Shower Grab Bars
234,2021-02-17,13827.0,Bath & Shower Grab Bars
235,2021-02-18,12706.0,Bath & Shower Grab Bars
236,2021-02-19,11776.0,Bath & Shower Grab Bars
237,2021-02-20,11776.0,Bath & Shower Grab Bars
238,2021-02-21,13171.0,Bath & Shower Grab Bars
239,2021-02-22,13171.0,Bath & Shower Grab Bars
240,2021-02-23,13181.0,Bath & Shower Grab Bars
241,2021-02-24,11671.0,Bath & Shower Grab Bars
242,2021-02-25,11671.0,Bath & Shower Grab Bars
243,2021-02-26,11671.0,Bath & Shower Grab Bars
244,2021-02-27,11671.0,Bath & Shower Grab Bars
245,2021-02-28,13437.0,Bath & Shower Grab Bars
246,2021-03-01,13470.0,Bath & Shower Grab Bars
247,2021-03-02,11459.0,Bath & Shower Grab Bars
248,2021-03-03,11459.0,Bath & Shower Grab Bars
249,2021-03-04,16604.0,Bath & Shower Grab Bars
250,2021-03-05,16604.0,Bath & Shower Grab Bars
251,2021-03-06,12023.0,Bath & Shower Grab Bars
252,2021-03-07,12023.0,Bath & Shower Grab Bars
253,2021-03-08,12023.0,Bath & Shower Grab Bars
254,2021-03-09,9004.0,Bath & Shower Grab Bars
255,2021-03-10,9004.0,Bath & Shower Grab Bars
256,2021-03-11,9004.0,Bath & Shower Grab Bars
257,2021-03-12,9635.0,Bath & Shower Grab Bars
258,2021-03-13,9635.0,Bath & Shower Grab Bars
259,2021-03-14,9419.0,Bath & Shower Grab Bars
260,2021-03-15,9419.0,Bath & Shower Grab Bars
261,2021-03-16,9419.0,Bath & Shower Grab Bars
262,2021-03-17,10363.0,Bath & Shower Grab Bars
263,2021-03-18,10363.0,Bath & Shower Grab Bars
264,2021-03-19,10363.0,Bath & Shower Grab Bars
265,2021-03-20,10363.0,Bath & Shower Grab Bars
266,2021-03-21,10363.0,Bath & Shower Grab Bars
267,2021-03-22,11646.0,Bath & Shower Grab Bars
268,2021-03-23,12499.0,Bath & Shower Grab Bars
269,2021-03-24,12485.0,Bath & Shower Grab Bars
270,2021-03-25,12485.0,Bath & Shower Grab Bars
271,2021-03-26,12485.0,Bath & Shower Grab Bars
272,2021-03-27,13505.0,Bath & Shower Grab Bars
273,2021-03-28,13505.0,Bath & Shower Grab Bars
274,2021-03-29,14680.0,Bath & Shower Grab Bars
275,2021-03-30,14680.0,Bath & Shower Grab Bars
276,2021-03-31,14680.0,Bath & Shower Grab Bars
277,2021-04-01,13871.0,Bath & Shower Grab Bars
278,2021-04-02,13871.0,Bath & Shower Grab Bars
279,2021-04-03,13871.0,Bath & Shower Grab Bars
280,2021-04-04,13871.0,Bath & Shower Grab Bars
281,2021-04-05,16019.0,Bath & Shower Grab Bars
282,2021-04-06,16019.0,Bath & Shower Grab Bars
283,2021-04-07,16019.0,Bath & Shower Grab Bars
284,2021-04-08,13822.0,Bath & Shower Grab Bars
285,2021-04-09,13822.0,Bath & Shower Grab Bars
286,2021-04-10,13822.0,Bath & Shower Grab Bars
287,2021-04-11,13822.0,Bath & Shower Grab Bars
288,2021-04-12,13822.0,Bath & Shower Grab Bars
289,2021-04-13,13822.0,Bath & Shower Grab Bars
290,2021-04-14,12645.0,Bath & Shower Grab Bars
291,2021-04-15,12645.0,Bath & Shower Grab Bars
292,2021-04-16,12645.0,Bath & Shower Grab Bars
293,2021-04-17,12645.0,Bath & Shower Grab Bars
294,2021-04-18,12645.0,Bath & Shower Grab Bars
295,2021-04-19,12544.0,Bath & Shower Grab Bars
296,2021-04-20,11155.0,Bath & Shower Grab Bars
297,2021-04-21,9490.0,Bath & Shower Grab Bars
298,2021-04-22,9490.0,Bath & Shower Grab Bars
299,2021-04-23,10351.0,Bath & Shower Grab Bars
300,2021-04-24,10351.0,Bath & Shower Grab Bars
301,2021-04-25,10351.0,Bath & Shower Grab Bars
302,2021-04-26,10351.0,Bath & Shower Grab Bars
303,2021-04-27,12375.0,Bath & Shower Grab Bars
304,2021-04-28,12375.0,Bath & Shower Grab Bars
305,2021-04-29,12375.0,Bath & Shower Grab Bars
306,2021-04-30,12375.0,Bath & Shower Grab Bars
307,2021-05-01,10431.0,Bath & Shower Grab Bars
308,2021-05-02,10431.0,Bath & Shower Grab Bars
309,2021-05-03,10431.0,Bath & Shower Grab Bars
310,2021-05-04,10431.0,Bath & Shower Grab Bars
311,2021-05-05,10079.0,Bath & Shower Grab Bars
312,2021-05-06,10079.0,Bath & Shower Grab Bars
313,2021-05-07,10079.0,Bath & Shower Grab Bars
314,2021-05-08,10079.0,Bath & Shower Grab Bars
315,2021-05-09,11004.0,Bath & Shower Grab Bars
316,2021-05-10,11004.0,Bath & Shower Grab Bars
317,2021-05-11,11004.0,Bath & Shower Grab Bars
318,2021-05-12,11004.0,Bath & Shower Grab Bars
319,2021-05-13,9070.0,Bath & Shower Grab Bars
320,2021-05-14,10655.0,Bath & Shower Grab Bars
321,2021-05-15,10655.0,Bath & Shower Grab Bars
322,2021-05-16,13387.0,Bath & Shower Grab Bars
323,2021-05-17,13387.0,Bath & Shower Grab Bars
324,2021-05-18,22877.0,Bath & Shower Grab Bars
325,2021-05-19,22877.0,Bath & Shower Grab Bars
326,2021-05-20,23195.0,Bath & Shower Grab Bars
327,2021-05-21,26256.0,Bath & Shower Grab Bars
328,2021-05-22,26256.0,Bath & Shower Grab Bars
329,2021-05-23,34877.0,Bath & Shower Grab Bars
330,2021-05-24,29193.0,Bath & Shower Grab Bars
331,2021-05-25,29193.0,Bath & Shower Grab Bars
332,2021-05-26,29193.0,Bath & Shower Grab Bars
333,2021-05-27,29193.0,Bath & Shower Grab Bars
334,2021-05-28,18871.0,Bath & Shower Grab Bars
335,2021-05-29,16596.0,Bath & Shower Grab Bars
336,2021-05-30,16596.0,Bath & Shower Grab Bars
337,2021-05-31,16596.0,Bath & Shower Grab Bars
338,2021-06-01,16596.0,Bath & Shower Grab Bars
339,2021-06-02,16596.0,Bath & Shower Grab Bars
340,2021-06-03,11654.0,Bath & Shower Grab Bars
341,2021-06-04,11654.0,Bath & Shower Grab Bars
342,2021-06-05,11672.0,Bath & Shower Grab Bars
343,2021-06-06,11672.0,Bath & Shower Grab Bars
344,2021-06-07,11672.0,Bath & Shower Grab Bars
345,2021-06-08,11307.0,Bath & Shower Grab Bars
346,2021-06-09,11307.0,Bath & Shower Grab Bars
347,2021-06-10,11307.0,Bath & Shower Grab Bars
348,2021-06-11,12933.0,Bath & Shower Grab Bars
349,2021-06-12,12933.0,Bath & Shower Grab Bars
350,2021-06-13,12933.0,Bath & Shower Grab Bars
351,2021-06-14,13696.0,Bath & Shower Grab Bars
352,2021-06-15,13696.0,Bath & Shower Grab Bars
353,2021-06-16,13386.0,Bath & Shower Grab Bars
354,2021-06-17,13386.0,Bath & Shower Grab Bars
355,2021-06-18,13386.0,Bath & Shower Grab Bars
356,2021-06-19,12189.0,Bath & Shower Grab Bars
357,2021-06-20,12189.0,Bath & Shower Grab Bars
358,2021-06-21,16299.0,Bath & Shower Grab Bars
359,2021-06-22,16150.0,Bath & Shower Grab Bars
360,2021-06-23,16932.0,Bath & Shower Grab Bars
361,2021-06-24,16932.0,Bath & Shower Grab Bars
362,2021-06-25,14687.0,Bath & Shower Grab Bars
363,2021-06-26,14687.0,Bath & Shower Grab Bars
364,2021-06-27,14687.0,Bath & Shower Grab Bars
365,2021-06-28,15987.0,Bath & Shower Grab Bars
366,2021-06-29,15987.0,Bath & Shower Grab Bars
367,2021-06-30,13653.0,Bath & Shower Grab Bars
368,2021-07-01,13653.0,Bath & Shower Grab Bars
369,2021-07-02,13653.0,Bath & Shower Grab Bars
370,2021-07-03,13564.0,Bath & Shower Grab Bars
371,2021-07-04,13564.0,Bath & Shower Grab Bars
372,2021-07-05,15200.0,Bath & Shower Grab Bars
373,2021-07-06,15200.0,Bath & Shower Grab Bars
374,2021-07-07,15200.0,Bath & Shower Grab Bars
375,2021-07-08,15200.0,Bath & Shower Grab Bars
376,2021-07-09,15674.0,Bath & Shower Grab Bars
377,2021-07-10,13741.0,Bath & Shower Grab Bars
