,date,value,name_B07NZWRYTX
42,2019-04-11,270926.0,Fertilizers & Plant Food
43,2019-04-12,270926.0,Fertilizers & Plant Food
44,2019-04-13,270926.0,Fertilizers & Plant Food
45,2019-04-14,270926.0,Fertilizers & Plant Food
46,2019-04-15,270926.0,Fertilizers & Plant Food
47,2019-04-16,270926.0,Fertilizers & Plant Food
48,2019-04-17,198510.0,Fertilizers & Plant Food
49,2019-04-18,198510.0,Fertilizers & Plant Food
50,2019-04-19,240317.0,Fertilizers & Plant Food
51,2019-04-20,240317.0,Fertilizers & Plant Food
52,2019-04-21,240317.0,Fertilizers & Plant Food
53,2019-04-22,240317.0,Fertilizers & Plant Food
54,2019-04-23,240317.0,Fertilizers & Plant Food
55,2019-04-24,312928.0,Fertilizers & Plant Food
56,2019-04-25,312928.0,Fertilizers & Plant Food
57,2019-04-26,312928.0,Fertilizers & Plant Food
58,2019-04-27,312928.0,Fertilizers & Plant Food
59,2019-04-28,349190.0,Fertilizers & Plant Food
60,2019-04-29,362597.0,Fertilizers & Plant Food
61,2019-04-30,375566.0,Fertilizers & Plant Food
62,2019-05-01,382370.0,Fertilizers & Plant Food
63,2019-05-02,388380.0,Fertilizers & Plant Food
64,2019-05-03,388380.0,Fertilizers & Plant Food
65,2019-05-04,388380.0,Fertilizers & Plant Food
66,2019-05-05,388380.0,Fertilizers & Plant Food
67,2019-05-06,425803.0,Fertilizers & Plant Food
68,2019-05-07,430219.0,Fertilizers & Plant Food
69,2019-05-08,430219.0,Fertilizers & Plant Food
70,2019-05-09,430219.0,Fertilizers & Plant Food
71,2019-05-10,92373.0,Fertilizers & Plant Food
72,2019-05-11,92373.0,Fertilizers & Plant Food
73,2019-05-12,173113.0,Fertilizers & Plant Food
74,2019-05-13,75140.0,Fertilizers & Plant Food
75,2019-05-14,75140.0,Fertilizers & Plant Food
76,2019-05-15,150702.0,Fertilizers & Plant Food
77,2019-05-16,150702.0,Fertilizers & Plant Food
78,2019-05-17,199048.0,Fertilizers & Plant Food
79,2019-05-18,224708.0,Fertilizers & Plant Food
80,2019-05-19,238540.0,Fertilizers & Plant Food
81,2019-05-20,238540.0,Fertilizers & Plant Food
82,2019-05-21,268929.0,Fertilizers & Plant Food
83,2019-05-22,268929.0,Fertilizers & Plant Food
84,2019-05-23,289717.0,Fertilizers & Plant Food
85,2019-05-24,289717.0,Fertilizers & Plant Food
86,2019-05-25,302691.0,Fertilizers & Plant Food
87,2019-05-26,310787.0,Fertilizers & Plant Food
88,2019-05-27,313304.0,Fertilizers & Plant Food
89,2019-05-28,313304.0,Fertilizers & Plant Food
90,2019-05-29,334840.0,Fertilizers & Plant Food
91,2019-05-30,334840.0,Fertilizers & Plant Food
92,2019-05-31,349588.0,Fertilizers & Plant Food
93,2019-06-01,349588.0,Fertilizers & Plant Food
94,2019-06-02,349588.0,Fertilizers & Plant Food
95,2019-06-03,375682.0,Fertilizers & Plant Food
96,2019-06-04,375682.0,Fertilizers & Plant Food
97,2019-06-05,375682.0,Fertilizers & Plant Food
98,2019-06-06,181493.0,Fertilizers & Plant Food
99,2019-06-07,206198.0,Fertilizers & Plant Food
100,2019-06-08,206198.0,Fertilizers & Plant Food
101,2019-06-09,144757.0,Fertilizers & Plant Food
102,2019-06-10,179177.0,Fertilizers & Plant Food
103,2019-06-11,203629.0,Fertilizers & Plant Food
104,2019-06-12,203629.0,Fertilizers & Plant Food
105,2019-06-13,203629.0,Fertilizers & Plant Food
106,2019-06-14,203629.0,Fertilizers & Plant Food
107,2019-06-15,151632.0,Fertilizers & Plant Food
108,2019-06-16,151632.0,Fertilizers & Plant Food
109,2019-06-17,151632.0,Fertilizers & Plant Food
110,2019-06-18,151632.0,Fertilizers & Plant Food
111,2019-06-19,185471.0,Fertilizers & Plant Food
112,2019-06-20,185471.0,Fertilizers & Plant Food
113,2019-06-21,185471.0,Fertilizers & Plant Food
114,2019-06-22,185471.0,Fertilizers & Plant Food
115,2019-06-23,60409.0,Fertilizers & Plant Food
116,2019-06-24,60409.0,Fertilizers & Plant Food
117,2019-06-25,60409.0,Fertilizers & Plant Food
118,2019-06-26,60409.0,Fertilizers & Plant Food
119,2019-06-27,60409.0,Fertilizers & Plant Food
120,2019-06-28,137104.0,Fertilizers & Plant Food
121,2019-06-29,137104.0,Fertilizers & Plant Food
122,2019-06-30,137104.0,Fertilizers & Plant Food
123,2019-07-01,137104.0,Fertilizers & Plant Food
124,2019-07-02,137104.0,Fertilizers & Plant Food
125,2019-07-03,87312.0,Fertilizers & Plant Food
126,2019-07-04,87312.0,Fertilizers & Plant Food
127,2019-07-05,87312.0,Fertilizers & Plant Food
128,2019-07-06,87312.0,Fertilizers & Plant Food
129,2019-07-07,194079.0,Fertilizers & Plant Food
130,2019-07-08,194079.0,Fertilizers & Plant Food
131,2019-07-09,222670.0,Fertilizers & Plant Food
132,2019-07-10,222670.0,Fertilizers & Plant Food
133,2019-07-11,222670.0,Fertilizers & Plant Food
134,2019-07-12,222670.0,Fertilizers & Plant Food
135,2019-07-13,111133.0,Fertilizers & Plant Food
136,2019-07-14,111133.0,Fertilizers & Plant Food
137,2019-07-15,111133.0,Fertilizers & Plant Food
138,2019-07-16,111133.0,Fertilizers & Plant Food
139,2019-07-17,163474.0,Fertilizers & Plant Food
140,2019-07-18,163474.0,Fertilizers & Plant Food
141,2019-07-19,163474.0,Fertilizers & Plant Food
142,2019-07-20,163474.0,Fertilizers & Plant Food
143,2019-07-21,73532.0,Fertilizers & Plant Food
144,2019-07-22,73532.0,Fertilizers & Plant Food
145,2019-07-23,73532.0,Fertilizers & Plant Food
146,2019-07-24,155795.0,Fertilizers & Plant Food
147,2019-07-25,155795.0,Fertilizers & Plant Food
148,2019-07-26,155795.0,Fertilizers & Plant Food
149,2019-07-27,155795.0,Fertilizers & Plant Food
150,2019-07-28,91172.0,Fertilizers & Plant Food
151,2019-07-29,91172.0,Fertilizers & Plant Food
152,2019-07-30,91172.0,Fertilizers & Plant Food
153,2019-07-31,126665.0,Fertilizers & Plant Food
154,2019-08-01,126665.0,Fertilizers & Plant Food
155,2019-08-02,126665.0,Fertilizers & Plant Food
156,2019-08-03,126665.0,Fertilizers & Plant Food
157,2019-08-04,145738.0,Fertilizers & Plant Food
158,2019-08-05,145738.0,Fertilizers & Plant Food
159,2019-08-06,145738.0,Fertilizers & Plant Food
160,2019-08-07,145738.0,Fertilizers & Plant Food
161,2019-08-08,74992.0,Fertilizers & Plant Food
162,2019-08-09,74992.0,Fertilizers & Plant Food
163,2019-08-10,74992.0,Fertilizers & Plant Food
164,2019-08-11,74992.0,Fertilizers & Plant Food
165,2019-08-12,74992.0,Fertilizers & Plant Food
166,2019-08-13,145889.0,Fertilizers & Plant Food
167,2019-08-14,145889.0,Fertilizers & Plant Food
168,2019-08-15,145889.0,Fertilizers & Plant Food
169,2019-08-16,145889.0,Fertilizers & Plant Food
170,2019-08-17,198125.0,Fertilizers & Plant Food
171,2019-08-18,198125.0,Fertilizers & Plant Food
172,2019-08-19,198125.0,Fertilizers & Plant Food
173,2019-08-20,198125.0,Fertilizers & Plant Food
174,2019-08-21,198125.0,Fertilizers & Plant Food
175,2019-08-22,124949.0,Fertilizers & Plant Food
176,2019-08-23,124949.0,Fertilizers & Plant Food
177,2019-08-24,124949.0,Fertilizers & Plant Food
178,2019-08-25,124949.0,Fertilizers & Plant Food
179,2019-08-26,86924.0,Fertilizers & Plant Food
180,2019-08-27,86924.0,Fertilizers & Plant Food
181,2019-08-28,86924.0,Fertilizers & Plant Food
182,2019-08-29,166578.0,Fertilizers & Plant Food
183,2019-08-30,166578.0,Fertilizers & Plant Food
184,2019-08-31,166578.0,Fertilizers & Plant Food
185,2019-09-01,166578.0,Fertilizers & Plant Food
186,2019-09-02,166578.0,Fertilizers & Plant Food
187,2019-09-03,166578.0,Fertilizers & Plant Food
188,2019-09-04,166578.0,Fertilizers & Plant Food
189,2019-09-05,166578.0,Fertilizers & Plant Food
190,2019-09-06,166578.0,Fertilizers & Plant Food
191,2019-09-07,166578.0,Fertilizers & Plant Food
192,2019-09-08,166578.0,Fertilizers & Plant Food
193,2019-09-09,90763.0,Fertilizers & Plant Food
194,2019-09-10,90763.0,Fertilizers & Plant Food
195,2019-09-11,90763.0,Fertilizers & Plant Food
196,2019-09-12,90763.0,Fertilizers & Plant Food
197,2019-09-13,122740.0,Fertilizers & Plant Food
198,2019-09-14,122740.0,Fertilizers & Plant Food
199,2019-09-15,161147.0,Fertilizers & Plant Food
200,2019-09-16,161147.0,Fertilizers & Plant Food
201,2019-09-17,117089.0,Fertilizers & Plant Food
202,2019-09-18,117089.0,Fertilizers & Plant Food
203,2019-09-19,117089.0,Fertilizers & Plant Food
204,2019-09-20,167936.0,Fertilizers & Plant Food
205,2019-09-21,167936.0,Fertilizers & Plant Food
206,2019-09-22,195303.0,Fertilizers & Plant Food
207,2019-09-23,195303.0,Fertilizers & Plant Food
208,2019-09-24,195303.0,Fertilizers & Plant Food
209,2019-09-25,216028.0,Fertilizers & Plant Food
210,2019-09-26,79750.0,Fertilizers & Plant Food
211,2019-09-27,79750.0,Fertilizers & Plant Food
212,2019-09-28,79750.0,Fertilizers & Plant Food
213,2019-09-29,79750.0,Fertilizers & Plant Food
214,2019-09-30,61403.0,Fertilizers & Plant Food
215,2019-10-01,61403.0,Fertilizers & Plant Food
216,2019-10-02,61403.0,Fertilizers & Plant Food
217,2019-10-03,151796.0,Fertilizers & Plant Food
218,2019-10-04,151796.0,Fertilizers & Plant Food
219,2019-10-05,151796.0,Fertilizers & Plant Food
220,2019-10-06,151796.0,Fertilizers & Plant Food
221,2019-10-07,151796.0,Fertilizers & Plant Food
222,2019-10-08,151796.0,Fertilizers & Plant Food
223,2019-10-09,132682.0,Fertilizers & Plant Food
224,2019-10-10,132682.0,Fertilizers & Plant Food
225,2019-10-11,132682.0,Fertilizers & Plant Food
226,2019-10-12,132682.0,Fertilizers & Plant Food
227,2019-10-13,132682.0,Fertilizers & Plant Food
228,2019-10-14,214925.0,Fertilizers & Plant Food
229,2019-10-15,214925.0,Fertilizers & Plant Food
230,2019-10-16,214925.0,Fertilizers & Plant Food
231,2019-10-17,235097.0,Fertilizers & Plant Food
232,2019-10-18,235097.0,Fertilizers & Plant Food
233,2019-10-19,235097.0,Fertilizers & Plant Food
234,2019-10-20,235097.0,Fertilizers & Plant Food
235,2019-10-21,254103.0,Fertilizers & Plant Food
236,2019-10-22,254103.0,Fertilizers & Plant Food
237,2019-10-23,254103.0,Fertilizers & Plant Food
238,2019-10-24,268111.0,Fertilizers & Plant Food
239,2019-10-25,268111.0,Fertilizers & Plant Food
240,2019-10-26,268111.0,Fertilizers & Plant Food
241,2019-10-27,268111.0,Fertilizers & Plant Food
242,2019-10-28,168095.0,Fertilizers & Plant Food
243,2019-10-29,168095.0,Fertilizers & Plant Food
244,2019-10-30,168095.0,Fertilizers & Plant Food
245,2019-10-31,121593.0,Fertilizers & Plant Food
246,2019-11-01,121593.0,Fertilizers & Plant Food
247,2019-11-02,121593.0,Fertilizers & Plant Food
248,2019-11-03,121593.0,Fertilizers & Plant Food
249,2019-11-04,212091.0,Fertilizers & Plant Food
250,2019-11-05,212091.0,Fertilizers & Plant Food
251,2019-11-06,212091.0,Fertilizers & Plant Food
252,2019-11-07,241735.0,Fertilizers & Plant Food
253,2019-11-08,241735.0,Fertilizers & Plant Food
254,2019-11-09,241735.0,Fertilizers & Plant Food
255,2019-11-10,241735.0,Fertilizers & Plant Food
256,2019-11-11,241735.0,Fertilizers & Plant Food
257,2019-11-12,267211.0,Fertilizers & Plant Food
258,2019-11-13,267211.0,Fertilizers & Plant Food
259,2019-11-14,267211.0,Fertilizers & Plant Food
260,2019-11-15,267211.0,Fertilizers & Plant Food
261,2019-11-16,267211.0,Fertilizers & Plant Food
262,2019-11-17,267211.0,Fertilizers & Plant Food
263,2019-11-18,267211.0,Fertilizers & Plant Food
264,2019-11-19,267211.0,Fertilizers & Plant Food
265,2019-11-20,267211.0,Fertilizers & Plant Food
266,2019-11-21,267211.0,Fertilizers & Plant Food
267,2019-11-22,267211.0,Fertilizers & Plant Food
268,2019-11-23,267211.0,Fertilizers & Plant Food
269,2019-11-24,267211.0,Fertilizers & Plant Food
270,2019-11-25,267211.0,Fertilizers & Plant Food
271,2019-11-26,267211.0,Fertilizers & Plant Food
272,2019-11-27,267211.0,Fertilizers & Plant Food
273,2019-11-28,267211.0,Fertilizers & Plant Food
274,2019-11-29,267211.0,Fertilizers & Plant Food
275,2019-11-30,267211.0,Fertilizers & Plant Food
276,2019-12-01,267211.0,Fertilizers & Plant Food
277,2019-12-02,267211.0,Fertilizers & Plant Food
278,2019-12-03,267211.0,Fertilizers & Plant Food
279,2019-12-04,267211.0,Fertilizers & Plant Food
280,2019-12-05,267211.0,Fertilizers & Plant Food
281,2019-12-06,267211.0,Fertilizers & Plant Food
282,2019-12-07,267211.0,Fertilizers & Plant Food
283,2019-12-08,228945.0,Fertilizers & Plant Food
284,2019-12-09,228945.0,Fertilizers & Plant Food
285,2019-12-10,228945.0,Fertilizers & Plant Food
286,2019-12-11,228945.0,Fertilizers & Plant Food
287,2019-12-12,228945.0,Fertilizers & Plant Food
288,2019-12-13,228945.0,Fertilizers & Plant Food
289,2019-12-14,228945.0,Fertilizers & Plant Food
290,2019-12-15,228945.0,Fertilizers & Plant Food
291,2019-12-16,228945.0,Fertilizers & Plant Food
292,2019-12-17,228945.0,Fertilizers & Plant Food
293,2019-12-18,228945.0,Fertilizers & Plant Food
294,2019-12-19,228945.0,Fertilizers & Plant Food
295,2019-12-20,290794.0,Fertilizers & Plant Food
296,2019-12-21,290794.0,Fertilizers & Plant Food
297,2019-12-22,290794.0,Fertilizers & Plant Food
298,2019-12-23,290794.0,Fertilizers & Plant Food
299,2019-12-24,290794.0,Fertilizers & Plant Food
300,2019-12-25,290794.0,Fertilizers & Plant Food
301,2019-12-26,290794.0,Fertilizers & Plant Food
302,2019-12-27,290794.0,Fertilizers & Plant Food
303,2019-12-28,290794.0,Fertilizers & Plant Food
304,2019-12-29,290794.0,Fertilizers & Plant Food
305,2019-12-30,290794.0,Fertilizers & Plant Food
306,2019-12-31,290794.0,Fertilizers & Plant Food
307,2020-01-01,98778.0,Fertilizers & Plant Food
308,2020-01-02,98778.0,Fertilizers & Plant Food
309,2020-01-03,98778.0,Fertilizers & Plant Food
310,2020-01-04,98778.0,Fertilizers & Plant Food
311,2020-01-05,98778.0,Fertilizers & Plant Food
312,2020-01-06,98778.0,Fertilizers & Plant Food
313,2020-01-07,98778.0,Fertilizers & Plant Food
314,2020-01-08,98778.0,Fertilizers & Plant Food
315,2020-01-09,98778.0,Fertilizers & Plant Food
316,2020-01-10,98778.0,Fertilizers & Plant Food
317,2020-01-11,204606.0,Fertilizers & Plant Food
318,2020-01-12,204606.0,Fertilizers & Plant Food
319,2020-01-13,204606.0,Fertilizers & Plant Food
320,2020-01-14,204606.0,Fertilizers & Plant Food
321,2020-01-15,204606.0,Fertilizers & Plant Food
322,2020-01-16,204606.0,Fertilizers & Plant Food
323,2020-01-17,248971.0,Fertilizers & Plant Food
324,2020-01-18,248971.0,Fertilizers & Plant Food
325,2020-01-19,248971.0,Fertilizers & Plant Food
326,2020-01-20,248971.0,Fertilizers & Plant Food
327,2020-01-21,248971.0,Fertilizers & Plant Food
328,2020-01-22,248971.0,Fertilizers & Plant Food
329,2020-01-23,248971.0,Fertilizers & Plant Food
330,2020-01-24,248971.0,Fertilizers & Plant Food
331,2020-01-25,248971.0,Fertilizers & Plant Food
332,2020-01-26,161392.0,Fertilizers & Plant Food
333,2020-01-27,161392.0,Fertilizers & Plant Food
334,2020-01-28,161392.0,Fertilizers & Plant Food
335,2020-01-29,161392.0,Fertilizers & Plant Food
336,2020-01-30,161392.0,Fertilizers & Plant Food
337,2020-01-31,161392.0,Fertilizers & Plant Food
338,2020-02-01,161392.0,Fertilizers & Plant Food
339,2020-02-02,161392.0,Fertilizers & Plant Food
340,2020-02-03,161392.0,Fertilizers & Plant Food
341,2020-02-04,161392.0,Fertilizers & Plant Food
342,2020-02-05,161392.0,Fertilizers & Plant Food
343,2020-02-06,161392.0,Fertilizers & Plant Food
344,2020-02-07,161392.0,Fertilizers & Plant Food
345,2020-02-08,168034.0,Fertilizers & Plant Food
346,2020-02-09,168034.0,Fertilizers & Plant Food
347,2020-02-10,168034.0,Fertilizers & Plant Food
348,2020-02-11,168034.0,Fertilizers & Plant Food
349,2020-02-12,218585.0,Fertilizers & Plant Food
350,2020-02-13,218585.0,Fertilizers & Plant Food
351,2020-02-14,218585.0,Fertilizers & Plant Food
352,2020-02-15,218585.0,Fertilizers & Plant Food
353,2020-02-16,218585.0,Fertilizers & Plant Food
354,2020-02-17,218585.0,Fertilizers & Plant Food
355,2020-02-18,218585.0,Fertilizers & Plant Food
356,2020-02-19,151106.0,Fertilizers & Plant Food
357,2020-02-20,223430.0,Fertilizers & Plant Food
358,2020-02-21,223430.0,Fertilizers & Plant Food
359,2020-02-22,223430.0,Fertilizers & Plant Food
360,2020-02-23,223430.0,Fertilizers & Plant Food
361,2020-02-24,73051.0,Fertilizers & Plant Food
362,2020-02-25,73051.0,Fertilizers & Plant Food
363,2020-02-26,73051.0,Fertilizers & Plant Food
364,2020-02-27,80686.0,Fertilizers & Plant Food
365,2020-02-28,80686.0,Fertilizers & Plant Food
366,2020-02-29,80686.0,Fertilizers & Plant Food
367,2020-03-01,107434.0,Fertilizers & Plant Food
368,2020-03-02,107434.0,Fertilizers & Plant Food
369,2020-03-03,91459.0,Fertilizers & Plant Food
370,2020-03-04,91459.0,Fertilizers & Plant Food
371,2020-03-05,91459.0,Fertilizers & Plant Food
372,2020-03-06,91459.0,Fertilizers & Plant Food
373,2020-03-07,91459.0,Fertilizers & Plant Food
374,2020-03-08,91459.0,Fertilizers & Plant Food
375,2020-03-09,99098.0,Fertilizers & Plant Food
376,2020-03-10,120798.0,Fertilizers & Plant Food
377,2020-03-11,120798.0,Fertilizers & Plant Food
378,2020-03-12,120798.0,Fertilizers & Plant Food
379,2020-03-13,120798.0,Fertilizers & Plant Food
380,2020-03-14,120798.0,Fertilizers & Plant Food
381,2020-03-15,120798.0,Fertilizers & Plant Food
382,2020-03-16,176014.0,Fertilizers & Plant Food
383,2020-03-17,176014.0,Fertilizers & Plant Food
384,2020-03-18,70169.0,Fertilizers & Plant Food
385,2020-03-19,70169.0,Fertilizers & Plant Food
386,2020-03-20,70169.0,Fertilizers & Plant Food
387,2020-03-21,70169.0,Fertilizers & Plant Food
388,2020-03-22,70169.0,Fertilizers & Plant Food
389,2020-03-23,33897.0,Fertilizers & Plant Food
390,2020-03-24,33897.0,Fertilizers & Plant Food
391,2020-03-25,33897.0,Fertilizers & Plant Food
392,2020-03-26,33897.0,Fertilizers & Plant Food
393,2020-03-27,33897.0,Fertilizers & Plant Food
394,2020-03-28,33897.0,Fertilizers & Plant Food
395,2020-03-29,33897.0,Fertilizers & Plant Food
396,2020-03-30,94250.0,Fertilizers & Plant Food
397,2020-03-31,94250.0,Fertilizers & Plant Food
398,2020-04-01,94250.0,Fertilizers & Plant Food
399,2020-04-02,163780.0,Fertilizers & Plant Food
400,2020-04-03,163780.0,Fertilizers & Plant Food
401,2020-04-04,163780.0,Fertilizers & Plant Food
402,2020-04-05,163780.0,Fertilizers & Plant Food
403,2020-04-06,163780.0,Fertilizers & Plant Food
404,2020-04-07,63726.0,Fertilizers & Plant Food
405,2020-04-08,63726.0,Fertilizers & Plant Food
406,2020-04-09,63726.0,Fertilizers & Plant Food
407,2020-04-10,63726.0,Fertilizers & Plant Food
408,2020-04-11,63726.0,Fertilizers & Plant Food
409,2020-04-12,89495.0,Fertilizers & Plant Food
410,2020-04-13,64253.0,Fertilizers & Plant Food
411,2020-04-14,64253.0,Fertilizers & Plant Food
412,2020-04-15,64253.0,Fertilizers & Plant Food
413,2020-04-16,64253.0,Fertilizers & Plant Food
414,2020-04-17,64253.0,Fertilizers & Plant Food
415,2020-04-18,181850.0,Fertilizers & Plant Food
416,2020-04-19,181850.0,Fertilizers & Plant Food
417,2020-04-20,63892.0,Fertilizers & Plant Food
418,2020-04-21,63892.0,Fertilizers & Plant Food
419,2020-04-22,63892.0,Fertilizers & Plant Food
420,2020-04-23,63892.0,Fertilizers & Plant Food
421,2020-04-24,63892.0,Fertilizers & Plant Food
422,2020-04-25,107814.0,Fertilizers & Plant Food
423,2020-04-26,107814.0,Fertilizers & Plant Food
424,2020-04-27,168332.0,Fertilizers & Plant Food
425,2020-04-28,168332.0,Fertilizers & Plant Food
426,2020-04-29,168332.0,Fertilizers & Plant Food
427,2020-04-30,93107.0,Fertilizers & Plant Food
428,2020-05-01,93107.0,Fertilizers & Plant Food
429,2020-05-02,93107.0,Fertilizers & Plant Food
430,2020-05-03,93107.0,Fertilizers & Plant Food
431,2020-05-04,93107.0,Fertilizers & Plant Food
432,2020-05-05,96353.0,Fertilizers & Plant Food
433,2020-05-06,96353.0,Fertilizers & Plant Food
434,2020-05-07,96353.0,Fertilizers & Plant Food
435,2020-05-08,139022.0,Fertilizers & Plant Food
436,2020-05-09,109108.0,Fertilizers & Plant Food
437,2020-05-10,109108.0,Fertilizers & Plant Food
438,2020-05-11,109108.0,Fertilizers & Plant Food
439,2020-05-12,109108.0,Fertilizers & Plant Food
440,2020-05-13,109108.0,Fertilizers & Plant Food
441,2020-05-14,88586.0,Fertilizers & Plant Food
442,2020-05-15,88586.0,Fertilizers & Plant Food
443,2020-05-16,88586.0,Fertilizers & Plant Food
444,2020-05-17,88586.0,Fertilizers & Plant Food
445,2020-05-18,88586.0,Fertilizers & Plant Food
446,2020-05-19,73093.0,Fertilizers & Plant Food
447,2020-05-20,73093.0,Fertilizers & Plant Food
448,2020-05-21,73093.0,Fertilizers & Plant Food
449,2020-05-22,71080.0,Fertilizers & Plant Food
450,2020-05-23,71080.0,Fertilizers & Plant Food
451,2020-05-24,71080.0,Fertilizers & Plant Food
452,2020-05-25,71080.0,Fertilizers & Plant Food
453,2020-05-26,88713.0,Fertilizers & Plant Food
454,2020-05-27,88713.0,Fertilizers & Plant Food
455,2020-05-28,88713.0,Fertilizers & Plant Food
456,2020-05-29,88713.0,Fertilizers & Plant Food
457,2020-05-30,88713.0,Fertilizers & Plant Food
458,2020-05-31,88713.0,Fertilizers & Plant Food
459,2020-06-01,88713.0,Fertilizers & Plant Food
460,2020-06-02,88713.0,Fertilizers & Plant Food
461,2020-06-03,46268.0,Fertilizers & Plant Food
462,2020-06-04,67838.0,Fertilizers & Plant Food
463,2020-06-05,67838.0,Fertilizers & Plant Food
464,2020-06-06,67838.0,Fertilizers & Plant Food
465,2020-06-07,67838.0,Fertilizers & Plant Food
466,2020-06-08,67838.0,Fertilizers & Plant Food
467,2020-06-09,67838.0,Fertilizers & Plant Food
468,2020-06-10,39912.0,Fertilizers & Plant Food
469,2020-06-11,39912.0,Fertilizers & Plant Food
470,2020-06-12,39912.0,Fertilizers & Plant Food
471,2020-06-13,39912.0,Fertilizers & Plant Food
472,2020-06-14,39912.0,Fertilizers & Plant Food
473,2020-06-15,39912.0,Fertilizers & Plant Food
474,2020-06-16,53804.0,Fertilizers & Plant Food
475,2020-06-17,53804.0,Fertilizers & Plant Food
476,2020-06-18,53804.0,Fertilizers & Plant Food
477,2020-06-19,53804.0,Fertilizers & Plant Food
478,2020-06-20,53804.0,Fertilizers & Plant Food
479,2020-06-21,25629.0,Fertilizers & Plant Food
480,2020-06-22,25629.0,Fertilizers & Plant Food
481,2020-06-23,25629.0,Fertilizers & Plant Food
482,2020-06-24,31619.0,Fertilizers & Plant Food
483,2020-06-25,31619.0,Fertilizers & Plant Food
484,2020-06-26,31619.0,Fertilizers & Plant Food
485,2020-06-27,31619.0,Fertilizers & Plant Food
486,2020-06-28,29454.0,Fertilizers & Plant Food
487,2020-06-29,29454.0,Fertilizers & Plant Food
488,2020-06-30,29454.0,Fertilizers & Plant Food
489,2020-07-01,29454.0,Fertilizers & Plant Food
490,2020-07-02,29454.0,Fertilizers & Plant Food
491,2020-07-03,29454.0,Fertilizers & Plant Food
492,2020-07-04,29454.0,Fertilizers & Plant Food
493,2020-07-05,29454.0,Fertilizers & Plant Food
494,2020-07-06,17322.0,Fertilizers & Plant Food
495,2020-07-07,17322.0,Fertilizers & Plant Food
496,2020-07-08,22916.0,Fertilizers & Plant Food
497,2020-07-09,22916.0,Fertilizers & Plant Food
498,2020-07-10,22916.0,Fertilizers & Plant Food
499,2020-07-11,23453.0,Fertilizers & Plant Food
500,2020-07-12,23453.0,Fertilizers & Plant Food
501,2020-07-13,27971.0,Fertilizers & Plant Food
502,2020-07-14,27971.0,Fertilizers & Plant Food
503,2020-07-15,27971.0,Fertilizers & Plant Food
504,2020-07-16,21885.0,Fertilizers & Plant Food
505,2020-07-17,21885.0,Fertilizers & Plant Food
506,2020-07-18,21885.0,Fertilizers & Plant Food
507,2020-07-19,21885.0,Fertilizers & Plant Food
508,2020-07-20,27101.0,Fertilizers & Plant Food
509,2020-07-21,27101.0,Fertilizers & Plant Food
510,2020-07-22,27101.0,Fertilizers & Plant Food
511,2020-07-23,27101.0,Fertilizers & Plant Food
512,2020-07-24,27101.0,Fertilizers & Plant Food
513,2020-07-25,27101.0,Fertilizers & Plant Food
514,2020-07-26,27101.0,Fertilizers & Plant Food
515,2020-07-27,38524.0,Fertilizers & Plant Food
516,2020-07-28,38524.0,Fertilizers & Plant Food
