,date,value,name_B00WX4GAR8
59,2018-09-07,54631.0,Soil Test Kits
60,2018-09-08,26699.0,Soil Test Kits
61,2018-09-09,39949.0,Soil Test Kits
62,2018-09-10,33367.0,Soil Test Kits
63,2018-09-11,51530.0,Soil Test Kits
64,2018-09-12,24954.0,Soil Test Kits
65,2018-09-13,24954.0,Soil Test Kits
66,2018-09-14,14856.0,Soil Test Kits
67,2018-09-15,22076.0,Soil Test Kits
68,2018-09-16,22409.0,Soil Test Kits
69,2018-09-17,19480.0,Soil Test Kits
70,2018-09-18,18031.0,Soil Test Kits
71,2018-09-19,18454.0,Soil Test Kits
72,2018-09-20,22241.0,Soil Test Kits
73,2018-09-21,17763.0,Soil Test Kits
74,2018-09-22,17763.0,Soil Test Kits
75,2018-09-23,22246.0,Soil Test Kits
76,2018-09-24,37616.0,Soil Test Kits
77,2018-09-25,25700.0,Soil Test Kits
78,2018-09-26,25700.0,Soil Test Kits
79,2018-09-27,25700.0,Soil Test Kits
80,2018-09-28,25700.0,Soil Test Kits
81,2018-09-29,45493.0,Soil Test Kits
82,2018-09-30,45493.0,Soil Test Kits
83,2018-10-01,34438.0,Soil Test Kits
84,2018-10-02,15293.0,Soil Test Kits
85,2018-10-03,31937.0,Soil Test Kits
86,2018-10-04,21785.0,Soil Test Kits
87,2018-10-05,20498.0,Soil Test Kits
88,2018-10-06,34839.0,Soil Test Kits
89,2018-10-07,34839.0,Soil Test Kits
90,2018-10-08,19462.0,Soil Test Kits
91,2018-10-09,19462.0,Soil Test Kits
92,2018-10-10,27522.0,Soil Test Kits
93,2018-10-11,35351.0,Soil Test Kits
94,2018-10-12,27864.0,Soil Test Kits
95,2018-10-13,27864.0,Soil Test Kits
96,2018-10-14,27864.0,Soil Test Kits
97,2018-10-15,27864.0,Soil Test Kits
98,2018-10-16,32660.0,Soil Test Kits
99,2018-10-17,49966.0,Soil Test Kits
100,2018-10-18,49966.0,Soil Test Kits
101,2018-10-19,49966.0,Soil Test Kits
102,2018-10-20,20868.0,Soil Test Kits
103,2018-10-21,18485.0,Soil Test Kits
104,2018-10-22,24008.0,Soil Test Kits
105,2018-10-23,24008.0,Soil Test Kits
106,2018-10-24,24008.0,Soil Test Kits
107,2018-10-25,24008.0,Soil Test Kits
108,2018-10-26,44380.0,Soil Test Kits
109,2018-10-27,29488.0,Soil Test Kits
110,2018-10-28,30497.0,Soil Test Kits
111,2018-10-29,30497.0,Soil Test Kits
112,2018-10-30,14034.0,Soil Test Kits
113,2018-10-31,21409.0,Soil Test Kits
114,2018-11-01,21409.0,Soil Test Kits
115,2018-11-02,19355.0,Soil Test Kits
116,2018-11-03,19355.0,Soil Test Kits
117,2018-11-04,25010.0,Soil Test Kits
118,2018-11-05,25010.0,Soil Test Kits
119,2018-11-06,25010.0,Soil Test Kits
120,2018-11-07,25010.0,Soil Test Kits
121,2018-11-08,25010.0,Soil Test Kits
122,2018-11-09,25010.0,Soil Test Kits
123,2018-11-10,25010.0,Soil Test Kits
124,2018-11-11,41351.0,Soil Test Kits
125,2018-11-12,41351.0,Soil Test Kits
126,2018-11-13,41351.0,Soil Test Kits
127,2018-11-14,35115.0,Soil Test Kits
128,2018-11-15,44368.0,Soil Test Kits
129,2018-11-16,29464.0,Soil Test Kits
130,2018-11-17,36205.0,Soil Test Kits
131,2018-11-18,36205.0,Soil Test Kits
132,2018-11-19,33354.0,Soil Test Kits
133,2018-11-20,33354.0,Soil Test Kits
134,2018-11-21,19942.0,Soil Test Kits
135,2018-11-22,19942.0,Soil Test Kits
136,2018-11-23,14657.0,Soil Test Kits
137,2018-11-24,10105.0,Soil Test Kits
138,2018-11-25,10105.0,Soil Test Kits
139,2018-11-26,10105.0,Soil Test Kits
140,2018-11-27,10105.0,Soil Test Kits
141,2018-11-28,10105.0,Soil Test Kits
142,2018-11-29,21719.0,Soil Test Kits
143,2018-11-30,21719.0,Soil Test Kits
144,2018-12-01,9046.0,Soil Test Kits
145,2018-12-02,11728.0,Soil Test Kits
146,2018-12-03,12292.0,Soil Test Kits
147,2018-12-04,15302.0,Soil Test Kits
148,2018-12-05,15302.0,Soil Test Kits
149,2018-12-06,15302.0,Soil Test Kits
150,2018-12-07,25503.0,Soil Test Kits
151,2018-12-08,14746.0,Soil Test Kits
152,2018-12-09,14746.0,Soil Test Kits
153,2018-12-10,14746.0,Soil Test Kits
154,2018-12-11,14746.0,Soil Test Kits
155,2018-12-12,20532.0,Soil Test Kits
156,2018-12-13,35485.0,Soil Test Kits
157,2018-12-14,35485.0,Soil Test Kits
158,2018-12-15,35485.0,Soil Test Kits
159,2018-12-16,35485.0,Soil Test Kits
160,2018-12-17,35485.0,Soil Test Kits
161,2018-12-18,35485.0,Soil Test Kits
162,2018-12-19,35485.0,Soil Test Kits
163,2018-12-20,24728.0,Soil Test Kits
164,2018-12-21,24728.0,Soil Test Kits
165,2018-12-22,24728.0,Soil Test Kits
166,2018-12-23,24728.0,Soil Test Kits
167,2018-12-24,24728.0,Soil Test Kits
168,2018-12-25,24728.0,Soil Test Kits
169,2018-12-26,39737.0,Soil Test Kits
170,2018-12-27,39737.0,Soil Test Kits
171,2018-12-28,39737.0,Soil Test Kits
172,2018-12-29,39737.0,Soil Test Kits
173,2018-12-30,39737.0,Soil Test Kits
174,2018-12-31,50435.0,Soil Test Kits
175,2019-01-01,50435.0,Soil Test Kits
176,2019-01-02,50435.0,Soil Test Kits
177,2019-01-03,50435.0,Soil Test Kits
178,2019-01-04,50435.0,Soil Test Kits
179,2019-01-05,50180.0,Soil Test Kits
180,2019-01-06,50180.0,Soil Test Kits
181,2019-01-07,41281.0,Soil Test Kits
182,2019-01-08,41281.0,Soil Test Kits
183,2019-01-09,55786.0,Soil Test Kits
184,2019-01-10,55786.0,Soil Test Kits
185,2019-01-11,55786.0,Soil Test Kits
186,2019-01-12,55786.0,Soil Test Kits
187,2019-01-13,46476.0,Soil Test Kits
188,2019-01-14,46476.0,Soil Test Kits
189,2019-01-15,46476.0,Soil Test Kits
190,2019-01-16,58038.0,Soil Test Kits
191,2019-01-17,58038.0,Soil Test Kits
192,2019-01-18,55397.0,Soil Test Kits
193,2019-01-19,55397.0,Soil Test Kits
194,2019-01-20,55397.0,Soil Test Kits
195,2019-01-21,55397.0,Soil Test Kits
196,2019-01-22,55397.0,Soil Test Kits
197,2019-01-23,55397.0,Soil Test Kits
198,2019-01-24,55397.0,Soil Test Kits
199,2019-01-25,55397.0,Soil Test Kits
200,2019-01-26,55397.0,Soil Test Kits
201,2019-01-27,56013.0,Soil Test Kits
202,2019-01-28,56013.0,Soil Test Kits
203,2019-01-29,56013.0,Soil Test Kits
204,2019-01-30,56013.0,Soil Test Kits
205,2019-01-31,56013.0,Soil Test Kits
206,2019-02-01,56013.0,Soil Test Kits
207,2019-02-02,56013.0,Soil Test Kits
208,2019-02-03,56013.0,Soil Test Kits
209,2019-02-04,15201.0,Soil Test Kits
210,2019-02-05,15201.0,Soil Test Kits
211,2019-02-06,23960.0,Soil Test Kits
212,2019-02-07,23960.0,Soil Test Kits
213,2019-02-08,23960.0,Soil Test Kits
214,2019-02-09,42850.0,Soil Test Kits
215,2019-02-10,42850.0,Soil Test Kits
216,2019-02-11,19240.0,Soil Test Kits
217,2019-02-12,37032.0,Soil Test Kits
218,2019-02-13,37032.0,Soil Test Kits
219,2019-02-14,37032.0,Soil Test Kits
220,2019-02-15,12494.0,Soil Test Kits
221,2019-02-16,12494.0,Soil Test Kits
222,2019-02-17,12494.0,Soil Test Kits
223,2019-02-18,19933.0,Soil Test Kits
224,2019-02-19,19933.0,Soil Test Kits
225,2019-02-20,19933.0,Soil Test Kits
226,2019-02-21,19933.0,Soil Test Kits
227,2019-02-22,24179.0,Soil Test Kits
228,2019-02-23,24179.0,Soil Test Kits
229,2019-02-24,33272.0,Soil Test Kits
230,2019-02-25,33272.0,Soil Test Kits
231,2019-02-26,20861.0,Soil Test Kits
232,2019-02-27,20861.0,Soil Test Kits
233,2019-02-28,20861.0,Soil Test Kits
234,2019-03-01,20861.0,Soil Test Kits
235,2019-03-02,20861.0,Soil Test Kits
236,2019-03-03,20861.0,Soil Test Kits
237,2019-03-04,20861.0,Soil Test Kits
238,2019-03-05,31068.0,Soil Test Kits
239,2019-03-06,31068.0,Soil Test Kits
240,2019-03-07,31068.0,Soil Test Kits
241,2019-03-08,16334.0,Soil Test Kits
242,2019-03-09,16334.0,Soil Test Kits
243,2019-03-10,16334.0,Soil Test Kits
244,2019-03-11,17110.0,Soil Test Kits
245,2019-03-12,19430.0,Soil Test Kits
246,2019-03-13,19430.0,Soil Test Kits
247,2019-03-14,19430.0,Soil Test Kits
248,2019-03-15,19430.0,Soil Test Kits
249,2019-03-16,20020.0,Soil Test Kits
250,2019-03-17,20020.0,Soil Test Kits
251,2019-03-18,20020.0,Soil Test Kits
252,2019-03-19,21976.0,Soil Test Kits
253,2019-03-20,27173.0,Soil Test Kits
254,2019-03-21,24690.0,Soil Test Kits
255,2019-03-22,24423.0,Soil Test Kits
256,2019-03-23,40850.0,Soil Test Kits
257,2019-03-24,36821.0,Soil Test Kits
258,2019-03-25,36821.0,Soil Test Kits
259,2019-03-26,17437.0,Soil Test Kits
260,2019-03-27,34272.0,Soil Test Kits
261,2019-03-28,27228.0,Soil Test Kits
262,2019-03-29,27228.0,Soil Test Kits
263,2019-03-30,27228.0,Soil Test Kits
264,2019-03-31,42057.0,Soil Test Kits
265,2019-04-01,42057.0,Soil Test Kits
266,2019-04-02,42057.0,Soil Test Kits
267,2019-04-03,42057.0,Soil Test Kits
268,2019-04-04,42057.0,Soil Test Kits
269,2019-04-05,25917.0,Soil Test Kits
270,2019-04-06,25917.0,Soil Test Kits
271,2019-04-07,25917.0,Soil Test Kits
272,2019-04-08,25917.0,Soil Test Kits
273,2019-04-09,15369.0,Soil Test Kits
274,2019-04-10,15369.0,Soil Test Kits
275,2019-04-11,16216.0,Soil Test Kits
276,2019-04-12,16216.0,Soil Test Kits
277,2019-04-13,19119.0,Soil Test Kits
278,2019-04-14,13773.0,Soil Test Kits
279,2019-04-15,13779.0,Soil Test Kits
280,2019-04-16,16032.0,Soil Test Kits
281,2019-04-17,20716.0,Soil Test Kits
282,2019-04-18,12311.0,Soil Test Kits
283,2019-04-19,13212.0,Soil Test Kits
284,2019-04-20,12804.0,Soil Test Kits
285,2019-04-21,12804.0,Soil Test Kits
286,2019-04-22,19140.0,Soil Test Kits
287,2019-04-23,19140.0,Soil Test Kits
288,2019-04-24,22663.0,Soil Test Kits
289,2019-04-25,9974.0,Soil Test Kits
290,2019-04-26,14684.0,Soil Test Kits
291,2019-04-27,10809.0,Soil Test Kits
292,2019-04-28,10809.0,Soil Test Kits
293,2019-04-29,13847.0,Soil Test Kits
294,2019-04-30,20682.0,Soil Test Kits
295,2019-05-01,15662.0,Soil Test Kits
296,2019-05-02,15662.0,Soil Test Kits
297,2019-05-03,19655.0,Soil Test Kits
298,2019-05-04,19655.0,Soil Test Kits
299,2019-05-05,11651.0,Soil Test Kits
300,2019-05-06,12755.0,Soil Test Kits
301,2019-05-07,11278.0,Soil Test Kits
302,2019-05-08,10710.0,Soil Test Kits
303,2019-05-09,11734.0,Soil Test Kits
304,2019-05-10,12787.0,Soil Test Kits
305,2019-05-11,9365.0,Soil Test Kits
306,2019-05-12,11968.0,Soil Test Kits
307,2019-05-13,13494.0,Soil Test Kits
308,2019-05-14,10118.0,Soil Test Kits
309,2019-05-15,11274.0,Soil Test Kits
310,2019-05-16,11274.0,Soil Test Kits
311,2019-05-17,10408.0,Soil Test Kits
312,2019-05-18,15076.0,Soil Test Kits
313,2019-05-19,16449.0,Soil Test Kits
314,2019-05-20,15392.0,Soil Test Kits
315,2019-05-21,17117.0,Soil Test Kits
316,2019-05-22,14826.0,Soil Test Kits
317,2019-05-23,17471.0,Soil Test Kits
318,2019-05-24,21109.0,Soil Test Kits
319,2019-05-25,15623.0,Soil Test Kits
320,2019-05-26,15504.0,Soil Test Kits
321,2019-05-27,21682.0,Soil Test Kits
322,2019-05-28,21682.0,Soil Test Kits
323,2019-05-29,20036.0,Soil Test Kits
324,2019-05-30,17580.0,Soil Test Kits
325,2019-05-31,18984.0,Soil Test Kits
326,2019-06-01,24182.0,Soil Test Kits
327,2019-06-02,13332.0,Soil Test Kits
328,2019-06-03,18377.0,Soil Test Kits
329,2019-06-04,17335.0,Soil Test Kits
330,2019-06-05,21040.0,Soil Test Kits
331,2019-06-06,23119.0,Soil Test Kits
332,2019-06-07,31508.0,Soil Test Kits
333,2019-06-08,19763.0,Soil Test Kits
334,2019-06-09,18784.0,Soil Test Kits
335,2019-06-10,12350.0,Soil Test Kits
336,2019-06-11,16508.0,Soil Test Kits
337,2019-06-12,17846.0,Soil Test Kits
338,2019-06-13,23436.0,Soil Test Kits
339,2019-06-14,16791.0,Soil Test Kits
340,2019-06-15,20532.0,Soil Test Kits
341,2019-06-16,20384.0,Soil Test Kits
342,2019-06-17,30987.0,Soil Test Kits
343,2019-06-18,18712.0,Soil Test Kits
344,2019-06-19,20623.0,Soil Test Kits
345,2019-06-20,20054.0,Soil Test Kits
346,2019-06-21,17297.0,Soil Test Kits
347,2019-06-22,17299.0,Soil Test Kits
348,2019-06-23,18049.0,Soil Test Kits
349,2019-06-24,20751.0,Soil Test Kits
350,2019-06-25,20989.0,Soil Test Kits
351,2019-06-26,21261.0,Soil Test Kits
352,2019-06-27,16942.0,Soil Test Kits
353,2019-06-28,22885.0,Soil Test Kits
354,2019-06-29,22641.0,Soil Test Kits
355,2019-06-30,25311.0,Soil Test Kits
356,2019-07-01,32076.0,Soil Test Kits
357,2019-07-02,18770.0,Soil Test Kits
358,2019-07-03,20521.0,Soil Test Kits
359,2019-07-04,18636.0,Soil Test Kits
360,2019-07-05,22565.0,Soil Test Kits
361,2019-07-06,22804.0,Soil Test Kits
362,2019-07-07,18827.0,Soil Test Kits
363,2019-07-08,26604.0,Soil Test Kits
364,2019-07-09,36293.0,Soil Test Kits
365,2019-07-10,18435.0,Soil Test Kits
366,2019-07-11,23243.0,Soil Test Kits
367,2019-07-12,14856.0,Soil Test Kits
368,2019-07-13,21686.0,Soil Test Kits
369,2019-07-14,25657.0,Soil Test Kits
370,2019-07-15,20968.0,Soil Test Kits
371,2019-07-16,26443.0,Soil Test Kits
372,2019-07-17,22977.0,Soil Test Kits
373,2019-07-18,25541.0,Soil Test Kits
374,2019-07-19,35553.0,Soil Test Kits
375,2019-07-20,50113.0,Soil Test Kits
376,2019-07-21,50113.0,Soil Test Kits
377,2019-07-22,29735.0,Soil Test Kits
378,2019-07-23,21994.0,Soil Test Kits
379,2019-07-24,25818.0,Soil Test Kits
380,2019-07-25,27601.0,Soil Test Kits
381,2019-07-26,41813.0,Soil Test Kits
382,2019-07-27,26788.0,Soil Test Kits
383,2019-07-28,34318.0,Soil Test Kits
384,2019-07-29,27400.0,Soil Test Kits
385,2019-07-30,18272.0,Soil Test Kits
386,2019-07-31,24758.0,Soil Test Kits
387,2019-08-01,20883.0,Soil Test Kits
388,2019-08-02,25407.0,Soil Test Kits
389,2019-08-03,18433.0,Soil Test Kits
390,2019-08-04,20884.0,Soil Test Kits
391,2019-08-05,16310.0,Soil Test Kits
392,2019-08-06,16813.0,Soil Test Kits
393,2019-08-07,21966.0,Soil Test Kits
394,2019-08-08,34143.0,Soil Test Kits
395,2019-08-09,22844.0,Soil Test Kits
396,2019-08-10,26622.0,Soil Test Kits
397,2019-08-11,23770.0,Soil Test Kits
398,2019-08-12,28056.0,Soil Test Kits
399,2019-08-13,23850.0,Soil Test Kits
400,2019-08-14,20340.0,Soil Test Kits
401,2019-08-15,30325.0,Soil Test Kits
402,2019-08-16,21611.0,Soil Test Kits
403,2019-08-17,20570.0,Soil Test Kits
404,2019-08-18,15148.0,Soil Test Kits
405,2019-08-19,28599.0,Soil Test Kits
406,2019-08-20,16915.0,Soil Test Kits
407,2019-08-21,25735.0,Soil Test Kits
408,2019-08-22,33924.0,Soil Test Kits
409,2019-08-23,24329.0,Soil Test Kits
410,2019-08-24,19690.0,Soil Test Kits
411,2019-08-25,20242.0,Soil Test Kits
412,2019-08-26,28394.0,Soil Test Kits
413,2019-08-27,25516.0,Soil Test Kits
414,2019-08-28,43892.0,Soil Test Kits
415,2019-08-29,24929.0,Soil Test Kits
416,2019-08-30,42192.0,Soil Test Kits
417,2019-08-31,49121.0,Soil Test Kits
418,2019-09-01,33684.0,Soil Test Kits
419,2019-09-02,16071.0,Soil Test Kits
420,2019-09-03,25424.0,Soil Test Kits
421,2019-09-04,32616.0,Soil Test Kits
422,2019-09-05,32616.0,Soil Test Kits
423,2019-09-06,32616.0,Soil Test Kits
424,2019-09-07,26382.0,Soil Test Kits
425,2019-09-08,29127.0,Soil Test Kits
426,2019-09-09,30650.0,Soil Test Kits
427,2019-09-10,30172.0,Soil Test Kits
428,2019-09-11,28272.0,Soil Test Kits
429,2019-09-12,25922.0,Soil Test Kits
430,2019-09-13,35452.0,Soil Test Kits
431,2019-09-14,31715.0,Soil Test Kits
432,2019-09-15,31541.0,Soil Test Kits
433,2019-09-16,35942.0,Soil Test Kits
434,2019-09-17,23035.0,Soil Test Kits
435,2019-09-18,28382.0,Soil Test Kits
436,2019-09-19,29239.0,Soil Test Kits
437,2019-09-20,24260.0,Soil Test Kits
438,2019-09-21,25213.0,Soil Test Kits
439,2019-09-22,38475.0,Soil Test Kits
440,2019-09-23,40713.0,Soil Test Kits
441,2019-09-24,36938.0,Soil Test Kits
442,2019-09-25,27434.0,Soil Test Kits
443,2019-09-26,37998.0,Soil Test Kits
444,2019-09-27,33392.0,Soil Test Kits
445,2019-09-28,31682.0,Soil Test Kits
446,2019-09-29,40509.0,Soil Test Kits
447,2019-09-30,19698.0,Soil Test Kits
448,2019-10-01,24506.0,Soil Test Kits
449,2019-10-02,30339.0,Soil Test Kits
450,2019-10-03,22979.0,Soil Test Kits
451,2019-10-04,22979.0,Soil Test Kits
452,2019-10-05,31774.0,Soil Test Kits
453,2019-10-06,22509.0,Soil Test Kits
454,2019-10-07,41009.0,Soil Test Kits
455,2019-10-08,20272.0,Soil Test Kits
456,2019-10-09,45832.0,Soil Test Kits
457,2019-10-10,45832.0,Soil Test Kits
458,2019-10-11,45832.0,Soil Test Kits
459,2019-10-12,31288.0,Soil Test Kits
460,2019-10-13,19531.0,Soil Test Kits
461,2019-10-14,33201.0,Soil Test Kits
462,2019-10-15,25322.0,Soil Test Kits
463,2019-10-16,39798.0,Soil Test Kits
464,2019-10-17,30262.0,Soil Test Kits
465,2019-10-18,43112.0,Soil Test Kits
466,2019-10-19,18050.0,Soil Test Kits
467,2019-10-20,23126.0,Soil Test Kits
468,2019-10-21,20860.0,Soil Test Kits
469,2019-10-22,39978.0,Soil Test Kits
470,2019-10-23,20538.0,Soil Test Kits
471,2019-10-24,27953.0,Soil Test Kits
472,2019-10-25,20123.0,Soil Test Kits
473,2019-10-26,23361.0,Soil Test Kits
474,2019-10-27,32914.0,Soil Test Kits
475,2019-10-28,20422.0,Soil Test Kits
476,2019-10-29,21328.0,Soil Test Kits
477,2019-10-30,22497.0,Soil Test Kits
478,2019-10-31,21617.0,Soil Test Kits
479,2019-11-01,20150.0,Soil Test Kits
480,2019-11-02,25232.0,Soil Test Kits
481,2019-11-03,31710.0,Soil Test Kits
482,2019-11-04,29132.0,Soil Test Kits
483,2019-11-05,21730.0,Soil Test Kits
484,2019-11-06,37955.0,Soil Test Kits
485,2019-11-07,37955.0,Soil Test Kits
486,2019-11-08,37955.0,Soil Test Kits
487,2019-11-09,37955.0,Soil Test Kits
488,2019-11-10,37955.0,Soil Test Kits
489,2019-11-11,37955.0,Soil Test Kits
490,2019-11-12,24150.0,Soil Test Kits
491,2019-11-13,24860.0,Soil Test Kits
492,2019-11-14,24860.0,Soil Test Kits
493,2019-11-15,24860.0,Soil Test Kits
494,2019-11-16,28724.0,Soil Test Kits
495,2019-11-17,28724.0,Soil Test Kits
496,2019-11-18,28724.0,Soil Test Kits
497,2019-11-19,26077.0,Soil Test Kits
498,2019-11-20,26077.0,Soil Test Kits
499,2019-11-21,26077.0,Soil Test Kits
500,2019-11-22,24765.0,Soil Test Kits
501,2019-11-23,24765.0,Soil Test Kits
502,2019-11-24,24765.0,Soil Test Kits
503,2019-11-25,24765.0,Soil Test Kits
504,2019-11-26,51484.0,Soil Test Kits
505,2019-11-27,51484.0,Soil Test Kits
506,2019-11-28,51484.0,Soil Test Kits
507,2019-11-29,31733.0,Soil Test Kits
508,2019-11-30,31733.0,Soil Test Kits
509,2019-12-01,31733.0,Soil Test Kits
510,2019-12-02,31733.0,Soil Test Kits
511,2019-12-03,31733.0,Soil Test Kits
512,2019-12-04,31733.0,Soil Test Kits
513,2019-12-05,14211.0,Soil Test Kits
514,2019-12-06,14211.0,Soil Test Kits
515,2019-12-07,13362.0,Soil Test Kits
516,2019-12-08,10342.0,Soil Test Kits
517,2019-12-09,12313.0,Soil Test Kits
518,2019-12-10,12313.0,Soil Test Kits
519,2019-12-11,12313.0,Soil Test Kits
520,2019-12-12,12313.0,Soil Test Kits
521,2019-12-13,12313.0,Soil Test Kits
522,2019-12-14,12313.0,Soil Test Kits
523,2019-12-15,12313.0,Soil Test Kits
524,2019-12-16,9556.0,Soil Test Kits
525,2019-12-17,9556.0,Soil Test Kits
526,2019-12-18,9556.0,Soil Test Kits
527,2019-12-19,9556.0,Soil Test Kits
528,2019-12-20,9556.0,Soil Test Kits
529,2019-12-21,9556.0,Soil Test Kits
530,2019-12-22,12716.0,Soil Test Kits
531,2019-12-23,12716.0,Soil Test Kits
532,2019-12-24,12716.0,Soil Test Kits
533,2019-12-25,12716.0,Soil Test Kits
534,2019-12-26,12716.0,Soil Test Kits
535,2019-12-27,12716.0,Soil Test Kits
536,2019-12-28,12716.0,Soil Test Kits
537,2019-12-29,11337.0,Soil Test Kits
538,2019-12-30,11337.0,Soil Test Kits
539,2019-12-31,36535.0,Soil Test Kits
540,2020-01-01,36535.0,Soil Test Kits
541,2020-01-02,36535.0,Soil Test Kits
542,2020-01-03,36535.0,Soil Test Kits
543,2020-01-04,36535.0,Soil Test Kits
544,2020-01-05,36535.0,Soil Test Kits
545,2020-01-06,13608.0,Soil Test Kits
546,2020-01-07,32802.0,Soil Test Kits
547,2020-01-08,32802.0,Soil Test Kits
548,2020-01-09,32802.0,Soil Test Kits
549,2020-01-10,15038.0,Soil Test Kits
550,2020-01-11,15038.0,Soil Test Kits
551,2020-01-12,15038.0,Soil Test Kits
552,2020-01-13,15038.0,Soil Test Kits
553,2020-01-14,15038.0,Soil Test Kits
554,2020-01-15,6195.0,Soil Test Kits
555,2020-01-16,6195.0,Soil Test Kits
556,2020-01-17,6195.0,Soil Test Kits
557,2020-01-18,6195.0,Soil Test Kits
558,2020-01-19,6195.0,Soil Test Kits
559,2020-01-20,6195.0,Soil Test Kits
560,2020-01-21,6195.0,Soil Test Kits
561,2020-01-22,6195.0,Soil Test Kits
562,2020-01-23,13523.0,Soil Test Kits
563,2020-01-24,13523.0,Soil Test Kits
564,2020-01-25,13523.0,Soil Test Kits
565,2020-01-26,18458.0,Soil Test Kits
566,2020-01-27,18458.0,Soil Test Kits
567,2020-01-28,18458.0,Soil Test Kits
568,2020-01-29,18458.0,Soil Test Kits
569,2020-01-30,13732.0,Soil Test Kits
570,2020-01-31,13732.0,Soil Test Kits
571,2020-02-01,13732.0,Soil Test Kits
572,2020-02-02,13732.0,Soil Test Kits
573,2020-02-03,13732.0,Soil Test Kits
574,2020-02-04,13732.0,Soil Test Kits
575,2020-02-05,10000.0,Soil Test Kits
576,2020-02-06,17798.0,Soil Test Kits
577,2020-02-07,17798.0,Soil Test Kits
578,2020-02-08,17798.0,Soil Test Kits
579,2020-02-09,17798.0,Soil Test Kits
580,2020-02-10,17798.0,Soil Test Kits
581,2020-02-11,14314.0,Soil Test Kits
582,2020-02-12,14314.0,Soil Test Kits
583,2020-02-13,14314.0,Soil Test Kits
584,2020-02-14,14314.0,Soil Test Kits
585,2020-02-15,14314.0,Soil Test Kits
586,2020-02-16,14314.0,Soil Test Kits
587,2020-02-17,14314.0,Soil Test Kits
588,2020-02-18,14744.0,Soil Test Kits
589,2020-02-19,14744.0,Soil Test Kits
590,2020-02-20,11755.0,Soil Test Kits
591,2020-02-21,11755.0,Soil Test Kits
592,2020-02-22,11755.0,Soil Test Kits
593,2020-02-23,11755.0,Soil Test Kits
594,2020-02-24,11755.0,Soil Test Kits
595,2020-02-25,11755.0,Soil Test Kits
596,2020-02-26,11755.0,Soil Test Kits
597,2020-02-27,11755.0,Soil Test Kits
598,2020-02-28,11755.0,Soil Test Kits
599,2020-02-29,11755.0,Soil Test Kits
600,2020-03-01,11755.0,Soil Test Kits
601,2020-03-02,5122.0,Soil Test Kits
602,2020-03-03,7933.0,Soil Test Kits
603,2020-03-04,7933.0,Soil Test Kits
604,2020-03-05,7933.0,Soil Test Kits
605,2020-03-06,15930.0,Soil Test Kits
606,2020-03-07,15930.0,Soil Test Kits
