,date,value,name_B07TT9PRSC
0,2019-08-13,17598.0,Quesadilla & Tortilla Makers
1,2019-08-14,19437.0,Quesadilla & Tortilla Makers
2,2019-08-15,23606.0,Quesadilla & Tortilla Makers
3,2019-08-16,20113.0,Quesadilla & Tortilla Makers
4,2019-08-17,14922.0,Quesadilla & Tortilla Makers
5,2019-08-18,15156.0,Quesadilla & Tortilla Makers
6,2019-08-19,16947.0,Quesadilla & Tortilla Makers
7,2019-08-20,22664.0,Quesadilla & Tortilla Makers
8,2019-08-21,18960.0,Quesadilla & Tortilla Makers
9,2019-08-22,19493.0,Quesadilla & Tortilla Makers
10,2019-08-23,20006.0,Quesadilla & Tortilla Makers
11,2019-08-24,23993.0,Quesadilla & Tortilla Makers
12,2019-08-25,19962.0,Quesadilla & Tortilla Makers
13,2019-08-26,17598.0,Quesadilla & Tortilla Makers
14,2019-08-27,31431.0,Quesadilla & Tortilla Makers
15,2019-08-28,34264.0,Quesadilla & Tortilla Makers
16,2019-08-29,39824.0,Quesadilla & Tortilla Makers
17,2019-08-30,21148.0,Quesadilla & Tortilla Makers
18,2019-08-31,21303.0,Quesadilla & Tortilla Makers
19,2019-09-01,20549.0,Quesadilla & Tortilla Makers
20,2019-09-02,14768.0,Quesadilla & Tortilla Makers
21,2019-09-03,19900.0,Quesadilla & Tortilla Makers
22,2019-09-04,28444.0,Quesadilla & Tortilla Makers
23,2019-09-05,20017.0,Quesadilla & Tortilla Makers
24,2019-09-06,23940.0,Quesadilla & Tortilla Makers
25,2019-09-07,22135.0,Quesadilla & Tortilla Makers
26,2019-09-08,22135.0,Quesadilla & Tortilla Makers
27,2019-09-09,22135.0,Quesadilla & Tortilla Makers
28,2019-09-10,22135.0,Quesadilla & Tortilla Makers
29,2019-09-11,34176.0,Quesadilla & Tortilla Makers
30,2019-09-12,21696.0,Quesadilla & Tortilla Makers
31,2019-09-13,18918.0,Quesadilla & Tortilla Makers
32,2019-09-14,14782.0,Quesadilla & Tortilla Makers
33,2019-09-15,14782.0,Quesadilla & Tortilla Makers
34,2019-09-16,19018.0,Quesadilla & Tortilla Makers
35,2019-09-17,11556.0,Quesadilla & Tortilla Makers
36,2019-09-18,-1.0,Quesadilla & Tortilla Makers
37,2019-09-19,-1.0,Quesadilla & Tortilla Makers
38,2019-09-20,-1.0,Quesadilla & Tortilla Makers
39,2019-09-21,-1.0,Quesadilla & Tortilla Makers
40,2019-09-22,-1.0,Quesadilla & Tortilla Makers
41,2019-09-23,-1.0,Quesadilla & Tortilla Makers
42,2019-09-24,-1.0,Quesadilla & Tortilla Makers
43,2019-09-25,-1.0,Quesadilla & Tortilla Makers
44,2019-09-26,20924.0,Quesadilla & Tortilla Makers
45,2019-09-27,20924.0,Quesadilla & Tortilla Makers
46,2019-09-28,20985.0,Quesadilla & Tortilla Makers
47,2019-09-29,13694.0,Quesadilla & Tortilla Makers
48,2019-09-30,12188.0,Quesadilla & Tortilla Makers
49,2019-10-01,12188.0,Quesadilla & Tortilla Makers
50,2019-10-02,10879.0,Quesadilla & Tortilla Makers
51,2019-10-03,13133.0,Quesadilla & Tortilla Makers
52,2019-10-04,13133.0,Quesadilla & Tortilla Makers
53,2019-10-05,13229.0,Quesadilla & Tortilla Makers
54,2019-10-06,13229.0,Quesadilla & Tortilla Makers
55,2019-10-07,13229.0,Quesadilla & Tortilla Makers
56,2019-10-08,14008.0,Quesadilla & Tortilla Makers
57,2019-10-09,14008.0,Quesadilla & Tortilla Makers
58,2019-10-10,19663.0,Quesadilla & Tortilla Makers
59,2019-10-11,19663.0,Quesadilla & Tortilla Makers
60,2019-10-12,15058.0,Quesadilla & Tortilla Makers
61,2019-10-13,15058.0,Quesadilla & Tortilla Makers
62,2019-10-14,15058.0,Quesadilla & Tortilla Makers
63,2019-10-15,26317.0,Quesadilla & Tortilla Makers
64,2019-10-16,25692.0,Quesadilla & Tortilla Makers
65,2019-10-17,32589.0,Quesadilla & Tortilla Makers
66,2019-10-18,25278.0,Quesadilla & Tortilla Makers
67,2019-10-19,22062.0,Quesadilla & Tortilla Makers
68,2019-10-20,20657.0,Quesadilla & Tortilla Makers
69,2019-10-21,20657.0,Quesadilla & Tortilla Makers
70,2019-10-22,19653.0,Quesadilla & Tortilla Makers
71,2019-10-23,19548.0,Quesadilla & Tortilla Makers
72,2019-10-24,28571.0,Quesadilla & Tortilla Makers
73,2019-10-25,28571.0,Quesadilla & Tortilla Makers
74,2019-10-26,28571.0,Quesadilla & Tortilla Makers
75,2019-10-27,36238.0,Quesadilla & Tortilla Makers
76,2019-10-28,36238.0,Quesadilla & Tortilla Makers
77,2019-10-29,27384.0,Quesadilla & Tortilla Makers
78,2019-10-30,27384.0,Quesadilla & Tortilla Makers
79,2019-10-31,37493.0,Quesadilla & Tortilla Makers
80,2019-11-01,29631.0,Quesadilla & Tortilla Makers
81,2019-11-02,29631.0,Quesadilla & Tortilla Makers
82,2019-11-03,29631.0,Quesadilla & Tortilla Makers
83,2019-11-04,32349.0,Quesadilla & Tortilla Makers
84,2019-11-05,32349.0,Quesadilla & Tortilla Makers
85,2019-11-06,28266.0,Quesadilla & Tortilla Makers
86,2019-11-07,42221.0,Quesadilla & Tortilla Makers
87,2019-11-08,42221.0,Quesadilla & Tortilla Makers
88,2019-11-09,42221.0,Quesadilla & Tortilla Makers
89,2019-11-10,42221.0,Quesadilla & Tortilla Makers
90,2019-11-11,29553.0,Quesadilla & Tortilla Makers
91,2019-11-12,29553.0,Quesadilla & Tortilla Makers
92,2019-11-13,29553.0,Quesadilla & Tortilla Makers
93,2019-11-14,29553.0,Quesadilla & Tortilla Makers
94,2019-11-15,48734.0,Quesadilla & Tortilla Makers
95,2019-11-16,48734.0,Quesadilla & Tortilla Makers
96,2019-11-17,55705.0,Quesadilla & Tortilla Makers
97,2019-11-18,55705.0,Quesadilla & Tortilla Makers
98,2019-11-19,55705.0,Quesadilla & Tortilla Makers
99,2019-11-20,55705.0,Quesadilla & Tortilla Makers
100,2019-11-21,37400.0,Quesadilla & Tortilla Makers
101,2019-11-22,37400.0,Quesadilla & Tortilla Makers
102,2019-11-23,37400.0,Quesadilla & Tortilla Makers
103,2019-11-24,37400.0,Quesadilla & Tortilla Makers
104,2019-11-25,37400.0,Quesadilla & Tortilla Makers
105,2019-11-26,16119.0,Quesadilla & Tortilla Makers
106,2019-11-27,16119.0,Quesadilla & Tortilla Makers
107,2019-11-28,16119.0,Quesadilla & Tortilla Makers
108,2019-11-29,27522.0,Quesadilla & Tortilla Makers
109,2019-11-30,27936.0,Quesadilla & Tortilla Makers
110,2019-12-01,27936.0,Quesadilla & Tortilla Makers
111,2019-12-02,27936.0,Quesadilla & Tortilla Makers
112,2019-12-03,27936.0,Quesadilla & Tortilla Makers
113,2019-12-04,27960.0,Quesadilla & Tortilla Makers
114,2019-12-05,27960.0,Quesadilla & Tortilla Makers
115,2019-12-06,45093.0,Quesadilla & Tortilla Makers
116,2019-12-07,45093.0,Quesadilla & Tortilla Makers
117,2019-12-08,45093.0,Quesadilla & Tortilla Makers
118,2019-12-09,45093.0,Quesadilla & Tortilla Makers
119,2019-12-10,25640.0,Quesadilla & Tortilla Makers
120,2019-12-11,24262.0,Quesadilla & Tortilla Makers
121,2019-12-12,24262.0,Quesadilla & Tortilla Makers
122,2019-12-13,17827.0,Quesadilla & Tortilla Makers
123,2019-12-14,14453.0,Quesadilla & Tortilla Makers
124,2019-12-15,14453.0,Quesadilla & Tortilla Makers
125,2019-12-16,14453.0,Quesadilla & Tortilla Makers
126,2019-12-17,20732.0,Quesadilla & Tortilla Makers
127,2019-12-18,20732.0,Quesadilla & Tortilla Makers
128,2019-12-19,20732.0,Quesadilla & Tortilla Makers
129,2019-12-20,20969.0,Quesadilla & Tortilla Makers
130,2019-12-21,20969.0,Quesadilla & Tortilla Makers
131,2019-12-22,20969.0,Quesadilla & Tortilla Makers
132,2019-12-23,20969.0,Quesadilla & Tortilla Makers
133,2019-12-24,20969.0,Quesadilla & Tortilla Makers
134,2019-12-25,20969.0,Quesadilla & Tortilla Makers
135,2019-12-26,24753.0,Quesadilla & Tortilla Makers
136,2019-12-27,37929.0,Quesadilla & Tortilla Makers
137,2019-12-28,37929.0,Quesadilla & Tortilla Makers
138,2019-12-29,29449.0,Quesadilla & Tortilla Makers
139,2019-12-30,29449.0,Quesadilla & Tortilla Makers
140,2019-12-31,29449.0,Quesadilla & Tortilla Makers
141,2020-01-01,29449.0,Quesadilla & Tortilla Makers
142,2020-01-02,29449.0,Quesadilla & Tortilla Makers
143,2020-01-03,23333.0,Quesadilla & Tortilla Makers
144,2020-01-04,23333.0,Quesadilla & Tortilla Makers
145,2020-01-05,23333.0,Quesadilla & Tortilla Makers
146,2020-01-06,23333.0,Quesadilla & Tortilla Makers
147,2020-01-07,23333.0,Quesadilla & Tortilla Makers
148,2020-01-08,23333.0,Quesadilla & Tortilla Makers
149,2020-01-09,57102.0,Quesadilla & Tortilla Makers
150,2020-01-10,57102.0,Quesadilla & Tortilla Makers
151,2020-01-11,57102.0,Quesadilla & Tortilla Makers
152,2020-01-12,57102.0,Quesadilla & Tortilla Makers
153,2020-01-13,57102.0,Quesadilla & Tortilla Makers
154,2020-01-14,28185.0,Quesadilla & Tortilla Makers
155,2020-01-15,28185.0,Quesadilla & Tortilla Makers
156,2020-01-16,22136.0,Quesadilla & Tortilla Makers
157,2020-01-17,22136.0,Quesadilla & Tortilla Makers
158,2020-01-18,22136.0,Quesadilla & Tortilla Makers
159,2020-01-19,22136.0,Quesadilla & Tortilla Makers
160,2020-01-20,17275.0,Quesadilla & Tortilla Makers
161,2020-01-21,17275.0,Quesadilla & Tortilla Makers
162,2020-01-22,17275.0,Quesadilla & Tortilla Makers
163,2020-01-23,21548.0,Quesadilla & Tortilla Makers
164,2020-01-24,21548.0,Quesadilla & Tortilla Makers
165,2020-01-25,21548.0,Quesadilla & Tortilla Makers
166,2020-01-26,21548.0,Quesadilla & Tortilla Makers
167,2020-01-27,21548.0,Quesadilla & Tortilla Makers
168,2020-01-28,21548.0,Quesadilla & Tortilla Makers
169,2020-01-29,21221.0,Quesadilla & Tortilla Makers
170,2020-01-30,21221.0,Quesadilla & Tortilla Makers
171,2020-01-31,21221.0,Quesadilla & Tortilla Makers
172,2020-02-01,31057.0,Quesadilla & Tortilla Makers
173,2020-02-02,31057.0,Quesadilla & Tortilla Makers
174,2020-02-03,31057.0,Quesadilla & Tortilla Makers
175,2020-02-04,31057.0,Quesadilla & Tortilla Makers
176,2020-02-05,31057.0,Quesadilla & Tortilla Makers
177,2020-02-06,31057.0,Quesadilla & Tortilla Makers
178,2020-02-07,31057.0,Quesadilla & Tortilla Makers
179,2020-02-08,51252.0,Quesadilla & Tortilla Makers
180,2020-02-09,51252.0,Quesadilla & Tortilla Makers
181,2020-02-10,51252.0,Quesadilla & Tortilla Makers
182,2020-02-11,51252.0,Quesadilla & Tortilla Makers
183,2020-02-12,51252.0,Quesadilla & Tortilla Makers
184,2020-02-13,87485.0,Quesadilla & Tortilla Makers
185,2020-02-14,87485.0,Quesadilla & Tortilla Makers
186,2020-02-15,87485.0,Quesadilla & Tortilla Makers
187,2020-02-16,87485.0,Quesadilla & Tortilla Makers
