,date,value,name_B07HW1BGCR
88,2018-12-30,129183.0,Floating Shelves
89,2018-12-31,129183.0,Floating Shelves
90,2019-01-01,143067.0,Floating Shelves
91,2019-01-02,143067.0,Floating Shelves
92,2019-01-03,143067.0,Floating Shelves
93,2019-01-04,72227.0,Floating Shelves
94,2019-01-05,72227.0,Floating Shelves
95,2019-01-06,72227.0,Floating Shelves
96,2019-01-07,40867.0,Floating Shelves
97,2019-01-08,40867.0,Floating Shelves
98,2019-01-09,40867.0,Floating Shelves
99,2019-01-10,40867.0,Floating Shelves
100,2019-01-11,40867.0,Floating Shelves
101,2019-01-12,72439.0,Floating Shelves
102,2019-01-13,72439.0,Floating Shelves
103,2019-01-14,95621.0,Floating Shelves
104,2019-01-15,95621.0,Floating Shelves
105,2019-01-16,95621.0,Floating Shelves
106,2019-01-17,141694.0,Floating Shelves
107,2019-01-18,141694.0,Floating Shelves
108,2019-01-19,111811.0,Floating Shelves
109,2019-01-20,111811.0,Floating Shelves
110,2019-01-21,111811.0,Floating Shelves
111,2019-01-22,78611.0,Floating Shelves
112,2019-01-23,79138.0,Floating Shelves
113,2019-01-24,79138.0,Floating Shelves
114,2019-01-25,79138.0,Floating Shelves
115,2019-01-26,119814.0,Floating Shelves
116,2019-01-27,119814.0,Floating Shelves
117,2019-01-28,119814.0,Floating Shelves
118,2019-01-29,46063.0,Floating Shelves
119,2019-01-30,46063.0,Floating Shelves
120,2019-01-31,74718.0,Floating Shelves
121,2019-02-01,69894.0,Floating Shelves
122,2019-02-02,69894.0,Floating Shelves
123,2019-02-03,68308.0,Floating Shelves
124,2019-02-04,68308.0,Floating Shelves
125,2019-02-05,43474.0,Floating Shelves
126,2019-02-06,43474.0,Floating Shelves
127,2019-02-07,33827.0,Floating Shelves
128,2019-02-08,33827.0,Floating Shelves
129,2019-02-09,46456.0,Floating Shelves
130,2019-02-10,46456.0,Floating Shelves
131,2019-02-11,43326.0,Floating Shelves
132,2019-02-12,43326.0,Floating Shelves
133,2019-02-13,53851.0,Floating Shelves
134,2019-02-14,53851.0,Floating Shelves
135,2019-02-15,53851.0,Floating Shelves
136,2019-02-16,30635.0,Floating Shelves
137,2019-02-17,20624.0,Floating Shelves
138,2019-02-18,20624.0,Floating Shelves
139,2019-02-19,20624.0,Floating Shelves
140,2019-02-20,18656.0,Floating Shelves
141,2019-02-21,18656.0,Floating Shelves
142,2019-02-22,18656.0,Floating Shelves
143,2019-02-23,18656.0,Floating Shelves
144,2019-02-24,18656.0,Floating Shelves
145,2019-02-25,24665.0,Floating Shelves
146,2019-02-26,18039.0,Floating Shelves
147,2019-02-27,27593.0,Floating Shelves
148,2019-02-28,22399.0,Floating Shelves
149,2019-03-01,18833.0,Floating Shelves
150,2019-03-02,19869.0,Floating Shelves
151,2019-03-03,20443.0,Floating Shelves
152,2019-03-04,19345.0,Floating Shelves
153,2019-03-05,19345.0,Floating Shelves
154,2019-03-06,19345.0,Floating Shelves
155,2019-03-07,21546.0,Floating Shelves
156,2019-03-08,21546.0,Floating Shelves
157,2019-03-09,21546.0,Floating Shelves
158,2019-03-10,21546.0,Floating Shelves
159,2019-03-11,21546.0,Floating Shelves
160,2019-03-12,21546.0,Floating Shelves
161,2019-03-13,21546.0,Floating Shelves
162,2019-03-14,25900.0,Floating Shelves
163,2019-03-15,25900.0,Floating Shelves
164,2019-03-16,26762.0,Floating Shelves
165,2019-03-17,26762.0,Floating Shelves
166,2019-03-18,17147.0,Floating Shelves
167,2019-03-19,17147.0,Floating Shelves
168,2019-03-20,17147.0,Floating Shelves
169,2019-03-21,17147.0,Floating Shelves
170,2019-03-22,31223.0,Floating Shelves
171,2019-03-23,23751.0,Floating Shelves
172,2019-03-24,41720.0,Floating Shelves
173,2019-03-25,28422.0,Floating Shelves
174,2019-03-26,34028.0,Floating Shelves
175,2019-03-27,48324.0,Floating Shelves
176,2019-03-28,38596.0,Floating Shelves
177,2019-03-29,38596.0,Floating Shelves
178,2019-03-30,38596.0,Floating Shelves
179,2019-03-31,38596.0,Floating Shelves
180,2019-04-01,39368.0,Floating Shelves
181,2019-04-02,39368.0,Floating Shelves
182,2019-04-03,31663.0,Floating Shelves
183,2019-04-04,35826.0,Floating Shelves
184,2019-04-05,33786.0,Floating Shelves
185,2019-04-06,36025.0,Floating Shelves
186,2019-04-07,36025.0,Floating Shelves
187,2019-04-08,72096.0,Floating Shelves
188,2019-04-09,103441.0,Floating Shelves
189,2019-04-10,103441.0,Floating Shelves
190,2019-04-11,103441.0,Floating Shelves
191,2019-04-12,119873.0,Floating Shelves
192,2019-04-13,152252.0,Floating Shelves
193,2019-04-14,152252.0,Floating Shelves
194,2019-04-15,152252.0,Floating Shelves
195,2019-04-16,152252.0,Floating Shelves
196,2019-04-17,84383.0,Floating Shelves
197,2019-04-18,84383.0,Floating Shelves
198,2019-04-19,84383.0,Floating Shelves
199,2019-04-20,44470.0,Floating Shelves
200,2019-04-21,44470.0,Floating Shelves
201,2019-04-22,44470.0,Floating Shelves
202,2019-04-23,44470.0,Floating Shelves
203,2019-04-24,44470.0,Floating Shelves
204,2019-04-25,51519.0,Floating Shelves
205,2019-04-26,47627.0,Floating Shelves
206,2019-04-27,52239.0,Floating Shelves
207,2019-04-28,36508.0,Floating Shelves
208,2019-04-29,36508.0,Floating Shelves
209,2019-04-30,36508.0,Floating Shelves
210,2019-05-01,27969.0,Floating Shelves
211,2019-05-02,27969.0,Floating Shelves
212,2019-05-03,27969.0,Floating Shelves
213,2019-05-04,27969.0,Floating Shelves
214,2019-05-05,27969.0,Floating Shelves
215,2019-05-06,26287.0,Floating Shelves
216,2019-05-07,27935.0,Floating Shelves
217,2019-05-08,32768.0,Floating Shelves
218,2019-05-09,41935.0,Floating Shelves
219,2019-05-10,47178.0,Floating Shelves
220,2019-05-11,38362.0,Floating Shelves
221,2019-05-12,37498.0,Floating Shelves
222,2019-05-13,43126.0,Floating Shelves
223,2019-05-14,45441.0,Floating Shelves
224,2019-05-15,45441.0,Floating Shelves
225,2019-05-16,45441.0,Floating Shelves
226,2019-05-17,167473.0,Floating Shelves
227,2019-05-18,188386.0,Floating Shelves
228,2019-05-19,232246.0,Floating Shelves
229,2019-05-20,247645.0,Floating Shelves
230,2019-05-21,71326.0,Floating Shelves
231,2019-05-22,47647.0,Floating Shelves
232,2019-05-23,47647.0,Floating Shelves
233,2019-05-24,29915.0,Floating Shelves
234,2019-05-25,36416.0,Floating Shelves
235,2019-05-26,36416.0,Floating Shelves
236,2019-05-27,27988.0,Floating Shelves
237,2019-05-28,27845.0,Floating Shelves
238,2019-05-29,27845.0,Floating Shelves
239,2019-05-30,27845.0,Floating Shelves
240,2019-05-31,25904.0,Floating Shelves
241,2019-06-01,29167.0,Floating Shelves
242,2019-06-02,29167.0,Floating Shelves
243,2019-06-03,29167.0,Floating Shelves
244,2019-06-04,29167.0,Floating Shelves
245,2019-06-05,36482.0,Floating Shelves
246,2019-06-06,32182.0,Floating Shelves
247,2019-06-07,32182.0,Floating Shelves
248,2019-06-08,24629.0,Floating Shelves
249,2019-06-09,22595.0,Floating Shelves
250,2019-06-10,25923.0,Floating Shelves
251,2019-06-11,36544.0,Floating Shelves
252,2019-06-12,36544.0,Floating Shelves
253,2019-06-13,36544.0,Floating Shelves
254,2019-06-14,23740.0,Floating Shelves
255,2019-06-15,29771.0,Floating Shelves
256,2019-06-16,29771.0,Floating Shelves
257,2019-06-17,29771.0,Floating Shelves
258,2019-06-18,23494.0,Floating Shelves
259,2019-06-19,38275.0,Floating Shelves
260,2019-06-20,44038.0,Floating Shelves
261,2019-06-21,45506.0,Floating Shelves
262,2019-06-22,45506.0,Floating Shelves
263,2019-06-23,45506.0,Floating Shelves
264,2019-06-24,50142.0,Floating Shelves
265,2019-06-25,58295.0,Floating Shelves
266,2019-06-26,43832.0,Floating Shelves
267,2019-06-27,40400.0,Floating Shelves
268,2019-06-28,64185.0,Floating Shelves
269,2019-06-29,74281.0,Floating Shelves
270,2019-06-30,74281.0,Floating Shelves
271,2019-07-01,74281.0,Floating Shelves
272,2019-07-02,114957.0,Floating Shelves
273,2019-07-03,105480.0,Floating Shelves
274,2019-07-04,105480.0,Floating Shelves
275,2019-07-05,73533.0,Floating Shelves
276,2019-07-06,73533.0,Floating Shelves
277,2019-07-07,73533.0,Floating Shelves
278,2019-07-08,42708.0,Floating Shelves
279,2019-07-09,37596.0,Floating Shelves
280,2019-07-10,25619.0,Floating Shelves
281,2019-07-11,35204.0,Floating Shelves
282,2019-07-12,35204.0,Floating Shelves
283,2019-07-13,35204.0,Floating Shelves
284,2019-07-14,22516.0,Floating Shelves
285,2019-07-15,22516.0,Floating Shelves
286,2019-07-16,24245.0,Floating Shelves
287,2019-07-17,24245.0,Floating Shelves
288,2019-07-18,24245.0,Floating Shelves
289,2019-07-19,16196.0,Floating Shelves
290,2019-07-20,22666.0,Floating Shelves
291,2019-07-21,22666.0,Floating Shelves
292,2019-07-22,22666.0,Floating Shelves
293,2019-07-23,14005.0,Floating Shelves
294,2019-07-24,14005.0,Floating Shelves
295,2019-07-25,14005.0,Floating Shelves
296,2019-07-26,15572.0,Floating Shelves
297,2019-07-27,16117.0,Floating Shelves
298,2019-07-28,18661.0,Floating Shelves
299,2019-07-29,18661.0,Floating Shelves
300,2019-07-30,14022.0,Floating Shelves
301,2019-07-31,11640.0,Floating Shelves
302,2019-08-01,15678.0,Floating Shelves
303,2019-08-02,13450.0,Floating Shelves
304,2019-08-03,13450.0,Floating Shelves
305,2019-08-04,13581.0,Floating Shelves
306,2019-08-05,13581.0,Floating Shelves
307,2019-08-06,10362.0,Floating Shelves
308,2019-08-07,10362.0,Floating Shelves
309,2019-08-08,8338.0,Floating Shelves
310,2019-08-09,9264.0,Floating Shelves
311,2019-08-10,9264.0,Floating Shelves
312,2019-08-11,9264.0,Floating Shelves
313,2019-08-12,9975.0,Floating Shelves
314,2019-08-13,10911.0,Floating Shelves
315,2019-08-14,10911.0,Floating Shelves
316,2019-08-15,5839.0,Floating Shelves
317,2019-08-16,6362.0,Floating Shelves
318,2019-08-17,8542.0,Floating Shelves
319,2019-08-18,6691.0,Floating Shelves
320,2019-08-19,6691.0,Floating Shelves
321,2019-08-20,24348.0,Floating Shelves
322,2019-08-21,24348.0,Floating Shelves
323,2019-08-22,25146.0,Floating Shelves
324,2019-08-23,25146.0,Floating Shelves
325,2019-08-24,17502.0,Floating Shelves
326,2019-08-25,17502.0,Floating Shelves
327,2019-08-26,17502.0,Floating Shelves
328,2019-08-27,24700.0,Floating Shelves
329,2019-08-28,24700.0,Floating Shelves
330,2019-08-29,38979.0,Floating Shelves
331,2019-08-30,35948.0,Floating Shelves
332,2019-08-31,35948.0,Floating Shelves
333,2019-09-01,35948.0,Floating Shelves
334,2019-09-02,25470.0,Floating Shelves
335,2019-09-03,25470.0,Floating Shelves
336,2019-09-04,29536.0,Floating Shelves
337,2019-09-05,26958.0,Floating Shelves
338,2019-09-06,18252.0,Floating Shelves
339,2019-09-07,22889.0,Floating Shelves
340,2019-09-08,17127.0,Floating Shelves
341,2019-09-09,15571.0,Floating Shelves
342,2019-09-10,12924.0,Floating Shelves
343,2019-09-11,14211.0,Floating Shelves
344,2019-09-12,14211.0,Floating Shelves
345,2019-09-13,14211.0,Floating Shelves
346,2019-09-14,17241.0,Floating Shelves
347,2019-09-15,21633.0,Floating Shelves
348,2019-09-16,21633.0,Floating Shelves
349,2019-09-17,21633.0,Floating Shelves
350,2019-09-18,13845.0,Floating Shelves
351,2019-09-19,12986.0,Floating Shelves
352,2019-09-20,16364.0,Floating Shelves
353,2019-09-21,16364.0,Floating Shelves
354,2019-09-22,16364.0,Floating Shelves
355,2019-09-23,21606.0,Floating Shelves
356,2019-09-24,21606.0,Floating Shelves
357,2019-09-25,22650.0,Floating Shelves
358,2019-09-26,22650.0,Floating Shelves
359,2019-09-27,22650.0,Floating Shelves
360,2019-09-28,19906.0,Floating Shelves
361,2019-09-29,31324.0,Floating Shelves
362,2019-09-30,31324.0,Floating Shelves
363,2019-10-01,31324.0,Floating Shelves
364,2019-10-02,21144.0,Floating Shelves
365,2019-10-03,23951.0,Floating Shelves
366,2019-10-04,18317.0,Floating Shelves
367,2019-10-05,15289.0,Floating Shelves
368,2019-10-06,15289.0,Floating Shelves
369,2019-10-07,15289.0,Floating Shelves
370,2019-10-08,16868.0,Floating Shelves
371,2019-10-09,16868.0,Floating Shelves
372,2019-10-10,17689.0,Floating Shelves
373,2019-10-11,15920.0,Floating Shelves
374,2019-10-12,15920.0,Floating Shelves
375,2019-10-13,15920.0,Floating Shelves
376,2019-10-14,15168.0,Floating Shelves
377,2019-10-15,15168.0,Floating Shelves
378,2019-10-16,18204.0,Floating Shelves
379,2019-10-17,24685.0,Floating Shelves
380,2019-10-18,24685.0,Floating Shelves
381,2019-10-19,24685.0,Floating Shelves
382,2019-10-20,28420.0,Floating Shelves
383,2019-10-21,18820.0,Floating Shelves
384,2019-10-22,18820.0,Floating Shelves
385,2019-10-23,22125.0,Floating Shelves
386,2019-10-24,25037.0,Floating Shelves
387,2019-10-25,26998.0,Floating Shelves
388,2019-10-26,26998.0,Floating Shelves
389,2019-10-27,26998.0,Floating Shelves
390,2019-10-28,22984.0,Floating Shelves
391,2019-10-29,22984.0,Floating Shelves
392,2019-10-30,26396.0,Floating Shelves
393,2019-10-31,28169.0,Floating Shelves
394,2019-11-01,28169.0,Floating Shelves
395,2019-11-02,28169.0,Floating Shelves
396,2019-11-03,30781.0,Floating Shelves
397,2019-11-04,23916.0,Floating Shelves
398,2019-11-05,23916.0,Floating Shelves
399,2019-11-06,23916.0,Floating Shelves
400,2019-11-07,23916.0,Floating Shelves
401,2019-11-08,22235.0,Floating Shelves
402,2019-11-09,22235.0,Floating Shelves
403,2019-11-10,22235.0,Floating Shelves
404,2019-11-11,41986.0,Floating Shelves
405,2019-11-12,41986.0,Floating Shelves
406,2019-11-13,41986.0,Floating Shelves
407,2019-11-14,41986.0,Floating Shelves
408,2019-11-15,31664.0,Floating Shelves
409,2019-11-16,31664.0,Floating Shelves
410,2019-11-17,31664.0,Floating Shelves
411,2019-11-18,40284.0,Floating Shelves
412,2019-11-19,40284.0,Floating Shelves
413,2019-11-20,40284.0,Floating Shelves
414,2019-11-21,35490.0,Floating Shelves
415,2019-11-22,26711.0,Floating Shelves
416,2019-11-23,34306.0,Floating Shelves
417,2019-11-24,35487.0,Floating Shelves
418,2019-11-25,35487.0,Floating Shelves
419,2019-11-26,33440.0,Floating Shelves
420,2019-11-27,39221.0,Floating Shelves
421,2019-11-28,39221.0,Floating Shelves
422,2019-11-29,39221.0,Floating Shelves
423,2019-11-30,39221.0,Floating Shelves
424,2019-12-01,39221.0,Floating Shelves
425,2019-12-02,39015.0,Floating Shelves
426,2019-12-03,39015.0,Floating Shelves
427,2019-12-04,39015.0,Floating Shelves
428,2019-12-05,39015.0,Floating Shelves
429,2019-12-06,55429.0,Floating Shelves
430,2019-12-07,59853.0,Floating Shelves
431,2019-12-08,59853.0,Floating Shelves
432,2019-12-09,59853.0,Floating Shelves
433,2019-12-10,59853.0,Floating Shelves
434,2019-12-11,59853.0,Floating Shelves
435,2019-12-12,59853.0,Floating Shelves
436,2019-12-13,61271.0,Floating Shelves
437,2019-12-14,61271.0,Floating Shelves
438,2019-12-15,61271.0,Floating Shelves
439,2019-12-16,45321.0,Floating Shelves
440,2019-12-17,45321.0,Floating Shelves
441,2019-12-18,53489.0,Floating Shelves
442,2019-12-19,53489.0,Floating Shelves
443,2019-12-20,41348.0,Floating Shelves
444,2019-12-21,41627.0,Floating Shelves
445,2019-12-22,41627.0,Floating Shelves
446,2019-12-23,41627.0,Floating Shelves
447,2019-12-24,32028.0,Floating Shelves
448,2019-12-25,32028.0,Floating Shelves
449,2019-12-26,31902.0,Floating Shelves
450,2019-12-27,23593.0,Floating Shelves
451,2019-12-28,23593.0,Floating Shelves
452,2019-12-29,30985.0,Floating Shelves
453,2019-12-30,30985.0,Floating Shelves
454,2019-12-31,21040.0,Floating Shelves
455,2020-01-01,21040.0,Floating Shelves
456,2020-01-02,21040.0,Floating Shelves
457,2020-01-03,21040.0,Floating Shelves
458,2020-01-04,21040.0,Floating Shelves
459,2020-01-05,21040.0,Floating Shelves
460,2020-01-06,22683.0,Floating Shelves
461,2020-01-07,18525.0,Floating Shelves
462,2020-01-08,18525.0,Floating Shelves
463,2020-01-09,22702.0,Floating Shelves
464,2020-01-10,22702.0,Floating Shelves
465,2020-01-11,22702.0,Floating Shelves
466,2020-01-12,22702.0,Floating Shelves
467,2020-01-13,24207.0,Floating Shelves
468,2020-01-14,27146.0,Floating Shelves
469,2020-01-15,27146.0,Floating Shelves
470,2020-01-16,27146.0,Floating Shelves
471,2020-01-17,27146.0,Floating Shelves
472,2020-01-18,27146.0,Floating Shelves
473,2020-01-19,27146.0,Floating Shelves
474,2020-01-20,27146.0,Floating Shelves
475,2020-01-21,19701.0,Floating Shelves
476,2020-01-22,19701.0,Floating Shelves
477,2020-01-23,19701.0,Floating Shelves
478,2020-01-24,19701.0,Floating Shelves
479,2020-01-25,19701.0,Floating Shelves
480,2020-01-26,19701.0,Floating Shelves
481,2020-01-27,19701.0,Floating Shelves
482,2020-01-28,24363.0,Floating Shelves
483,2020-01-29,24363.0,Floating Shelves
484,2020-01-30,24363.0,Floating Shelves
485,2020-01-31,24363.0,Floating Shelves
486,2020-02-01,24363.0,Floating Shelves
487,2020-02-02,15562.0,Floating Shelves
488,2020-02-03,15562.0,Floating Shelves
489,2020-02-04,15562.0,Floating Shelves
490,2020-02-05,15562.0,Floating Shelves
491,2020-02-06,16051.0,Floating Shelves
492,2020-02-07,16051.0,Floating Shelves
493,2020-02-08,16145.0,Floating Shelves
494,2020-02-09,16145.0,Floating Shelves
495,2020-02-10,16145.0,Floating Shelves
496,2020-02-11,16145.0,Floating Shelves
497,2020-02-12,16145.0,Floating Shelves
498,2020-02-13,16145.0,Floating Shelves
499,2020-02-14,12670.0,Floating Shelves
500,2020-02-15,12670.0,Floating Shelves
501,2020-02-16,12670.0,Floating Shelves
502,2020-02-17,12670.0,Floating Shelves
503,2020-02-18,12670.0,Floating Shelves
504,2020-02-19,20198.0,Floating Shelves
505,2020-02-20,20198.0,Floating Shelves
506,2020-02-21,26712.0,Floating Shelves
507,2020-02-22,26712.0,Floating Shelves
508,2020-02-23,12699.0,Floating Shelves
509,2020-02-24,16158.0,Floating Shelves
510,2020-02-25,17283.0,Floating Shelves
511,2020-02-26,14497.0,Floating Shelves
512,2020-02-27,14497.0,Floating Shelves
513,2020-02-28,14497.0,Floating Shelves
514,2020-02-29,14497.0,Floating Shelves
515,2020-03-01,14497.0,Floating Shelves
516,2020-03-02,14761.0,Floating Shelves
517,2020-03-03,19887.0,Floating Shelves
518,2020-03-04,19887.0,Floating Shelves
519,2020-03-05,18828.0,Floating Shelves
520,2020-03-06,18828.0,Floating Shelves
521,2020-03-07,18828.0,Floating Shelves
522,2020-03-08,18828.0,Floating Shelves
523,2020-03-09,18828.0,Floating Shelves
524,2020-03-10,18828.0,Floating Shelves
525,2020-03-11,15330.0,Floating Shelves
526,2020-03-12,15330.0,Floating Shelves
527,2020-03-13,15330.0,Floating Shelves
528,2020-03-14,15479.0,Floating Shelves
529,2020-03-15,15479.0,Floating Shelves
530,2020-03-16,15479.0,Floating Shelves
531,2020-03-17,15479.0,Floating Shelves
532,2020-03-18,15479.0,Floating Shelves
533,2020-03-19,16794.0,Floating Shelves
534,2020-03-20,16794.0,Floating Shelves
535,2020-03-21,16794.0,Floating Shelves
536,2020-03-22,16794.0,Floating Shelves
537,2020-03-23,16794.0,Floating Shelves
538,2020-03-24,10033.0,Floating Shelves
539,2020-03-25,9558.0,Floating Shelves
540,2020-03-26,9558.0,Floating Shelves
541,2020-03-27,9558.0,Floating Shelves
542,2020-03-28,9558.0,Floating Shelves
543,2020-03-29,9558.0,Floating Shelves
544,2020-03-30,18591.0,Floating Shelves
545,2020-03-31,16177.0,Floating Shelves
546,2020-04-01,16548.0,Floating Shelves
547,2020-04-02,16548.0,Floating Shelves
548,2020-04-03,16548.0,Floating Shelves
549,2020-04-04,16548.0,Floating Shelves
550,2020-04-05,16548.0,Floating Shelves
551,2020-04-06,15924.0,Floating Shelves
552,2020-04-07,15924.0,Floating Shelves
553,2020-04-08,15924.0,Floating Shelves
554,2020-04-09,15924.0,Floating Shelves
555,2020-04-10,15924.0,Floating Shelves
556,2020-04-11,12205.0,Floating Shelves
557,2020-04-12,12205.0,Floating Shelves
558,2020-04-13,12205.0,Floating Shelves
559,2020-04-14,12205.0,Floating Shelves
560,2020-04-15,12011.0,Floating Shelves
561,2020-04-16,8325.0,Floating Shelves
562,2020-04-17,8325.0,Floating Shelves
563,2020-04-18,8325.0,Floating Shelves
564,2020-04-19,8325.0,Floating Shelves
565,2020-04-20,8325.0,Floating Shelves
566,2020-04-21,8325.0,Floating Shelves
567,2020-04-22,9912.0,Floating Shelves
568,2020-04-23,9912.0,Floating Shelves
569,2020-04-24,9912.0,Floating Shelves
570,2020-04-25,9912.0,Floating Shelves
571,2020-04-26,22327.0,Floating Shelves
572,2020-04-27,22327.0,Floating Shelves
573,2020-04-28,39959.0,Floating Shelves
574,2020-04-29,19409.0,Floating Shelves
575,2020-04-30,19409.0,Floating Shelves
576,2020-05-01,19409.0,Floating Shelves
577,2020-05-02,19409.0,Floating Shelves
578,2020-05-03,19409.0,Floating Shelves
579,2020-05-04,16548.0,Floating Shelves
580,2020-05-05,16548.0,Floating Shelves
581,2020-05-06,13493.0,Floating Shelves
582,2020-05-07,12189.0,Floating Shelves
583,2020-05-08,12189.0,Floating Shelves
584,2020-05-09,12189.0,Floating Shelves
585,2020-05-10,7511.0,Floating Shelves
586,2020-05-11,8241.0,Floating Shelves
587,2020-05-12,8241.0,Floating Shelves
588,2020-05-13,8241.0,Floating Shelves
589,2020-05-14,6546.0,Floating Shelves
590,2020-05-15,6546.0,Floating Shelves
591,2020-05-16,8160.0,Floating Shelves
592,2020-05-17,8160.0,Floating Shelves
593,2020-05-18,8160.0,Floating Shelves
594,2020-05-19,8160.0,Floating Shelves
595,2020-05-20,8160.0,Floating Shelves
596,2020-05-21,6526.0,Floating Shelves
597,2020-05-22,6526.0,Floating Shelves
598,2020-05-23,15073.0,Floating Shelves
599,2020-05-24,15073.0,Floating Shelves
600,2020-05-25,15073.0,Floating Shelves
601,2020-05-26,15073.0,Floating Shelves
602,2020-05-27,25823.0,Floating Shelves
603,2020-05-28,25823.0,Floating Shelves
604,2020-05-29,52731.0,Floating Shelves
605,2020-05-30,38012.0,Floating Shelves
606,2020-05-31,38012.0,Floating Shelves
607,2020-06-01,38012.0,Floating Shelves
608,2020-06-02,38012.0,Floating Shelves
609,2020-06-03,20758.0,Floating Shelves
610,2020-06-04,20758.0,Floating Shelves
611,2020-06-05,20758.0,Floating Shelves
612,2020-06-06,19551.0,Floating Shelves
613,2020-06-07,22244.0,Floating Shelves
614,2020-06-08,22244.0,Floating Shelves
615,2020-06-09,16574.0,Floating Shelves
616,2020-06-10,16574.0,Floating Shelves
617,2020-06-11,15184.0,Floating Shelves
618,2020-06-12,19442.0,Floating Shelves
619,2020-06-13,19847.0,Floating Shelves
620,2020-06-14,19847.0,Floating Shelves
621,2020-06-15,19847.0,Floating Shelves
622,2020-06-16,19847.0,Floating Shelves
623,2020-06-17,18379.0,Floating Shelves
624,2020-06-18,22730.0,Floating Shelves
625,2020-06-19,22730.0,Floating Shelves
626,2020-06-20,22730.0,Floating Shelves
627,2020-06-21,22730.0,Floating Shelves
628,2020-06-22,18712.0,Floating Shelves
629,2020-06-23,18712.0,Floating Shelves
630,2020-06-24,18712.0,Floating Shelves
631,2020-06-25,18712.0,Floating Shelves
632,2020-06-26,18712.0,Floating Shelves
633,2020-06-27,34506.0,Floating Shelves
