,date,value,name_B084FKSYFJ
53,2020-07-22,24862.0,Collagen
54,2020-07-23,24862.0,Collagen
55,2020-07-24,24862.0,Collagen
56,2020-07-25,24862.0,Collagen
57,2020-07-26,24862.0,Collagen
58,2020-07-27,32429.0,Collagen
59,2020-07-28,34823.0,Collagen
60,2020-07-29,34823.0,Collagen
61,2020-07-30,34823.0,Collagen
62,2020-07-31,34823.0,Collagen
63,2020-08-01,34823.0,Collagen
64,2020-08-02,34823.0,Collagen
65,2020-08-03,37297.0,Collagen
66,2020-08-04,37297.0,Collagen
67,2020-08-05,37297.0,Collagen
68,2020-08-06,37297.0,Collagen
69,2020-08-07,41877.0,Collagen
70,2020-08-08,41877.0,Collagen
71,2020-08-09,41877.0,Collagen
72,2020-08-10,41877.0,Collagen
73,2020-08-11,41877.0,Collagen
74,2020-08-12,41877.0,Collagen
75,2020-08-13,41877.0,Collagen
76,2020-08-14,41877.0,Collagen
77,2020-08-15,41877.0,Collagen
78,2020-08-16,33178.0,Collagen
79,2020-08-17,33178.0,Collagen
80,2020-08-18,33178.0,Collagen
81,2020-08-19,33178.0,Collagen
82,2020-08-20,34742.0,Collagen
83,2020-08-21,34742.0,Collagen
84,2020-08-22,34742.0,Collagen
85,2020-08-23,34742.0,Collagen
86,2020-08-24,34131.0,Collagen
87,2020-08-25,34131.0,Collagen
88,2020-08-26,34131.0,Collagen
89,2020-08-27,22719.0,Collagen
90,2020-08-28,28863.0,Collagen
91,2020-08-29,28863.0,Collagen
92,2020-08-30,28863.0,Collagen
93,2020-08-31,28863.0,Collagen
94,2020-09-01,28863.0,Collagen
95,2020-09-02,28863.0,Collagen
96,2020-09-03,32461.0,Collagen
97,2020-09-04,32461.0,Collagen
98,2020-09-05,32461.0,Collagen
99,2020-09-06,32700.0,Collagen
100,2020-09-07,32700.0,Collagen
101,2020-09-08,32700.0,Collagen
102,2020-09-09,32700.0,Collagen
103,2020-09-10,32700.0,Collagen
104,2020-09-11,32700.0,Collagen
105,2020-09-12,32700.0,Collagen
106,2020-09-13,32700.0,Collagen
107,2020-09-14,32700.0,Collagen
108,2020-09-15,32700.0,Collagen
109,2020-09-16,28859.0,Collagen
110,2020-09-17,28859.0,Collagen
111,2020-09-18,28859.0,Collagen
112,2020-09-19,28859.0,Collagen
113,2020-09-20,28859.0,Collagen
114,2020-09-21,28859.0,Collagen
115,2020-09-22,43707.0,Collagen
116,2020-09-23,43707.0,Collagen
117,2020-09-24,43707.0,Collagen
118,2020-09-25,43707.0,Collagen
119,2020-09-26,48481.0,Collagen
120,2020-09-27,48481.0,Collagen
121,2020-09-28,48481.0,Collagen
122,2020-09-29,48481.0,Collagen
123,2020-09-30,48481.0,Collagen
124,2020-10-01,38337.0,Collagen
125,2020-10-02,38337.0,Collagen
126,2020-10-03,38337.0,Collagen
127,2020-10-04,38337.0,Collagen
128,2020-10-05,38337.0,Collagen
129,2020-10-06,38337.0,Collagen
130,2020-10-07,32523.0,Collagen
131,2020-10-08,32523.0,Collagen
132,2020-10-09,32523.0,Collagen
133,2020-10-10,32523.0,Collagen
134,2020-10-11,38729.0,Collagen
135,2020-10-12,38729.0,Collagen
136,2020-10-13,38729.0,Collagen
137,2020-10-14,38729.0,Collagen
138,2020-10-15,38729.0,Collagen
139,2020-10-16,28679.0,Collagen
140,2020-10-17,28679.0,Collagen
141,2020-10-18,31891.0,Collagen
142,2020-10-19,31891.0,Collagen
143,2020-10-20,31891.0,Collagen
144,2020-10-21,31891.0,Collagen
145,2020-10-22,31891.0,Collagen
146,2020-10-23,31891.0,Collagen
147,2020-10-24,32019.0,Collagen
148,2020-10-25,32019.0,Collagen
149,2020-10-26,32019.0,Collagen
150,2020-10-27,26704.0,Collagen
151,2020-10-28,31382.0,Collagen
152,2020-10-29,31382.0,Collagen
153,2020-10-30,31382.0,Collagen
154,2020-10-31,31382.0,Collagen
155,2020-11-01,31382.0,Collagen
156,2020-11-02,31382.0,Collagen
157,2020-11-03,31382.0,Collagen
158,2020-11-04,31382.0,Collagen
159,2020-11-05,31382.0,Collagen
160,2020-11-06,31382.0,Collagen
161,2020-11-07,31382.0,Collagen
162,2020-11-08,35052.0,Collagen
163,2020-11-09,35052.0,Collagen
164,2020-11-10,35052.0,Collagen
165,2020-11-11,35052.0,Collagen
166,2020-11-12,35052.0,Collagen
167,2020-11-13,35052.0,Collagen
168,2020-11-14,35052.0,Collagen
169,2020-11-15,35920.0,Collagen
170,2020-11-16,35920.0,Collagen
171,2020-11-17,35920.0,Collagen
172,2020-11-18,40651.0,Collagen
173,2020-11-19,36098.0,Collagen
174,2020-11-20,36098.0,Collagen
175,2020-11-21,36098.0,Collagen
176,2020-11-22,36098.0,Collagen
177,2020-11-23,36098.0,Collagen
178,2020-11-24,36098.0,Collagen
179,2020-11-25,36098.0,Collagen
180,2020-11-26,36098.0,Collagen
181,2020-11-27,37043.0,Collagen
182,2020-11-28,37043.0,Collagen
183,2020-11-29,37043.0,Collagen
184,2020-11-30,46455.0,Collagen
185,2020-12-01,46455.0,Collagen
186,2020-12-02,46455.0,Collagen
187,2020-12-03,46455.0,Collagen
188,2020-12-04,44550.0,Collagen
189,2020-12-05,44550.0,Collagen
190,2020-12-06,44550.0,Collagen
191,2020-12-07,44209.0,Collagen
192,2020-12-08,44209.0,Collagen
193,2020-12-09,44209.0,Collagen
194,2020-12-10,44209.0,Collagen
195,2020-12-11,30374.0,Collagen
196,2020-12-12,30374.0,Collagen
197,2020-12-13,30374.0,Collagen
198,2020-12-14,30374.0,Collagen
199,2020-12-15,26094.0,Collagen
200,2020-12-16,26094.0,Collagen
201,2020-12-17,26094.0,Collagen
202,2020-12-18,26094.0,Collagen
203,2020-12-19,26094.0,Collagen
204,2020-12-20,37256.0,Collagen
205,2020-12-21,37256.0,Collagen
206,2020-12-22,29956.0,Collagen
207,2020-12-23,29956.0,Collagen
208,2020-12-24,29956.0,Collagen
209,2020-12-25,29956.0,Collagen
210,2020-12-26,29956.0,Collagen
211,2020-12-27,27417.0,Collagen
212,2020-12-28,27417.0,Collagen
213,2020-12-29,31157.0,Collagen
214,2020-12-30,31157.0,Collagen
215,2020-12-31,31157.0,Collagen
216,2021-01-01,32055.0,Collagen
217,2021-01-02,32055.0,Collagen
218,2021-01-03,32055.0,Collagen
219,2021-01-04,32055.0,Collagen
220,2021-01-05,32055.0,Collagen
221,2021-01-06,32055.0,Collagen
222,2021-01-07,32055.0,Collagen
223,2021-01-08,32055.0,Collagen
224,2021-01-09,32055.0,Collagen
225,2021-01-10,32055.0,Collagen
226,2021-01-11,32055.0,Collagen
227,2021-01-12,30706.0,Collagen
228,2021-01-13,30044.0,Collagen
229,2021-01-14,30044.0,Collagen
230,2021-01-15,30044.0,Collagen
231,2021-01-16,30044.0,Collagen
232,2021-01-17,30044.0,Collagen
233,2021-01-18,30044.0,Collagen
234,2021-01-19,28669.0,Collagen
235,2021-01-20,28669.0,Collagen
236,2021-01-21,27091.0,Collagen
237,2021-01-22,40002.0,Collagen
238,2021-01-23,40002.0,Collagen
239,2021-01-24,40002.0,Collagen
240,2021-01-25,26245.0,Collagen
241,2021-01-26,26245.0,Collagen
242,2021-01-27,32699.0,Collagen
243,2021-01-28,32699.0,Collagen
244,2021-01-29,32699.0,Collagen
245,2021-01-30,32699.0,Collagen
246,2021-01-31,32699.0,Collagen
247,2021-02-01,32699.0,Collagen
248,2021-02-02,35739.0,Collagen
249,2021-02-03,35739.0,Collagen
250,2021-02-04,35739.0,Collagen
251,2021-02-05,35739.0,Collagen
252,2021-02-06,35739.0,Collagen
253,2021-02-07,36920.0,Collagen
254,2021-02-08,36920.0,Collagen
255,2021-02-09,36920.0,Collagen
256,2021-02-10,34040.0,Collagen
257,2021-02-11,34040.0,Collagen
258,2021-02-12,34040.0,Collagen
259,2021-02-13,34040.0,Collagen
260,2021-02-14,36133.0,Collagen
261,2021-02-15,36133.0,Collagen
262,2021-02-16,36133.0,Collagen
263,2021-02-17,87860.0,Collagen
264,2021-02-18,87860.0,Collagen
265,2021-02-19,87860.0,Collagen
266,2021-02-20,87860.0,Collagen
267,2021-02-21,41198.0,Collagen
268,2021-02-22,41198.0,Collagen
269,2021-02-23,41198.0,Collagen
270,2021-02-24,41198.0,Collagen
271,2021-02-25,41198.0,Collagen
272,2021-02-26,19722.0,Collagen
273,2021-02-27,19722.0,Collagen
274,2021-02-28,19722.0,Collagen
275,2021-03-01,19722.0,Collagen
276,2021-03-02,19569.0,Collagen
277,2021-03-03,25702.0,Collagen
278,2021-03-04,25702.0,Collagen
279,2021-03-05,25702.0,Collagen
280,2021-03-06,25702.0,Collagen
281,2021-03-07,25702.0,Collagen
282,2021-03-08,25702.0,Collagen
283,2021-03-09,31379.0,Collagen
284,2021-03-10,31379.0,Collagen
285,2021-03-11,31379.0,Collagen
286,2021-03-12,34596.0,Collagen
287,2021-03-13,34596.0,Collagen
288,2021-03-14,34596.0,Collagen
289,2021-03-15,29429.0,Collagen
290,2021-03-16,29429.0,Collagen
291,2021-03-17,29429.0,Collagen
292,2021-03-18,39255.0,Collagen
293,2021-03-19,39255.0,Collagen
294,2021-03-20,31070.0,Collagen
295,2021-03-21,31070.0,Collagen
296,2021-03-22,32131.0,Collagen
297,2021-03-23,32131.0,Collagen
298,2021-03-24,32131.0,Collagen
299,2021-03-25,30979.0,Collagen
300,2021-03-26,30979.0,Collagen
301,2021-03-27,30979.0,Collagen
302,2021-03-28,30979.0,Collagen
303,2021-03-29,30979.0,Collagen
304,2021-03-30,30979.0,Collagen
305,2021-03-31,31396.0,Collagen
306,2021-04-01,31396.0,Collagen
307,2021-04-02,31396.0,Collagen
308,2021-04-03,31396.0,Collagen
309,2021-04-04,31542.0,Collagen
310,2021-04-05,36680.0,Collagen
311,2021-04-06,36138.0,Collagen
312,2021-04-07,36138.0,Collagen
313,2021-04-08,36138.0,Collagen
314,2021-04-09,30122.0,Collagen
315,2021-04-10,30122.0,Collagen
316,2021-04-11,30122.0,Collagen
317,2021-04-12,28904.0,Collagen
318,2021-04-13,25993.0,Collagen
319,2021-04-14,25993.0,Collagen
320,2021-04-15,24799.0,Collagen
321,2021-04-16,24799.0,Collagen
322,2021-04-17,24799.0,Collagen
323,2021-04-18,24799.0,Collagen
324,2021-04-19,25716.0,Collagen
325,2021-04-20,25716.0,Collagen
326,2021-04-21,31375.0,Collagen
327,2021-04-22,29754.0,Collagen
328,2021-04-23,26648.0,Collagen
329,2021-04-24,26648.0,Collagen
330,2021-04-25,24994.0,Collagen
331,2021-04-26,36090.0,Collagen
332,2021-04-27,32542.0,Collagen
333,2021-04-28,29416.0,Collagen
334,2021-04-29,29416.0,Collagen
335,2021-04-30,31074.0,Collagen
336,2021-05-01,31074.0,Collagen
337,2021-05-02,31074.0,Collagen
338,2021-05-03,31074.0,Collagen
339,2021-05-04,31074.0,Collagen
340,2021-05-05,35479.0,Collagen
341,2021-05-06,35479.0,Collagen
342,2021-05-07,32803.0,Collagen
343,2021-05-08,32803.0,Collagen
344,2021-05-09,32803.0,Collagen
345,2021-05-10,32803.0,Collagen
346,2021-05-11,32803.0,Collagen
347,2021-05-12,34477.0,Collagen
348,2021-05-13,34477.0,Collagen
349,2021-05-14,34477.0,Collagen
350,2021-05-15,34477.0,Collagen
351,2021-05-16,25313.0,Collagen
352,2021-05-17,25313.0,Collagen
353,2021-05-18,25313.0,Collagen
354,2021-05-19,30296.0,Collagen
355,2021-05-20,29936.0,Collagen
356,2021-05-21,31100.0,Collagen
357,2021-05-22,31100.0,Collagen
358,2021-05-23,31100.0,Collagen
359,2021-05-24,28169.0,Collagen
360,2021-05-25,28169.0,Collagen
361,2021-05-26,28169.0,Collagen
362,2021-05-27,24399.0,Collagen
363,2021-05-28,24399.0,Collagen
364,2021-05-29,24399.0,Collagen
365,2021-05-30,24399.0,Collagen
366,2021-05-31,33669.0,Collagen
367,2021-06-01,33835.0,Collagen
368,2021-06-02,27226.0,Collagen
369,2021-06-03,26985.0,Collagen
370,2021-06-04,28793.0,Collagen
371,2021-06-05,28793.0,Collagen
372,2021-06-06,28793.0,Collagen
373,2021-06-07,28734.0,Collagen
374,2021-06-08,31029.0,Collagen
375,2021-06-09,26990.0,Collagen
376,2021-06-10,31001.0,Collagen
377,2021-06-11,32401.0,Collagen
378,2021-06-12,29029.0,Collagen
379,2021-06-13,29029.0,Collagen
380,2021-06-14,28716.0,Collagen
381,2021-06-15,26692.0,Collagen
382,2021-06-16,25029.0,Collagen
383,2021-06-17,28727.0,Collagen
384,2021-06-18,31848.0,Collagen
385,2021-06-19,34210.0,Collagen
386,2021-06-20,27373.0,Collagen
387,2021-06-21,27607.0,Collagen
388,2021-06-22,29184.0,Collagen
389,2021-06-23,29184.0,Collagen
390,2021-06-24,24191.0,Collagen
391,2021-06-25,32238.0,Collagen
392,2021-06-26,28737.0,Collagen
393,2021-06-27,28361.0,Collagen
394,2021-06-28,28361.0,Collagen
395,2021-06-29,27452.0,Collagen
396,2021-06-30,26297.0,Collagen
397,2021-07-01,32481.0,Collagen
398,2021-07-02,41074.0,Collagen
399,2021-07-03,35506.0,Collagen
400,2021-07-04,27359.0,Collagen
401,2021-07-05,33093.0,Collagen
402,2021-07-06,34325.0,Collagen
403,2021-07-07,39150.0,Collagen
404,2021-07-08,36906.0,Collagen
405,2021-07-09,23540.0,Collagen
406,2021-07-10,27322.0,Collagen
407,2021-07-11,41510.0,Collagen
