,date,value,name_B08DS8FWTJ
49,2020-10-22,19157.0,Play Tents & Tunnels
50,2020-10-23,18536.0,Play Tents & Tunnels
51,2020-10-24,18536.0,Play Tents & Tunnels
52,2020-10-25,18536.0,Play Tents & Tunnels
53,2020-10-26,21267.0,Play Tents & Tunnels
54,2020-10-27,20103.0,Play Tents & Tunnels
55,2020-10-28,26684.0,Play Tents & Tunnels
56,2020-10-29,26684.0,Play Tents & Tunnels
57,2020-10-30,26684.0,Play Tents & Tunnels
58,2020-10-31,14823.0,Play Tents & Tunnels
59,2020-11-01,14823.0,Play Tents & Tunnels
60,2020-11-02,13559.0,Play Tents & Tunnels
61,2020-11-03,13559.0,Play Tents & Tunnels
62,2020-11-04,13559.0,Play Tents & Tunnels
63,2020-11-05,13100.0,Play Tents & Tunnels
64,2020-11-06,14269.0,Play Tents & Tunnels
65,2020-11-07,9068.0,Play Tents & Tunnels
66,2020-11-08,9068.0,Play Tents & Tunnels
67,2020-11-09,9068.0,Play Tents & Tunnels
68,2020-11-10,15057.0,Play Tents & Tunnels
69,2020-11-11,15057.0,Play Tents & Tunnels
70,2020-11-12,15057.0,Play Tents & Tunnels
71,2020-11-13,14475.0,Play Tents & Tunnels
72,2020-11-14,14475.0,Play Tents & Tunnels
73,2020-11-15,14475.0,Play Tents & Tunnels
74,2020-11-16,11752.0,Play Tents & Tunnels
75,2020-11-17,12651.0,Play Tents & Tunnels
76,2020-11-18,12651.0,Play Tents & Tunnels
77,2020-11-19,12651.0,Play Tents & Tunnels
78,2020-11-20,9912.0,Play Tents & Tunnels
79,2020-11-21,9912.0,Play Tents & Tunnels
80,2020-11-22,8820.0,Play Tents & Tunnels
81,2020-11-23,8820.0,Play Tents & Tunnels
82,2020-11-24,8820.0,Play Tents & Tunnels
83,2020-11-25,10121.0,Play Tents & Tunnels
84,2020-11-26,10121.0,Play Tents & Tunnels
85,2020-11-27,10121.0,Play Tents & Tunnels
86,2020-11-28,10121.0,Play Tents & Tunnels
87,2020-11-29,10121.0,Play Tents & Tunnels
88,2020-11-30,12769.0,Play Tents & Tunnels
89,2020-12-01,12769.0,Play Tents & Tunnels
90,2020-12-02,12769.0,Play Tents & Tunnels
91,2020-12-03,16442.0,Play Tents & Tunnels
92,2020-12-04,16442.0,Play Tents & Tunnels
93,2020-12-05,16442.0,Play Tents & Tunnels
94,2020-12-06,16442.0,Play Tents & Tunnels
95,2020-12-07,12081.0,Play Tents & Tunnels
96,2020-12-08,12081.0,Play Tents & Tunnels
97,2020-12-09,12081.0,Play Tents & Tunnels
98,2020-12-10,14067.0,Play Tents & Tunnels
99,2020-12-11,14067.0,Play Tents & Tunnels
100,2020-12-12,14067.0,Play Tents & Tunnels
101,2020-12-13,14067.0,Play Tents & Tunnels
102,2020-12-14,8133.0,Play Tents & Tunnels
103,2020-12-15,8133.0,Play Tents & Tunnels
104,2020-12-16,8133.0,Play Tents & Tunnels
105,2020-12-17,7966.0,Play Tents & Tunnels
106,2020-12-18,7041.0,Play Tents & Tunnels
107,2020-12-19,7041.0,Play Tents & Tunnels
108,2020-12-20,7041.0,Play Tents & Tunnels
109,2020-12-21,7041.0,Play Tents & Tunnels
110,2020-12-22,6662.0,Play Tents & Tunnels
111,2020-12-23,6662.0,Play Tents & Tunnels
112,2020-12-24,6662.0,Play Tents & Tunnels
113,2020-12-25,7382.0,Play Tents & Tunnels
114,2020-12-26,7456.0,Play Tents & Tunnels
115,2020-12-27,7456.0,Play Tents & Tunnels
116,2020-12-28,8612.0,Play Tents & Tunnels
117,2020-12-29,7517.0,Play Tents & Tunnels
118,2020-12-30,7517.0,Play Tents & Tunnels
119,2020-12-31,4306.0,Play Tents & Tunnels
120,2021-01-01,4306.0,Play Tents & Tunnels
121,2021-01-02,4306.0,Play Tents & Tunnels
122,2021-01-03,4497.0,Play Tents & Tunnels
123,2021-01-04,4497.0,Play Tents & Tunnels
124,2021-01-05,4497.0,Play Tents & Tunnels
125,2021-01-06,6172.0,Play Tents & Tunnels
126,2021-01-07,6172.0,Play Tents & Tunnels
127,2021-01-08,6172.0,Play Tents & Tunnels
128,2021-01-09,6912.0,Play Tents & Tunnels
129,2021-01-10,6912.0,Play Tents & Tunnels
130,2021-01-11,5393.0,Play Tents & Tunnels
131,2021-01-12,5393.0,Play Tents & Tunnels
132,2021-01-13,5393.0,Play Tents & Tunnels
133,2021-01-14,6412.0,Play Tents & Tunnels
134,2021-01-15,6412.0,Play Tents & Tunnels
135,2021-01-16,6412.0,Play Tents & Tunnels
136,2021-01-17,6412.0,Play Tents & Tunnels
137,2021-01-18,6412.0,Play Tents & Tunnels
138,2021-01-19,6412.0,Play Tents & Tunnels
139,2021-01-20,11688.0,Play Tents & Tunnels
140,2021-01-21,11688.0,Play Tents & Tunnels
141,2021-01-22,7067.0,Play Tents & Tunnels
142,2021-01-23,7067.0,Play Tents & Tunnels
143,2021-01-24,7067.0,Play Tents & Tunnels
144,2021-01-25,7067.0,Play Tents & Tunnels
145,2021-01-26,6524.0,Play Tents & Tunnels
146,2021-01-27,6524.0,Play Tents & Tunnels
147,2021-01-28,5243.0,Play Tents & Tunnels
148,2021-01-29,5243.0,Play Tents & Tunnels
149,2021-01-30,5243.0,Play Tents & Tunnels
150,2021-01-31,5243.0,Play Tents & Tunnels
151,2021-02-01,11252.0,Play Tents & Tunnels
152,2021-02-02,11252.0,Play Tents & Tunnels
153,2021-02-03,11252.0,Play Tents & Tunnels
154,2021-02-04,6740.0,Play Tents & Tunnels
155,2021-02-05,6740.0,Play Tents & Tunnels
156,2021-02-06,6740.0,Play Tents & Tunnels
157,2021-02-07,6740.0,Play Tents & Tunnels
158,2021-02-08,6740.0,Play Tents & Tunnels
159,2021-02-09,6740.0,Play Tents & Tunnels
160,2021-02-10,10268.0,Play Tents & Tunnels
161,2021-02-11,10268.0,Play Tents & Tunnels
162,2021-02-12,10268.0,Play Tents & Tunnels
163,2021-02-13,10268.0,Play Tents & Tunnels
164,2021-02-14,10268.0,Play Tents & Tunnels
165,2021-02-15,24534.0,Play Tents & Tunnels
166,2021-02-16,24534.0,Play Tents & Tunnels
167,2021-02-17,24534.0,Play Tents & Tunnels
168,2021-02-18,11895.0,Play Tents & Tunnels
169,2021-02-19,11895.0,Play Tents & Tunnels
170,2021-02-20,11895.0,Play Tents & Tunnels
171,2021-02-21,11895.0,Play Tents & Tunnels
172,2021-02-22,8741.0,Play Tents & Tunnels
173,2021-02-23,7782.0,Play Tents & Tunnels
174,2021-02-24,7782.0,Play Tents & Tunnels
175,2021-02-25,7782.0,Play Tents & Tunnels
176,2021-02-26,5572.0,Play Tents & Tunnels
177,2021-02-27,5572.0,Play Tents & Tunnels
178,2021-02-28,5572.0,Play Tents & Tunnels
179,2021-03-01,5572.0,Play Tents & Tunnels
180,2021-03-02,5572.0,Play Tents & Tunnels
181,2021-03-03,8383.0,Play Tents & Tunnels
182,2021-03-04,8383.0,Play Tents & Tunnels
183,2021-03-05,8383.0,Play Tents & Tunnels
184,2021-03-06,5400.0,Play Tents & Tunnels
185,2021-03-07,5400.0,Play Tents & Tunnels
186,2021-03-08,7310.0,Play Tents & Tunnels
187,2021-03-09,7310.0,Play Tents & Tunnels
188,2021-03-10,7004.0,Play Tents & Tunnels
189,2021-03-11,7004.0,Play Tents & Tunnels
190,2021-03-12,7004.0,Play Tents & Tunnels
191,2021-03-13,7004.0,Play Tents & Tunnels
192,2021-03-14,7004.0,Play Tents & Tunnels
193,2021-03-15,7645.0,Play Tents & Tunnels
194,2021-03-16,4491.0,Play Tents & Tunnels
195,2021-03-17,4491.0,Play Tents & Tunnels
196,2021-03-18,1754.0,Play Tents & Tunnels
197,2021-03-19,1547.0,Play Tents & Tunnels
198,2021-03-20,1547.0,Play Tents & Tunnels
199,2021-03-21,2200.0,Play Tents & Tunnels
200,2021-03-22,2200.0,Play Tents & Tunnels
201,2021-03-23,2200.0,Play Tents & Tunnels
202,2021-03-24,2650.0,Play Tents & Tunnels
203,2021-03-25,2650.0,Play Tents & Tunnels
204,2021-03-26,2650.0,Play Tents & Tunnels
205,2021-03-27,2650.0,Play Tents & Tunnels
206,2021-03-28,2650.0,Play Tents & Tunnels
207,2021-03-29,3492.0,Play Tents & Tunnels
208,2021-03-30,3492.0,Play Tents & Tunnels
209,2021-03-31,3586.0,Play Tents & Tunnels
210,2021-04-01,3586.0,Play Tents & Tunnels
211,2021-04-02,3586.0,Play Tents & Tunnels
212,2021-04-03,3447.0,Play Tents & Tunnels
213,2021-04-04,3447.0,Play Tents & Tunnels
214,2021-04-05,4066.0,Play Tents & Tunnels
215,2021-04-06,4066.0,Play Tents & Tunnels
216,2021-04-07,3590.0,Play Tents & Tunnels
217,2021-04-08,2968.0,Play Tents & Tunnels
218,2021-04-09,2968.0,Play Tents & Tunnels
219,2021-04-10,4327.0,Play Tents & Tunnels
220,2021-04-11,4327.0,Play Tents & Tunnels
221,2021-04-12,4215.0,Play Tents & Tunnels
222,2021-04-13,4215.0,Play Tents & Tunnels
223,2021-04-14,4215.0,Play Tents & Tunnels
224,2021-04-15,4215.0,Play Tents & Tunnels
225,2021-04-16,4215.0,Play Tents & Tunnels
226,2021-04-17,3346.0,Play Tents & Tunnels
227,2021-04-18,3346.0,Play Tents & Tunnels
228,2021-04-19,3346.0,Play Tents & Tunnels
229,2021-04-20,3347.0,Play Tents & Tunnels
230,2021-04-21,3347.0,Play Tents & Tunnels
231,2021-04-22,3347.0,Play Tents & Tunnels
232,2021-04-23,2944.0,Play Tents & Tunnels
233,2021-04-24,2944.0,Play Tents & Tunnels
234,2021-04-25,3183.0,Play Tents & Tunnels
235,2021-04-26,3183.0,Play Tents & Tunnels
236,2021-04-27,2802.0,Play Tents & Tunnels
237,2021-04-28,2320.0,Play Tents & Tunnels
238,2021-04-29,1832.0,Play Tents & Tunnels
239,2021-04-30,1832.0,Play Tents & Tunnels
240,2021-05-01,1769.0,Play Tents & Tunnels
241,2021-05-02,1350.0,Play Tents & Tunnels
242,2021-05-03,1350.0,Play Tents & Tunnels
243,2021-05-04,1350.0,Play Tents & Tunnels
244,2021-05-05,2631.0,Play Tents & Tunnels
245,2021-05-06,2708.0,Play Tents & Tunnels
246,2021-05-07,3010.0,Play Tents & Tunnels
247,2021-05-08,3010.0,Play Tents & Tunnels
248,2021-05-09,2377.0,Play Tents & Tunnels
249,2021-05-10,2377.0,Play Tents & Tunnels
250,2021-05-11,2973.0,Play Tents & Tunnels
251,2021-05-12,2973.0,Play Tents & Tunnels
252,2021-05-13,2803.0,Play Tents & Tunnels
253,2021-05-14,2803.0,Play Tents & Tunnels
254,2021-05-15,2803.0,Play Tents & Tunnels
255,2021-05-16,5630.0,Play Tents & Tunnels
256,2021-05-17,4795.0,Play Tents & Tunnels
257,2021-05-18,4795.0,Play Tents & Tunnels
258,2021-05-19,5319.0,Play Tents & Tunnels
259,2021-05-20,3521.0,Play Tents & Tunnels
260,2021-05-21,3521.0,Play Tents & Tunnels
261,2021-05-22,3521.0,Play Tents & Tunnels
262,2021-05-23,4876.0,Play Tents & Tunnels
263,2021-05-24,4876.0,Play Tents & Tunnels
264,2021-05-25,4876.0,Play Tents & Tunnels
265,2021-05-26,4580.0,Play Tents & Tunnels
266,2021-05-27,4580.0,Play Tents & Tunnels
267,2021-05-28,5312.0,Play Tents & Tunnels
268,2021-05-29,5312.0,Play Tents & Tunnels
269,2021-05-30,5312.0,Play Tents & Tunnels
270,2021-05-31,5664.0,Play Tents & Tunnels
271,2021-06-01,5664.0,Play Tents & Tunnels
272,2021-06-02,3366.0,Play Tents & Tunnels
273,2021-06-03,3366.0,Play Tents & Tunnels
274,2021-06-04,3169.0,Play Tents & Tunnels
275,2021-06-05,3169.0,Play Tents & Tunnels
276,2021-06-06,2415.0,Play Tents & Tunnels
277,2021-06-07,2644.0,Play Tents & Tunnels
278,2021-06-08,2644.0,Play Tents & Tunnels
279,2021-06-09,2543.0,Play Tents & Tunnels
280,2021-06-10,2543.0,Play Tents & Tunnels
281,2021-06-11,2543.0,Play Tents & Tunnels
282,2021-06-12,2822.0,Play Tents & Tunnels
283,2021-06-13,2822.0,Play Tents & Tunnels
284,2021-06-14,4330.0,Play Tents & Tunnels
285,2021-06-15,4330.0,Play Tents & Tunnels
286,2021-06-16,3425.0,Play Tents & Tunnels
287,2021-06-17,3893.0,Play Tents & Tunnels
288,2021-06-18,3893.0,Play Tents & Tunnels
289,2021-06-19,3543.0,Play Tents & Tunnels
290,2021-06-20,3543.0,Play Tents & Tunnels
291,2021-06-21,3543.0,Play Tents & Tunnels
292,2021-06-22,7928.0,Play Tents & Tunnels
293,2021-06-23,7928.0,Play Tents & Tunnels
294,2021-06-24,5998.0,Play Tents & Tunnels
295,2021-06-25,5331.0,Play Tents & Tunnels
296,2021-06-26,5331.0,Play Tents & Tunnels
297,2021-06-27,5541.0,Play Tents & Tunnels
298,2021-06-28,6049.0,Play Tents & Tunnels
299,2021-06-29,5078.0,Play Tents & Tunnels
300,2021-06-30,5396.0,Play Tents & Tunnels
301,2021-07-01,5396.0,Play Tents & Tunnels
302,2021-07-02,3639.0,Play Tents & Tunnels
303,2021-07-03,3639.0,Play Tents & Tunnels
304,2021-07-04,3639.0,Play Tents & Tunnels
305,2021-07-05,5072.0,Play Tents & Tunnels
306,2021-07-06,5072.0,Play Tents & Tunnels
307,2021-07-07,4610.0,Play Tents & Tunnels
308,2021-07-08,4610.0,Play Tents & Tunnels
309,2021-07-09,4476.0,Play Tents & Tunnels
310,2021-07-10,4476.0,Play Tents & Tunnels
311,2021-07-11,3578.0,Play Tents & Tunnels
