,date,value,name_B01MS1OWYR
169,2018-12-26,11018.0,Weather Stations
170,2018-12-27,11018.0,Weather Stations
171,2018-12-28,11018.0,Weather Stations
172,2018-12-29,11018.0,Weather Stations
173,2018-12-30,9269.0,Weather Stations
174,2018-12-31,9269.0,Weather Stations
175,2019-01-01,9269.0,Weather Stations
176,2019-01-02,8659.0,Weather Stations
177,2019-01-03,9740.0,Weather Stations
178,2019-01-04,12068.0,Weather Stations
179,2019-01-05,12068.0,Weather Stations
180,2019-01-06,12068.0,Weather Stations
181,2019-01-07,12276.0,Weather Stations
182,2019-01-08,12142.0,Weather Stations
183,2019-01-09,12289.0,Weather Stations
184,2019-01-10,12289.0,Weather Stations
185,2019-01-11,11916.0,Weather Stations
186,2019-01-12,11916.0,Weather Stations
187,2019-01-13,11877.0,Weather Stations
188,2019-01-14,11877.0,Weather Stations
189,2019-01-15,11136.0,Weather Stations
190,2019-01-16,11136.0,Weather Stations
191,2019-01-17,8529.0,Weather Stations
192,2019-01-18,8529.0,Weather Stations
193,2019-01-19,10154.0,Weather Stations
194,2019-01-20,11326.0,Weather Stations
195,2019-01-21,7651.0,Weather Stations
196,2019-01-22,7651.0,Weather Stations
197,2019-01-23,9917.0,Weather Stations
198,2019-01-24,9917.0,Weather Stations
199,2019-01-25,8647.0,Weather Stations
200,2019-01-26,7092.0,Weather Stations
201,2019-01-27,6727.0,Weather Stations
202,2019-01-28,7822.0,Weather Stations
203,2019-01-29,9007.0,Weather Stations
204,2019-01-30,8216.0,Weather Stations
205,2019-01-31,6677.0,Weather Stations
206,2019-02-01,6677.0,Weather Stations
207,2019-02-02,6443.0,Weather Stations
208,2019-02-03,6162.0,Weather Stations
209,2019-02-04,6162.0,Weather Stations
210,2019-02-05,5236.0,Weather Stations
211,2019-02-06,5236.0,Weather Stations
212,2019-02-07,5236.0,Weather Stations
213,2019-02-08,8226.0,Weather Stations
214,2019-02-09,7506.0,Weather Stations
215,2019-02-10,6564.0,Weather Stations
216,2019-02-11,7136.0,Weather Stations
217,2019-02-12,5929.0,Weather Stations
218,2019-02-13,5929.0,Weather Stations
219,2019-02-14,8867.0,Weather Stations
220,2019-02-15,5745.0,Weather Stations
221,2019-02-16,5745.0,Weather Stations
222,2019-02-17,5745.0,Weather Stations
223,2019-02-18,7586.0,Weather Stations
224,2019-02-19,9945.0,Weather Stations
225,2019-02-20,8145.0,Weather Stations
226,2019-02-21,10516.0,Weather Stations
227,2019-02-22,8917.0,Weather Stations
228,2019-02-23,8917.0,Weather Stations
229,2019-02-24,6785.0,Weather Stations
230,2019-02-25,6785.0,Weather Stations
231,2019-02-26,6903.0,Weather Stations
232,2019-02-27,6903.0,Weather Stations
233,2019-02-28,6903.0,Weather Stations
234,2019-03-01,6903.0,Weather Stations
235,2019-03-02,9297.0,Weather Stations
236,2019-03-03,9297.0,Weather Stations
237,2019-03-04,9297.0,Weather Stations
238,2019-03-05,6738.0,Weather Stations
239,2019-03-06,9188.0,Weather Stations
240,2019-03-07,9188.0,Weather Stations
241,2019-03-08,9188.0,Weather Stations
242,2019-03-09,9188.0,Weather Stations
243,2019-03-10,9188.0,Weather Stations
244,2019-03-11,8109.0,Weather Stations
245,2019-03-12,8109.0,Weather Stations
246,2019-03-13,8109.0,Weather Stations
247,2019-03-14,8109.0,Weather Stations
248,2019-03-15,8109.0,Weather Stations
249,2019-03-16,7200.0,Weather Stations
250,2019-03-17,7200.0,Weather Stations
251,2019-03-18,9245.0,Weather Stations
252,2019-03-19,10105.0,Weather Stations
253,2019-03-20,11305.0,Weather Stations
254,2019-03-21,11305.0,Weather Stations
255,2019-03-22,11305.0,Weather Stations
256,2019-03-23,11305.0,Weather Stations
257,2019-03-24,11305.0,Weather Stations
258,2019-03-25,7134.0,Weather Stations
259,2019-03-26,7134.0,Weather Stations
260,2019-03-27,9936.0,Weather Stations
261,2019-03-28,9936.0,Weather Stations
262,2019-03-29,9936.0,Weather Stations
263,2019-03-30,9936.0,Weather Stations
264,2019-03-31,9936.0,Weather Stations
265,2019-04-01,12689.0,Weather Stations
266,2019-04-02,13036.0,Weather Stations
267,2019-04-03,13036.0,Weather Stations
268,2019-04-04,13036.0,Weather Stations
269,2019-04-05,12341.0,Weather Stations
270,2019-04-06,12341.0,Weather Stations
271,2019-04-07,12341.0,Weather Stations
272,2019-04-08,12341.0,Weather Stations
273,2019-04-09,12341.0,Weather Stations
274,2019-04-10,12341.0,Weather Stations
275,2019-04-11,14155.0,Weather Stations
276,2019-04-12,12578.0,Weather Stations
277,2019-04-13,12578.0,Weather Stations
278,2019-04-14,12578.0,Weather Stations
279,2019-04-15,12578.0,Weather Stations
280,2019-04-16,12578.0,Weather Stations
281,2019-04-17,12578.0,Weather Stations
282,2019-04-18,12578.0,Weather Stations
283,2019-04-19,18196.0,Weather Stations
284,2019-04-20,18196.0,Weather Stations
285,2019-04-21,18196.0,Weather Stations
286,2019-04-22,12359.0,Weather Stations
287,2019-04-23,12359.0,Weather Stations
288,2019-04-24,14762.0,Weather Stations
289,2019-04-25,11994.0,Weather Stations
290,2019-04-26,11994.0,Weather Stations
291,2019-04-27,10436.0,Weather Stations
292,2019-04-28,10436.0,Weather Stations
293,2019-04-29,10061.0,Weather Stations
294,2019-04-30,16153.0,Weather Stations
295,2019-05-01,15702.0,Weather Stations
296,2019-05-02,13357.0,Weather Stations
297,2019-05-03,13357.0,Weather Stations
298,2019-05-04,13357.0,Weather Stations
299,2019-05-05,13357.0,Weather Stations
300,2019-05-06,11308.0,Weather Stations
301,2019-05-07,13371.0,Weather Stations
302,2019-05-08,15322.0,Weather Stations
303,2019-05-09,19796.0,Weather Stations
304,2019-05-10,30258.0,Weather Stations
305,2019-05-11,26635.0,Weather Stations
306,2019-05-12,34459.0,Weather Stations
307,2019-05-13,34459.0,Weather Stations
308,2019-05-14,51286.0,Weather Stations
309,2019-05-15,59753.0,Weather Stations
310,2019-05-16,63960.0,Weather Stations
311,2019-05-17,63960.0,Weather Stations
312,2019-05-18,78831.0,Weather Stations
313,2019-05-19,69273.0,Weather Stations
314,2019-05-20,70884.0,Weather Stations
315,2019-05-21,70884.0,Weather Stations
316,2019-05-22,70884.0,Weather Stations
317,2019-05-23,36134.0,Weather Stations
318,2019-05-24,24438.0,Weather Stations
319,2019-05-25,24438.0,Weather Stations
320,2019-05-26,18313.0,Weather Stations
321,2019-05-27,20459.0,Weather Stations
322,2019-05-28,19218.0,Weather Stations
323,2019-05-29,19218.0,Weather Stations
324,2019-05-30,22081.0,Weather Stations
325,2019-05-31,20096.0,Weather Stations
326,2019-06-01,22947.0,Weather Stations
327,2019-06-02,22639.0,Weather Stations
328,2019-06-03,24198.0,Weather Stations
329,2019-06-04,24198.0,Weather Stations
330,2019-06-05,24212.0,Weather Stations
331,2019-06-06,20505.0,Weather Stations
332,2019-06-07,25335.0,Weather Stations
333,2019-06-08,20454.0,Weather Stations
334,2019-06-09,20454.0,Weather Stations
335,2019-06-10,46435.0,Weather Stations
336,2019-06-11,54705.0,Weather Stations
337,2019-06-12,54705.0,Weather Stations
338,2019-06-13,54705.0,Weather Stations
339,2019-06-14,54705.0,Weather Stations
340,2019-06-15,86531.0,Weather Stations
341,2019-06-16,86531.0,Weather Stations
342,2019-06-17,86531.0,Weather Stations
343,2019-06-18,151539.0,Weather Stations
344,2019-06-19,151539.0,Weather Stations
345,2019-06-20,117579.0,Weather Stations
346,2019-06-21,117579.0,Weather Stations
347,2019-06-22,96856.0,Weather Stations
348,2019-06-23,96856.0,Weather Stations
349,2019-06-24,96856.0,Weather Stations
350,2019-06-25,75824.0,Weather Stations
351,2019-06-26,75824.0,Weather Stations
352,2019-06-27,75824.0,Weather Stations
353,2019-06-28,99442.0,Weather Stations
354,2019-06-29,99442.0,Weather Stations
355,2019-06-30,59670.0,Weather Stations
356,2019-07-01,59670.0,Weather Stations
357,2019-07-02,59670.0,Weather Stations
358,2019-07-03,136018.0,Weather Stations
359,2019-07-04,136018.0,Weather Stations
360,2019-07-05,71966.0,Weather Stations
361,2019-07-06,79902.0,Weather Stations
362,2019-07-07,79902.0,Weather Stations
363,2019-07-08,79902.0,Weather Stations
364,2019-07-09,111321.0,Weather Stations
365,2019-07-10,111321.0,Weather Stations
366,2019-07-11,100729.0,Weather Stations
367,2019-07-12,100729.0,Weather Stations
368,2019-07-13,100729.0,Weather Stations
369,2019-07-14,55428.0,Weather Stations
370,2019-07-15,55428.0,Weather Stations
371,2019-07-16,55428.0,Weather Stations
372,2019-07-17,93864.0,Weather Stations
373,2019-07-18,93864.0,Weather Stations
374,2019-07-19,99865.0,Weather Stations
375,2019-07-20,99865.0,Weather Stations
376,2019-07-21,99865.0,Weather Stations
377,2019-07-22,99865.0,Weather Stations
378,2019-07-23,79016.0,Weather Stations
379,2019-07-24,79016.0,Weather Stations
380,2019-07-25,138582.0,Weather Stations
381,2019-07-26,138582.0,Weather Stations
382,2019-07-27,138582.0,Weather Stations
383,2019-07-28,132444.0,Weather Stations
384,2019-07-29,132444.0,Weather Stations
385,2019-07-30,159338.0,Weather Stations
386,2019-07-31,159338.0,Weather Stations
387,2019-08-01,159338.0,Weather Stations
388,2019-08-02,159338.0,Weather Stations
389,2019-08-03,134751.0,Weather Stations
390,2019-08-04,134751.0,Weather Stations
391,2019-08-05,115428.0,Weather Stations
392,2019-08-06,115428.0,Weather Stations
393,2019-08-07,77708.0,Weather Stations
394,2019-08-08,77708.0,Weather Stations
395,2019-08-09,77708.0,Weather Stations
396,2019-08-10,76253.0,Weather Stations
397,2019-08-11,76253.0,Weather Stations
398,2019-08-12,76253.0,Weather Stations
399,2019-08-13,86958.0,Weather Stations
400,2019-08-14,86958.0,Weather Stations
401,2019-08-15,86958.0,Weather Stations
402,2019-08-16,77111.0,Weather Stations
403,2019-08-17,42484.0,Weather Stations
404,2019-08-18,42484.0,Weather Stations
405,2019-08-19,84955.0,Weather Stations
406,2019-08-20,84955.0,Weather Stations
407,2019-08-21,56324.0,Weather Stations
408,2019-08-22,56324.0,Weather Stations
409,2019-08-23,56324.0,Weather Stations
410,2019-08-24,56324.0,Weather Stations
411,2019-08-25,67299.0,Weather Stations
412,2019-08-26,67299.0,Weather Stations
413,2019-08-27,67299.0,Weather Stations
414,2019-08-28,67299.0,Weather Stations
415,2019-08-29,70733.0,Weather Stations
416,2019-08-30,70733.0,Weather Stations
417,2019-08-31,70733.0,Weather Stations
418,2019-09-01,70733.0,Weather Stations
419,2019-09-02,55317.0,Weather Stations
420,2019-09-03,55317.0,Weather Stations
421,2019-09-04,58355.0,Weather Stations
422,2019-09-05,58355.0,Weather Stations
423,2019-09-06,58355.0,Weather Stations
424,2019-09-07,58174.0,Weather Stations
425,2019-09-08,58174.0,Weather Stations
426,2019-09-09,33866.0,Weather Stations
427,2019-09-10,41976.0,Weather Stations
428,2019-09-11,41976.0,Weather Stations
429,2019-09-12,41976.0,Weather Stations
430,2019-09-13,51808.0,Weather Stations
431,2019-09-14,51808.0,Weather Stations
432,2019-09-15,30835.0,Weather Stations
433,2019-09-16,40287.0,Weather Stations
434,2019-09-17,33747.0,Weather Stations
435,2019-09-18,33747.0,Weather Stations
436,2019-09-19,42331.0,Weather Stations
437,2019-09-20,36551.0,Weather Stations
438,2019-09-21,36156.0,Weather Stations
439,2019-09-22,38436.0,Weather Stations
440,2019-09-23,31052.0,Weather Stations
441,2019-09-24,27181.0,Weather Stations
442,2019-09-25,43488.0,Weather Stations
443,2019-09-26,48684.0,Weather Stations
444,2019-09-27,45089.0,Weather Stations
445,2019-09-28,51805.0,Weather Stations
446,2019-09-29,51805.0,Weather Stations
447,2019-09-30,51805.0,Weather Stations
448,2019-10-01,35845.0,Weather Stations
449,2019-10-02,44216.0,Weather Stations
450,2019-10-03,44216.0,Weather Stations
451,2019-10-04,34060.0,Weather Stations
452,2019-10-05,34060.0,Weather Stations
453,2019-10-06,34060.0,Weather Stations
454,2019-10-07,47249.0,Weather Stations
455,2019-10-08,47249.0,Weather Stations
456,2019-10-09,47249.0,Weather Stations
457,2019-10-10,43118.0,Weather Stations
458,2019-10-11,43118.0,Weather Stations
459,2019-10-12,43118.0,Weather Stations
460,2019-10-13,18033.0,Weather Stations
461,2019-10-14,19484.0,Weather Stations
462,2019-10-15,19484.0,Weather Stations
463,2019-10-16,22049.0,Weather Stations
464,2019-10-17,25343.0,Weather Stations
465,2019-10-18,31590.0,Weather Stations
466,2019-10-19,41940.0,Weather Stations
467,2019-10-20,41059.0,Weather Stations
468,2019-10-21,33089.0,Weather Stations
469,2019-10-22,29199.0,Weather Stations
470,2019-10-23,27405.0,Weather Stations
471,2019-10-24,41698.0,Weather Stations
472,2019-10-25,36279.0,Weather Stations
473,2019-10-26,36279.0,Weather Stations
474,2019-10-27,40807.0,Weather Stations
475,2019-10-28,42484.0,Weather Stations
476,2019-10-29,42484.0,Weather Stations
477,2019-10-30,30949.0,Weather Stations
478,2019-10-31,30949.0,Weather Stations
479,2019-11-01,16919.0,Weather Stations
480,2019-11-02,14817.0,Weather Stations
481,2019-11-03,16270.0,Weather Stations
482,2019-11-04,16870.0,Weather Stations
483,2019-11-05,18078.0,Weather Stations
484,2019-11-06,18328.0,Weather Stations
485,2019-11-07,20554.0,Weather Stations
486,2019-11-08,20554.0,Weather Stations
487,2019-11-09,20554.0,Weather Stations
488,2019-11-10,20554.0,Weather Stations
489,2019-11-11,20554.0,Weather Stations
490,2019-11-12,20554.0,Weather Stations
491,2019-11-13,20554.0,Weather Stations
492,2019-11-14,8817.0,Weather Stations
493,2019-11-15,8817.0,Weather Stations
494,2019-11-16,8817.0,Weather Stations
495,2019-11-17,8817.0,Weather Stations
496,2019-11-18,11026.0,Weather Stations
497,2019-11-19,10683.0,Weather Stations
498,2019-11-20,10683.0,Weather Stations
499,2019-11-21,11381.0,Weather Stations
500,2019-11-22,12900.0,Weather Stations
501,2019-11-23,12900.0,Weather Stations
502,2019-11-24,12900.0,Weather Stations
503,2019-11-25,11210.0,Weather Stations
504,2019-11-26,11210.0,Weather Stations
505,2019-11-27,11210.0,Weather Stations
506,2019-11-28,11210.0,Weather Stations
507,2019-11-29,9778.0,Weather Stations
508,2019-11-30,9778.0,Weather Stations
509,2019-12-01,9778.0,Weather Stations
510,2019-12-02,9778.0,Weather Stations
511,2019-12-03,6532.0,Weather Stations
512,2019-12-04,6532.0,Weather Stations
513,2019-12-05,6532.0,Weather Stations
514,2019-12-06,6532.0,Weather Stations
515,2019-12-07,6532.0,Weather Stations
516,2019-12-08,7006.0,Weather Stations
517,2019-12-09,7006.0,Weather Stations
518,2019-12-10,7006.0,Weather Stations
519,2019-12-11,7006.0,Weather Stations
520,2019-12-12,5927.0,Weather Stations
521,2019-12-13,5927.0,Weather Stations
522,2019-12-14,5927.0,Weather Stations
523,2019-12-15,4367.0,Weather Stations
524,2019-12-16,4192.0,Weather Stations
525,2019-12-17,3526.0,Weather Stations
526,2019-12-18,3526.0,Weather Stations
527,2019-12-19,3165.0,Weather Stations
528,2019-12-20,3165.0,Weather Stations
529,2019-12-21,3263.0,Weather Stations
530,2019-12-22,3263.0,Weather Stations
531,2019-12-23,3263.0,Weather Stations
532,2019-12-24,4288.0,Weather Stations
533,2019-12-25,4288.0,Weather Stations
534,2019-12-26,9244.0,Weather Stations
535,2019-12-27,9244.0,Weather Stations
536,2019-12-28,9244.0,Weather Stations
537,2019-12-29,9244.0,Weather Stations
538,2019-12-30,9244.0,Weather Stations
539,2019-12-31,9244.0,Weather Stations
540,2020-01-01,8429.0,Weather Stations
541,2020-01-02,11209.0,Weather Stations
542,2020-01-03,11209.0,Weather Stations
543,2020-01-04,11209.0,Weather Stations
544,2020-01-05,11209.0,Weather Stations
545,2020-01-06,17247.0,Weather Stations
546,2020-01-07,12814.0,Weather Stations
547,2020-01-08,16379.0,Weather Stations
548,2020-01-09,15184.0,Weather Stations
549,2020-01-10,15184.0,Weather Stations
550,2020-01-11,13323.0,Weather Stations
551,2020-01-12,13323.0,Weather Stations
552,2020-01-13,14732.0,Weather Stations
553,2020-01-14,16396.0,Weather Stations
554,2020-01-15,13664.0,Weather Stations
555,2020-01-16,13664.0,Weather Stations
556,2020-01-17,17229.0,Weather Stations
557,2020-01-18,17229.0,Weather Stations
558,2020-01-19,17229.0,Weather Stations
559,2020-01-20,17229.0,Weather Stations
560,2020-01-21,17229.0,Weather Stations
561,2020-01-22,13086.0,Weather Stations
562,2020-01-23,13086.0,Weather Stations
563,2020-01-24,13430.0,Weather Stations
564,2020-01-25,13430.0,Weather Stations
565,2020-01-26,13430.0,Weather Stations
566,2020-01-27,13430.0,Weather Stations
567,2020-01-28,13430.0,Weather Stations
568,2020-01-29,13430.0,Weather Stations
569,2020-01-30,15921.0,Weather Stations
570,2020-01-31,15921.0,Weather Stations
571,2020-02-01,15921.0,Weather Stations
572,2020-02-02,20499.0,Weather Stations
573,2020-02-03,18809.0,Weather Stations
574,2020-02-04,17792.0,Weather Stations
575,2020-02-05,15251.0,Weather Stations
576,2020-02-06,15251.0,Weather Stations
577,2020-02-07,11647.0,Weather Stations
578,2020-02-08,11647.0,Weather Stations
579,2020-02-09,11647.0,Weather Stations
580,2020-02-10,13410.0,Weather Stations
581,2020-02-11,13410.0,Weather Stations
582,2020-02-12,17735.0,Weather Stations
583,2020-02-13,17735.0,Weather Stations
584,2020-02-14,17735.0,Weather Stations
585,2020-02-15,12217.0,Weather Stations
586,2020-02-16,9257.0,Weather Stations
587,2020-02-17,13538.0,Weather Stations
588,2020-02-18,16891.0,Weather Stations
589,2020-02-19,16891.0,Weather Stations
590,2020-02-20,16891.0,Weather Stations
591,2020-02-21,16891.0,Weather Stations
592,2020-02-22,1610.0,Weather Stations
593,2020-02-23,1610.0,Weather Stations
594,2020-02-24,1610.0,Weather Stations
595,2020-02-25,1610.0,Weather Stations
596,2020-02-26,17789.0,Weather Stations
597,2020-02-27,17789.0,Weather Stations
598,2020-02-28,17789.0,Weather Stations
599,2020-02-29,22666.0,Weather Stations
600,2020-03-01,24466.0,Weather Stations
601,2020-03-02,24466.0,Weather Stations
602,2020-03-03,24466.0,Weather Stations
603,2020-03-04,16956.0,Weather Stations
604,2020-03-05,16956.0,Weather Stations
605,2020-03-06,16956.0,Weather Stations
606,2020-03-07,16956.0,Weather Stations
607,2020-03-08,16956.0,Weather Stations
608,2020-03-09,22079.0,Weather Stations
609,2020-03-10,-1.0,Weather Stations
610,2020-03-11,-1.0,Weather Stations
611,2020-03-12,-1.0,Weather Stations
612,2020-03-13,-1.0,Weather Stations
613,2020-03-14,-1.0,Weather Stations
614,2020-03-15,-1.0,Weather Stations
615,2020-03-16,-1.0,Weather Stations
616,2020-03-17,-1.0,Weather Stations
617,2020-03-18,-1.0,Weather Stations
618,2020-03-19,-1.0,Weather Stations
619,2020-03-20,-1.0,Weather Stations
620,2020-03-21,-1.0,Weather Stations
621,2020-03-22,-1.0,Weather Stations
622,2020-03-23,-1.0,Weather Stations
623,2020-03-24,-1.0,Weather Stations
624,2020-03-25,-1.0,Weather Stations
625,2020-03-26,-1.0,Weather Stations
626,2020-03-27,-1.0,Weather Stations
627,2020-03-28,-1.0,Weather Stations
628,2020-03-29,-1.0,Weather Stations
629,2020-03-30,-1.0,Weather Stations
630,2020-03-31,-1.0,Weather Stations
631,2020-04-01,-1.0,Weather Stations
632,2020-04-02,-1.0,Weather Stations
633,2020-04-03,-1.0,Weather Stations
634,2020-04-04,-1.0,Weather Stations
635,2020-04-05,-1.0,Weather Stations
636,2020-04-06,-1.0,Weather Stations
637,2020-04-07,-1.0,Weather Stations
638,2020-04-08,-1.0,Weather Stations
639,2020-04-09,-1.0,Weather Stations
640,2020-04-10,-1.0,Weather Stations
641,2020-04-11,-1.0,Weather Stations
642,2020-04-12,-1.0,Weather Stations
643,2020-04-13,-1.0,Weather Stations
644,2020-04-14,-1.0,Weather Stations
645,2020-04-15,-1.0,Weather Stations
646,2020-04-16,-1.0,Weather Stations
647,2020-04-17,-1.0,Weather Stations
648,2020-04-18,-1.0,Weather Stations
649,2020-04-19,-1.0,Weather Stations
650,2020-04-20,-1.0,Weather Stations
651,2020-04-21,-1.0,Weather Stations
652,2020-04-22,-1.0,Weather Stations
653,2020-04-23,-1.0,Weather Stations
654,2020-04-24,-1.0,Weather Stations
655,2020-04-25,-1.0,Weather Stations
656,2020-04-26,-1.0,Weather Stations
657,2020-04-27,-1.0,Weather Stations
658,2020-04-28,-1.0,Weather Stations
659,2020-04-29,-1.0,Weather Stations
660,2020-04-30,-1.0,Weather Stations
661,2020-05-01,-1.0,Weather Stations
662,2020-05-02,-1.0,Weather Stations
663,2020-05-03,-1.0,Weather Stations
664,2020-05-04,-1.0,Weather Stations
