,date,value,name_B07Q5PP3JH
0,2020-06-05,28086.0,Disposable Napkins
1,2020-06-06,28086.0,Disposable Napkins
2,2020-06-07,28086.0,Disposable Napkins
3,2020-06-08,28086.0,Disposable Napkins
4,2020-06-09,28086.0,Disposable Napkins
5,2020-06-10,28086.0,Disposable Napkins
6,2020-06-11,20848.0,Disposable Napkins
7,2020-06-12,20848.0,Disposable Napkins
8,2020-06-13,20848.0,Disposable Napkins
9,2020-06-14,20848.0,Disposable Napkins
10,2020-06-15,20848.0,Disposable Napkins
11,2020-06-16,20848.0,Disposable Napkins
12,2020-06-17,22020.0,Disposable Napkins
13,2020-06-18,22020.0,Disposable Napkins
14,2020-06-19,22020.0,Disposable Napkins
15,2020-06-20,22020.0,Disposable Napkins
16,2020-06-21,22020.0,Disposable Napkins
17,2020-06-22,28039.0,Disposable Napkins
18,2020-06-23,28039.0,Disposable Napkins
19,2020-06-24,28039.0,Disposable Napkins
20,2020-06-25,23712.0,Disposable Napkins
21,2020-06-26,23712.0,Disposable Napkins
22,2020-06-27,23712.0,Disposable Napkins
23,2020-06-28,23712.0,Disposable Napkins
24,2020-06-29,37251.0,Disposable Napkins
25,2020-06-30,37251.0,Disposable Napkins
26,2020-07-01,37251.0,Disposable Napkins
27,2020-07-02,28685.0,Disposable Napkins
28,2020-07-03,33595.0,Disposable Napkins
29,2020-07-04,33595.0,Disposable Napkins
30,2020-07-05,33595.0,Disposable Napkins
31,2020-07-06,33094.0,Disposable Napkins
32,2020-07-07,33094.0,Disposable Napkins
33,2020-07-08,31594.0,Disposable Napkins
34,2020-07-09,31594.0,Disposable Napkins
35,2020-07-10,31594.0,Disposable Napkins
36,2020-07-11,31594.0,Disposable Napkins
37,2020-07-12,31594.0,Disposable Napkins
38,2020-07-13,26925.0,Disposable Napkins
39,2020-07-14,26925.0,Disposable Napkins
40,2020-07-15,26925.0,Disposable Napkins
41,2020-07-16,26925.0,Disposable Napkins
42,2020-07-17,26925.0,Disposable Napkins
43,2020-07-18,34660.0,Disposable Napkins
44,2020-07-19,34660.0,Disposable Napkins
45,2020-07-20,34660.0,Disposable Napkins
46,2020-07-21,34660.0,Disposable Napkins
47,2020-07-22,34660.0,Disposable Napkins
48,2020-07-23,34660.0,Disposable Napkins
49,2020-07-24,30031.0,Disposable Napkins
50,2020-07-25,30031.0,Disposable Napkins
51,2020-07-26,30031.0,Disposable Napkins
52,2020-07-27,30031.0,Disposable Napkins
53,2020-07-28,30031.0,Disposable Napkins
54,2020-07-29,31814.0,Disposable Napkins
55,2020-07-30,31814.0,Disposable Napkins
56,2020-07-31,31814.0,Disposable Napkins
57,2020-08-01,31814.0,Disposable Napkins
58,2020-08-02,31814.0,Disposable Napkins
59,2020-08-03,31814.0,Disposable Napkins
60,2020-08-04,26529.0,Disposable Napkins
61,2020-08-05,26529.0,Disposable Napkins
62,2020-08-06,26529.0,Disposable Napkins
63,2020-08-07,32508.0,Disposable Napkins
64,2020-08-08,32508.0,Disposable Napkins
65,2020-08-09,32508.0,Disposable Napkins
66,2020-08-10,32508.0,Disposable Napkins
67,2020-08-11,34318.0,Disposable Napkins
68,2020-08-12,34318.0,Disposable Napkins
69,2020-08-13,34318.0,Disposable Napkins
70,2020-08-14,36455.0,Disposable Napkins
71,2020-08-15,36455.0,Disposable Napkins
72,2020-08-16,36455.0,Disposable Napkins
73,2020-08-17,36455.0,Disposable Napkins
74,2020-08-18,36455.0,Disposable Napkins
75,2020-08-19,26915.0,Disposable Napkins
76,2020-08-20,26915.0,Disposable Napkins
77,2020-08-21,26915.0,Disposable Napkins
78,2020-08-22,26915.0,Disposable Napkins
79,2020-08-23,26915.0,Disposable Napkins
80,2020-08-24,33370.0,Disposable Napkins
81,2020-08-25,33370.0,Disposable Napkins
82,2020-08-26,33370.0,Disposable Napkins
83,2020-08-27,33370.0,Disposable Napkins
84,2020-08-28,33370.0,Disposable Napkins
85,2020-08-29,28069.0,Disposable Napkins
86,2020-08-30,28069.0,Disposable Napkins
87,2020-08-31,28069.0,Disposable Napkins
88,2020-09-01,28069.0,Disposable Napkins
89,2020-09-02,27740.0,Disposable Napkins
90,2020-09-03,27740.0,Disposable Napkins
91,2020-09-04,27740.0,Disposable Napkins
92,2020-09-05,27740.0,Disposable Napkins
93,2020-09-06,34586.0,Disposable Napkins
94,2020-09-07,34586.0,Disposable Napkins
95,2020-09-08,34586.0,Disposable Napkins
96,2020-09-09,20004.0,Disposable Napkins
97,2020-09-10,20004.0,Disposable Napkins
98,2020-09-11,20004.0,Disposable Napkins
99,2020-09-12,20004.0,Disposable Napkins
100,2020-09-13,26168.0,Disposable Napkins
101,2020-09-14,26168.0,Disposable Napkins
102,2020-09-15,26168.0,Disposable Napkins
103,2020-09-16,24869.0,Disposable Napkins
104,2020-09-17,24869.0,Disposable Napkins
105,2020-09-18,24869.0,Disposable Napkins
106,2020-09-19,24869.0,Disposable Napkins
107,2020-09-20,21380.0,Disposable Napkins
108,2020-09-21,21380.0,Disposable Napkins
109,2020-09-22,21380.0,Disposable Napkins
110,2020-09-23,21380.0,Disposable Napkins
111,2020-09-24,21380.0,Disposable Napkins
112,2020-09-25,21380.0,Disposable Napkins
113,2020-09-26,21380.0,Disposable Napkins
114,2020-09-27,21380.0,Disposable Napkins
115,2020-09-28,21380.0,Disposable Napkins
116,2020-09-29,17647.0,Disposable Napkins
117,2020-09-30,17647.0,Disposable Napkins
118,2020-10-01,17647.0,Disposable Napkins
119,2020-10-02,19646.0,Disposable Napkins
120,2020-10-03,19084.0,Disposable Napkins
121,2020-10-04,19084.0,Disposable Napkins
122,2020-10-05,19084.0,Disposable Napkins
123,2020-10-06,19084.0,Disposable Napkins
124,2020-10-07,19084.0,Disposable Napkins
125,2020-10-08,19084.0,Disposable Napkins
126,2020-10-09,19084.0,Disposable Napkins
127,2020-10-10,22831.0,Disposable Napkins
128,2020-10-11,22831.0,Disposable Napkins
129,2020-10-12,22831.0,Disposable Napkins
130,2020-10-13,20617.0,Disposable Napkins
131,2020-10-14,20617.0,Disposable Napkins
132,2020-10-15,20617.0,Disposable Napkins
133,2020-10-16,20617.0,Disposable Napkins
134,2020-10-17,35470.0,Disposable Napkins
135,2020-10-18,35470.0,Disposable Napkins
136,2020-10-19,35470.0,Disposable Napkins
137,2020-10-20,36310.0,Disposable Napkins
138,2020-10-21,36310.0,Disposable Napkins
139,2020-10-22,36310.0,Disposable Napkins
140,2020-10-23,36310.0,Disposable Napkins
141,2020-10-24,36310.0,Disposable Napkins
142,2020-10-25,36310.0,Disposable Napkins
143,2020-10-26,23447.0,Disposable Napkins
144,2020-10-27,23447.0,Disposable Napkins
145,2020-10-28,23447.0,Disposable Napkins
146,2020-10-29,22030.0,Disposable Napkins
147,2020-10-30,22030.0,Disposable Napkins
148,2020-10-31,22030.0,Disposable Napkins
149,2020-11-01,21617.0,Disposable Napkins
150,2020-11-02,21617.0,Disposable Napkins
151,2020-11-03,21617.0,Disposable Napkins
152,2020-11-04,21617.0,Disposable Napkins
153,2020-11-05,21617.0,Disposable Napkins
154,2020-11-06,21617.0,Disposable Napkins
155,2020-11-07,23151.0,Disposable Napkins
156,2020-11-08,23151.0,Disposable Napkins
157,2020-11-09,23151.0,Disposable Napkins
158,2020-11-10,14266.0,Disposable Napkins
159,2020-11-11,20937.0,Disposable Napkins
160,2020-11-12,19494.0,Disposable Napkins
161,2020-11-13,19494.0,Disposable Napkins
162,2020-11-14,19494.0,Disposable Napkins
163,2020-11-15,29331.0,Disposable Napkins
164,2020-11-16,29331.0,Disposable Napkins
165,2020-11-17,20830.0,Disposable Napkins
166,2020-11-18,17234.0,Disposable Napkins
167,2020-11-19,16023.0,Disposable Napkins
168,2020-11-20,16023.0,Disposable Napkins
169,2020-11-21,16023.0,Disposable Napkins
170,2020-11-22,16023.0,Disposable Napkins
171,2020-11-23,16023.0,Disposable Napkins
172,2020-11-24,16023.0,Disposable Napkins
173,2020-11-25,16023.0,Disposable Napkins
174,2020-11-26,27914.0,Disposable Napkins
175,2020-11-27,27914.0,Disposable Napkins
176,2020-11-28,27914.0,Disposable Napkins
177,2020-11-29,27914.0,Disposable Napkins
178,2020-11-30,26777.0,Disposable Napkins
179,2020-12-01,26777.0,Disposable Napkins
180,2020-12-02,26777.0,Disposable Napkins
181,2020-12-03,30792.0,Disposable Napkins
182,2020-12-04,26029.0,Disposable Napkins
183,2020-12-05,30341.0,Disposable Napkins
184,2020-12-06,30341.0,Disposable Napkins
185,2020-12-07,30341.0,Disposable Napkins
186,2020-12-08,22663.0,Disposable Napkins
187,2020-12-09,22663.0,Disposable Napkins
188,2020-12-10,27049.0,Disposable Napkins
189,2020-12-11,27049.0,Disposable Napkins
190,2020-12-12,30915.0,Disposable Napkins
191,2020-12-13,30915.0,Disposable Napkins
192,2020-12-14,24524.0,Disposable Napkins
193,2020-12-15,24524.0,Disposable Napkins
194,2020-12-16,24524.0,Disposable Napkins
195,2020-12-17,31969.0,Disposable Napkins
196,2020-12-18,29272.0,Disposable Napkins
197,2020-12-19,29272.0,Disposable Napkins
198,2020-12-20,22657.0,Disposable Napkins
199,2020-12-21,22657.0,Disposable Napkins
200,2020-12-22,22657.0,Disposable Napkins
201,2020-12-23,22657.0,Disposable Napkins
202,2020-12-24,38252.0,Disposable Napkins
203,2020-12-25,41699.0,Disposable Napkins
204,2020-12-26,41699.0,Disposable Napkins
205,2020-12-27,41699.0,Disposable Napkins
206,2020-12-28,41699.0,Disposable Napkins
207,2020-12-29,41699.0,Disposable Napkins
208,2020-12-30,41699.0,Disposable Napkins
209,2020-12-31,44243.0,Disposable Napkins
210,2021-01-01,44243.0,Disposable Napkins
211,2021-01-02,44243.0,Disposable Napkins
212,2021-01-03,44243.0,Disposable Napkins
213,2021-01-04,44243.0,Disposable Napkins
214,2021-01-05,37755.0,Disposable Napkins
215,2021-01-06,30791.0,Disposable Napkins
216,2021-01-07,30791.0,Disposable Napkins
217,2021-01-08,30791.0,Disposable Napkins
218,2021-01-09,30791.0,Disposable Napkins
219,2021-01-10,30791.0,Disposable Napkins
220,2021-01-11,26536.0,Disposable Napkins
221,2021-01-12,32673.0,Disposable Napkins
222,2021-01-13,32673.0,Disposable Napkins
223,2021-01-14,32673.0,Disposable Napkins
224,2021-01-15,32673.0,Disposable Napkins
225,2021-01-16,32673.0,Disposable Napkins
226,2021-01-17,32673.0,Disposable Napkins
227,2021-01-18,32673.0,Disposable Napkins
228,2021-01-19,32673.0,Disposable Napkins
229,2021-01-20,38320.0,Disposable Napkins
230,2021-01-21,38320.0,Disposable Napkins
231,2021-01-22,38320.0,Disposable Napkins
232,2021-01-23,38320.0,Disposable Napkins
233,2021-01-24,38320.0,Disposable Napkins
234,2021-01-25,38320.0,Disposable Napkins
235,2021-01-26,38320.0,Disposable Napkins
236,2021-01-27,37603.0,Disposable Napkins
237,2021-01-28,37603.0,Disposable Napkins
238,2021-01-29,37603.0,Disposable Napkins
239,2021-01-30,37603.0,Disposable Napkins
240,2021-01-31,37603.0,Disposable Napkins
241,2021-02-01,37603.0,Disposable Napkins
242,2021-02-02,37603.0,Disposable Napkins
243,2021-02-03,37603.0,Disposable Napkins
244,2021-02-04,37603.0,Disposable Napkins
245,2021-02-05,37603.0,Disposable Napkins
246,2021-02-06,43459.0,Disposable Napkins
247,2021-02-07,43459.0,Disposable Napkins
248,2021-02-08,43459.0,Disposable Napkins
249,2021-02-09,43459.0,Disposable Napkins
250,2021-02-10,43459.0,Disposable Napkins
251,2021-02-11,46263.0,Disposable Napkins
252,2021-02-12,46263.0,Disposable Napkins
253,2021-02-13,46263.0,Disposable Napkins
254,2021-02-14,46263.0,Disposable Napkins
255,2021-02-15,46263.0,Disposable Napkins
256,2021-02-16,46263.0,Disposable Napkins
257,2021-02-17,46263.0,Disposable Napkins
258,2021-02-18,40631.0,Disposable Napkins
259,2021-02-19,40631.0,Disposable Napkins
260,2021-02-20,51690.0,Disposable Napkins
261,2021-02-21,51690.0,Disposable Napkins
262,2021-02-22,51690.0,Disposable Napkins
263,2021-02-23,51690.0,Disposable Napkins
264,2021-02-24,51690.0,Disposable Napkins
265,2021-02-25,51690.0,Disposable Napkins
266,2021-02-26,45257.0,Disposable Napkins
267,2021-02-27,45257.0,Disposable Napkins
268,2021-02-28,45257.0,Disposable Napkins
269,2021-03-01,45257.0,Disposable Napkins
270,2021-03-02,45257.0,Disposable Napkins
271,2021-03-03,38944.0,Disposable Napkins
272,2021-03-04,38944.0,Disposable Napkins
273,2021-03-05,30195.0,Disposable Napkins
274,2021-03-06,31808.0,Disposable Napkins
275,2021-03-07,31808.0,Disposable Napkins
276,2021-03-08,31808.0,Disposable Napkins
277,2021-03-09,36953.0,Disposable Napkins
278,2021-03-10,36953.0,Disposable Napkins
279,2021-03-11,36953.0,Disposable Napkins
280,2021-03-12,46166.0,Disposable Napkins
281,2021-03-13,46166.0,Disposable Napkins
282,2021-03-14,46166.0,Disposable Napkins
283,2021-03-15,46166.0,Disposable Napkins
284,2021-03-16,46166.0,Disposable Napkins
285,2021-03-17,38219.0,Disposable Napkins
286,2021-03-18,42218.0,Disposable Napkins
287,2021-03-19,42218.0,Disposable Napkins
288,2021-03-20,42218.0,Disposable Napkins
289,2021-03-21,42218.0,Disposable Napkins
290,2021-03-22,37243.0,Disposable Napkins
291,2021-03-23,37243.0,Disposable Napkins
292,2021-03-24,37243.0,Disposable Napkins
293,2021-03-25,37243.0,Disposable Napkins
294,2021-03-26,37243.0,Disposable Napkins
295,2021-03-27,37243.0,Disposable Napkins
296,2021-03-28,37243.0,Disposable Napkins
297,2021-03-29,37703.0,Disposable Napkins
298,2021-03-30,37703.0,Disposable Napkins
299,2021-03-31,37703.0,Disposable Napkins
300,2021-04-01,37703.0,Disposable Napkins
301,2021-04-02,38626.0,Disposable Napkins
302,2021-04-03,38626.0,Disposable Napkins
303,2021-04-04,38626.0,Disposable Napkins
304,2021-04-05,32949.0,Disposable Napkins
305,2021-04-06,32949.0,Disposable Napkins
306,2021-04-07,32949.0,Disposable Napkins
307,2021-04-08,29079.0,Disposable Napkins
308,2021-04-09,29079.0,Disposable Napkins
309,2021-04-10,29079.0,Disposable Napkins
310,2021-04-11,36811.0,Disposable Napkins
311,2021-04-12,36811.0,Disposable Napkins
312,2021-04-13,31732.0,Disposable Napkins
313,2021-04-14,31732.0,Disposable Napkins
314,2021-04-15,27877.0,Disposable Napkins
315,2021-04-16,27877.0,Disposable Napkins
316,2021-04-17,27877.0,Disposable Napkins
317,2021-04-18,27877.0,Disposable Napkins
318,2021-04-19,27877.0,Disposable Napkins
319,2021-04-20,32381.0,Disposable Napkins
320,2021-04-21,26880.0,Disposable Napkins
321,2021-04-22,26880.0,Disposable Napkins
322,2021-04-23,25833.0,Disposable Napkins
323,2021-04-24,25833.0,Disposable Napkins
324,2021-04-25,25833.0,Disposable Napkins
325,2021-04-26,25810.0,Disposable Napkins
326,2021-04-27,25810.0,Disposable Napkins
327,2021-04-28,25810.0,Disposable Napkins
328,2021-04-29,28404.0,Disposable Napkins
329,2021-04-30,28404.0,Disposable Napkins
330,2021-05-01,31774.0,Disposable Napkins
331,2021-05-02,31774.0,Disposable Napkins
332,2021-05-03,31774.0,Disposable Napkins
333,2021-05-04,17675.0,Disposable Napkins
334,2021-05-05,17675.0,Disposable Napkins
335,2021-05-06,21915.0,Disposable Napkins
336,2021-05-07,21915.0,Disposable Napkins
337,2021-05-08,21915.0,Disposable Napkins
338,2021-05-09,21915.0,Disposable Napkins
339,2021-05-10,19195.0,Disposable Napkins
340,2021-05-11,19195.0,Disposable Napkins
341,2021-05-12,19753.0,Disposable Napkins
342,2021-05-13,21131.0,Disposable Napkins
343,2021-05-14,21131.0,Disposable Napkins
344,2021-05-15,21131.0,Disposable Napkins
345,2021-05-16,21131.0,Disposable Napkins
346,2021-05-17,15901.0,Disposable Napkins
347,2021-05-18,15901.0,Disposable Napkins
348,2021-05-19,19821.0,Disposable Napkins
349,2021-05-20,16006.0,Disposable Napkins
350,2021-05-21,19715.0,Disposable Napkins
351,2021-05-22,19715.0,Disposable Napkins
352,2021-05-23,19715.0,Disposable Napkins
353,2021-05-24,18892.0,Disposable Napkins
354,2021-05-25,18892.0,Disposable Napkins
355,2021-05-26,18695.0,Disposable Napkins
356,2021-05-27,18695.0,Disposable Napkins
357,2021-05-28,18695.0,Disposable Napkins
358,2021-05-29,17967.0,Disposable Napkins
359,2021-05-30,17967.0,Disposable Napkins
360,2021-05-31,17967.0,Disposable Napkins
361,2021-06-01,17967.0,Disposable Napkins
362,2021-06-02,17780.0,Disposable Napkins
363,2021-06-03,17780.0,Disposable Napkins
364,2021-06-04,17780.0,Disposable Napkins
365,2021-06-05,16169.0,Disposable Napkins
366,2021-06-06,16169.0,Disposable Napkins
367,2021-06-07,16169.0,Disposable Napkins
368,2021-06-08,13650.0,Disposable Napkins
369,2021-06-09,13650.0,Disposable Napkins
370,2021-06-10,13650.0,Disposable Napkins
371,2021-06-11,15301.0,Disposable Napkins
372,2021-06-12,15301.0,Disposable Napkins
373,2021-06-13,15301.0,Disposable Napkins
374,2021-06-14,17236.0,Disposable Napkins
375,2021-06-15,17236.0,Disposable Napkins
376,2021-06-16,17236.0,Disposable Napkins
377,2021-06-17,17513.0,Disposable Napkins
378,2021-06-18,20362.0,Disposable Napkins
379,2021-06-19,20362.0,Disposable Napkins
380,2021-06-20,20362.0,Disposable Napkins
381,2021-06-21,19953.0,Disposable Napkins
382,2021-06-22,19770.0,Disposable Napkins
383,2021-06-23,19770.0,Disposable Napkins
384,2021-06-24,21823.0,Disposable Napkins
385,2021-06-25,21823.0,Disposable Napkins
386,2021-06-26,19576.0,Disposable Napkins
387,2021-06-27,19576.0,Disposable Napkins
388,2021-06-28,19576.0,Disposable Napkins
389,2021-06-29,17965.0,Disposable Napkins
390,2021-06-30,14734.0,Disposable Napkins
391,2021-07-01,14734.0,Disposable Napkins
392,2021-07-02,14734.0,Disposable Napkins
393,2021-07-03,12337.0,Disposable Napkins
394,2021-07-04,14993.0,Disposable Napkins
395,2021-07-05,17548.0,Disposable Napkins
396,2021-07-06,17033.0,Disposable Napkins
397,2021-07-07,13737.0,Disposable Napkins
398,2021-07-08,13737.0,Disposable Napkins
399,2021-07-09,15165.0,Disposable Napkins
400,2021-07-10,15256.0,Disposable Napkins
