,date,value,name_B08697XBQX
159,2020-09-09,13850.0,Panels
160,2020-09-10,13850.0,Panels
161,2020-09-11,14752.0,Panels
162,2020-09-12,14752.0,Panels
163,2020-09-13,14979.0,Panels
164,2020-09-14,14979.0,Panels
165,2020-09-15,14979.0,Panels
166,2020-09-16,14979.0,Panels
167,2020-09-17,9377.0,Panels
168,2020-09-18,9377.0,Panels
169,2020-09-19,9377.0,Panels
170,2020-09-20,9377.0,Panels
171,2020-09-21,12966.0,Panels
172,2020-09-22,12444.0,Panels
173,2020-09-23,12444.0,Panels
174,2020-09-24,12444.0,Panels
175,2020-09-25,12444.0,Panels
176,2020-09-26,10217.0,Panels
177,2020-09-27,10948.0,Panels
178,2020-09-28,10948.0,Panels
179,2020-09-29,13943.0,Panels
180,2020-09-30,13943.0,Panels
181,2020-10-01,12264.0,Panels
182,2020-10-02,12264.0,Panels
183,2020-10-03,12264.0,Panels
184,2020-10-04,12264.0,Panels
185,2020-10-05,11954.0,Panels
186,2020-10-06,11954.0,Panels
187,2020-10-07,11954.0,Panels
188,2020-10-08,12731.0,Panels
189,2020-10-09,12911.0,Panels
190,2020-10-10,12911.0,Panels
191,2020-10-11,13790.0,Panels
192,2020-10-12,13790.0,Panels
193,2020-10-13,17149.0,Panels
194,2020-10-14,17149.0,Panels
195,2020-10-15,17149.0,Panels
196,2020-10-16,15188.0,Panels
197,2020-10-17,15188.0,Panels
198,2020-10-18,15188.0,Panels
199,2020-10-19,9083.0,Panels
200,2020-10-20,9083.0,Panels
201,2020-10-21,9875.0,Panels
202,2020-10-22,10398.0,Panels
203,2020-10-23,10398.0,Panels
204,2020-10-24,10398.0,Panels
205,2020-10-25,8753.0,Panels
206,2020-10-26,8456.0,Panels
207,2020-10-27,8456.0,Panels
208,2020-10-28,8456.0,Panels
209,2020-10-29,8456.0,Panels
210,2020-10-30,12675.0,Panels
211,2020-10-31,12675.0,Panels
212,2020-11-01,12675.0,Panels
213,2020-11-02,12675.0,Panels
214,2020-11-03,10682.0,Panels
215,2020-11-04,9247.0,Panels
216,2020-11-05,9247.0,Panels
217,2020-11-06,9247.0,Panels
218,2020-11-07,9396.0,Panels
219,2020-11-08,9396.0,Panels
220,2020-11-09,10443.0,Panels
221,2020-11-10,8857.0,Panels
222,2020-11-11,9386.0,Panels
223,2020-11-12,9386.0,Panels
224,2020-11-13,9386.0,Panels
225,2020-11-14,9472.0,Panels
226,2020-11-15,9472.0,Panels
227,2020-11-16,9472.0,Panels
228,2020-11-17,9472.0,Panels
229,2020-11-18,9472.0,Panels
230,2020-11-19,9472.0,Panels
231,2020-11-20,9472.0,Panels
232,2020-11-21,9472.0,Panels
233,2020-11-22,9472.0,Panels
234,2020-11-23,9472.0,Panels
235,2020-11-24,9472.0,Panels
236,2020-11-25,9472.0,Panels
237,2020-11-26,9472.0,Panels
238,2020-11-27,9472.0,Panels
239,2020-11-28,9472.0,Panels
240,2020-11-29,9472.0,Panels
241,2020-11-30,9472.0,Panels
242,2020-12-01,9472.0,Panels
243,2020-12-02,9472.0,Panels
244,2020-12-03,14225.0,Panels
245,2020-12-04,14225.0,Panels
246,2020-12-05,14225.0,Panels
247,2020-12-06,14225.0,Panels
248,2020-12-07,16010.0,Panels
249,2020-12-08,16010.0,Panels
250,2020-12-09,16010.0,Panels
251,2020-12-10,18378.0,Panels
252,2020-12-11,18378.0,Panels
253,2020-12-12,18378.0,Panels
254,2020-12-13,18872.0,Panels
255,2020-12-14,18939.0,Panels
256,2020-12-15,18939.0,Panels
257,2020-12-16,18939.0,Panels
258,2020-12-17,18939.0,Panels
259,2020-12-18,15325.0,Panels
260,2020-12-19,18042.0,Panels
261,2020-12-20,18042.0,Panels
262,2020-12-21,18042.0,Panels
263,2020-12-22,18042.0,Panels
264,2020-12-23,18042.0,Panels
265,2020-12-24,16704.0,Panels
266,2020-12-25,16704.0,Panels
267,2020-12-26,16704.0,Panels
268,2020-12-27,16704.0,Panels
269,2020-12-28,16704.0,Panels
270,2020-12-29,10725.0,Panels
271,2020-12-30,10725.0,Panels
272,2020-12-31,10725.0,Panels
273,2021-01-01,7755.0,Panels
274,2021-01-02,7755.0,Panels
275,2021-01-03,7755.0,Panels
276,2021-01-04,6321.0,Panels
277,2021-01-05,6321.0,Panels
278,2021-01-06,8533.0,Panels
279,2021-01-07,7530.0,Panels
280,2021-01-08,7530.0,Panels
281,2021-01-09,7293.0,Panels
282,2021-01-10,7293.0,Panels
283,2021-01-11,7133.0,Panels
284,2021-01-12,7133.0,Panels
285,2021-01-13,9056.0,Panels
286,2021-01-14,9056.0,Panels
287,2021-01-15,9056.0,Panels
288,2021-01-16,7010.0,Panels
289,2021-01-17,7010.0,Panels
290,2021-01-18,7010.0,Panels
291,2021-01-19,5560.0,Panels
292,2021-01-20,5560.0,Panels
293,2021-01-21,7321.0,Panels
294,2021-01-22,7321.0,Panels
295,2021-01-23,7321.0,Panels
296,2021-01-24,6936.0,Panels
297,2021-01-25,6936.0,Panels
298,2021-01-26,6936.0,Panels
299,2021-01-27,6762.0,Panels
300,2021-01-28,6762.0,Panels
301,2021-01-29,8471.0,Panels
302,2021-01-30,8471.0,Panels
303,2021-01-31,8471.0,Panels
304,2021-02-01,6786.0,Panels
305,2021-02-02,6697.0,Panels
306,2021-02-03,6697.0,Panels
307,2021-02-04,6407.0,Panels
308,2021-02-05,6407.0,Panels
309,2021-02-06,6547.0,Panels
310,2021-02-07,6547.0,Panels
311,2021-02-08,6547.0,Panels
312,2021-02-09,7460.0,Panels
313,2021-02-10,7460.0,Panels
314,2021-02-11,7460.0,Panels
315,2021-02-12,7423.0,Panels
316,2021-02-13,7423.0,Panels
317,2021-02-14,7186.0,Panels
318,2021-02-15,7926.0,Panels
319,2021-02-16,7926.0,Panels
320,2021-02-17,7926.0,Panels
321,2021-02-18,9548.0,Panels
322,2021-02-19,9548.0,Panels
323,2021-02-20,9548.0,Panels
324,2021-02-21,7092.0,Panels
325,2021-02-22,7092.0,Panels
326,2021-02-23,8894.0,Panels
327,2021-02-24,8894.0,Panels
328,2021-02-25,8771.0,Panels
329,2021-02-26,8923.0,Panels
330,2021-02-27,8923.0,Panels
331,2021-02-28,8923.0,Panels
332,2021-03-01,7643.0,Panels
333,2021-03-02,7643.0,Panels
334,2021-03-03,7206.0,Panels
335,2021-03-04,7083.0,Panels
336,2021-03-05,7083.0,Panels
337,2021-03-06,7083.0,Panels
338,2021-03-07,6483.0,Panels
339,2021-03-08,6483.0,Panels
340,2021-03-09,7051.0,Panels
341,2021-03-10,7051.0,Panels
342,2021-03-11,7051.0,Panels
343,2021-03-12,7051.0,Panels
344,2021-03-13,6291.0,Panels
345,2021-03-14,6896.0,Panels
346,2021-03-15,7052.0,Panels
347,2021-03-16,7178.0,Panels
348,2021-03-17,7178.0,Panels
349,2021-03-18,4680.0,Panels
350,2021-03-19,4680.0,Panels
351,2021-03-20,4680.0,Panels
352,2021-03-21,5268.0,Panels
353,2021-03-22,4529.0,Panels
354,2021-03-23,5787.0,Panels
355,2021-03-24,5914.0,Panels
356,2021-03-25,5290.0,Panels
357,2021-03-26,5149.0,Panels
358,2021-03-27,5690.0,Panels
359,2021-03-28,5690.0,Panels
360,2021-03-29,5690.0,Panels
361,2021-03-30,5218.0,Panels
362,2021-03-31,5683.0,Panels
363,2021-04-01,4601.0,Panels
364,2021-04-02,4601.0,Panels
365,2021-04-03,6946.0,Panels
366,2021-04-04,6477.0,Panels
367,2021-04-05,6477.0,Panels
368,2021-04-06,5899.0,Panels
369,2021-04-07,5899.0,Panels
370,2021-04-08,5167.0,Panels
371,2021-04-09,5167.0,Panels
372,2021-04-10,5552.0,Panels
373,2021-04-11,7249.0,Panels
374,2021-04-12,7249.0,Panels
375,2021-04-13,8390.0,Panels
376,2021-04-14,8390.0,Panels
377,2021-04-15,6807.0,Panels
378,2021-04-16,6328.0,Panels
379,2021-04-17,6328.0,Panels
380,2021-04-18,6401.0,Panels
381,2021-04-19,6298.0,Panels
382,2021-04-20,6298.0,Panels
383,2021-04-21,8358.0,Panels
384,2021-04-22,8358.0,Panels
385,2021-04-23,8845.0,Panels
386,2021-04-24,8845.0,Panels
387,2021-04-25,8899.0,Panels
388,2021-04-26,8899.0,Panels
389,2021-04-27,7358.0,Panels
390,2021-04-28,7705.0,Panels
391,2021-04-29,7705.0,Panels
392,2021-04-30,7246.0,Panels
393,2021-05-01,7888.0,Panels
394,2021-05-02,7888.0,Panels
395,2021-05-03,7036.0,Panels
396,2021-05-04,7036.0,Panels
397,2021-05-05,9298.0,Panels
398,2021-05-06,9298.0,Panels
399,2021-05-07,9412.0,Panels
400,2021-05-08,9412.0,Panels
401,2021-05-09,10347.0,Panels
402,2021-05-10,10347.0,Panels
403,2021-05-11,9477.0,Panels
404,2021-05-12,9477.0,Panels
405,2021-05-13,9477.0,Panels
406,2021-05-14,8767.0,Panels
407,2021-05-15,8767.0,Panels
408,2021-05-16,8488.0,Panels
409,2021-05-17,8488.0,Panels
410,2021-05-18,9620.0,Panels
411,2021-05-19,9620.0,Panels
412,2021-05-20,9929.0,Panels
413,2021-05-21,9929.0,Panels
414,2021-05-22,10211.0,Panels
415,2021-05-23,11622.0,Panels
416,2021-05-24,8678.0,Panels
417,2021-05-25,8678.0,Panels
418,2021-05-26,8678.0,Panels
419,2021-05-27,9589.0,Panels
420,2021-05-28,9589.0,Panels
421,2021-05-29,10348.0,Panels
422,2021-05-30,10348.0,Panels
423,2021-05-31,10348.0,Panels
424,2021-06-01,10215.0,Panels
425,2021-06-02,11996.0,Panels
426,2021-06-03,11996.0,Panels
427,2021-06-04,9481.0,Panels
428,2021-06-05,9481.0,Panels
429,2021-06-06,12767.0,Panels
430,2021-06-07,9817.0,Panels
431,2021-06-08,12288.0,Panels
432,2021-06-09,12288.0,Panels
433,2021-06-10,12288.0,Panels
434,2021-06-11,9237.0,Panels
435,2021-06-12,9237.0,Panels
436,2021-06-13,8165.0,Panels
437,2021-06-14,8165.0,Panels
438,2021-06-15,11425.0,Panels
439,2021-06-16,11425.0,Panels
440,2021-06-17,11425.0,Panels
441,2021-06-18,10218.0,Panels
442,2021-06-19,10218.0,Panels
443,2021-06-20,11596.0,Panels
444,2021-06-21,11397.0,Panels
445,2021-06-22,11397.0,Panels
446,2021-06-23,12981.0,Panels
447,2021-06-24,12981.0,Panels
448,2021-06-25,11780.0,Panels
449,2021-06-26,11780.0,Panels
450,2021-06-27,11091.0,Panels
451,2021-06-28,11091.0,Panels
452,2021-06-29,11091.0,Panels
453,2021-06-30,12180.0,Panels
454,2021-07-01,12180.0,Panels
455,2021-07-02,10541.0,Panels
456,2021-07-03,10541.0,Panels
457,2021-07-04,9998.0,Panels
458,2021-07-05,9998.0,Panels
459,2021-07-06,12890.0,Panels
460,2021-07-07,12890.0,Panels
461,2021-07-08,12890.0,Panels
462,2021-07-09,10803.0,Panels
463,2021-07-10,10803.0,Panels
464,2021-07-11,9749.0,Panels
