,date,value,name_B07KP63S3D
882,2021-04-20,10187.0,Protective Mitts & Potholders
883,2021-04-21,10187.0,Protective Mitts & Potholders
884,2021-04-22,10187.0,Protective Mitts & Potholders
885,2021-04-23,7952.0,Protective Mitts & Potholders
886,2021-04-24,8389.0,Protective Mitts & Potholders
887,2021-04-25,8389.0,Protective Mitts & Potholders
888,2021-04-26,8389.0,Protective Mitts & Potholders
889,2021-04-27,10653.0,Protective Mitts & Potholders
890,2021-04-28,10653.0,Protective Mitts & Potholders
891,2021-04-29,8973.0,Protective Mitts & Potholders
892,2021-04-30,8973.0,Protective Mitts & Potholders
893,2021-05-01,11797.0,Protective Mitts & Potholders
894,2021-05-02,10962.0,Protective Mitts & Potholders
895,2021-05-03,10962.0,Protective Mitts & Potholders
896,2021-05-04,10962.0,Protective Mitts & Potholders
897,2021-05-05,10962.0,Protective Mitts & Potholders
898,2021-05-06,11140.0,Protective Mitts & Potholders
899,2021-05-07,11806.0,Protective Mitts & Potholders
900,2021-05-08,11806.0,Protective Mitts & Potholders
901,2021-05-09,11806.0,Protective Mitts & Potholders
902,2021-05-10,11806.0,Protective Mitts & Potholders
903,2021-05-11,12260.0,Protective Mitts & Potholders
904,2021-05-12,12260.0,Protective Mitts & Potholders
905,2021-05-13,12260.0,Protective Mitts & Potholders
906,2021-05-14,11317.0,Protective Mitts & Potholders
907,2021-05-15,11317.0,Protective Mitts & Potholders
908,2021-05-16,11317.0,Protective Mitts & Potholders
909,2021-05-17,9599.0,Protective Mitts & Potholders
910,2021-05-18,9599.0,Protective Mitts & Potholders
911,2021-05-19,9599.0,Protective Mitts & Potholders
912,2021-05-20,4656.0,Protective Mitts & Potholders
913,2021-05-21,4656.0,Protective Mitts & Potholders
914,2021-05-22,2648.0,Protective Mitts & Potholders
915,2021-05-23,2648.0,Protective Mitts & Potholders
916,2021-05-24,2494.0,Protective Mitts & Potholders
917,2021-05-25,2494.0,Protective Mitts & Potholders
918,2021-05-26,2494.0,Protective Mitts & Potholders
919,2021-05-27,1778.0,Protective Mitts & Potholders
920,2021-05-28,1778.0,Protective Mitts & Potholders
921,2021-05-29,3357.0,Protective Mitts & Potholders
922,2021-05-30,3357.0,Protective Mitts & Potholders
923,2021-05-31,4648.0,Protective Mitts & Potholders
924,2021-06-01,4885.0,Protective Mitts & Potholders
925,2021-06-02,4885.0,Protective Mitts & Potholders
926,2021-06-03,4885.0,Protective Mitts & Potholders
927,2021-06-04,6376.0,Protective Mitts & Potholders
928,2021-06-05,6376.0,Protective Mitts & Potholders
929,2021-06-06,6978.0,Protective Mitts & Potholders
930,2021-06-07,6978.0,Protective Mitts & Potholders
931,2021-06-08,6722.0,Protective Mitts & Potholders
932,2021-06-09,7210.0,Protective Mitts & Potholders
933,2021-06-10,7210.0,Protective Mitts & Potholders
934,2021-06-11,7210.0,Protective Mitts & Potholders
935,2021-06-12,7210.0,Protective Mitts & Potholders
936,2021-06-13,7210.0,Protective Mitts & Potholders
937,2021-06-14,6246.0,Protective Mitts & Potholders
938,2021-06-15,6246.0,Protective Mitts & Potholders
939,2021-06-16,5233.0,Protective Mitts & Potholders
940,2021-06-17,5233.0,Protective Mitts & Potholders
941,2021-06-18,4238.0,Protective Mitts & Potholders
942,2021-06-19,5300.0,Protective Mitts & Potholders
943,2021-06-20,6978.0,Protective Mitts & Potholders
944,2021-06-21,6978.0,Protective Mitts & Potholders
945,2021-06-22,6978.0,Protective Mitts & Potholders
946,2021-06-23,11214.0,Protective Mitts & Potholders
947,2021-06-24,9102.0,Protective Mitts & Potholders
948,2021-06-25,9102.0,Protective Mitts & Potholders
949,2021-06-26,11689.0,Protective Mitts & Potholders
950,2021-06-27,11689.0,Protective Mitts & Potholders
951,2021-06-28,8167.0,Protective Mitts & Potholders
952,2021-06-29,8972.0,Protective Mitts & Potholders
953,2021-06-30,7786.0,Protective Mitts & Potholders
954,2021-07-01,7786.0,Protective Mitts & Potholders
955,2021-07-02,6040.0,Protective Mitts & Potholders
956,2021-07-03,8695.0,Protective Mitts & Potholders
957,2021-07-04,8695.0,Protective Mitts & Potholders
958,2021-07-05,8519.0,Protective Mitts & Potholders
959,2021-07-06,8519.0,Protective Mitts & Potholders
960,2021-07-07,8519.0,Protective Mitts & Potholders
961,2021-07-08,11094.0,Protective Mitts & Potholders
962,2021-07-09,11347.0,Protective Mitts & Potholders
963,2021-07-10,10470.0,Protective Mitts & Potholders
