,date,value,name_B07ZBJ5216
64,2019-12-27,36102.0,Wall & Tabletop Frames
65,2019-12-28,36102.0,Wall & Tabletop Frames
66,2019-12-29,53593.0,Wall & Tabletop Frames
67,2019-12-30,53593.0,Wall & Tabletop Frames
68,2019-12-31,53593.0,Wall & Tabletop Frames
69,2020-01-01,53593.0,Wall & Tabletop Frames
70,2020-01-02,53593.0,Wall & Tabletop Frames
71,2020-01-03,53593.0,Wall & Tabletop Frames
72,2020-01-04,55045.0,Wall & Tabletop Frames
73,2020-01-05,55045.0,Wall & Tabletop Frames
74,2020-01-06,55045.0,Wall & Tabletop Frames
75,2020-01-07,55045.0,Wall & Tabletop Frames
76,2020-01-08,28462.0,Wall & Tabletop Frames
77,2020-01-09,28462.0,Wall & Tabletop Frames
78,2020-01-10,28462.0,Wall & Tabletop Frames
79,2020-01-11,28462.0,Wall & Tabletop Frames
80,2020-01-12,28462.0,Wall & Tabletop Frames
81,2020-01-13,28462.0,Wall & Tabletop Frames
82,2020-01-14,28462.0,Wall & Tabletop Frames
83,2020-01-15,28462.0,Wall & Tabletop Frames
84,2020-01-16,49782.0,Wall & Tabletop Frames
85,2020-01-17,49782.0,Wall & Tabletop Frames
86,2020-01-18,49782.0,Wall & Tabletop Frames
87,2020-01-19,49782.0,Wall & Tabletop Frames
88,2020-01-20,42063.0,Wall & Tabletop Frames
89,2020-01-21,42063.0,Wall & Tabletop Frames
90,2020-01-22,42063.0,Wall & Tabletop Frames
91,2020-01-23,42063.0,Wall & Tabletop Frames
92,2020-01-24,42063.0,Wall & Tabletop Frames
93,2020-01-25,42063.0,Wall & Tabletop Frames
94,2020-01-26,42063.0,Wall & Tabletop Frames
95,2020-01-27,42063.0,Wall & Tabletop Frames
96,2020-01-28,57317.0,Wall & Tabletop Frames
97,2020-01-29,57317.0,Wall & Tabletop Frames
98,2020-01-30,57317.0,Wall & Tabletop Frames
99,2020-01-31,57317.0,Wall & Tabletop Frames
100,2020-02-01,57317.0,Wall & Tabletop Frames
101,2020-02-02,57317.0,Wall & Tabletop Frames
102,2020-02-03,57317.0,Wall & Tabletop Frames
103,2020-02-04,57317.0,Wall & Tabletop Frames
104,2020-02-05,57317.0,Wall & Tabletop Frames
105,2020-02-06,32616.0,Wall & Tabletop Frames
106,2020-02-07,32616.0,Wall & Tabletop Frames
107,2020-02-08,32616.0,Wall & Tabletop Frames
108,2020-02-09,28222.0,Wall & Tabletop Frames
109,2020-02-10,28222.0,Wall & Tabletop Frames
110,2020-02-11,28222.0,Wall & Tabletop Frames
111,2020-02-12,28222.0,Wall & Tabletop Frames
112,2020-02-13,28222.0,Wall & Tabletop Frames
113,2020-02-14,28222.0,Wall & Tabletop Frames
114,2020-02-15,28222.0,Wall & Tabletop Frames
115,2020-02-16,15866.0,Wall & Tabletop Frames
116,2020-02-17,15866.0,Wall & Tabletop Frames
117,2020-02-18,15866.0,Wall & Tabletop Frames
118,2020-02-19,15866.0,Wall & Tabletop Frames
119,2020-02-20,15866.0,Wall & Tabletop Frames
120,2020-02-21,25297.0,Wall & Tabletop Frames
121,2020-02-22,25297.0,Wall & Tabletop Frames
122,2020-02-23,25297.0,Wall & Tabletop Frames
123,2020-02-24,25297.0,Wall & Tabletop Frames
124,2020-02-25,22380.0,Wall & Tabletop Frames
125,2020-02-26,18807.0,Wall & Tabletop Frames
126,2020-02-27,18807.0,Wall & Tabletop Frames
127,2020-02-28,18807.0,Wall & Tabletop Frames
128,2020-02-29,18807.0,Wall & Tabletop Frames
129,2020-03-01,14154.0,Wall & Tabletop Frames
130,2020-03-02,14154.0,Wall & Tabletop Frames
131,2020-03-03,14154.0,Wall & Tabletop Frames
132,2020-03-04,14154.0,Wall & Tabletop Frames
133,2020-03-05,14154.0,Wall & Tabletop Frames
134,2020-03-06,14154.0,Wall & Tabletop Frames
135,2020-03-07,14154.0,Wall & Tabletop Frames
136,2020-03-08,14154.0,Wall & Tabletop Frames
137,2020-03-09,22742.0,Wall & Tabletop Frames
138,2020-03-10,22129.0,Wall & Tabletop Frames
139,2020-03-11,22129.0,Wall & Tabletop Frames
140,2020-03-12,22129.0,Wall & Tabletop Frames
141,2020-03-13,28089.0,Wall & Tabletop Frames
142,2020-03-14,28089.0,Wall & Tabletop Frames
143,2020-03-15,28089.0,Wall & Tabletop Frames
144,2020-03-16,26666.0,Wall & Tabletop Frames
145,2020-03-17,22660.0,Wall & Tabletop Frames
146,2020-03-18,22660.0,Wall & Tabletop Frames
147,2020-03-19,29475.0,Wall & Tabletop Frames
148,2020-03-20,29475.0,Wall & Tabletop Frames
149,2020-03-21,29475.0,Wall & Tabletop Frames
150,2020-03-22,29475.0,Wall & Tabletop Frames
151,2020-03-23,29475.0,Wall & Tabletop Frames
152,2020-03-24,22875.0,Wall & Tabletop Frames
153,2020-03-25,22875.0,Wall & Tabletop Frames
154,2020-03-26,15817.0,Wall & Tabletop Frames
155,2020-03-27,15817.0,Wall & Tabletop Frames
156,2020-03-28,15817.0,Wall & Tabletop Frames
157,2020-03-29,15817.0,Wall & Tabletop Frames
158,2020-03-30,29870.0,Wall & Tabletop Frames
159,2020-03-31,29870.0,Wall & Tabletop Frames
160,2020-04-01,14855.0,Wall & Tabletop Frames
161,2020-04-02,14855.0,Wall & Tabletop Frames
162,2020-04-03,14855.0,Wall & Tabletop Frames
163,2020-04-04,14855.0,Wall & Tabletop Frames
164,2020-04-05,14855.0,Wall & Tabletop Frames
165,2020-04-06,13927.0,Wall & Tabletop Frames
166,2020-04-07,13927.0,Wall & Tabletop Frames
167,2020-04-08,13927.0,Wall & Tabletop Frames
168,2020-04-09,13927.0,Wall & Tabletop Frames
169,2020-04-10,12779.0,Wall & Tabletop Frames
170,2020-04-11,9401.0,Wall & Tabletop Frames
171,2020-04-12,9401.0,Wall & Tabletop Frames
172,2020-04-13,11303.0,Wall & Tabletop Frames
173,2020-04-14,13994.0,Wall & Tabletop Frames
174,2020-04-15,13994.0,Wall & Tabletop Frames
175,2020-04-16,13994.0,Wall & Tabletop Frames
176,2020-04-17,13994.0,Wall & Tabletop Frames
177,2020-04-18,13994.0,Wall & Tabletop Frames
178,2020-04-19,13994.0,Wall & Tabletop Frames
179,2020-04-20,11719.0,Wall & Tabletop Frames
180,2020-04-21,11719.0,Wall & Tabletop Frames
181,2020-04-22,11719.0,Wall & Tabletop Frames
182,2020-04-23,11719.0,Wall & Tabletop Frames
183,2020-04-24,12161.0,Wall & Tabletop Frames
184,2020-04-25,12090.0,Wall & Tabletop Frames
185,2020-04-26,12090.0,Wall & Tabletop Frames
186,2020-04-27,12090.0,Wall & Tabletop Frames
187,2020-04-28,12821.0,Wall & Tabletop Frames
188,2020-04-29,10943.0,Wall & Tabletop Frames
189,2020-04-30,10943.0,Wall & Tabletop Frames
190,2020-05-01,10943.0,Wall & Tabletop Frames
191,2020-05-02,10943.0,Wall & Tabletop Frames
192,2020-05-03,10943.0,Wall & Tabletop Frames
193,2020-05-04,10943.0,Wall & Tabletop Frames
194,2020-05-05,12522.0,Wall & Tabletop Frames
195,2020-05-06,12522.0,Wall & Tabletop Frames
196,2020-05-07,12522.0,Wall & Tabletop Frames
197,2020-05-08,11113.0,Wall & Tabletop Frames
198,2020-05-09,11113.0,Wall & Tabletop Frames
199,2020-05-10,12586.0,Wall & Tabletop Frames
200,2020-05-11,12586.0,Wall & Tabletop Frames
201,2020-05-12,12586.0,Wall & Tabletop Frames
202,2020-05-13,12586.0,Wall & Tabletop Frames
203,2020-05-14,12657.0,Wall & Tabletop Frames
204,2020-05-15,12657.0,Wall & Tabletop Frames
205,2020-05-16,12657.0,Wall & Tabletop Frames
206,2020-05-17,12657.0,Wall & Tabletop Frames
207,2020-05-18,12984.0,Wall & Tabletop Frames
208,2020-05-19,12984.0,Wall & Tabletop Frames
209,2020-05-20,12065.0,Wall & Tabletop Frames
210,2020-05-21,12065.0,Wall & Tabletop Frames
211,2020-05-22,12065.0,Wall & Tabletop Frames
212,2020-05-23,9988.0,Wall & Tabletop Frames
213,2020-05-24,9988.0,Wall & Tabletop Frames
214,2020-05-25,9988.0,Wall & Tabletop Frames
215,2020-05-26,9988.0,Wall & Tabletop Frames
216,2020-05-27,13231.0,Wall & Tabletop Frames
217,2020-05-28,11624.0,Wall & Tabletop Frames
218,2020-05-29,11624.0,Wall & Tabletop Frames
219,2020-05-30,11624.0,Wall & Tabletop Frames
220,2020-05-31,11841.0,Wall & Tabletop Frames
221,2020-06-01,14222.0,Wall & Tabletop Frames
222,2020-06-02,14222.0,Wall & Tabletop Frames
223,2020-06-03,14222.0,Wall & Tabletop Frames
224,2020-06-04,14222.0,Wall & Tabletop Frames
225,2020-06-05,14613.0,Wall & Tabletop Frames
226,2020-06-06,14613.0,Wall & Tabletop Frames
227,2020-06-07,14613.0,Wall & Tabletop Frames
228,2020-06-08,20638.0,Wall & Tabletop Frames
229,2020-06-09,20125.0,Wall & Tabletop Frames
230,2020-06-10,21219.0,Wall & Tabletop Frames
231,2020-06-11,23841.0,Wall & Tabletop Frames
232,2020-06-12,22145.0,Wall & Tabletop Frames
233,2020-06-13,22145.0,Wall & Tabletop Frames
234,2020-06-14,22145.0,Wall & Tabletop Frames
235,2020-06-15,22145.0,Wall & Tabletop Frames
236,2020-06-16,22145.0,Wall & Tabletop Frames
237,2020-06-17,22145.0,Wall & Tabletop Frames
238,2020-06-18,22145.0,Wall & Tabletop Frames
239,2020-06-19,22145.0,Wall & Tabletop Frames
240,2020-06-20,22145.0,Wall & Tabletop Frames
241,2020-06-21,35157.0,Wall & Tabletop Frames
242,2020-06-22,35922.0,Wall & Tabletop Frames
243,2020-06-23,35922.0,Wall & Tabletop Frames
244,2020-06-24,35922.0,Wall & Tabletop Frames
245,2020-06-25,35922.0,Wall & Tabletop Frames
246,2020-06-26,35922.0,Wall & Tabletop Frames
247,2020-06-27,21307.0,Wall & Tabletop Frames
248,2020-06-28,27725.0,Wall & Tabletop Frames
249,2020-06-29,27725.0,Wall & Tabletop Frames
250,2020-06-30,21709.0,Wall & Tabletop Frames
251,2020-07-01,25350.0,Wall & Tabletop Frames
252,2020-07-02,28716.0,Wall & Tabletop Frames
253,2020-07-03,33929.0,Wall & Tabletop Frames
254,2020-07-04,33929.0,Wall & Tabletop Frames
255,2020-07-05,28002.0,Wall & Tabletop Frames
256,2020-07-06,28002.0,Wall & Tabletop Frames
257,2020-07-07,28002.0,Wall & Tabletop Frames
258,2020-07-08,28002.0,Wall & Tabletop Frames
259,2020-07-09,28002.0,Wall & Tabletop Frames
260,2020-07-10,28002.0,Wall & Tabletop Frames
261,2020-07-11,28863.0,Wall & Tabletop Frames
262,2020-07-12,28863.0,Wall & Tabletop Frames
263,2020-07-13,25779.0,Wall & Tabletop Frames
264,2020-07-14,28776.0,Wall & Tabletop Frames
265,2020-07-15,25513.0,Wall & Tabletop Frames
266,2020-07-16,25513.0,Wall & Tabletop Frames
267,2020-07-17,25513.0,Wall & Tabletop Frames
268,2020-07-18,25513.0,Wall & Tabletop Frames
269,2020-07-19,25513.0,Wall & Tabletop Frames
270,2020-07-20,19247.0,Wall & Tabletop Frames
271,2020-07-21,19247.0,Wall & Tabletop Frames
272,2020-07-22,19247.0,Wall & Tabletop Frames
273,2020-07-23,20784.0,Wall & Tabletop Frames
274,2020-07-24,20784.0,Wall & Tabletop Frames
275,2020-07-25,27974.0,Wall & Tabletop Frames
276,2020-07-26,27974.0,Wall & Tabletop Frames
277,2020-07-27,27974.0,Wall & Tabletop Frames
278,2020-07-28,20940.0,Wall & Tabletop Frames
279,2020-07-29,20940.0,Wall & Tabletop Frames
280,2020-07-30,17960.0,Wall & Tabletop Frames
281,2020-07-31,17960.0,Wall & Tabletop Frames
282,2020-08-01,17960.0,Wall & Tabletop Frames
283,2020-08-02,17960.0,Wall & Tabletop Frames
284,2020-08-03,22919.0,Wall & Tabletop Frames
285,2020-08-04,22919.0,Wall & Tabletop Frames
286,2020-08-05,22919.0,Wall & Tabletop Frames
287,2020-08-06,19150.0,Wall & Tabletop Frames
288,2020-08-07,19150.0,Wall & Tabletop Frames
289,2020-08-08,18313.0,Wall & Tabletop Frames
290,2020-08-09,18313.0,Wall & Tabletop Frames
291,2020-08-10,18313.0,Wall & Tabletop Frames
292,2020-08-11,13582.0,Wall & Tabletop Frames
293,2020-08-12,15026.0,Wall & Tabletop Frames
294,2020-08-13,15026.0,Wall & Tabletop Frames
295,2020-08-14,15026.0,Wall & Tabletop Frames
296,2020-08-15,15026.0,Wall & Tabletop Frames
297,2020-08-16,15551.0,Wall & Tabletop Frames
298,2020-08-17,15551.0,Wall & Tabletop Frames
299,2020-08-18,15551.0,Wall & Tabletop Frames
300,2020-08-19,15551.0,Wall & Tabletop Frames
301,2020-08-20,12983.0,Wall & Tabletop Frames
302,2020-08-21,12983.0,Wall & Tabletop Frames
303,2020-08-22,12983.0,Wall & Tabletop Frames
304,2020-08-23,12983.0,Wall & Tabletop Frames
305,2020-08-24,12983.0,Wall & Tabletop Frames
306,2020-08-25,17997.0,Wall & Tabletop Frames
307,2020-08-26,10723.0,Wall & Tabletop Frames
308,2020-08-27,10723.0,Wall & Tabletop Frames
309,2020-08-28,10723.0,Wall & Tabletop Frames
310,2020-08-29,10723.0,Wall & Tabletop Frames
311,2020-08-30,10723.0,Wall & Tabletop Frames
312,2020-08-31,10723.0,Wall & Tabletop Frames
313,2020-09-01,16869.0,Wall & Tabletop Frames
314,2020-09-02,16869.0,Wall & Tabletop Frames
315,2020-09-03,16869.0,Wall & Tabletop Frames
316,2020-09-04,14513.0,Wall & Tabletop Frames
317,2020-09-05,14513.0,Wall & Tabletop Frames
318,2020-09-06,14513.0,Wall & Tabletop Frames
319,2020-09-07,15750.0,Wall & Tabletop Frames
320,2020-09-08,15750.0,Wall & Tabletop Frames
321,2020-09-09,15750.0,Wall & Tabletop Frames
322,2020-09-10,15750.0,Wall & Tabletop Frames
323,2020-09-11,15750.0,Wall & Tabletop Frames
324,2020-09-12,15750.0,Wall & Tabletop Frames
325,2020-09-13,17977.0,Wall & Tabletop Frames
326,2020-09-14,17977.0,Wall & Tabletop Frames
327,2020-09-15,15763.0,Wall & Tabletop Frames
328,2020-09-16,15763.0,Wall & Tabletop Frames
329,2020-09-17,12908.0,Wall & Tabletop Frames
330,2020-09-18,12908.0,Wall & Tabletop Frames
331,2020-09-19,17301.0,Wall & Tabletop Frames
332,2020-09-20,19340.0,Wall & Tabletop Frames
333,2020-09-21,19340.0,Wall & Tabletop Frames
334,2020-09-22,19340.0,Wall & Tabletop Frames
335,2020-09-23,22236.0,Wall & Tabletop Frames
336,2020-09-24,22236.0,Wall & Tabletop Frames
337,2020-09-25,22236.0,Wall & Tabletop Frames
338,2020-09-26,17631.0,Wall & Tabletop Frames
339,2020-09-27,17631.0,Wall & Tabletop Frames
340,2020-09-28,17631.0,Wall & Tabletop Frames
341,2020-09-29,17545.0,Wall & Tabletop Frames
342,2020-09-30,17545.0,Wall & Tabletop Frames
343,2020-10-01,17545.0,Wall & Tabletop Frames
344,2020-10-02,17545.0,Wall & Tabletop Frames
345,2020-10-03,17545.0,Wall & Tabletop Frames
346,2020-10-04,11822.0,Wall & Tabletop Frames
347,2020-10-05,11822.0,Wall & Tabletop Frames
348,2020-10-06,11225.0,Wall & Tabletop Frames
349,2020-10-07,11225.0,Wall & Tabletop Frames
350,2020-10-08,12909.0,Wall & Tabletop Frames
351,2020-10-09,12909.0,Wall & Tabletop Frames
352,2020-10-10,12909.0,Wall & Tabletop Frames
353,2020-10-11,12909.0,Wall & Tabletop Frames
354,2020-10-12,10689.0,Wall & Tabletop Frames
355,2020-10-13,10689.0,Wall & Tabletop Frames
356,2020-10-14,6803.0,Wall & Tabletop Frames
357,2020-10-15,6803.0,Wall & Tabletop Frames
358,2020-10-16,6803.0,Wall & Tabletop Frames
359,2020-10-17,7576.0,Wall & Tabletop Frames
360,2020-10-18,7576.0,Wall & Tabletop Frames
361,2020-10-19,7576.0,Wall & Tabletop Frames
362,2020-10-20,8518.0,Wall & Tabletop Frames
363,2020-10-21,8774.0,Wall & Tabletop Frames
364,2020-10-22,10231.0,Wall & Tabletop Frames
365,2020-10-23,9317.0,Wall & Tabletop Frames
366,2020-10-24,9317.0,Wall & Tabletop Frames
367,2020-10-25,11422.0,Wall & Tabletop Frames
368,2020-10-26,11778.0,Wall & Tabletop Frames
369,2020-10-27,11778.0,Wall & Tabletop Frames
370,2020-10-28,11778.0,Wall & Tabletop Frames
371,2020-10-29,8136.0,Wall & Tabletop Frames
372,2020-10-30,8136.0,Wall & Tabletop Frames
373,2020-10-31,8136.0,Wall & Tabletop Frames
374,2020-11-01,8136.0,Wall & Tabletop Frames
375,2020-11-02,8136.0,Wall & Tabletop Frames
376,2020-11-03,8136.0,Wall & Tabletop Frames
377,2020-11-04,14167.0,Wall & Tabletop Frames
378,2020-11-05,13370.0,Wall & Tabletop Frames
379,2020-11-06,13370.0,Wall & Tabletop Frames
380,2020-11-07,13370.0,Wall & Tabletop Frames
381,2020-11-08,9769.0,Wall & Tabletop Frames
382,2020-11-09,9769.0,Wall & Tabletop Frames
383,2020-11-10,9769.0,Wall & Tabletop Frames
384,2020-11-11,12223.0,Wall & Tabletop Frames
385,2020-11-12,12223.0,Wall & Tabletop Frames
386,2020-11-13,12223.0,Wall & Tabletop Frames
387,2020-11-14,14945.0,Wall & Tabletop Frames
388,2020-11-15,14945.0,Wall & Tabletop Frames
389,2020-11-16,14945.0,Wall & Tabletop Frames
390,2020-11-17,14494.0,Wall & Tabletop Frames
391,2020-11-18,14494.0,Wall & Tabletop Frames
392,2020-11-19,14494.0,Wall & Tabletop Frames
393,2020-11-20,16966.0,Wall & Tabletop Frames
394,2020-11-21,16966.0,Wall & Tabletop Frames
395,2020-11-22,14785.0,Wall & Tabletop Frames
396,2020-11-23,14785.0,Wall & Tabletop Frames
397,2020-11-24,22323.0,Wall & Tabletop Frames
398,2020-11-25,22323.0,Wall & Tabletop Frames
399,2020-11-26,20303.0,Wall & Tabletop Frames
400,2020-11-27,20303.0,Wall & Tabletop Frames
401,2020-11-28,20303.0,Wall & Tabletop Frames
402,2020-11-29,20303.0,Wall & Tabletop Frames
403,2020-11-30,20303.0,Wall & Tabletop Frames
404,2020-12-01,14944.0,Wall & Tabletop Frames
405,2020-12-02,14944.0,Wall & Tabletop Frames
406,2020-12-03,14944.0,Wall & Tabletop Frames
407,2020-12-04,19054.0,Wall & Tabletop Frames
408,2020-12-05,19054.0,Wall & Tabletop Frames
409,2020-12-06,19054.0,Wall & Tabletop Frames
410,2020-12-07,19931.0,Wall & Tabletop Frames
411,2020-12-08,19931.0,Wall & Tabletop Frames
412,2020-12-09,19931.0,Wall & Tabletop Frames
413,2020-12-10,18594.0,Wall & Tabletop Frames
414,2020-12-11,13532.0,Wall & Tabletop Frames
415,2020-12-12,13532.0,Wall & Tabletop Frames
416,2020-12-13,11997.0,Wall & Tabletop Frames
417,2020-12-14,12890.0,Wall & Tabletop Frames
418,2020-12-15,10780.0,Wall & Tabletop Frames
419,2020-12-16,11171.0,Wall & Tabletop Frames
420,2020-12-17,11171.0,Wall & Tabletop Frames
421,2020-12-18,8472.0,Wall & Tabletop Frames
422,2020-12-19,8472.0,Wall & Tabletop Frames
423,2020-12-20,8472.0,Wall & Tabletop Frames
424,2020-12-21,8960.0,Wall & Tabletop Frames
425,2020-12-22,8960.0,Wall & Tabletop Frames
426,2020-12-23,8960.0,Wall & Tabletop Frames
427,2020-12-24,7595.0,Wall & Tabletop Frames
428,2020-12-25,8230.0,Wall & Tabletop Frames
429,2020-12-26,9147.0,Wall & Tabletop Frames
430,2020-12-27,9147.0,Wall & Tabletop Frames
431,2020-12-28,9736.0,Wall & Tabletop Frames
432,2020-12-29,9415.0,Wall & Tabletop Frames
433,2020-12-30,9415.0,Wall & Tabletop Frames
434,2020-12-31,9415.0,Wall & Tabletop Frames
435,2021-01-01,10526.0,Wall & Tabletop Frames
436,2021-01-02,10526.0,Wall & Tabletop Frames
437,2021-01-03,11849.0,Wall & Tabletop Frames
438,2021-01-04,11849.0,Wall & Tabletop Frames
439,2021-01-05,11849.0,Wall & Tabletop Frames
440,2021-01-06,8327.0,Wall & Tabletop Frames
441,2021-01-07,8327.0,Wall & Tabletop Frames
442,2021-01-08,8327.0,Wall & Tabletop Frames
443,2021-01-09,8327.0,Wall & Tabletop Frames
444,2021-01-10,9464.0,Wall & Tabletop Frames
445,2021-01-11,9464.0,Wall & Tabletop Frames
446,2021-01-12,9464.0,Wall & Tabletop Frames
447,2021-01-13,10302.0,Wall & Tabletop Frames
448,2021-01-14,8776.0,Wall & Tabletop Frames
449,2021-01-15,10646.0,Wall & Tabletop Frames
450,2021-01-16,10646.0,Wall & Tabletop Frames
451,2021-01-17,10646.0,Wall & Tabletop Frames
452,2021-01-18,8665.0,Wall & Tabletop Frames
453,2021-01-19,8665.0,Wall & Tabletop Frames
454,2021-01-20,8665.0,Wall & Tabletop Frames
455,2021-01-21,9748.0,Wall & Tabletop Frames
456,2021-01-22,9748.0,Wall & Tabletop Frames
457,2021-01-23,9748.0,Wall & Tabletop Frames
458,2021-01-24,9082.0,Wall & Tabletop Frames
459,2021-01-25,9082.0,Wall & Tabletop Frames
460,2021-01-26,9082.0,Wall & Tabletop Frames
461,2021-01-27,9014.0,Wall & Tabletop Frames
462,2021-01-28,9014.0,Wall & Tabletop Frames
463,2021-01-29,9014.0,Wall & Tabletop Frames
464,2021-01-30,8330.0,Wall & Tabletop Frames
465,2021-01-31,8330.0,Wall & Tabletop Frames
466,2021-02-01,13332.0,Wall & Tabletop Frames
467,2021-02-02,13332.0,Wall & Tabletop Frames
468,2021-02-03,11171.0,Wall & Tabletop Frames
469,2021-02-04,11171.0,Wall & Tabletop Frames
470,2021-02-05,11171.0,Wall & Tabletop Frames
471,2021-02-06,9551.0,Wall & Tabletop Frames
472,2021-02-07,9551.0,Wall & Tabletop Frames
473,2021-02-08,9551.0,Wall & Tabletop Frames
474,2021-02-09,13231.0,Wall & Tabletop Frames
475,2021-02-10,13231.0,Wall & Tabletop Frames
476,2021-02-11,13231.0,Wall & Tabletop Frames
477,2021-02-12,12383.0,Wall & Tabletop Frames
478,2021-02-13,12383.0,Wall & Tabletop Frames
479,2021-02-14,12383.0,Wall & Tabletop Frames
480,2021-02-15,12383.0,Wall & Tabletop Frames
481,2021-02-16,12409.0,Wall & Tabletop Frames
482,2021-02-17,12409.0,Wall & Tabletop Frames
483,2021-02-18,12261.0,Wall & Tabletop Frames
484,2021-02-19,11792.0,Wall & Tabletop Frames
485,2021-02-20,13120.0,Wall & Tabletop Frames
486,2021-02-21,13120.0,Wall & Tabletop Frames
487,2021-02-22,15256.0,Wall & Tabletop Frames
488,2021-02-23,15256.0,Wall & Tabletop Frames
489,2021-02-24,15946.0,Wall & Tabletop Frames
490,2021-02-25,18251.0,Wall & Tabletop Frames
491,2021-02-26,25024.0,Wall & Tabletop Frames
492,2021-02-27,25024.0,Wall & Tabletop Frames
493,2021-02-28,24781.0,Wall & Tabletop Frames
494,2021-03-01,21230.0,Wall & Tabletop Frames
495,2021-03-02,23200.0,Wall & Tabletop Frames
496,2021-03-03,23200.0,Wall & Tabletop Frames
497,2021-03-04,23200.0,Wall & Tabletop Frames
498,2021-03-05,27221.0,Wall & Tabletop Frames
499,2021-03-06,27221.0,Wall & Tabletop Frames
500,2021-03-07,24700.0,Wall & Tabletop Frames
501,2021-03-08,28397.0,Wall & Tabletop Frames
502,2021-03-09,28397.0,Wall & Tabletop Frames
503,2021-03-10,28397.0,Wall & Tabletop Frames
504,2021-03-11,28397.0,Wall & Tabletop Frames
505,2021-03-12,23031.0,Wall & Tabletop Frames
506,2021-03-13,23031.0,Wall & Tabletop Frames
507,2021-03-14,23031.0,Wall & Tabletop Frames
508,2021-03-15,25668.0,Wall & Tabletop Frames
509,2021-03-16,30462.0,Wall & Tabletop Frames
510,2021-03-17,30462.0,Wall & Tabletop Frames
511,2021-03-18,30522.0,Wall & Tabletop Frames
512,2021-03-19,30522.0,Wall & Tabletop Frames
513,2021-03-20,30522.0,Wall & Tabletop Frames
514,2021-03-21,30522.0,Wall & Tabletop Frames
515,2021-03-22,30522.0,Wall & Tabletop Frames
516,2021-03-23,30522.0,Wall & Tabletop Frames
