,date,value,name_B07XKW5JPC
265,2020-06-01,4380.0,Wall & Tabletop Frames
266,2020-06-02,5263.0,Wall & Tabletop Frames
267,2020-06-03,6580.0,Wall & Tabletop Frames
268,2020-06-04,6580.0,Wall & Tabletop Frames
269,2020-06-05,5801.0,Wall & Tabletop Frames
270,2020-06-06,5971.0,Wall & Tabletop Frames
271,2020-06-07,6036.0,Wall & Tabletop Frames
272,2020-06-08,6314.0,Wall & Tabletop Frames
273,2020-06-09,6314.0,Wall & Tabletop Frames
274,2020-06-10,6314.0,Wall & Tabletop Frames
275,2020-06-11,7365.0,Wall & Tabletop Frames
276,2020-06-12,7365.0,Wall & Tabletop Frames
277,2020-06-13,7365.0,Wall & Tabletop Frames
278,2020-06-14,7365.0,Wall & Tabletop Frames
279,2020-06-15,11339.0,Wall & Tabletop Frames
280,2020-06-16,11339.0,Wall & Tabletop Frames
281,2020-06-17,11339.0,Wall & Tabletop Frames
282,2020-06-18,5900.0,Wall & Tabletop Frames
283,2020-06-19,5900.0,Wall & Tabletop Frames
284,2020-06-20,3992.0,Wall & Tabletop Frames
285,2020-06-21,3992.0,Wall & Tabletop Frames
286,2020-06-22,3992.0,Wall & Tabletop Frames
287,2020-06-23,3870.0,Wall & Tabletop Frames
288,2020-06-24,3870.0,Wall & Tabletop Frames
289,2020-06-25,3870.0,Wall & Tabletop Frames
290,2020-06-26,4939.0,Wall & Tabletop Frames
291,2020-06-27,4939.0,Wall & Tabletop Frames
292,2020-06-28,9777.0,Wall & Tabletop Frames
293,2020-06-29,9777.0,Wall & Tabletop Frames
294,2020-06-30,11403.0,Wall & Tabletop Frames
295,2020-07-01,11403.0,Wall & Tabletop Frames
296,2020-07-02,11403.0,Wall & Tabletop Frames
297,2020-07-03,11403.0,Wall & Tabletop Frames
298,2020-07-04,11403.0,Wall & Tabletop Frames
299,2020-07-05,13002.0,Wall & Tabletop Frames
300,2020-07-06,13002.0,Wall & Tabletop Frames
301,2020-07-07,13002.0,Wall & Tabletop Frames
302,2020-07-08,10245.0,Wall & Tabletop Frames
303,2020-07-09,10245.0,Wall & Tabletop Frames
304,2020-07-10,10245.0,Wall & Tabletop Frames
305,2020-07-11,12342.0,Wall & Tabletop Frames
306,2020-07-12,12342.0,Wall & Tabletop Frames
307,2020-07-13,12342.0,Wall & Tabletop Frames
308,2020-07-14,12342.0,Wall & Tabletop Frames
309,2020-07-15,19501.0,Wall & Tabletop Frames
310,2020-07-16,19501.0,Wall & Tabletop Frames
311,2020-07-17,19501.0,Wall & Tabletop Frames
312,2020-07-18,19501.0,Wall & Tabletop Frames
313,2020-07-19,7946.0,Wall & Tabletop Frames
314,2020-07-20,7946.0,Wall & Tabletop Frames
315,2020-07-21,7946.0,Wall & Tabletop Frames
316,2020-07-22,5215.0,Wall & Tabletop Frames
317,2020-07-23,5215.0,Wall & Tabletop Frames
318,2020-07-24,5215.0,Wall & Tabletop Frames
319,2020-07-25,4936.0,Wall & Tabletop Frames
320,2020-07-26,4936.0,Wall & Tabletop Frames
321,2020-07-27,3661.0,Wall & Tabletop Frames
322,2020-07-28,3661.0,Wall & Tabletop Frames
323,2020-07-29,3661.0,Wall & Tabletop Frames
324,2020-07-30,6933.0,Wall & Tabletop Frames
325,2020-07-31,6933.0,Wall & Tabletop Frames
326,2020-08-01,6501.0,Wall & Tabletop Frames
327,2020-08-02,6501.0,Wall & Tabletop Frames
328,2020-08-03,6501.0,Wall & Tabletop Frames
329,2020-08-04,9562.0,Wall & Tabletop Frames
330,2020-08-05,9562.0,Wall & Tabletop Frames
331,2020-08-06,9562.0,Wall & Tabletop Frames
332,2020-08-07,9562.0,Wall & Tabletop Frames
333,2020-08-08,9562.0,Wall & Tabletop Frames
334,2020-08-09,9562.0,Wall & Tabletop Frames
335,2020-08-10,9562.0,Wall & Tabletop Frames
336,2020-08-11,9562.0,Wall & Tabletop Frames
337,2020-08-12,44851.0,Wall & Tabletop Frames
338,2020-08-13,44851.0,Wall & Tabletop Frames
339,2020-08-14,44851.0,Wall & Tabletop Frames
340,2020-08-15,44851.0,Wall & Tabletop Frames
341,2020-08-16,44851.0,Wall & Tabletop Frames
342,2020-08-17,44851.0,Wall & Tabletop Frames
343,2020-08-18,36342.0,Wall & Tabletop Frames
344,2020-08-19,41195.0,Wall & Tabletop Frames
345,2020-08-20,41195.0,Wall & Tabletop Frames
346,2020-08-21,41195.0,Wall & Tabletop Frames
347,2020-08-22,41195.0,Wall & Tabletop Frames
348,2020-08-23,41195.0,Wall & Tabletop Frames
349,2020-08-24,41195.0,Wall & Tabletop Frames
350,2020-08-25,28428.0,Wall & Tabletop Frames
351,2020-08-26,28428.0,Wall & Tabletop Frames
352,2020-08-27,28428.0,Wall & Tabletop Frames
353,2020-08-28,28428.0,Wall & Tabletop Frames
354,2020-08-29,28428.0,Wall & Tabletop Frames
355,2020-08-30,28428.0,Wall & Tabletop Frames
356,2020-08-31,28428.0,Wall & Tabletop Frames
357,2020-09-01,29308.0,Wall & Tabletop Frames
358,2020-09-02,29308.0,Wall & Tabletop Frames
359,2020-09-03,29308.0,Wall & Tabletop Frames
360,2020-09-04,29308.0,Wall & Tabletop Frames
361,2020-09-05,29308.0,Wall & Tabletop Frames
362,2020-09-06,29308.0,Wall & Tabletop Frames
363,2020-09-07,23962.0,Wall & Tabletop Frames
364,2020-09-08,23962.0,Wall & Tabletop Frames
365,2020-09-09,23962.0,Wall & Tabletop Frames
366,2020-09-10,23962.0,Wall & Tabletop Frames
367,2020-09-11,23962.0,Wall & Tabletop Frames
368,2020-09-12,23962.0,Wall & Tabletop Frames
369,2020-09-13,13998.0,Wall & Tabletop Frames
370,2020-09-14,13998.0,Wall & Tabletop Frames
371,2020-09-15,13998.0,Wall & Tabletop Frames
372,2020-09-16,13998.0,Wall & Tabletop Frames
373,2020-09-17,13998.0,Wall & Tabletop Frames
374,2020-09-18,13998.0,Wall & Tabletop Frames
375,2020-09-19,13998.0,Wall & Tabletop Frames
376,2020-09-20,14828.0,Wall & Tabletop Frames
377,2020-09-21,14828.0,Wall & Tabletop Frames
378,2020-09-22,14828.0,Wall & Tabletop Frames
379,2020-09-23,12148.0,Wall & Tabletop Frames
380,2020-09-24,12148.0,Wall & Tabletop Frames
381,2020-09-25,12148.0,Wall & Tabletop Frames
382,2020-09-26,10799.0,Wall & Tabletop Frames
383,2020-09-27,9633.0,Wall & Tabletop Frames
384,2020-09-28,11008.0,Wall & Tabletop Frames
385,2020-09-29,10147.0,Wall & Tabletop Frames
386,2020-09-30,10147.0,Wall & Tabletop Frames
387,2020-10-01,10917.0,Wall & Tabletop Frames
388,2020-10-02,8779.0,Wall & Tabletop Frames
389,2020-10-03,8779.0,Wall & Tabletop Frames
390,2020-10-04,8779.0,Wall & Tabletop Frames
391,2020-10-05,8212.0,Wall & Tabletop Frames
392,2020-10-06,8212.0,Wall & Tabletop Frames
393,2020-10-07,8642.0,Wall & Tabletop Frames
394,2020-10-08,8642.0,Wall & Tabletop Frames
395,2020-10-09,8642.0,Wall & Tabletop Frames
396,2020-10-10,9068.0,Wall & Tabletop Frames
397,2020-10-11,9068.0,Wall & Tabletop Frames
398,2020-10-12,9068.0,Wall & Tabletop Frames
399,2020-10-13,8243.0,Wall & Tabletop Frames
400,2020-10-14,8243.0,Wall & Tabletop Frames
401,2020-10-15,16022.0,Wall & Tabletop Frames
402,2020-10-16,13709.0,Wall & Tabletop Frames
403,2020-10-17,13709.0,Wall & Tabletop Frames
404,2020-10-18,13709.0,Wall & Tabletop Frames
405,2020-10-19,13709.0,Wall & Tabletop Frames
406,2020-10-20,9556.0,Wall & Tabletop Frames
407,2020-10-21,9556.0,Wall & Tabletop Frames
408,2020-10-22,10570.0,Wall & Tabletop Frames
409,2020-10-23,10570.0,Wall & Tabletop Frames
410,2020-10-24,10570.0,Wall & Tabletop Frames
411,2020-10-25,10433.0,Wall & Tabletop Frames
412,2020-10-26,10743.0,Wall & Tabletop Frames
413,2020-10-27,10743.0,Wall & Tabletop Frames
414,2020-10-28,10743.0,Wall & Tabletop Frames
415,2020-10-29,9314.0,Wall & Tabletop Frames
416,2020-10-30,9314.0,Wall & Tabletop Frames
417,2020-10-31,9314.0,Wall & Tabletop Frames
418,2020-11-01,10407.0,Wall & Tabletop Frames
419,2020-11-02,10407.0,Wall & Tabletop Frames
420,2020-11-03,10407.0,Wall & Tabletop Frames
421,2020-11-04,9910.0,Wall & Tabletop Frames
422,2020-11-05,9910.0,Wall & Tabletop Frames
423,2020-11-06,9910.0,Wall & Tabletop Frames
424,2020-11-07,10760.0,Wall & Tabletop Frames
425,2020-11-08,10760.0,Wall & Tabletop Frames
426,2020-11-09,10760.0,Wall & Tabletop Frames
427,2020-11-10,10760.0,Wall & Tabletop Frames
428,2020-11-11,7793.0,Wall & Tabletop Frames
429,2020-11-12,7793.0,Wall & Tabletop Frames
430,2020-11-13,7793.0,Wall & Tabletop Frames
431,2020-11-14,7855.0,Wall & Tabletop Frames
432,2020-11-15,7855.0,Wall & Tabletop Frames
433,2020-11-16,7411.0,Wall & Tabletop Frames
434,2020-11-17,7411.0,Wall & Tabletop Frames
435,2020-11-18,7411.0,Wall & Tabletop Frames
436,2020-11-19,8205.0,Wall & Tabletop Frames
437,2020-11-20,8205.0,Wall & Tabletop Frames
438,2020-11-21,8205.0,Wall & Tabletop Frames
439,2020-11-22,8792.0,Wall & Tabletop Frames
440,2020-11-23,8792.0,Wall & Tabletop Frames
441,2020-11-24,8792.0,Wall & Tabletop Frames
442,2020-11-25,8001.0,Wall & Tabletop Frames
443,2020-11-26,8001.0,Wall & Tabletop Frames
444,2020-11-27,11493.0,Wall & Tabletop Frames
445,2020-11-28,11493.0,Wall & Tabletop Frames
446,2020-11-29,11493.0,Wall & Tabletop Frames
447,2020-11-30,10077.0,Wall & Tabletop Frames
448,2020-12-01,10007.0,Wall & Tabletop Frames
449,2020-12-02,10007.0,Wall & Tabletop Frames
450,2020-12-03,9601.0,Wall & Tabletop Frames
451,2020-12-04,9601.0,Wall & Tabletop Frames
452,2020-12-05,9601.0,Wall & Tabletop Frames
453,2020-12-06,6896.0,Wall & Tabletop Frames
454,2020-12-07,6896.0,Wall & Tabletop Frames
455,2020-12-08,5828.0,Wall & Tabletop Frames
456,2020-12-09,5059.0,Wall & Tabletop Frames
457,2020-12-10,5059.0,Wall & Tabletop Frames
458,2020-12-11,6340.0,Wall & Tabletop Frames
459,2020-12-12,6045.0,Wall & Tabletop Frames
460,2020-12-13,6045.0,Wall & Tabletop Frames
461,2020-12-14,4259.0,Wall & Tabletop Frames
462,2020-12-15,4259.0,Wall & Tabletop Frames
463,2020-12-16,3212.0,Wall & Tabletop Frames
464,2020-12-17,3212.0,Wall & Tabletop Frames
465,2020-12-18,3556.0,Wall & Tabletop Frames
466,2020-12-19,3556.0,Wall & Tabletop Frames
467,2020-12-20,4193.0,Wall & Tabletop Frames
468,2020-12-21,4193.0,Wall & Tabletop Frames
469,2020-12-22,4193.0,Wall & Tabletop Frames
470,2020-12-23,5038.0,Wall & Tabletop Frames
471,2020-12-24,5038.0,Wall & Tabletop Frames
472,2020-12-25,5038.0,Wall & Tabletop Frames
473,2020-12-26,7725.0,Wall & Tabletop Frames
474,2020-12-27,7725.0,Wall & Tabletop Frames
475,2020-12-28,7725.0,Wall & Tabletop Frames
476,2020-12-29,5807.0,Wall & Tabletop Frames
477,2020-12-30,5807.0,Wall & Tabletop Frames
478,2020-12-31,5807.0,Wall & Tabletop Frames
479,2021-01-01,5875.0,Wall & Tabletop Frames
480,2021-01-02,5875.0,Wall & Tabletop Frames
481,2021-01-03,7288.0,Wall & Tabletop Frames
482,2021-01-04,7288.0,Wall & Tabletop Frames
483,2021-01-05,7288.0,Wall & Tabletop Frames
484,2021-01-06,10234.0,Wall & Tabletop Frames
485,2021-01-07,10234.0,Wall & Tabletop Frames
486,2021-01-08,12488.0,Wall & Tabletop Frames
487,2021-01-09,12488.0,Wall & Tabletop Frames
488,2021-01-10,12488.0,Wall & Tabletop Frames
489,2021-01-11,10722.0,Wall & Tabletop Frames
490,2021-01-12,10722.0,Wall & Tabletop Frames
491,2021-01-13,10722.0,Wall & Tabletop Frames
492,2021-01-14,6544.0,Wall & Tabletop Frames
493,2021-01-15,6544.0,Wall & Tabletop Frames
494,2021-01-16,6544.0,Wall & Tabletop Frames
495,2021-01-17,6544.0,Wall & Tabletop Frames
496,2021-01-18,6697.0,Wall & Tabletop Frames
497,2021-01-19,6697.0,Wall & Tabletop Frames
498,2021-01-20,6697.0,Wall & Tabletop Frames
499,2021-01-21,5918.0,Wall & Tabletop Frames
500,2021-01-22,5918.0,Wall & Tabletop Frames
501,2021-01-23,5918.0,Wall & Tabletop Frames
502,2021-01-24,4423.0,Wall & Tabletop Frames
503,2021-01-25,4423.0,Wall & Tabletop Frames
504,2021-01-26,4423.0,Wall & Tabletop Frames
505,2021-01-27,5297.0,Wall & Tabletop Frames
506,2021-01-28,5996.0,Wall & Tabletop Frames
507,2021-01-29,5996.0,Wall & Tabletop Frames
508,2021-01-30,5996.0,Wall & Tabletop Frames
509,2021-01-31,5652.0,Wall & Tabletop Frames
510,2021-02-01,5238.0,Wall & Tabletop Frames
511,2021-02-02,5238.0,Wall & Tabletop Frames
512,2021-02-03,4924.0,Wall & Tabletop Frames
513,2021-02-04,5404.0,Wall & Tabletop Frames
514,2021-02-05,5404.0,Wall & Tabletop Frames
515,2021-02-06,6257.0,Wall & Tabletop Frames
516,2021-02-07,6257.0,Wall & Tabletop Frames
