,date,value,name_B07XKW5JPC
0,2019-09-10,54072.0,Wall & Tabletop Frames
1,2019-09-11,57802.0,Wall & Tabletop Frames
2,2019-09-12,39138.0,Wall & Tabletop Frames
3,2019-09-13,51903.0,Wall & Tabletop Frames
4,2019-09-14,46205.0,Wall & Tabletop Frames
5,2019-09-15,46953.0,Wall & Tabletop Frames
6,2019-09-16,46391.0,Wall & Tabletop Frames
7,2019-09-17,31360.0,Wall & Tabletop Frames
8,2019-09-18,39944.0,Wall & Tabletop Frames
9,2019-09-19,43633.0,Wall & Tabletop Frames
10,2019-09-20,45178.0,Wall & Tabletop Frames
11,2019-09-21,52386.0,Wall & Tabletop Frames
12,2019-09-22,64582.0,Wall & Tabletop Frames
13,2019-09-23,65380.0,Wall & Tabletop Frames
14,2019-09-24,60097.0,Wall & Tabletop Frames
15,2019-09-25,34578.0,Wall & Tabletop Frames
16,2019-09-26,34918.0,Wall & Tabletop Frames
17,2019-09-27,34613.0,Wall & Tabletop Frames
18,2019-09-28,33090.0,Wall & Tabletop Frames
19,2019-09-29,31627.0,Wall & Tabletop Frames
20,2019-09-30,23508.0,Wall & Tabletop Frames
21,2019-10-01,20948.0,Wall & Tabletop Frames
22,2019-10-02,23551.0,Wall & Tabletop Frames
23,2019-10-03,24398.0,Wall & Tabletop Frames
24,2019-10-04,22300.0,Wall & Tabletop Frames
25,2019-10-05,23934.0,Wall & Tabletop Frames
26,2019-10-06,20505.0,Wall & Tabletop Frames
27,2019-10-07,18466.0,Wall & Tabletop Frames
28,2019-10-08,19655.0,Wall & Tabletop Frames
29,2019-10-09,22283.0,Wall & Tabletop Frames
30,2019-10-10,29169.0,Wall & Tabletop Frames
31,2019-10-11,45021.0,Wall & Tabletop Frames
32,2019-10-12,45021.0,Wall & Tabletop Frames
33,2019-10-13,105497.0,Wall & Tabletop Frames
34,2019-10-14,105497.0,Wall & Tabletop Frames
35,2019-10-15,154143.0,Wall & Tabletop Frames
36,2019-10-16,163286.0,Wall & Tabletop Frames
37,2019-10-17,163286.0,Wall & Tabletop Frames
38,2019-10-18,138264.0,Wall & Tabletop Frames
39,2019-10-19,138264.0,Wall & Tabletop Frames
40,2019-10-20,40973.0,Wall & Tabletop Frames
41,2019-10-21,46662.0,Wall & Tabletop Frames
42,2019-10-22,25067.0,Wall & Tabletop Frames
43,2019-10-23,24538.0,Wall & Tabletop Frames
44,2019-10-24,20679.0,Wall & Tabletop Frames
45,2019-10-25,27587.0,Wall & Tabletop Frames
46,2019-10-26,25000.0,Wall & Tabletop Frames
47,2019-10-27,21713.0,Wall & Tabletop Frames
48,2019-10-28,14015.0,Wall & Tabletop Frames
49,2019-10-29,21527.0,Wall & Tabletop Frames
50,2019-10-30,17641.0,Wall & Tabletop Frames
51,2019-10-31,19916.0,Wall & Tabletop Frames
52,2019-11-01,11527.0,Wall & Tabletop Frames
53,2019-11-02,14903.0,Wall & Tabletop Frames
54,2019-11-03,22622.0,Wall & Tabletop Frames
55,2019-11-04,14627.0,Wall & Tabletop Frames
56,2019-11-05,16794.0,Wall & Tabletop Frames
57,2019-11-06,15628.0,Wall & Tabletop Frames
58,2019-11-07,15628.0,Wall & Tabletop Frames
59,2019-11-08,15628.0,Wall & Tabletop Frames
60,2019-11-09,15628.0,Wall & Tabletop Frames
61,2019-11-10,15628.0,Wall & Tabletop Frames
62,2019-11-11,15628.0,Wall & Tabletop Frames
63,2019-11-12,15628.0,Wall & Tabletop Frames
64,2019-11-13,15628.0,Wall & Tabletop Frames
65,2019-11-14,15628.0,Wall & Tabletop Frames
66,2019-11-15,15628.0,Wall & Tabletop Frames
67,2019-11-16,15628.0,Wall & Tabletop Frames
68,2019-11-17,15628.0,Wall & Tabletop Frames
69,2019-11-18,16299.0,Wall & Tabletop Frames
70,2019-11-19,16299.0,Wall & Tabletop Frames
71,2019-11-20,16299.0,Wall & Tabletop Frames
72,2019-11-21,13175.0,Wall & Tabletop Frames
73,2019-11-22,13175.0,Wall & Tabletop Frames
74,2019-11-23,13175.0,Wall & Tabletop Frames
75,2019-11-24,13175.0,Wall & Tabletop Frames
76,2019-11-25,17626.0,Wall & Tabletop Frames
77,2019-11-26,18242.0,Wall & Tabletop Frames
78,2019-11-27,18242.0,Wall & Tabletop Frames
79,2019-11-28,18242.0,Wall & Tabletop Frames
80,2019-11-29,20841.0,Wall & Tabletop Frames
81,2019-11-30,20841.0,Wall & Tabletop Frames
82,2019-12-01,20841.0,Wall & Tabletop Frames
83,2019-12-02,20841.0,Wall & Tabletop Frames
84,2019-12-03,20841.0,Wall & Tabletop Frames
85,2019-12-04,20841.0,Wall & Tabletop Frames
86,2019-12-05,20841.0,Wall & Tabletop Frames
87,2019-12-06,20841.0,Wall & Tabletop Frames
88,2019-12-07,14328.0,Wall & Tabletop Frames
89,2019-12-08,14328.0,Wall & Tabletop Frames
90,2019-12-09,14328.0,Wall & Tabletop Frames
91,2019-12-10,14328.0,Wall & Tabletop Frames
92,2019-12-11,14328.0,Wall & Tabletop Frames
93,2019-12-12,14328.0,Wall & Tabletop Frames
94,2019-12-13,14328.0,Wall & Tabletop Frames
95,2019-12-14,14328.0,Wall & Tabletop Frames
96,2019-12-15,13074.0,Wall & Tabletop Frames
97,2019-12-16,13074.0,Wall & Tabletop Frames
98,2019-12-17,13074.0,Wall & Tabletop Frames
99,2019-12-18,13074.0,Wall & Tabletop Frames
100,2019-12-19,13074.0,Wall & Tabletop Frames
101,2019-12-20,7362.0,Wall & Tabletop Frames
102,2019-12-21,7362.0,Wall & Tabletop Frames
103,2019-12-22,7362.0,Wall & Tabletop Frames
104,2019-12-23,7362.0,Wall & Tabletop Frames
105,2019-12-24,6858.0,Wall & Tabletop Frames
106,2019-12-25,6944.0,Wall & Tabletop Frames
107,2019-12-26,6682.0,Wall & Tabletop Frames
108,2019-12-27,6682.0,Wall & Tabletop Frames
109,2019-12-28,6682.0,Wall & Tabletop Frames
110,2019-12-29,6682.0,Wall & Tabletop Frames
111,2019-12-30,6682.0,Wall & Tabletop Frames
112,2019-12-31,6511.0,Wall & Tabletop Frames
113,2020-01-01,6511.0,Wall & Tabletop Frames
114,2020-01-02,6511.0,Wall & Tabletop Frames
115,2020-01-03,6511.0,Wall & Tabletop Frames
116,2020-01-04,6511.0,Wall & Tabletop Frames
117,2020-01-05,6511.0,Wall & Tabletop Frames
118,2020-01-06,6336.0,Wall & Tabletop Frames
119,2020-01-07,6336.0,Wall & Tabletop Frames
120,2020-01-08,6336.0,Wall & Tabletop Frames
121,2020-01-09,8065.0,Wall & Tabletop Frames
122,2020-01-10,8065.0,Wall & Tabletop Frames
123,2020-01-11,8065.0,Wall & Tabletop Frames
124,2020-01-12,8805.0,Wall & Tabletop Frames
125,2020-01-13,8805.0,Wall & Tabletop Frames
126,2020-01-14,8805.0,Wall & Tabletop Frames
127,2020-01-15,8805.0,Wall & Tabletop Frames
128,2020-01-16,8567.0,Wall & Tabletop Frames
129,2020-01-17,8567.0,Wall & Tabletop Frames
130,2020-01-18,8567.0,Wall & Tabletop Frames
131,2020-01-19,8567.0,Wall & Tabletop Frames
132,2020-01-20,8567.0,Wall & Tabletop Frames
133,2020-01-21,8567.0,Wall & Tabletop Frames
134,2020-01-22,8567.0,Wall & Tabletop Frames
135,2020-01-23,8567.0,Wall & Tabletop Frames
136,2020-01-24,8567.0,Wall & Tabletop Frames
137,2020-01-25,5644.0,Wall & Tabletop Frames
138,2020-01-26,5644.0,Wall & Tabletop Frames
139,2020-01-27,5644.0,Wall & Tabletop Frames
140,2020-01-28,5644.0,Wall & Tabletop Frames
141,2020-01-29,4866.0,Wall & Tabletop Frames
142,2020-01-30,4866.0,Wall & Tabletop Frames
143,2020-01-31,4866.0,Wall & Tabletop Frames
144,2020-02-01,4866.0,Wall & Tabletop Frames
145,2020-02-02,5412.0,Wall & Tabletop Frames
146,2020-02-03,5412.0,Wall & Tabletop Frames
147,2020-02-04,5412.0,Wall & Tabletop Frames
148,2020-02-05,5412.0,Wall & Tabletop Frames
149,2020-02-06,5412.0,Wall & Tabletop Frames
150,2020-02-07,8593.0,Wall & Tabletop Frames
151,2020-02-08,8593.0,Wall & Tabletop Frames
152,2020-02-09,8593.0,Wall & Tabletop Frames
153,2020-02-10,8593.0,Wall & Tabletop Frames
154,2020-02-11,8593.0,Wall & Tabletop Frames
155,2020-02-12,8593.0,Wall & Tabletop Frames
156,2020-02-13,8593.0,Wall & Tabletop Frames
157,2020-02-14,8593.0,Wall & Tabletop Frames
158,2020-02-15,8593.0,Wall & Tabletop Frames
159,2020-02-16,8593.0,Wall & Tabletop Frames
160,2020-02-17,8593.0,Wall & Tabletop Frames
161,2020-02-18,20093.0,Wall & Tabletop Frames
162,2020-02-19,20093.0,Wall & Tabletop Frames
163,2020-02-20,20093.0,Wall & Tabletop Frames
164,2020-02-21,20093.0,Wall & Tabletop Frames
165,2020-02-22,20093.0,Wall & Tabletop Frames
166,2020-02-23,20093.0,Wall & Tabletop Frames
167,2020-02-24,20093.0,Wall & Tabletop Frames
168,2020-02-25,20093.0,Wall & Tabletop Frames
169,2020-02-26,20093.0,Wall & Tabletop Frames
170,2020-02-27,11516.0,Wall & Tabletop Frames
171,2020-02-28,11516.0,Wall & Tabletop Frames
172,2020-02-29,13925.0,Wall & Tabletop Frames
173,2020-03-01,13925.0,Wall & Tabletop Frames
174,2020-03-02,13925.0,Wall & Tabletop Frames
175,2020-03-03,13925.0,Wall & Tabletop Frames
176,2020-03-04,13925.0,Wall & Tabletop Frames
177,2020-03-05,13925.0,Wall & Tabletop Frames
178,2020-03-06,6169.0,Wall & Tabletop Frames
179,2020-03-07,6169.0,Wall & Tabletop Frames
180,2020-03-08,6169.0,Wall & Tabletop Frames
181,2020-03-09,6169.0,Wall & Tabletop Frames
182,2020-03-10,8845.0,Wall & Tabletop Frames
183,2020-03-11,8845.0,Wall & Tabletop Frames
184,2020-03-12,8845.0,Wall & Tabletop Frames
185,2020-03-13,8845.0,Wall & Tabletop Frames
186,2020-03-14,8845.0,Wall & Tabletop Frames
187,2020-03-15,8845.0,Wall & Tabletop Frames
188,2020-03-16,13679.0,Wall & Tabletop Frames
189,2020-03-17,13679.0,Wall & Tabletop Frames
190,2020-03-18,13679.0,Wall & Tabletop Frames
191,2020-03-19,27533.0,Wall & Tabletop Frames
192,2020-03-20,27533.0,Wall & Tabletop Frames
193,2020-03-21,27533.0,Wall & Tabletop Frames
194,2020-03-22,27533.0,Wall & Tabletop Frames
195,2020-03-23,27533.0,Wall & Tabletop Frames
196,2020-03-24,10566.0,Wall & Tabletop Frames
197,2020-03-25,10566.0,Wall & Tabletop Frames
198,2020-03-26,10566.0,Wall & Tabletop Frames
199,2020-03-27,10566.0,Wall & Tabletop Frames
200,2020-03-28,10566.0,Wall & Tabletop Frames
201,2020-03-29,10566.0,Wall & Tabletop Frames
202,2020-03-30,26590.0,Wall & Tabletop Frames
203,2020-03-31,26590.0,Wall & Tabletop Frames
204,2020-04-01,22681.0,Wall & Tabletop Frames
205,2020-04-02,22681.0,Wall & Tabletop Frames
206,2020-04-03,22681.0,Wall & Tabletop Frames
207,2020-04-04,22681.0,Wall & Tabletop Frames
208,2020-04-05,22681.0,Wall & Tabletop Frames
209,2020-04-06,33310.0,Wall & Tabletop Frames
210,2020-04-07,33310.0,Wall & Tabletop Frames
211,2020-04-08,33310.0,Wall & Tabletop Frames
212,2020-04-09,33310.0,Wall & Tabletop Frames
213,2020-04-10,33310.0,Wall & Tabletop Frames
214,2020-04-11,33310.0,Wall & Tabletop Frames
215,2020-04-12,33310.0,Wall & Tabletop Frames
216,2020-04-13,33310.0,Wall & Tabletop Frames
217,2020-04-14,33310.0,Wall & Tabletop Frames
218,2020-04-15,33310.0,Wall & Tabletop Frames
219,2020-04-16,33310.0,Wall & Tabletop Frames
220,2020-04-17,33310.0,Wall & Tabletop Frames
221,2020-04-18,33310.0,Wall & Tabletop Frames
222,2020-04-19,33310.0,Wall & Tabletop Frames
223,2020-04-20,33310.0,Wall & Tabletop Frames
224,2020-04-21,16070.0,Wall & Tabletop Frames
225,2020-04-22,16070.0,Wall & Tabletop Frames
226,2020-04-23,16070.0,Wall & Tabletop Frames
227,2020-04-24,8528.0,Wall & Tabletop Frames
228,2020-04-25,8528.0,Wall & Tabletop Frames
229,2020-04-26,8528.0,Wall & Tabletop Frames
230,2020-04-27,7345.0,Wall & Tabletop Frames
231,2020-04-28,7345.0,Wall & Tabletop Frames
232,2020-04-29,7345.0,Wall & Tabletop Frames
233,2020-04-30,7290.0,Wall & Tabletop Frames
234,2020-05-01,7290.0,Wall & Tabletop Frames
235,2020-05-02,7290.0,Wall & Tabletop Frames
236,2020-05-03,7290.0,Wall & Tabletop Frames
237,2020-05-04,7290.0,Wall & Tabletop Frames
238,2020-05-05,16749.0,Wall & Tabletop Frames
239,2020-05-06,16749.0,Wall & Tabletop Frames
240,2020-05-07,16749.0,Wall & Tabletop Frames
241,2020-05-08,16749.0,Wall & Tabletop Frames
242,2020-05-09,16749.0,Wall & Tabletop Frames
243,2020-05-10,16749.0,Wall & Tabletop Frames
244,2020-05-11,13844.0,Wall & Tabletop Frames
245,2020-05-12,13844.0,Wall & Tabletop Frames
246,2020-05-13,13844.0,Wall & Tabletop Frames
247,2020-05-14,6053.0,Wall & Tabletop Frames
248,2020-05-15,6053.0,Wall & Tabletop Frames
249,2020-05-16,5336.0,Wall & Tabletop Frames
250,2020-05-17,5336.0,Wall & Tabletop Frames
251,2020-05-18,5336.0,Wall & Tabletop Frames
252,2020-05-19,5000.0,Wall & Tabletop Frames
253,2020-05-20,5000.0,Wall & Tabletop Frames
254,2020-05-21,5000.0,Wall & Tabletop Frames
255,2020-05-22,4370.0,Wall & Tabletop Frames
256,2020-05-23,4370.0,Wall & Tabletop Frames
257,2020-05-24,4757.0,Wall & Tabletop Frames
258,2020-05-25,5720.0,Wall & Tabletop Frames
259,2020-05-26,5720.0,Wall & Tabletop Frames
260,2020-05-27,5720.0,Wall & Tabletop Frames
261,2020-05-28,4082.0,Wall & Tabletop Frames
262,2020-05-29,4082.0,Wall & Tabletop Frames
263,2020-05-30,4380.0,Wall & Tabletop Frames
264,2020-05-31,4380.0,Wall & Tabletop Frames
