,date,value,name_B07YDKP4X8
154,2020-05-06,8872.0,Floating Shelves
155,2020-05-07,8872.0,Floating Shelves
156,2020-05-08,8872.0,Floating Shelves
157,2020-05-09,13348.0,Floating Shelves
158,2020-05-10,12685.0,Floating Shelves
159,2020-05-11,12685.0,Floating Shelves
160,2020-05-12,12685.0,Floating Shelves
161,2020-05-13,12328.0,Floating Shelves
162,2020-05-14,11902.0,Floating Shelves
163,2020-05-15,11902.0,Floating Shelves
164,2020-05-16,11902.0,Floating Shelves
165,2020-05-17,9375.0,Floating Shelves
166,2020-05-18,9375.0,Floating Shelves
167,2020-05-19,11270.0,Floating Shelves
168,2020-05-20,15435.0,Floating Shelves
169,2020-05-21,27202.0,Floating Shelves
170,2020-05-22,27202.0,Floating Shelves
171,2020-05-23,27202.0,Floating Shelves
172,2020-05-24,27202.0,Floating Shelves
173,2020-05-25,32622.0,Floating Shelves
174,2020-05-26,32622.0,Floating Shelves
175,2020-05-27,94134.0,Floating Shelves
176,2020-05-28,100045.0,Floating Shelves
177,2020-05-29,100045.0,Floating Shelves
178,2020-05-30,105013.0,Floating Shelves
179,2020-05-31,105013.0,Floating Shelves
180,2020-06-01,30480.0,Floating Shelves
181,2020-06-02,30480.0,Floating Shelves
182,2020-06-03,30480.0,Floating Shelves
183,2020-06-04,40281.0,Floating Shelves
184,2020-06-05,28461.0,Floating Shelves
185,2020-06-06,21035.0,Floating Shelves
186,2020-06-07,18678.0,Floating Shelves
187,2020-06-08,15016.0,Floating Shelves
188,2020-06-09,33338.0,Floating Shelves
189,2020-06-10,33338.0,Floating Shelves
190,2020-06-11,33338.0,Floating Shelves
191,2020-06-12,11229.0,Floating Shelves
192,2020-06-13,12807.0,Floating Shelves
193,2020-06-14,12807.0,Floating Shelves
194,2020-06-15,17643.0,Floating Shelves
195,2020-06-16,18879.0,Floating Shelves
196,2020-06-17,17087.0,Floating Shelves
197,2020-06-18,14689.0,Floating Shelves
198,2020-06-19,11231.0,Floating Shelves
199,2020-06-20,13055.0,Floating Shelves
200,2020-06-21,11141.0,Floating Shelves
201,2020-06-22,11141.0,Floating Shelves
202,2020-06-23,9019.0,Floating Shelves
203,2020-06-24,9019.0,Floating Shelves
204,2020-06-25,10952.0,Floating Shelves
205,2020-06-26,10952.0,Floating Shelves
206,2020-06-27,10952.0,Floating Shelves
207,2020-06-28,12601.0,Floating Shelves
208,2020-06-29,12601.0,Floating Shelves
209,2020-06-30,12601.0,Floating Shelves
210,2020-07-01,21648.0,Floating Shelves
211,2020-07-02,18028.0,Floating Shelves
212,2020-07-03,19993.0,Floating Shelves
213,2020-07-04,19993.0,Floating Shelves
214,2020-07-05,26000.0,Floating Shelves
215,2020-07-06,26000.0,Floating Shelves
216,2020-07-07,26000.0,Floating Shelves
217,2020-07-08,21745.0,Floating Shelves
218,2020-07-09,28702.0,Floating Shelves
219,2020-07-10,28702.0,Floating Shelves
220,2020-07-11,31149.0,Floating Shelves
221,2020-07-12,21856.0,Floating Shelves
222,2020-07-13,23965.0,Floating Shelves
223,2020-07-14,20196.0,Floating Shelves
224,2020-07-15,17796.0,Floating Shelves
225,2020-07-16,13761.0,Floating Shelves
226,2020-07-17,13225.0,Floating Shelves
227,2020-07-18,14921.0,Floating Shelves
228,2020-07-19,14921.0,Floating Shelves
229,2020-07-20,14349.0,Floating Shelves
230,2020-07-21,11813.0,Floating Shelves
231,2020-07-22,11905.0,Floating Shelves
232,2020-07-23,11905.0,Floating Shelves
233,2020-07-24,11905.0,Floating Shelves
234,2020-07-25,11444.0,Floating Shelves
235,2020-07-26,12196.0,Floating Shelves
236,2020-07-27,14338.0,Floating Shelves
237,2020-07-28,14338.0,Floating Shelves
238,2020-07-29,14452.0,Floating Shelves
239,2020-07-30,11431.0,Floating Shelves
240,2020-07-31,11811.0,Floating Shelves
241,2020-08-01,11632.0,Floating Shelves
242,2020-08-02,11632.0,Floating Shelves
243,2020-08-03,11632.0,Floating Shelves
244,2020-08-04,9688.0,Floating Shelves
245,2020-08-05,8712.0,Floating Shelves
246,2020-08-06,8712.0,Floating Shelves
247,2020-08-07,8203.0,Floating Shelves
248,2020-08-08,7354.0,Floating Shelves
249,2020-08-09,7042.0,Floating Shelves
250,2020-08-10,5375.0,Floating Shelves
251,2020-08-11,5375.0,Floating Shelves
252,2020-08-12,5930.0,Floating Shelves
253,2020-08-13,5930.0,Floating Shelves
254,2020-08-14,5930.0,Floating Shelves
255,2020-08-15,5930.0,Floating Shelves
256,2020-08-16,6823.0,Floating Shelves
257,2020-08-17,6823.0,Floating Shelves
258,2020-08-18,7520.0,Floating Shelves
259,2020-08-19,7948.0,Floating Shelves
260,2020-08-20,7948.0,Floating Shelves
261,2020-08-21,8389.0,Floating Shelves
262,2020-08-22,8389.0,Floating Shelves
263,2020-08-23,8400.0,Floating Shelves
264,2020-08-24,8400.0,Floating Shelves
265,2020-08-25,7498.0,Floating Shelves
266,2020-08-26,7498.0,Floating Shelves
267,2020-08-27,9417.0,Floating Shelves
268,2020-08-28,8788.0,Floating Shelves
269,2020-08-29,6706.0,Floating Shelves
270,2020-08-30,6706.0,Floating Shelves
271,2020-08-31,10379.0,Floating Shelves
272,2020-09-01,10379.0,Floating Shelves
273,2020-09-02,13092.0,Floating Shelves
274,2020-09-03,13092.0,Floating Shelves
275,2020-09-04,13868.0,Floating Shelves
276,2020-09-05,13868.0,Floating Shelves
277,2020-09-06,13868.0,Floating Shelves
278,2020-09-07,17590.0,Floating Shelves
279,2020-09-08,41893.0,Floating Shelves
280,2020-09-09,54812.0,Floating Shelves
281,2020-09-10,77068.0,Floating Shelves
282,2020-09-11,53984.0,Floating Shelves
283,2020-09-12,39845.0,Floating Shelves
284,2020-09-13,21971.0,Floating Shelves
285,2020-09-14,21971.0,Floating Shelves
286,2020-09-15,19974.0,Floating Shelves
287,2020-09-16,16807.0,Floating Shelves
288,2020-09-17,16807.0,Floating Shelves
289,2020-09-18,16807.0,Floating Shelves
290,2020-09-19,13719.0,Floating Shelves
291,2020-09-20,13719.0,Floating Shelves
292,2020-09-21,13449.0,Floating Shelves
293,2020-09-22,13449.0,Floating Shelves
294,2020-09-23,15149.0,Floating Shelves
295,2020-09-24,11261.0,Floating Shelves
296,2020-09-25,11261.0,Floating Shelves
297,2020-09-26,13883.0,Floating Shelves
298,2020-09-27,13883.0,Floating Shelves
299,2020-09-28,13883.0,Floating Shelves
300,2020-09-29,8159.0,Floating Shelves
301,2020-09-30,9299.0,Floating Shelves
302,2020-10-01,9344.0,Floating Shelves
303,2020-10-02,9344.0,Floating Shelves
304,2020-10-03,9344.0,Floating Shelves
305,2020-10-04,10947.0,Floating Shelves
306,2020-10-05,11447.0,Floating Shelves
307,2020-10-06,11447.0,Floating Shelves
308,2020-10-07,11447.0,Floating Shelves
309,2020-10-08,10152.0,Floating Shelves
310,2020-10-09,12323.0,Floating Shelves
311,2020-10-10,12323.0,Floating Shelves
312,2020-10-11,12323.0,Floating Shelves
313,2020-10-12,9767.0,Floating Shelves
314,2020-10-13,9767.0,Floating Shelves
315,2020-10-14,9767.0,Floating Shelves
316,2020-10-15,15595.0,Floating Shelves
317,2020-10-16,15595.0,Floating Shelves
318,2020-10-17,15595.0,Floating Shelves
319,2020-10-18,15595.0,Floating Shelves
320,2020-10-19,13790.0,Floating Shelves
321,2020-10-20,13790.0,Floating Shelves
322,2020-10-21,14529.0,Floating Shelves
323,2020-10-22,13546.0,Floating Shelves
324,2020-10-23,13546.0,Floating Shelves
325,2020-10-24,15867.0,Floating Shelves
326,2020-10-25,15196.0,Floating Shelves
327,2020-10-26,12919.0,Floating Shelves
328,2020-10-27,12919.0,Floating Shelves
329,2020-10-28,12919.0,Floating Shelves
330,2020-10-29,12919.0,Floating Shelves
331,2020-10-30,12919.0,Floating Shelves
332,2020-10-31,18248.0,Floating Shelves
333,2020-11-01,26971.0,Floating Shelves
334,2020-11-02,27346.0,Floating Shelves
335,2020-11-03,27346.0,Floating Shelves
336,2020-11-04,27346.0,Floating Shelves
337,2020-11-05,44530.0,Floating Shelves
338,2020-11-06,44530.0,Floating Shelves
339,2020-11-07,38283.0,Floating Shelves
340,2020-11-08,38283.0,Floating Shelves
341,2020-11-09,38283.0,Floating Shelves
342,2020-11-10,35410.0,Floating Shelves
343,2020-11-11,35410.0,Floating Shelves
344,2020-11-12,37457.0,Floating Shelves
345,2020-11-13,37457.0,Floating Shelves
346,2020-11-14,50840.0,Floating Shelves
347,2020-11-15,50840.0,Floating Shelves
348,2020-11-16,50840.0,Floating Shelves
349,2020-11-17,55003.0,Floating Shelves
350,2020-11-18,55003.0,Floating Shelves
351,2020-11-19,42457.0,Floating Shelves
352,2020-11-20,42858.0,Floating Shelves
353,2020-11-21,42858.0,Floating Shelves
354,2020-11-22,42858.0,Floating Shelves
355,2020-11-23,24735.0,Floating Shelves
356,2020-11-24,24735.0,Floating Shelves
357,2020-11-25,24735.0,Floating Shelves
358,2020-11-26,24735.0,Floating Shelves
359,2020-11-27,25043.0,Floating Shelves
360,2020-11-28,22024.0,Floating Shelves
361,2020-11-29,22024.0,Floating Shelves
362,2020-11-30,22024.0,Floating Shelves
363,2020-12-01,22024.0,Floating Shelves
364,2020-12-02,22024.0,Floating Shelves
365,2020-12-03,22223.0,Floating Shelves
366,2020-12-04,18026.0,Floating Shelves
367,2020-12-05,18026.0,Floating Shelves
368,2020-12-06,18026.0,Floating Shelves
369,2020-12-07,18026.0,Floating Shelves
370,2020-12-08,19903.0,Floating Shelves
371,2020-12-09,19903.0,Floating Shelves
372,2020-12-10,19903.0,Floating Shelves
373,2020-12-11,16253.0,Floating Shelves
374,2020-12-12,16253.0,Floating Shelves
375,2020-12-13,16253.0,Floating Shelves
376,2020-12-14,14296.0,Floating Shelves
377,2020-12-15,12574.0,Floating Shelves
378,2020-12-16,12574.0,Floating Shelves
379,2020-12-17,11771.0,Floating Shelves
380,2020-12-18,11771.0,Floating Shelves
381,2020-12-19,15593.0,Floating Shelves
382,2020-12-20,15593.0,Floating Shelves
383,2020-12-21,15593.0,Floating Shelves
384,2020-12-22,15593.0,Floating Shelves
385,2020-12-23,12096.0,Floating Shelves
386,2020-12-24,12096.0,Floating Shelves
387,2020-12-25,12096.0,Floating Shelves
388,2020-12-26,12201.0,Floating Shelves
389,2020-12-27,12201.0,Floating Shelves
390,2020-12-28,14707.0,Floating Shelves
391,2020-12-29,13817.0,Floating Shelves
392,2020-12-30,11652.0,Floating Shelves
393,2020-12-31,11652.0,Floating Shelves
394,2021-01-01,10943.0,Floating Shelves
395,2021-01-02,10943.0,Floating Shelves
396,2021-01-03,10943.0,Floating Shelves
397,2021-01-04,10511.0,Floating Shelves
398,2021-01-05,9729.0,Floating Shelves
399,2021-01-06,11141.0,Floating Shelves
400,2021-01-07,11141.0,Floating Shelves
401,2021-01-08,11353.0,Floating Shelves
402,2021-01-09,11353.0,Floating Shelves
403,2021-01-10,11353.0,Floating Shelves
404,2021-01-11,8725.0,Floating Shelves
405,2021-01-12,9709.0,Floating Shelves
406,2021-01-13,9593.0,Floating Shelves
407,2021-01-14,9593.0,Floating Shelves
408,2021-01-15,11580.0,Floating Shelves
409,2021-01-16,12132.0,Floating Shelves
410,2021-01-17,12132.0,Floating Shelves
411,2021-01-18,12132.0,Floating Shelves
412,2021-01-19,12132.0,Floating Shelves
413,2021-01-20,12132.0,Floating Shelves
414,2021-01-21,11298.0,Floating Shelves
415,2021-01-22,10318.0,Floating Shelves
416,2021-01-23,10318.0,Floating Shelves
417,2021-01-24,8654.0,Floating Shelves
418,2021-01-25,8896.0,Floating Shelves
419,2021-01-26,8896.0,Floating Shelves
420,2021-01-27,9550.0,Floating Shelves
421,2021-01-28,13789.0,Floating Shelves
422,2021-01-29,13789.0,Floating Shelves
423,2021-01-30,11516.0,Floating Shelves
424,2021-01-31,11516.0,Floating Shelves
425,2021-02-01,12102.0,Floating Shelves
426,2021-02-02,12102.0,Floating Shelves
427,2021-02-03,12102.0,Floating Shelves
428,2021-02-04,12102.0,Floating Shelves
429,2021-02-05,14380.0,Floating Shelves
430,2021-02-06,14380.0,Floating Shelves
431,2021-02-07,14380.0,Floating Shelves
432,2021-02-08,11709.0,Floating Shelves
433,2021-02-09,11709.0,Floating Shelves
434,2021-02-10,14175.0,Floating Shelves
435,2021-02-11,14175.0,Floating Shelves
436,2021-02-12,14175.0,Floating Shelves
437,2021-02-13,14175.0,Floating Shelves
438,2021-02-14,11606.0,Floating Shelves
439,2021-02-15,11606.0,Floating Shelves
440,2021-02-16,11606.0,Floating Shelves
441,2021-02-17,11606.0,Floating Shelves
442,2021-02-18,12035.0,Floating Shelves
443,2021-02-19,12035.0,Floating Shelves
444,2021-02-20,12035.0,Floating Shelves
445,2021-02-21,17047.0,Floating Shelves
446,2021-02-22,12369.0,Floating Shelves
447,2021-02-23,12369.0,Floating Shelves
448,2021-02-24,12369.0,Floating Shelves
449,2021-02-25,11744.0,Floating Shelves
450,2021-02-26,13803.0,Floating Shelves
451,2021-02-27,14779.0,Floating Shelves
452,2021-02-28,14779.0,Floating Shelves
453,2021-03-01,10042.0,Floating Shelves
454,2021-03-02,10042.0,Floating Shelves
455,2021-03-03,10042.0,Floating Shelves
456,2021-03-04,11411.0,Floating Shelves
457,2021-03-05,11301.0,Floating Shelves
458,2021-03-06,11301.0,Floating Shelves
459,2021-03-07,11301.0,Floating Shelves
460,2021-03-08,12183.0,Floating Shelves
461,2021-03-09,17404.0,Floating Shelves
462,2021-03-10,15231.0,Floating Shelves
463,2021-03-11,15231.0,Floating Shelves
464,2021-03-12,15231.0,Floating Shelves
465,2021-03-13,11549.0,Floating Shelves
466,2021-03-14,11549.0,Floating Shelves
467,2021-03-15,9269.0,Floating Shelves
468,2021-03-16,12085.0,Floating Shelves
469,2021-03-17,9011.0,Floating Shelves
470,2021-03-18,8625.0,Floating Shelves
471,2021-03-19,8664.0,Floating Shelves
472,2021-03-20,8664.0,Floating Shelves
473,2021-03-21,8664.0,Floating Shelves
474,2021-03-22,10849.0,Floating Shelves
475,2021-03-23,10849.0,Floating Shelves
476,2021-03-24,11080.0,Floating Shelves
477,2021-03-25,11080.0,Floating Shelves
478,2021-03-26,11080.0,Floating Shelves
479,2021-03-27,12532.0,Floating Shelves
480,2021-03-28,11091.0,Floating Shelves
481,2021-03-29,11091.0,Floating Shelves
482,2021-03-30,11316.0,Floating Shelves
483,2021-03-31,11112.0,Floating Shelves
484,2021-04-01,10510.0,Floating Shelves
485,2021-04-02,11166.0,Floating Shelves
486,2021-04-03,11166.0,Floating Shelves
487,2021-04-04,16802.0,Floating Shelves
488,2021-04-05,16802.0,Floating Shelves
489,2021-04-06,16802.0,Floating Shelves
490,2021-04-07,12578.0,Floating Shelves
491,2021-04-08,16813.0,Floating Shelves
492,2021-04-09,14931.0,Floating Shelves
493,2021-04-10,12100.0,Floating Shelves
494,2021-04-11,12100.0,Floating Shelves
495,2021-04-12,12285.0,Floating Shelves
496,2021-04-13,12285.0,Floating Shelves
497,2021-04-14,12285.0,Floating Shelves
498,2021-04-15,13178.0,Floating Shelves
499,2021-04-16,13178.0,Floating Shelves
500,2021-04-17,11214.0,Floating Shelves
501,2021-04-18,11214.0,Floating Shelves
502,2021-04-19,11766.0,Floating Shelves
503,2021-04-20,11791.0,Floating Shelves
504,2021-04-21,11791.0,Floating Shelves
505,2021-04-22,12338.0,Floating Shelves
506,2021-04-23,12338.0,Floating Shelves
507,2021-04-24,12338.0,Floating Shelves
508,2021-04-25,13331.0,Floating Shelves
509,2021-04-26,13331.0,Floating Shelves
510,2021-04-27,12911.0,Floating Shelves
511,2021-04-28,12911.0,Floating Shelves
512,2021-04-29,12911.0,Floating Shelves
513,2021-04-30,12911.0,Floating Shelves
514,2021-05-01,13508.0,Floating Shelves
515,2021-05-02,13508.0,Floating Shelves
516,2021-05-03,13508.0,Floating Shelves
517,2021-05-04,13541.0,Floating Shelves
518,2021-05-05,11118.0,Floating Shelves
519,2021-05-06,11118.0,Floating Shelves
520,2021-05-07,17601.0,Floating Shelves
521,2021-05-08,17601.0,Floating Shelves
522,2021-05-09,17601.0,Floating Shelves
523,2021-05-10,12766.0,Floating Shelves
524,2021-05-11,12766.0,Floating Shelves
525,2021-05-12,15561.0,Floating Shelves
526,2021-05-13,15561.0,Floating Shelves
527,2021-05-14,15561.0,Floating Shelves
528,2021-05-15,15561.0,Floating Shelves
529,2021-05-16,15561.0,Floating Shelves
530,2021-05-17,15561.0,Floating Shelves
531,2021-05-18,18441.0,Floating Shelves
532,2021-05-19,18441.0,Floating Shelves
533,2021-05-20,15901.0,Floating Shelves
534,2021-05-21,17051.0,Floating Shelves
535,2021-05-22,17051.0,Floating Shelves
536,2021-05-23,17051.0,Floating Shelves
537,2021-05-24,24078.0,Floating Shelves
538,2021-05-25,16876.0,Floating Shelves
539,2021-05-26,16876.0,Floating Shelves
540,2021-05-27,18185.0,Floating Shelves
541,2021-05-28,16514.0,Floating Shelves
542,2021-05-29,15398.0,Floating Shelves
543,2021-05-30,15398.0,Floating Shelves
544,2021-05-31,18622.0,Floating Shelves
545,2021-06-01,18622.0,Floating Shelves
546,2021-06-02,21633.0,Floating Shelves
547,2021-06-03,21633.0,Floating Shelves
548,2021-06-04,21633.0,Floating Shelves
549,2021-06-05,21633.0,Floating Shelves
550,2021-06-06,21633.0,Floating Shelves
551,2021-06-07,16429.0,Floating Shelves
552,2021-06-08,16429.0,Floating Shelves
553,2021-06-09,14135.0,Floating Shelves
554,2021-06-10,14135.0,Floating Shelves
555,2021-06-11,15140.0,Floating Shelves
556,2021-06-12,15140.0,Floating Shelves
557,2021-06-13,15140.0,Floating Shelves
558,2021-06-14,15140.0,Floating Shelves
559,2021-06-15,15140.0,Floating Shelves
560,2021-06-16,18226.0,Floating Shelves
561,2021-06-17,18226.0,Floating Shelves
562,2021-06-18,20212.0,Floating Shelves
563,2021-06-19,20212.0,Floating Shelves
564,2021-06-20,20212.0,Floating Shelves
565,2021-06-21,17072.0,Floating Shelves
566,2021-06-22,17072.0,Floating Shelves
567,2021-06-23,16152.0,Floating Shelves
568,2021-06-24,14662.0,Floating Shelves
569,2021-06-25,14662.0,Floating Shelves
570,2021-06-26,17266.0,Floating Shelves
571,2021-06-27,17266.0,Floating Shelves
572,2021-06-28,17103.0,Floating Shelves
573,2021-06-29,14931.0,Floating Shelves
574,2021-06-30,14931.0,Floating Shelves
575,2021-07-01,15502.0,Floating Shelves
576,2021-07-02,15502.0,Floating Shelves
577,2021-07-03,13424.0,Floating Shelves
578,2021-07-04,17086.0,Floating Shelves
579,2021-07-05,20465.0,Floating Shelves
580,2021-07-06,20465.0,Floating Shelves
581,2021-07-07,16999.0,Floating Shelves
582,2021-07-08,14778.0,Floating Shelves
583,2021-07-09,13336.0,Floating Shelves
584,2021-07-10,13336.0,Floating Shelves
585,2021-07-11,11425.0,Floating Shelves
