,date,value,name_B089X269CL
0,2020-06-14,1406.0,Blended Vitamin & Mineral Supplements
1,2020-06-15,1338.0,Blended Vitamin & Mineral Supplements
2,2020-06-16,1274.0,Blended Vitamin & Mineral Supplements
3,2020-06-17,1234.0,Blended Vitamin & Mineral Supplements
4,2020-06-18,1406.0,Blended Vitamin & Mineral Supplements
5,2020-06-19,1406.0,Blended Vitamin & Mineral Supplements
6,2020-06-20,1310.0,Blended Vitamin & Mineral Supplements
7,2020-06-21,1514.0,Blended Vitamin & Mineral Supplements
8,2020-06-22,1514.0,Blended Vitamin & Mineral Supplements
9,2020-06-23,1514.0,Blended Vitamin & Mineral Supplements
10,2020-06-24,1411.0,Blended Vitamin & Mineral Supplements
11,2020-06-25,1444.0,Blended Vitamin & Mineral Supplements
12,2020-06-26,1444.0,Blended Vitamin & Mineral Supplements
13,2020-06-27,1444.0,Blended Vitamin & Mineral Supplements
14,2020-06-28,1491.0,Blended Vitamin & Mineral Supplements
15,2020-06-29,1491.0,Blended Vitamin & Mineral Supplements
16,2020-06-30,1491.0,Blended Vitamin & Mineral Supplements
17,2020-07-01,1434.0,Blended Vitamin & Mineral Supplements
18,2020-07-02,1367.0,Blended Vitamin & Mineral Supplements
19,2020-07-03,1482.0,Blended Vitamin & Mineral Supplements
20,2020-07-04,1482.0,Blended Vitamin & Mineral Supplements
21,2020-07-05,1455.0,Blended Vitamin & Mineral Supplements
22,2020-07-06,1455.0,Blended Vitamin & Mineral Supplements
23,2020-07-07,1328.0,Blended Vitamin & Mineral Supplements
24,2020-07-08,1328.0,Blended Vitamin & Mineral Supplements
25,2020-07-09,1328.0,Blended Vitamin & Mineral Supplements
26,2020-07-10,1398.0,Blended Vitamin & Mineral Supplements
27,2020-07-11,1398.0,Blended Vitamin & Mineral Supplements
28,2020-07-12,1398.0,Blended Vitamin & Mineral Supplements
29,2020-07-13,1438.0,Blended Vitamin & Mineral Supplements
30,2020-07-14,1438.0,Blended Vitamin & Mineral Supplements
31,2020-07-15,1299.0,Blended Vitamin & Mineral Supplements
32,2020-07-16,1299.0,Blended Vitamin & Mineral Supplements
33,2020-07-17,1317.0,Blended Vitamin & Mineral Supplements
34,2020-07-18,1317.0,Blended Vitamin & Mineral Supplements
35,2020-07-19,1345.0,Blended Vitamin & Mineral Supplements
36,2020-07-20,1329.0,Blended Vitamin & Mineral Supplements
37,2020-07-21,1329.0,Blended Vitamin & Mineral Supplements
38,2020-07-22,1452.0,Blended Vitamin & Mineral Supplements
39,2020-07-23,1452.0,Blended Vitamin & Mineral Supplements
40,2020-07-24,1280.0,Blended Vitamin & Mineral Supplements
41,2020-07-25,1280.0,Blended Vitamin & Mineral Supplements
42,2020-07-26,1515.0,Blended Vitamin & Mineral Supplements
43,2020-07-27,1554.0,Blended Vitamin & Mineral Supplements
44,2020-07-28,1554.0,Blended Vitamin & Mineral Supplements
45,2020-07-29,1385.0,Blended Vitamin & Mineral Supplements
46,2020-07-30,1373.0,Blended Vitamin & Mineral Supplements
47,2020-07-31,1373.0,Blended Vitamin & Mineral Supplements
48,2020-08-01,1199.0,Blended Vitamin & Mineral Supplements
49,2020-08-02,1199.0,Blended Vitamin & Mineral Supplements
50,2020-08-03,1199.0,Blended Vitamin & Mineral Supplements
51,2020-08-04,1320.0,Blended Vitamin & Mineral Supplements
52,2020-08-05,1428.0,Blended Vitamin & Mineral Supplements
53,2020-08-06,1428.0,Blended Vitamin & Mineral Supplements
54,2020-08-07,1143.0,Blended Vitamin & Mineral Supplements
55,2020-08-08,1143.0,Blended Vitamin & Mineral Supplements
56,2020-08-09,1367.0,Blended Vitamin & Mineral Supplements
57,2020-08-10,1367.0,Blended Vitamin & Mineral Supplements
58,2020-08-11,1306.0,Blended Vitamin & Mineral Supplements
59,2020-08-12,1306.0,Blended Vitamin & Mineral Supplements
60,2020-08-13,1306.0,Blended Vitamin & Mineral Supplements
61,2020-08-14,1429.0,Blended Vitamin & Mineral Supplements
62,2020-08-15,1429.0,Blended Vitamin & Mineral Supplements
63,2020-08-16,1429.0,Blended Vitamin & Mineral Supplements
64,2020-08-17,1411.0,Blended Vitamin & Mineral Supplements
65,2020-08-18,1411.0,Blended Vitamin & Mineral Supplements
66,2020-08-19,1274.0,Blended Vitamin & Mineral Supplements
67,2020-08-20,1274.0,Blended Vitamin & Mineral Supplements
68,2020-08-21,1274.0,Blended Vitamin & Mineral Supplements
69,2020-08-22,1235.0,Blended Vitamin & Mineral Supplements
70,2020-08-23,1193.0,Blended Vitamin & Mineral Supplements
71,2020-08-24,1193.0,Blended Vitamin & Mineral Supplements
72,2020-08-25,1356.0,Blended Vitamin & Mineral Supplements
73,2020-08-26,1356.0,Blended Vitamin & Mineral Supplements
74,2020-08-27,1276.0,Blended Vitamin & Mineral Supplements
75,2020-08-28,1276.0,Blended Vitamin & Mineral Supplements
76,2020-08-29,1276.0,Blended Vitamin & Mineral Supplements
77,2020-08-30,1276.0,Blended Vitamin & Mineral Supplements
78,2020-08-31,1253.0,Blended Vitamin & Mineral Supplements
79,2020-09-01,1081.0,Blended Vitamin & Mineral Supplements
80,2020-09-02,1123.0,Blended Vitamin & Mineral Supplements
81,2020-09-03,1087.0,Blended Vitamin & Mineral Supplements
82,2020-09-04,1087.0,Blended Vitamin & Mineral Supplements
83,2020-09-05,1074.0,Blended Vitamin & Mineral Supplements
84,2020-09-06,1167.0,Blended Vitamin & Mineral Supplements
85,2020-09-07,1167.0,Blended Vitamin & Mineral Supplements
86,2020-09-08,1163.0,Blended Vitamin & Mineral Supplements
87,2020-09-09,1082.0,Blended Vitamin & Mineral Supplements
88,2020-09-10,1082.0,Blended Vitamin & Mineral Supplements
89,2020-09-11,1012.0,Blended Vitamin & Mineral Supplements
90,2020-09-12,1139.0,Blended Vitamin & Mineral Supplements
91,2020-09-13,1139.0,Blended Vitamin & Mineral Supplements
92,2020-09-14,1139.0,Blended Vitamin & Mineral Supplements
93,2020-09-15,1081.0,Blended Vitamin & Mineral Supplements
94,2020-09-16,982.0,Blended Vitamin & Mineral Supplements
95,2020-09-17,982.0,Blended Vitamin & Mineral Supplements
96,2020-09-18,982.0,Blended Vitamin & Mineral Supplements
97,2020-09-19,1055.0,Blended Vitamin & Mineral Supplements
98,2020-09-20,1055.0,Blended Vitamin & Mineral Supplements
99,2020-09-21,1059.0,Blended Vitamin & Mineral Supplements
100,2020-09-22,1108.0,Blended Vitamin & Mineral Supplements
101,2020-09-23,1108.0,Blended Vitamin & Mineral Supplements
102,2020-09-24,1303.0,Blended Vitamin & Mineral Supplements
103,2020-09-25,1183.0,Blended Vitamin & Mineral Supplements
104,2020-09-26,1183.0,Blended Vitamin & Mineral Supplements
105,2020-09-27,1217.0,Blended Vitamin & Mineral Supplements
106,2020-09-28,1196.0,Blended Vitamin & Mineral Supplements
107,2020-09-29,1186.0,Blended Vitamin & Mineral Supplements
108,2020-09-30,1186.0,Blended Vitamin & Mineral Supplements
109,2020-10-01,1122.0,Blended Vitamin & Mineral Supplements
110,2020-10-02,1142.0,Blended Vitamin & Mineral Supplements
111,2020-10-03,1182.0,Blended Vitamin & Mineral Supplements
112,2020-10-04,1182.0,Blended Vitamin & Mineral Supplements
113,2020-10-05,1182.0,Blended Vitamin & Mineral Supplements
114,2020-10-06,1274.0,Blended Vitamin & Mineral Supplements
115,2020-10-07,1274.0,Blended Vitamin & Mineral Supplements
116,2020-10-08,1117.0,Blended Vitamin & Mineral Supplements
117,2020-10-09,1117.0,Blended Vitamin & Mineral Supplements
118,2020-10-10,1246.0,Blended Vitamin & Mineral Supplements
119,2020-10-11,1246.0,Blended Vitamin & Mineral Supplements
120,2020-10-12,1071.0,Blended Vitamin & Mineral Supplements
