,date,value,name_B06ZZNJWMG
664,2020-05-07,14076.0,Jar Candles
665,2020-05-08,13410.0,Jar Candles
666,2020-05-09,13410.0,Jar Candles
667,2020-05-10,13410.0,Jar Candles
668,2020-05-11,10286.0,Jar Candles
669,2020-05-12,10286.0,Jar Candles
670,2020-05-13,9227.0,Jar Candles
671,2020-05-14,8804.0,Jar Candles
672,2020-05-15,9438.0,Jar Candles
673,2020-05-16,9438.0,Jar Candles
674,2020-05-17,9438.0,Jar Candles
675,2020-05-18,12158.0,Jar Candles
676,2020-05-19,16665.0,Jar Candles
677,2020-05-20,16665.0,Jar Candles
678,2020-05-21,20250.0,Jar Candles
679,2020-05-22,20212.0,Jar Candles
680,2020-05-23,20212.0,Jar Candles
681,2020-05-24,18782.0,Jar Candles
682,2020-05-25,22499.0,Jar Candles
683,2020-05-26,13564.0,Jar Candles
684,2020-05-27,9208.0,Jar Candles
685,2020-05-28,9563.0,Jar Candles
686,2020-05-29,10697.0,Jar Candles
687,2020-05-30,12060.0,Jar Candles
688,2020-05-31,12060.0,Jar Candles
689,2020-06-01,14158.0,Jar Candles
690,2020-06-02,13247.0,Jar Candles
691,2020-06-03,13247.0,Jar Candles
692,2020-06-04,13247.0,Jar Candles
693,2020-06-05,13821.0,Jar Candles
694,2020-06-06,13821.0,Jar Candles
695,2020-06-07,15795.0,Jar Candles
696,2020-06-08,15179.0,Jar Candles
697,2020-06-09,15179.0,Jar Candles
698,2020-06-10,19742.0,Jar Candles
699,2020-06-11,19742.0,Jar Candles
700,2020-06-12,19742.0,Jar Candles
701,2020-06-13,15110.0,Jar Candles
702,2020-06-14,14738.0,Jar Candles
703,2020-06-15,14738.0,Jar Candles
704,2020-06-16,14738.0,Jar Candles
705,2020-06-17,19302.0,Jar Candles
706,2020-06-18,21107.0,Jar Candles
707,2020-06-19,21107.0,Jar Candles
708,2020-06-20,21107.0,Jar Candles
709,2020-06-21,20205.0,Jar Candles
710,2020-06-22,20205.0,Jar Candles
711,2020-06-23,23364.0,Jar Candles
712,2020-06-24,23364.0,Jar Candles
713,2020-06-25,27717.0,Jar Candles
714,2020-06-26,27717.0,Jar Candles
715,2020-06-27,21016.0,Jar Candles
716,2020-06-28,21016.0,Jar Candles
717,2020-06-29,21016.0,Jar Candles
718,2020-06-30,21016.0,Jar Candles
719,2020-07-01,20425.0,Jar Candles
720,2020-07-02,21941.0,Jar Candles
721,2020-07-03,21118.0,Jar Candles
722,2020-07-04,21118.0,Jar Candles
723,2020-07-05,21118.0,Jar Candles
724,2020-07-06,21118.0,Jar Candles
725,2020-07-07,18361.0,Jar Candles
726,2020-07-08,18361.0,Jar Candles
727,2020-07-09,18361.0,Jar Candles
728,2020-07-10,21684.0,Jar Candles
729,2020-07-11,21684.0,Jar Candles
730,2020-07-12,21684.0,Jar Candles
731,2020-07-13,21684.0,Jar Candles
732,2020-07-14,21684.0,Jar Candles
733,2020-07-15,25005.0,Jar Candles
734,2020-07-16,22221.0,Jar Candles
735,2020-07-17,22221.0,Jar Candles
736,2020-07-18,22221.0,Jar Candles
737,2020-07-19,22649.0,Jar Candles
738,2020-07-20,19287.0,Jar Candles
739,2020-07-21,19287.0,Jar Candles
740,2020-07-22,13479.0,Jar Candles
741,2020-07-23,13479.0,Jar Candles
742,2020-07-24,13479.0,Jar Candles
743,2020-07-25,11443.0,Jar Candles
744,2020-07-26,11443.0,Jar Candles
745,2020-07-27,10702.0,Jar Candles
746,2020-07-28,11442.0,Jar Candles
747,2020-07-29,9986.0,Jar Candles
748,2020-07-30,10216.0,Jar Candles
749,2020-07-31,7868.0,Jar Candles
750,2020-08-01,7868.0,Jar Candles
751,2020-08-02,10589.0,Jar Candles
752,2020-08-03,10589.0,Jar Candles
753,2020-08-04,10589.0,Jar Candles
754,2020-08-05,8751.0,Jar Candles
755,2020-08-06,8751.0,Jar Candles
756,2020-08-07,8751.0,Jar Candles
757,2020-08-08,9853.0,Jar Candles
758,2020-08-09,9853.0,Jar Candles
759,2020-08-10,9853.0,Jar Candles
760,2020-08-11,9883.0,Jar Candles
761,2020-08-12,4296.0,Jar Candles
762,2020-08-13,4296.0,Jar Candles
763,2020-08-14,8843.0,Jar Candles
764,2020-08-15,7932.0,Jar Candles
765,2020-08-16,11403.0,Jar Candles
766,2020-08-17,11403.0,Jar Candles
767,2020-08-18,6650.0,Jar Candles
768,2020-08-19,6650.0,Jar Candles
769,2020-08-20,9305.0,Jar Candles
770,2020-08-21,8469.0,Jar Candles
771,2020-08-22,8469.0,Jar Candles
772,2020-08-23,9110.0,Jar Candles
773,2020-08-24,9745.0,Jar Candles
774,2020-08-25,9843.0,Jar Candles
775,2020-08-26,9146.0,Jar Candles
776,2020-08-27,9146.0,Jar Candles
777,2020-08-28,7869.0,Jar Candles
778,2020-08-29,7979.0,Jar Candles
779,2020-08-30,7944.0,Jar Candles
780,2020-08-31,5295.0,Jar Candles
781,2020-09-01,4833.0,Jar Candles
782,2020-09-02,6600.0,Jar Candles
783,2020-09-03,7515.0,Jar Candles
784,2020-09-04,7515.0,Jar Candles
785,2020-09-05,7562.0,Jar Candles
786,2020-09-06,7562.0,Jar Candles
787,2020-09-07,10742.0,Jar Candles
788,2020-09-08,9199.0,Jar Candles
789,2020-09-09,9910.0,Jar Candles
790,2020-09-10,9910.0,Jar Candles
791,2020-09-11,4975.0,Jar Candles
792,2020-09-12,2699.0,Jar Candles
793,2020-09-13,2699.0,Jar Candles
794,2020-09-14,4995.0,Jar Candles
795,2020-09-15,5355.0,Jar Candles
796,2020-09-16,5355.0,Jar Candles
797,2020-09-17,6172.0,Jar Candles
798,2020-09-18,7704.0,Jar Candles
799,2020-09-19,6953.0,Jar Candles
800,2020-09-20,9536.0,Jar Candles
801,2020-09-21,8517.0,Jar Candles
802,2020-09-22,8800.0,Jar Candles
803,2020-09-23,8535.0,Jar Candles
804,2020-09-24,8844.0,Jar Candles
805,2020-09-25,8844.0,Jar Candles
806,2020-09-26,8844.0,Jar Candles
807,2020-09-27,9453.0,Jar Candles
808,2020-09-28,8596.0,Jar Candles
809,2020-09-29,10347.0,Jar Candles
810,2020-09-30,10329.0,Jar Candles
811,2020-10-01,9488.0,Jar Candles
812,2020-10-02,12577.0,Jar Candles
813,2020-10-03,11813.0,Jar Candles
814,2020-10-04,11813.0,Jar Candles
815,2020-10-05,14750.0,Jar Candles
816,2020-10-06,13504.0,Jar Candles
817,2020-10-07,14395.0,Jar Candles
818,2020-10-08,14354.0,Jar Candles
819,2020-10-09,14354.0,Jar Candles
820,2020-10-10,10109.0,Jar Candles
821,2020-10-11,11341.0,Jar Candles
822,2020-10-12,10383.0,Jar Candles
823,2020-10-13,12599.0,Jar Candles
824,2020-10-14,12599.0,Jar Candles
825,2020-10-15,15637.0,Jar Candles
826,2020-10-16,15637.0,Jar Candles
827,2020-10-17,12940.0,Jar Candles
828,2020-10-18,10164.0,Jar Candles
829,2020-10-19,10164.0,Jar Candles
830,2020-10-20,10737.0,Jar Candles
831,2020-10-21,10514.0,Jar Candles
832,2020-10-22,11656.0,Jar Candles
833,2020-10-23,13168.0,Jar Candles
834,2020-10-24,13168.0,Jar Candles
835,2020-10-25,13168.0,Jar Candles
836,2020-10-26,10358.0,Jar Candles
837,2020-10-27,9790.0,Jar Candles
838,2020-10-28,9790.0,Jar Candles
839,2020-10-29,8373.0,Jar Candles
840,2020-10-30,7479.0,Jar Candles
841,2020-10-31,9235.0,Jar Candles
842,2020-11-01,9626.0,Jar Candles
843,2020-11-02,11691.0,Jar Candles
844,2020-11-03,9578.0,Jar Candles
845,2020-11-04,9098.0,Jar Candles
846,2020-11-05,9001.0,Jar Candles
847,2020-11-06,9179.0,Jar Candles
848,2020-11-07,8561.0,Jar Candles
849,2020-11-08,8726.0,Jar Candles
850,2020-11-09,9344.0,Jar Candles
851,2020-11-10,8580.0,Jar Candles
852,2020-11-11,7660.0,Jar Candles
853,2020-11-12,10029.0,Jar Candles
854,2020-11-13,8945.0,Jar Candles
855,2020-11-14,8945.0,Jar Candles
856,2020-11-15,10187.0,Jar Candles
857,2020-11-16,9733.0,Jar Candles
858,2020-11-17,10228.0,Jar Candles
859,2020-11-18,11424.0,Jar Candles
860,2020-11-19,11424.0,Jar Candles
861,2020-11-20,11424.0,Jar Candles
862,2020-11-21,9561.0,Jar Candles
863,2020-11-22,9561.0,Jar Candles
864,2020-11-23,9831.0,Jar Candles
865,2020-11-24,9831.0,Jar Candles
866,2020-11-25,10397.0,Jar Candles
867,2020-11-26,11925.0,Jar Candles
868,2020-11-27,11827.0,Jar Candles
869,2020-11-28,11827.0,Jar Candles
870,2020-11-29,11827.0,Jar Candles
871,2020-11-30,12034.0,Jar Candles
872,2020-12-01,10926.0,Jar Candles
873,2020-12-02,10926.0,Jar Candles
874,2020-12-03,10926.0,Jar Candles
875,2020-12-04,8977.0,Jar Candles
876,2020-12-05,8977.0,Jar Candles
877,2020-12-06,5949.0,Jar Candles
878,2020-12-07,12226.0,Jar Candles
879,2020-12-08,15151.0,Jar Candles
880,2020-12-09,14439.0,Jar Candles
881,2020-12-10,16896.0,Jar Candles
882,2020-12-11,21619.0,Jar Candles
883,2020-12-12,22984.0,Jar Candles
884,2020-12-13,33188.0,Jar Candles
885,2020-12-14,48085.0,Jar Candles
886,2020-12-15,61499.0,Jar Candles
887,2020-12-16,41594.0,Jar Candles
888,2020-12-17,58902.0,Jar Candles
889,2020-12-18,74781.0,Jar Candles
890,2020-12-19,74781.0,Jar Candles
891,2020-12-20,68107.0,Jar Candles
892,2020-12-21,68107.0,Jar Candles
893,2020-12-22,68107.0,Jar Candles
894,2020-12-23,48613.0,Jar Candles
895,2020-12-24,48613.0,Jar Candles
896,2020-12-25,48613.0,Jar Candles
897,2020-12-26,50229.0,Jar Candles
898,2020-12-27,50229.0,Jar Candles
899,2020-12-28,50229.0,Jar Candles
900,2020-12-29,45848.0,Jar Candles
901,2020-12-30,41480.0,Jar Candles
902,2020-12-31,41480.0,Jar Candles
903,2021-01-01,22277.0,Jar Candles
904,2021-01-02,22277.0,Jar Candles
905,2021-01-03,21734.0,Jar Candles
906,2021-01-04,25461.0,Jar Candles
907,2021-01-05,25461.0,Jar Candles
908,2021-01-06,21158.0,Jar Candles
909,2021-01-07,21158.0,Jar Candles
910,2021-01-08,21158.0,Jar Candles
911,2021-01-09,20860.0,Jar Candles
912,2021-01-10,20860.0,Jar Candles
913,2021-01-11,14697.0,Jar Candles
914,2021-01-12,14697.0,Jar Candles
915,2021-01-13,14697.0,Jar Candles
916,2021-01-14,14697.0,Jar Candles
917,2021-01-15,14697.0,Jar Candles
918,2021-01-16,19398.0,Jar Candles
919,2021-01-17,19826.0,Jar Candles
920,2021-01-18,19826.0,Jar Candles
921,2021-01-19,19826.0,Jar Candles
922,2021-01-20,23507.0,Jar Candles
923,2021-01-21,23507.0,Jar Candles
924,2021-01-22,20200.0,Jar Candles
925,2021-01-23,20200.0,Jar Candles
926,2021-01-24,24124.0,Jar Candles
927,2021-01-25,18947.0,Jar Candles
928,2021-01-26,18947.0,Jar Candles
929,2021-01-27,18947.0,Jar Candles
930,2021-01-28,20580.0,Jar Candles
931,2021-01-29,14474.0,Jar Candles
932,2021-01-30,14474.0,Jar Candles
933,2021-01-31,14016.0,Jar Candles
934,2021-02-01,14876.0,Jar Candles
935,2021-02-02,14876.0,Jar Candles
936,2021-02-03,14876.0,Jar Candles
937,2021-02-04,17944.0,Jar Candles
938,2021-02-05,10149.0,Jar Candles
939,2021-02-06,9098.0,Jar Candles
940,2021-02-07,9098.0,Jar Candles
941,2021-02-08,8882.0,Jar Candles
942,2021-02-09,8882.0,Jar Candles
943,2021-02-10,8882.0,Jar Candles
944,2021-02-11,8612.0,Jar Candles
945,2021-02-12,9069.0,Jar Candles
946,2021-02-13,9069.0,Jar Candles
947,2021-02-14,9069.0,Jar Candles
948,2021-02-15,8365.0,Jar Candles
949,2021-02-16,7410.0,Jar Candles
950,2021-02-17,7410.0,Jar Candles
951,2021-02-18,8839.0,Jar Candles
952,2021-02-19,8839.0,Jar Candles
953,2021-02-20,11547.0,Jar Candles
954,2021-02-21,11547.0,Jar Candles
955,2021-02-22,11547.0,Jar Candles
956,2021-02-23,8407.0,Jar Candles
957,2021-02-24,9785.0,Jar Candles
958,2021-02-25,8915.0,Jar Candles
959,2021-02-26,8391.0,Jar Candles
960,2021-02-27,8391.0,Jar Candles
961,2021-02-28,8391.0,Jar Candles
962,2021-03-01,10491.0,Jar Candles
963,2021-03-02,10491.0,Jar Candles
964,2021-03-03,10164.0,Jar Candles
965,2021-03-04,10685.0,Jar Candles
966,2021-03-05,10685.0,Jar Candles
967,2021-03-06,10685.0,Jar Candles
968,2021-03-07,10685.0,Jar Candles
969,2021-03-08,13668.0,Jar Candles
970,2021-03-09,10349.0,Jar Candles
971,2021-03-10,10349.0,Jar Candles
972,2021-03-11,11741.0,Jar Candles
973,2021-03-12,10044.0,Jar Candles
974,2021-03-13,10044.0,Jar Candles
975,2021-03-14,10044.0,Jar Candles
976,2021-03-15,15258.0,Jar Candles
977,2021-03-16,14605.0,Jar Candles
978,2021-03-17,14358.0,Jar Candles
979,2021-03-18,14358.0,Jar Candles
980,2021-03-19,16856.0,Jar Candles
981,2021-03-20,16856.0,Jar Candles
982,2021-03-21,21916.0,Jar Candles
983,2021-03-22,30483.0,Jar Candles
984,2021-03-23,30483.0,Jar Candles
985,2021-03-24,28347.0,Jar Candles
986,2021-03-25,22017.0,Jar Candles
987,2021-03-26,20118.0,Jar Candles
988,2021-03-27,17547.0,Jar Candles
989,2021-03-28,13911.0,Jar Candles
990,2021-03-29,20663.0,Jar Candles
991,2021-03-30,21352.0,Jar Candles
992,2021-03-31,20613.0,Jar Candles
993,2021-04-01,15216.0,Jar Candles
994,2021-04-02,15216.0,Jar Candles
995,2021-04-03,15216.0,Jar Candles
996,2021-04-04,17138.0,Jar Candles
997,2021-04-05,16467.0,Jar Candles
998,2021-04-06,12695.0,Jar Candles
999,2021-04-07,15019.0,Jar Candles
1000,2021-04-08,15019.0,Jar Candles
1001,2021-04-09,14585.0,Jar Candles
1002,2021-04-10,14008.0,Jar Candles
1003,2021-04-11,13632.0,Jar Candles
1004,2021-04-12,13632.0,Jar Candles
1005,2021-04-13,14892.0,Jar Candles
1006,2021-04-14,14268.0,Jar Candles
1007,2021-04-15,13195.0,Jar Candles
1008,2021-04-16,15214.0,Jar Candles
1009,2021-04-17,15214.0,Jar Candles
1010,2021-04-18,14891.0,Jar Candles
1011,2021-04-19,16839.0,Jar Candles
1012,2021-04-20,18384.0,Jar Candles
1013,2021-04-21,21064.0,Jar Candles
1014,2021-04-22,26043.0,Jar Candles
1015,2021-04-23,24192.0,Jar Candles
1016,2021-04-24,17527.0,Jar Candles
1017,2021-04-25,17527.0,Jar Candles
1018,2021-04-26,17527.0,Jar Candles
1019,2021-04-27,25017.0,Jar Candles
1020,2021-04-28,25017.0,Jar Candles
1021,2021-04-29,20849.0,Jar Candles
1022,2021-04-30,22633.0,Jar Candles
1023,2021-05-01,22633.0,Jar Candles
1024,2021-05-02,22633.0,Jar Candles
1025,2021-05-03,23348.0,Jar Candles
1026,2021-05-04,21309.0,Jar Candles
1027,2021-05-05,20403.0,Jar Candles
1028,2021-05-06,20403.0,Jar Candles
1029,2021-05-07,20403.0,Jar Candles
1030,2021-05-08,22974.0,Jar Candles
1031,2021-05-09,22974.0,Jar Candles
1032,2021-05-10,27931.0,Jar Candles
1033,2021-05-11,27931.0,Jar Candles
1034,2021-05-12,19292.0,Jar Candles
1035,2021-05-13,19292.0,Jar Candles
1036,2021-05-14,20897.0,Jar Candles
1037,2021-05-15,20897.0,Jar Candles
1038,2021-05-16,20897.0,Jar Candles
1039,2021-05-17,19414.0,Jar Candles
1040,2021-05-18,19414.0,Jar Candles
1041,2021-05-19,19414.0,Jar Candles
1042,2021-05-20,22500.0,Jar Candles
1043,2021-05-21,22500.0,Jar Candles
1044,2021-05-22,22012.0,Jar Candles
1045,2021-05-23,20911.0,Jar Candles
1046,2021-05-24,20911.0,Jar Candles
1047,2021-05-25,20493.0,Jar Candles
1048,2021-05-26,20957.0,Jar Candles
1049,2021-05-27,16427.0,Jar Candles
1050,2021-05-28,16427.0,Jar Candles
1051,2021-05-29,18435.0,Jar Candles
1052,2021-05-30,19780.0,Jar Candles
1053,2021-05-31,19780.0,Jar Candles
1054,2021-06-01,29325.0,Jar Candles
1055,2021-06-02,29325.0,Jar Candles
1056,2021-06-03,39605.0,Jar Candles
1057,2021-06-04,39605.0,Jar Candles
1058,2021-06-05,39605.0,Jar Candles
1059,2021-06-06,39605.0,Jar Candles
1060,2021-06-07,65283.0,Jar Candles
1061,2021-06-08,65283.0,Jar Candles
1062,2021-06-09,74970.0,Jar Candles
1063,2021-06-10,74970.0,Jar Candles
1064,2021-06-11,68644.0,Jar Candles
1065,2021-06-12,68644.0,Jar Candles
1066,2021-06-13,68644.0,Jar Candles
1067,2021-06-14,68644.0,Jar Candles
1068,2021-06-15,68644.0,Jar Candles
1069,2021-06-16,68644.0,Jar Candles
1070,2021-06-17,58942.0,Jar Candles
1071,2021-06-18,40264.0,Jar Candles
1072,2021-06-19,40264.0,Jar Candles
1073,2021-06-20,41687.0,Jar Candles
1074,2021-06-21,26756.0,Jar Candles
1075,2021-06-22,26756.0,Jar Candles
1076,2021-06-23,40002.0,Jar Candles
1077,2021-06-24,44228.0,Jar Candles
1078,2021-06-25,44228.0,Jar Candles
1079,2021-06-26,24857.0,Jar Candles
1080,2021-06-27,24857.0,Jar Candles
1081,2021-06-28,27774.0,Jar Candles
1082,2021-06-29,21590.0,Jar Candles
1083,2021-06-30,21590.0,Jar Candles
1084,2021-07-01,24809.0,Jar Candles
1085,2021-07-02,24809.0,Jar Candles
1086,2021-07-03,21096.0,Jar Candles
1087,2021-07-04,21096.0,Jar Candles
1088,2021-07-05,14220.0,Jar Candles
1089,2021-07-06,18850.0,Jar Candles
1090,2021-07-07,18850.0,Jar Candles
1091,2021-07-08,15768.0,Jar Candles
1092,2021-07-09,16369.0,Jar Candles
1093,2021-07-10,15828.0,Jar Candles
1094,2021-07-11,16039.0,Jar Candles
