,date,value,name_B07VVQWB85
248,2021-06-27,219.0,Toasters
249,2021-06-28,214.0,Toasters
250,2021-06-29,12663.0,Toasters
251,2021-06-30,20353.0,Toasters
252,2021-07-01,21132.0,Toasters
253,2021-07-02,26731.0,Toasters
254,2021-07-03,22333.0,Toasters
255,2021-07-04,23264.0,Toasters
256,2021-07-05,27164.0,Toasters
257,2021-07-06,30659.0,Toasters
258,2021-07-07,38648.0,Toasters
259,2021-07-08,40967.0,Toasters
260,2021-07-09,33333.0,Toasters
261,2021-07-10,30160.0,Toasters
262,2021-07-11,31026.0,Toasters
