,date,value,name_B076QG36HX
131,2020-10-03,13198.0,Detox & Cleanse
132,2020-10-04,10469.0,Detox & Cleanse
133,2020-10-05,10469.0,Detox & Cleanse
134,2020-10-06,10353.0,Detox & Cleanse
135,2020-10-07,10623.0,Detox & Cleanse
136,2020-10-08,10623.0,Detox & Cleanse
137,2020-10-09,11288.0,Detox & Cleanse
138,2020-10-10,11779.0,Detox & Cleanse
139,2020-10-11,11779.0,Detox & Cleanse
140,2020-10-12,11779.0,Detox & Cleanse
141,2020-10-13,11779.0,Detox & Cleanse
142,2020-10-14,13088.0,Detox & Cleanse
143,2020-10-15,13088.0,Detox & Cleanse
144,2020-10-16,11278.0,Detox & Cleanse
145,2020-10-17,11278.0,Detox & Cleanse
146,2020-10-18,10973.0,Detox & Cleanse
147,2020-10-19,10973.0,Detox & Cleanse
148,2020-10-20,10973.0,Detox & Cleanse
149,2020-10-21,11381.0,Detox & Cleanse
150,2020-10-22,11253.0,Detox & Cleanse
151,2020-10-23,10865.0,Detox & Cleanse
152,2020-10-24,10865.0,Detox & Cleanse
153,2020-10-25,10865.0,Detox & Cleanse
154,2020-10-26,9698.0,Detox & Cleanse
155,2020-10-27,9698.0,Detox & Cleanse
156,2020-10-28,12586.0,Detox & Cleanse
157,2020-10-29,12586.0,Detox & Cleanse
158,2020-10-30,12586.0,Detox & Cleanse
159,2020-10-31,12798.0,Detox & Cleanse
160,2020-11-01,12798.0,Detox & Cleanse
161,2020-11-02,12798.0,Detox & Cleanse
162,2020-11-03,13595.0,Detox & Cleanse
163,2020-11-04,13595.0,Detox & Cleanse
164,2020-11-05,11469.0,Detox & Cleanse
165,2020-11-06,11469.0,Detox & Cleanse
166,2020-11-07,15303.0,Detox & Cleanse
167,2020-11-08,10454.0,Detox & Cleanse
168,2020-11-09,10454.0,Detox & Cleanse
169,2020-11-10,10454.0,Detox & Cleanse
170,2020-11-11,10454.0,Detox & Cleanse
171,2020-11-12,10454.0,Detox & Cleanse
172,2020-11-13,10454.0,Detox & Cleanse
173,2020-11-14,14072.0,Detox & Cleanse
174,2020-11-15,10129.0,Detox & Cleanse
175,2020-11-16,10129.0,Detox & Cleanse
176,2020-11-17,10129.0,Detox & Cleanse
177,2020-11-18,13868.0,Detox & Cleanse
178,2020-11-19,12822.0,Detox & Cleanse
179,2020-11-20,12822.0,Detox & Cleanse
180,2020-11-21,12822.0,Detox & Cleanse
181,2020-11-22,11967.0,Detox & Cleanse
182,2020-11-23,11967.0,Detox & Cleanse
183,2020-11-24,11967.0,Detox & Cleanse
184,2020-11-25,11967.0,Detox & Cleanse
185,2020-11-26,11967.0,Detox & Cleanse
186,2020-11-27,14491.0,Detox & Cleanse
187,2020-11-28,14491.0,Detox & Cleanse
188,2020-11-29,11322.0,Detox & Cleanse
189,2020-11-30,11053.0,Detox & Cleanse
190,2020-12-01,12291.0,Detox & Cleanse
191,2020-12-02,12291.0,Detox & Cleanse
192,2020-12-03,12995.0,Detox & Cleanse
193,2020-12-04,12995.0,Detox & Cleanse
194,2020-12-05,12995.0,Detox & Cleanse
195,2020-12-06,12995.0,Detox & Cleanse
196,2020-12-07,15250.0,Detox & Cleanse
197,2020-12-08,15250.0,Detox & Cleanse
198,2020-12-09,15250.0,Detox & Cleanse
199,2020-12-10,15468.0,Detox & Cleanse
200,2020-12-11,17523.0,Detox & Cleanse
201,2020-12-12,17523.0,Detox & Cleanse
202,2020-12-13,17523.0,Detox & Cleanse
203,2020-12-14,16937.0,Detox & Cleanse
204,2020-12-15,16937.0,Detox & Cleanse
205,2020-12-16,16937.0,Detox & Cleanse
206,2020-12-17,15948.0,Detox & Cleanse
207,2020-12-18,15948.0,Detox & Cleanse
208,2020-12-19,15948.0,Detox & Cleanse
209,2020-12-20,18505.0,Detox & Cleanse
210,2020-12-21,20318.0,Detox & Cleanse
211,2020-12-22,16250.0,Detox & Cleanse
212,2020-12-23,14250.0,Detox & Cleanse
213,2020-12-24,14387.0,Detox & Cleanse
214,2020-12-25,14387.0,Detox & Cleanse
215,2020-12-26,14387.0,Detox & Cleanse
216,2020-12-27,6911.0,Detox & Cleanse
217,2020-12-28,6911.0,Detox & Cleanse
218,2020-12-29,5888.0,Detox & Cleanse
219,2020-12-30,5888.0,Detox & Cleanse
220,2020-12-31,5888.0,Detox & Cleanse
221,2021-01-01,5827.0,Detox & Cleanse
222,2021-01-02,5827.0,Detox & Cleanse
223,2021-01-03,5179.0,Detox & Cleanse
224,2021-01-04,5179.0,Detox & Cleanse
225,2021-01-05,5179.0,Detox & Cleanse
226,2021-01-06,8169.0,Detox & Cleanse
227,2021-01-07,8169.0,Detox & Cleanse
228,2021-01-08,7698.0,Detox & Cleanse
229,2021-01-09,7735.0,Detox & Cleanse
230,2021-01-10,7735.0,Detox & Cleanse
231,2021-01-11,9872.0,Detox & Cleanse
232,2021-01-12,10736.0,Detox & Cleanse
233,2021-01-13,10736.0,Detox & Cleanse
234,2021-01-14,10736.0,Detox & Cleanse
235,2021-01-15,10736.0,Detox & Cleanse
236,2021-01-16,10448.0,Detox & Cleanse
237,2021-01-17,10448.0,Detox & Cleanse
238,2021-01-18,10448.0,Detox & Cleanse
239,2021-01-19,10448.0,Detox & Cleanse
240,2021-01-20,9126.0,Detox & Cleanse
241,2021-01-21,9126.0,Detox & Cleanse
242,2021-01-22,10293.0,Detox & Cleanse
243,2021-01-23,10293.0,Detox & Cleanse
244,2021-01-24,10293.0,Detox & Cleanse
245,2021-01-25,8568.0,Detox & Cleanse
246,2021-01-26,8568.0,Detox & Cleanse
247,2021-01-27,8568.0,Detox & Cleanse
248,2021-01-28,9342.0,Detox & Cleanse
249,2021-01-29,9637.0,Detox & Cleanse
250,2021-01-30,9637.0,Detox & Cleanse
251,2021-01-31,9637.0,Detox & Cleanse
252,2021-02-01,9637.0,Detox & Cleanse
253,2021-02-02,9193.0,Detox & Cleanse
254,2021-02-03,9193.0,Detox & Cleanse
255,2021-02-04,9193.0,Detox & Cleanse
256,2021-02-05,11372.0,Detox & Cleanse
257,2021-02-06,11372.0,Detox & Cleanse
258,2021-02-07,11372.0,Detox & Cleanse
259,2021-02-08,11910.0,Detox & Cleanse
260,2021-02-09,11910.0,Detox & Cleanse
261,2021-02-10,11910.0,Detox & Cleanse
262,2021-02-11,12049.0,Detox & Cleanse
263,2021-02-12,12049.0,Detox & Cleanse
264,2021-02-13,12049.0,Detox & Cleanse
265,2021-02-14,9974.0,Detox & Cleanse
266,2021-02-15,9974.0,Detox & Cleanse
267,2021-02-16,10674.0,Detox & Cleanse
268,2021-02-17,10674.0,Detox & Cleanse
269,2021-02-18,10674.0,Detox & Cleanse
270,2021-02-19,9014.0,Detox & Cleanse
271,2021-02-20,9878.0,Detox & Cleanse
272,2021-02-21,9878.0,Detox & Cleanse
273,2021-02-22,9878.0,Detox & Cleanse
274,2021-02-23,10207.0,Detox & Cleanse
275,2021-02-24,10480.0,Detox & Cleanse
276,2021-02-25,10480.0,Detox & Cleanse
277,2021-02-26,9701.0,Detox & Cleanse
278,2021-02-27,9701.0,Detox & Cleanse
279,2021-02-28,9701.0,Detox & Cleanse
280,2021-03-01,9241.0,Detox & Cleanse
281,2021-03-02,9241.0,Detox & Cleanse
282,2021-03-03,9241.0,Detox & Cleanse
283,2021-03-04,10284.0,Detox & Cleanse
284,2021-03-05,10284.0,Detox & Cleanse
285,2021-03-06,10284.0,Detox & Cleanse
286,2021-03-07,8221.0,Detox & Cleanse
287,2021-03-08,7487.0,Detox & Cleanse
288,2021-03-09,7584.0,Detox & Cleanse
289,2021-03-10,7452.0,Detox & Cleanse
290,2021-03-11,7452.0,Detox & Cleanse
291,2021-03-12,7452.0,Detox & Cleanse
292,2021-03-13,7859.0,Detox & Cleanse
293,2021-03-14,7859.0,Detox & Cleanse
294,2021-03-15,7859.0,Detox & Cleanse
295,2021-03-16,8229.0,Detox & Cleanse
296,2021-03-17,8581.0,Detox & Cleanse
297,2021-03-18,8581.0,Detox & Cleanse
298,2021-03-19,8581.0,Detox & Cleanse
299,2021-03-20,6988.0,Detox & Cleanse
300,2021-03-21,7157.0,Detox & Cleanse
301,2021-03-22,7157.0,Detox & Cleanse
302,2021-03-23,7157.0,Detox & Cleanse
303,2021-03-24,6437.0,Detox & Cleanse
304,2021-03-25,6437.0,Detox & Cleanse
305,2021-03-26,5435.0,Detox & Cleanse
306,2021-03-27,5435.0,Detox & Cleanse
307,2021-03-28,5435.0,Detox & Cleanse
308,2021-03-29,5406.0,Detox & Cleanse
309,2021-03-30,5406.0,Detox & Cleanse
310,2021-03-31,5990.0,Detox & Cleanse
311,2021-04-01,5990.0,Detox & Cleanse
312,2021-04-02,5990.0,Detox & Cleanse
313,2021-04-03,7199.0,Detox & Cleanse
314,2021-04-04,6423.0,Detox & Cleanse
315,2021-04-05,6423.0,Detox & Cleanse
316,2021-04-06,6423.0,Detox & Cleanse
317,2021-04-07,8374.0,Detox & Cleanse
318,2021-04-08,8374.0,Detox & Cleanse
319,2021-04-09,8830.0,Detox & Cleanse
320,2021-04-10,8830.0,Detox & Cleanse
321,2021-04-11,8830.0,Detox & Cleanse
322,2021-04-12,7183.0,Detox & Cleanse
323,2021-04-13,8134.0,Detox & Cleanse
324,2021-04-14,8134.0,Detox & Cleanse
325,2021-04-15,8623.0,Detox & Cleanse
326,2021-04-16,8623.0,Detox & Cleanse
327,2021-04-17,8623.0,Detox & Cleanse
328,2021-04-18,10176.0,Detox & Cleanse
329,2021-04-19,10176.0,Detox & Cleanse
330,2021-04-20,10276.0,Detox & Cleanse
331,2021-04-21,10506.0,Detox & Cleanse
332,2021-04-22,10506.0,Detox & Cleanse
333,2021-04-23,9078.0,Detox & Cleanse
334,2021-04-24,8336.0,Detox & Cleanse
335,2021-04-25,7870.0,Detox & Cleanse
336,2021-04-26,7870.0,Detox & Cleanse
337,2021-04-27,8137.0,Detox & Cleanse
338,2021-04-28,8520.0,Detox & Cleanse
339,2021-04-29,8819.0,Detox & Cleanse
340,2021-04-30,9735.0,Detox & Cleanse
341,2021-05-01,8804.0,Detox & Cleanse
342,2021-05-02,8804.0,Detox & Cleanse
343,2021-05-03,8607.0,Detox & Cleanse
344,2021-05-04,9104.0,Detox & Cleanse
345,2021-05-05,10831.0,Detox & Cleanse
346,2021-05-06,10831.0,Detox & Cleanse
347,2021-05-07,9376.0,Detox & Cleanse
348,2021-05-08,10032.0,Detox & Cleanse
349,2021-05-09,10032.0,Detox & Cleanse
350,2021-05-10,8521.0,Detox & Cleanse
351,2021-05-11,8521.0,Detox & Cleanse
352,2021-05-12,9454.0,Detox & Cleanse
353,2021-05-13,8943.0,Detox & Cleanse
354,2021-05-14,9770.0,Detox & Cleanse
355,2021-05-15,9544.0,Detox & Cleanse
356,2021-05-16,11337.0,Detox & Cleanse
357,2021-05-17,11337.0,Detox & Cleanse
358,2021-05-18,11337.0,Detox & Cleanse
359,2021-05-19,9428.0,Detox & Cleanse
360,2021-05-20,10193.0,Detox & Cleanse
361,2021-05-21,9286.0,Detox & Cleanse
362,2021-05-22,6934.0,Detox & Cleanse
363,2021-05-23,7817.0,Detox & Cleanse
364,2021-05-24,7910.0,Detox & Cleanse
365,2021-05-25,8709.0,Detox & Cleanse
366,2021-05-26,9272.0,Detox & Cleanse
367,2021-05-27,9272.0,Detox & Cleanse
368,2021-05-28,9060.0,Detox & Cleanse
369,2021-05-29,9060.0,Detox & Cleanse
370,2021-05-30,8753.0,Detox & Cleanse
371,2021-05-31,7657.0,Detox & Cleanse
372,2021-06-01,8584.0,Detox & Cleanse
373,2021-06-02,8070.0,Detox & Cleanse
374,2021-06-03,8070.0,Detox & Cleanse
375,2021-06-04,7744.0,Detox & Cleanse
376,2021-06-05,7558.0,Detox & Cleanse
377,2021-06-06,7558.0,Detox & Cleanse
378,2021-06-07,8308.0,Detox & Cleanse
379,2021-06-08,9147.0,Detox & Cleanse
380,2021-06-09,11325.0,Detox & Cleanse
381,2021-06-10,9254.0,Detox & Cleanse
382,2021-06-11,9254.0,Detox & Cleanse
383,2021-06-12,10017.0,Detox & Cleanse
384,2021-06-13,8759.0,Detox & Cleanse
385,2021-06-14,8759.0,Detox & Cleanse
386,2021-06-15,9178.0,Detox & Cleanse
387,2021-06-16,10215.0,Detox & Cleanse
388,2021-06-17,10215.0,Detox & Cleanse
389,2021-06-18,10215.0,Detox & Cleanse
390,2021-06-19,9066.0,Detox & Cleanse
391,2021-06-20,8561.0,Detox & Cleanse
392,2021-06-21,8554.0,Detox & Cleanse
393,2021-06-22,10963.0,Detox & Cleanse
394,2021-06-23,10963.0,Detox & Cleanse
395,2021-06-24,10963.0,Detox & Cleanse
396,2021-06-25,10481.0,Detox & Cleanse
397,2021-06-26,7417.0,Detox & Cleanse
398,2021-06-27,7417.0,Detox & Cleanse
399,2021-06-28,6999.0,Detox & Cleanse
400,2021-06-29,6999.0,Detox & Cleanse
401,2021-06-30,7800.0,Detox & Cleanse
402,2021-07-01,7800.0,Detox & Cleanse
403,2021-07-02,7800.0,Detox & Cleanse
404,2021-07-03,10486.0,Detox & Cleanse
405,2021-07-04,11223.0,Detox & Cleanse
406,2021-07-05,11223.0,Detox & Cleanse
407,2021-07-06,9601.0,Detox & Cleanse
408,2021-07-07,7991.0,Detox & Cleanse
409,2021-07-08,7991.0,Detox & Cleanse
410,2021-07-09,8377.0,Detox & Cleanse
411,2021-07-10,9075.0,Detox & Cleanse
412,2021-07-11,7525.0,Detox & Cleanse
