,date,value,name_B08CR9RGXG
0,2020-07-12,21059.0,Poly & Plastic Packaging Bags
1,2020-07-13,21059.0,Poly & Plastic Packaging Bags
2,2020-07-14,14914.0,Poly & Plastic Packaging Bags
3,2020-07-15,14914.0,Poly & Plastic Packaging Bags
4,2020-07-16,14914.0,Poly & Plastic Packaging Bags
5,2020-07-17,14914.0,Poly & Plastic Packaging Bags
6,2020-07-18,14914.0,Poly & Plastic Packaging Bags
7,2020-07-19,13132.0,Poly & Plastic Packaging Bags
8,2020-07-20,10016.0,Poly & Plastic Packaging Bags
9,2020-07-21,10016.0,Poly & Plastic Packaging Bags
10,2020-07-22,8755.0,Poly & Plastic Packaging Bags
11,2020-07-23,8755.0,Poly & Plastic Packaging Bags
12,2020-07-24,3754.0,Poly & Plastic Packaging Bags
13,2020-07-25,3754.0,Poly & Plastic Packaging Bags
14,2020-07-26,3754.0,Poly & Plastic Packaging Bags
15,2020-07-27,6102.0,Poly & Plastic Packaging Bags
16,2020-07-28,5047.0,Poly & Plastic Packaging Bags
17,2020-07-29,7444.0,Poly & Plastic Packaging Bags
18,2020-07-30,7444.0,Poly & Plastic Packaging Bags
19,2020-07-31,6047.0,Poly & Plastic Packaging Bags
20,2020-08-01,6752.0,Poly & Plastic Packaging Bags
21,2020-08-02,5326.0,Poly & Plastic Packaging Bags
22,2020-08-03,5326.0,Poly & Plastic Packaging Bags
23,2020-08-04,5326.0,Poly & Plastic Packaging Bags
24,2020-08-05,5326.0,Poly & Plastic Packaging Bags
25,2020-08-06,11051.0,Poly & Plastic Packaging Bags
26,2020-08-07,11051.0,Poly & Plastic Packaging Bags
27,2020-08-08,11051.0,Poly & Plastic Packaging Bags
28,2020-08-09,12181.0,Poly & Plastic Packaging Bags
29,2020-08-10,12181.0,Poly & Plastic Packaging Bags
30,2020-08-11,15071.0,Poly & Plastic Packaging Bags
31,2020-08-12,15071.0,Poly & Plastic Packaging Bags
32,2020-08-13,11245.0,Poly & Plastic Packaging Bags
33,2020-08-14,11245.0,Poly & Plastic Packaging Bags
34,2020-08-15,11245.0,Poly & Plastic Packaging Bags
35,2020-08-16,14857.0,Poly & Plastic Packaging Bags
36,2020-08-17,17712.0,Poly & Plastic Packaging Bags
37,2020-08-18,17712.0,Poly & Plastic Packaging Bags
38,2020-08-19,21643.0,Poly & Plastic Packaging Bags
39,2020-08-20,18874.0,Poly & Plastic Packaging Bags
40,2020-08-21,22033.0,Poly & Plastic Packaging Bags
41,2020-08-22,22033.0,Poly & Plastic Packaging Bags
42,2020-08-23,22033.0,Poly & Plastic Packaging Bags
43,2020-08-24,22033.0,Poly & Plastic Packaging Bags
44,2020-08-25,23192.0,Poly & Plastic Packaging Bags
45,2020-08-26,23192.0,Poly & Plastic Packaging Bags
46,2020-08-27,23192.0,Poly & Plastic Packaging Bags
47,2020-08-28,40842.0,Poly & Plastic Packaging Bags
48,2020-08-29,40842.0,Poly & Plastic Packaging Bags
49,2020-08-30,40842.0,Poly & Plastic Packaging Bags
50,2020-08-31,20307.0,Poly & Plastic Packaging Bags
51,2020-09-01,20307.0,Poly & Plastic Packaging Bags
52,2020-09-02,24258.0,Poly & Plastic Packaging Bags
53,2020-09-03,24258.0,Poly & Plastic Packaging Bags
54,2020-09-04,24258.0,Poly & Plastic Packaging Bags
55,2020-09-05,47780.0,Poly & Plastic Packaging Bags
56,2020-09-06,31330.0,Poly & Plastic Packaging Bags
57,2020-09-07,23911.0,Poly & Plastic Packaging Bags
58,2020-09-08,23911.0,Poly & Plastic Packaging Bags
59,2020-09-09,23911.0,Poly & Plastic Packaging Bags
60,2020-09-10,28806.0,Poly & Plastic Packaging Bags
61,2020-09-11,26417.0,Poly & Plastic Packaging Bags
62,2020-09-12,26417.0,Poly & Plastic Packaging Bags
63,2020-09-13,26417.0,Poly & Plastic Packaging Bags
64,2020-09-14,14345.0,Poly & Plastic Packaging Bags
65,2020-09-15,14345.0,Poly & Plastic Packaging Bags
66,2020-09-16,17894.0,Poly & Plastic Packaging Bags
67,2020-09-17,17894.0,Poly & Plastic Packaging Bags
68,2020-09-18,32168.0,Poly & Plastic Packaging Bags
69,2020-09-19,32168.0,Poly & Plastic Packaging Bags
70,2020-09-20,32168.0,Poly & Plastic Packaging Bags
71,2020-09-21,22038.0,Poly & Plastic Packaging Bags
72,2020-09-22,40069.0,Poly & Plastic Packaging Bags
73,2020-09-23,40069.0,Poly & Plastic Packaging Bags
74,2020-09-24,24351.0,Poly & Plastic Packaging Bags
75,2020-09-25,24351.0,Poly & Plastic Packaging Bags
76,2020-09-26,24351.0,Poly & Plastic Packaging Bags
77,2020-09-27,24351.0,Poly & Plastic Packaging Bags
78,2020-09-28,32978.0,Poly & Plastic Packaging Bags
79,2020-09-29,43130.0,Poly & Plastic Packaging Bags
80,2020-09-30,43130.0,Poly & Plastic Packaging Bags
81,2020-10-01,21562.0,Poly & Plastic Packaging Bags
82,2020-10-02,21562.0,Poly & Plastic Packaging Bags
83,2020-10-03,63737.0,Poly & Plastic Packaging Bags
84,2020-10-04,63737.0,Poly & Plastic Packaging Bags
85,2020-10-05,63737.0,Poly & Plastic Packaging Bags
86,2020-10-06,63737.0,Poly & Plastic Packaging Bags
87,2020-10-07,35504.0,Poly & Plastic Packaging Bags
88,2020-10-08,35504.0,Poly & Plastic Packaging Bags
89,2020-10-09,14114.0,Poly & Plastic Packaging Bags
90,2020-10-10,14114.0,Poly & Plastic Packaging Bags
91,2020-10-11,14114.0,Poly & Plastic Packaging Bags
92,2020-10-12,60646.0,Poly & Plastic Packaging Bags
93,2020-10-13,60646.0,Poly & Plastic Packaging Bags
94,2020-10-14,60646.0,Poly & Plastic Packaging Bags
95,2020-10-15,60646.0,Poly & Plastic Packaging Bags
96,2020-10-16,13339.0,Poly & Plastic Packaging Bags
97,2020-10-17,13339.0,Poly & Plastic Packaging Bags
98,2020-10-18,14209.0,Poly & Plastic Packaging Bags
99,2020-10-19,15852.0,Poly & Plastic Packaging Bags
100,2020-10-20,15852.0,Poly & Plastic Packaging Bags
101,2020-10-21,15852.0,Poly & Plastic Packaging Bags
102,2020-10-22,15852.0,Poly & Plastic Packaging Bags
103,2020-10-23,15852.0,Poly & Plastic Packaging Bags
104,2020-10-24,15708.0,Poly & Plastic Packaging Bags
105,2020-10-25,15708.0,Poly & Plastic Packaging Bags
106,2020-10-26,8417.0,Poly & Plastic Packaging Bags
107,2020-10-27,8417.0,Poly & Plastic Packaging Bags
108,2020-10-28,8417.0,Poly & Plastic Packaging Bags
109,2020-10-29,12946.0,Poly & Plastic Packaging Bags
110,2020-10-30,12946.0,Poly & Plastic Packaging Bags
111,2020-10-31,12946.0,Poly & Plastic Packaging Bags
112,2020-11-01,12946.0,Poly & Plastic Packaging Bags
113,2020-11-02,12946.0,Poly & Plastic Packaging Bags
114,2020-11-03,13592.0,Poly & Plastic Packaging Bags
115,2020-11-04,13592.0,Poly & Plastic Packaging Bags
116,2020-11-05,7783.0,Poly & Plastic Packaging Bags
117,2020-11-06,9070.0,Poly & Plastic Packaging Bags
118,2020-11-07,11903.0,Poly & Plastic Packaging Bags
119,2020-11-08,11903.0,Poly & Plastic Packaging Bags
120,2020-11-09,11903.0,Poly & Plastic Packaging Bags
121,2020-11-10,10290.0,Poly & Plastic Packaging Bags
122,2020-11-11,8441.0,Poly & Plastic Packaging Bags
123,2020-11-12,12199.0,Poly & Plastic Packaging Bags
124,2020-11-13,12199.0,Poly & Plastic Packaging Bags
125,2020-11-14,12199.0,Poly & Plastic Packaging Bags
126,2020-11-15,6379.0,Poly & Plastic Packaging Bags
127,2020-11-16,8008.0,Poly & Plastic Packaging Bags
128,2020-11-17,8742.0,Poly & Plastic Packaging Bags
129,2020-11-18,5809.0,Poly & Plastic Packaging Bags
130,2020-11-19,8494.0,Poly & Plastic Packaging Bags
131,2020-11-20,8494.0,Poly & Plastic Packaging Bags
132,2020-11-21,8494.0,Poly & Plastic Packaging Bags
133,2020-11-22,8494.0,Poly & Plastic Packaging Bags
134,2020-11-23,8156.0,Poly & Plastic Packaging Bags
135,2020-11-24,5403.0,Poly & Plastic Packaging Bags
136,2020-11-25,4752.0,Poly & Plastic Packaging Bags
137,2020-11-26,4752.0,Poly & Plastic Packaging Bags
138,2020-11-27,4752.0,Poly & Plastic Packaging Bags
139,2020-11-28,3208.0,Poly & Plastic Packaging Bags
140,2020-11-29,4470.0,Poly & Plastic Packaging Bags
141,2020-11-30,4324.0,Poly & Plastic Packaging Bags
142,2020-12-01,3182.0,Poly & Plastic Packaging Bags
143,2020-12-02,3522.0,Poly & Plastic Packaging Bags
144,2020-12-03,6395.0,Poly & Plastic Packaging Bags
145,2020-12-04,8529.0,Poly & Plastic Packaging Bags
146,2020-12-05,8529.0,Poly & Plastic Packaging Bags
147,2020-12-06,6150.0,Poly & Plastic Packaging Bags
148,2020-12-07,6150.0,Poly & Plastic Packaging Bags
149,2020-12-08,4911.0,Poly & Plastic Packaging Bags
150,2020-12-09,6115.0,Poly & Plastic Packaging Bags
151,2020-12-10,6115.0,Poly & Plastic Packaging Bags
152,2020-12-11,6115.0,Poly & Plastic Packaging Bags
153,2020-12-12,6115.0,Poly & Plastic Packaging Bags
154,2020-12-13,6115.0,Poly & Plastic Packaging Bags
155,2020-12-14,6115.0,Poly & Plastic Packaging Bags
156,2020-12-15,9779.0,Poly & Plastic Packaging Bags
157,2020-12-16,9779.0,Poly & Plastic Packaging Bags
158,2020-12-17,10575.0,Poly & Plastic Packaging Bags
159,2020-12-18,7522.0,Poly & Plastic Packaging Bags
160,2020-12-19,7522.0,Poly & Plastic Packaging Bags
161,2020-12-20,11925.0,Poly & Plastic Packaging Bags
162,2020-12-21,11925.0,Poly & Plastic Packaging Bags
163,2020-12-22,11925.0,Poly & Plastic Packaging Bags
164,2020-12-23,6245.0,Poly & Plastic Packaging Bags
165,2020-12-24,6245.0,Poly & Plastic Packaging Bags
166,2020-12-25,6245.0,Poly & Plastic Packaging Bags
167,2020-12-26,6245.0,Poly & Plastic Packaging Bags
168,2020-12-27,9721.0,Poly & Plastic Packaging Bags
169,2020-12-28,12435.0,Poly & Plastic Packaging Bags
170,2020-12-29,12133.0,Poly & Plastic Packaging Bags
171,2020-12-30,12133.0,Poly & Plastic Packaging Bags
172,2020-12-31,12133.0,Poly & Plastic Packaging Bags
173,2021-01-01,12133.0,Poly & Plastic Packaging Bags
174,2021-01-02,13956.0,Poly & Plastic Packaging Bags
175,2021-01-03,13956.0,Poly & Plastic Packaging Bags
176,2021-01-04,6725.0,Poly & Plastic Packaging Bags
177,2021-01-05,9805.0,Poly & Plastic Packaging Bags
178,2021-01-06,10412.0,Poly & Plastic Packaging Bags
179,2021-01-07,8079.0,Poly & Plastic Packaging Bags
180,2021-01-08,6724.0,Poly & Plastic Packaging Bags
181,2021-01-09,5631.0,Poly & Plastic Packaging Bags
182,2021-01-10,6069.0,Poly & Plastic Packaging Bags
183,2021-01-11,6069.0,Poly & Plastic Packaging Bags
184,2021-01-12,6195.0,Poly & Plastic Packaging Bags
185,2021-01-13,2864.0,Poly & Plastic Packaging Bags
186,2021-01-14,2864.0,Poly & Plastic Packaging Bags
187,2021-01-15,3333.0,Poly & Plastic Packaging Bags
188,2021-01-16,2085.0,Poly & Plastic Packaging Bags
189,2021-01-17,2267.0,Poly & Plastic Packaging Bags
190,2021-01-18,2540.0,Poly & Plastic Packaging Bags
191,2021-01-19,2779.0,Poly & Plastic Packaging Bags
192,2021-01-20,2779.0,Poly & Plastic Packaging Bags
193,2021-01-21,3271.0,Poly & Plastic Packaging Bags
194,2021-01-22,3271.0,Poly & Plastic Packaging Bags
195,2021-01-23,3649.0,Poly & Plastic Packaging Bags
196,2021-01-24,3649.0,Poly & Plastic Packaging Bags
197,2021-01-25,5480.0,Poly & Plastic Packaging Bags
198,2021-01-26,4994.0,Poly & Plastic Packaging Bags
199,2021-01-27,4994.0,Poly & Plastic Packaging Bags
200,2021-01-28,3113.0,Poly & Plastic Packaging Bags
201,2021-01-29,4001.0,Poly & Plastic Packaging Bags
202,2021-01-30,4001.0,Poly & Plastic Packaging Bags
203,2021-01-31,2472.0,Poly & Plastic Packaging Bags
204,2021-02-01,3363.0,Poly & Plastic Packaging Bags
205,2021-02-02,3363.0,Poly & Plastic Packaging Bags
206,2021-02-03,3012.0,Poly & Plastic Packaging Bags
207,2021-02-04,3012.0,Poly & Plastic Packaging Bags
208,2021-02-05,3012.0,Poly & Plastic Packaging Bags
209,2021-02-06,3012.0,Poly & Plastic Packaging Bags
210,2021-02-07,5239.0,Poly & Plastic Packaging Bags
211,2021-02-08,5201.0,Poly & Plastic Packaging Bags
212,2021-02-09,5201.0,Poly & Plastic Packaging Bags
213,2021-02-10,3472.0,Poly & Plastic Packaging Bags
214,2021-02-11,3472.0,Poly & Plastic Packaging Bags
215,2021-02-12,4693.0,Poly & Plastic Packaging Bags
216,2021-02-13,5400.0,Poly & Plastic Packaging Bags
217,2021-02-14,5400.0,Poly & Plastic Packaging Bags
218,2021-02-15,6479.0,Poly & Plastic Packaging Bags
219,2021-02-16,6479.0,Poly & Plastic Packaging Bags
220,2021-02-17,6132.0,Poly & Plastic Packaging Bags
221,2021-02-18,6132.0,Poly & Plastic Packaging Bags
222,2021-02-19,6774.0,Poly & Plastic Packaging Bags
223,2021-02-20,6774.0,Poly & Plastic Packaging Bags
224,2021-02-21,6774.0,Poly & Plastic Packaging Bags
225,2021-02-22,6371.0,Poly & Plastic Packaging Bags
226,2021-02-23,6371.0,Poly & Plastic Packaging Bags
227,2021-02-24,7057.0,Poly & Plastic Packaging Bags
228,2021-02-25,7057.0,Poly & Plastic Packaging Bags
229,2021-02-26,7057.0,Poly & Plastic Packaging Bags
230,2021-02-27,7057.0,Poly & Plastic Packaging Bags
231,2021-02-28,7057.0,Poly & Plastic Packaging Bags
232,2021-03-01,11209.0,Poly & Plastic Packaging Bags
233,2021-03-02,11907.0,Poly & Plastic Packaging Bags
234,2021-03-03,12347.0,Poly & Plastic Packaging Bags
235,2021-03-04,8650.0,Poly & Plastic Packaging Bags
236,2021-03-05,9665.0,Poly & Plastic Packaging Bags
237,2021-03-06,9665.0,Poly & Plastic Packaging Bags
238,2021-03-07,9665.0,Poly & Plastic Packaging Bags
239,2021-03-08,8537.0,Poly & Plastic Packaging Bags
240,2021-03-09,8537.0,Poly & Plastic Packaging Bags
241,2021-03-10,6066.0,Poly & Plastic Packaging Bags
242,2021-03-11,6066.0,Poly & Plastic Packaging Bags
243,2021-03-12,6145.0,Poly & Plastic Packaging Bags
244,2021-03-13,6145.0,Poly & Plastic Packaging Bags
245,2021-03-14,6333.0,Poly & Plastic Packaging Bags
246,2021-03-15,6333.0,Poly & Plastic Packaging Bags
247,2021-03-16,4634.0,Poly & Plastic Packaging Bags
248,2021-03-17,4634.0,Poly & Plastic Packaging Bags
249,2021-03-18,5932.0,Poly & Plastic Packaging Bags
250,2021-03-19,5391.0,Poly & Plastic Packaging Bags
251,2021-03-20,13232.0,Poly & Plastic Packaging Bags
252,2021-03-21,13232.0,Poly & Plastic Packaging Bags
253,2021-03-22,13232.0,Poly & Plastic Packaging Bags
254,2021-03-23,13232.0,Poly & Plastic Packaging Bags
255,2021-03-24,13232.0,Poly & Plastic Packaging Bags
256,2021-03-25,32915.0,Poly & Plastic Packaging Bags
257,2021-03-26,33905.0,Poly & Plastic Packaging Bags
258,2021-03-27,33905.0,Poly & Plastic Packaging Bags
259,2021-03-28,33905.0,Poly & Plastic Packaging Bags
260,2021-03-29,37276.0,Poly & Plastic Packaging Bags
261,2021-03-30,31689.0,Poly & Plastic Packaging Bags
262,2021-03-31,31689.0,Poly & Plastic Packaging Bags
263,2021-04-01,31689.0,Poly & Plastic Packaging Bags
264,2021-04-02,11944.0,Poly & Plastic Packaging Bags
265,2021-04-03,11944.0,Poly & Plastic Packaging Bags
266,2021-04-04,6094.0,Poly & Plastic Packaging Bags
267,2021-04-05,6094.0,Poly & Plastic Packaging Bags
268,2021-04-06,6094.0,Poly & Plastic Packaging Bags
269,2021-04-07,5159.0,Poly & Plastic Packaging Bags
270,2021-04-08,6036.0,Poly & Plastic Packaging Bags
271,2021-04-09,6036.0,Poly & Plastic Packaging Bags
272,2021-04-10,4481.0,Poly & Plastic Packaging Bags
273,2021-04-11,4481.0,Poly & Plastic Packaging Bags
274,2021-04-12,5299.0,Poly & Plastic Packaging Bags
275,2021-04-13,5360.0,Poly & Plastic Packaging Bags
276,2021-04-14,5360.0,Poly & Plastic Packaging Bags
277,2021-04-15,5360.0,Poly & Plastic Packaging Bags
278,2021-04-16,3942.0,Poly & Plastic Packaging Bags
279,2021-04-17,5132.0,Poly & Plastic Packaging Bags
280,2021-04-18,5132.0,Poly & Plastic Packaging Bags
281,2021-04-19,5132.0,Poly & Plastic Packaging Bags
282,2021-04-20,4274.0,Poly & Plastic Packaging Bags
283,2021-04-21,4274.0,Poly & Plastic Packaging Bags
284,2021-04-22,6348.0,Poly & Plastic Packaging Bags
285,2021-04-23,6348.0,Poly & Plastic Packaging Bags
286,2021-04-24,6348.0,Poly & Plastic Packaging Bags
287,2021-04-25,11271.0,Poly & Plastic Packaging Bags
288,2021-04-26,11271.0,Poly & Plastic Packaging Bags
289,2021-04-27,7572.0,Poly & Plastic Packaging Bags
290,2021-04-28,7572.0,Poly & Plastic Packaging Bags
291,2021-04-29,7572.0,Poly & Plastic Packaging Bags
292,2021-04-30,8351.0,Poly & Plastic Packaging Bags
293,2021-05-01,8351.0,Poly & Plastic Packaging Bags
294,2021-05-02,8351.0,Poly & Plastic Packaging Bags
295,2021-05-03,6702.0,Poly & Plastic Packaging Bags
296,2021-05-04,5484.0,Poly & Plastic Packaging Bags
297,2021-05-05,7095.0,Poly & Plastic Packaging Bags
298,2021-05-06,7095.0,Poly & Plastic Packaging Bags
299,2021-05-07,7095.0,Poly & Plastic Packaging Bags
300,2021-05-08,4802.0,Poly & Plastic Packaging Bags
301,2021-05-09,4802.0,Poly & Plastic Packaging Bags
302,2021-05-10,4802.0,Poly & Plastic Packaging Bags
303,2021-05-11,5206.0,Poly & Plastic Packaging Bags
304,2021-05-12,5206.0,Poly & Plastic Packaging Bags
305,2021-05-13,3393.0,Poly & Plastic Packaging Bags
306,2021-05-14,3702.0,Poly & Plastic Packaging Bags
307,2021-05-15,3702.0,Poly & Plastic Packaging Bags
308,2021-05-16,3148.0,Poly & Plastic Packaging Bags
309,2021-05-17,3148.0,Poly & Plastic Packaging Bags
310,2021-05-18,4885.0,Poly & Plastic Packaging Bags
