,date,value,name_B07CRLFNDG
659,2020-02-20,49110.0,Bath Towels
660,2020-02-21,49110.0,Bath Towels
661,2020-02-22,31022.0,Bath Towels
662,2020-02-23,31022.0,Bath Towels
663,2020-02-24,31022.0,Bath Towels
664,2020-02-25,31022.0,Bath Towels
665,2020-02-26,31022.0,Bath Towels
666,2020-02-27,33835.0,Bath Towels
667,2020-02-28,33835.0,Bath Towels
668,2020-02-29,33835.0,Bath Towels
669,2020-03-01,33835.0,Bath Towels
670,2020-03-02,33835.0,Bath Towels
671,2020-03-03,47568.0,Bath Towels
672,2020-03-04,47568.0,Bath Towels
673,2020-03-05,47568.0,Bath Towels
674,2020-03-06,47568.0,Bath Towels
675,2020-03-07,47568.0,Bath Towels
676,2020-03-08,47568.0,Bath Towels
677,2020-03-09,47568.0,Bath Towels
678,2020-03-10,47568.0,Bath Towels
679,2020-03-11,47568.0,Bath Towels
680,2020-03-12,47568.0,Bath Towels
681,2020-03-13,47568.0,Bath Towels
682,2020-03-14,47568.0,Bath Towels
683,2020-03-15,-1.0,Bath Towels
