,date,value,name_B01K6IIFKM
102,2018-10-21,60300.0,Accessories
103,2018-10-22,60300.0,Accessories
104,2018-10-23,64880.0,Accessories
105,2018-10-24,64880.0,Accessories
106,2018-10-25,64880.0,Accessories
107,2018-10-26,64880.0,Accessories
108,2018-10-27,77481.0,Accessories
109,2018-10-28,75831.0,Accessories
110,2018-10-29,85170.0,Accessories
111,2018-10-30,38255.0,Accessories
112,2018-10-31,46240.0,Accessories
113,2018-11-01,41021.0,Accessories
114,2018-11-02,41021.0,Accessories
115,2018-11-03,34300.0,Accessories
116,2018-11-04,44351.0,Accessories
117,2018-11-05,44351.0,Accessories
118,2018-11-06,44351.0,Accessories
119,2018-11-07,44351.0,Accessories
120,2018-11-08,44351.0,Accessories
121,2018-11-09,44351.0,Accessories
122,2018-11-10,44351.0,Accessories
123,2018-11-11,103130.0,Accessories
124,2018-11-12,58520.0,Accessories
125,2018-11-13,58520.0,Accessories
126,2018-11-14,64703.0,Accessories
127,2018-11-15,64703.0,Accessories
128,2018-11-16,64703.0,Accessories
129,2018-11-17,103039.0,Accessories
130,2018-11-18,106847.0,Accessories
131,2018-11-19,106847.0,Accessories
132,2018-11-20,91933.0,Accessories
133,2018-11-21,134105.0,Accessories
134,2018-11-22,134105.0,Accessories
135,2018-11-23,134105.0,Accessories
136,2018-11-24,114432.0,Accessories
137,2018-11-25,104758.0,Accessories
138,2018-11-26,157031.0,Accessories
139,2018-11-27,91555.0,Accessories
140,2018-11-28,91555.0,Accessories
141,2018-11-29,83451.0,Accessories
142,2018-11-30,83451.0,Accessories
143,2018-12-01,83451.0,Accessories
144,2018-12-02,83451.0,Accessories
145,2018-12-03,83451.0,Accessories
146,2018-12-04,182589.0,Accessories
147,2018-12-05,182589.0,Accessories
148,2018-12-06,143819.0,Accessories
149,2018-12-07,143819.0,Accessories
150,2018-12-08,143819.0,Accessories
151,2018-12-09,143819.0,Accessories
152,2018-12-10,165899.0,Accessories
153,2018-12-11,165899.0,Accessories
154,2018-12-12,165899.0,Accessories
155,2018-12-13,165899.0,Accessories
156,2018-12-14,144908.0,Accessories
157,2018-12-15,144908.0,Accessories
158,2018-12-16,222570.0,Accessories
159,2018-12-17,222570.0,Accessories
160,2018-12-18,222570.0,Accessories
161,2018-12-19,222570.0,Accessories
162,2018-12-20,222570.0,Accessories
163,2018-12-21,222570.0,Accessories
164,2018-12-22,222570.0,Accessories
165,2018-12-23,222570.0,Accessories
166,2018-12-24,169986.0,Accessories
167,2018-12-25,169986.0,Accessories
168,2018-12-26,179484.0,Accessories
169,2018-12-27,257004.0,Accessories
170,2018-12-28,257004.0,Accessories
171,2018-12-29,257004.0,Accessories
172,2018-12-30,257004.0,Accessories
173,2018-12-31,257004.0,Accessories
174,2019-01-01,125994.0,Accessories
175,2019-01-02,125994.0,Accessories
176,2019-01-03,125994.0,Accessories
177,2019-01-04,125994.0,Accessories
178,2019-01-05,125994.0,Accessories
179,2019-01-06,125994.0,Accessories
180,2019-01-07,165845.0,Accessories
181,2019-01-08,165845.0,Accessories
182,2019-01-09,165845.0,Accessories
183,2019-01-10,165845.0,Accessories
184,2019-01-11,165845.0,Accessories
185,2019-01-12,165845.0,Accessories
186,2019-01-13,93536.0,Accessories
187,2019-01-14,93536.0,Accessories
188,2019-01-15,81153.0,Accessories
189,2019-01-16,81153.0,Accessories
190,2019-01-17,81153.0,Accessories
191,2019-01-18,81153.0,Accessories
192,2019-01-19,111290.0,Accessories
193,2019-01-20,54216.0,Accessories
194,2019-01-21,54216.0,Accessories
195,2019-01-22,54216.0,Accessories
196,2019-01-23,124657.0,Accessories
197,2019-01-24,124657.0,Accessories
198,2019-01-25,124657.0,Accessories
199,2019-01-26,172062.0,Accessories
200,2019-01-27,140736.0,Accessories
201,2019-01-28,140736.0,Accessories
202,2019-01-29,78157.0,Accessories
203,2019-01-30,78157.0,Accessories
204,2019-01-31,80397.0,Accessories
205,2019-02-01,80397.0,Accessories
206,2019-02-02,53560.0,Accessories
207,2019-02-03,53560.0,Accessories
208,2019-02-04,53560.0,Accessories
209,2019-02-05,53560.0,Accessories
210,2019-02-06,53560.0,Accessories
211,2019-02-07,75121.0,Accessories
212,2019-02-08,50411.0,Accessories
213,2019-02-09,50411.0,Accessories
214,2019-02-10,47876.0,Accessories
215,2019-02-11,47876.0,Accessories
216,2019-02-12,76176.0,Accessories
217,2019-02-13,53720.0,Accessories
218,2019-02-14,53720.0,Accessories
219,2019-02-15,83450.0,Accessories
220,2019-02-16,83450.0,Accessories
221,2019-02-17,83450.0,Accessories
222,2019-02-18,83450.0,Accessories
223,2019-02-19,83450.0,Accessories
224,2019-02-20,83450.0,Accessories
225,2019-02-21,48930.0,Accessories
226,2019-02-22,48930.0,Accessories
227,2019-02-23,48930.0,Accessories
228,2019-02-24,49221.0,Accessories
229,2019-02-25,49221.0,Accessories
230,2019-02-26,50763.0,Accessories
231,2019-02-27,41378.0,Accessories
232,2019-02-28,47189.0,Accessories
233,2019-03-01,46438.0,Accessories
234,2019-03-02,67652.0,Accessories
235,2019-03-03,50603.0,Accessories
236,2019-03-04,57649.0,Accessories
237,2019-03-05,47162.0,Accessories
238,2019-03-06,47162.0,Accessories
239,2019-03-07,47162.0,Accessories
240,2019-03-08,47162.0,Accessories
241,2019-03-09,47162.0,Accessories
242,2019-03-10,35334.0,Accessories
243,2019-03-11,53720.0,Accessories
244,2019-03-12,33601.0,Accessories
245,2019-03-13,56663.0,Accessories
246,2019-03-14,37245.0,Accessories
247,2019-03-15,38408.0,Accessories
248,2019-03-16,33058.0,Accessories
249,2019-03-17,32195.0,Accessories
250,2019-03-18,33630.0,Accessories
251,2019-03-19,33223.0,Accessories
252,2019-03-20,33223.0,Accessories
253,2019-03-21,38356.0,Accessories
254,2019-03-22,30138.0,Accessories
255,2019-03-23,30138.0,Accessories
256,2019-03-24,38411.0,Accessories
257,2019-03-25,48221.0,Accessories
258,2019-03-26,49066.0,Accessories
259,2019-03-27,39312.0,Accessories
260,2019-03-28,32638.0,Accessories
261,2019-03-29,41842.0,Accessories
262,2019-03-30,23550.0,Accessories
263,2019-03-31,23550.0,Accessories
264,2019-04-01,23550.0,Accessories
265,2019-04-02,23550.0,Accessories
266,2019-04-03,23550.0,Accessories
267,2019-04-04,23550.0,Accessories
268,2019-04-05,23550.0,Accessories
269,2019-04-06,25731.0,Accessories
270,2019-04-07,22610.0,Accessories
271,2019-04-08,22494.0,Accessories
272,2019-04-09,7892.0,Accessories
273,2019-04-10,7892.0,Accessories
274,2019-04-11,14876.0,Accessories
275,2019-04-12,13350.0,Accessories
276,2019-04-13,18949.0,Accessories
277,2019-04-14,18949.0,Accessories
278,2019-04-15,14937.0,Accessories
279,2019-04-16,11334.0,Accessories
280,2019-04-17,12705.0,Accessories
281,2019-04-18,8736.0,Accessories
282,2019-04-19,13088.0,Accessories
283,2019-04-20,13088.0,Accessories
284,2019-04-21,12172.0,Accessories
285,2019-04-22,13927.0,Accessories
286,2019-04-23,7016.0,Accessories
287,2019-04-24,8151.0,Accessories
288,2019-04-25,10608.0,Accessories
289,2019-04-26,12108.0,Accessories
290,2019-04-27,12108.0,Accessories
291,2019-04-28,31388.0,Accessories
292,2019-04-29,31388.0,Accessories
293,2019-04-30,77519.0,Accessories
294,2019-05-01,77519.0,Accessories
295,2019-05-02,77519.0,Accessories
296,2019-05-03,77519.0,Accessories
297,2019-05-04,132927.0,Accessories
298,2019-05-05,132927.0,Accessories
299,2019-05-06,51910.0,Accessories
300,2019-05-07,57761.0,Accessories
301,2019-05-08,31077.0,Accessories
302,2019-05-09,32279.0,Accessories
303,2019-05-10,41737.0,Accessories
304,2019-05-11,41737.0,Accessories
305,2019-05-12,30952.0,Accessories
306,2019-05-13,22247.0,Accessories
307,2019-05-14,22355.0,Accessories
308,2019-05-15,13915.0,Accessories
309,2019-05-16,17505.0,Accessories
310,2019-05-17,9962.0,Accessories
311,2019-05-18,6503.0,Accessories
312,2019-05-19,6200.0,Accessories
313,2019-05-20,4681.0,Accessories
314,2019-05-21,2715.0,Accessories
315,2019-05-22,2456.0,Accessories
316,2019-05-23,3766.0,Accessories
317,2019-05-24,3476.0,Accessories
318,2019-05-25,4468.0,Accessories
319,2019-05-26,3669.0,Accessories
320,2019-05-27,3009.0,Accessories
321,2019-05-28,3237.0,Accessories
322,2019-05-29,3581.0,Accessories
323,2019-05-30,3284.0,Accessories
324,2019-05-31,3629.0,Accessories
325,2019-06-01,3722.0,Accessories
326,2019-06-02,3490.0,Accessories
327,2019-06-03,3435.0,Accessories
328,2019-06-04,3670.0,Accessories
329,2019-06-05,5796.0,Accessories
330,2019-06-06,4618.0,Accessories
331,2019-06-07,4255.0,Accessories
332,2019-06-08,3733.0,Accessories
333,2019-06-09,6025.0,Accessories
334,2019-06-10,10519.0,Accessories
335,2019-06-11,15131.0,Accessories
336,2019-06-12,22207.0,Accessories
337,2019-06-13,23790.0,Accessories
338,2019-06-14,35757.0,Accessories
339,2019-06-15,35244.0,Accessories
340,2019-06-16,35244.0,Accessories
341,2019-06-17,35244.0,Accessories
342,2019-06-18,56371.0,Accessories
343,2019-06-19,54362.0,Accessories
344,2019-06-20,45641.0,Accessories
345,2019-06-21,45641.0,Accessories
346,2019-06-22,64086.0,Accessories
347,2019-06-23,64086.0,Accessories
348,2019-06-24,46443.0,Accessories
349,2019-06-25,46443.0,Accessories
350,2019-06-26,31135.0,Accessories
351,2019-06-27,31135.0,Accessories
352,2019-06-28,13822.0,Accessories
353,2019-06-29,11606.0,Accessories
354,2019-06-30,9255.0,Accessories
355,2019-07-01,6921.0,Accessories
356,2019-07-02,6962.0,Accessories
357,2019-07-03,6901.0,Accessories
358,2019-07-04,5356.0,Accessories
359,2019-07-05,6987.0,Accessories
360,2019-07-06,8441.0,Accessories
361,2019-07-07,6798.0,Accessories
362,2019-07-08,7499.0,Accessories
363,2019-07-09,6767.0,Accessories
364,2019-07-10,7975.0,Accessories
365,2019-07-11,6811.0,Accessories
366,2019-07-12,5163.0,Accessories
367,2019-07-13,5163.0,Accessories
368,2019-07-14,7248.0,Accessories
369,2019-07-15,10801.0,Accessories
370,2019-07-16,10801.0,Accessories
371,2019-07-17,10922.0,Accessories
372,2019-07-18,7212.0,Accessories
373,2019-07-19,6686.0,Accessories
374,2019-07-20,6686.0,Accessories
375,2019-07-21,6839.0,Accessories
376,2019-07-22,8335.0,Accessories
377,2019-07-23,8335.0,Accessories
378,2019-07-24,7360.0,Accessories
379,2019-07-25,7360.0,Accessories
380,2019-07-26,7538.0,Accessories
381,2019-07-27,10717.0,Accessories
382,2019-07-28,11702.0,Accessories
383,2019-07-29,14682.0,Accessories
384,2019-07-30,14682.0,Accessories
385,2019-07-31,12506.0,Accessories
386,2019-08-01,17477.0,Accessories
387,2019-08-02,27757.0,Accessories
388,2019-08-03,26958.0,Accessories
389,2019-08-04,38154.0,Accessories
390,2019-08-05,38154.0,Accessories
391,2019-08-06,38154.0,Accessories
392,2019-08-07,41016.0,Accessories
393,2019-08-08,41016.0,Accessories
394,2019-08-09,48764.0,Accessories
395,2019-08-10,48764.0,Accessories
396,2019-08-11,61860.0,Accessories
397,2019-08-12,53134.0,Accessories
398,2019-08-13,53134.0,Accessories
399,2019-08-14,28745.0,Accessories
400,2019-08-15,26845.0,Accessories
401,2019-08-16,26845.0,Accessories
402,2019-08-17,41194.0,Accessories
403,2019-08-18,41194.0,Accessories
404,2019-08-19,53346.0,Accessories
405,2019-08-20,53346.0,Accessories
406,2019-08-21,29665.0,Accessories
407,2019-08-22,29665.0,Accessories
408,2019-08-23,30564.0,Accessories
409,2019-08-24,26574.0,Accessories
410,2019-08-25,39661.0,Accessories
411,2019-08-26,65884.0,Accessories
412,2019-08-27,65884.0,Accessories
413,2019-08-28,33461.0,Accessories
414,2019-08-29,33461.0,Accessories
415,2019-08-30,22742.0,Accessories
416,2019-08-31,39515.0,Accessories
417,2019-09-01,39515.0,Accessories
418,2019-09-02,59303.0,Accessories
419,2019-09-03,59303.0,Accessories
420,2019-09-04,41858.0,Accessories
421,2019-09-05,41858.0,Accessories
422,2019-09-06,41858.0,Accessories
423,2019-09-07,41858.0,Accessories
424,2019-09-08,44668.0,Accessories
425,2019-09-09,54846.0,Accessories
426,2019-09-10,54846.0,Accessories
427,2019-09-11,54846.0,Accessories
428,2019-09-12,44675.0,Accessories
429,2019-09-13,45730.0,Accessories
430,2019-09-14,70530.0,Accessories
431,2019-09-15,79697.0,Accessories
432,2019-09-16,104664.0,Accessories
433,2019-09-17,104664.0,Accessories
434,2019-09-18,104664.0,Accessories
435,2019-09-19,63973.0,Accessories
436,2019-09-20,63973.0,Accessories
437,2019-09-21,80977.0,Accessories
438,2019-09-22,80977.0,Accessories
439,2019-09-23,80977.0,Accessories
440,2019-09-24,50415.0,Accessories
441,2019-09-25,50415.0,Accessories
442,2019-09-26,62603.0,Accessories
443,2019-09-27,62603.0,Accessories
444,2019-09-28,62603.0,Accessories
445,2019-09-29,84527.0,Accessories
446,2019-09-30,84527.0,Accessories
447,2019-10-01,75236.0,Accessories
448,2019-10-02,75236.0,Accessories
449,2019-10-03,75236.0,Accessories
450,2019-10-04,69992.0,Accessories
451,2019-10-05,69992.0,Accessories
452,2019-10-06,69992.0,Accessories
453,2019-10-07,113273.0,Accessories
454,2019-10-08,113273.0,Accessories
455,2019-10-09,113273.0,Accessories
456,2019-10-10,113273.0,Accessories
457,2019-10-11,46816.0,Accessories
458,2019-10-12,46816.0,Accessories
459,2019-10-13,114803.0,Accessories
460,2019-10-14,148938.0,Accessories
461,2019-10-15,148938.0,Accessories
462,2019-10-16,148938.0,Accessories
463,2019-10-17,99569.0,Accessories
464,2019-10-18,99569.0,Accessories
465,2019-10-19,170031.0,Accessories
466,2019-10-20,170031.0,Accessories
467,2019-10-21,170031.0,Accessories
468,2019-10-22,118524.0,Accessories
469,2019-10-23,118524.0,Accessories
470,2019-10-24,125012.0,Accessories
471,2019-10-25,61639.0,Accessories
472,2019-10-26,61639.0,Accessories
473,2019-10-27,147459.0,Accessories
474,2019-10-28,147459.0,Accessories
475,2019-10-29,81435.0,Accessories
476,2019-10-30,81435.0,Accessories
477,2019-10-31,81435.0,Accessories
478,2019-11-01,107957.0,Accessories
479,2019-11-02,107957.0,Accessories
480,2019-11-03,107957.0,Accessories
481,2019-11-04,173574.0,Accessories
482,2019-11-05,173574.0,Accessories
483,2019-11-06,173574.0,Accessories
484,2019-11-07,168065.0,Accessories
485,2019-11-08,168065.0,Accessories
486,2019-11-09,168065.0,Accessories
487,2019-11-10,168065.0,Accessories
488,2019-11-11,168065.0,Accessories
489,2019-11-12,92511.0,Accessories
490,2019-11-13,92511.0,Accessories
491,2019-11-14,92511.0,Accessories
492,2019-11-15,225155.0,Accessories
493,2019-11-16,225155.0,Accessories
494,2019-11-17,225155.0,Accessories
495,2019-11-18,148927.0,Accessories
496,2019-11-19,132574.0,Accessories
497,2019-11-20,132574.0,Accessories
498,2019-11-21,132574.0,Accessories
499,2019-11-22,191451.0,Accessories
500,2019-11-23,191451.0,Accessories
501,2019-11-24,191451.0,Accessories
502,2019-11-25,268197.0,Accessories
503,2019-11-26,249466.0,Accessories
504,2019-11-27,249466.0,Accessories
505,2019-11-28,249466.0,Accessories
506,2019-11-29,302371.0,Accessories
507,2019-11-30,302371.0,Accessories
508,2019-12-01,302371.0,Accessories
509,2019-12-02,323760.0,Accessories
510,2019-12-03,323760.0,Accessories
511,2019-12-04,323760.0,Accessories
512,2019-12-05,378489.0,Accessories
513,2019-12-06,378489.0,Accessories
514,2019-12-07,378489.0,Accessories
515,2019-12-08,378489.0,Accessories
516,2019-12-09,299673.0,Accessories
517,2019-12-10,299673.0,Accessories
518,2019-12-11,299673.0,Accessories
519,2019-12-12,223680.0,Accessories
520,2019-12-13,258423.0,Accessories
521,2019-12-14,258423.0,Accessories
522,2019-12-15,258423.0,Accessories
523,2019-12-16,258423.0,Accessories
524,2019-12-17,258423.0,Accessories
525,2019-12-18,258423.0,Accessories
526,2019-12-19,258423.0,Accessories
527,2019-12-20,296760.0,Accessories
528,2019-12-21,296760.0,Accessories
529,2019-12-22,219903.0,Accessories
530,2019-12-23,219903.0,Accessories
531,2019-12-24,219903.0,Accessories
532,2019-12-25,219903.0,Accessories
533,2019-12-26,219903.0,Accessories
534,2019-12-27,219903.0,Accessories
535,2019-12-28,117904.0,Accessories
536,2019-12-29,117904.0,Accessories
537,2019-12-30,117904.0,Accessories
538,2019-12-31,117904.0,Accessories
539,2020-01-01,117904.0,Accessories
540,2020-01-02,117904.0,Accessories
541,2020-01-03,162989.0,Accessories
542,2020-01-04,162989.0,Accessories
543,2020-01-05,162989.0,Accessories
544,2020-01-06,162989.0,Accessories
545,2020-01-07,175255.0,Accessories
546,2020-01-08,175255.0,Accessories
547,2020-01-09,175255.0,Accessories
548,2020-01-10,177135.0,Accessories
549,2020-01-11,223486.0,Accessories
550,2020-01-12,223486.0,Accessories
551,2020-01-13,223486.0,Accessories
552,2020-01-14,200163.0,Accessories
553,2020-01-15,200163.0,Accessories
554,2020-01-16,200163.0,Accessories
555,2020-01-17,200163.0,Accessories
556,2020-01-18,200163.0,Accessories
557,2020-01-19,200163.0,Accessories
558,2020-01-20,155887.0,Accessories
559,2020-01-21,273876.0,Accessories
560,2020-01-22,118000.0,Accessories
561,2020-01-23,118000.0,Accessories
562,2020-01-24,118000.0,Accessories
563,2020-01-25,118000.0,Accessories
564,2020-01-26,118000.0,Accessories
565,2020-01-27,118000.0,Accessories
566,2020-01-28,145756.0,Accessories
567,2020-01-29,145756.0,Accessories
568,2020-01-30,145756.0,Accessories
569,2020-01-31,145756.0,Accessories
570,2020-02-01,145756.0,Accessories
571,2020-02-02,145756.0,Accessories
572,2020-02-03,145756.0,Accessories
573,2020-02-04,157623.0,Accessories
574,2020-02-05,157623.0,Accessories
575,2020-02-06,153023.0,Accessories
576,2020-02-07,153023.0,Accessories
577,2020-02-08,153023.0,Accessories
578,2020-02-09,155701.0,Accessories
579,2020-02-10,155701.0,Accessories
580,2020-02-11,155701.0,Accessories
581,2020-02-12,155701.0,Accessories
582,2020-02-13,105155.0,Accessories
583,2020-02-14,105155.0,Accessories
584,2020-02-15,105155.0,Accessories
585,2020-02-16,105155.0,Accessories
586,2020-02-17,105155.0,Accessories
587,2020-02-18,105155.0,Accessories
588,2020-02-19,179323.0,Accessories
589,2020-02-20,179323.0,Accessories
590,2020-02-21,179323.0,Accessories
591,2020-02-22,98066.0,Accessories
592,2020-02-23,98066.0,Accessories
593,2020-02-24,151293.0,Accessories
594,2020-02-25,193903.0,Accessories
595,2020-02-26,210436.0,Accessories
596,2020-02-27,210436.0,Accessories
597,2020-02-28,97259.0,Accessories
598,2020-02-29,97259.0,Accessories
599,2020-03-01,97259.0,Accessories
600,2020-03-02,97259.0,Accessories
601,2020-03-03,97259.0,Accessories
602,2020-03-04,189767.0,Accessories
603,2020-03-05,149959.0,Accessories
604,2020-03-06,149959.0,Accessories
605,2020-03-07,265910.0,Accessories
606,2020-03-08,265910.0,Accessories
607,2020-03-09,265910.0,Accessories
608,2020-03-10,265910.0,Accessories
609,2020-03-11,265910.0,Accessories
610,2020-03-12,265910.0,Accessories
611,2020-03-13,265910.0,Accessories
612,2020-03-14,265910.0,Accessories
613,2020-03-15,265910.0,Accessories
614,2020-03-16,265910.0,Accessories
615,2020-03-17,265910.0,Accessories
616,2020-03-18,265910.0,Accessories
617,2020-03-19,126842.0,Accessories
618,2020-03-20,126842.0,Accessories
619,2020-03-21,126842.0,Accessories
620,2020-03-22,133253.0,Accessories
621,2020-03-23,133253.0,Accessories
622,2020-03-24,133253.0,Accessories
623,2020-03-25,237699.0,Accessories
624,2020-03-26,237699.0,Accessories
625,2020-03-27,155522.0,Accessories
626,2020-03-28,155522.0,Accessories
627,2020-03-29,155522.0,Accessories
628,2020-03-30,155522.0,Accessories
629,2020-03-31,155522.0,Accessories
630,2020-04-01,178344.0,Accessories
631,2020-04-02,178344.0,Accessories
632,2020-04-03,178344.0,Accessories
633,2020-04-04,86984.0,Accessories
634,2020-04-05,86984.0,Accessories
635,2020-04-06,86984.0,Accessories
636,2020-04-07,100725.0,Accessories
637,2020-04-08,100725.0,Accessories
638,2020-04-09,100725.0,Accessories
639,2020-04-10,82156.0,Accessories
640,2020-04-11,82156.0,Accessories
641,2020-04-12,82156.0,Accessories
642,2020-04-13,82156.0,Accessories
643,2020-04-14,82156.0,Accessories
644,2020-04-15,82156.0,Accessories
645,2020-04-16,82156.0,Accessories
646,2020-04-17,82156.0,Accessories
647,2020-04-18,82156.0,Accessories
648,2020-04-19,82156.0,Accessories
649,2020-04-20,98370.0,Accessories
650,2020-04-21,98370.0,Accessories
651,2020-04-22,98370.0,Accessories
652,2020-04-23,98370.0,Accessories
653,2020-04-24,98370.0,Accessories
654,2020-04-25,98370.0,Accessories
655,2020-04-26,55066.0,Accessories
656,2020-04-27,36134.0,Accessories
657,2020-04-28,36134.0,Accessories
658,2020-04-29,36134.0,Accessories
659,2020-04-30,36134.0,Accessories
660,2020-05-01,36134.0,Accessories
661,2020-05-02,36134.0,Accessories
662,2020-05-03,36134.0,Accessories
663,2020-05-04,51333.0,Accessories
664,2020-05-05,46966.0,Accessories
665,2020-05-06,46966.0,Accessories
666,2020-05-07,46966.0,Accessories
667,2020-05-08,46966.0,Accessories
668,2020-05-09,41754.0,Accessories
669,2020-05-10,41754.0,Accessories
670,2020-05-11,41754.0,Accessories
671,2020-05-12,41754.0,Accessories
672,2020-05-13,41754.0,Accessories
673,2020-05-14,41754.0,Accessories
674,2020-05-15,41754.0,Accessories
675,2020-05-16,41754.0,Accessories
676,2020-05-17,41754.0,Accessories
677,2020-05-18,41754.0,Accessories
678,2020-05-19,41754.0,Accessories
679,2020-05-20,268386.0,Accessories
680,2020-05-21,268386.0,Accessories
681,2020-05-22,268386.0,Accessories
682,2020-05-23,128755.0,Accessories
683,2020-05-24,128755.0,Accessories
684,2020-05-25,128755.0,Accessories
685,2020-05-26,128755.0,Accessories
686,2020-05-27,15950.0,Accessories
687,2020-05-28,15950.0,Accessories
688,2020-05-29,15950.0,Accessories
689,2020-05-30,15950.0,Accessories
690,2020-05-31,11939.0,Accessories
691,2020-06-01,11939.0,Accessories
692,2020-06-02,11939.0,Accessories
693,2020-06-03,8049.0,Accessories
694,2020-06-04,8049.0,Accessories
695,2020-06-05,8049.0,Accessories
696,2020-06-06,4583.0,Accessories
697,2020-06-07,5860.0,Accessories
698,2020-06-08,5860.0,Accessories
699,2020-06-09,6967.0,Accessories
700,2020-06-10,6967.0,Accessories
701,2020-06-11,4614.0,Accessories
702,2020-06-12,4614.0,Accessories
703,2020-06-13,4614.0,Accessories
704,2020-06-14,6838.0,Accessories
705,2020-06-15,7957.0,Accessories
706,2020-06-16,7957.0,Accessories
707,2020-06-17,7957.0,Accessories
708,2020-06-18,7727.0,Accessories
709,2020-06-19,6965.0,Accessories
710,2020-06-20,6965.0,Accessories
711,2020-06-21,7000.0,Accessories
712,2020-06-22,7000.0,Accessories
713,2020-06-23,4132.0,Accessories
714,2020-06-24,3519.0,Accessories
715,2020-06-25,3519.0,Accessories
716,2020-06-26,3472.0,Accessories
717,2020-06-27,3472.0,Accessories
718,2020-06-28,3472.0,Accessories
719,2020-06-29,5868.0,Accessories
720,2020-06-30,5310.0,Accessories
721,2020-07-01,5546.0,Accessories
722,2020-07-02,5573.0,Accessories
723,2020-07-03,6426.0,Accessories
724,2020-07-04,6426.0,Accessories
725,2020-07-05,5988.0,Accessories
726,2020-07-06,5988.0,Accessories
727,2020-07-07,6757.0,Accessories
728,2020-07-08,5776.0,Accessories
729,2020-07-09,5776.0,Accessories
730,2020-07-10,5776.0,Accessories
731,2020-07-11,5878.0,Accessories
732,2020-07-12,5878.0,Accessories
733,2020-07-13,5878.0,Accessories
734,2020-07-14,8256.0,Accessories
