,date,value,name_B07PZ7WJ1H
0,2019-03-27,20605.0,Cups
1,2019-03-28,20605.0,Cups
2,2019-03-29,20605.0,Cups
3,2019-03-30,16200.0,Cups
4,2019-03-31,16200.0,Cups
5,2019-04-01,14667.0,Cups
6,2019-04-02,15468.0,Cups
7,2019-04-03,15468.0,Cups
8,2019-04-04,15468.0,Cups
9,2019-04-05,11279.0,Cups
10,2019-04-06,11279.0,Cups
11,2019-04-07,11279.0,Cups
12,2019-04-08,23090.0,Cups
13,2019-04-09,23090.0,Cups
14,2019-04-10,14635.0,Cups
15,2019-04-11,14635.0,Cups
16,2019-04-12,11210.0,Cups
17,2019-04-13,11210.0,Cups
18,2019-04-14,23028.0,Cups
19,2019-04-15,23028.0,Cups
20,2019-04-16,12327.0,Cups
21,2019-04-17,12327.0,Cups
22,2019-04-18,12327.0,Cups
23,2019-04-19,11667.0,Cups
24,2019-04-20,11667.0,Cups
25,2019-04-21,8894.0,Cups
26,2019-04-22,8894.0,Cups
27,2019-04-23,15610.0,Cups
28,2019-04-24,15610.0,Cups
29,2019-04-25,15610.0,Cups
30,2019-04-26,8019.0,Cups
31,2019-04-27,14132.0,Cups
32,2019-04-28,14132.0,Cups
33,2019-04-29,8201.0,Cups
34,2019-04-30,8201.0,Cups
35,2019-05-01,4450.0,Cups
36,2019-05-02,4107.0,Cups
37,2019-05-03,4107.0,Cups
38,2019-05-04,5749.0,Cups
39,2019-05-05,6682.0,Cups
40,2019-05-06,6682.0,Cups
41,2019-05-07,6682.0,Cups
42,2019-05-08,5055.0,Cups
43,2019-05-09,5055.0,Cups
44,2019-05-10,5055.0,Cups
45,2019-05-11,9532.0,Cups
46,2019-05-12,9532.0,Cups
47,2019-05-13,12017.0,Cups
48,2019-05-14,6489.0,Cups
49,2019-05-15,6956.0,Cups
50,2019-05-16,6956.0,Cups
51,2019-05-17,-1.0,Cups
52,2019-05-18,-1.0,Cups
53,2019-05-19,-1.0,Cups
54,2019-05-20,34782.0,Cups
55,2019-05-21,41555.0,Cups
56,2019-05-22,22686.0,Cups
57,2019-05-23,20329.0,Cups
58,2019-05-24,24617.0,Cups
59,2019-05-25,24617.0,Cups
60,2019-05-26,31409.0,Cups
61,2019-05-27,31409.0,Cups
62,2019-05-28,29012.0,Cups
63,2019-05-29,29012.0,Cups
64,2019-05-30,29012.0,Cups
65,2019-05-31,27100.0,Cups
66,2019-06-01,33003.0,Cups
67,2019-06-02,33003.0,Cups
68,2019-06-03,33003.0,Cups
69,2019-06-04,22760.0,Cups
70,2019-06-05,19055.0,Cups
71,2019-06-06,16154.0,Cups
72,2019-06-07,23459.0,Cups
73,2019-06-08,14238.0,Cups
74,2019-06-09,14238.0,Cups
75,2019-06-10,14238.0,Cups
76,2019-06-11,8437.0,Cups
77,2019-06-12,12743.0,Cups
78,2019-06-13,11066.0,Cups
79,2019-06-14,11066.0,Cups
80,2019-06-15,11899.0,Cups
81,2019-06-16,14280.0,Cups
82,2019-06-17,14280.0,Cups
83,2019-06-18,17698.0,Cups
84,2019-06-19,25454.0,Cups
85,2019-06-20,25454.0,Cups
86,2019-06-21,10665.0,Cups
87,2019-06-22,15080.0,Cups
88,2019-06-23,15551.0,Cups
89,2019-06-24,15654.0,Cups
90,2019-06-25,19369.0,Cups
91,2019-06-26,19369.0,Cups
92,2019-06-27,15769.0,Cups
93,2019-06-28,15435.0,Cups
94,2019-06-29,15435.0,Cups
95,2019-06-30,21283.0,Cups
96,2019-07-01,21283.0,Cups
97,2019-07-02,21283.0,Cups
98,2019-07-03,21283.0,Cups
99,2019-07-04,14477.0,Cups
100,2019-07-05,15629.0,Cups
101,2019-07-06,23017.0,Cups
102,2019-07-07,13619.0,Cups
103,2019-07-08,13619.0,Cups
104,2019-07-09,22942.0,Cups
105,2019-07-10,17857.0,Cups
106,2019-07-11,11787.0,Cups
107,2019-07-12,11787.0,Cups
108,2019-07-13,18132.0,Cups
109,2019-07-14,18132.0,Cups
110,2019-07-15,23545.0,Cups
111,2019-07-16,21109.0,Cups
112,2019-07-17,21109.0,Cups
113,2019-07-18,21109.0,Cups
114,2019-07-19,28830.0,Cups
115,2019-07-20,28830.0,Cups
116,2019-07-21,23593.0,Cups
117,2019-07-22,23593.0,Cups
118,2019-07-23,23593.0,Cups
119,2019-07-24,15455.0,Cups
120,2019-07-25,14903.0,Cups
121,2019-07-26,21016.0,Cups
122,2019-07-27,17560.0,Cups
123,2019-07-28,17560.0,Cups
124,2019-07-29,13072.0,Cups
125,2019-07-30,12797.0,Cups
126,2019-07-31,12631.0,Cups
127,2019-08-01,17663.0,Cups
128,2019-08-02,17663.0,Cups
129,2019-08-03,17663.0,Cups
130,2019-08-04,15923.0,Cups
131,2019-08-05,17217.0,Cups
132,2019-08-06,17217.0,Cups
133,2019-08-07,10074.0,Cups
134,2019-08-08,10074.0,Cups
135,2019-08-09,12451.0,Cups
136,2019-08-10,16783.0,Cups
137,2019-08-11,16783.0,Cups
138,2019-08-12,16783.0,Cups
139,2019-08-13,13107.0,Cups
140,2019-08-14,12791.0,Cups
141,2019-08-15,12791.0,Cups
142,2019-08-16,11084.0,Cups
143,2019-08-17,11490.0,Cups
144,2019-08-18,10928.0,Cups
145,2019-08-19,17558.0,Cups
146,2019-08-20,17558.0,Cups
147,2019-08-21,17558.0,Cups
148,2019-08-22,11602.0,Cups
149,2019-08-23,11715.0,Cups
150,2019-08-24,9564.0,Cups
151,2019-08-25,9564.0,Cups
152,2019-08-26,17721.0,Cups
153,2019-08-27,15843.0,Cups
154,2019-08-28,9630.0,Cups
155,2019-08-29,10268.0,Cups
156,2019-08-30,11614.0,Cups
157,2019-08-31,11614.0,Cups
158,2019-09-01,11614.0,Cups
159,2019-09-02,19907.0,Cups
160,2019-09-03,19907.0,Cups
161,2019-09-04,12626.0,Cups
162,2019-09-05,8977.0,Cups
163,2019-09-06,14701.0,Cups
164,2019-09-07,19701.0,Cups
165,2019-09-08,26843.0,Cups
166,2019-09-09,26843.0,Cups
167,2019-09-10,12911.0,Cups
168,2019-09-11,14056.0,Cups
169,2019-09-12,14851.0,Cups
170,2019-09-13,17571.0,Cups
171,2019-09-14,10624.0,Cups
172,2019-09-15,20108.0,Cups
173,2019-09-16,19136.0,Cups
174,2019-09-17,15433.0,Cups
175,2019-09-18,14940.0,Cups
176,2019-09-19,14503.0,Cups
177,2019-09-20,22244.0,Cups
178,2019-09-21,18276.0,Cups
179,2019-09-22,19182.0,Cups
180,2019-09-23,21065.0,Cups
181,2019-09-24,18583.0,Cups
182,2019-09-25,14833.0,Cups
183,2019-09-26,13781.0,Cups
184,2019-09-27,14404.0,Cups
185,2019-09-28,23520.0,Cups
186,2019-09-29,18591.0,Cups
187,2019-09-30,24984.0,Cups
188,2019-10-01,23115.0,Cups
189,2019-10-02,18684.0,Cups
190,2019-10-03,19482.0,Cups
191,2019-10-04,19259.0,Cups
192,2019-10-05,18170.0,Cups
193,2019-10-06,18170.0,Cups
194,2019-10-07,19157.0,Cups
195,2019-10-08,19157.0,Cups
196,2019-10-09,22637.0,Cups
197,2019-10-10,22637.0,Cups
198,2019-10-11,19234.0,Cups
199,2019-10-12,19234.0,Cups
200,2019-10-13,19234.0,Cups
201,2019-10-14,37488.0,Cups
202,2019-10-15,37488.0,Cups
203,2019-10-16,18193.0,Cups
204,2019-10-17,16979.0,Cups
205,2019-10-18,17963.0,Cups
206,2019-10-19,17270.0,Cups
207,2019-10-20,14089.0,Cups
208,2019-10-21,20657.0,Cups
209,2019-10-22,18493.0,Cups
210,2019-10-23,17860.0,Cups
211,2019-10-24,15167.0,Cups
212,2019-10-25,15286.0,Cups
213,2019-10-26,21680.0,Cups
214,2019-10-27,17446.0,Cups
215,2019-10-28,26587.0,Cups
216,2019-10-29,29259.0,Cups
217,2019-10-30,14651.0,Cups
218,2019-10-31,14651.0,Cups
219,2019-11-01,14667.0,Cups
220,2019-11-02,20067.0,Cups
221,2019-11-03,20067.0,Cups
222,2019-11-04,15896.0,Cups
223,2019-11-05,15896.0,Cups
224,2019-11-06,14796.0,Cups
225,2019-11-07,14796.0,Cups
226,2019-11-08,19483.0,Cups
227,2019-11-09,19483.0,Cups
228,2019-11-10,19483.0,Cups
229,2019-11-11,39721.0,Cups
230,2019-11-12,39721.0,Cups
231,2019-11-13,39721.0,Cups
232,2019-11-14,21556.0,Cups
233,2019-11-15,21556.0,Cups
234,2019-11-16,21556.0,Cups
235,2019-11-17,26337.0,Cups
236,2019-11-18,26337.0,Cups
237,2019-11-19,26337.0,Cups
238,2019-11-20,22310.0,Cups
239,2019-11-21,22310.0,Cups
240,2019-11-22,22310.0,Cups
241,2019-11-23,22310.0,Cups
242,2019-11-24,22310.0,Cups
243,2019-11-25,29021.0,Cups
244,2019-11-26,29021.0,Cups
245,2019-11-27,29021.0,Cups
246,2019-11-28,27922.0,Cups
247,2019-11-29,27922.0,Cups
248,2019-11-30,27922.0,Cups
249,2019-12-01,27922.0,Cups
250,2019-12-02,41824.0,Cups
251,2019-12-03,41824.0,Cups
252,2019-12-04,30681.0,Cups
253,2019-12-05,30681.0,Cups
254,2019-12-06,30681.0,Cups
255,2019-12-07,30681.0,Cups
256,2019-12-08,27706.0,Cups
257,2019-12-09,30330.0,Cups
258,2019-12-10,30330.0,Cups
259,2019-12-11,30330.0,Cups
260,2019-12-12,28320.0,Cups
261,2019-12-13,28320.0,Cups
262,2019-12-14,28320.0,Cups
263,2019-12-15,28320.0,Cups
264,2019-12-16,28320.0,Cups
265,2019-12-17,28320.0,Cups
266,2019-12-18,28320.0,Cups
267,2019-12-19,45826.0,Cups
268,2019-12-20,48637.0,Cups
269,2019-12-21,48637.0,Cups
270,2019-12-22,46238.0,Cups
271,2019-12-23,46238.0,Cups
272,2019-12-24,57492.0,Cups
273,2019-12-25,57492.0,Cups
274,2019-12-26,57492.0,Cups
275,2019-12-27,57492.0,Cups
276,2019-12-28,57492.0,Cups
277,2019-12-29,57492.0,Cups
278,2019-12-30,24341.0,Cups
279,2019-12-31,24341.0,Cups
280,2020-01-01,24341.0,Cups
281,2020-01-02,24341.0,Cups
282,2020-01-03,38988.0,Cups
283,2020-01-04,25869.0,Cups
284,2020-01-05,25869.0,Cups
285,2020-01-06,25869.0,Cups
286,2020-01-07,39535.0,Cups
287,2020-01-08,39535.0,Cups
288,2020-01-09,39535.0,Cups
289,2020-01-10,39535.0,Cups
290,2020-01-11,39535.0,Cups
291,2020-01-12,50542.0,Cups
292,2020-01-13,50542.0,Cups
293,2020-01-14,50542.0,Cups
294,2020-01-15,26772.0,Cups
295,2020-01-16,21196.0,Cups
296,2020-01-17,21196.0,Cups
297,2020-01-18,21196.0,Cups
298,2020-01-19,21196.0,Cups
299,2020-01-20,21196.0,Cups
300,2020-01-21,21196.0,Cups
301,2020-01-22,21196.0,Cups
302,2020-01-23,21196.0,Cups
303,2020-01-24,21196.0,Cups
304,2020-01-25,21196.0,Cups
305,2020-01-26,21196.0,Cups
306,2020-01-27,24184.0,Cups
307,2020-01-28,24184.0,Cups
308,2020-01-29,24184.0,Cups
309,2020-01-30,24881.0,Cups
310,2020-01-31,24881.0,Cups
311,2020-02-01,24881.0,Cups
312,2020-02-02,24881.0,Cups
313,2020-02-03,24881.0,Cups
314,2020-02-04,37405.0,Cups
315,2020-02-05,37405.0,Cups
316,2020-02-06,37405.0,Cups
317,2020-02-07,37405.0,Cups
318,2020-02-08,37405.0,Cups
319,2020-02-09,37405.0,Cups
320,2020-02-10,36356.0,Cups
321,2020-02-11,28550.0,Cups
322,2020-02-12,28550.0,Cups
323,2020-02-13,28550.0,Cups
324,2020-02-14,41632.0,Cups
325,2020-02-15,41632.0,Cups
326,2020-02-16,41632.0,Cups
327,2020-02-17,33420.0,Cups
328,2020-02-18,33420.0,Cups
329,2020-02-19,33420.0,Cups
330,2020-02-20,21976.0,Cups
331,2020-02-21,21976.0,Cups
332,2020-02-22,21976.0,Cups
333,2020-02-23,21976.0,Cups
334,2020-02-24,21976.0,Cups
335,2020-02-25,30693.0,Cups
336,2020-02-26,30693.0,Cups
337,2020-02-27,30693.0,Cups
338,2020-02-28,22133.0,Cups
339,2020-02-29,22133.0,Cups
340,2020-03-01,22133.0,Cups
341,2020-03-02,22133.0,Cups
342,2020-03-03,29828.0,Cups
