,date,value,name_B07T29VVCH
156,2019-12-20,1030720.0,Accessories
157,2019-12-21,1030720.0,Accessories
158,2019-12-22,1148887.0,Accessories
159,2019-12-23,1148887.0,Accessories
160,2019-12-24,1148887.0,Accessories
161,2019-12-25,1148887.0,Accessories
162,2019-12-26,1148887.0,Accessories
163,2019-12-27,1148887.0,Accessories
164,2019-12-28,1145949.0,Accessories
165,2019-12-29,1145949.0,Accessories
166,2019-12-30,1145949.0,Accessories
167,2019-12-31,1145949.0,Accessories
168,2020-01-01,1145949.0,Accessories
169,2020-01-02,1145949.0,Accessories
170,2020-01-03,1145949.0,Accessories
171,2020-01-04,1145949.0,Accessories
172,2020-01-05,1145949.0,Accessories
173,2020-01-06,1145949.0,Accessories
174,2020-01-07,1145949.0,Accessories
175,2020-01-08,1145949.0,Accessories
176,2020-01-09,541313.0,Accessories
177,2020-01-10,541313.0,Accessories
178,2020-01-11,541313.0,Accessories
179,2020-01-12,541313.0,Accessories
180,2020-01-13,541313.0,Accessories
181,2020-01-14,541313.0,Accessories
182,2020-01-15,541313.0,Accessories
183,2020-01-16,541313.0,Accessories
184,2020-01-17,541313.0,Accessories
185,2020-01-18,541313.0,Accessories
186,2020-01-19,541313.0,Accessories
187,2020-01-20,541313.0,Accessories
188,2020-01-21,541313.0,Accessories
189,2020-01-22,884050.0,Accessories
190,2020-01-23,884050.0,Accessories
191,2020-01-24,884050.0,Accessories
192,2020-01-25,884050.0,Accessories
193,2020-01-26,884050.0,Accessories
194,2020-01-27,884050.0,Accessories
195,2020-01-28,884050.0,Accessories
196,2020-01-29,884050.0,Accessories
197,2020-01-30,884050.0,Accessories
198,2020-01-31,884050.0,Accessories
199,2020-02-01,884050.0,Accessories
200,2020-02-02,884050.0,Accessories
201,2020-02-03,499375.0,Accessories
202,2020-02-04,499375.0,Accessories
203,2020-02-05,499375.0,Accessories
204,2020-02-06,499375.0,Accessories
205,2020-02-07,499375.0,Accessories
206,2020-02-08,499375.0,Accessories
207,2020-02-09,499375.0,Accessories
208,2020-02-10,499375.0,Accessories
209,2020-02-11,499375.0,Accessories
210,2020-02-12,499375.0,Accessories
211,2020-02-13,499375.0,Accessories
212,2020-02-14,499375.0,Accessories
213,2020-02-15,260871.0,Accessories
214,2020-02-16,260871.0,Accessories
215,2020-02-17,260871.0,Accessories
216,2020-02-18,260871.0,Accessories
217,2020-02-19,260871.0,Accessories
218,2020-02-20,260871.0,Accessories
219,2020-02-21,260871.0,Accessories
220,2020-02-22,260871.0,Accessories
221,2020-02-23,260871.0,Accessories
222,2020-02-24,260871.0,Accessories
223,2020-02-25,260871.0,Accessories
224,2020-02-26,260871.0,Accessories
225,2020-02-27,260871.0,Accessories
226,2020-02-28,703403.0,Accessories
227,2020-02-29,703403.0,Accessories
228,2020-03-01,703403.0,Accessories
229,2020-03-02,703403.0,Accessories
230,2020-03-03,703403.0,Accessories
231,2020-03-04,703403.0,Accessories
232,2020-03-05,703403.0,Accessories
233,2020-03-06,703403.0,Accessories
234,2020-03-07,703403.0,Accessories
235,2020-03-08,703403.0,Accessories
236,2020-03-09,703403.0,Accessories
237,2020-03-10,703403.0,Accessories
238,2020-03-11,703403.0,Accessories
239,2020-03-12,703403.0,Accessories
240,2020-03-13,703403.0,Accessories
241,2020-03-14,703403.0,Accessories
242,2020-03-15,703403.0,Accessories
243,2020-03-16,703403.0,Accessories
244,2020-03-17,703403.0,Accessories
245,2020-03-18,703403.0,Accessories
246,2020-03-19,703403.0,Accessories
247,2020-03-20,703403.0,Accessories
248,2020-03-21,703403.0,Accessories
249,2020-03-22,703403.0,Accessories
250,2020-03-23,703403.0,Accessories
251,2020-03-24,703403.0,Accessories
252,2020-03-25,703403.0,Accessories
253,2020-03-26,546440.0,Accessories
254,2020-03-27,546440.0,Accessories
255,2020-03-28,546440.0,Accessories
256,2020-03-29,546440.0,Accessories
257,2020-03-30,546440.0,Accessories
258,2020-03-31,356481.0,Accessories
259,2020-04-01,356481.0,Accessories
260,2020-04-02,356481.0,Accessories
261,2020-04-03,356481.0,Accessories
262,2020-04-04,356481.0,Accessories
263,2020-04-05,356481.0,Accessories
264,2020-04-06,356481.0,Accessories
265,2020-04-07,356481.0,Accessories
266,2020-04-08,356481.0,Accessories
267,2020-04-09,356481.0,Accessories
268,2020-04-10,356481.0,Accessories
269,2020-04-11,356481.0,Accessories
270,2020-04-12,356481.0,Accessories
271,2020-04-13,356481.0,Accessories
272,2020-04-14,356481.0,Accessories
273,2020-04-15,356481.0,Accessories
274,2020-04-16,356481.0,Accessories
275,2020-04-17,356481.0,Accessories
276,2020-04-18,356481.0,Accessories
277,2020-04-19,356481.0,Accessories
278,2020-04-20,356481.0,Accessories
279,2020-04-21,356481.0,Accessories
280,2020-04-22,356481.0,Accessories
281,2020-04-23,356481.0,Accessories
282,2020-04-24,356481.0,Accessories
283,2020-04-25,356481.0,Accessories
284,2020-04-26,356481.0,Accessories
285,2020-04-27,356481.0,Accessories
286,2020-04-28,356481.0,Accessories
287,2020-04-29,356481.0,Accessories
288,2020-04-30,356481.0,Accessories
289,2020-05-01,356481.0,Accessories
290,2020-05-02,356481.0,Accessories
291,2020-05-03,356481.0,Accessories
292,2020-05-04,473454.0,Accessories
293,2020-05-05,473454.0,Accessories
294,2020-05-06,473454.0,Accessories
295,2020-05-07,495241.0,Accessories
296,2020-05-08,495241.0,Accessories
297,2020-05-09,495241.0,Accessories
298,2020-05-10,495241.0,Accessories
299,2020-05-11,495241.0,Accessories
300,2020-05-12,495241.0,Accessories
301,2020-05-13,495241.0,Accessories
302,2020-05-14,495241.0,Accessories
303,2020-05-15,495241.0,Accessories
304,2020-05-16,495241.0,Accessories
305,2020-05-17,495241.0,Accessories
306,2020-05-18,495241.0,Accessories
307,2020-05-19,495241.0,Accessories
308,2020-05-20,189976.0,Accessories
309,2020-05-21,189976.0,Accessories
310,2020-05-22,189976.0,Accessories
311,2020-05-23,189976.0,Accessories
312,2020-05-24,189976.0,Accessories
313,2020-05-25,189976.0,Accessories
314,2020-05-26,189976.0,Accessories
315,2020-05-27,189976.0,Accessories
316,2020-05-28,24014.0,Accessories
317,2020-05-29,24014.0,Accessories
318,2020-05-30,24014.0,Accessories
319,2020-05-31,16550.0,Accessories
320,2020-06-01,16550.0,Accessories
321,2020-06-02,16550.0,Accessories
322,2020-06-03,20261.0,Accessories
323,2020-06-04,11456.0,Accessories
324,2020-06-05,11617.0,Accessories
325,2020-06-06,11617.0,Accessories
326,2020-06-07,11617.0,Accessories
327,2020-06-08,12911.0,Accessories
328,2020-06-09,10275.0,Accessories
329,2020-06-10,8500.0,Accessories
330,2020-06-11,10516.0,Accessories
331,2020-06-12,10516.0,Accessories
332,2020-06-13,10516.0,Accessories
333,2020-06-14,10516.0,Accessories
334,2020-06-15,18947.0,Accessories
335,2020-06-16,11826.0,Accessories
336,2020-06-17,11826.0,Accessories
337,2020-06-18,12741.0,Accessories
338,2020-06-19,15235.0,Accessories
339,2020-06-20,16458.0,Accessories
340,2020-06-21,16458.0,Accessories
341,2020-06-22,16458.0,Accessories
342,2020-06-23,9764.0,Accessories
343,2020-06-24,9764.0,Accessories
344,2020-06-25,35869.0,Accessories
345,2020-06-26,35869.0,Accessories
346,2020-06-27,35869.0,Accessories
347,2020-06-28,35869.0,Accessories
348,2020-06-29,35869.0,Accessories
349,2020-06-30,113651.0,Accessories
350,2020-07-01,113651.0,Accessories
351,2020-07-02,113651.0,Accessories
352,2020-07-03,113651.0,Accessories
353,2020-07-04,113651.0,Accessories
354,2020-07-05,113651.0,Accessories
355,2020-07-06,202384.0,Accessories
356,2020-07-07,202384.0,Accessories
357,2020-07-08,202384.0,Accessories
358,2020-07-09,202384.0,Accessories
359,2020-07-10,202384.0,Accessories
360,2020-07-11,202384.0,Accessories
361,2020-07-12,202384.0,Accessories
362,2020-07-13,202384.0,Accessories
363,2020-07-14,202384.0,Accessories
364,2020-07-15,202384.0,Accessories
365,2020-07-16,202384.0,Accessories
366,2020-07-17,202384.0,Accessories
367,2020-07-18,202384.0,Accessories
368,2020-07-19,47008.0,Accessories
369,2020-07-20,47008.0,Accessories
370,2020-07-21,47008.0,Accessories
371,2020-07-22,47008.0,Accessories
372,2020-07-23,47008.0,Accessories
373,2020-07-24,18466.0,Accessories
374,2020-07-25,18466.0,Accessories
375,2020-07-26,18466.0,Accessories
376,2020-07-27,18466.0,Accessories
377,2020-07-28,18466.0,Accessories
378,2020-07-29,18466.0,Accessories
379,2020-07-30,18466.0,Accessories
380,2020-07-31,18466.0,Accessories
381,2020-08-01,18466.0,Accessories
382,2020-08-02,18466.0,Accessories
383,2020-08-03,60328.0,Accessories
384,2020-08-04,60328.0,Accessories
385,2020-08-05,60328.0,Accessories
386,2020-08-06,38679.0,Accessories
387,2020-08-07,33038.0,Accessories
388,2020-08-08,33038.0,Accessories
389,2020-08-09,33038.0,Accessories
390,2020-08-10,102134.0,Accessories
391,2020-08-11,102134.0,Accessories
392,2020-08-12,102134.0,Accessories
393,2020-08-13,102134.0,Accessories
394,2020-08-14,102134.0,Accessories
395,2020-08-15,102134.0,Accessories
396,2020-08-16,102134.0,Accessories
397,2020-08-17,102134.0,Accessories
398,2020-08-18,102134.0,Accessories
399,2020-08-19,138458.0,Accessories
400,2020-08-20,122890.0,Accessories
401,2020-08-21,122890.0,Accessories
402,2020-08-22,132282.0,Accessories
403,2020-08-23,132282.0,Accessories
404,2020-08-24,132282.0,Accessories
405,2020-08-25,104209.0,Accessories
406,2020-08-26,104209.0,Accessories
407,2020-08-27,104209.0,Accessories
408,2020-08-28,96646.0,Accessories
409,2020-08-29,122519.0,Accessories
410,2020-08-30,122519.0,Accessories
411,2020-08-31,122519.0,Accessories
412,2020-09-01,122519.0,Accessories
413,2020-09-02,122519.0,Accessories
414,2020-09-03,122519.0,Accessories
415,2020-09-04,213104.0,Accessories
416,2020-09-05,213104.0,Accessories
417,2020-09-06,213104.0,Accessories
418,2020-09-07,213104.0,Accessories
419,2020-09-08,338061.0,Accessories
420,2020-09-09,338061.0,Accessories
421,2020-09-10,338061.0,Accessories
422,2020-09-11,338061.0,Accessories
423,2020-09-12,338061.0,Accessories
424,2020-09-13,338061.0,Accessories
425,2020-09-14,338061.0,Accessories
426,2020-09-15,338061.0,Accessories
427,2020-09-16,338061.0,Accessories
428,2020-09-17,338061.0,Accessories
429,2020-09-18,338061.0,Accessories
430,2020-09-19,338061.0,Accessories
431,2020-09-20,338061.0,Accessories
432,2020-09-21,338061.0,Accessories
433,2020-09-22,338061.0,Accessories
434,2020-09-23,338061.0,Accessories
435,2020-09-24,338061.0,Accessories
436,2020-09-25,338061.0,Accessories
437,2020-09-26,338061.0,Accessories
438,2020-09-27,338061.0,Accessories
439,2020-09-28,338061.0,Accessories
440,2020-09-29,338061.0,Accessories
441,2020-09-30,338061.0,Accessories
442,2020-10-01,338061.0,Accessories
443,2020-10-02,338061.0,Accessories
444,2020-10-03,338061.0,Accessories
445,2020-10-04,338061.0,Accessories
446,2020-10-05,338061.0,Accessories
447,2020-10-06,338061.0,Accessories
448,2020-10-07,338061.0,Accessories
449,2020-10-08,338061.0,Accessories
450,2020-10-09,338061.0,Accessories
451,2020-10-10,338061.0,Accessories
452,2020-10-11,338061.0,Accessories
453,2020-10-12,338061.0,Accessories
454,2020-10-13,338061.0,Accessories
455,2020-10-14,338061.0,Accessories
456,2020-10-15,338061.0,Accessories
457,2020-10-16,338061.0,Accessories
458,2020-10-17,338061.0,Accessories
459,2020-10-18,338061.0,Accessories
460,2020-10-19,338061.0,Accessories
461,2020-10-20,338061.0,Accessories
462,2020-10-21,286414.0,Accessories
463,2020-10-22,286414.0,Accessories
464,2020-10-23,286414.0,Accessories
465,2020-10-24,286414.0,Accessories
466,2020-10-25,484658.0,Accessories
467,2020-10-26,484658.0,Accessories
468,2020-10-27,484658.0,Accessories
469,2020-10-28,484658.0,Accessories
470,2020-10-29,484658.0,Accessories
471,2020-10-30,484658.0,Accessories
472,2020-10-31,484658.0,Accessories
473,2020-11-01,484658.0,Accessories
474,2020-11-02,484658.0,Accessories
475,2020-11-03,484658.0,Accessories
476,2020-11-04,484658.0,Accessories
477,2020-11-05,484658.0,Accessories
478,2020-11-06,484658.0,Accessories
479,2020-11-07,484658.0,Accessories
480,2020-11-08,484658.0,Accessories
481,2020-11-09,484658.0,Accessories
482,2020-11-10,484658.0,Accessories
483,2020-11-11,484658.0,Accessories
484,2020-11-12,484658.0,Accessories
485,2020-11-13,707892.0,Accessories
486,2020-11-14,707892.0,Accessories
487,2020-11-15,707892.0,Accessories
488,2020-11-16,707892.0,Accessories
489,2020-11-17,707892.0,Accessories
490,2020-11-18,707892.0,Accessories
491,2020-11-19,707892.0,Accessories
492,2020-11-20,707892.0,Accessories
493,2020-11-21,707892.0,Accessories
494,2020-11-22,707892.0,Accessories
495,2020-11-23,707892.0,Accessories
496,2020-11-24,707892.0,Accessories
497,2020-11-25,707892.0,Accessories
498,2020-11-26,707892.0,Accessories
499,2020-11-27,707892.0,Accessories
500,2020-11-28,707892.0,Accessories
501,2020-11-29,707892.0,Accessories
502,2020-11-30,707892.0,Accessories
503,2020-12-01,707892.0,Accessories
504,2020-12-02,707892.0,Accessories
505,2020-12-03,707892.0,Accessories
506,2020-12-04,707892.0,Accessories
507,2020-12-05,707892.0,Accessories
508,2020-12-06,707892.0,Accessories
509,2020-12-07,707892.0,Accessories
510,2020-12-08,707892.0,Accessories
511,2020-12-09,707892.0,Accessories
512,2020-12-10,707892.0,Accessories
513,2020-12-11,707892.0,Accessories
514,2020-12-12,707892.0,Accessories
515,2020-12-13,707892.0,Accessories
516,2020-12-14,707892.0,Accessories
517,2020-12-15,707892.0,Accessories
518,2020-12-16,707892.0,Accessories
519,2020-12-17,707892.0,Accessories
520,2020-12-18,798979.0,Accessories
521,2020-12-19,798979.0,Accessories
522,2020-12-20,798979.0,Accessories
523,2020-12-21,798322.0,Accessories
524,2020-12-22,798322.0,Accessories
525,2020-12-23,798322.0,Accessories
526,2020-12-24,798322.0,Accessories
527,2020-12-25,798322.0,Accessories
528,2020-12-26,798322.0,Accessories
529,2020-12-27,798322.0,Accessories
530,2020-12-28,798322.0,Accessories
531,2020-12-29,798322.0,Accessories
532,2020-12-30,798322.0,Accessories
533,2020-12-31,514694.0,Accessories
534,2021-01-01,608726.0,Accessories
535,2021-01-02,608726.0,Accessories
536,2021-01-03,608726.0,Accessories
537,2021-01-04,608726.0,Accessories
538,2021-01-05,608726.0,Accessories
539,2021-01-06,608726.0,Accessories
540,2021-01-07,608726.0,Accessories
541,2021-01-08,608726.0,Accessories
542,2021-01-09,608726.0,Accessories
543,2021-01-10,608726.0,Accessories
544,2021-01-11,608726.0,Accessories
545,2021-01-12,608726.0,Accessories
546,2021-01-13,608726.0,Accessories
547,2021-01-14,608726.0,Accessories
548,2021-01-15,608726.0,Accessories
549,2021-01-16,608726.0,Accessories
550,2021-01-17,608726.0,Accessories
551,2021-01-18,608726.0,Accessories
552,2021-01-19,608726.0,Accessories
553,2021-01-20,608726.0,Accessories
554,2021-01-21,414741.0,Accessories
555,2021-01-22,414741.0,Accessories
556,2021-01-23,414741.0,Accessories
557,2021-01-24,414741.0,Accessories
558,2021-01-25,414741.0,Accessories
559,2021-01-26,414741.0,Accessories
560,2021-01-27,414741.0,Accessories
561,2021-01-28,414741.0,Accessories
562,2021-01-29,414741.0,Accessories
563,2021-01-30,414741.0,Accessories
564,2021-01-31,414741.0,Accessories
565,2021-02-01,414741.0,Accessories
566,2021-02-02,414741.0,Accessories
567,2021-02-03,414741.0,Accessories
568,2021-02-04,414741.0,Accessories
569,2021-02-05,684358.0,Accessories
570,2021-02-06,684358.0,Accessories
571,2021-02-07,684358.0,Accessories
572,2021-02-08,684358.0,Accessories
573,2021-02-09,684358.0,Accessories
574,2021-02-10,684358.0,Accessories
575,2021-02-11,684358.0,Accessories
576,2021-02-12,684358.0,Accessories
577,2021-02-13,684358.0,Accessories
578,2021-02-14,684358.0,Accessories
579,2021-02-15,684358.0,Accessories
580,2021-02-16,684358.0,Accessories
581,2021-02-17,684358.0,Accessories
582,2021-02-18,684358.0,Accessories
583,2021-02-19,684358.0,Accessories
584,2021-02-20,684358.0,Accessories
585,2021-02-21,684358.0,Accessories
586,2021-02-22,634883.0,Accessories
587,2021-02-23,634883.0,Accessories
588,2021-02-24,634883.0,Accessories
589,2021-02-25,634883.0,Accessories
590,2021-02-26,634883.0,Accessories
591,2021-02-27,634883.0,Accessories
592,2021-02-28,634883.0,Accessories
593,2021-03-01,556129.0,Accessories
594,2021-03-02,556129.0,Accessories
595,2021-03-03,556129.0,Accessories
596,2021-03-04,556129.0,Accessories
597,2021-03-05,556129.0,Accessories
598,2021-03-06,173206.0,Accessories
599,2021-03-07,173206.0,Accessories
600,2021-03-08,173206.0,Accessories
601,2021-03-09,173206.0,Accessories
602,2021-03-10,173206.0,Accessories
603,2021-03-11,173206.0,Accessories
604,2021-03-12,602416.0,Accessories
605,2021-03-13,602416.0,Accessories
606,2021-03-14,602416.0,Accessories
607,2021-03-15,602416.0,Accessories
608,2021-03-16,602416.0,Accessories
609,2021-03-17,714781.0,Accessories
610,2021-03-18,764569.0,Accessories
611,2021-03-19,764569.0,Accessories
612,2021-03-20,764569.0,Accessories
613,2021-03-21,764569.0,Accessories
614,2021-03-22,764569.0,Accessories
615,2021-03-23,764569.0,Accessories
616,2021-03-24,764569.0,Accessories
617,2021-03-25,636210.0,Accessories
618,2021-03-26,636210.0,Accessories
619,2021-03-27,636210.0,Accessories
620,2021-03-28,636210.0,Accessories
621,2021-03-29,636210.0,Accessories
622,2021-03-30,636210.0,Accessories
623,2021-03-31,311527.0,Accessories
624,2021-04-01,311527.0,Accessories
625,2021-04-02,311527.0,Accessories
626,2021-04-03,422195.0,Accessories
627,2021-04-04,265560.0,Accessories
628,2021-04-05,265560.0,Accessories
629,2021-04-06,303420.0,Accessories
630,2021-04-07,303420.0,Accessories
631,2021-04-08,105014.0,Accessories
632,2021-04-09,105014.0,Accessories
633,2021-04-10,105014.0,Accessories
634,2021-04-11,105014.0,Accessories
635,2021-04-12,105014.0,Accessories
636,2021-04-13,83680.0,Accessories
637,2021-04-14,83680.0,Accessories
638,2021-04-15,83680.0,Accessories
639,2021-04-16,83680.0,Accessories
640,2021-04-17,83680.0,Accessories
641,2021-04-18,83680.0,Accessories
642,2021-04-19,125623.0,Accessories
643,2021-04-20,125623.0,Accessories
644,2021-04-21,125623.0,Accessories
645,2021-04-22,125623.0,Accessories
646,2021-04-23,125623.0,Accessories
647,2021-04-24,125623.0,Accessories
648,2021-04-25,125623.0,Accessories
649,2021-04-26,125623.0,Accessories
650,2021-04-27,125623.0,Accessories
651,2021-04-28,125623.0,Accessories
652,2021-04-29,69994.0,Accessories
653,2021-04-30,69994.0,Accessories
654,2021-05-01,87262.0,Accessories
655,2021-05-02,87262.0,Accessories
656,2021-05-03,87262.0,Accessories
657,2021-05-04,87262.0,Accessories
658,2021-05-05,87262.0,Accessories
659,2021-05-06,87262.0,Accessories
660,2021-05-07,64652.0,Accessories
661,2021-05-08,64652.0,Accessories
662,2021-05-09,64652.0,Accessories
663,2021-05-10,64652.0,Accessories
664,2021-05-11,64652.0,Accessories
665,2021-05-12,64652.0,Accessories
666,2021-05-13,83816.0,Accessories
667,2021-05-14,83816.0,Accessories
668,2021-05-15,83816.0,Accessories
669,2021-05-16,83816.0,Accessories
670,2021-05-17,83816.0,Accessories
671,2021-05-18,83816.0,Accessories
672,2021-05-19,25496.0,Accessories
673,2021-05-20,25496.0,Accessories
674,2021-05-21,16335.0,Accessories
675,2021-05-22,16335.0,Accessories
676,2021-05-23,14510.0,Accessories
677,2021-05-24,14510.0,Accessories
678,2021-05-25,14510.0,Accessories
679,2021-05-26,17103.0,Accessories
680,2021-05-27,17433.0,Accessories
681,2021-05-28,22375.0,Accessories
682,2021-05-29,22375.0,Accessories
683,2021-05-30,22375.0,Accessories
684,2021-05-31,22819.0,Accessories
685,2021-06-01,22819.0,Accessories
686,2021-06-02,22819.0,Accessories
687,2021-06-03,22819.0,Accessories
688,2021-06-04,22819.0,Accessories
689,2021-06-05,10919.0,Accessories
690,2021-06-06,9130.0,Accessories
691,2021-06-07,9130.0,Accessories
692,2021-06-08,9130.0,Accessories
693,2021-06-09,5473.0,Accessories
694,2021-06-10,5473.0,Accessories
695,2021-06-11,5473.0,Accessories
696,2021-06-12,5473.0,Accessories
697,2021-06-13,5473.0,Accessories
698,2021-06-14,43326.0,Accessories
699,2021-06-15,43326.0,Accessories
700,2021-06-16,43326.0,Accessories
701,2021-06-17,47892.0,Accessories
702,2021-06-18,47892.0,Accessories
703,2021-06-19,47892.0,Accessories
704,2021-06-20,47892.0,Accessories
705,2021-06-21,47892.0,Accessories
706,2021-06-22,68533.0,Accessories
707,2021-06-23,68533.0,Accessories
708,2021-06-24,68533.0,Accessories
709,2021-06-25,68533.0,Accessories
710,2021-06-26,68533.0,Accessories
711,2021-06-27,68533.0,Accessories
712,2021-06-28,41606.0,Accessories
713,2021-06-29,41606.0,Accessories
714,2021-06-30,41606.0,Accessories
715,2021-07-01,41606.0,Accessories
716,2021-07-02,41606.0,Accessories
717,2021-07-03,41606.0,Accessories
718,2021-07-04,41606.0,Accessories
719,2021-07-05,49257.0,Accessories
720,2021-07-06,49257.0,Accessories
721,2021-07-07,49257.0,Accessories
722,2021-07-08,29059.0,Accessories
723,2021-07-09,47903.0,Accessories
724,2021-07-10,47903.0,Accessories
725,2021-07-11,51846.0,Accessories
