,date,value,name_B00LBUO29S
634,2020-04-05,20049.0,Shade Cloth
635,2020-04-06,20049.0,Shade Cloth
636,2020-04-07,20049.0,Shade Cloth
637,2020-04-08,10159.0,Shade Cloth
638,2020-04-09,10159.0,Shade Cloth
639,2020-04-10,5694.0,Shade Cloth
640,2020-04-11,5694.0,Shade Cloth
641,2020-04-12,5694.0,Shade Cloth
642,2020-04-13,7541.0,Shade Cloth
643,2020-04-14,7485.0,Shade Cloth
644,2020-04-15,7485.0,Shade Cloth
645,2020-04-16,7485.0,Shade Cloth
646,2020-04-17,7485.0,Shade Cloth
647,2020-04-18,7485.0,Shade Cloth
648,2020-04-19,10522.0,Shade Cloth
649,2020-04-20,10522.0,Shade Cloth
650,2020-04-21,7870.0,Shade Cloth
651,2020-04-22,7589.0,Shade Cloth
652,2020-04-23,7589.0,Shade Cloth
653,2020-04-24,7589.0,Shade Cloth
654,2020-04-25,7589.0,Shade Cloth
655,2020-04-26,11232.0,Shade Cloth
656,2020-04-27,11232.0,Shade Cloth
657,2020-04-28,11232.0,Shade Cloth
658,2020-04-29,11232.0,Shade Cloth
659,2020-04-30,12331.0,Shade Cloth
660,2020-05-01,6782.0,Shade Cloth
661,2020-05-02,6782.0,Shade Cloth
662,2020-05-03,11336.0,Shade Cloth
663,2020-05-04,11336.0,Shade Cloth
664,2020-05-05,11336.0,Shade Cloth
665,2020-05-06,11336.0,Shade Cloth
666,2020-05-07,11336.0,Shade Cloth
667,2020-05-08,6391.0,Shade Cloth
668,2020-05-09,6391.0,Shade Cloth
669,2020-05-10,8936.0,Shade Cloth
670,2020-05-11,8936.0,Shade Cloth
671,2020-05-12,8936.0,Shade Cloth
672,2020-05-13,8777.0,Shade Cloth
673,2020-05-14,15071.0,Shade Cloth
674,2020-05-15,15071.0,Shade Cloth
675,2020-05-16,15071.0,Shade Cloth
676,2020-05-17,15071.0,Shade Cloth
677,2020-05-18,12152.0,Shade Cloth
678,2020-05-19,12152.0,Shade Cloth
679,2020-05-20,6779.0,Shade Cloth
680,2020-05-21,6779.0,Shade Cloth
681,2020-05-22,6779.0,Shade Cloth
682,2020-05-23,6779.0,Shade Cloth
683,2020-05-24,6779.0,Shade Cloth
684,2020-05-25,5439.0,Shade Cloth
685,2020-05-26,5439.0,Shade Cloth
686,2020-05-27,6355.0,Shade Cloth
687,2020-05-28,11565.0,Shade Cloth
688,2020-05-29,22562.0,Shade Cloth
689,2020-05-30,22562.0,Shade Cloth
690,2020-05-31,22562.0,Shade Cloth
691,2020-06-01,44762.0,Shade Cloth
692,2020-06-02,44762.0,Shade Cloth
693,2020-06-03,44762.0,Shade Cloth
694,2020-06-04,54596.0,Shade Cloth
695,2020-06-05,54596.0,Shade Cloth
696,2020-06-06,28039.0,Shade Cloth
697,2020-06-07,28039.0,Shade Cloth
698,2020-06-08,28039.0,Shade Cloth
699,2020-06-09,28039.0,Shade Cloth
700,2020-06-10,28039.0,Shade Cloth
701,2020-06-11,28039.0,Shade Cloth
702,2020-06-12,11036.0,Shade Cloth
703,2020-06-13,6730.0,Shade Cloth
704,2020-06-14,6088.0,Shade Cloth
705,2020-06-15,6088.0,Shade Cloth
706,2020-06-16,6165.0,Shade Cloth
707,2020-06-17,5083.0,Shade Cloth
708,2020-06-18,5083.0,Shade Cloth
709,2020-06-19,5083.0,Shade Cloth
710,2020-06-20,10507.0,Shade Cloth
711,2020-06-21,10507.0,Shade Cloth
712,2020-06-22,6270.0,Shade Cloth
713,2020-06-23,6784.0,Shade Cloth
714,2020-06-24,9976.0,Shade Cloth
715,2020-06-25,9976.0,Shade Cloth
716,2020-06-26,9976.0,Shade Cloth
717,2020-06-27,9976.0,Shade Cloth
718,2020-06-28,9986.0,Shade Cloth
719,2020-06-29,9986.0,Shade Cloth
720,2020-06-30,9986.0,Shade Cloth
721,2020-07-01,7894.0,Shade Cloth
722,2020-07-02,7894.0,Shade Cloth
723,2020-07-03,7894.0,Shade Cloth
724,2020-07-04,7894.0,Shade Cloth
725,2020-07-05,7894.0,Shade Cloth
726,2020-07-06,3091.0,Shade Cloth
727,2020-07-07,3091.0,Shade Cloth
728,2020-07-08,5262.0,Shade Cloth
729,2020-07-09,5262.0,Shade Cloth
730,2020-07-10,5262.0,Shade Cloth
731,2020-07-11,3178.0,Shade Cloth
732,2020-07-12,3377.0,Shade Cloth
733,2020-07-13,3377.0,Shade Cloth
734,2020-07-14,4160.0,Shade Cloth
735,2020-07-15,4160.0,Shade Cloth
736,2020-07-16,5027.0,Shade Cloth
737,2020-07-17,5027.0,Shade Cloth
738,2020-07-18,5027.0,Shade Cloth
739,2020-07-19,6787.0,Shade Cloth
740,2020-07-20,6787.0,Shade Cloth
741,2020-07-21,6787.0,Shade Cloth
742,2020-07-22,4260.0,Shade Cloth
743,2020-07-23,4260.0,Shade Cloth
744,2020-07-24,4260.0,Shade Cloth
745,2020-07-25,4081.0,Shade Cloth
746,2020-07-26,4081.0,Shade Cloth
747,2020-07-27,4081.0,Shade Cloth
748,2020-07-28,3896.0,Shade Cloth
749,2020-07-29,3896.0,Shade Cloth
750,2020-07-30,6176.0,Shade Cloth
751,2020-07-31,6176.0,Shade Cloth
752,2020-08-01,6176.0,Shade Cloth
753,2020-08-02,3569.0,Shade Cloth
754,2020-08-03,3569.0,Shade Cloth
755,2020-08-04,3569.0,Shade Cloth
756,2020-08-05,3569.0,Shade Cloth
757,2020-08-06,8773.0,Shade Cloth
758,2020-08-07,8773.0,Shade Cloth
759,2020-08-08,8773.0,Shade Cloth
760,2020-08-09,8773.0,Shade Cloth
761,2020-08-10,5510.0,Shade Cloth
762,2020-08-11,5510.0,Shade Cloth
763,2020-08-12,5510.0,Shade Cloth
764,2020-08-13,5510.0,Shade Cloth
765,2020-08-14,4361.0,Shade Cloth
766,2020-08-15,4361.0,Shade Cloth
767,2020-08-16,4361.0,Shade Cloth
768,2020-08-17,4361.0,Shade Cloth
769,2020-08-18,10183.0,Shade Cloth
770,2020-08-19,10183.0,Shade Cloth
771,2020-08-20,10183.0,Shade Cloth
772,2020-08-21,9462.0,Shade Cloth
773,2020-08-22,9462.0,Shade Cloth
774,2020-08-23,9462.0,Shade Cloth
775,2020-08-24,9462.0,Shade Cloth
776,2020-08-25,9462.0,Shade Cloth
777,2020-08-26,9462.0,Shade Cloth
778,2020-08-27,11667.0,Shade Cloth
779,2020-08-28,11667.0,Shade Cloth
780,2020-08-29,11667.0,Shade Cloth
781,2020-08-30,17877.0,Shade Cloth
782,2020-08-31,17877.0,Shade Cloth
783,2020-09-01,17877.0,Shade Cloth
784,2020-09-02,9500.0,Shade Cloth
785,2020-09-03,9500.0,Shade Cloth
786,2020-09-04,9500.0,Shade Cloth
787,2020-09-05,5161.0,Shade Cloth
788,2020-09-06,5161.0,Shade Cloth
789,2020-09-07,5161.0,Shade Cloth
790,2020-09-08,4943.0,Shade Cloth
791,2020-09-09,4943.0,Shade Cloth
792,2020-09-10,4943.0,Shade Cloth
793,2020-09-11,4943.0,Shade Cloth
794,2020-09-12,10183.0,Shade Cloth
795,2020-09-13,10183.0,Shade Cloth
796,2020-09-14,10183.0,Shade Cloth
797,2020-09-15,10183.0,Shade Cloth
798,2020-09-16,10803.0,Shade Cloth
799,2020-09-17,10803.0,Shade Cloth
800,2020-09-18,8649.0,Shade Cloth
801,2020-09-19,8649.0,Shade Cloth
802,2020-09-20,8649.0,Shade Cloth
803,2020-09-21,9743.0,Shade Cloth
804,2020-09-22,9743.0,Shade Cloth
805,2020-09-23,11360.0,Shade Cloth
806,2020-09-24,11360.0,Shade Cloth
807,2020-09-25,11360.0,Shade Cloth
808,2020-09-26,11360.0,Shade Cloth
809,2020-09-27,11360.0,Shade Cloth
810,2020-09-28,14721.0,Shade Cloth
811,2020-09-29,14721.0,Shade Cloth
812,2020-09-30,9460.0,Shade Cloth
813,2020-10-01,9460.0,Shade Cloth
814,2020-10-02,10812.0,Shade Cloth
815,2020-10-03,10812.0,Shade Cloth
816,2020-10-04,10812.0,Shade Cloth
817,2020-10-05,7885.0,Shade Cloth
818,2020-10-06,7885.0,Shade Cloth
819,2020-10-07,7885.0,Shade Cloth
820,2020-10-08,7885.0,Shade Cloth
821,2020-10-09,8571.0,Shade Cloth
822,2020-10-10,8571.0,Shade Cloth
823,2020-10-11,8571.0,Shade Cloth
824,2020-10-12,10641.0,Shade Cloth
825,2020-10-13,10641.0,Shade Cloth
826,2020-10-14,13813.0,Shade Cloth
827,2020-10-15,13813.0,Shade Cloth
828,2020-10-16,13813.0,Shade Cloth
829,2020-10-17,13813.0,Shade Cloth
830,2020-10-18,13813.0,Shade Cloth
831,2020-10-19,19778.0,Shade Cloth
832,2020-10-20,19778.0,Shade Cloth
833,2020-10-21,19778.0,Shade Cloth
834,2020-10-22,19778.0,Shade Cloth
835,2020-10-23,19778.0,Shade Cloth
836,2020-10-24,19778.0,Shade Cloth
837,2020-10-25,19778.0,Shade Cloth
838,2020-10-26,19058.0,Shade Cloth
839,2020-10-27,19058.0,Shade Cloth
840,2020-10-28,19058.0,Shade Cloth
841,2020-10-29,16378.0,Shade Cloth
842,2020-10-30,16378.0,Shade Cloth
843,2020-10-31,16378.0,Shade Cloth
844,2020-11-01,16378.0,Shade Cloth
845,2020-11-02,14541.0,Shade Cloth
846,2020-11-03,14541.0,Shade Cloth
847,2020-11-04,14541.0,Shade Cloth
848,2020-11-05,17507.0,Shade Cloth
849,2020-11-06,17507.0,Shade Cloth
850,2020-11-07,17507.0,Shade Cloth
851,2020-11-08,17507.0,Shade Cloth
852,2020-11-09,17507.0,Shade Cloth
853,2020-11-10,18805.0,Shade Cloth
854,2020-11-11,18805.0,Shade Cloth
855,2020-11-12,23477.0,Shade Cloth
856,2020-11-13,23477.0,Shade Cloth
857,2020-11-14,23477.0,Shade Cloth
858,2020-11-15,23477.0,Shade Cloth
859,2020-11-16,23477.0,Shade Cloth
860,2020-11-17,23477.0,Shade Cloth
861,2020-11-18,20100.0,Shade Cloth
862,2020-11-19,20100.0,Shade Cloth
863,2020-11-20,20100.0,Shade Cloth
864,2020-11-21,20100.0,Shade Cloth
865,2020-11-22,20100.0,Shade Cloth
866,2020-11-23,22924.0,Shade Cloth
867,2020-11-24,22924.0,Shade Cloth
868,2020-11-25,22924.0,Shade Cloth
869,2020-11-26,22924.0,Shade Cloth
870,2020-11-27,22924.0,Shade Cloth
871,2020-11-28,22924.0,Shade Cloth
872,2020-11-29,22924.0,Shade Cloth
873,2020-11-30,22924.0,Shade Cloth
874,2020-12-01,22924.0,Shade Cloth
875,2020-12-02,33054.0,Shade Cloth
876,2020-12-03,33054.0,Shade Cloth
877,2020-12-04,33054.0,Shade Cloth
878,2020-12-05,33054.0,Shade Cloth
879,2020-12-06,33054.0,Shade Cloth
880,2020-12-07,33054.0,Shade Cloth
881,2020-12-08,33054.0,Shade Cloth
882,2020-12-09,33054.0,Shade Cloth
883,2020-12-10,33054.0,Shade Cloth
884,2020-12-11,33054.0,Shade Cloth
885,2020-12-12,41716.0,Shade Cloth
886,2020-12-13,41716.0,Shade Cloth
887,2020-12-14,41716.0,Shade Cloth
888,2020-12-15,41716.0,Shade Cloth
889,2020-12-16,41716.0,Shade Cloth
890,2020-12-17,41716.0,Shade Cloth
891,2020-12-18,41716.0,Shade Cloth
892,2020-12-19,39943.0,Shade Cloth
893,2020-12-20,40077.0,Shade Cloth
894,2020-12-21,40077.0,Shade Cloth
895,2020-12-22,40077.0,Shade Cloth
896,2020-12-23,40077.0,Shade Cloth
897,2020-12-24,25338.0,Shade Cloth
898,2020-12-25,25338.0,Shade Cloth
899,2020-12-26,25338.0,Shade Cloth
900,2020-12-27,25338.0,Shade Cloth
901,2020-12-28,25338.0,Shade Cloth
902,2020-12-29,43176.0,Shade Cloth
903,2020-12-30,43176.0,Shade Cloth
904,2020-12-31,43176.0,Shade Cloth
905,2021-01-01,43176.0,Shade Cloth
906,2021-01-02,43176.0,Shade Cloth
907,2021-01-03,43176.0,Shade Cloth
908,2021-01-04,31039.0,Shade Cloth
909,2021-01-05,31039.0,Shade Cloth
910,2021-01-06,23146.0,Shade Cloth
911,2021-01-07,23146.0,Shade Cloth
912,2021-01-08,23146.0,Shade Cloth
913,2021-01-09,23146.0,Shade Cloth
914,2021-01-10,23146.0,Shade Cloth
915,2021-01-11,23146.0,Shade Cloth
916,2021-01-12,23146.0,Shade Cloth
917,2021-01-13,23146.0,Shade Cloth
918,2021-01-14,23146.0,Shade Cloth
919,2021-01-15,23146.0,Shade Cloth
920,2021-01-16,20343.0,Shade Cloth
921,2021-01-17,20343.0,Shade Cloth
922,2021-01-18,8768.0,Shade Cloth
923,2021-01-19,8768.0,Shade Cloth
924,2021-01-20,8768.0,Shade Cloth
925,2021-01-21,8768.0,Shade Cloth
926,2021-01-22,8768.0,Shade Cloth
927,2021-01-23,12989.0,Shade Cloth
928,2021-01-24,12989.0,Shade Cloth
929,2021-01-25,12989.0,Shade Cloth
930,2021-01-26,12989.0,Shade Cloth
931,2021-01-27,12989.0,Shade Cloth
932,2021-01-28,17009.0,Shade Cloth
933,2021-01-29,13267.0,Shade Cloth
934,2021-01-30,13267.0,Shade Cloth
935,2021-01-31,13267.0,Shade Cloth
936,2021-02-01,13267.0,Shade Cloth
937,2021-02-02,8385.0,Shade Cloth
938,2021-02-03,8385.0,Shade Cloth
939,2021-02-04,8385.0,Shade Cloth
940,2021-02-05,16194.0,Shade Cloth
941,2021-02-06,16194.0,Shade Cloth
942,2021-02-07,16194.0,Shade Cloth
943,2021-02-08,9605.0,Shade Cloth
944,2021-02-09,12303.0,Shade Cloth
945,2021-02-10,12303.0,Shade Cloth
946,2021-02-11,12303.0,Shade Cloth
947,2021-02-12,8935.0,Shade Cloth
948,2021-02-13,8935.0,Shade Cloth
949,2021-02-14,8935.0,Shade Cloth
950,2021-02-15,8935.0,Shade Cloth
951,2021-02-16,27113.0,Shade Cloth
952,2021-02-17,27113.0,Shade Cloth
953,2021-02-18,27113.0,Shade Cloth
954,2021-02-19,27113.0,Shade Cloth
955,2021-02-20,27113.0,Shade Cloth
956,2021-02-21,27113.0,Shade Cloth
957,2021-02-22,27113.0,Shade Cloth
958,2021-02-23,27113.0,Shade Cloth
959,2021-02-24,32772.0,Shade Cloth
960,2021-02-25,32772.0,Shade Cloth
961,2021-02-26,32772.0,Shade Cloth
962,2021-02-27,32772.0,Shade Cloth
963,2021-02-28,32772.0,Shade Cloth
964,2021-03-01,27536.0,Shade Cloth
965,2021-03-02,27536.0,Shade Cloth
966,2021-03-03,27536.0,Shade Cloth
967,2021-03-04,27536.0,Shade Cloth
968,2021-03-05,27536.0,Shade Cloth
969,2021-03-06,17825.0,Shade Cloth
970,2021-03-07,17825.0,Shade Cloth
971,2021-03-08,11130.0,Shade Cloth
972,2021-03-09,11130.0,Shade Cloth
973,2021-03-10,11130.0,Shade Cloth
974,2021-03-11,11130.0,Shade Cloth
975,2021-03-12,8876.0,Shade Cloth
976,2021-03-13,8876.0,Shade Cloth
977,2021-03-14,8876.0,Shade Cloth
978,2021-03-15,8876.0,Shade Cloth
979,2021-03-16,10557.0,Shade Cloth
980,2021-03-17,10557.0,Shade Cloth
981,2021-03-18,10557.0,Shade Cloth
982,2021-03-19,10557.0,Shade Cloth
983,2021-03-20,6664.0,Shade Cloth
984,2021-03-21,6664.0,Shade Cloth
985,2021-03-22,6664.0,Shade Cloth
986,2021-03-23,9018.0,Shade Cloth
987,2021-03-24,8453.0,Shade Cloth
988,2021-03-25,11406.0,Shade Cloth
989,2021-03-26,11406.0,Shade Cloth
990,2021-03-27,11406.0,Shade Cloth
991,2021-03-28,14705.0,Shade Cloth
992,2021-03-29,9428.0,Shade Cloth
993,2021-03-30,9428.0,Shade Cloth
994,2021-03-31,9428.0,Shade Cloth
995,2021-04-01,5941.0,Shade Cloth
996,2021-04-02,5941.0,Shade Cloth
997,2021-04-03,5941.0,Shade Cloth
998,2021-04-04,6858.0,Shade Cloth
999,2021-04-05,6858.0,Shade Cloth
1000,2021-04-06,6858.0,Shade Cloth
1001,2021-04-07,6340.0,Shade Cloth
1002,2021-04-08,6340.0,Shade Cloth
1003,2021-04-09,5944.0,Shade Cloth
1004,2021-04-10,5944.0,Shade Cloth
1005,2021-04-11,5944.0,Shade Cloth
1006,2021-04-12,6825.0,Shade Cloth
1007,2021-04-13,8223.0,Shade Cloth
1008,2021-04-14,8223.0,Shade Cloth
1009,2021-04-15,6291.0,Shade Cloth
1010,2021-04-16,6291.0,Shade Cloth
1011,2021-04-17,6291.0,Shade Cloth
1012,2021-04-18,6291.0,Shade Cloth
1013,2021-04-19,6291.0,Shade Cloth
1014,2021-04-20,7368.0,Shade Cloth
1015,2021-04-21,6690.0,Shade Cloth
1016,2021-04-22,6791.0,Shade Cloth
1017,2021-04-23,6791.0,Shade Cloth
1018,2021-04-24,6791.0,Shade Cloth
1019,2021-04-25,6791.0,Shade Cloth
1020,2021-04-26,10189.0,Shade Cloth
1021,2021-04-27,10189.0,Shade Cloth
1022,2021-04-28,10189.0,Shade Cloth
1023,2021-04-29,15155.0,Shade Cloth
1024,2021-04-30,15155.0,Shade Cloth
1025,2021-05-01,15155.0,Shade Cloth
1026,2021-05-02,15155.0,Shade Cloth
1027,2021-05-03,15155.0,Shade Cloth
1028,2021-05-04,18678.0,Shade Cloth
1029,2021-05-05,18678.0,Shade Cloth
1030,2021-05-06,18678.0,Shade Cloth
1031,2021-05-07,18510.0,Shade Cloth
1032,2021-05-08,18510.0,Shade Cloth
1033,2021-05-09,22836.0,Shade Cloth
1034,2021-05-10,22836.0,Shade Cloth
1035,2021-05-11,8952.0,Shade Cloth
1036,2021-05-12,8952.0,Shade Cloth
1037,2021-05-13,13240.0,Shade Cloth
1038,2021-05-14,13240.0,Shade Cloth
1039,2021-05-15,13240.0,Shade Cloth
1040,2021-05-16,13240.0,Shade Cloth
1041,2021-05-17,9660.0,Shade Cloth
1042,2021-05-18,9660.0,Shade Cloth
1043,2021-05-19,7326.0,Shade Cloth
1044,2021-05-20,6019.0,Shade Cloth
1045,2021-05-21,6019.0,Shade Cloth
1046,2021-05-22,2905.0,Shade Cloth
1047,2021-05-23,2905.0,Shade Cloth
1048,2021-05-24,3784.0,Shade Cloth
1049,2021-05-25,3563.0,Shade Cloth
1050,2021-05-26,4231.0,Shade Cloth
1051,2021-05-27,4231.0,Shade Cloth
1052,2021-05-28,2948.0,Shade Cloth
1053,2021-05-29,4593.0,Shade Cloth
1054,2021-05-30,4593.0,Shade Cloth
1055,2021-05-31,4593.0,Shade Cloth
1056,2021-06-01,5147.0,Shade Cloth
1057,2021-06-02,3446.0,Shade Cloth
1058,2021-06-03,3446.0,Shade Cloth
1059,2021-06-04,1783.0,Shade Cloth
1060,2021-06-05,1783.0,Shade Cloth
1061,2021-06-06,2166.0,Shade Cloth
1062,2021-06-07,2464.0,Shade Cloth
1063,2021-06-08,2792.0,Shade Cloth
1064,2021-06-09,2546.0,Shade Cloth
1065,2021-06-10,2842.0,Shade Cloth
1066,2021-06-11,2621.0,Shade Cloth
1067,2021-06-12,2621.0,Shade Cloth
1068,2021-06-13,1979.0,Shade Cloth
1069,2021-06-14,2334.0,Shade Cloth
1070,2021-06-15,2334.0,Shade Cloth
1071,2021-06-16,3882.0,Shade Cloth
1072,2021-06-17,3882.0,Shade Cloth
1073,2021-06-18,3971.0,Shade Cloth
1074,2021-06-19,3971.0,Shade Cloth
1075,2021-06-20,5326.0,Shade Cloth
1076,2021-06-21,5326.0,Shade Cloth
1077,2021-06-22,5326.0,Shade Cloth
1078,2021-06-23,8735.0,Shade Cloth
1079,2021-06-24,8735.0,Shade Cloth
1080,2021-06-25,6778.0,Shade Cloth
1081,2021-06-26,6778.0,Shade Cloth
1082,2021-06-27,6778.0,Shade Cloth
1083,2021-06-28,6668.0,Shade Cloth
1084,2021-06-29,7266.0,Shade Cloth
1085,2021-06-30,7266.0,Shade Cloth
1086,2021-07-01,2580.0,Shade Cloth
1087,2021-07-02,2580.0,Shade Cloth
1088,2021-07-03,2178.0,Shade Cloth
1089,2021-07-04,2178.0,Shade Cloth
1090,2021-07-05,2178.0,Shade Cloth
1091,2021-07-06,2428.0,Shade Cloth
1092,2021-07-07,2316.0,Shade Cloth
1093,2021-07-08,2179.0,Shade Cloth
1094,2021-07-09,2746.0,Shade Cloth
1095,2021-07-10,2746.0,Shade Cloth
1096,2021-07-11,3012.0,Shade Cloth
