,date,value,name_B07JGXJYSG
537,2020-09-27,13887.0,All-Purpose Cleaners
538,2020-09-28,13567.0,All-Purpose Cleaners
539,2020-09-29,10961.0,All-Purpose Cleaners
540,2020-09-30,10961.0,All-Purpose Cleaners
541,2020-10-01,15081.0,All-Purpose Cleaners
542,2020-10-02,15147.0,All-Purpose Cleaners
543,2020-10-03,13544.0,All-Purpose Cleaners
544,2020-10-04,13544.0,All-Purpose Cleaners
545,2020-10-05,9291.0,All-Purpose Cleaners
546,2020-10-06,6907.0,All-Purpose Cleaners
547,2020-10-07,7263.0,All-Purpose Cleaners
548,2020-10-08,7263.0,All-Purpose Cleaners
549,2020-10-09,4668.0,All-Purpose Cleaners
550,2020-10-10,3916.0,All-Purpose Cleaners
551,2020-10-11,3916.0,All-Purpose Cleaners
552,2020-10-12,3287.0,All-Purpose Cleaners
553,2020-10-13,5499.0,All-Purpose Cleaners
554,2020-10-14,6448.0,All-Purpose Cleaners
555,2020-10-15,9463.0,All-Purpose Cleaners
556,2020-10-16,12932.0,All-Purpose Cleaners
557,2020-10-17,18181.0,All-Purpose Cleaners
558,2020-10-18,18181.0,All-Purpose Cleaners
559,2020-10-19,26016.0,All-Purpose Cleaners
560,2020-10-20,27799.0,All-Purpose Cleaners
561,2020-10-21,27799.0,All-Purpose Cleaners
562,2020-10-22,10333.0,All-Purpose Cleaners
563,2020-10-23,10126.0,All-Purpose Cleaners
564,2020-10-24,7915.0,All-Purpose Cleaners
565,2020-10-25,7915.0,All-Purpose Cleaners
566,2020-10-26,7915.0,All-Purpose Cleaners
567,2020-10-27,5498.0,All-Purpose Cleaners
568,2020-10-28,5498.0,All-Purpose Cleaners
569,2020-10-29,6228.0,All-Purpose Cleaners
570,2020-10-30,6228.0,All-Purpose Cleaners
571,2020-10-31,5354.0,All-Purpose Cleaners
572,2020-11-01,5354.0,All-Purpose Cleaners
573,2020-11-02,4643.0,All-Purpose Cleaners
574,2020-11-03,5026.0,All-Purpose Cleaners
575,2020-11-04,4069.0,All-Purpose Cleaners
576,2020-11-05,4113.0,All-Purpose Cleaners
577,2020-11-06,4681.0,All-Purpose Cleaners
578,2020-11-07,5183.0,All-Purpose Cleaners
579,2020-11-08,5183.0,All-Purpose Cleaners
580,2020-11-09,2954.0,All-Purpose Cleaners
581,2020-11-10,2954.0,All-Purpose Cleaners
582,2020-11-11,4210.0,All-Purpose Cleaners
583,2020-11-12,4210.0,All-Purpose Cleaners
584,2020-11-13,3877.0,All-Purpose Cleaners
585,2020-11-14,4427.0,All-Purpose Cleaners
586,2020-11-15,4263.0,All-Purpose Cleaners
587,2020-11-16,4263.0,All-Purpose Cleaners
588,2020-11-17,3795.0,All-Purpose Cleaners
589,2020-11-18,4594.0,All-Purpose Cleaners
590,2020-11-19,4428.0,All-Purpose Cleaners
591,2020-11-20,4428.0,All-Purpose Cleaners
592,2020-11-21,4428.0,All-Purpose Cleaners
593,2020-11-22,4094.0,All-Purpose Cleaners
594,2020-11-23,4094.0,All-Purpose Cleaners
595,2020-11-24,2746.0,All-Purpose Cleaners
596,2020-11-25,2746.0,All-Purpose Cleaners
597,2020-11-26,3568.0,All-Purpose Cleaners
598,2020-11-27,4278.0,All-Purpose Cleaners
599,2020-11-28,4278.0,All-Purpose Cleaners
600,2020-11-29,4278.0,All-Purpose Cleaners
601,2020-11-30,3106.0,All-Purpose Cleaners
602,2020-12-01,3073.0,All-Purpose Cleaners
603,2020-12-02,3073.0,All-Purpose Cleaners
604,2020-12-03,3123.0,All-Purpose Cleaners
605,2020-12-04,2783.0,All-Purpose Cleaners
606,2020-12-05,2542.0,All-Purpose Cleaners
607,2020-12-06,2542.0,All-Purpose Cleaners
608,2020-12-07,6014.0,All-Purpose Cleaners
609,2020-12-08,6014.0,All-Purpose Cleaners
610,2020-12-09,8757.0,All-Purpose Cleaners
611,2020-12-10,8757.0,All-Purpose Cleaners
612,2020-12-11,12347.0,All-Purpose Cleaners
613,2020-12-12,12347.0,All-Purpose Cleaners
614,2020-12-13,12347.0,All-Purpose Cleaners
615,2020-12-14,13452.0,All-Purpose Cleaners
616,2020-12-15,13452.0,All-Purpose Cleaners
617,2020-12-16,6574.0,All-Purpose Cleaners
618,2020-12-17,6574.0,All-Purpose Cleaners
619,2020-12-18,6574.0,All-Purpose Cleaners
620,2020-12-19,3338.0,All-Purpose Cleaners
621,2020-12-20,3766.0,All-Purpose Cleaners
622,2020-12-21,4426.0,All-Purpose Cleaners
623,2020-12-22,4700.0,All-Purpose Cleaners
624,2020-12-23,3668.0,All-Purpose Cleaners
625,2020-12-24,3903.0,All-Purpose Cleaners
626,2020-12-25,3903.0,All-Purpose Cleaners
627,2020-12-26,3903.0,All-Purpose Cleaners
628,2020-12-27,3903.0,All-Purpose Cleaners
629,2020-12-28,3971.0,All-Purpose Cleaners
630,2020-12-29,3971.0,All-Purpose Cleaners
631,2020-12-30,3895.0,All-Purpose Cleaners
632,2020-12-31,3895.0,All-Purpose Cleaners
633,2021-01-01,4128.0,All-Purpose Cleaners
634,2021-01-02,4646.0,All-Purpose Cleaners
635,2021-01-03,4646.0,All-Purpose Cleaners
636,2021-01-04,4361.0,All-Purpose Cleaners
637,2021-01-05,4361.0,All-Purpose Cleaners
638,2021-01-06,5370.0,All-Purpose Cleaners
639,2021-01-07,5370.0,All-Purpose Cleaners
640,2021-01-08,5370.0,All-Purpose Cleaners
641,2021-01-09,5370.0,All-Purpose Cleaners
642,2021-01-10,5523.0,All-Purpose Cleaners
643,2021-01-11,5523.0,All-Purpose Cleaners
644,2021-01-12,6660.0,All-Purpose Cleaners
645,2021-01-13,6660.0,All-Purpose Cleaners
646,2021-01-14,5484.0,All-Purpose Cleaners
647,2021-01-15,7780.0,All-Purpose Cleaners
648,2021-01-16,7780.0,All-Purpose Cleaners
649,2021-01-17,5911.0,All-Purpose Cleaners
650,2021-01-18,7286.0,All-Purpose Cleaners
651,2021-01-19,5399.0,All-Purpose Cleaners
652,2021-01-20,6870.0,All-Purpose Cleaners
653,2021-01-21,6770.0,All-Purpose Cleaners
654,2021-01-22,6770.0,All-Purpose Cleaners
655,2021-01-23,3216.0,All-Purpose Cleaners
656,2021-01-24,2005.0,All-Purpose Cleaners
657,2021-01-25,2532.0,All-Purpose Cleaners
658,2021-01-26,2532.0,All-Purpose Cleaners
659,2021-01-27,2532.0,All-Purpose Cleaners
660,2021-01-28,2960.0,All-Purpose Cleaners
661,2021-01-29,2960.0,All-Purpose Cleaners
662,2021-01-30,3810.0,All-Purpose Cleaners
663,2021-01-31,5002.0,All-Purpose Cleaners
664,2021-02-01,5002.0,All-Purpose Cleaners
665,2021-02-02,4955.0,All-Purpose Cleaners
666,2021-02-03,4955.0,All-Purpose Cleaners
667,2021-02-04,6071.0,All-Purpose Cleaners
668,2021-02-05,6071.0,All-Purpose Cleaners
669,2021-02-06,6071.0,All-Purpose Cleaners
670,2021-02-07,8469.0,All-Purpose Cleaners
671,2021-02-08,8469.0,All-Purpose Cleaners
672,2021-02-09,8043.0,All-Purpose Cleaners
673,2021-02-10,8043.0,All-Purpose Cleaners
674,2021-02-11,7597.0,All-Purpose Cleaners
675,2021-02-12,7597.0,All-Purpose Cleaners
676,2021-02-13,7597.0,All-Purpose Cleaners
677,2021-02-14,4493.0,All-Purpose Cleaners
678,2021-02-15,4231.0,All-Purpose Cleaners
679,2021-02-16,4231.0,All-Purpose Cleaners
680,2021-02-17,3307.0,All-Purpose Cleaners
681,2021-02-18,3307.0,All-Purpose Cleaners
682,2021-02-19,3797.0,All-Purpose Cleaners
683,2021-02-20,4121.0,All-Purpose Cleaners
684,2021-02-21,4121.0,All-Purpose Cleaners
685,2021-02-22,3485.0,All-Purpose Cleaners
686,2021-02-23,3485.0,All-Purpose Cleaners
687,2021-02-24,3485.0,All-Purpose Cleaners
688,2021-02-25,3373.0,All-Purpose Cleaners
689,2021-02-26,3373.0,All-Purpose Cleaners
690,2021-02-27,3023.0,All-Purpose Cleaners
691,2021-02-28,3023.0,All-Purpose Cleaners
692,2021-03-01,2469.0,All-Purpose Cleaners
693,2021-03-02,2469.0,All-Purpose Cleaners
694,2021-03-03,3798.0,All-Purpose Cleaners
695,2021-03-04,3798.0,All-Purpose Cleaners
696,2021-03-05,3407.0,All-Purpose Cleaners
697,2021-03-06,3248.0,All-Purpose Cleaners
698,2021-03-07,2877.0,All-Purpose Cleaners
699,2021-03-08,2877.0,All-Purpose Cleaners
700,2021-03-09,3305.0,All-Purpose Cleaners
701,2021-03-10,3305.0,All-Purpose Cleaners
702,2021-03-11,4010.0,All-Purpose Cleaners
703,2021-03-12,4038.0,All-Purpose Cleaners
704,2021-03-13,4038.0,All-Purpose Cleaners
705,2021-03-14,4038.0,All-Purpose Cleaners
706,2021-03-15,3007.0,All-Purpose Cleaners
707,2021-03-16,2543.0,All-Purpose Cleaners
708,2021-03-17,2817.0,All-Purpose Cleaners
709,2021-03-18,2817.0,All-Purpose Cleaners
710,2021-03-19,2817.0,All-Purpose Cleaners
711,2021-03-20,4171.0,All-Purpose Cleaners
712,2021-03-21,4171.0,All-Purpose Cleaners
713,2021-03-22,3448.0,All-Purpose Cleaners
714,2021-03-23,3652.0,All-Purpose Cleaners
715,2021-03-24,3652.0,All-Purpose Cleaners
716,2021-03-25,3222.0,All-Purpose Cleaners
717,2021-03-26,3222.0,All-Purpose Cleaners
718,2021-03-27,3222.0,All-Purpose Cleaners
719,2021-03-28,2323.0,All-Purpose Cleaners
720,2021-03-29,2323.0,All-Purpose Cleaners
721,2021-03-30,2055.0,All-Purpose Cleaners
722,2021-03-31,2055.0,All-Purpose Cleaners
723,2021-04-01,3945.0,All-Purpose Cleaners
724,2021-04-02,3945.0,All-Purpose Cleaners
725,2021-04-03,3938.0,All-Purpose Cleaners
726,2021-04-04,3938.0,All-Purpose Cleaners
727,2021-04-05,2908.0,All-Purpose Cleaners
728,2021-04-06,2908.0,All-Purpose Cleaners
729,2021-04-07,2648.0,All-Purpose Cleaners
730,2021-04-08,3038.0,All-Purpose Cleaners
731,2021-04-09,3038.0,All-Purpose Cleaners
732,2021-04-10,3038.0,All-Purpose Cleaners
733,2021-04-11,2827.0,All-Purpose Cleaners
734,2021-04-12,2827.0,All-Purpose Cleaners
735,2021-04-13,3231.0,All-Purpose Cleaners
736,2021-04-14,3231.0,All-Purpose Cleaners
737,2021-04-15,2490.0,All-Purpose Cleaners
738,2021-04-16,2490.0,All-Purpose Cleaners
739,2021-04-17,2624.0,All-Purpose Cleaners
740,2021-04-18,1935.0,All-Purpose Cleaners
741,2021-04-19,2141.0,All-Purpose Cleaners
742,2021-04-20,2293.0,All-Purpose Cleaners
743,2021-04-21,2220.0,All-Purpose Cleaners
744,2021-04-22,2220.0,All-Purpose Cleaners
745,2021-04-23,2531.0,All-Purpose Cleaners
746,2021-04-24,2531.0,All-Purpose Cleaners
747,2021-04-25,3343.0,All-Purpose Cleaners
748,2021-04-26,3343.0,All-Purpose Cleaners
749,2021-04-27,3343.0,All-Purpose Cleaners
750,2021-04-28,3624.0,All-Purpose Cleaners
751,2021-04-29,3624.0,All-Purpose Cleaners
752,2021-04-30,5339.0,All-Purpose Cleaners
753,2021-05-01,5339.0,All-Purpose Cleaners
754,2021-05-02,5339.0,All-Purpose Cleaners
755,2021-05-03,4885.0,All-Purpose Cleaners
756,2021-05-04,4885.0,All-Purpose Cleaners
757,2021-05-05,4104.0,All-Purpose Cleaners
758,2021-05-06,4104.0,All-Purpose Cleaners
759,2021-05-07,3088.0,All-Purpose Cleaners
760,2021-05-08,3224.0,All-Purpose Cleaners
761,2021-05-09,3224.0,All-Purpose Cleaners
762,2021-05-10,3069.0,All-Purpose Cleaners
763,2021-05-11,2547.0,All-Purpose Cleaners
764,2021-05-12,2547.0,All-Purpose Cleaners
765,2021-05-13,2849.0,All-Purpose Cleaners
766,2021-05-14,2849.0,All-Purpose Cleaners
767,2021-05-15,3489.0,All-Purpose Cleaners
768,2021-05-16,3489.0,All-Purpose Cleaners
769,2021-05-17,3133.0,All-Purpose Cleaners
770,2021-05-18,3133.0,All-Purpose Cleaners
771,2021-05-19,3871.0,All-Purpose Cleaners
772,2021-05-20,4143.0,All-Purpose Cleaners
773,2021-05-21,4587.0,All-Purpose Cleaners
774,2021-05-22,4587.0,All-Purpose Cleaners
775,2021-05-23,4340.0,All-Purpose Cleaners
776,2021-05-24,4192.0,All-Purpose Cleaners
777,2021-05-25,3476.0,All-Purpose Cleaners
778,2021-05-26,3476.0,All-Purpose Cleaners
779,2021-05-27,4237.0,All-Purpose Cleaners
780,2021-05-28,4237.0,All-Purpose Cleaners
781,2021-05-29,3594.0,All-Purpose Cleaners
782,2021-05-30,3594.0,All-Purpose Cleaners
783,2021-05-31,3948.0,All-Purpose Cleaners
784,2021-06-01,4340.0,All-Purpose Cleaners
785,2021-06-02,4340.0,All-Purpose Cleaners
786,2021-06-03,6449.0,All-Purpose Cleaners
787,2021-06-04,6449.0,All-Purpose Cleaners
788,2021-06-05,9459.0,All-Purpose Cleaners
789,2021-06-06,9459.0,All-Purpose Cleaners
790,2021-06-07,11556.0,All-Purpose Cleaners
791,2021-06-08,13423.0,All-Purpose Cleaners
792,2021-06-09,9986.0,All-Purpose Cleaners
793,2021-06-10,9986.0,All-Purpose Cleaners
794,2021-06-11,8357.0,All-Purpose Cleaners
795,2021-06-12,8357.0,All-Purpose Cleaners
796,2021-06-13,8675.0,All-Purpose Cleaners
797,2021-06-14,8675.0,All-Purpose Cleaners
798,2021-06-15,8744.0,All-Purpose Cleaners
799,2021-06-16,8762.0,All-Purpose Cleaners
800,2021-06-17,8762.0,All-Purpose Cleaners
801,2021-06-18,10326.0,All-Purpose Cleaners
802,2021-06-19,10326.0,All-Purpose Cleaners
803,2021-06-20,10326.0,All-Purpose Cleaners
804,2021-06-21,15918.0,All-Purpose Cleaners
805,2021-06-22,17039.0,All-Purpose Cleaners
806,2021-06-23,18338.0,All-Purpose Cleaners
807,2021-06-24,17756.0,All-Purpose Cleaners
808,2021-06-25,17756.0,All-Purpose Cleaners
809,2021-06-26,14641.0,All-Purpose Cleaners
810,2021-06-27,14641.0,All-Purpose Cleaners
811,2021-06-28,10868.0,All-Purpose Cleaners
812,2021-06-29,9944.0,All-Purpose Cleaners
813,2021-06-30,9455.0,All-Purpose Cleaners
814,2021-07-01,9455.0,All-Purpose Cleaners
815,2021-07-02,8193.0,All-Purpose Cleaners
816,2021-07-03,8193.0,All-Purpose Cleaners
817,2021-07-04,6478.0,All-Purpose Cleaners
818,2021-07-05,5948.0,All-Purpose Cleaners
819,2021-07-06,5814.0,All-Purpose Cleaners
820,2021-07-07,7795.0,All-Purpose Cleaners
821,2021-07-08,9530.0,All-Purpose Cleaners
822,2021-07-09,12286.0,All-Purpose Cleaners
823,2021-07-10,14651.0,All-Purpose Cleaners
