,date,value,name_B08FRGX6F6
0,2020-08-23,459702.0,Accessories
1,2020-08-24,459702.0,Accessories
2,2020-08-25,459702.0,Accessories
3,2020-08-26,459702.0,Accessories
4,2020-08-27,459702.0,Accessories
5,2020-08-28,459702.0,Accessories
6,2020-08-29,459702.0,Accessories
7,2020-08-30,459702.0,Accessories
8,2020-08-31,575073.0,Accessories
9,2020-09-01,575073.0,Accessories
10,2020-09-02,494342.0,Accessories
11,2020-09-03,494342.0,Accessories
12,2020-09-04,494342.0,Accessories
13,2020-09-05,494342.0,Accessories
14,2020-09-06,494342.0,Accessories
15,2020-09-07,345858.0,Accessories
16,2020-09-08,345858.0,Accessories
17,2020-09-09,345858.0,Accessories
18,2020-09-10,345858.0,Accessories
19,2020-09-11,345858.0,Accessories
20,2020-09-12,345858.0,Accessories
21,2020-09-13,345858.0,Accessories
22,2020-09-14,345858.0,Accessories
23,2020-09-15,345858.0,Accessories
24,2020-09-16,345858.0,Accessories
25,2020-09-17,345858.0,Accessories
26,2020-09-18,345858.0,Accessories
27,2020-09-19,345858.0,Accessories
28,2020-09-20,345858.0,Accessories
29,2020-09-21,345858.0,Accessories
30,2020-09-22,345858.0,Accessories
31,2020-09-23,345858.0,Accessories
32,2020-09-24,345858.0,Accessories
33,2020-09-25,345858.0,Accessories
34,2020-09-26,345858.0,Accessories
35,2020-09-27,345858.0,Accessories
36,2020-09-28,345858.0,Accessories
37,2020-09-29,345858.0,Accessories
38,2020-09-30,345858.0,Accessories
39,2020-10-01,345858.0,Accessories
40,2020-10-02,136641.0,Accessories
41,2020-10-03,136641.0,Accessories
42,2020-10-04,136641.0,Accessories
43,2020-10-05,136641.0,Accessories
44,2020-10-06,136641.0,Accessories
45,2020-10-07,136641.0,Accessories
46,2020-10-08,136641.0,Accessories
47,2020-10-09,136641.0,Accessories
48,2020-10-10,136641.0,Accessories
49,2020-10-11,136641.0,Accessories
50,2020-10-12,136641.0,Accessories
51,2020-10-13,136641.0,Accessories
52,2020-10-14,136641.0,Accessories
53,2020-10-15,136641.0,Accessories
54,2020-10-16,136641.0,Accessories
55,2020-10-17,136641.0,Accessories
56,2020-10-18,136641.0,Accessories
57,2020-10-19,136641.0,Accessories
58,2020-10-20,136641.0,Accessories
59,2020-10-21,136641.0,Accessories
60,2020-10-22,136641.0,Accessories
61,2020-10-23,583453.0,Accessories
62,2020-10-24,583453.0,Accessories
63,2020-10-25,583453.0,Accessories
64,2020-10-26,583453.0,Accessories
65,2020-10-27,583453.0,Accessories
66,2020-10-28,583453.0,Accessories
67,2020-10-29,583453.0,Accessories
68,2020-10-30,583453.0,Accessories
69,2020-10-31,604833.0,Accessories
70,2020-11-01,604833.0,Accessories
71,2020-11-02,604833.0,Accessories
72,2020-11-03,604833.0,Accessories
73,2020-11-04,604833.0,Accessories
74,2020-11-05,604833.0,Accessories
75,2020-11-06,604833.0,Accessories
76,2020-11-07,604833.0,Accessories
77,2020-11-08,604833.0,Accessories
78,2020-11-09,604833.0,Accessories
79,2020-11-10,604833.0,Accessories
80,2020-11-11,604833.0,Accessories
81,2020-11-12,604833.0,Accessories
82,2020-11-13,604833.0,Accessories
83,2020-11-14,604833.0,Accessories
84,2020-11-15,604833.0,Accessories
85,2020-11-16,604833.0,Accessories
86,2020-11-17,738274.0,Accessories
87,2020-11-18,738274.0,Accessories
88,2020-11-19,738274.0,Accessories
89,2020-11-20,738274.0,Accessories
90,2020-11-21,738274.0,Accessories
91,2020-11-22,738274.0,Accessories
92,2020-11-23,738274.0,Accessories
93,2020-11-24,738274.0,Accessories
94,2020-11-25,738274.0,Accessories
95,2020-11-26,738274.0,Accessories
96,2020-11-27,738274.0,Accessories
97,2020-11-28,738274.0,Accessories
98,2020-11-29,738274.0,Accessories
99,2020-11-30,738274.0,Accessories
100,2020-12-01,738274.0,Accessories
101,2020-12-02,738274.0,Accessories
102,2020-12-03,738274.0,Accessories
103,2020-12-04,738274.0,Accessories
104,2020-12-05,738274.0,Accessories
105,2020-12-06,738274.0,Accessories
106,2020-12-07,738274.0,Accessories
107,2020-12-08,738274.0,Accessories
108,2020-12-09,738274.0,Accessories
109,2020-12-10,738274.0,Accessories
110,2020-12-11,738274.0,Accessories
111,2020-12-12,738274.0,Accessories
112,2020-12-13,738274.0,Accessories
113,2020-12-14,738274.0,Accessories
114,2020-12-15,738274.0,Accessories
115,2020-12-16,738274.0,Accessories
116,2020-12-17,738274.0,Accessories
117,2020-12-18,738274.0,Accessories
118,2020-12-19,738274.0,Accessories
119,2020-12-20,738274.0,Accessories
120,2020-12-21,763103.0,Accessories
121,2020-12-22,763103.0,Accessories
122,2020-12-23,763103.0,Accessories
123,2020-12-24,763103.0,Accessories
124,2020-12-25,763103.0,Accessories
125,2020-12-26,763103.0,Accessories
126,2020-12-27,763103.0,Accessories
127,2020-12-28,763103.0,Accessories
128,2020-12-29,763103.0,Accessories
129,2020-12-30,611051.0,Accessories
130,2020-12-31,611051.0,Accessories
131,2021-01-01,611051.0,Accessories
132,2021-01-02,611051.0,Accessories
133,2021-01-03,611051.0,Accessories
134,2021-01-04,611051.0,Accessories
135,2021-01-05,611051.0,Accessories
136,2021-01-06,611051.0,Accessories
137,2021-01-07,611051.0,Accessories
138,2021-01-08,611051.0,Accessories
139,2021-01-09,611051.0,Accessories
140,2021-01-10,866497.0,Accessories
141,2021-01-11,866497.0,Accessories
142,2021-01-12,866497.0,Accessories
143,2021-01-13,866497.0,Accessories
144,2021-01-14,866497.0,Accessories
145,2021-01-15,866497.0,Accessories
146,2021-01-16,866497.0,Accessories
147,2021-01-17,866497.0,Accessories
148,2021-01-18,866497.0,Accessories
149,2021-01-19,866497.0,Accessories
150,2021-01-20,866497.0,Accessories
151,2021-01-21,866497.0,Accessories
152,2021-01-22,866497.0,Accessories
153,2021-01-23,866497.0,Accessories
154,2021-01-24,866497.0,Accessories
155,2021-01-25,866497.0,Accessories
156,2021-01-26,866497.0,Accessories
157,2021-01-27,866497.0,Accessories
158,2021-01-28,866497.0,Accessories
159,2021-01-29,771420.0,Accessories
160,2021-01-30,771420.0,Accessories
161,2021-01-31,771420.0,Accessories
162,2021-02-01,771420.0,Accessories
163,2021-02-02,771420.0,Accessories
164,2021-02-03,771420.0,Accessories
165,2021-02-04,771420.0,Accessories
166,2021-02-05,771420.0,Accessories
167,2021-02-06,771420.0,Accessories
168,2021-02-07,771420.0,Accessories
169,2021-02-08,771420.0,Accessories
170,2021-02-09,771420.0,Accessories
171,2021-02-10,771420.0,Accessories
172,2021-02-11,771420.0,Accessories
173,2021-02-12,771420.0,Accessories
174,2021-02-13,771420.0,Accessories
175,2021-02-14,771420.0,Accessories
176,2021-02-15,771420.0,Accessories
177,2021-02-16,771420.0,Accessories
178,2021-02-17,771420.0,Accessories
179,2021-02-18,771420.0,Accessories
180,2021-02-19,771420.0,Accessories
181,2021-02-20,771420.0,Accessories
182,2021-02-21,1190025.0,Accessories
183,2021-02-22,1190025.0,Accessories
184,2021-02-23,1190025.0,Accessories
185,2021-02-24,1190025.0,Accessories
186,2021-02-25,1190025.0,Accessories
187,2021-02-26,1190025.0,Accessories
188,2021-02-27,1190025.0,Accessories
189,2021-02-28,1190025.0,Accessories
190,2021-03-01,1003895.0,Accessories
191,2021-03-02,1003895.0,Accessories
192,2021-03-03,1003895.0,Accessories
193,2021-03-04,1003895.0,Accessories
194,2021-03-05,1003895.0,Accessories
195,2021-03-06,592323.0,Accessories
196,2021-03-07,592323.0,Accessories
197,2021-03-08,592323.0,Accessories
198,2021-03-09,592323.0,Accessories
199,2021-03-10,592323.0,Accessories
200,2021-03-11,592323.0,Accessories
201,2021-03-12,592323.0,Accessories
202,2021-03-13,592323.0,Accessories
203,2021-03-14,592323.0,Accessories
204,2021-03-15,592323.0,Accessories
205,2021-03-16,592323.0,Accessories
206,2021-03-17,592323.0,Accessories
207,2021-03-18,592323.0,Accessories
208,2021-03-19,592323.0,Accessories
209,2021-03-20,592323.0,Accessories
210,2021-03-21,592323.0,Accessories
211,2021-03-22,592323.0,Accessories
212,2021-03-23,364879.0,Accessories
213,2021-03-24,364879.0,Accessories
214,2021-03-25,364879.0,Accessories
215,2021-03-26,364879.0,Accessories
216,2021-03-27,364879.0,Accessories
217,2021-03-28,364879.0,Accessories
218,2021-03-29,364879.0,Accessories
219,2021-03-30,348240.0,Accessories
220,2021-03-31,348240.0,Accessories
221,2021-04-01,348240.0,Accessories
222,2021-04-02,348240.0,Accessories
223,2021-04-03,348240.0,Accessories
224,2021-04-04,295898.0,Accessories
225,2021-04-05,230769.0,Accessories
226,2021-04-06,230769.0,Accessories
227,2021-04-07,230769.0,Accessories
228,2021-04-08,230769.0,Accessories
229,2021-04-09,230769.0,Accessories
230,2021-04-10,230913.0,Accessories
231,2021-04-11,230913.0,Accessories
232,2021-04-12,230913.0,Accessories
233,2021-04-13,230913.0,Accessories
234,2021-04-14,230913.0,Accessories
235,2021-04-15,230913.0,Accessories
236,2021-04-16,230913.0,Accessories
237,2021-04-17,230913.0,Accessories
238,2021-04-18,537865.0,Accessories
239,2021-04-19,537865.0,Accessories
240,2021-04-20,537865.0,Accessories
241,2021-04-21,537865.0,Accessories
242,2021-04-22,537865.0,Accessories
243,2021-04-23,537865.0,Accessories
244,2021-04-24,537865.0,Accessories
245,2021-04-25,537865.0,Accessories
246,2021-04-26,537865.0,Accessories
247,2021-04-27,537865.0,Accessories
248,2021-04-28,537865.0,Accessories
249,2021-04-29,531663.0,Accessories
250,2021-04-30,531663.0,Accessories
251,2021-05-01,300505.0,Accessories
252,2021-05-02,300505.0,Accessories
253,2021-05-03,300505.0,Accessories
254,2021-05-04,300505.0,Accessories
255,2021-05-05,300505.0,Accessories
256,2021-05-06,300505.0,Accessories
257,2021-05-07,300505.0,Accessories
258,2021-05-08,515378.0,Accessories
259,2021-05-09,515378.0,Accessories
260,2021-05-10,515378.0,Accessories
261,2021-05-11,671805.0,Accessories
262,2021-05-12,671805.0,Accessories
263,2021-05-13,671805.0,Accessories
264,2021-05-14,671805.0,Accessories
265,2021-05-15,671805.0,Accessories
266,2021-05-16,671805.0,Accessories
267,2021-05-17,671805.0,Accessories
268,2021-05-18,671805.0,Accessories
269,2021-05-19,671805.0,Accessories
270,2021-05-20,671805.0,Accessories
271,2021-05-21,456541.0,Accessories
272,2021-05-22,456541.0,Accessories
273,2021-05-23,456541.0,Accessories
274,2021-05-24,456541.0,Accessories
275,2021-05-25,456541.0,Accessories
276,2021-05-26,456541.0,Accessories
277,2021-05-27,456541.0,Accessories
278,2021-05-28,248731.0,Accessories
279,2021-05-29,248731.0,Accessories
280,2021-05-30,248731.0,Accessories
281,2021-05-31,248731.0,Accessories
282,2021-06-01,248731.0,Accessories
283,2021-06-02,248731.0,Accessories
284,2021-06-03,158535.0,Accessories
285,2021-06-04,158535.0,Accessories
286,2021-06-05,158535.0,Accessories
287,2021-06-06,158535.0,Accessories
288,2021-06-07,158535.0,Accessories
289,2021-06-08,158535.0,Accessories
290,2021-06-09,158535.0,Accessories
291,2021-06-10,158535.0,Accessories
292,2021-06-11,140640.0,Accessories
293,2021-06-12,140640.0,Accessories
294,2021-06-13,140640.0,Accessories
295,2021-06-14,229531.0,Accessories
296,2021-06-15,229531.0,Accessories
297,2021-06-16,229531.0,Accessories
298,2021-06-17,111550.0,Accessories
299,2021-06-18,111550.0,Accessories
300,2021-06-19,111550.0,Accessories
301,2021-06-20,111550.0,Accessories
302,2021-06-21,111550.0,Accessories
303,2021-06-22,122281.0,Accessories
304,2021-06-23,123106.0,Accessories
305,2021-06-24,123106.0,Accessories
306,2021-06-25,123106.0,Accessories
307,2021-06-26,123106.0,Accessories
308,2021-06-27,123106.0,Accessories
309,2021-06-28,152098.0,Accessories
310,2021-06-29,82995.0,Accessories
311,2021-06-30,82995.0,Accessories
312,2021-07-01,81262.0,Accessories
313,2021-07-02,81262.0,Accessories
314,2021-07-03,81262.0,Accessories
315,2021-07-04,81262.0,Accessories
316,2021-07-05,81262.0,Accessories
317,2021-07-06,81262.0,Accessories
318,2021-07-07,81262.0,Accessories
319,2021-07-08,159190.0,Accessories
320,2021-07-09,184282.0,Accessories
