,date,value,name_B07XP5PCQ8
80,2020-01-04,357878.0,Fitted Sheets
81,2020-01-05,514974.0,Fitted Sheets
82,2020-01-06,514974.0,Fitted Sheets
83,2020-01-07,514974.0,Fitted Sheets
84,2020-01-08,514974.0,Fitted Sheets
85,2020-01-09,514974.0,Fitted Sheets
86,2020-01-10,514974.0,Fitted Sheets
87,2020-01-11,514974.0,Fitted Sheets
88,2020-01-12,514974.0,Fitted Sheets
89,2020-01-13,514974.0,Fitted Sheets
90,2020-01-14,514974.0,Fitted Sheets
91,2020-01-15,514974.0,Fitted Sheets
92,2020-01-16,514974.0,Fitted Sheets
93,2020-01-17,514974.0,Fitted Sheets
94,2020-01-18,274026.0,Fitted Sheets
95,2020-01-19,274026.0,Fitted Sheets
96,2020-01-20,274026.0,Fitted Sheets
97,2020-01-21,274026.0,Fitted Sheets
98,2020-01-22,274026.0,Fitted Sheets
99,2020-01-23,274026.0,Fitted Sheets
100,2020-01-24,795802.0,Fitted Sheets
101,2020-01-25,795802.0,Fitted Sheets
102,2020-01-26,795802.0,Fitted Sheets
103,2020-01-27,795802.0,Fitted Sheets
104,2020-01-28,795802.0,Fitted Sheets
105,2020-01-29,795802.0,Fitted Sheets
106,2020-01-30,795802.0,Fitted Sheets
107,2020-01-31,795802.0,Fitted Sheets
108,2020-02-01,795802.0,Fitted Sheets
109,2020-02-02,795802.0,Fitted Sheets
110,2020-02-03,983692.0,Fitted Sheets
111,2020-02-04,983692.0,Fitted Sheets
112,2020-02-05,983692.0,Fitted Sheets
113,2020-02-06,983692.0,Fitted Sheets
114,2020-02-07,983692.0,Fitted Sheets
115,2020-02-08,983692.0,Fitted Sheets
116,2020-02-09,983692.0,Fitted Sheets
117,2020-02-10,983692.0,Fitted Sheets
118,2020-02-11,983692.0,Fitted Sheets
119,2020-02-12,983692.0,Fitted Sheets
120,2020-02-13,640524.0,Fitted Sheets
121,2020-02-14,640524.0,Fitted Sheets
122,2020-02-15,640524.0,Fitted Sheets
123,2020-02-16,640524.0,Fitted Sheets
124,2020-02-17,640524.0,Fitted Sheets
125,2020-02-18,640524.0,Fitted Sheets
126,2020-02-19,640524.0,Fitted Sheets
127,2020-02-20,640524.0,Fitted Sheets
128,2020-02-21,640524.0,Fitted Sheets
129,2020-02-22,640524.0,Fitted Sheets
130,2020-02-23,1350815.0,Fitted Sheets
131,2020-02-24,1350815.0,Fitted Sheets
132,2020-02-25,1350815.0,Fitted Sheets
133,2020-02-26,1098015.0,Fitted Sheets
134,2020-02-27,1110881.0,Fitted Sheets
135,2020-02-28,1110881.0,Fitted Sheets
136,2020-02-29,1110881.0,Fitted Sheets
137,2020-03-01,1110881.0,Fitted Sheets
138,2020-03-02,1110881.0,Fitted Sheets
139,2020-03-03,1110881.0,Fitted Sheets
140,2020-03-04,1110881.0,Fitted Sheets
141,2020-03-05,1110881.0,Fitted Sheets
142,2020-03-06,1110881.0,Fitted Sheets
143,2020-03-07,1110881.0,Fitted Sheets
144,2020-03-08,1110881.0,Fitted Sheets
145,2020-03-09,1110881.0,Fitted Sheets
146,2020-03-10,1110881.0,Fitted Sheets
147,2020-03-11,1110881.0,Fitted Sheets
148,2020-03-12,1110881.0,Fitted Sheets
149,2020-03-13,1110881.0,Fitted Sheets
150,2020-03-14,1110881.0,Fitted Sheets
151,2020-03-15,1110881.0,Fitted Sheets
152,2020-03-16,1110881.0,Fitted Sheets
153,2020-03-17,1110881.0,Fitted Sheets
154,2020-03-18,1110881.0,Fitted Sheets
155,2020-03-19,1110881.0,Fitted Sheets
156,2020-03-20,1110881.0,Fitted Sheets
157,2020-03-21,1110881.0,Fitted Sheets
158,2020-03-22,1110881.0,Fitted Sheets
159,2020-03-23,1110881.0,Fitted Sheets
160,2020-03-24,1110881.0,Fitted Sheets
161,2020-03-25,1110881.0,Fitted Sheets
162,2020-03-26,1110881.0,Fitted Sheets
163,2020-03-27,1110881.0,Fitted Sheets
164,2020-03-28,1110881.0,Fitted Sheets
165,2020-03-29,1110881.0,Fitted Sheets
166,2020-03-30,1110881.0,Fitted Sheets
167,2020-03-31,1110881.0,Fitted Sheets
168,2020-04-01,1110881.0,Fitted Sheets
169,2020-04-02,1110881.0,Fitted Sheets
170,2020-04-03,1110881.0,Fitted Sheets
171,2020-04-04,1110881.0,Fitted Sheets
172,2020-04-05,1110881.0,Fitted Sheets
173,2020-04-06,1171916.0,Fitted Sheets
174,2020-04-07,1171916.0,Fitted Sheets
175,2020-04-08,1171916.0,Fitted Sheets
176,2020-04-09,1171916.0,Fitted Sheets
177,2020-04-10,1171916.0,Fitted Sheets
178,2020-04-11,1171916.0,Fitted Sheets
179,2020-04-12,1171916.0,Fitted Sheets
180,2020-04-13,1171916.0,Fitted Sheets
181,2020-04-14,1171916.0,Fitted Sheets
182,2020-04-15,1171916.0,Fitted Sheets
183,2020-04-16,1171916.0,Fitted Sheets
184,2020-04-17,1171916.0,Fitted Sheets
185,2020-04-18,1171916.0,Fitted Sheets
186,2020-04-19,1171916.0,Fitted Sheets
187,2020-04-20,1171916.0,Fitted Sheets
188,2020-04-21,1171916.0,Fitted Sheets
189,2020-04-22,1171916.0,Fitted Sheets
190,2020-04-23,1171916.0,Fitted Sheets
191,2020-04-24,1171916.0,Fitted Sheets
192,2020-04-25,1171916.0,Fitted Sheets
193,2020-04-26,1171916.0,Fitted Sheets
194,2020-04-27,1171916.0,Fitted Sheets
195,2020-04-28,1171916.0,Fitted Sheets
196,2020-04-29,1316760.0,Fitted Sheets
197,2020-04-30,1316760.0,Fitted Sheets
198,2020-05-01,1316760.0,Fitted Sheets
199,2020-05-02,1316760.0,Fitted Sheets
200,2020-05-03,1316760.0,Fitted Sheets
201,2020-05-04,1316760.0,Fitted Sheets
202,2020-05-05,1316760.0,Fitted Sheets
203,2020-05-06,1316760.0,Fitted Sheets
204,2020-05-07,1316760.0,Fitted Sheets
205,2020-05-08,1316760.0,Fitted Sheets
206,2020-05-09,1316760.0,Fitted Sheets
207,2020-05-10,1316760.0,Fitted Sheets
208,2020-05-11,1316760.0,Fitted Sheets
209,2020-05-12,1316760.0,Fitted Sheets
210,2020-05-13,1316760.0,Fitted Sheets
211,2020-05-14,1316760.0,Fitted Sheets
212,2020-05-15,1316760.0,Fitted Sheets
213,2020-05-16,1316760.0,Fitted Sheets
214,2020-05-17,1316760.0,Fitted Sheets
215,2020-05-18,1316760.0,Fitted Sheets
216,2020-05-19,1316760.0,Fitted Sheets
217,2020-05-20,1316760.0,Fitted Sheets
218,2020-05-21,1316760.0,Fitted Sheets
219,2020-05-22,1316760.0,Fitted Sheets
220,2020-05-23,1316760.0,Fitted Sheets
221,2020-05-24,1316760.0,Fitted Sheets
222,2020-05-25,1316760.0,Fitted Sheets
223,2020-05-26,1316760.0,Fitted Sheets
224,2020-05-27,1316760.0,Fitted Sheets
225,2020-05-28,1316760.0,Fitted Sheets
226,2020-05-29,1316760.0,Fitted Sheets
227,2020-05-30,1316760.0,Fitted Sheets
228,2020-05-31,470061.0,Fitted Sheets
229,2020-06-01,470061.0,Fitted Sheets
230,2020-06-02,470061.0,Fitted Sheets
231,2020-06-03,470061.0,Fitted Sheets
232,2020-06-04,470061.0,Fitted Sheets
233,2020-06-05,470061.0,Fitted Sheets
234,2020-06-06,470061.0,Fitted Sheets
235,2020-06-07,470061.0,Fitted Sheets
236,2020-06-08,470061.0,Fitted Sheets
237,2020-06-09,470061.0,Fitted Sheets
238,2020-06-10,470061.0,Fitted Sheets
239,2020-06-11,470061.0,Fitted Sheets
240,2020-06-12,470061.0,Fitted Sheets
241,2020-06-13,470061.0,Fitted Sheets
242,2020-06-14,470061.0,Fitted Sheets
243,2020-06-15,470061.0,Fitted Sheets
244,2020-06-16,470061.0,Fitted Sheets
245,2020-06-17,470061.0,Fitted Sheets
246,2020-06-18,470061.0,Fitted Sheets
247,2020-06-19,470061.0,Fitted Sheets
248,2020-06-20,470061.0,Fitted Sheets
249,2020-06-21,470061.0,Fitted Sheets
250,2020-06-22,470061.0,Fitted Sheets
251,2020-06-23,470061.0,Fitted Sheets
252,2020-06-24,470061.0,Fitted Sheets
253,2020-06-25,470061.0,Fitted Sheets
254,2020-06-26,470061.0,Fitted Sheets
255,2020-06-27,470061.0,Fitted Sheets
256,2020-06-28,470061.0,Fitted Sheets
257,2020-06-29,470061.0,Fitted Sheets
258,2020-06-30,470061.0,Fitted Sheets
259,2020-07-01,470061.0,Fitted Sheets
260,2020-07-02,470061.0,Fitted Sheets
261,2020-07-03,470061.0,Fitted Sheets
262,2020-07-04,470061.0,Fitted Sheets
263,2020-07-05,470061.0,Fitted Sheets
264,2020-07-06,470061.0,Fitted Sheets
265,2020-07-07,470061.0,Fitted Sheets
266,2020-07-08,470061.0,Fitted Sheets
267,2020-07-09,470061.0,Fitted Sheets
268,2020-07-10,470061.0,Fitted Sheets
269,2020-07-11,470061.0,Fitted Sheets
270,2020-07-12,470061.0,Fitted Sheets
271,2020-07-13,470061.0,Fitted Sheets
272,2020-07-14,470061.0,Fitted Sheets
273,2020-07-15,470061.0,Fitted Sheets
274,2020-07-16,470061.0,Fitted Sheets
275,2020-07-17,444604.0,Fitted Sheets
276,2020-07-18,444604.0,Fitted Sheets
277,2020-07-19,444604.0,Fitted Sheets
278,2020-07-20,444604.0,Fitted Sheets
279,2020-07-21,444604.0,Fitted Sheets
280,2020-07-22,444604.0,Fitted Sheets
281,2020-07-23,839753.0,Fitted Sheets
282,2020-07-24,839753.0,Fitted Sheets
283,2020-07-25,839753.0,Fitted Sheets
284,2020-07-26,839753.0,Fitted Sheets
285,2020-07-27,839753.0,Fitted Sheets
286,2020-07-28,839753.0,Fitted Sheets
287,2020-07-29,948523.0,Fitted Sheets
288,2020-07-30,948523.0,Fitted Sheets
289,2020-07-31,948523.0,Fitted Sheets
290,2020-08-01,948523.0,Fitted Sheets
291,2020-08-02,948523.0,Fitted Sheets
292,2020-08-03,948523.0,Fitted Sheets
293,2020-08-04,948523.0,Fitted Sheets
294,2020-08-05,948523.0,Fitted Sheets
295,2020-08-06,948523.0,Fitted Sheets
296,2020-08-07,948523.0,Fitted Sheets
297,2020-08-08,948523.0,Fitted Sheets
298,2020-08-09,948523.0,Fitted Sheets
299,2020-08-10,948523.0,Fitted Sheets
300,2020-08-11,948523.0,Fitted Sheets
301,2020-08-12,1131284.0,Fitted Sheets
302,2020-08-13,1131284.0,Fitted Sheets
303,2020-08-14,1131284.0,Fitted Sheets
304,2020-08-15,1131284.0,Fitted Sheets
305,2020-08-16,1131284.0,Fitted Sheets
306,2020-08-17,1173032.0,Fitted Sheets
307,2020-08-18,1173032.0,Fitted Sheets
308,2020-08-19,1173032.0,Fitted Sheets
309,2020-08-20,1173032.0,Fitted Sheets
310,2020-08-21,1173032.0,Fitted Sheets
311,2020-08-22,1173032.0,Fitted Sheets
312,2020-08-23,1173032.0,Fitted Sheets
313,2020-08-24,1173032.0,Fitted Sheets
314,2020-08-25,1173032.0,Fitted Sheets
315,2020-08-26,1173032.0,Fitted Sheets
316,2020-08-27,1173032.0,Fitted Sheets
317,2020-08-28,144758.0,Fitted Sheets
318,2020-08-29,144758.0,Fitted Sheets
319,2020-08-30,251334.0,Fitted Sheets
320,2020-08-31,251334.0,Fitted Sheets
321,2020-09-01,251334.0,Fitted Sheets
322,2020-09-02,251334.0,Fitted Sheets
323,2020-09-03,251334.0,Fitted Sheets
324,2020-09-04,251334.0,Fitted Sheets
325,2020-09-05,251334.0,Fitted Sheets
326,2020-09-06,251334.0,Fitted Sheets
327,2020-09-07,251334.0,Fitted Sheets
328,2020-09-08,251334.0,Fitted Sheets
329,2020-09-09,851810.0,Fitted Sheets
330,2020-09-10,851810.0,Fitted Sheets
331,2020-09-11,851810.0,Fitted Sheets
332,2020-09-12,851810.0,Fitted Sheets
333,2020-09-13,261390.0,Fitted Sheets
334,2020-09-14,261390.0,Fitted Sheets
335,2020-09-15,261390.0,Fitted Sheets
336,2020-09-16,261390.0,Fitted Sheets
337,2020-09-17,835527.0,Fitted Sheets
338,2020-09-18,835527.0,Fitted Sheets
339,2020-09-19,835527.0,Fitted Sheets
340,2020-09-20,835527.0,Fitted Sheets
341,2020-09-21,835527.0,Fitted Sheets
342,2020-09-22,835527.0,Fitted Sheets
343,2020-09-23,419798.0,Fitted Sheets
344,2020-09-24,419798.0,Fitted Sheets
345,2020-09-25,419798.0,Fitted Sheets
346,2020-09-26,419798.0,Fitted Sheets
347,2020-09-27,287096.0,Fitted Sheets
348,2020-09-28,287096.0,Fitted Sheets
349,2020-09-29,287096.0,Fitted Sheets
350,2020-09-30,287096.0,Fitted Sheets
351,2020-10-01,287096.0,Fitted Sheets
352,2020-10-02,586832.0,Fitted Sheets
353,2020-10-03,586832.0,Fitted Sheets
354,2020-10-04,586832.0,Fitted Sheets
355,2020-10-05,586832.0,Fitted Sheets
356,2020-10-06,586832.0,Fitted Sheets
357,2020-10-07,586832.0,Fitted Sheets
358,2020-10-08,363324.0,Fitted Sheets
359,2020-10-09,363324.0,Fitted Sheets
360,2020-10-10,363324.0,Fitted Sheets
361,2020-10-11,363324.0,Fitted Sheets
362,2020-10-12,236550.0,Fitted Sheets
363,2020-10-13,236550.0,Fitted Sheets
364,2020-10-14,236550.0,Fitted Sheets
365,2020-10-15,236550.0,Fitted Sheets
366,2020-10-16,236550.0,Fitted Sheets
367,2020-10-17,236550.0,Fitted Sheets
368,2020-10-18,236550.0,Fitted Sheets
369,2020-10-19,236550.0,Fitted Sheets
370,2020-10-20,236550.0,Fitted Sheets
371,2020-10-21,236550.0,Fitted Sheets
372,2020-10-22,236550.0,Fitted Sheets
373,2020-10-23,236550.0,Fitted Sheets
374,2020-10-24,236550.0,Fitted Sheets
375,2020-10-25,236550.0,Fitted Sheets
376,2020-10-26,236550.0,Fitted Sheets
377,2020-10-27,236550.0,Fitted Sheets
378,2020-10-28,150414.0,Fitted Sheets
379,2020-10-29,150414.0,Fitted Sheets
380,2020-10-30,150414.0,Fitted Sheets
381,2020-10-31,150414.0,Fitted Sheets
382,2020-11-01,150414.0,Fitted Sheets
383,2020-11-02,150414.0,Fitted Sheets
384,2020-11-03,99703.0,Fitted Sheets
385,2020-11-04,99703.0,Fitted Sheets
386,2020-11-05,99703.0,Fitted Sheets
387,2020-11-06,99703.0,Fitted Sheets
388,2020-11-07,99703.0,Fitted Sheets
389,2020-11-08,99703.0,Fitted Sheets
390,2020-11-09,99703.0,Fitted Sheets
391,2020-11-10,87479.0,Fitted Sheets
392,2020-11-11,87479.0,Fitted Sheets
393,2020-11-12,87479.0,Fitted Sheets
394,2020-11-13,99281.0,Fitted Sheets
395,2020-11-14,99281.0,Fitted Sheets
396,2020-11-15,99281.0,Fitted Sheets
397,2020-11-16,90574.0,Fitted Sheets
398,2020-11-17,90574.0,Fitted Sheets
399,2020-11-18,90574.0,Fitted Sheets
400,2020-11-19,190591.0,Fitted Sheets
401,2020-11-20,190591.0,Fitted Sheets
402,2020-11-21,190591.0,Fitted Sheets
403,2020-11-22,93317.0,Fitted Sheets
404,2020-11-23,93317.0,Fitted Sheets
405,2020-11-24,93317.0,Fitted Sheets
406,2020-11-25,93317.0,Fitted Sheets
407,2020-11-26,93317.0,Fitted Sheets
408,2020-11-27,93317.0,Fitted Sheets
409,2020-11-28,93317.0,Fitted Sheets
410,2020-11-29,93317.0,Fitted Sheets
411,2020-11-30,93317.0,Fitted Sheets
412,2020-12-01,189055.0,Fitted Sheets
413,2020-12-02,189055.0,Fitted Sheets
414,2020-12-03,189055.0,Fitted Sheets
415,2020-12-04,189055.0,Fitted Sheets
416,2020-12-05,215392.0,Fitted Sheets
417,2020-12-06,215392.0,Fitted Sheets
418,2020-12-07,215392.0,Fitted Sheets
419,2020-12-08,215392.0,Fitted Sheets
420,2020-12-09,215392.0,Fitted Sheets
421,2020-12-10,215392.0,Fitted Sheets
422,2020-12-11,215392.0,Fitted Sheets
423,2020-12-12,215392.0,Fitted Sheets
424,2020-12-13,215392.0,Fitted Sheets
425,2020-12-14,215392.0,Fitted Sheets
426,2020-12-15,189161.0,Fitted Sheets
427,2020-12-16,189161.0,Fitted Sheets
428,2020-12-17,189161.0,Fitted Sheets
429,2020-12-18,189161.0,Fitted Sheets
430,2020-12-19,189161.0,Fitted Sheets
431,2020-12-20,122275.0,Fitted Sheets
432,2020-12-21,122275.0,Fitted Sheets
433,2020-12-22,122275.0,Fitted Sheets
434,2020-12-23,122275.0,Fitted Sheets
435,2020-12-24,122275.0,Fitted Sheets
436,2020-12-25,122275.0,Fitted Sheets
437,2020-12-26,122275.0,Fitted Sheets
438,2020-12-27,122275.0,Fitted Sheets
439,2020-12-28,106885.0,Fitted Sheets
440,2020-12-29,106885.0,Fitted Sheets
441,2020-12-30,192829.0,Fitted Sheets
442,2020-12-31,192829.0,Fitted Sheets
443,2021-01-01,192829.0,Fitted Sheets
444,2021-01-02,192829.0,Fitted Sheets
445,2021-01-03,192829.0,Fitted Sheets
446,2021-01-04,192829.0,Fitted Sheets
447,2021-01-05,192829.0,Fitted Sheets
448,2021-01-06,192829.0,Fitted Sheets
449,2021-01-07,192829.0,Fitted Sheets
450,2021-01-08,192829.0,Fitted Sheets
451,2021-01-09,192829.0,Fitted Sheets
452,2021-01-10,197964.0,Fitted Sheets
453,2021-01-11,197964.0,Fitted Sheets
454,2021-01-12,197964.0,Fitted Sheets
455,2021-01-13,503258.0,Fitted Sheets
456,2021-01-14,503258.0,Fitted Sheets
457,2021-01-15,503258.0,Fitted Sheets
458,2021-01-16,503258.0,Fitted Sheets
459,2021-01-17,503258.0,Fitted Sheets
460,2021-01-18,503258.0,Fitted Sheets
461,2021-01-19,503258.0,Fitted Sheets
462,2021-01-20,503258.0,Fitted Sheets
463,2021-01-21,503258.0,Fitted Sheets
464,2021-01-22,503258.0,Fitted Sheets
465,2021-01-23,503258.0,Fitted Sheets
466,2021-01-24,503258.0,Fitted Sheets
467,2021-01-25,503258.0,Fitted Sheets
468,2021-01-26,503258.0,Fitted Sheets
469,2021-01-27,270861.0,Fitted Sheets
470,2021-01-28,270861.0,Fitted Sheets
471,2021-01-29,270861.0,Fitted Sheets
472,2021-01-30,270861.0,Fitted Sheets
473,2021-01-31,270861.0,Fitted Sheets
474,2021-02-01,270861.0,Fitted Sheets
475,2021-02-02,270861.0,Fitted Sheets
476,2021-02-03,777759.0,Fitted Sheets
477,2021-02-04,777759.0,Fitted Sheets
478,2021-02-05,777759.0,Fitted Sheets
479,2021-02-06,777759.0,Fitted Sheets
480,2021-02-07,777759.0,Fitted Sheets
481,2021-02-08,777759.0,Fitted Sheets
482,2021-02-09,777759.0,Fitted Sheets
483,2021-02-10,670215.0,Fitted Sheets
484,2021-02-11,670215.0,Fitted Sheets
485,2021-02-12,670215.0,Fitted Sheets
486,2021-02-13,670215.0,Fitted Sheets
487,2021-02-14,670215.0,Fitted Sheets
488,2021-02-15,670215.0,Fitted Sheets
489,2021-02-16,670215.0,Fitted Sheets
490,2021-02-17,670215.0,Fitted Sheets
491,2021-02-18,841690.0,Fitted Sheets
492,2021-02-19,841690.0,Fitted Sheets
493,2021-02-20,841690.0,Fitted Sheets
494,2021-02-21,841690.0,Fitted Sheets
495,2021-02-22,805314.0,Fitted Sheets
496,2021-02-23,805314.0,Fitted Sheets
497,2021-02-24,805314.0,Fitted Sheets
498,2021-02-25,805314.0,Fitted Sheets
499,2021-02-26,291413.0,Fitted Sheets
500,2021-02-27,291413.0,Fitted Sheets
501,2021-02-28,291413.0,Fitted Sheets
502,2021-03-01,291413.0,Fitted Sheets
503,2021-03-02,291413.0,Fitted Sheets
504,2021-03-03,362804.0,Fitted Sheets
505,2021-03-04,362804.0,Fitted Sheets
506,2021-03-05,362804.0,Fitted Sheets
507,2021-03-06,307685.0,Fitted Sheets
508,2021-03-07,307685.0,Fitted Sheets
509,2021-03-08,307685.0,Fitted Sheets
510,2021-03-09,307685.0,Fitted Sheets
511,2021-03-10,307685.0,Fitted Sheets
512,2021-03-11,683406.0,Fitted Sheets
513,2021-03-12,683406.0,Fitted Sheets
514,2021-03-13,683406.0,Fitted Sheets
515,2021-03-14,555722.0,Fitted Sheets
516,2021-03-15,555722.0,Fitted Sheets
517,2021-03-16,555722.0,Fitted Sheets
518,2021-03-17,555722.0,Fitted Sheets
519,2021-03-18,389936.0,Fitted Sheets
520,2021-03-19,389936.0,Fitted Sheets
521,2021-03-20,389936.0,Fitted Sheets
522,2021-03-21,389936.0,Fitted Sheets
523,2021-03-22,788879.0,Fitted Sheets
524,2021-03-23,788879.0,Fitted Sheets
525,2021-03-24,788879.0,Fitted Sheets
526,2021-03-25,788879.0,Fitted Sheets
527,2021-03-26,788879.0,Fitted Sheets
528,2021-03-27,788879.0,Fitted Sheets
529,2021-03-28,788879.0,Fitted Sheets
530,2021-03-29,788879.0,Fitted Sheets
531,2021-03-30,788879.0,Fitted Sheets
532,2021-03-31,788879.0,Fitted Sheets
533,2021-04-01,788879.0,Fitted Sheets
534,2021-04-02,788879.0,Fitted Sheets
535,2021-04-03,788879.0,Fitted Sheets
536,2021-04-04,799903.0,Fitted Sheets
537,2021-04-05,799903.0,Fitted Sheets
538,2021-04-06,799903.0,Fitted Sheets
539,2021-04-07,799903.0,Fitted Sheets
540,2021-04-08,799903.0,Fitted Sheets
541,2021-04-09,799903.0,Fitted Sheets
542,2021-04-10,650434.0,Fitted Sheets
543,2021-04-11,650434.0,Fitted Sheets
544,2021-04-12,650434.0,Fitted Sheets
545,2021-04-13,650434.0,Fitted Sheets
546,2021-04-14,1010188.0,Fitted Sheets
547,2021-04-15,1010188.0,Fitted Sheets
548,2021-04-16,1010188.0,Fitted Sheets
549,2021-04-17,1010188.0,Fitted Sheets
550,2021-04-18,1010188.0,Fitted Sheets
551,2021-04-19,1010188.0,Fitted Sheets
552,2021-04-20,1010188.0,Fitted Sheets
553,2021-04-21,1010188.0,Fitted Sheets
554,2021-04-22,1010188.0,Fitted Sheets
555,2021-04-23,1010188.0,Fitted Sheets
556,2021-04-24,1010188.0,Fitted Sheets
557,2021-04-25,1010188.0,Fitted Sheets
558,2021-04-26,1010188.0,Fitted Sheets
559,2021-04-27,1010188.0,Fitted Sheets
560,2021-04-28,1010188.0,Fitted Sheets
561,2021-04-29,502255.0,Fitted Sheets
562,2021-04-30,502255.0,Fitted Sheets
563,2021-05-01,502255.0,Fitted Sheets
564,2021-05-02,502255.0,Fitted Sheets
565,2021-05-03,502593.0,Fitted Sheets
566,2021-05-04,502593.0,Fitted Sheets
567,2021-05-05,502593.0,Fitted Sheets
568,2021-05-06,502593.0,Fitted Sheets
569,2021-05-07,502593.0,Fitted Sheets
570,2021-05-08,502593.0,Fitted Sheets
571,2021-05-09,502593.0,Fitted Sheets
572,2021-05-10,502593.0,Fitted Sheets
573,2021-05-11,502593.0,Fitted Sheets
574,2021-05-12,502593.0,Fitted Sheets
575,2021-05-13,502593.0,Fitted Sheets
576,2021-05-14,502593.0,Fitted Sheets
577,2021-05-15,502593.0,Fitted Sheets
578,2021-05-16,502593.0,Fitted Sheets
579,2021-05-17,502593.0,Fitted Sheets
580,2021-05-18,502593.0,Fitted Sheets
581,2021-05-19,502593.0,Fitted Sheets
582,2021-05-20,502593.0,Fitted Sheets
583,2021-05-21,502593.0,Fitted Sheets
584,2021-05-22,502593.0,Fitted Sheets
585,2021-05-23,502593.0,Fitted Sheets
586,2021-05-24,502593.0,Fitted Sheets
587,2021-05-25,339980.0,Fitted Sheets
588,2021-05-26,339980.0,Fitted Sheets
589,2021-05-27,339980.0,Fitted Sheets
590,2021-05-28,339980.0,Fitted Sheets
591,2021-05-29,339980.0,Fitted Sheets
592,2021-05-30,339980.0,Fitted Sheets
593,2021-05-31,339980.0,Fitted Sheets
594,2021-06-01,339980.0,Fitted Sheets
595,2021-06-02,478277.0,Fitted Sheets
596,2021-06-03,478277.0,Fitted Sheets
597,2021-06-04,478277.0,Fitted Sheets
598,2021-06-05,649662.0,Fitted Sheets
599,2021-06-06,649662.0,Fitted Sheets
600,2021-06-07,649662.0,Fitted Sheets
