,date,value,name_B07GRYWGKB
66,2018-10-31,212095.0,Home Fragrance Accessories
67,2018-11-01,212095.0,Home Fragrance Accessories
68,2018-11-02,212095.0,Home Fragrance Accessories
69,2018-11-03,119968.0,Home Fragrance Accessories
70,2018-11-04,157154.0,Home Fragrance Accessories
71,2018-11-05,86712.0,Home Fragrance Accessories
72,2018-11-06,86712.0,Home Fragrance Accessories
73,2018-11-07,86396.0,Home Fragrance Accessories
74,2018-11-08,86396.0,Home Fragrance Accessories
75,2018-11-09,86396.0,Home Fragrance Accessories
76,2018-11-10,74463.0,Home Fragrance Accessories
77,2018-11-11,115392.0,Home Fragrance Accessories
78,2018-11-12,115392.0,Home Fragrance Accessories
79,2018-11-13,103775.0,Home Fragrance Accessories
80,2018-11-14,103775.0,Home Fragrance Accessories
81,2018-11-15,152012.0,Home Fragrance Accessories
82,2018-11-16,125674.0,Home Fragrance Accessories
83,2018-11-17,51308.0,Home Fragrance Accessories
84,2018-11-18,51308.0,Home Fragrance Accessories
85,2018-11-19,157043.0,Home Fragrance Accessories
86,2018-11-20,157043.0,Home Fragrance Accessories
87,2018-11-21,126567.0,Home Fragrance Accessories
88,2018-11-22,109499.0,Home Fragrance Accessories
89,2018-11-23,104883.0,Home Fragrance Accessories
90,2018-11-24,104883.0,Home Fragrance Accessories
91,2018-11-25,166793.0,Home Fragrance Accessories
92,2018-11-26,122946.0,Home Fragrance Accessories
93,2018-11-27,113935.0,Home Fragrance Accessories
94,2018-11-28,113935.0,Home Fragrance Accessories
95,2018-11-29,113935.0,Home Fragrance Accessories
96,2018-11-30,113935.0,Home Fragrance Accessories
97,2018-12-01,111682.0,Home Fragrance Accessories
98,2018-12-02,111682.0,Home Fragrance Accessories
99,2018-12-03,123603.0,Home Fragrance Accessories
100,2018-12-04,123603.0,Home Fragrance Accessories
101,2018-12-05,190231.0,Home Fragrance Accessories
102,2018-12-06,190231.0,Home Fragrance Accessories
103,2018-12-07,310327.0,Home Fragrance Accessories
104,2018-12-08,228561.0,Home Fragrance Accessories
105,2018-12-09,228561.0,Home Fragrance Accessories
106,2018-12-10,228561.0,Home Fragrance Accessories
107,2018-12-11,180521.0,Home Fragrance Accessories
108,2018-12-12,180521.0,Home Fragrance Accessories
109,2018-12-13,125776.0,Home Fragrance Accessories
110,2018-12-14,125776.0,Home Fragrance Accessories
111,2018-12-15,125776.0,Home Fragrance Accessories
112,2018-12-16,236571.0,Home Fragrance Accessories
113,2018-12-17,236571.0,Home Fragrance Accessories
114,2018-12-18,236571.0,Home Fragrance Accessories
115,2018-12-19,121993.0,Home Fragrance Accessories
116,2018-12-20,121993.0,Home Fragrance Accessories
117,2018-12-21,106128.0,Home Fragrance Accessories
118,2018-12-22,106128.0,Home Fragrance Accessories
119,2018-12-23,106128.0,Home Fragrance Accessories
120,2018-12-24,63992.0,Home Fragrance Accessories
121,2018-12-25,63992.0,Home Fragrance Accessories
122,2018-12-26,105581.0,Home Fragrance Accessories
123,2018-12-27,105581.0,Home Fragrance Accessories
124,2018-12-28,82870.0,Home Fragrance Accessories
125,2018-12-29,82870.0,Home Fragrance Accessories
126,2018-12-30,49564.0,Home Fragrance Accessories
127,2018-12-31,49564.0,Home Fragrance Accessories
128,2019-01-01,49564.0,Home Fragrance Accessories
129,2019-01-02,94886.0,Home Fragrance Accessories
130,2019-01-03,94886.0,Home Fragrance Accessories
131,2019-01-04,94886.0,Home Fragrance Accessories
132,2019-01-05,94886.0,Home Fragrance Accessories
133,2019-01-06,75849.0,Home Fragrance Accessories
134,2019-01-07,75849.0,Home Fragrance Accessories
135,2019-01-08,105865.0,Home Fragrance Accessories
136,2019-01-09,105865.0,Home Fragrance Accessories
137,2019-01-10,105865.0,Home Fragrance Accessories
138,2019-01-11,59163.0,Home Fragrance Accessories
139,2019-01-12,59163.0,Home Fragrance Accessories
140,2019-01-13,98367.0,Home Fragrance Accessories
141,2019-01-14,98367.0,Home Fragrance Accessories
142,2019-01-15,98367.0,Home Fragrance Accessories
143,2019-01-16,93005.0,Home Fragrance Accessories
144,2019-01-17,93005.0,Home Fragrance Accessories
145,2019-01-18,93005.0,Home Fragrance Accessories
146,2019-01-19,93005.0,Home Fragrance Accessories
147,2019-01-20,319285.0,Home Fragrance Accessories
148,2019-01-21,319285.0,Home Fragrance Accessories
149,2019-01-22,319285.0,Home Fragrance Accessories
150,2019-01-23,98044.0,Home Fragrance Accessories
151,2019-01-24,98044.0,Home Fragrance Accessories
152,2019-01-25,98044.0,Home Fragrance Accessories
153,2019-01-26,98044.0,Home Fragrance Accessories
154,2019-01-27,374695.0,Home Fragrance Accessories
155,2019-01-28,374695.0,Home Fragrance Accessories
156,2019-01-29,385355.0,Home Fragrance Accessories
157,2019-01-30,385355.0,Home Fragrance Accessories
158,2019-01-31,385355.0,Home Fragrance Accessories
159,2019-02-01,278301.0,Home Fragrance Accessories
160,2019-02-02,278301.0,Home Fragrance Accessories
161,2019-02-03,214750.0,Home Fragrance Accessories
162,2019-02-04,214750.0,Home Fragrance Accessories
163,2019-02-05,293730.0,Home Fragrance Accessories
164,2019-02-06,293730.0,Home Fragrance Accessories
165,2019-02-07,293730.0,Home Fragrance Accessories
166,2019-02-08,195371.0,Home Fragrance Accessories
167,2019-02-09,171054.0,Home Fragrance Accessories
168,2019-02-10,171054.0,Home Fragrance Accessories
169,2019-02-11,372069.0,Home Fragrance Accessories
170,2019-02-12,429152.0,Home Fragrance Accessories
171,2019-02-13,429152.0,Home Fragrance Accessories
172,2019-02-14,184806.0,Home Fragrance Accessories
173,2019-02-15,184806.0,Home Fragrance Accessories
174,2019-02-16,384011.0,Home Fragrance Accessories
175,2019-02-17,384011.0,Home Fragrance Accessories
176,2019-02-18,347993.0,Home Fragrance Accessories
177,2019-02-19,347993.0,Home Fragrance Accessories
178,2019-02-20,347993.0,Home Fragrance Accessories
179,2019-02-21,347993.0,Home Fragrance Accessories
180,2019-02-22,173144.0,Home Fragrance Accessories
181,2019-02-23,183002.0,Home Fragrance Accessories
182,2019-02-24,183002.0,Home Fragrance Accessories
183,2019-02-25,95788.0,Home Fragrance Accessories
184,2019-02-26,95788.0,Home Fragrance Accessories
185,2019-02-27,95788.0,Home Fragrance Accessories
186,2019-02-28,226936.0,Home Fragrance Accessories
187,2019-03-01,226936.0,Home Fragrance Accessories
188,2019-03-02,226936.0,Home Fragrance Accessories
189,2019-03-03,226936.0,Home Fragrance Accessories
190,2019-03-04,226936.0,Home Fragrance Accessories
191,2019-03-05,343267.0,Home Fragrance Accessories
192,2019-03-06,343267.0,Home Fragrance Accessories
193,2019-03-07,137250.0,Home Fragrance Accessories
194,2019-03-08,327494.0,Home Fragrance Accessories
195,2019-03-09,327494.0,Home Fragrance Accessories
196,2019-03-10,176508.0,Home Fragrance Accessories
197,2019-03-11,176508.0,Home Fragrance Accessories
198,2019-03-12,176508.0,Home Fragrance Accessories
199,2019-03-13,394797.0,Home Fragrance Accessories
200,2019-03-14,394797.0,Home Fragrance Accessories
201,2019-03-15,203215.0,Home Fragrance Accessories
202,2019-03-16,221545.0,Home Fragrance Accessories
203,2019-03-17,221545.0,Home Fragrance Accessories
204,2019-03-18,268627.0,Home Fragrance Accessories
205,2019-03-19,268627.0,Home Fragrance Accessories
206,2019-03-20,263288.0,Home Fragrance Accessories
207,2019-03-21,263288.0,Home Fragrance Accessories
208,2019-03-22,263288.0,Home Fragrance Accessories
209,2019-03-23,305877.0,Home Fragrance Accessories
210,2019-03-24,305877.0,Home Fragrance Accessories
211,2019-03-25,305877.0,Home Fragrance Accessories
212,2019-03-26,305877.0,Home Fragrance Accessories
213,2019-03-27,305877.0,Home Fragrance Accessories
214,2019-03-28,305877.0,Home Fragrance Accessories
215,2019-03-29,305877.0,Home Fragrance Accessories
216,2019-03-30,305877.0,Home Fragrance Accessories
217,2019-03-31,139672.0,Home Fragrance Accessories
218,2019-04-01,139672.0,Home Fragrance Accessories
219,2019-04-02,139672.0,Home Fragrance Accessories
220,2019-04-03,139672.0,Home Fragrance Accessories
221,2019-04-04,240163.0,Home Fragrance Accessories
222,2019-04-05,302244.0,Home Fragrance Accessories
223,2019-04-06,97746.0,Home Fragrance Accessories
224,2019-04-07,97746.0,Home Fragrance Accessories
225,2019-04-08,97746.0,Home Fragrance Accessories
226,2019-04-09,97746.0,Home Fragrance Accessories
227,2019-04-10,224827.0,Home Fragrance Accessories
228,2019-04-11,350727.0,Home Fragrance Accessories
229,2019-04-12,350727.0,Home Fragrance Accessories
230,2019-04-13,250078.0,Home Fragrance Accessories
231,2019-04-14,250078.0,Home Fragrance Accessories
232,2019-04-15,213953.0,Home Fragrance Accessories
233,2019-04-16,137926.0,Home Fragrance Accessories
234,2019-04-17,137926.0,Home Fragrance Accessories
235,2019-04-18,137926.0,Home Fragrance Accessories
236,2019-04-19,145416.0,Home Fragrance Accessories
237,2019-04-20,145416.0,Home Fragrance Accessories
238,2019-04-21,145416.0,Home Fragrance Accessories
239,2019-04-22,263439.0,Home Fragrance Accessories
240,2019-04-23,263439.0,Home Fragrance Accessories
241,2019-04-24,263439.0,Home Fragrance Accessories
242,2019-04-25,263439.0,Home Fragrance Accessories
243,2019-04-26,263439.0,Home Fragrance Accessories
244,2019-04-27,263439.0,Home Fragrance Accessories
245,2019-04-28,450984.0,Home Fragrance Accessories
246,2019-04-29,450984.0,Home Fragrance Accessories
247,2019-04-30,457636.0,Home Fragrance Accessories
248,2019-05-01,457636.0,Home Fragrance Accessories
249,2019-05-02,457636.0,Home Fragrance Accessories
250,2019-05-03,457636.0,Home Fragrance Accessories
251,2019-05-04,457636.0,Home Fragrance Accessories
252,2019-05-05,457636.0,Home Fragrance Accessories
253,2019-05-06,254112.0,Home Fragrance Accessories
254,2019-05-07,254112.0,Home Fragrance Accessories
255,2019-05-08,264054.0,Home Fragrance Accessories
256,2019-05-09,264054.0,Home Fragrance Accessories
257,2019-05-10,264054.0,Home Fragrance Accessories
258,2019-05-11,264054.0,Home Fragrance Accessories
259,2019-05-12,264054.0,Home Fragrance Accessories
260,2019-05-13,487224.0,Home Fragrance Accessories
261,2019-05-14,487224.0,Home Fragrance Accessories
262,2019-05-15,223462.0,Home Fragrance Accessories
263,2019-05-16,223462.0,Home Fragrance Accessories
264,2019-05-17,176298.0,Home Fragrance Accessories
265,2019-05-18,196124.0,Home Fragrance Accessories
266,2019-05-19,223393.0,Home Fragrance Accessories
267,2019-05-20,223393.0,Home Fragrance Accessories
268,2019-05-21,148095.0,Home Fragrance Accessories
269,2019-05-22,148095.0,Home Fragrance Accessories
270,2019-05-23,148095.0,Home Fragrance Accessories
271,2019-05-24,164835.0,Home Fragrance Accessories
272,2019-05-25,164835.0,Home Fragrance Accessories
273,2019-05-26,403683.0,Home Fragrance Accessories
274,2019-05-27,403683.0,Home Fragrance Accessories
275,2019-05-28,403683.0,Home Fragrance Accessories
276,2019-05-29,403683.0,Home Fragrance Accessories
277,2019-05-30,403683.0,Home Fragrance Accessories
278,2019-05-31,291870.0,Home Fragrance Accessories
279,2019-06-01,291870.0,Home Fragrance Accessories
280,2019-06-02,291870.0,Home Fragrance Accessories
281,2019-06-03,244991.0,Home Fragrance Accessories
282,2019-06-04,244991.0,Home Fragrance Accessories
283,2019-06-05,244991.0,Home Fragrance Accessories
284,2019-06-06,244991.0,Home Fragrance Accessories
285,2019-06-07,496447.0,Home Fragrance Accessories
286,2019-06-08,496447.0,Home Fragrance Accessories
287,2019-06-09,496447.0,Home Fragrance Accessories
288,2019-06-10,383408.0,Home Fragrance Accessories
289,2019-06-11,383408.0,Home Fragrance Accessories
290,2019-06-12,383408.0,Home Fragrance Accessories
291,2019-06-13,215371.0,Home Fragrance Accessories
292,2019-06-14,215371.0,Home Fragrance Accessories
293,2019-06-15,368321.0,Home Fragrance Accessories
294,2019-06-16,368321.0,Home Fragrance Accessories
295,2019-06-17,368321.0,Home Fragrance Accessories
296,2019-06-18,130813.0,Home Fragrance Accessories
297,2019-06-19,130813.0,Home Fragrance Accessories
298,2019-06-20,130813.0,Home Fragrance Accessories
299,2019-06-21,440403.0,Home Fragrance Accessories
300,2019-06-22,440403.0,Home Fragrance Accessories
301,2019-06-23,464665.0,Home Fragrance Accessories
302,2019-06-24,518926.0,Home Fragrance Accessories
303,2019-06-25,518926.0,Home Fragrance Accessories
304,2019-06-26,518926.0,Home Fragrance Accessories
305,2019-06-27,362504.0,Home Fragrance Accessories
306,2019-06-28,362504.0,Home Fragrance Accessories
307,2019-06-29,362504.0,Home Fragrance Accessories
308,2019-06-30,199071.0,Home Fragrance Accessories
309,2019-07-01,199071.0,Home Fragrance Accessories
310,2019-07-02,199071.0,Home Fragrance Accessories
311,2019-07-03,173202.0,Home Fragrance Accessories
312,2019-07-04,173202.0,Home Fragrance Accessories
313,2019-07-05,173202.0,Home Fragrance Accessories
314,2019-07-06,205268.0,Home Fragrance Accessories
315,2019-07-07,205268.0,Home Fragrance Accessories
316,2019-07-08,473260.0,Home Fragrance Accessories
317,2019-07-09,473260.0,Home Fragrance Accessories
318,2019-07-10,473260.0,Home Fragrance Accessories
319,2019-07-11,473260.0,Home Fragrance Accessories
320,2019-07-12,259002.0,Home Fragrance Accessories
321,2019-07-13,259002.0,Home Fragrance Accessories
322,2019-07-14,324493.0,Home Fragrance Accessories
323,2019-07-15,324493.0,Home Fragrance Accessories
324,2019-07-16,324493.0,Home Fragrance Accessories
325,2019-07-17,284775.0,Home Fragrance Accessories
326,2019-07-18,284775.0,Home Fragrance Accessories
327,2019-07-19,259231.0,Home Fragrance Accessories
328,2019-07-20,259231.0,Home Fragrance Accessories
329,2019-07-21,333474.0,Home Fragrance Accessories
330,2019-07-22,333474.0,Home Fragrance Accessories
331,2019-07-23,333474.0,Home Fragrance Accessories
332,2019-07-24,554498.0,Home Fragrance Accessories
333,2019-07-25,554498.0,Home Fragrance Accessories
334,2019-07-26,388330.0,Home Fragrance Accessories
335,2019-07-27,388330.0,Home Fragrance Accessories
336,2019-07-28,188738.0,Home Fragrance Accessories
337,2019-07-29,188738.0,Home Fragrance Accessories
338,2019-07-30,293358.0,Home Fragrance Accessories
339,2019-07-31,293358.0,Home Fragrance Accessories
340,2019-08-01,293358.0,Home Fragrance Accessories
341,2019-08-02,128129.0,Home Fragrance Accessories
342,2019-08-03,241186.0,Home Fragrance Accessories
343,2019-08-04,340593.0,Home Fragrance Accessories
344,2019-08-05,340593.0,Home Fragrance Accessories
345,2019-08-06,287424.0,Home Fragrance Accessories
346,2019-08-07,287424.0,Home Fragrance Accessories
347,2019-08-08,409763.0,Home Fragrance Accessories
348,2019-08-09,409763.0,Home Fragrance Accessories
349,2019-08-10,409763.0,Home Fragrance Accessories
350,2019-08-11,409763.0,Home Fragrance Accessories
351,2019-08-12,234872.0,Home Fragrance Accessories
352,2019-08-13,239523.0,Home Fragrance Accessories
353,2019-08-14,193464.0,Home Fragrance Accessories
354,2019-08-15,193464.0,Home Fragrance Accessories
355,2019-08-16,193464.0,Home Fragrance Accessories
356,2019-08-17,288092.0,Home Fragrance Accessories
357,2019-08-18,288092.0,Home Fragrance Accessories
358,2019-08-19,288092.0,Home Fragrance Accessories
359,2019-08-20,312653.0,Home Fragrance Accessories
360,2019-08-21,312653.0,Home Fragrance Accessories
361,2019-08-22,312653.0,Home Fragrance Accessories
362,2019-08-23,200102.0,Home Fragrance Accessories
363,2019-08-24,200102.0,Home Fragrance Accessories
364,2019-08-25,212853.0,Home Fragrance Accessories
365,2019-08-26,329631.0,Home Fragrance Accessories
366,2019-08-27,329631.0,Home Fragrance Accessories
367,2019-08-28,125829.0,Home Fragrance Accessories
368,2019-08-29,125829.0,Home Fragrance Accessories
369,2019-08-30,274797.0,Home Fragrance Accessories
370,2019-08-31,274797.0,Home Fragrance Accessories
371,2019-09-01,163884.0,Home Fragrance Accessories
372,2019-09-02,163884.0,Home Fragrance Accessories
373,2019-09-03,111366.0,Home Fragrance Accessories
374,2019-09-04,111366.0,Home Fragrance Accessories
375,2019-09-05,289511.0,Home Fragrance Accessories
376,2019-09-06,289511.0,Home Fragrance Accessories
377,2019-09-07,289511.0,Home Fragrance Accessories
378,2019-09-08,289511.0,Home Fragrance Accessories
379,2019-09-09,289511.0,Home Fragrance Accessories
380,2019-09-10,241288.0,Home Fragrance Accessories
381,2019-09-11,169954.0,Home Fragrance Accessories
382,2019-09-12,122033.0,Home Fragrance Accessories
383,2019-09-13,242764.0,Home Fragrance Accessories
384,2019-09-14,242764.0,Home Fragrance Accessories
385,2019-09-15,242764.0,Home Fragrance Accessories
386,2019-09-16,96289.0,Home Fragrance Accessories
387,2019-09-17,96289.0,Home Fragrance Accessories
388,2019-09-18,215527.0,Home Fragrance Accessories
389,2019-09-19,215527.0,Home Fragrance Accessories
390,2019-09-20,215527.0,Home Fragrance Accessories
391,2019-09-21,162667.0,Home Fragrance Accessories
392,2019-09-22,348732.0,Home Fragrance Accessories
393,2019-09-23,348732.0,Home Fragrance Accessories
394,2019-09-24,130990.0,Home Fragrance Accessories
395,2019-09-25,130990.0,Home Fragrance Accessories
396,2019-09-26,130990.0,Home Fragrance Accessories
397,2019-09-27,130990.0,Home Fragrance Accessories
398,2019-09-28,166151.0,Home Fragrance Accessories
399,2019-09-29,166151.0,Home Fragrance Accessories
400,2019-09-30,232576.0,Home Fragrance Accessories
401,2019-10-01,232576.0,Home Fragrance Accessories
402,2019-10-02,232576.0,Home Fragrance Accessories
403,2019-10-03,199309.0,Home Fragrance Accessories
404,2019-10-04,199309.0,Home Fragrance Accessories
405,2019-10-05,199309.0,Home Fragrance Accessories
406,2019-10-06,199309.0,Home Fragrance Accessories
407,2019-10-07,268422.0,Home Fragrance Accessories
408,2019-10-08,268422.0,Home Fragrance Accessories
409,2019-10-09,268422.0,Home Fragrance Accessories
410,2019-10-10,208125.0,Home Fragrance Accessories
411,2019-10-11,208125.0,Home Fragrance Accessories
412,2019-10-12,208125.0,Home Fragrance Accessories
413,2019-10-13,276668.0,Home Fragrance Accessories
414,2019-10-14,276668.0,Home Fragrance Accessories
415,2019-10-15,276668.0,Home Fragrance Accessories
416,2019-10-16,220701.0,Home Fragrance Accessories
417,2019-10-17,325173.0,Home Fragrance Accessories
418,2019-10-18,325173.0,Home Fragrance Accessories
419,2019-10-19,325173.0,Home Fragrance Accessories
420,2019-10-20,357373.0,Home Fragrance Accessories
421,2019-10-21,357373.0,Home Fragrance Accessories
422,2019-10-22,213762.0,Home Fragrance Accessories
423,2019-10-23,213762.0,Home Fragrance Accessories
424,2019-10-24,213762.0,Home Fragrance Accessories
425,2019-10-25,205334.0,Home Fragrance Accessories
426,2019-10-26,205334.0,Home Fragrance Accessories
427,2019-10-27,184365.0,Home Fragrance Accessories
428,2019-10-28,184365.0,Home Fragrance Accessories
429,2019-10-29,299496.0,Home Fragrance Accessories
430,2019-10-30,258155.0,Home Fragrance Accessories
431,2019-10-31,258155.0,Home Fragrance Accessories
432,2019-11-01,185996.0,Home Fragrance Accessories
433,2019-11-02,185996.0,Home Fragrance Accessories
434,2019-11-03,190428.0,Home Fragrance Accessories
435,2019-11-04,190428.0,Home Fragrance Accessories
436,2019-11-05,190428.0,Home Fragrance Accessories
437,2019-11-06,190428.0,Home Fragrance Accessories
438,2019-11-07,190428.0,Home Fragrance Accessories
439,2019-11-08,453439.0,Home Fragrance Accessories
440,2019-11-09,453439.0,Home Fragrance Accessories
441,2019-11-10,228087.0,Home Fragrance Accessories
442,2019-11-11,228087.0,Home Fragrance Accessories
443,2019-11-12,228087.0,Home Fragrance Accessories
444,2019-11-13,205243.0,Home Fragrance Accessories
445,2019-11-14,205243.0,Home Fragrance Accessories
446,2019-11-15,116809.0,Home Fragrance Accessories
447,2019-11-16,116809.0,Home Fragrance Accessories
448,2019-11-17,116809.0,Home Fragrance Accessories
449,2019-11-18,177312.0,Home Fragrance Accessories
450,2019-11-19,191948.0,Home Fragrance Accessories
451,2019-11-20,249812.0,Home Fragrance Accessories
452,2019-11-21,168180.0,Home Fragrance Accessories
453,2019-11-22,165995.0,Home Fragrance Accessories
454,2019-11-23,165995.0,Home Fragrance Accessories
455,2019-11-24,165995.0,Home Fragrance Accessories
456,2019-11-25,207474.0,Home Fragrance Accessories
457,2019-11-26,207474.0,Home Fragrance Accessories
458,2019-11-27,227083.0,Home Fragrance Accessories
459,2019-11-28,209462.0,Home Fragrance Accessories
460,2019-11-29,209462.0,Home Fragrance Accessories
461,2019-11-30,320662.0,Home Fragrance Accessories
462,2019-12-01,320662.0,Home Fragrance Accessories
463,2019-12-02,320662.0,Home Fragrance Accessories
464,2019-12-03,320662.0,Home Fragrance Accessories
465,2019-12-04,320662.0,Home Fragrance Accessories
466,2019-12-05,166129.0,Home Fragrance Accessories
467,2019-12-06,166129.0,Home Fragrance Accessories
468,2019-12-07,166129.0,Home Fragrance Accessories
469,2019-12-08,166129.0,Home Fragrance Accessories
470,2019-12-09,166129.0,Home Fragrance Accessories
471,2019-12-10,166129.0,Home Fragrance Accessories
472,2019-12-11,133847.0,Home Fragrance Accessories
473,2019-12-12,155501.0,Home Fragrance Accessories
474,2019-12-13,155501.0,Home Fragrance Accessories
475,2019-12-14,155501.0,Home Fragrance Accessories
476,2019-12-15,231045.0,Home Fragrance Accessories
477,2019-12-16,231045.0,Home Fragrance Accessories
478,2019-12-17,168500.0,Home Fragrance Accessories
479,2019-12-18,206273.0,Home Fragrance Accessories
480,2019-12-19,221887.0,Home Fragrance Accessories
481,2019-12-20,221887.0,Home Fragrance Accessories
482,2019-12-21,221887.0,Home Fragrance Accessories
483,2019-12-22,221887.0,Home Fragrance Accessories
484,2019-12-23,221887.0,Home Fragrance Accessories
485,2019-12-24,221887.0,Home Fragrance Accessories
486,2019-12-25,221887.0,Home Fragrance Accessories
487,2019-12-26,175343.0,Home Fragrance Accessories
488,2019-12-27,172562.0,Home Fragrance Accessories
489,2019-12-28,172562.0,Home Fragrance Accessories
490,2019-12-29,172562.0,Home Fragrance Accessories
491,2019-12-30,172562.0,Home Fragrance Accessories
492,2019-12-31,172562.0,Home Fragrance Accessories
493,2020-01-01,172562.0,Home Fragrance Accessories
494,2020-01-02,172562.0,Home Fragrance Accessories
495,2020-01-03,145902.0,Home Fragrance Accessories
496,2020-01-04,145902.0,Home Fragrance Accessories
497,2020-01-05,145902.0,Home Fragrance Accessories
498,2020-01-06,135870.0,Home Fragrance Accessories
499,2020-01-07,135870.0,Home Fragrance Accessories
500,2020-01-08,135870.0,Home Fragrance Accessories
501,2020-01-09,242295.0,Home Fragrance Accessories
502,2020-01-10,191488.0,Home Fragrance Accessories
503,2020-01-11,191488.0,Home Fragrance Accessories
504,2020-01-12,191488.0,Home Fragrance Accessories
505,2020-01-13,191488.0,Home Fragrance Accessories
506,2020-01-14,230889.0,Home Fragrance Accessories
507,2020-01-15,230889.0,Home Fragrance Accessories
508,2020-01-16,230889.0,Home Fragrance Accessories
509,2020-01-17,212152.0,Home Fragrance Accessories
510,2020-01-18,208728.0,Home Fragrance Accessories
511,2020-01-19,208728.0,Home Fragrance Accessories
512,2020-01-20,208728.0,Home Fragrance Accessories
513,2020-01-21,124631.0,Home Fragrance Accessories
514,2020-01-22,254293.0,Home Fragrance Accessories
515,2020-01-23,248508.0,Home Fragrance Accessories
516,2020-01-24,248508.0,Home Fragrance Accessories
517,2020-01-25,171981.0,Home Fragrance Accessories
518,2020-01-26,171981.0,Home Fragrance Accessories
519,2020-01-27,182206.0,Home Fragrance Accessories
520,2020-01-28,106497.0,Home Fragrance Accessories
521,2020-01-29,106497.0,Home Fragrance Accessories
522,2020-01-30,115759.0,Home Fragrance Accessories
523,2020-01-31,222982.0,Home Fragrance Accessories
524,2020-02-01,189086.0,Home Fragrance Accessories
525,2020-02-02,189086.0,Home Fragrance Accessories
526,2020-02-03,91486.0,Home Fragrance Accessories
527,2020-02-04,91486.0,Home Fragrance Accessories
528,2020-02-05,55140.0,Home Fragrance Accessories
529,2020-02-06,55140.0,Home Fragrance Accessories
530,2020-02-07,87591.0,Home Fragrance Accessories
531,2020-02-08,76895.0,Home Fragrance Accessories
532,2020-02-09,76895.0,Home Fragrance Accessories
533,2020-02-10,76895.0,Home Fragrance Accessories
534,2020-02-11,60779.0,Home Fragrance Accessories
535,2020-02-12,60779.0,Home Fragrance Accessories
536,2020-02-13,60779.0,Home Fragrance Accessories
