,date,value,name_B07P928YCN
0,2020-05-28,11747.0,Hydration
1,2020-05-29,11747.0,Hydration
2,2020-05-30,11747.0,Hydration
3,2020-05-31,11747.0,Hydration
4,2020-06-01,11747.0,Hydration
5,2020-06-02,11747.0,Hydration
6,2020-06-03,11747.0,Hydration
7,2020-06-04,12865.0,Hydration
8,2020-06-05,12865.0,Hydration
9,2020-06-06,12865.0,Hydration
10,2020-06-07,12865.0,Hydration
11,2020-06-08,12865.0,Hydration
12,2020-06-09,12865.0,Hydration
13,2020-06-10,10368.0,Hydration
14,2020-06-11,10368.0,Hydration
15,2020-06-12,10368.0,Hydration
16,2020-06-13,10368.0,Hydration
17,2020-06-14,10368.0,Hydration
18,2020-06-15,10368.0,Hydration
19,2020-06-16,10388.0,Hydration
20,2020-06-17,10388.0,Hydration
21,2020-06-18,10388.0,Hydration
22,2020-06-19,11569.0,Hydration
23,2020-06-20,11569.0,Hydration
24,2020-06-21,11569.0,Hydration
25,2020-06-22,11569.0,Hydration
26,2020-06-23,10024.0,Hydration
27,2020-06-24,10024.0,Hydration
28,2020-06-25,10024.0,Hydration
29,2020-06-26,10024.0,Hydration
30,2020-06-27,10024.0,Hydration
31,2020-06-28,10024.0,Hydration
32,2020-06-29,9507.0,Hydration
33,2020-06-30,9507.0,Hydration
34,2020-07-01,9507.0,Hydration
35,2020-07-02,9507.0,Hydration
36,2020-07-03,9507.0,Hydration
37,2020-07-04,9507.0,Hydration
38,2020-07-05,12529.0,Hydration
39,2020-07-06,12529.0,Hydration
40,2020-07-07,12529.0,Hydration
41,2020-07-08,12529.0,Hydration
42,2020-07-09,12529.0,Hydration
43,2020-07-10,13048.0,Hydration
44,2020-07-11,13048.0,Hydration
45,2020-07-12,13048.0,Hydration
46,2020-07-13,10585.0,Hydration
47,2020-07-14,10585.0,Hydration
48,2020-07-15,10585.0,Hydration
49,2020-07-16,10585.0,Hydration
50,2020-07-17,13576.0,Hydration
51,2020-07-18,13576.0,Hydration
52,2020-07-19,13576.0,Hydration
53,2020-07-20,12567.0,Hydration
54,2020-07-21,12567.0,Hydration
55,2020-07-22,12567.0,Hydration
56,2020-07-23,14392.0,Hydration
57,2020-07-24,12224.0,Hydration
58,2020-07-25,12224.0,Hydration
59,2020-07-26,12224.0,Hydration
60,2020-07-27,12224.0,Hydration
61,2020-07-28,18251.0,Hydration
62,2020-07-29,18251.0,Hydration
63,2020-07-30,18251.0,Hydration
64,2020-07-31,38432.0,Hydration
65,2020-08-01,38432.0,Hydration
66,2020-08-02,38432.0,Hydration
67,2020-08-03,22420.0,Hydration
68,2020-08-04,22245.0,Hydration
69,2020-08-05,19796.0,Hydration
70,2020-08-06,27475.0,Hydration
71,2020-08-07,27475.0,Hydration
72,2020-08-08,27475.0,Hydration
73,2020-08-09,27475.0,Hydration
74,2020-08-10,14643.0,Hydration
75,2020-08-11,14643.0,Hydration
76,2020-08-12,11634.0,Hydration
77,2020-08-13,11634.0,Hydration
78,2020-08-14,11634.0,Hydration
79,2020-08-15,12150.0,Hydration
80,2020-08-16,12150.0,Hydration
81,2020-08-17,11366.0,Hydration
82,2020-08-18,11366.0,Hydration
83,2020-08-19,11366.0,Hydration
84,2020-08-20,15228.0,Hydration
85,2020-08-21,15228.0,Hydration
86,2020-08-22,15228.0,Hydration
87,2020-08-23,15228.0,Hydration
88,2020-08-24,12764.0,Hydration
89,2020-08-25,12764.0,Hydration
90,2020-08-26,12655.0,Hydration
91,2020-08-27,12655.0,Hydration
92,2020-08-28,12655.0,Hydration
93,2020-08-29,12655.0,Hydration
94,2020-08-30,12626.0,Hydration
95,2020-08-31,12626.0,Hydration
96,2020-09-01,12626.0,Hydration
97,2020-09-02,12626.0,Hydration
98,2020-09-03,12626.0,Hydration
99,2020-09-04,12626.0,Hydration
100,2020-09-05,12626.0,Hydration
101,2020-09-06,12626.0,Hydration
102,2020-09-07,21791.0,Hydration
103,2020-09-08,21791.0,Hydration
104,2020-09-09,21791.0,Hydration
105,2020-09-10,21791.0,Hydration
106,2020-09-11,21791.0,Hydration
107,2020-09-12,17258.0,Hydration
108,2020-09-13,17258.0,Hydration
109,2020-09-14,16679.0,Hydration
110,2020-09-15,16679.0,Hydration
111,2020-09-16,16679.0,Hydration
112,2020-09-17,16679.0,Hydration
113,2020-09-18,16679.0,Hydration
114,2020-09-19,16679.0,Hydration
115,2020-09-20,16679.0,Hydration
116,2020-09-21,16679.0,Hydration
117,2020-09-22,16679.0,Hydration
118,2020-09-23,16679.0,Hydration
119,2020-09-24,16679.0,Hydration
120,2020-09-25,16679.0,Hydration
121,2020-09-26,16119.0,Hydration
122,2020-09-27,16119.0,Hydration
123,2020-09-28,16119.0,Hydration
124,2020-09-29,16119.0,Hydration
125,2020-09-30,14692.0,Hydration
126,2020-10-01,14692.0,Hydration
127,2020-10-02,14692.0,Hydration
128,2020-10-03,14692.0,Hydration
129,2020-10-04,15016.0,Hydration
130,2020-10-05,15016.0,Hydration
131,2020-10-06,21754.0,Hydration
132,2020-10-07,21754.0,Hydration
133,2020-10-08,21754.0,Hydration
134,2020-10-09,17644.0,Hydration
135,2020-10-10,15705.0,Hydration
136,2020-10-11,15705.0,Hydration
137,2020-10-12,15705.0,Hydration
138,2020-10-13,13085.0,Hydration
139,2020-10-14,10893.0,Hydration
140,2020-10-15,10893.0,Hydration
141,2020-10-16,10893.0,Hydration
142,2020-10-17,10893.0,Hydration
143,2020-10-18,10893.0,Hydration
144,2020-10-19,14998.0,Hydration
145,2020-10-20,14998.0,Hydration
146,2020-10-21,14998.0,Hydration
147,2020-10-22,17023.0,Hydration
148,2020-10-23,17652.0,Hydration
149,2020-10-24,17652.0,Hydration
150,2020-10-25,14856.0,Hydration
151,2020-10-26,14856.0,Hydration
152,2020-10-27,14856.0,Hydration
153,2020-10-28,14856.0,Hydration
154,2020-10-29,17109.0,Hydration
155,2020-10-30,17109.0,Hydration
156,2020-10-31,14113.0,Hydration
157,2020-11-01,14113.0,Hydration
158,2020-11-02,14113.0,Hydration
159,2020-11-03,14382.0,Hydration
160,2020-11-04,14382.0,Hydration
161,2020-11-05,14382.0,Hydration
162,2020-11-06,14382.0,Hydration
163,2020-11-07,16002.0,Hydration
164,2020-11-08,16002.0,Hydration
165,2020-11-09,16002.0,Hydration
166,2020-11-10,16002.0,Hydration
167,2020-11-11,16002.0,Hydration
168,2020-11-12,16002.0,Hydration
169,2020-11-13,16002.0,Hydration
170,2020-11-14,16002.0,Hydration
171,2020-11-15,17570.0,Hydration
172,2020-11-16,17570.0,Hydration
173,2020-11-17,17570.0,Hydration
174,2020-11-18,16930.0,Hydration
175,2020-11-19,16930.0,Hydration
176,2020-11-20,16930.0,Hydration
177,2020-11-21,16930.0,Hydration
178,2020-11-22,18666.0,Hydration
179,2020-11-23,18666.0,Hydration
180,2020-11-24,18666.0,Hydration
181,2020-11-25,18666.0,Hydration
182,2020-11-26,18666.0,Hydration
183,2020-11-27,16737.0,Hydration
184,2020-11-28,16737.0,Hydration
185,2020-11-29,15967.0,Hydration
186,2020-11-30,15967.0,Hydration
187,2020-12-01,15967.0,Hydration
188,2020-12-02,15967.0,Hydration
189,2020-12-03,17329.0,Hydration
190,2020-12-04,17329.0,Hydration
191,2020-12-05,17329.0,Hydration
192,2020-12-06,17329.0,Hydration
193,2020-12-07,15957.0,Hydration
194,2020-12-08,15957.0,Hydration
195,2020-12-09,15957.0,Hydration
196,2020-12-10,15957.0,Hydration
197,2020-12-11,14894.0,Hydration
198,2020-12-12,14894.0,Hydration
199,2020-12-13,14894.0,Hydration
200,2020-12-14,14894.0,Hydration
201,2020-12-15,17133.0,Hydration
202,2020-12-16,17133.0,Hydration
203,2020-12-17,17133.0,Hydration
204,2020-12-18,17133.0,Hydration
205,2020-12-19,13918.0,Hydration
206,2020-12-20,16055.0,Hydration
207,2020-12-21,16055.0,Hydration
208,2020-12-22,16055.0,Hydration
209,2020-12-23,12213.0,Hydration
210,2020-12-24,12213.0,Hydration
211,2020-12-25,12213.0,Hydration
212,2020-12-26,12213.0,Hydration
213,2020-12-27,11723.0,Hydration
214,2020-12-28,11723.0,Hydration
215,2020-12-29,11723.0,Hydration
216,2020-12-30,11723.0,Hydration
217,2020-12-31,11723.0,Hydration
218,2021-01-01,13931.0,Hydration
219,2021-01-02,13931.0,Hydration
220,2021-01-03,14906.0,Hydration
221,2021-01-04,14906.0,Hydration
222,2021-01-05,14906.0,Hydration
223,2021-01-06,14906.0,Hydration
224,2021-01-07,14906.0,Hydration
225,2021-01-08,14906.0,Hydration
226,2021-01-09,14906.0,Hydration
227,2021-01-10,14906.0,Hydration
228,2021-01-11,14906.0,Hydration
229,2021-01-12,17302.0,Hydration
230,2021-01-13,17302.0,Hydration
231,2021-01-14,17302.0,Hydration
232,2021-01-15,12379.0,Hydration
233,2021-01-16,12379.0,Hydration
234,2021-01-17,12379.0,Hydration
235,2021-01-18,12379.0,Hydration
236,2021-01-19,12379.0,Hydration
237,2021-01-20,15026.0,Hydration
238,2021-01-21,15026.0,Hydration
239,2021-01-22,15026.0,Hydration
240,2021-01-23,15026.0,Hydration
241,2021-01-24,15026.0,Hydration
242,2021-01-25,16003.0,Hydration
243,2021-01-26,12650.0,Hydration
244,2021-01-27,12650.0,Hydration
245,2021-01-28,12650.0,Hydration
246,2021-01-29,12650.0,Hydration
247,2021-01-30,12650.0,Hydration
248,2021-01-31,12650.0,Hydration
249,2021-02-01,12650.0,Hydration
250,2021-02-02,18236.0,Hydration
251,2021-02-03,18236.0,Hydration
252,2021-02-04,18236.0,Hydration
253,2021-02-05,18236.0,Hydration
254,2021-02-06,18236.0,Hydration
255,2021-02-07,18236.0,Hydration
256,2021-02-08,12645.0,Hydration
257,2021-02-09,12645.0,Hydration
258,2021-02-10,12645.0,Hydration
259,2021-02-11,12645.0,Hydration
260,2021-02-12,12834.0,Hydration
261,2021-02-13,12413.0,Hydration
262,2021-02-14,13800.0,Hydration
263,2021-02-15,14338.0,Hydration
264,2021-02-16,11665.0,Hydration
265,2021-02-17,11665.0,Hydration
266,2021-02-18,14284.0,Hydration
267,2021-02-19,13207.0,Hydration
268,2021-02-20,16061.0,Hydration
269,2021-02-21,16061.0,Hydration
270,2021-02-22,18223.0,Hydration
271,2021-02-23,18223.0,Hydration
272,2021-02-24,13048.0,Hydration
273,2021-02-25,11512.0,Hydration
274,2021-02-26,13537.0,Hydration
275,2021-02-27,11790.0,Hydration
276,2021-02-28,12131.0,Hydration
277,2021-03-01,13192.0,Hydration
278,2021-03-02,12269.0,Hydration
279,2021-03-03,13133.0,Hydration
280,2021-03-04,10643.0,Hydration
281,2021-03-05,11114.0,Hydration
282,2021-03-06,11081.0,Hydration
283,2021-03-07,11081.0,Hydration
284,2021-03-08,11081.0,Hydration
285,2021-03-09,11081.0,Hydration
286,2021-03-10,13447.0,Hydration
287,2021-03-11,13447.0,Hydration
288,2021-03-12,13447.0,Hydration
289,2021-03-13,13447.0,Hydration
290,2021-03-14,13447.0,Hydration
291,2021-03-15,13447.0,Hydration
292,2021-03-16,13447.0,Hydration
293,2021-03-17,11647.0,Hydration
294,2021-03-18,11647.0,Hydration
295,2021-03-19,11647.0,Hydration
296,2021-03-20,11647.0,Hydration
297,2021-03-21,11647.0,Hydration
298,2021-03-22,15139.0,Hydration
299,2021-03-23,15139.0,Hydration
300,2021-03-24,15314.0,Hydration
301,2021-03-25,15314.0,Hydration
302,2021-03-26,15314.0,Hydration
303,2021-03-27,15314.0,Hydration
304,2021-03-28,12720.0,Hydration
305,2021-03-29,12720.0,Hydration
306,2021-03-30,13837.0,Hydration
307,2021-03-31,13837.0,Hydration
308,2021-04-01,13837.0,Hydration
309,2021-04-02,13837.0,Hydration
310,2021-04-03,13837.0,Hydration
311,2021-04-04,13837.0,Hydration
312,2021-04-05,11035.0,Hydration
313,2021-04-06,11035.0,Hydration
314,2021-04-07,11035.0,Hydration
315,2021-04-08,13264.0,Hydration
316,2021-04-09,13264.0,Hydration
317,2021-04-10,13264.0,Hydration
318,2021-04-11,10957.0,Hydration
319,2021-04-12,10957.0,Hydration
320,2021-04-13,11256.0,Hydration
321,2021-04-14,11256.0,Hydration
322,2021-04-15,11256.0,Hydration
323,2021-04-16,11853.0,Hydration
324,2021-04-17,11853.0,Hydration
325,2021-04-18,12917.0,Hydration
326,2021-04-19,12917.0,Hydration
327,2021-04-20,13081.0,Hydration
328,2021-04-21,13081.0,Hydration
329,2021-04-22,13081.0,Hydration
330,2021-04-23,13874.0,Hydration
331,2021-04-24,13874.0,Hydration
332,2021-04-25,13874.0,Hydration
333,2021-04-26,12940.0,Hydration
334,2021-04-27,12940.0,Hydration
335,2021-04-28,13043.0,Hydration
336,2021-04-29,13043.0,Hydration
337,2021-04-30,13043.0,Hydration
338,2021-05-01,13043.0,Hydration
339,2021-05-02,13043.0,Hydration
340,2021-05-03,13043.0,Hydration
341,2021-05-04,13358.0,Hydration
342,2021-05-05,13358.0,Hydration
343,2021-05-06,13358.0,Hydration
344,2021-05-07,13569.0,Hydration
345,2021-05-08,13569.0,Hydration
346,2021-05-09,13569.0,Hydration
347,2021-05-10,13569.0,Hydration
348,2021-05-11,13569.0,Hydration
349,2021-05-12,15388.0,Hydration
350,2021-05-13,15388.0,Hydration
351,2021-05-14,12330.0,Hydration
352,2021-05-15,12330.0,Hydration
353,2021-05-16,9813.0,Hydration
354,2021-05-17,11644.0,Hydration
355,2021-05-18,11644.0,Hydration
356,2021-05-19,11682.0,Hydration
357,2021-05-20,12104.0,Hydration
358,2021-05-21,10861.0,Hydration
359,2021-05-22,10861.0,Hydration
360,2021-05-23,11479.0,Hydration
361,2021-05-24,11479.0,Hydration
362,2021-05-25,12822.0,Hydration
