,date,value,name_B084GKCJDQ
194,2020-09-28,9138.0,Slime & Putty Toys
195,2020-09-29,9161.0,Slime & Putty Toys
196,2020-09-30,8092.0,Slime & Putty Toys
197,2020-10-01,8092.0,Slime & Putty Toys
198,2020-10-02,11443.0,Slime & Putty Toys
199,2020-10-03,11443.0,Slime & Putty Toys
200,2020-10-04,11443.0,Slime & Putty Toys
201,2020-10-05,11213.0,Slime & Putty Toys
202,2020-10-06,9230.0,Slime & Putty Toys
203,2020-10-07,10324.0,Slime & Putty Toys
204,2020-10-08,8195.0,Slime & Putty Toys
205,2020-10-09,10456.0,Slime & Putty Toys
206,2020-10-10,10425.0,Slime & Putty Toys
207,2020-10-11,10425.0,Slime & Putty Toys
208,2020-10-12,9289.0,Slime & Putty Toys
209,2020-10-13,9289.0,Slime & Putty Toys
210,2020-10-14,9289.0,Slime & Putty Toys
211,2020-10-15,12298.0,Slime & Putty Toys
212,2020-10-16,12298.0,Slime & Putty Toys
213,2020-10-17,12298.0,Slime & Putty Toys
214,2020-10-18,12298.0,Slime & Putty Toys
215,2020-10-19,6735.0,Slime & Putty Toys
216,2020-10-20,6762.0,Slime & Putty Toys
217,2020-10-21,6762.0,Slime & Putty Toys
218,2020-10-22,7695.0,Slime & Putty Toys
219,2020-10-23,7695.0,Slime & Putty Toys
220,2020-10-24,8458.0,Slime & Putty Toys
221,2020-10-25,8458.0,Slime & Putty Toys
222,2020-10-26,7506.0,Slime & Putty Toys
223,2020-10-27,8449.0,Slime & Putty Toys
224,2020-10-28,8449.0,Slime & Putty Toys
225,2020-10-29,8449.0,Slime & Putty Toys
226,2020-10-30,8519.0,Slime & Putty Toys
227,2020-10-31,7272.0,Slime & Putty Toys
228,2020-11-01,7272.0,Slime & Putty Toys
229,2020-11-02,7272.0,Slime & Putty Toys
230,2020-11-03,6994.0,Slime & Putty Toys
231,2020-11-04,6994.0,Slime & Putty Toys
232,2020-11-05,6994.0,Slime & Putty Toys
233,2020-11-06,6984.0,Slime & Putty Toys
234,2020-11-07,6984.0,Slime & Putty Toys
235,2020-11-08,6984.0,Slime & Putty Toys
236,2020-11-09,7455.0,Slime & Putty Toys
237,2020-11-10,7238.0,Slime & Putty Toys
238,2020-11-11,7238.0,Slime & Putty Toys
239,2020-11-12,7238.0,Slime & Putty Toys
240,2020-11-13,7238.0,Slime & Putty Toys
241,2020-11-14,7238.0,Slime & Putty Toys
242,2020-11-15,7238.0,Slime & Putty Toys
243,2020-11-16,7238.0,Slime & Putty Toys
244,2020-11-17,7667.0,Slime & Putty Toys
245,2020-11-18,7667.0,Slime & Putty Toys
246,2020-11-19,6814.0,Slime & Putty Toys
247,2020-11-20,6814.0,Slime & Putty Toys
248,2020-11-21,6814.0,Slime & Putty Toys
249,2020-11-22,6814.0,Slime & Putty Toys
250,2020-11-23,8139.0,Slime & Putty Toys
251,2020-11-24,8139.0,Slime & Putty Toys
252,2020-11-25,8410.0,Slime & Putty Toys
253,2020-11-26,8410.0,Slime & Putty Toys
254,2020-11-27,8103.0,Slime & Putty Toys
255,2020-11-28,9627.0,Slime & Putty Toys
256,2020-11-29,9627.0,Slime & Putty Toys
257,2020-11-30,9669.0,Slime & Putty Toys
258,2020-12-01,9503.0,Slime & Putty Toys
259,2020-12-02,9503.0,Slime & Putty Toys
260,2020-12-03,9503.0,Slime & Putty Toys
261,2020-12-04,9503.0,Slime & Putty Toys
262,2020-12-05,7351.0,Slime & Putty Toys
263,2020-12-06,7351.0,Slime & Putty Toys
264,2020-12-07,7351.0,Slime & Putty Toys
265,2020-12-08,7213.0,Slime & Putty Toys
266,2020-12-09,7253.0,Slime & Putty Toys
267,2020-12-10,8220.0,Slime & Putty Toys
268,2020-12-11,7091.0,Slime & Putty Toys
269,2020-12-12,8028.0,Slime & Putty Toys
270,2020-12-13,7714.0,Slime & Putty Toys
271,2020-12-14,8612.0,Slime & Putty Toys
272,2020-12-15,9005.0,Slime & Putty Toys
273,2020-12-16,9702.0,Slime & Putty Toys
274,2020-12-17,9465.0,Slime & Putty Toys
275,2020-12-18,8624.0,Slime & Putty Toys
276,2020-12-19,8624.0,Slime & Putty Toys
277,2020-12-20,7654.0,Slime & Putty Toys
278,2020-12-21,9024.0,Slime & Putty Toys
279,2020-12-22,9440.0,Slime & Putty Toys
280,2020-12-23,7601.0,Slime & Putty Toys
281,2020-12-24,7092.0,Slime & Putty Toys
282,2020-12-25,6061.0,Slime & Putty Toys
283,2020-12-26,3701.0,Slime & Putty Toys
284,2020-12-27,4412.0,Slime & Putty Toys
285,2020-12-28,3359.0,Slime & Putty Toys
286,2020-12-29,3359.0,Slime & Putty Toys
287,2020-12-30,3245.0,Slime & Putty Toys
288,2020-12-31,2816.0,Slime & Putty Toys
289,2021-01-01,2816.0,Slime & Putty Toys
290,2021-01-02,2816.0,Slime & Putty Toys
291,2021-01-03,5788.0,Slime & Putty Toys
292,2021-01-04,5298.0,Slime & Putty Toys
293,2021-01-05,5298.0,Slime & Putty Toys
294,2021-01-06,5505.0,Slime & Putty Toys
295,2021-01-07,5505.0,Slime & Putty Toys
296,2021-01-08,5274.0,Slime & Putty Toys
297,2021-01-09,5202.0,Slime & Putty Toys
298,2021-01-10,6109.0,Slime & Putty Toys
299,2021-01-11,6109.0,Slime & Putty Toys
300,2021-01-12,3713.0,Slime & Putty Toys
301,2021-01-13,3713.0,Slime & Putty Toys
302,2021-01-14,3713.0,Slime & Putty Toys
303,2021-01-15,4497.0,Slime & Putty Toys
304,2021-01-16,5140.0,Slime & Putty Toys
305,2021-01-17,3680.0,Slime & Putty Toys
306,2021-01-18,3680.0,Slime & Putty Toys
307,2021-01-19,5567.0,Slime & Putty Toys
308,2021-01-20,5567.0,Slime & Putty Toys
309,2021-01-21,4316.0,Slime & Putty Toys
310,2021-01-22,6193.0,Slime & Putty Toys
311,2021-01-23,5529.0,Slime & Putty Toys
312,2021-01-24,5529.0,Slime & Putty Toys
313,2021-01-25,5529.0,Slime & Putty Toys
314,2021-01-26,5623.0,Slime & Putty Toys
315,2021-01-27,4478.0,Slime & Putty Toys
316,2021-01-28,4478.0,Slime & Putty Toys
317,2021-01-29,4656.0,Slime & Putty Toys
318,2021-01-30,4656.0,Slime & Putty Toys
319,2021-01-31,4656.0,Slime & Putty Toys
320,2021-02-01,3588.0,Slime & Putty Toys
321,2021-02-02,4915.0,Slime & Putty Toys
322,2021-02-03,4915.0,Slime & Putty Toys
323,2021-02-04,4915.0,Slime & Putty Toys
324,2021-02-05,3768.0,Slime & Putty Toys
325,2021-02-06,3768.0,Slime & Putty Toys
326,2021-02-07,3768.0,Slime & Putty Toys
327,2021-02-08,4933.0,Slime & Putty Toys
328,2021-02-09,4933.0,Slime & Putty Toys
329,2021-02-10,4353.0,Slime & Putty Toys
330,2021-02-11,4353.0,Slime & Putty Toys
331,2021-02-12,3132.0,Slime & Putty Toys
332,2021-02-13,3132.0,Slime & Putty Toys
333,2021-02-14,3132.0,Slime & Putty Toys
334,2021-02-15,3630.0,Slime & Putty Toys
335,2021-02-16,3630.0,Slime & Putty Toys
336,2021-02-17,3630.0,Slime & Putty Toys
337,2021-02-18,3251.0,Slime & Putty Toys
338,2021-02-19,4193.0,Slime & Putty Toys
339,2021-02-20,4193.0,Slime & Putty Toys
340,2021-02-21,3250.0,Slime & Putty Toys
341,2021-02-22,3250.0,Slime & Putty Toys
342,2021-02-23,3250.0,Slime & Putty Toys
343,2021-02-24,3250.0,Slime & Putty Toys
344,2021-02-25,3805.0,Slime & Putty Toys
345,2021-02-26,3448.0,Slime & Putty Toys
346,2021-02-27,3448.0,Slime & Putty Toys
347,2021-02-28,4650.0,Slime & Putty Toys
348,2021-03-01,4650.0,Slime & Putty Toys
349,2021-03-02,4650.0,Slime & Putty Toys
350,2021-03-03,5230.0,Slime & Putty Toys
351,2021-03-04,5230.0,Slime & Putty Toys
352,2021-03-05,5230.0,Slime & Putty Toys
353,2021-03-06,4096.0,Slime & Putty Toys
354,2021-03-07,3289.0,Slime & Putty Toys
355,2021-03-08,3289.0,Slime & Putty Toys
356,2021-03-09,3289.0,Slime & Putty Toys
357,2021-03-10,5591.0,Slime & Putty Toys
358,2021-03-11,5591.0,Slime & Putty Toys
359,2021-03-12,5591.0,Slime & Putty Toys
360,2021-03-13,5292.0,Slime & Putty Toys
361,2021-03-14,5564.0,Slime & Putty Toys
362,2021-03-15,5564.0,Slime & Putty Toys
363,2021-03-16,3851.0,Slime & Putty Toys
364,2021-03-17,3851.0,Slime & Putty Toys
365,2021-03-18,4305.0,Slime & Putty Toys
366,2021-03-19,4305.0,Slime & Putty Toys
367,2021-03-20,4305.0,Slime & Putty Toys
368,2021-03-21,3707.0,Slime & Putty Toys
369,2021-03-22,3719.0,Slime & Putty Toys
370,2021-03-23,4745.0,Slime & Putty Toys
371,2021-03-24,4745.0,Slime & Putty Toys
372,2021-03-25,4515.0,Slime & Putty Toys
373,2021-03-26,4515.0,Slime & Putty Toys
374,2021-03-27,4515.0,Slime & Putty Toys
375,2021-03-28,4515.0,Slime & Putty Toys
376,2021-03-29,4831.0,Slime & Putty Toys
377,2021-03-30,4831.0,Slime & Putty Toys
378,2021-03-31,4418.0,Slime & Putty Toys
379,2021-04-01,4418.0,Slime & Putty Toys
380,2021-04-02,4517.0,Slime & Putty Toys
381,2021-04-03,4517.0,Slime & Putty Toys
382,2021-04-04,3476.0,Slime & Putty Toys
383,2021-04-05,3476.0,Slime & Putty Toys
384,2021-04-06,3476.0,Slime & Putty Toys
385,2021-04-07,4025.0,Slime & Putty Toys
386,2021-04-08,4025.0,Slime & Putty Toys
387,2021-04-09,4261.0,Slime & Putty Toys
388,2021-04-10,3415.0,Slime & Putty Toys
389,2021-04-11,3718.0,Slime & Putty Toys
390,2021-04-12,3718.0,Slime & Putty Toys
391,2021-04-13,4744.0,Slime & Putty Toys
392,2021-04-14,4744.0,Slime & Putty Toys
393,2021-04-15,4184.0,Slime & Putty Toys
394,2021-04-16,4184.0,Slime & Putty Toys
395,2021-04-17,4184.0,Slime & Putty Toys
396,2021-04-18,4138.0,Slime & Putty Toys
397,2021-04-19,4138.0,Slime & Putty Toys
398,2021-04-20,5025.0,Slime & Putty Toys
399,2021-04-21,5025.0,Slime & Putty Toys
400,2021-04-22,5399.0,Slime & Putty Toys
401,2021-04-23,3997.0,Slime & Putty Toys
402,2021-04-24,3997.0,Slime & Putty Toys
403,2021-04-25,3997.0,Slime & Putty Toys
404,2021-04-26,4868.0,Slime & Putty Toys
405,2021-04-27,4868.0,Slime & Putty Toys
406,2021-04-28,6435.0,Slime & Putty Toys
407,2021-04-29,6435.0,Slime & Putty Toys
408,2021-04-30,6435.0,Slime & Putty Toys
409,2021-05-01,5504.0,Slime & Putty Toys
410,2021-05-02,5504.0,Slime & Putty Toys
411,2021-05-03,4904.0,Slime & Putty Toys
412,2021-05-04,4904.0,Slime & Putty Toys
413,2021-05-05,5294.0,Slime & Putty Toys
414,2021-05-06,5294.0,Slime & Putty Toys
415,2021-05-07,5294.0,Slime & Putty Toys
416,2021-05-08,8063.0,Slime & Putty Toys
417,2021-05-09,8063.0,Slime & Putty Toys
418,2021-05-10,8063.0,Slime & Putty Toys
419,2021-05-11,8812.0,Slime & Putty Toys
420,2021-05-12,8812.0,Slime & Putty Toys
421,2021-05-13,8812.0,Slime & Putty Toys
422,2021-05-14,8812.0,Slime & Putty Toys
423,2021-05-15,8648.0,Slime & Putty Toys
424,2021-05-16,8648.0,Slime & Putty Toys
425,2021-05-17,8648.0,Slime & Putty Toys
426,2021-05-18,8267.0,Slime & Putty Toys
427,2021-05-19,8267.0,Slime & Putty Toys
428,2021-05-20,9887.0,Slime & Putty Toys
429,2021-05-21,12959.0,Slime & Putty Toys
430,2021-05-22,13261.0,Slime & Putty Toys
431,2021-05-23,10647.0,Slime & Putty Toys
432,2021-05-24,13364.0,Slime & Putty Toys
433,2021-05-25,16492.0,Slime & Putty Toys
434,2021-05-26,9517.0,Slime & Putty Toys
435,2021-05-27,10855.0,Slime & Putty Toys
436,2021-05-28,6121.0,Slime & Putty Toys
437,2021-05-29,7113.0,Slime & Putty Toys
438,2021-05-30,5741.0,Slime & Putty Toys
439,2021-05-31,4636.0,Slime & Putty Toys
440,2021-06-01,6733.0,Slime & Putty Toys
441,2021-06-02,7156.0,Slime & Putty Toys
442,2021-06-03,8424.0,Slime & Putty Toys
443,2021-06-04,7567.0,Slime & Putty Toys
444,2021-06-05,5956.0,Slime & Putty Toys
445,2021-06-06,6756.0,Slime & Putty Toys
446,2021-06-07,5413.0,Slime & Putty Toys
447,2021-06-08,4800.0,Slime & Putty Toys
448,2021-06-09,4712.0,Slime & Putty Toys
449,2021-06-10,6963.0,Slime & Putty Toys
450,2021-06-11,6460.0,Slime & Putty Toys
451,2021-06-12,7905.0,Slime & Putty Toys
452,2021-06-13,5565.0,Slime & Putty Toys
453,2021-06-14,4563.0,Slime & Putty Toys
454,2021-06-15,5554.0,Slime & Putty Toys
455,2021-06-16,6434.0,Slime & Putty Toys
456,2021-06-17,4687.0,Slime & Putty Toys
457,2021-06-18,5539.0,Slime & Putty Toys
458,2021-06-19,5016.0,Slime & Putty Toys
459,2021-06-20,6127.0,Slime & Putty Toys
460,2021-06-21,10185.0,Slime & Putty Toys
461,2021-06-22,8165.0,Slime & Putty Toys
462,2021-06-23,8665.0,Slime & Putty Toys
463,2021-06-24,8041.0,Slime & Putty Toys
464,2021-06-25,6305.0,Slime & Putty Toys
465,2021-06-26,6645.0,Slime & Putty Toys
466,2021-06-27,6614.0,Slime & Putty Toys
467,2021-06-28,7305.0,Slime & Putty Toys
468,2021-06-29,5606.0,Slime & Putty Toys
469,2021-06-30,5775.0,Slime & Putty Toys
470,2021-07-01,5104.0,Slime & Putty Toys
471,2021-07-02,5104.0,Slime & Putty Toys
472,2021-07-03,4111.0,Slime & Putty Toys
473,2021-07-04,4111.0,Slime & Putty Toys
474,2021-07-05,4923.0,Slime & Putty Toys
475,2021-07-06,4362.0,Slime & Putty Toys
476,2021-07-07,4362.0,Slime & Putty Toys
477,2021-07-08,3011.0,Slime & Putty Toys
478,2021-07-09,3011.0,Slime & Putty Toys
479,2021-07-10,5775.0,Slime & Putty Toys
