,date,value,name_B084GKCJDQ
0,2020-03-18,3004125.0,Slime & Putty Toys
1,2020-03-19,3004125.0,Slime & Putty Toys
2,2020-03-20,3004125.0,Slime & Putty Toys
3,2020-03-21,3004125.0,Slime & Putty Toys
4,2020-03-22,3004125.0,Slime & Putty Toys
5,2020-03-23,2932324.0,Slime & Putty Toys
6,2020-03-24,2932324.0,Slime & Putty Toys
7,2020-03-25,2906136.0,Slime & Putty Toys
8,2020-03-26,2906136.0,Slime & Putty Toys
9,2020-03-27,2906136.0,Slime & Putty Toys
10,2020-03-28,2906136.0,Slime & Putty Toys
11,2020-03-29,2906136.0,Slime & Putty Toys
12,2020-03-30,2906136.0,Slime & Putty Toys
13,2020-03-31,2821962.0,Slime & Putty Toys
14,2020-04-01,2796154.0,Slime & Putty Toys
15,2020-04-02,2796154.0,Slime & Putty Toys
16,2020-04-03,2796154.0,Slime & Putty Toys
17,2020-04-04,2813747.0,Slime & Putty Toys
18,2020-04-05,2813747.0,Slime & Putty Toys
19,2020-04-06,2813747.0,Slime & Putty Toys
20,2020-04-07,2866198.0,Slime & Putty Toys
21,2020-04-08,2860136.0,Slime & Putty Toys
22,2020-04-09,2860136.0,Slime & Putty Toys
23,2020-04-10,2860136.0,Slime & Putty Toys
24,2020-04-11,2860136.0,Slime & Putty Toys
25,2020-04-12,2860136.0,Slime & Putty Toys
26,2020-04-13,2860136.0,Slime & Putty Toys
27,2020-04-14,2812667.0,Slime & Putty Toys
28,2020-04-15,2812667.0,Slime & Putty Toys
29,2020-04-16,2812667.0,Slime & Putty Toys
30,2020-04-17,2812667.0,Slime & Putty Toys
31,2020-04-18,2812667.0,Slime & Putty Toys
32,2020-04-19,2812667.0,Slime & Putty Toys
33,2020-04-20,2812667.0,Slime & Putty Toys
34,2020-04-21,-1.0,Slime & Putty Toys
35,2020-04-22,-1.0,Slime & Putty Toys
36,2020-04-23,-1.0,Slime & Putty Toys
37,2020-04-24,-1.0,Slime & Putty Toys
38,2020-04-25,-1.0,Slime & Putty Toys
39,2020-04-26,-1.0,Slime & Putty Toys
40,2020-04-27,-1.0,Slime & Putty Toys
41,2020-04-28,-1.0,Slime & Putty Toys
42,2020-04-29,-1.0,Slime & Putty Toys
43,2020-04-30,-1.0,Slime & Putty Toys
44,2020-05-01,-1.0,Slime & Putty Toys
45,2020-05-02,-1.0,Slime & Putty Toys
46,2020-05-03,-1.0,Slime & Putty Toys
47,2020-05-04,-1.0,Slime & Putty Toys
48,2020-05-05,-1.0,Slime & Putty Toys
49,2020-05-06,-1.0,Slime & Putty Toys
50,2020-05-07,-1.0,Slime & Putty Toys
51,2020-05-08,-1.0,Slime & Putty Toys
52,2020-05-09,-1.0,Slime & Putty Toys
53,2020-05-10,-1.0,Slime & Putty Toys
54,2020-05-11,-1.0,Slime & Putty Toys
55,2020-05-12,-1.0,Slime & Putty Toys
56,2020-05-13,-1.0,Slime & Putty Toys
57,2020-05-14,-1.0,Slime & Putty Toys
58,2020-05-15,-1.0,Slime & Putty Toys
59,2020-05-16,-1.0,Slime & Putty Toys
60,2020-05-17,-1.0,Slime & Putty Toys
61,2020-05-18,-1.0,Slime & Putty Toys
62,2020-05-19,-1.0,Slime & Putty Toys
63,2020-05-20,-1.0,Slime & Putty Toys
64,2020-05-21,-1.0,Slime & Putty Toys
65,2020-05-22,4623.0,Slime & Putty Toys
66,2020-05-23,4623.0,Slime & Putty Toys
67,2020-05-24,4623.0,Slime & Putty Toys
68,2020-05-25,4965.0,Slime & Putty Toys
69,2020-05-26,4965.0,Slime & Putty Toys
70,2020-05-27,3819.0,Slime & Putty Toys
71,2020-05-28,3819.0,Slime & Putty Toys
72,2020-05-29,3819.0,Slime & Putty Toys
73,2020-05-30,3747.0,Slime & Putty Toys
74,2020-05-31,3747.0,Slime & Putty Toys
75,2020-06-01,3891.0,Slime & Putty Toys
76,2020-06-02,3891.0,Slime & Putty Toys
77,2020-06-03,3901.0,Slime & Putty Toys
78,2020-06-04,3901.0,Slime & Putty Toys
79,2020-06-05,3043.0,Slime & Putty Toys
80,2020-06-06,5092.0,Slime & Putty Toys
81,2020-06-07,5092.0,Slime & Putty Toys
82,2020-06-08,4280.0,Slime & Putty Toys
83,2020-06-09,3470.0,Slime & Putty Toys
84,2020-06-10,5197.0,Slime & Putty Toys
85,2020-06-11,3798.0,Slime & Putty Toys
86,2020-06-12,3798.0,Slime & Putty Toys
87,2020-06-13,3798.0,Slime & Putty Toys
88,2020-06-14,7799.0,Slime & Putty Toys
89,2020-06-15,7799.0,Slime & Putty Toys
90,2020-06-16,6805.0,Slime & Putty Toys
91,2020-06-17,6805.0,Slime & Putty Toys
92,2020-06-18,6805.0,Slime & Putty Toys
93,2020-06-19,6805.0,Slime & Putty Toys
94,2020-06-20,6313.0,Slime & Putty Toys
95,2020-06-21,6313.0,Slime & Putty Toys
96,2020-06-22,5232.0,Slime & Putty Toys
97,2020-06-23,5996.0,Slime & Putty Toys
98,2020-06-24,5996.0,Slime & Putty Toys
99,2020-06-25,7754.0,Slime & Putty Toys
100,2020-06-26,7754.0,Slime & Putty Toys
101,2020-06-27,7754.0,Slime & Putty Toys
102,2020-06-28,7754.0,Slime & Putty Toys
103,2020-06-29,5526.0,Slime & Putty Toys
104,2020-06-30,5526.0,Slime & Putty Toys
105,2020-07-01,5526.0,Slime & Putty Toys
106,2020-07-02,7077.0,Slime & Putty Toys
107,2020-07-03,7077.0,Slime & Putty Toys
108,2020-07-04,7077.0,Slime & Putty Toys
109,2020-07-05,7077.0,Slime & Putty Toys
110,2020-07-06,7077.0,Slime & Putty Toys
111,2020-07-07,9105.0,Slime & Putty Toys
112,2020-07-08,9105.0,Slime & Putty Toys
113,2020-07-09,9105.0,Slime & Putty Toys
114,2020-07-10,9105.0,Slime & Putty Toys
115,2020-07-11,9105.0,Slime & Putty Toys
116,2020-07-12,6608.0,Slime & Putty Toys
117,2020-07-13,6808.0,Slime & Putty Toys
118,2020-07-14,6808.0,Slime & Putty Toys
119,2020-07-15,6808.0,Slime & Putty Toys
120,2020-07-16,6808.0,Slime & Putty Toys
121,2020-07-17,7071.0,Slime & Putty Toys
122,2020-07-18,7457.0,Slime & Putty Toys
123,2020-07-19,7457.0,Slime & Putty Toys
124,2020-07-20,7457.0,Slime & Putty Toys
125,2020-07-21,8036.0,Slime & Putty Toys
126,2020-07-22,8036.0,Slime & Putty Toys
127,2020-07-23,8036.0,Slime & Putty Toys
128,2020-07-24,8036.0,Slime & Putty Toys
129,2020-07-25,7268.0,Slime & Putty Toys
130,2020-07-26,7836.0,Slime & Putty Toys
131,2020-07-27,7836.0,Slime & Putty Toys
132,2020-07-28,7590.0,Slime & Putty Toys
133,2020-07-29,7590.0,Slime & Putty Toys
134,2020-07-30,7590.0,Slime & Putty Toys
135,2020-07-31,7590.0,Slime & Putty Toys
136,2020-08-01,7590.0,Slime & Putty Toys
137,2020-08-02,7590.0,Slime & Putty Toys
138,2020-08-03,5278.0,Slime & Putty Toys
139,2020-08-04,5278.0,Slime & Putty Toys
140,2020-08-05,5278.0,Slime & Putty Toys
141,2020-08-06,5278.0,Slime & Putty Toys
142,2020-08-07,5278.0,Slime & Putty Toys
143,2020-08-08,12311.0,Slime & Putty Toys
144,2020-08-09,14715.0,Slime & Putty Toys
145,2020-08-10,9529.0,Slime & Putty Toys
146,2020-08-11,16034.0,Slime & Putty Toys
147,2020-08-12,12011.0,Slime & Putty Toys
148,2020-08-13,13079.0,Slime & Putty Toys
149,2020-08-14,13079.0,Slime & Putty Toys
150,2020-08-15,13079.0,Slime & Putty Toys
151,2020-08-16,8324.0,Slime & Putty Toys
152,2020-08-17,8324.0,Slime & Putty Toys
153,2020-08-18,7796.0,Slime & Putty Toys
154,2020-08-19,12726.0,Slime & Putty Toys
155,2020-08-20,12726.0,Slime & Putty Toys
156,2020-08-21,12532.0,Slime & Putty Toys
157,2020-08-22,12532.0,Slime & Putty Toys
158,2020-08-23,12615.0,Slime & Putty Toys
159,2020-08-24,12615.0,Slime & Putty Toys
160,2020-08-25,12615.0,Slime & Putty Toys
161,2020-08-26,25254.0,Slime & Putty Toys
162,2020-08-27,25254.0,Slime & Putty Toys
163,2020-08-28,25254.0,Slime & Putty Toys
164,2020-08-29,25254.0,Slime & Putty Toys
165,2020-08-30,25254.0,Slime & Putty Toys
166,2020-08-31,11697.0,Slime & Putty Toys
167,2020-09-01,9008.0,Slime & Putty Toys
168,2020-09-02,9008.0,Slime & Putty Toys
169,2020-09-03,10538.0,Slime & Putty Toys
170,2020-09-04,10538.0,Slime & Putty Toys
171,2020-09-05,10538.0,Slime & Putty Toys
172,2020-09-06,10538.0,Slime & Putty Toys
173,2020-09-07,9149.0,Slime & Putty Toys
174,2020-09-08,9149.0,Slime & Putty Toys
175,2020-09-09,14182.0,Slime & Putty Toys
176,2020-09-10,14182.0,Slime & Putty Toys
177,2020-09-11,17623.0,Slime & Putty Toys
178,2020-09-12,17623.0,Slime & Putty Toys
179,2020-09-13,13535.0,Slime & Putty Toys
180,2020-09-14,11625.0,Slime & Putty Toys
181,2020-09-15,16338.0,Slime & Putty Toys
182,2020-09-16,16338.0,Slime & Putty Toys
183,2020-09-17,15672.0,Slime & Putty Toys
184,2020-09-18,15672.0,Slime & Putty Toys
185,2020-09-19,15672.0,Slime & Putty Toys
186,2020-09-20,20798.0,Slime & Putty Toys
187,2020-09-21,20798.0,Slime & Putty Toys
188,2020-09-22,16770.0,Slime & Putty Toys
189,2020-09-23,16770.0,Slime & Putty Toys
190,2020-09-24,16770.0,Slime & Putty Toys
191,2020-09-25,23761.0,Slime & Putty Toys
192,2020-09-26,23761.0,Slime & Putty Toys
193,2020-09-27,23761.0,Slime & Putty Toys
