,date,value,name_B07L2WVWNF
254,2019-08-17,67341.0,Posters & Prints
255,2019-08-18,67341.0,Posters & Prints
256,2019-08-19,42975.0,Posters & Prints
257,2019-08-20,71766.0,Posters & Prints
258,2019-08-21,71766.0,Posters & Prints
259,2019-08-22,48534.0,Posters & Prints
260,2019-08-23,68083.0,Posters & Prints
261,2019-08-24,49137.0,Posters & Prints
262,2019-08-25,42554.0,Posters & Prints
263,2019-08-26,59520.0,Posters & Prints
264,2019-08-27,57169.0,Posters & Prints
265,2019-08-28,57169.0,Posters & Prints
266,2019-08-29,57169.0,Posters & Prints
267,2019-08-30,57169.0,Posters & Prints
268,2019-08-31,57661.0,Posters & Prints
269,2019-09-01,9256.0,Posters & Prints
270,2019-09-02,19502.0,Posters & Prints
271,2019-09-03,39149.0,Posters & Prints
272,2019-09-04,58995.0,Posters & Prints
273,2019-09-05,44578.0,Posters & Prints
274,2019-09-06,77167.0,Posters & Prints
275,2019-09-07,77167.0,Posters & Prints
276,2019-09-08,77167.0,Posters & Prints
277,2019-09-09,50656.0,Posters & Prints
278,2019-09-10,48146.0,Posters & Prints
279,2019-09-11,85146.0,Posters & Prints
280,2019-09-12,85146.0,Posters & Prints
281,2019-09-13,64767.0,Posters & Prints
282,2019-09-14,31543.0,Posters & Prints
283,2019-09-15,55084.0,Posters & Prints
284,2019-09-16,41124.0,Posters & Prints
285,2019-09-17,45868.0,Posters & Prints
286,2019-09-18,53532.0,Posters & Prints
287,2019-09-19,59343.0,Posters & Prints
288,2019-09-20,59343.0,Posters & Prints
289,2019-09-21,55656.0,Posters & Prints
290,2019-09-22,49769.0,Posters & Prints
291,2019-09-23,46513.0,Posters & Prints
292,2019-09-24,69220.0,Posters & Prints
293,2019-09-25,85098.0,Posters & Prints
294,2019-09-26,43752.0,Posters & Prints
295,2019-09-27,56566.0,Posters & Prints
296,2019-09-28,44689.0,Posters & Prints
297,2019-09-29,53752.0,Posters & Prints
298,2019-09-30,100755.0,Posters & Prints
299,2019-10-01,100755.0,Posters & Prints
300,2019-10-02,46303.0,Posters & Prints
301,2019-10-03,76850.0,Posters & Prints
302,2019-10-04,59487.0,Posters & Prints
303,2019-10-05,55226.0,Posters & Prints
304,2019-10-06,81618.0,Posters & Prints
305,2019-10-07,81618.0,Posters & Prints
306,2019-10-08,100600.0,Posters & Prints
307,2019-10-09,100600.0,Posters & Prints
308,2019-10-10,100600.0,Posters & Prints
309,2019-10-11,80333.0,Posters & Prints
310,2019-10-12,80333.0,Posters & Prints
311,2019-10-13,102061.0,Posters & Prints
312,2019-10-14,189533.0,Posters & Prints
313,2019-10-15,89738.0,Posters & Prints
314,2019-10-16,118786.0,Posters & Prints
315,2019-10-17,98265.0,Posters & Prints
316,2019-10-18,149906.0,Posters & Prints
317,2019-10-19,63804.0,Posters & Prints
318,2019-10-20,89225.0,Posters & Prints
319,2019-10-21,49869.0,Posters & Prints
320,2019-10-22,58567.0,Posters & Prints
321,2019-10-23,74067.0,Posters & Prints
322,2019-10-24,38685.0,Posters & Prints
323,2019-10-25,55325.0,Posters & Prints
324,2019-10-26,29281.0,Posters & Prints
325,2019-10-27,43010.0,Posters & Prints
326,2019-10-28,41395.0,Posters & Prints
327,2019-10-29,53993.0,Posters & Prints
328,2019-10-30,55351.0,Posters & Prints
329,2019-10-31,57284.0,Posters & Prints
330,2019-11-01,60039.0,Posters & Prints
331,2019-11-02,60039.0,Posters & Prints
332,2019-11-03,55046.0,Posters & Prints
333,2019-11-04,77941.0,Posters & Prints
334,2019-11-05,77941.0,Posters & Prints
335,2019-11-06,36986.0,Posters & Prints
336,2019-11-07,36986.0,Posters & Prints
337,2019-11-08,40926.0,Posters & Prints
338,2019-11-09,40926.0,Posters & Prints
339,2019-11-10,40926.0,Posters & Prints
340,2019-11-11,40926.0,Posters & Prints
341,2019-11-12,40926.0,Posters & Prints
342,2019-11-13,40926.0,Posters & Prints
343,2019-11-14,40926.0,Posters & Prints
344,2019-11-15,47117.0,Posters & Prints
345,2019-11-16,84781.0,Posters & Prints
346,2019-11-17,84781.0,Posters & Prints
347,2019-11-18,84781.0,Posters & Prints
348,2019-11-19,84781.0,Posters & Prints
349,2019-11-20,50839.0,Posters & Prints
350,2019-11-21,54348.0,Posters & Prints
351,2019-11-22,54348.0,Posters & Prints
352,2019-11-23,54348.0,Posters & Prints
353,2019-11-24,54348.0,Posters & Prints
354,2019-11-25,54348.0,Posters & Prints
355,2019-11-26,54348.0,Posters & Prints
356,2019-11-27,109963.0,Posters & Prints
357,2019-11-28,70004.0,Posters & Prints
358,2019-11-29,70004.0,Posters & Prints
359,2019-11-30,70981.0,Posters & Prints
360,2019-12-01,70981.0,Posters & Prints
361,2019-12-02,70981.0,Posters & Prints
362,2019-12-03,70981.0,Posters & Prints
363,2019-12-04,70981.0,Posters & Prints
364,2019-12-05,70981.0,Posters & Prints
365,2019-12-06,70981.0,Posters & Prints
366,2019-12-07,70981.0,Posters & Prints
367,2019-12-08,70981.0,Posters & Prints
368,2019-12-09,70981.0,Posters & Prints
369,2019-12-10,94092.0,Posters & Prints
370,2019-12-11,70229.0,Posters & Prints
371,2019-12-12,88268.0,Posters & Prints
372,2019-12-13,88268.0,Posters & Prints
373,2019-12-14,88268.0,Posters & Prints
374,2019-12-15,88268.0,Posters & Prints
375,2019-12-16,62241.0,Posters & Prints
376,2019-12-17,62241.0,Posters & Prints
377,2019-12-18,62241.0,Posters & Prints
378,2019-12-19,62241.0,Posters & Prints
379,2019-12-20,62241.0,Posters & Prints
380,2019-12-21,62241.0,Posters & Prints
381,2019-12-22,62241.0,Posters & Prints
382,2019-12-23,62241.0,Posters & Prints
383,2019-12-24,41942.0,Posters & Prints
384,2019-12-25,35386.0,Posters & Prints
385,2019-12-26,35386.0,Posters & Prints
386,2019-12-27,35386.0,Posters & Prints
387,2019-12-28,35386.0,Posters & Prints
388,2019-12-29,35386.0,Posters & Prints
389,2019-12-30,35386.0,Posters & Prints
390,2019-12-31,35386.0,Posters & Prints
391,2020-01-01,35386.0,Posters & Prints
392,2020-01-02,35386.0,Posters & Prints
393,2020-01-03,40031.0,Posters & Prints
394,2020-01-04,44754.0,Posters & Prints
395,2020-01-05,38367.0,Posters & Prints
396,2020-01-06,38367.0,Posters & Prints
397,2020-01-07,38367.0,Posters & Prints
398,2020-01-08,38367.0,Posters & Prints
399,2020-01-09,61763.0,Posters & Prints
400,2020-01-10,61763.0,Posters & Prints
401,2020-01-11,61763.0,Posters & Prints
402,2020-01-12,61763.0,Posters & Prints
403,2020-01-13,61763.0,Posters & Prints
404,2020-01-14,61763.0,Posters & Prints
405,2020-01-15,61938.0,Posters & Prints
406,2020-01-16,61938.0,Posters & Prints
407,2020-01-17,61938.0,Posters & Prints
408,2020-01-18,61938.0,Posters & Prints
409,2020-01-19,61938.0,Posters & Prints
410,2020-01-20,50004.0,Posters & Prints
411,2020-01-21,50004.0,Posters & Prints
412,2020-01-22,50004.0,Posters & Prints
413,2020-01-23,50004.0,Posters & Prints
414,2020-01-24,50004.0,Posters & Prints
415,2020-01-25,50004.0,Posters & Prints
416,2020-01-26,52246.0,Posters & Prints
417,2020-01-27,52246.0,Posters & Prints
418,2020-01-28,52246.0,Posters & Prints
419,2020-01-29,48881.0,Posters & Prints
420,2020-01-30,48881.0,Posters & Prints
421,2020-01-31,48881.0,Posters & Prints
422,2020-02-01,48881.0,Posters & Prints
423,2020-02-02,48881.0,Posters & Prints
424,2020-02-03,48881.0,Posters & Prints
425,2020-02-04,44109.0,Posters & Prints
426,2020-02-05,44109.0,Posters & Prints
427,2020-02-06,44109.0,Posters & Prints
428,2020-02-07,44109.0,Posters & Prints
429,2020-02-08,44109.0,Posters & Prints
430,2020-02-09,24615.0,Posters & Prints
431,2020-02-10,24615.0,Posters & Prints
432,2020-02-11,24615.0,Posters & Prints
433,2020-02-12,41858.0,Posters & Prints
434,2020-02-13,41858.0,Posters & Prints
435,2020-02-14,59523.0,Posters & Prints
436,2020-02-15,59523.0,Posters & Prints
437,2020-02-16,59523.0,Posters & Prints
438,2020-02-17,59523.0,Posters & Prints
439,2020-02-18,59523.0,Posters & Prints
440,2020-02-19,68756.0,Posters & Prints
441,2020-02-20,68756.0,Posters & Prints
442,2020-02-21,68756.0,Posters & Prints
443,2020-02-22,68756.0,Posters & Prints
444,2020-02-23,68756.0,Posters & Prints
445,2020-02-24,68756.0,Posters & Prints
446,2020-02-25,68756.0,Posters & Prints
447,2020-02-26,34856.0,Posters & Prints
448,2020-02-27,34856.0,Posters & Prints
449,2020-02-28,34856.0,Posters & Prints
450,2020-02-29,25623.0,Posters & Prints
451,2020-03-01,25623.0,Posters & Prints
452,2020-03-02,25623.0,Posters & Prints
453,2020-03-03,25623.0,Posters & Prints
454,2020-03-04,27002.0,Posters & Prints
455,2020-03-05,27002.0,Posters & Prints
456,2020-03-06,27002.0,Posters & Prints
457,2020-03-07,27002.0,Posters & Prints
458,2020-03-08,27002.0,Posters & Prints
459,2020-03-09,27002.0,Posters & Prints
460,2020-03-10,27002.0,Posters & Prints
461,2020-03-11,27002.0,Posters & Prints
462,2020-03-12,39156.0,Posters & Prints
463,2020-03-13,39156.0,Posters & Prints
464,2020-03-14,34425.0,Posters & Prints
465,2020-03-15,34425.0,Posters & Prints
466,2020-03-16,34425.0,Posters & Prints
467,2020-03-17,34425.0,Posters & Prints
468,2020-03-18,34425.0,Posters & Prints
469,2020-03-19,34610.0,Posters & Prints
470,2020-03-20,34610.0,Posters & Prints
471,2020-03-21,34610.0,Posters & Prints
472,2020-03-22,34610.0,Posters & Prints
473,2020-03-23,34610.0,Posters & Prints
474,2020-03-24,34610.0,Posters & Prints
475,2020-03-25,34610.0,Posters & Prints
476,2020-03-26,39333.0,Posters & Prints
477,2020-03-27,39333.0,Posters & Prints
478,2020-03-28,42881.0,Posters & Prints
479,2020-03-29,42881.0,Posters & Prints
480,2020-03-30,42881.0,Posters & Prints
481,2020-03-31,41257.0,Posters & Prints
482,2020-04-01,41257.0,Posters & Prints
483,2020-04-02,41257.0,Posters & Prints
484,2020-04-03,41257.0,Posters & Prints
485,2020-04-04,31703.0,Posters & Prints
486,2020-04-05,31703.0,Posters & Prints
487,2020-04-06,31703.0,Posters & Prints
488,2020-04-07,42970.0,Posters & Prints
489,2020-04-08,42970.0,Posters & Prints
490,2020-04-09,42970.0,Posters & Prints
491,2020-04-10,42970.0,Posters & Prints
492,2020-04-11,42970.0,Posters & Prints
493,2020-04-12,42970.0,Posters & Prints
494,2020-04-13,31272.0,Posters & Prints
495,2020-04-14,31272.0,Posters & Prints
496,2020-04-15,30312.0,Posters & Prints
497,2020-04-16,30312.0,Posters & Prints
498,2020-04-17,23599.0,Posters & Prints
499,2020-04-18,23599.0,Posters & Prints
500,2020-04-19,23599.0,Posters & Prints
501,2020-04-20,21374.0,Posters & Prints
502,2020-04-21,16349.0,Posters & Prints
503,2020-04-22,19876.0,Posters & Prints
504,2020-04-23,19876.0,Posters & Prints
505,2020-04-24,17743.0,Posters & Prints
506,2020-04-25,17743.0,Posters & Prints
507,2020-04-26,17743.0,Posters & Prints
508,2020-04-27,17743.0,Posters & Prints
509,2020-04-28,17743.0,Posters & Prints
510,2020-04-29,39351.0,Posters & Prints
511,2020-04-30,39351.0,Posters & Prints
512,2020-05-01,39351.0,Posters & Prints
513,2020-05-02,39351.0,Posters & Prints
514,2020-05-03,39351.0,Posters & Prints
515,2020-05-04,39351.0,Posters & Prints
516,2020-05-05,39351.0,Posters & Prints
517,2020-05-06,39351.0,Posters & Prints
518,2020-05-07,39351.0,Posters & Prints
519,2020-05-08,39351.0,Posters & Prints
520,2020-05-09,78452.0,Posters & Prints
521,2020-05-10,78452.0,Posters & Prints
522,2020-05-11,78452.0,Posters & Prints
523,2020-05-12,78452.0,Posters & Prints
524,2020-05-13,78452.0,Posters & Prints
525,2020-05-14,67863.0,Posters & Prints
526,2020-05-15,67863.0,Posters & Prints
527,2020-05-16,67863.0,Posters & Prints
528,2020-05-17,67863.0,Posters & Prints
529,2020-05-18,70719.0,Posters & Prints
530,2020-05-19,70719.0,Posters & Prints
531,2020-05-20,70719.0,Posters & Prints
532,2020-05-21,70719.0,Posters & Prints
533,2020-05-22,70719.0,Posters & Prints
534,2020-05-23,36141.0,Posters & Prints
535,2020-05-24,36141.0,Posters & Prints
536,2020-05-25,36141.0,Posters & Prints
537,2020-05-26,36141.0,Posters & Prints
538,2020-05-27,36141.0,Posters & Prints
539,2020-05-28,36141.0,Posters & Prints
540,2020-05-29,26219.0,Posters & Prints
541,2020-05-30,26219.0,Posters & Prints
542,2020-05-31,26219.0,Posters & Prints
543,2020-06-01,26219.0,Posters & Prints
544,2020-06-02,26219.0,Posters & Prints
545,2020-06-03,26219.0,Posters & Prints
546,2020-06-04,26219.0,Posters & Prints
547,2020-06-05,26219.0,Posters & Prints
548,2020-06-06,26219.0,Posters & Prints
549,2020-06-07,26219.0,Posters & Prints
550,2020-06-08,19317.0,Posters & Prints
551,2020-06-09,19203.0,Posters & Prints
552,2020-06-10,19203.0,Posters & Prints
553,2020-06-11,19203.0,Posters & Prints
554,2020-06-12,10809.0,Posters & Prints
555,2020-06-13,12988.0,Posters & Prints
556,2020-06-14,12988.0,Posters & Prints
557,2020-06-15,12988.0,Posters & Prints
558,2020-06-16,25000.0,Posters & Prints
559,2020-06-17,21464.0,Posters & Prints
560,2020-06-18,21464.0,Posters & Prints
561,2020-06-19,18137.0,Posters & Prints
562,2020-06-20,18137.0,Posters & Prints
563,2020-06-21,18137.0,Posters & Prints
564,2020-06-22,18137.0,Posters & Prints
565,2020-06-23,18137.0,Posters & Prints
566,2020-06-24,21837.0,Posters & Prints
567,2020-06-25,21837.0,Posters & Prints
568,2020-06-26,21837.0,Posters & Prints
569,2020-06-27,21837.0,Posters & Prints
570,2020-06-28,21837.0,Posters & Prints
571,2020-06-29,36949.0,Posters & Prints
572,2020-06-30,36949.0,Posters & Prints
573,2020-07-01,36949.0,Posters & Prints
574,2020-07-02,36949.0,Posters & Prints
575,2020-07-03,36949.0,Posters & Prints
576,2020-07-04,17121.0,Posters & Prints
577,2020-07-05,17121.0,Posters & Prints
578,2020-07-06,17121.0,Posters & Prints
579,2020-07-07,19247.0,Posters & Prints
580,2020-07-08,19247.0,Posters & Prints
581,2020-07-09,19247.0,Posters & Prints
582,2020-07-10,14077.0,Posters & Prints
583,2020-07-11,14077.0,Posters & Prints
584,2020-07-12,16309.0,Posters & Prints
585,2020-07-13,16309.0,Posters & Prints
586,2020-07-14,22580.0,Posters & Prints
587,2020-07-15,22580.0,Posters & Prints
588,2020-07-16,26758.0,Posters & Prints
589,2020-07-17,28379.0,Posters & Prints
590,2020-07-18,34550.0,Posters & Prints
591,2020-07-19,34550.0,Posters & Prints
592,2020-07-20,34550.0,Posters & Prints
593,2020-07-21,34550.0,Posters & Prints
594,2020-07-22,34550.0,Posters & Prints
595,2020-07-23,39698.0,Posters & Prints
596,2020-07-24,30350.0,Posters & Prints
597,2020-07-25,30350.0,Posters & Prints
598,2020-07-26,33193.0,Posters & Prints
599,2020-07-27,21866.0,Posters & Prints
600,2020-07-28,21866.0,Posters & Prints
601,2020-07-29,21866.0,Posters & Prints
602,2020-07-30,21866.0,Posters & Prints
603,2020-07-31,21866.0,Posters & Prints
604,2020-08-01,26883.0,Posters & Prints
605,2020-08-02,26883.0,Posters & Prints
606,2020-08-03,26883.0,Posters & Prints
607,2020-08-04,26883.0,Posters & Prints
608,2020-08-05,22564.0,Posters & Prints
609,2020-08-06,22564.0,Posters & Prints
610,2020-08-07,22564.0,Posters & Prints
611,2020-08-08,22564.0,Posters & Prints
612,2020-08-09,22564.0,Posters & Prints
613,2020-08-10,31880.0,Posters & Prints
614,2020-08-11,31880.0,Posters & Prints
615,2020-08-12,31880.0,Posters & Prints
616,2020-08-13,31880.0,Posters & Prints
617,2020-08-14,19532.0,Posters & Prints
618,2020-08-15,23024.0,Posters & Prints
619,2020-08-16,23024.0,Posters & Prints
620,2020-08-17,23024.0,Posters & Prints
621,2020-08-18,15845.0,Posters & Prints
622,2020-08-19,15845.0,Posters & Prints
623,2020-08-20,15845.0,Posters & Prints
624,2020-08-21,17553.0,Posters & Prints
625,2020-08-22,21942.0,Posters & Prints
626,2020-08-23,21942.0,Posters & Prints
627,2020-08-24,25745.0,Posters & Prints
628,2020-08-25,17355.0,Posters & Prints
629,2020-08-26,17355.0,Posters & Prints
630,2020-08-27,17355.0,Posters & Prints
631,2020-08-28,20898.0,Posters & Prints
632,2020-08-29,20898.0,Posters & Prints
633,2020-08-30,21503.0,Posters & Prints
