,date,value,name_B07L2WVWNF
0,2018-12-06,171718.0,Posters & Prints
1,2018-12-07,184789.0,Posters & Prints
2,2018-12-08,184789.0,Posters & Prints
3,2018-12-09,83273.0,Posters & Prints
4,2018-12-10,99097.0,Posters & Prints
5,2018-12-11,125438.0,Posters & Prints
6,2018-12-12,61495.0,Posters & Prints
7,2018-12-13,80103.0,Posters & Prints
8,2018-12-14,90356.0,Posters & Prints
9,2018-12-15,109518.0,Posters & Prints
10,2018-12-16,77536.0,Posters & Prints
11,2018-12-17,91803.0,Posters & Prints
12,2018-12-18,105070.0,Posters & Prints
13,2018-12-19,91003.0,Posters & Prints
14,2018-12-20,117637.0,Posters & Prints
15,2018-12-21,85727.0,Posters & Prints
16,2018-12-22,108836.0,Posters & Prints
17,2018-12-23,110039.0,Posters & Prints
18,2018-12-24,114036.0,Posters & Prints
19,2018-12-25,142246.0,Posters & Prints
20,2018-12-26,64957.0,Posters & Prints
21,2018-12-27,122418.0,Posters & Prints
22,2018-12-28,60749.0,Posters & Prints
23,2018-12-29,117527.0,Posters & Prints
24,2018-12-30,109362.0,Posters & Prints
25,2018-12-31,136766.0,Posters & Prints
26,2019-01-01,144583.0,Posters & Prints
27,2019-01-02,84195.0,Posters & Prints
28,2019-01-03,84195.0,Posters & Prints
29,2019-01-04,94457.0,Posters & Prints
30,2019-01-05,76968.0,Posters & Prints
31,2019-01-06,76968.0,Posters & Prints
32,2019-01-07,76968.0,Posters & Prints
33,2019-01-08,76968.0,Posters & Prints
34,2019-01-09,76968.0,Posters & Prints
35,2019-01-10,76968.0,Posters & Prints
36,2019-01-11,76968.0,Posters & Prints
37,2019-01-12,76968.0,Posters & Prints
38,2019-01-13,93001.0,Posters & Prints
39,2019-01-14,93001.0,Posters & Prints
40,2019-01-15,93001.0,Posters & Prints
41,2019-01-16,93001.0,Posters & Prints
42,2019-01-17,93001.0,Posters & Prints
43,2019-01-18,93001.0,Posters & Prints
44,2019-01-19,93001.0,Posters & Prints
45,2019-01-20,93001.0,Posters & Prints
46,2019-01-21,71576.0,Posters & Prints
47,2019-01-22,71576.0,Posters & Prints
48,2019-01-23,71576.0,Posters & Prints
49,2019-01-24,81421.0,Posters & Prints
50,2019-01-25,81421.0,Posters & Prints
51,2019-01-26,81421.0,Posters & Prints
52,2019-01-27,92218.0,Posters & Prints
53,2019-01-28,92218.0,Posters & Prints
54,2019-01-29,92218.0,Posters & Prints
55,2019-01-30,92218.0,Posters & Prints
56,2019-01-31,107105.0,Posters & Prints
57,2019-02-01,120354.0,Posters & Prints
58,2019-02-02,120354.0,Posters & Prints
59,2019-02-03,120354.0,Posters & Prints
60,2019-02-04,120354.0,Posters & Prints
61,2019-02-05,120354.0,Posters & Prints
62,2019-02-06,120354.0,Posters & Prints
63,2019-02-07,120354.0,Posters & Prints
64,2019-02-08,120354.0,Posters & Prints
65,2019-02-09,40237.0,Posters & Prints
66,2019-02-10,38159.0,Posters & Prints
67,2019-02-11,33526.0,Posters & Prints
68,2019-02-12,33526.0,Posters & Prints
69,2019-02-13,58242.0,Posters & Prints
70,2019-02-14,58242.0,Posters & Prints
71,2019-02-15,58242.0,Posters & Prints
72,2019-02-16,58242.0,Posters & Prints
73,2019-02-17,58242.0,Posters & Prints
74,2019-02-18,39780.0,Posters & Prints
75,2019-02-19,39780.0,Posters & Prints
76,2019-02-20,39780.0,Posters & Prints
77,2019-02-21,43893.0,Posters & Prints
78,2019-02-22,43893.0,Posters & Prints
79,2019-02-23,43893.0,Posters & Prints
80,2019-02-24,43893.0,Posters & Prints
81,2019-02-25,52914.0,Posters & Prints
82,2019-02-26,52914.0,Posters & Prints
83,2019-02-27,60265.0,Posters & Prints
84,2019-02-28,65376.0,Posters & Prints
85,2019-03-01,65376.0,Posters & Prints
86,2019-03-02,65376.0,Posters & Prints
87,2019-03-03,60753.0,Posters & Prints
88,2019-03-04,69899.0,Posters & Prints
89,2019-03-05,69899.0,Posters & Prints
90,2019-03-06,69899.0,Posters & Prints
91,2019-03-07,132734.0,Posters & Prints
92,2019-03-08,132734.0,Posters & Prints
93,2019-03-09,132734.0,Posters & Prints
94,2019-03-10,118347.0,Posters & Prints
95,2019-03-11,118347.0,Posters & Prints
96,2019-03-12,118347.0,Posters & Prints
97,2019-03-13,118347.0,Posters & Prints
98,2019-03-14,122646.0,Posters & Prints
99,2019-03-15,122646.0,Posters & Prints
100,2019-03-16,122646.0,Posters & Prints
101,2019-03-17,122646.0,Posters & Prints
102,2019-03-18,122646.0,Posters & Prints
103,2019-03-19,122646.0,Posters & Prints
104,2019-03-20,122646.0,Posters & Prints
105,2019-03-21,122646.0,Posters & Prints
106,2019-03-22,59045.0,Posters & Prints
107,2019-03-23,89610.0,Posters & Prints
108,2019-03-24,89610.0,Posters & Prints
109,2019-03-25,89610.0,Posters & Prints
110,2019-03-26,89610.0,Posters & Prints
111,2019-03-27,89610.0,Posters & Prints
112,2019-03-28,89610.0,Posters & Prints
113,2019-03-29,89610.0,Posters & Prints
114,2019-03-30,89610.0,Posters & Prints
115,2019-03-31,70254.0,Posters & Prints
116,2019-04-01,70254.0,Posters & Prints
117,2019-04-02,70254.0,Posters & Prints
118,2019-04-03,70254.0,Posters & Prints
119,2019-04-04,70254.0,Posters & Prints
120,2019-04-05,70254.0,Posters & Prints
121,2019-04-06,70254.0,Posters & Prints
122,2019-04-07,70254.0,Posters & Prints
123,2019-04-08,80737.0,Posters & Prints
124,2019-04-09,80737.0,Posters & Prints
125,2019-04-10,80737.0,Posters & Prints
126,2019-04-11,80737.0,Posters & Prints
127,2019-04-12,80737.0,Posters & Prints
128,2019-04-13,68791.0,Posters & Prints
129,2019-04-14,68791.0,Posters & Prints
130,2019-04-15,74603.0,Posters & Prints
131,2019-04-16,74603.0,Posters & Prints
132,2019-04-17,74603.0,Posters & Prints
133,2019-04-18,74603.0,Posters & Prints
134,2019-04-19,74603.0,Posters & Prints
135,2019-04-20,50665.0,Posters & Prints
136,2019-04-21,68175.0,Posters & Prints
137,2019-04-22,68175.0,Posters & Prints
138,2019-04-23,68175.0,Posters & Prints
139,2019-04-24,88460.0,Posters & Prints
140,2019-04-25,88460.0,Posters & Prints
141,2019-04-26,88460.0,Posters & Prints
142,2019-04-27,62430.0,Posters & Prints
143,2019-04-28,62430.0,Posters & Prints
144,2019-04-29,62430.0,Posters & Prints
145,2019-04-30,62430.0,Posters & Prints
146,2019-05-01,62430.0,Posters & Prints
147,2019-05-02,62430.0,Posters & Prints
148,2019-05-03,62430.0,Posters & Prints
149,2019-05-04,87328.0,Posters & Prints
150,2019-05-05,87328.0,Posters & Prints
151,2019-05-06,135472.0,Posters & Prints
152,2019-05-07,131485.0,Posters & Prints
153,2019-05-08,128529.0,Posters & Prints
154,2019-05-09,174729.0,Posters & Prints
155,2019-05-10,182464.0,Posters & Prints
156,2019-05-11,148328.0,Posters & Prints
157,2019-05-12,82251.0,Posters & Prints
158,2019-05-13,74036.0,Posters & Prints
159,2019-05-14,96757.0,Posters & Prints
160,2019-05-15,96757.0,Posters & Prints
161,2019-05-16,129292.0,Posters & Prints
162,2019-05-17,129292.0,Posters & Prints
163,2019-05-18,129292.0,Posters & Prints
164,2019-05-19,80325.0,Posters & Prints
165,2019-05-20,118096.0,Posters & Prints
166,2019-05-21,69308.0,Posters & Prints
167,2019-05-22,52639.0,Posters & Prints
168,2019-05-23,52639.0,Posters & Prints
169,2019-05-24,52639.0,Posters & Prints
170,2019-05-25,52639.0,Posters & Prints
171,2019-05-26,80419.0,Posters & Prints
172,2019-05-27,135611.0,Posters & Prints
173,2019-05-28,135611.0,Posters & Prints
174,2019-05-29,146543.0,Posters & Prints
175,2019-05-30,145682.0,Posters & Prints
176,2019-05-31,111209.0,Posters & Prints
177,2019-06-01,226911.0,Posters & Prints
178,2019-06-02,163721.0,Posters & Prints
179,2019-06-03,163721.0,Posters & Prints
180,2019-06-04,127178.0,Posters & Prints
181,2019-06-05,140380.0,Posters & Prints
182,2019-06-06,102947.0,Posters & Prints
183,2019-06-07,157724.0,Posters & Prints
184,2019-06-08,157724.0,Posters & Prints
185,2019-06-09,53743.0,Posters & Prints
186,2019-06-10,51081.0,Posters & Prints
187,2019-06-11,51081.0,Posters & Prints
188,2019-06-12,85895.0,Posters & Prints
189,2019-06-13,87131.0,Posters & Prints
190,2019-06-14,59992.0,Posters & Prints
191,2019-06-15,63734.0,Posters & Prints
192,2019-06-16,63734.0,Posters & Prints
193,2019-06-17,56256.0,Posters & Prints
194,2019-06-18,56256.0,Posters & Prints
195,2019-06-19,60125.0,Posters & Prints
196,2019-06-20,55629.0,Posters & Prints
197,2019-06-21,55629.0,Posters & Prints
198,2019-06-22,59888.0,Posters & Prints
199,2019-06-23,41174.0,Posters & Prints
200,2019-06-24,56405.0,Posters & Prints
201,2019-06-25,66124.0,Posters & Prints
202,2019-06-26,92473.0,Posters & Prints
203,2019-06-27,92473.0,Posters & Prints
204,2019-06-28,52832.0,Posters & Prints
205,2019-06-29,50689.0,Posters & Prints
206,2019-06-30,50689.0,Posters & Prints
207,2019-07-01,62998.0,Posters & Prints
208,2019-07-02,117634.0,Posters & Prints
209,2019-07-03,106460.0,Posters & Prints
210,2019-07-04,106460.0,Posters & Prints
211,2019-07-05,68332.0,Posters & Prints
212,2019-07-06,93466.0,Posters & Prints
213,2019-07-07,93466.0,Posters & Prints
214,2019-07-08,44714.0,Posters & Prints
215,2019-07-09,57570.0,Posters & Prints
216,2019-07-10,89679.0,Posters & Prints
217,2019-07-11,89679.0,Posters & Prints
218,2019-07-12,44829.0,Posters & Prints
219,2019-07-13,72151.0,Posters & Prints
220,2019-07-14,101445.0,Posters & Prints
221,2019-07-15,93251.0,Posters & Prints
222,2019-07-16,93251.0,Posters & Prints
223,2019-07-17,32861.0,Posters & Prints
224,2019-07-18,34627.0,Posters & Prints
225,2019-07-19,44670.0,Posters & Prints
226,2019-07-20,51199.0,Posters & Prints
227,2019-07-21,59560.0,Posters & Prints
228,2019-07-22,59560.0,Posters & Prints
229,2019-07-23,76643.0,Posters & Prints
230,2019-07-24,106480.0,Posters & Prints
231,2019-07-25,109599.0,Posters & Prints
232,2019-07-26,109599.0,Posters & Prints
233,2019-07-27,76054.0,Posters & Prints
234,2019-07-28,76054.0,Posters & Prints
235,2019-07-29,70658.0,Posters & Prints
236,2019-07-30,78511.0,Posters & Prints
237,2019-07-31,78511.0,Posters & Prints
238,2019-08-01,69394.0,Posters & Prints
239,2019-08-02,56039.0,Posters & Prints
240,2019-08-03,56039.0,Posters & Prints
241,2019-08-04,75247.0,Posters & Prints
242,2019-08-05,53919.0,Posters & Prints
243,2019-08-06,71601.0,Posters & Prints
244,2019-08-07,82438.0,Posters & Prints
245,2019-08-08,82438.0,Posters & Prints
246,2019-08-09,58763.0,Posters & Prints
247,2019-08-10,87583.0,Posters & Prints
248,2019-08-11,87583.0,Posters & Prints
249,2019-08-12,87583.0,Posters & Prints
250,2019-08-13,44909.0,Posters & Prints
251,2019-08-14,65045.0,Posters & Prints
252,2019-08-15,91181.0,Posters & Prints
253,2019-08-16,91181.0,Posters & Prints
