,date,value,name_B00X7AF4CY
0,2017-03-21,465931.0,Moleskin
1,2017-03-22,465931.0,Moleskin
2,2017-03-23,465931.0,Moleskin
3,2017-03-24,465931.0,Moleskin
4,2017-03-25,465931.0,Moleskin
5,2017-03-26,465931.0,Moleskin
6,2017-03-27,465931.0,Moleskin
7,2017-03-28,465931.0,Moleskin
8,2017-03-29,465931.0,Moleskin
9,2017-03-30,465931.0,Moleskin
10,2017-03-31,465931.0,Moleskin
11,2017-04-01,465931.0,Moleskin
12,2017-04-02,465931.0,Moleskin
13,2017-04-03,465931.0,Moleskin
14,2017-04-04,465931.0,Moleskin
15,2017-04-05,465931.0,Moleskin
16,2017-04-06,465931.0,Moleskin
17,2017-04-07,465931.0,Moleskin
18,2017-04-08,465931.0,Moleskin
19,2017-04-09,465931.0,Moleskin
20,2017-04-10,465931.0,Moleskin
21,2017-04-11,465931.0,Moleskin
22,2017-04-12,465931.0,Moleskin
23,2017-04-13,465931.0,Moleskin
24,2017-04-14,465931.0,Moleskin
25,2017-04-15,465931.0,Moleskin
26,2017-04-16,465931.0,Moleskin
27,2017-04-17,465931.0,Moleskin
28,2017-04-18,465931.0,Moleskin
29,2017-04-19,465931.0,Moleskin
30,2017-04-20,465931.0,Moleskin
31,2017-04-21,465931.0,Moleskin
32,2017-04-22,465931.0,Moleskin
33,2017-04-23,465931.0,Moleskin
34,2017-04-24,465931.0,Moleskin
35,2017-04-25,465931.0,Moleskin
36,2017-04-26,465931.0,Moleskin
37,2017-04-27,465931.0,Moleskin
38,2017-04-28,465931.0,Moleskin
39,2017-04-29,465931.0,Moleskin
40,2017-04-30,465931.0,Moleskin
41,2017-05-01,465931.0,Moleskin
42,2017-05-02,465931.0,Moleskin
43,2017-05-03,465931.0,Moleskin
44,2017-05-04,465931.0,Moleskin
45,2017-05-05,465931.0,Moleskin
46,2017-05-06,465931.0,Moleskin
47,2017-05-07,465931.0,Moleskin
48,2017-05-08,465931.0,Moleskin
49,2017-05-09,465931.0,Moleskin
50,2017-05-10,465931.0,Moleskin
51,2017-05-11,465931.0,Moleskin
52,2017-05-12,465931.0,Moleskin
53,2017-05-13,465931.0,Moleskin
54,2017-05-14,465931.0,Moleskin
55,2017-05-15,465931.0,Moleskin
56,2017-05-16,428381.0,Moleskin
57,2017-05-17,432756.0,Moleskin
58,2017-05-18,114519.0,Moleskin
59,2017-05-19,165053.0,Moleskin
60,2017-05-20,165053.0,Moleskin
61,2017-05-21,286015.0,Moleskin
62,2017-05-22,124849.0,Moleskin
63,2017-05-23,201471.0,Moleskin
64,2017-05-24,201471.0,Moleskin
65,2017-05-25,201471.0,Moleskin
66,2017-05-26,229910.0,Moleskin
67,2017-05-27,257200.0,Moleskin
68,2017-05-28,257200.0,Moleskin
69,2017-05-29,91844.0,Moleskin
70,2017-05-30,91844.0,Moleskin
71,2017-05-31,238328.0,Moleskin
72,2017-06-01,238328.0,Moleskin
73,2017-06-02,238328.0,Moleskin
74,2017-06-03,238328.0,Moleskin
75,2017-06-04,336534.0,Moleskin
76,2017-06-05,352884.0,Moleskin
77,2017-06-06,363971.0,Moleskin
78,2017-06-07,363971.0,Moleskin
79,2017-06-08,363971.0,Moleskin
80,2017-06-09,363971.0,Moleskin
81,2017-06-10,391686.0,Moleskin
82,2017-06-11,391686.0,Moleskin
83,2017-06-12,391686.0,Moleskin
84,2017-06-13,391686.0,Moleskin
85,2017-06-14,192210.0,Moleskin
86,2017-06-15,192210.0,Moleskin
87,2017-06-16,349815.0,Moleskin
88,2017-06-17,349815.0,Moleskin
89,2017-06-18,349815.0,Moleskin
90,2017-06-19,349815.0,Moleskin
91,2017-06-20,393963.0,Moleskin
92,2017-06-21,393963.0,Moleskin
93,2017-06-22,393963.0,Moleskin
94,2017-06-23,413104.0,Moleskin
95,2017-06-24,413104.0,Moleskin
96,2017-06-25,413104.0,Moleskin
97,2017-06-26,413104.0,Moleskin
98,2017-06-27,413104.0,Moleskin
99,2017-06-28,137146.0,Moleskin
100,2017-06-29,137146.0,Moleskin
101,2017-06-30,444205.0,Moleskin
102,2017-07-01,444205.0,Moleskin
103,2017-07-02,444205.0,Moleskin
104,2017-07-03,444205.0,Moleskin
105,2017-07-04,454940.0,Moleskin
106,2017-07-05,454940.0,Moleskin
107,2017-07-06,454940.0,Moleskin
108,2017-07-07,454940.0,Moleskin
109,2017-07-08,464896.0,Moleskin
110,2017-07-09,467370.0,Moleskin
111,2017-07-10,467370.0,Moleskin
112,2017-07-11,477065.0,Moleskin
113,2017-07-12,477065.0,Moleskin
114,2017-07-13,477065.0,Moleskin
115,2017-07-14,477065.0,Moleskin
116,2017-07-15,494128.0,Moleskin
117,2017-07-16,494128.0,Moleskin
118,2017-07-17,496165.0,Moleskin
119,2017-07-18,498892.0,Moleskin
120,2017-07-19,498892.0,Moleskin
121,2017-07-20,498892.0,Moleskin
122,2017-07-21,498892.0,Moleskin
123,2017-07-22,498892.0,Moleskin
124,2017-07-23,499117.0,Moleskin
125,2017-07-24,499136.0,Moleskin
126,2017-07-25,499136.0,Moleskin
127,2017-07-26,501742.0,Moleskin
128,2017-07-27,501742.0,Moleskin
129,2017-07-28,503221.0,Moleskin
130,2017-07-29,503755.0,Moleskin
131,2017-07-30,503298.0,Moleskin
132,2017-07-31,504369.0,Moleskin
133,2017-08-01,506763.0,Moleskin
134,2017-08-02,506763.0,Moleskin
135,2017-08-03,509696.0,Moleskin
136,2017-08-04,509696.0,Moleskin
137,2017-08-05,511576.0,Moleskin
138,2017-08-06,511576.0,Moleskin
139,2017-08-07,511576.0,Moleskin
140,2017-08-08,511576.0,Moleskin
141,2017-08-09,515789.0,Moleskin
142,2017-08-10,515789.0,Moleskin
143,2017-08-11,517079.0,Moleskin
144,2017-08-12,517089.0,Moleskin
145,2017-08-13,517089.0,Moleskin
146,2017-08-14,517089.0,Moleskin
147,2017-08-15,519853.0,Moleskin
148,2017-08-16,519998.0,Moleskin
149,2017-08-17,519998.0,Moleskin
150,2017-08-18,519998.0,Moleskin
151,2017-08-19,519998.0,Moleskin
152,2017-08-20,-1.0,Moleskin
153,2017-08-21,-1.0,Moleskin
154,2017-08-22,-1.0,Moleskin
155,2017-08-23,-1.0,Moleskin
156,2017-08-24,-1.0,Moleskin
157,2017-08-25,-1.0,Moleskin
158,2017-08-26,-1.0,Moleskin
159,2017-08-27,-1.0,Moleskin
160,2017-08-28,-1.0,Moleskin
161,2017-08-29,-1.0,Moleskin
162,2017-08-30,-1.0,Moleskin
163,2017-08-31,-1.0,Moleskin
164,2017-09-01,-1.0,Moleskin
165,2017-09-02,-1.0,Moleskin
166,2017-09-03,-1.0,Moleskin
167,2017-09-04,-1.0,Moleskin
168,2017-09-05,-1.0,Moleskin
169,2017-09-06,-1.0,Moleskin
170,2017-09-07,-1.0,Moleskin
171,2017-09-08,-1.0,Moleskin
172,2017-09-09,-1.0,Moleskin
173,2017-09-10,-1.0,Moleskin
174,2017-09-11,-1.0,Moleskin
175,2017-09-12,-1.0,Moleskin
176,2017-09-13,-1.0,Moleskin
177,2017-09-14,-1.0,Moleskin
178,2017-09-15,-1.0,Moleskin
179,2017-09-16,-1.0,Moleskin
180,2017-09-17,-1.0,Moleskin
181,2017-09-18,-1.0,Moleskin
182,2017-09-19,-1.0,Moleskin
183,2017-09-20,-1.0,Moleskin
184,2017-09-21,-1.0,Moleskin
185,2017-09-22,-1.0,Moleskin
186,2017-09-23,235437.0,Moleskin
187,2017-09-24,278351.0,Moleskin
188,2017-09-25,116718.0,Moleskin
189,2017-09-26,116718.0,Moleskin
190,2017-09-27,247239.0,Moleskin
191,2017-09-28,294443.0,Moleskin
192,2017-09-29,294443.0,Moleskin
193,2017-09-30,356557.0,Moleskin
194,2017-10-01,384611.0,Moleskin
195,2017-10-02,384611.0,Moleskin
196,2017-10-03,415550.0,Moleskin
197,2017-10-04,429190.0,Moleskin
