,date,value,name_B0854HQ8Z8
0,2020-03-02,8752.0,Accessories
1,2020-03-03,8752.0,Accessories
2,2020-03-04,8752.0,Accessories
3,2020-03-05,7054.0,Accessories
4,2020-03-06,7054.0,Accessories
5,2020-03-07,7054.0,Accessories
6,2020-03-08,7054.0,Accessories
7,2020-03-09,7054.0,Accessories
8,2020-03-10,7054.0,Accessories
9,2020-03-11,7054.0,Accessories
10,2020-03-12,7054.0,Accessories
11,2020-03-13,9072.0,Accessories
12,2020-03-14,18192.0,Accessories
13,2020-03-15,18192.0,Accessories
14,2020-03-16,18192.0,Accessories
15,2020-03-17,18192.0,Accessories
16,2020-03-18,18192.0,Accessories
17,2020-03-19,18192.0,Accessories
18,2020-03-20,18192.0,Accessories
19,2020-03-21,18192.0,Accessories
20,2020-03-22,18192.0,Accessories
21,2020-03-23,18192.0,Accessories
22,2020-03-24,18192.0,Accessories
23,2020-03-25,18192.0,Accessories
24,2020-03-26,18192.0,Accessories
25,2020-03-27,34774.0,Accessories
26,2020-03-28,34774.0,Accessories
27,2020-03-29,21931.0,Accessories
28,2020-03-30,21931.0,Accessories
29,2020-03-31,21931.0,Accessories
30,2020-04-01,21931.0,Accessories
31,2020-04-02,21931.0,Accessories
32,2020-04-03,21931.0,Accessories
33,2020-04-04,21931.0,Accessories
34,2020-04-05,21931.0,Accessories
35,2020-04-06,21931.0,Accessories
36,2020-04-07,21931.0,Accessories
37,2020-04-08,21931.0,Accessories
38,2020-04-09,21931.0,Accessories
39,2020-04-10,21931.0,Accessories
40,2020-04-11,21931.0,Accessories
41,2020-04-12,21931.0,Accessories
42,2020-04-13,21931.0,Accessories
43,2020-04-14,11655.0,Accessories
44,2020-04-15,11655.0,Accessories
45,2020-04-16,11574.0,Accessories
46,2020-04-17,11574.0,Accessories
47,2020-04-18,9212.0,Accessories
48,2020-04-19,9212.0,Accessories
49,2020-04-20,9212.0,Accessories
50,2020-04-21,9212.0,Accessories
51,2020-04-22,9212.0,Accessories
52,2020-04-23,14356.0,Accessories
53,2020-04-24,14356.0,Accessories
54,2020-04-25,12756.0,Accessories
55,2020-04-26,12756.0,Accessories
56,2020-04-27,12756.0,Accessories
57,2020-04-28,12756.0,Accessories
58,2020-04-29,12756.0,Accessories
59,2020-04-30,12756.0,Accessories
60,2020-05-01,12756.0,Accessories
61,2020-05-02,12756.0,Accessories
62,2020-05-03,12756.0,Accessories
63,2020-05-04,12756.0,Accessories
64,2020-05-05,12714.0,Accessories
65,2020-05-06,12714.0,Accessories
66,2020-05-07,15115.0,Accessories
67,2020-05-08,15115.0,Accessories
68,2020-05-09,15115.0,Accessories
69,2020-05-10,15115.0,Accessories
70,2020-05-11,8821.0,Accessories
71,2020-05-12,8821.0,Accessories
72,2020-05-13,8821.0,Accessories
73,2020-05-14,11939.0,Accessories
74,2020-05-15,8060.0,Accessories
75,2020-05-16,8060.0,Accessories
76,2020-05-17,8060.0,Accessories
77,2020-05-18,8060.0,Accessories
78,2020-05-19,9607.0,Accessories
79,2020-05-20,9607.0,Accessories
80,2020-05-21,6172.0,Accessories
81,2020-05-22,6172.0,Accessories
82,2020-05-23,6172.0,Accessories
83,2020-05-24,6172.0,Accessories
84,2020-05-25,8264.0,Accessories
85,2020-05-26,8264.0,Accessories
86,2020-05-27,6803.0,Accessories
87,2020-05-28,6803.0,Accessories
88,2020-05-29,6803.0,Accessories
89,2020-05-30,6803.0,Accessories
90,2020-05-31,6803.0,Accessories
91,2020-06-01,6803.0,Accessories
92,2020-06-02,6678.0,Accessories
93,2020-06-03,6678.0,Accessories
94,2020-06-04,6516.0,Accessories
95,2020-06-05,6516.0,Accessories
96,2020-06-06,6516.0,Accessories
97,2020-06-07,10917.0,Accessories
98,2020-06-08,14522.0,Accessories
99,2020-06-09,11586.0,Accessories
100,2020-06-10,11586.0,Accessories
101,2020-06-11,11586.0,Accessories
102,2020-06-12,11586.0,Accessories
103,2020-06-13,11586.0,Accessories
104,2020-06-14,16356.0,Accessories
105,2020-06-15,16356.0,Accessories
106,2020-06-16,16356.0,Accessories
107,2020-06-17,16356.0,Accessories
108,2020-06-18,16356.0,Accessories
109,2020-06-19,16356.0,Accessories
110,2020-06-20,16356.0,Accessories
111,2020-06-21,16356.0,Accessories
112,2020-06-22,4599.0,Accessories
113,2020-06-23,4007.0,Accessories
114,2020-06-24,4074.0,Accessories
115,2020-06-25,4074.0,Accessories
116,2020-06-26,3729.0,Accessories
117,2020-06-27,3729.0,Accessories
118,2020-06-28,3729.0,Accessories
119,2020-06-29,3645.0,Accessories
120,2020-06-30,4322.0,Accessories
121,2020-07-01,3697.0,Accessories
122,2020-07-02,3697.0,Accessories
123,2020-07-03,3998.0,Accessories
124,2020-07-04,4995.0,Accessories
125,2020-07-05,4995.0,Accessories
126,2020-07-06,4995.0,Accessories
127,2020-07-07,4995.0,Accessories
128,2020-07-08,4995.0,Accessories
129,2020-07-09,4995.0,Accessories
130,2020-07-10,5010.0,Accessories
131,2020-07-11,5010.0,Accessories
132,2020-07-12,3784.0,Accessories
133,2020-07-13,3784.0,Accessories
134,2020-07-14,3784.0,Accessories
135,2020-07-15,5459.0,Accessories
136,2020-07-16,5459.0,Accessories
137,2020-07-17,6059.0,Accessories
138,2020-07-18,6059.0,Accessories
139,2020-07-19,6059.0,Accessories
140,2020-07-20,5834.0,Accessories
141,2020-07-21,5834.0,Accessories
142,2020-07-22,5834.0,Accessories
143,2020-07-23,3512.0,Accessories
144,2020-07-24,3322.0,Accessories
145,2020-07-25,3322.0,Accessories
146,2020-07-26,3322.0,Accessories
147,2020-07-27,3737.0,Accessories
148,2020-07-28,3737.0,Accessories
149,2020-07-29,4688.0,Accessories
150,2020-07-30,4688.0,Accessories
151,2020-07-31,4688.0,Accessories
152,2020-08-01,3466.0,Accessories
153,2020-08-02,3466.0,Accessories
154,2020-08-03,3466.0,Accessories
155,2020-08-04,4916.0,Accessories
156,2020-08-05,4916.0,Accessories
157,2020-08-06,4916.0,Accessories
158,2020-08-07,5519.0,Accessories
159,2020-08-08,5519.0,Accessories
160,2020-08-09,5519.0,Accessories
161,2020-08-10,6722.0,Accessories
162,2020-08-11,5071.0,Accessories
163,2020-08-12,5071.0,Accessories
164,2020-08-13,5071.0,Accessories
165,2020-08-14,4023.0,Accessories
166,2020-08-15,4023.0,Accessories
167,2020-08-16,4023.0,Accessories
168,2020-08-17,5852.0,Accessories
169,2020-08-18,5852.0,Accessories
170,2020-08-19,5852.0,Accessories
171,2020-08-20,6260.0,Accessories
172,2020-08-21,6260.0,Accessories
173,2020-08-22,6260.0,Accessories
174,2020-08-23,6260.0,Accessories
175,2020-08-24,6260.0,Accessories
176,2020-08-25,9299.0,Accessories
177,2020-08-26,9299.0,Accessories
178,2020-08-27,9299.0,Accessories
179,2020-08-28,6528.0,Accessories
180,2020-08-29,6528.0,Accessories
181,2020-08-30,5737.0,Accessories
182,2020-08-31,7178.0,Accessories
183,2020-09-01,7178.0,Accessories
184,2020-09-02,7178.0,Accessories
185,2020-09-03,7136.0,Accessories
186,2020-09-04,7136.0,Accessories
187,2020-09-05,7809.0,Accessories
188,2020-09-06,7809.0,Accessories
189,2020-09-07,6304.0,Accessories
190,2020-09-08,6304.0,Accessories
191,2020-09-09,6304.0,Accessories
192,2020-09-10,6902.0,Accessories
193,2020-09-11,6902.0,Accessories
194,2020-09-12,6902.0,Accessories
195,2020-09-13,5310.0,Accessories
196,2020-09-14,5310.0,Accessories
197,2020-09-15,5310.0,Accessories
198,2020-09-16,6283.0,Accessories
199,2020-09-17,6283.0,Accessories
200,2020-09-18,6283.0,Accessories
201,2020-09-19,6283.0,Accessories
202,2020-09-20,6283.0,Accessories
203,2020-09-21,8137.0,Accessories
204,2020-09-22,7413.0,Accessories
205,2020-09-23,7413.0,Accessories
206,2020-09-24,7742.0,Accessories
207,2020-09-25,7742.0,Accessories
208,2020-09-26,7742.0,Accessories
209,2020-09-27,8245.0,Accessories
210,2020-09-28,8245.0,Accessories
211,2020-09-29,5776.0,Accessories
212,2020-09-30,6005.0,Accessories
213,2020-10-01,4539.0,Accessories
214,2020-10-02,6317.0,Accessories
215,2020-10-03,6317.0,Accessories
216,2020-10-04,6317.0,Accessories
217,2020-10-05,10190.0,Accessories
218,2020-10-06,10190.0,Accessories
219,2020-10-07,10190.0,Accessories
220,2020-10-08,5885.0,Accessories
221,2020-10-09,6431.0,Accessories
222,2020-10-10,6431.0,Accessories
223,2020-10-11,6431.0,Accessories
224,2020-10-12,6431.0,Accessories
225,2020-10-13,12187.0,Accessories
226,2020-10-14,12187.0,Accessories
227,2020-10-15,12187.0,Accessories
228,2020-10-16,12187.0,Accessories
229,2020-10-17,12187.0,Accessories
230,2020-10-18,12187.0,Accessories
231,2020-10-19,7447.0,Accessories
232,2020-10-20,7447.0,Accessories
233,2020-10-21,7447.0,Accessories
234,2020-10-22,9591.0,Accessories
235,2020-10-23,9591.0,Accessories
236,2020-10-24,9591.0,Accessories
237,2020-10-25,9591.0,Accessories
238,2020-10-26,13516.0,Accessories
239,2020-10-27,13516.0,Accessories
240,2020-10-28,13516.0,Accessories
241,2020-10-29,9257.0,Accessories
242,2020-10-30,9257.0,Accessories
243,2020-10-31,8322.0,Accessories
244,2020-11-01,8322.0,Accessories
245,2020-11-02,8322.0,Accessories
246,2020-11-03,8322.0,Accessories
247,2020-11-04,6361.0,Accessories
248,2020-11-05,6361.0,Accessories
249,2020-11-06,8057.0,Accessories
250,2020-11-07,8057.0,Accessories
251,2020-11-08,8057.0,Accessories
252,2020-11-09,8057.0,Accessories
253,2020-11-10,7048.0,Accessories
254,2020-11-11,6036.0,Accessories
255,2020-11-12,6036.0,Accessories
256,2020-11-13,6036.0,Accessories
257,2020-11-14,6036.0,Accessories
258,2020-11-15,6036.0,Accessories
259,2020-11-16,6948.0,Accessories
260,2020-11-17,6948.0,Accessories
261,2020-11-18,6431.0,Accessories
262,2020-11-19,6431.0,Accessories
263,2020-11-20,6431.0,Accessories
264,2020-11-21,6431.0,Accessories
265,2020-11-22,6431.0,Accessories
266,2020-11-23,11127.0,Accessories
267,2020-11-24,11127.0,Accessories
268,2020-11-25,11127.0,Accessories
269,2020-11-26,17018.0,Accessories
270,2020-11-27,26407.0,Accessories
271,2020-11-28,26407.0,Accessories
272,2020-11-29,26407.0,Accessories
273,2020-11-30,26407.0,Accessories
274,2020-12-01,15800.0,Accessories
275,2020-12-02,15800.0,Accessories
276,2020-12-03,15800.0,Accessories
277,2020-12-04,18911.0,Accessories
278,2020-12-05,18911.0,Accessories
279,2020-12-06,18911.0,Accessories
280,2020-12-07,18911.0,Accessories
281,2020-12-08,18892.0,Accessories
282,2020-12-09,18892.0,Accessories
283,2020-12-10,22735.0,Accessories
284,2020-12-11,22735.0,Accessories
285,2020-12-12,22735.0,Accessories
