,date,value,name_B08DTMSDXX
0,2020-08-05,9152.0,Chimes
1,2020-08-06,10582.0,Chimes
2,2020-08-07,10582.0,Chimes
3,2020-08-08,10582.0,Chimes
4,2020-08-09,10582.0,Chimes
5,2020-08-10,10582.0,Chimes
6,2020-08-11,10582.0,Chimes
7,2020-08-12,10582.0,Chimes
8,2020-08-13,18815.0,Chimes
9,2020-08-14,18815.0,Chimes
10,2020-08-15,18815.0,Chimes
11,2020-08-16,18815.0,Chimes
12,2020-08-17,18815.0,Chimes
13,2020-08-18,17775.0,Chimes
14,2020-08-19,16113.0,Chimes
15,2020-08-20,16113.0,Chimes
16,2020-08-21,15134.0,Chimes
17,2020-08-22,15134.0,Chimes
18,2020-08-23,15134.0,Chimes
19,2020-08-24,15134.0,Chimes
20,2020-08-25,15134.0,Chimes
21,2020-08-26,15134.0,Chimes
22,2020-08-27,15134.0,Chimes
23,2020-08-28,15134.0,Chimes
24,2020-08-29,15134.0,Chimes
25,2020-08-30,15134.0,Chimes
26,2020-08-31,16056.0,Chimes
27,2020-09-01,16056.0,Chimes
28,2020-09-02,16056.0,Chimes
29,2020-09-03,16056.0,Chimes
30,2020-09-04,11550.0,Chimes
31,2020-09-05,11550.0,Chimes
32,2020-09-06,11550.0,Chimes
33,2020-09-07,23873.0,Chimes
34,2020-09-08,23873.0,Chimes
35,2020-09-09,23873.0,Chimes
36,2020-09-10,21528.0,Chimes
37,2020-09-11,21528.0,Chimes
38,2020-09-12,21528.0,Chimes
39,2020-09-13,19506.0,Chimes
40,2020-09-14,19506.0,Chimes
41,2020-09-15,19506.0,Chimes
42,2020-09-16,18355.0,Chimes
43,2020-09-17,18355.0,Chimes
44,2020-09-18,18355.0,Chimes
45,2020-09-19,18355.0,Chimes
46,2020-09-20,18355.0,Chimes
47,2020-09-21,28686.0,Chimes
48,2020-09-22,28686.0,Chimes
49,2020-09-23,28686.0,Chimes
50,2020-09-24,33357.0,Chimes
51,2020-09-25,33357.0,Chimes
52,2020-09-26,33357.0,Chimes
53,2020-09-27,33357.0,Chimes
54,2020-09-28,33357.0,Chimes
55,2020-09-29,33357.0,Chimes
56,2020-09-30,33357.0,Chimes
57,2020-10-01,33357.0,Chimes
58,2020-10-02,42402.0,Chimes
59,2020-10-03,42402.0,Chimes
60,2020-10-04,42402.0,Chimes
61,2020-10-05,42402.0,Chimes
62,2020-10-06,42402.0,Chimes
63,2020-10-07,42402.0,Chimes
64,2020-10-08,42402.0,Chimes
65,2020-10-09,42402.0,Chimes
66,2020-10-10,38433.0,Chimes
67,2020-10-11,38433.0,Chimes
68,2020-10-12,38433.0,Chimes
69,2020-10-13,38433.0,Chimes
70,2020-10-14,38433.0,Chimes
71,2020-10-15,38433.0,Chimes
72,2020-10-16,38433.0,Chimes
73,2020-10-17,38433.0,Chimes
74,2020-10-18,38433.0,Chimes
75,2020-10-19,19663.0,Chimes
76,2020-10-20,19663.0,Chimes
77,2020-10-21,19663.0,Chimes
78,2020-10-22,19663.0,Chimes
79,2020-10-23,19663.0,Chimes
80,2020-10-24,19663.0,Chimes
81,2020-10-25,19663.0,Chimes
82,2020-10-26,26124.0,Chimes
83,2020-10-27,26124.0,Chimes
84,2020-10-28,26124.0,Chimes
85,2020-10-29,26124.0,Chimes
86,2020-10-30,26124.0,Chimes
87,2020-10-31,26124.0,Chimes
88,2020-11-01,26124.0,Chimes
89,2020-11-02,25164.0,Chimes
90,2020-11-03,25164.0,Chimes
91,2020-11-04,25164.0,Chimes
92,2020-11-05,25164.0,Chimes
93,2020-11-06,32637.0,Chimes
94,2020-11-07,32637.0,Chimes
95,2020-11-08,32637.0,Chimes
96,2020-11-09,32637.0,Chimes
97,2020-11-10,15847.0,Chimes
98,2020-11-11,15847.0,Chimes
99,2020-11-12,15847.0,Chimes
100,2020-11-13,15847.0,Chimes
101,2020-11-14,15847.0,Chimes
102,2020-11-15,15847.0,Chimes
103,2020-11-16,15847.0,Chimes
104,2020-11-17,15847.0,Chimes
105,2020-11-18,24525.0,Chimes
106,2020-11-19,24525.0,Chimes
107,2020-11-20,24525.0,Chimes
108,2020-11-21,24525.0,Chimes
109,2020-11-22,24525.0,Chimes
110,2020-11-23,19977.0,Chimes
111,2020-11-24,19977.0,Chimes
112,2020-11-25,19977.0,Chimes
113,2020-11-26,19977.0,Chimes
114,2020-11-27,19977.0,Chimes
115,2020-11-28,19977.0,Chimes
116,2020-11-29,19977.0,Chimes
117,2020-11-30,7209.0,Chimes
118,2020-12-01,7209.0,Chimes
119,2020-12-02,7209.0,Chimes
120,2020-12-03,8286.0,Chimes
121,2020-12-04,8286.0,Chimes
122,2020-12-05,8286.0,Chimes
123,2020-12-06,8286.0,Chimes
124,2020-12-07,8064.0,Chimes
125,2020-12-08,8064.0,Chimes
126,2020-12-09,8064.0,Chimes
127,2020-12-10,6614.0,Chimes
128,2020-12-11,6614.0,Chimes
129,2020-12-12,6614.0,Chimes
130,2020-12-13,6614.0,Chimes
131,2020-12-14,6614.0,Chimes
132,2020-12-15,31166.0,Chimes
133,2020-12-16,31166.0,Chimes
134,2020-12-17,31166.0,Chimes
135,2020-12-18,19347.0,Chimes
136,2020-12-19,19347.0,Chimes
137,2020-12-20,19347.0,Chimes
138,2020-12-21,19347.0,Chimes
139,2020-12-22,16779.0,Chimes
140,2020-12-23,16779.0,Chimes
141,2020-12-24,16779.0,Chimes
142,2020-12-25,17365.0,Chimes
143,2020-12-26,15786.0,Chimes
144,2020-12-27,15786.0,Chimes
145,2020-12-28,15786.0,Chimes
146,2020-12-29,15786.0,Chimes
147,2020-12-30,15786.0,Chimes
148,2020-12-31,18394.0,Chimes
149,2021-01-01,18394.0,Chimes
150,2021-01-02,18394.0,Chimes
151,2021-01-03,18394.0,Chimes
152,2021-01-04,18394.0,Chimes
153,2021-01-05,21666.0,Chimes
154,2021-01-06,21666.0,Chimes
155,2021-01-07,21666.0,Chimes
156,2021-01-08,35067.0,Chimes
157,2021-01-09,35067.0,Chimes
158,2021-01-10,35067.0,Chimes
159,2021-01-11,19578.0,Chimes
160,2021-01-12,19578.0,Chimes
161,2021-01-13,19578.0,Chimes
162,2021-01-14,19578.0,Chimes
163,2021-01-15,18996.0,Chimes
164,2021-01-16,18996.0,Chimes
165,2021-01-17,18996.0,Chimes
166,2021-01-18,18996.0,Chimes
167,2021-01-19,18996.0,Chimes
168,2021-01-20,39624.0,Chimes
169,2021-01-21,39624.0,Chimes
170,2021-01-22,39624.0,Chimes
171,2021-01-23,39624.0,Chimes
172,2021-01-24,25022.0,Chimes
173,2021-01-25,25022.0,Chimes
174,2021-01-26,22953.0,Chimes
175,2021-01-27,22953.0,Chimes
176,2021-01-28,22953.0,Chimes
177,2021-01-29,22953.0,Chimes
178,2021-01-30,22953.0,Chimes
179,2021-01-31,22953.0,Chimes
180,2021-02-01,10124.0,Chimes
181,2021-02-02,17288.0,Chimes
182,2021-02-03,17288.0,Chimes
183,2021-02-04,17288.0,Chimes
184,2021-02-05,13312.0,Chimes
185,2021-02-06,13312.0,Chimes
186,2021-02-07,13312.0,Chimes
187,2021-02-08,13312.0,Chimes
188,2021-02-09,13312.0,Chimes
189,2021-02-10,19979.0,Chimes
190,2021-02-11,19979.0,Chimes
191,2021-02-12,19979.0,Chimes
192,2021-02-13,19979.0,Chimes
193,2021-02-14,19979.0,Chimes
194,2021-02-15,19979.0,Chimes
195,2021-02-16,19979.0,Chimes
196,2021-02-17,19979.0,Chimes
197,2021-02-18,19979.0,Chimes
198,2021-02-19,19979.0,Chimes
199,2021-02-20,11481.0,Chimes
200,2021-02-21,11481.0,Chimes
201,2021-02-22,11481.0,Chimes
202,2021-02-23,11481.0,Chimes
203,2021-02-24,11481.0,Chimes
204,2021-02-25,13568.0,Chimes
205,2021-02-26,13568.0,Chimes
206,2021-02-27,13568.0,Chimes
207,2021-02-28,13568.0,Chimes
208,2021-03-01,18331.0,Chimes
209,2021-03-02,18331.0,Chimes
210,2021-03-03,18331.0,Chimes
211,2021-03-04,18331.0,Chimes
212,2021-03-05,20849.0,Chimes
213,2021-03-06,20849.0,Chimes
214,2021-03-07,20611.0,Chimes
215,2021-03-08,20611.0,Chimes
216,2021-03-09,20611.0,Chimes
217,2021-03-10,21795.0,Chimes
218,2021-03-11,21795.0,Chimes
219,2021-03-12,21795.0,Chimes
220,2021-03-13,14859.0,Chimes
221,2021-03-14,14859.0,Chimes
222,2021-03-15,21903.0,Chimes
223,2021-03-16,19806.0,Chimes
224,2021-03-17,19806.0,Chimes
225,2021-03-18,9771.0,Chimes
226,2021-03-19,11569.0,Chimes
227,2021-03-20,13032.0,Chimes
228,2021-03-21,13032.0,Chimes
229,2021-03-22,13032.0,Chimes
230,2021-03-23,8097.0,Chimes
231,2021-03-24,10519.0,Chimes
232,2021-03-25,11856.0,Chimes
233,2021-03-26,11856.0,Chimes
234,2021-03-27,11856.0,Chimes
235,2021-03-28,11856.0,Chimes
236,2021-03-29,8406.0,Chimes
237,2021-03-30,8406.0,Chimes
238,2021-03-31,8406.0,Chimes
239,2021-04-01,8406.0,Chimes
240,2021-04-02,8406.0,Chimes
241,2021-04-03,8406.0,Chimes
242,2021-04-04,8406.0,Chimes
243,2021-04-05,7104.0,Chimes
244,2021-04-06,7104.0,Chimes
245,2021-04-07,6079.0,Chimes
246,2021-04-08,6079.0,Chimes
247,2021-04-09,6079.0,Chimes
248,2021-04-10,5641.0,Chimes
249,2021-04-11,5641.0,Chimes
250,2021-04-12,5641.0,Chimes
251,2021-04-13,4836.0,Chimes
252,2021-04-14,4878.0,Chimes
253,2021-04-15,4878.0,Chimes
254,2021-04-16,4860.0,Chimes
255,2021-04-17,4860.0,Chimes
256,2021-04-18,4860.0,Chimes
257,2021-04-19,4082.0,Chimes
258,2021-04-20,4082.0,Chimes
259,2021-04-21,3509.0,Chimes
