,date,value,name_B07ND5497G
107,2019-05-24,2987.0,Barbecue Forks
108,2019-05-25,3396.0,Barbecue Forks
109,2019-05-26,2273.0,Barbecue Forks
110,2019-05-27,3186.0,Barbecue Forks
111,2019-05-28,2447.0,Barbecue Forks
112,2019-05-29,2882.0,Barbecue Forks
113,2019-05-30,2083.0,Barbecue Forks
114,2019-05-31,3289.0,Barbecue Forks
115,2019-06-01,3466.0,Barbecue Forks
116,2019-06-02,3547.0,Barbecue Forks
117,2019-06-03,3277.0,Barbecue Forks
118,2019-06-04,3765.0,Barbecue Forks
119,2019-06-05,2779.0,Barbecue Forks
120,2019-06-06,3428.0,Barbecue Forks
121,2019-06-07,3462.0,Barbecue Forks
122,2019-06-08,3747.0,Barbecue Forks
123,2019-06-09,3643.0,Barbecue Forks
124,2019-06-10,3153.0,Barbecue Forks
125,2019-06-11,2375.0,Barbecue Forks
126,2019-06-12,2599.0,Barbecue Forks
127,2019-06-13,2765.0,Barbecue Forks
128,2019-06-14,2101.0,Barbecue Forks
129,2019-06-15,2974.0,Barbecue Forks
130,2019-06-16,1689.0,Barbecue Forks
131,2019-06-17,3400.0,Barbecue Forks
132,2019-06-18,3625.0,Barbecue Forks
133,2019-06-19,2176.0,Barbecue Forks
134,2019-06-20,3112.0,Barbecue Forks
135,2019-06-21,3130.0,Barbecue Forks
136,2019-06-22,2742.0,Barbecue Forks
137,2019-06-23,3484.0,Barbecue Forks
138,2019-06-24,3169.0,Barbecue Forks
139,2019-06-25,2501.0,Barbecue Forks
140,2019-06-26,2044.0,Barbecue Forks
141,2019-06-27,2460.0,Barbecue Forks
142,2019-06-28,2999.0,Barbecue Forks
143,2019-06-29,3529.0,Barbecue Forks
144,2019-06-30,2098.0,Barbecue Forks
145,2019-07-01,2009.0,Barbecue Forks
146,2019-07-02,2371.0,Barbecue Forks
147,2019-07-03,1737.0,Barbecue Forks
148,2019-07-04,3223.0,Barbecue Forks
149,2019-07-05,3076.0,Barbecue Forks
150,2019-07-06,3328.0,Barbecue Forks
151,2019-07-07,4085.0,Barbecue Forks
152,2019-07-08,3030.0,Barbecue Forks
153,2019-07-09,3192.0,Barbecue Forks
154,2019-07-10,3643.0,Barbecue Forks
155,2019-07-11,2131.0,Barbecue Forks
156,2019-07-12,2531.0,Barbecue Forks
157,2019-07-13,2856.0,Barbecue Forks
158,2019-07-14,3426.0,Barbecue Forks
159,2019-07-15,4106.0,Barbecue Forks
160,2019-07-16,4913.0,Barbecue Forks
161,2019-07-17,3898.0,Barbecue Forks
162,2019-07-18,4148.0,Barbecue Forks
163,2019-07-19,3513.0,Barbecue Forks
164,2019-07-20,4099.0,Barbecue Forks
165,2019-07-21,4482.0,Barbecue Forks
166,2019-07-22,4590.0,Barbecue Forks
167,2019-07-23,4793.0,Barbecue Forks
168,2019-07-24,3133.0,Barbecue Forks
169,2019-07-25,2380.0,Barbecue Forks
170,2019-07-26,3019.0,Barbecue Forks
171,2019-07-27,3842.0,Barbecue Forks
172,2019-07-28,2895.0,Barbecue Forks
173,2019-07-29,4500.0,Barbecue Forks
174,2019-07-30,3549.0,Barbecue Forks
175,2019-07-31,2755.0,Barbecue Forks
176,2019-08-01,3035.0,Barbecue Forks
177,2019-08-02,1953.0,Barbecue Forks
178,2019-08-03,3106.0,Barbecue Forks
179,2019-08-04,3557.0,Barbecue Forks
180,2019-08-05,3446.0,Barbecue Forks
181,2019-08-06,3258.0,Barbecue Forks
182,2019-08-07,3103.0,Barbecue Forks
183,2019-08-08,3011.0,Barbecue Forks
184,2019-08-09,3650.0,Barbecue Forks
185,2019-08-10,3381.0,Barbecue Forks
186,2019-08-11,3151.0,Barbecue Forks
187,2019-08-12,3183.0,Barbecue Forks
188,2019-08-13,3324.0,Barbecue Forks
189,2019-08-14,2509.0,Barbecue Forks
190,2019-08-15,3297.0,Barbecue Forks
191,2019-08-16,3462.0,Barbecue Forks
192,2019-08-17,4732.0,Barbecue Forks
193,2019-08-18,6098.0,Barbecue Forks
194,2019-08-19,3751.0,Barbecue Forks
195,2019-08-20,3176.0,Barbecue Forks
196,2019-08-21,3369.0,Barbecue Forks
197,2019-08-22,2992.0,Barbecue Forks
198,2019-08-23,3157.0,Barbecue Forks
199,2019-08-24,3459.0,Barbecue Forks
200,2019-08-25,4182.0,Barbecue Forks
201,2019-08-26,3151.0,Barbecue Forks
202,2019-08-27,2642.0,Barbecue Forks
203,2019-08-28,2083.0,Barbecue Forks
204,2019-08-29,2537.0,Barbecue Forks
205,2019-08-30,3639.0,Barbecue Forks
206,2019-08-31,3201.0,Barbecue Forks
207,2019-09-01,3961.0,Barbecue Forks
208,2019-09-02,1956.0,Barbecue Forks
209,2019-09-03,2933.0,Barbecue Forks
210,2019-09-04,2853.0,Barbecue Forks
211,2019-09-05,1653.0,Barbecue Forks
212,2019-09-06,2490.0,Barbecue Forks
213,2019-09-07,2507.0,Barbecue Forks
214,2019-09-08,3270.0,Barbecue Forks
215,2019-09-09,2009.0,Barbecue Forks
216,2019-09-10,2009.0,Barbecue Forks
217,2019-09-11,2009.0,Barbecue Forks
218,2019-09-12,2848.0,Barbecue Forks
219,2019-09-13,3052.0,Barbecue Forks
220,2019-09-14,2999.0,Barbecue Forks
221,2019-09-15,2432.0,Barbecue Forks
222,2019-09-16,3780.0,Barbecue Forks
223,2019-09-17,6066.0,Barbecue Forks
224,2019-09-18,5641.0,Barbecue Forks
225,2019-09-19,5481.0,Barbecue Forks
226,2019-09-20,4677.0,Barbecue Forks
227,2019-09-21,5878.0,Barbecue Forks
228,2019-09-22,5413.0,Barbecue Forks
229,2019-09-23,4817.0,Barbecue Forks
230,2019-09-24,2763.0,Barbecue Forks
231,2019-09-25,1919.0,Barbecue Forks
232,2019-09-26,2565.0,Barbecue Forks
233,2019-09-27,2424.0,Barbecue Forks
234,2019-09-28,2866.0,Barbecue Forks
235,2019-09-29,3231.0,Barbecue Forks
236,2019-09-30,2026.0,Barbecue Forks
237,2019-10-01,1834.0,Barbecue Forks
238,2019-10-02,1700.0,Barbecue Forks
239,2019-10-03,1640.0,Barbecue Forks
240,2019-10-04,2119.0,Barbecue Forks
241,2019-10-05,2119.0,Barbecue Forks
242,2019-10-06,2119.0,Barbecue Forks
243,2019-10-07,1251.0,Barbecue Forks
244,2019-10-08,1204.0,Barbecue Forks
245,2019-10-09,1204.0,Barbecue Forks
246,2019-10-10,1153.0,Barbecue Forks
247,2019-10-11,1153.0,Barbecue Forks
248,2019-10-12,1972.0,Barbecue Forks
249,2019-10-13,1467.0,Barbecue Forks
250,2019-10-14,1832.0,Barbecue Forks
251,2019-10-15,2732.0,Barbecue Forks
252,2019-10-16,2358.0,Barbecue Forks
253,2019-10-17,3103.0,Barbecue Forks
254,2019-10-18,2041.0,Barbecue Forks
255,2019-10-19,1948.0,Barbecue Forks
256,2019-10-20,1512.0,Barbecue Forks
257,2019-10-21,1330.0,Barbecue Forks
258,2019-10-22,1689.0,Barbecue Forks
259,2019-10-23,1461.0,Barbecue Forks
260,2019-10-24,1442.0,Barbecue Forks
261,2019-10-25,1516.0,Barbecue Forks
262,2019-10-26,2236.0,Barbecue Forks
263,2019-10-27,2994.0,Barbecue Forks
264,2019-10-28,1912.0,Barbecue Forks
265,2019-10-29,1244.0,Barbecue Forks
266,2019-10-30,1112.0,Barbecue Forks
267,2019-10-31,1228.0,Barbecue Forks
268,2019-11-01,1611.0,Barbecue Forks
269,2019-11-02,1412.0,Barbecue Forks
270,2019-11-03,1757.0,Barbecue Forks
271,2019-11-04,1600.0,Barbecue Forks
272,2019-11-05,1538.0,Barbecue Forks
273,2019-11-06,1472.0,Barbecue Forks
274,2019-11-07,1472.0,Barbecue Forks
275,2019-11-08,1374.0,Barbecue Forks
276,2019-11-09,1374.0,Barbecue Forks
277,2019-11-10,1374.0,Barbecue Forks
278,2019-11-11,1265.0,Barbecue Forks
279,2019-11-12,1265.0,Barbecue Forks
280,2019-11-13,1442.0,Barbecue Forks
281,2019-11-14,1442.0,Barbecue Forks
282,2019-11-15,1442.0,Barbecue Forks
283,2019-11-16,2121.0,Barbecue Forks
284,2019-11-17,2031.0,Barbecue Forks
285,2019-11-18,2031.0,Barbecue Forks
286,2019-11-19,2031.0,Barbecue Forks
287,2019-11-20,2031.0,Barbecue Forks
288,2019-11-21,1601.0,Barbecue Forks
289,2019-11-22,1601.0,Barbecue Forks
290,2019-11-23,1923.0,Barbecue Forks
291,2019-11-24,2451.0,Barbecue Forks
292,2019-11-25,2451.0,Barbecue Forks
293,2019-11-26,2451.0,Barbecue Forks
294,2019-11-27,2128.0,Barbecue Forks
295,2019-11-28,2584.0,Barbecue Forks
296,2019-11-29,3066.0,Barbecue Forks
297,2019-11-30,3066.0,Barbecue Forks
298,2019-12-01,3066.0,Barbecue Forks
299,2019-12-02,3066.0,Barbecue Forks
300,2019-12-03,3066.0,Barbecue Forks
301,2019-12-04,2354.0,Barbecue Forks
302,2019-12-05,2354.0,Barbecue Forks
303,2019-12-06,2354.0,Barbecue Forks
304,2019-12-07,2557.0,Barbecue Forks
305,2019-12-08,2557.0,Barbecue Forks
306,2019-12-09,2557.0,Barbecue Forks
307,2019-12-10,2703.0,Barbecue Forks
308,2019-12-11,2038.0,Barbecue Forks
309,2019-12-12,2038.0,Barbecue Forks
310,2019-12-13,2038.0,Barbecue Forks
311,2019-12-14,2038.0,Barbecue Forks
312,2019-12-15,2334.0,Barbecue Forks
313,2019-12-16,2334.0,Barbecue Forks
314,2019-12-17,2281.0,Barbecue Forks
315,2019-12-18,2171.0,Barbecue Forks
316,2019-12-19,2171.0,Barbecue Forks
317,2019-12-20,2171.0,Barbecue Forks
318,2019-12-21,2171.0,Barbecue Forks
319,2019-12-22,2171.0,Barbecue Forks
320,2019-12-23,2214.0,Barbecue Forks
321,2019-12-24,2214.0,Barbecue Forks
322,2019-12-25,2523.0,Barbecue Forks
323,2019-12-26,2523.0,Barbecue Forks
324,2019-12-27,2523.0,Barbecue Forks
325,2019-12-28,3670.0,Barbecue Forks
326,2019-12-29,3670.0,Barbecue Forks
327,2019-12-30,3234.0,Barbecue Forks
328,2019-12-31,3192.0,Barbecue Forks
329,2020-01-01,3192.0,Barbecue Forks
330,2020-01-02,3192.0,Barbecue Forks
331,2020-01-03,2902.0,Barbecue Forks
332,2020-01-04,4213.0,Barbecue Forks
333,2020-01-05,4213.0,Barbecue Forks
334,2020-01-06,4213.0,Barbecue Forks
335,2020-01-07,3261.0,Barbecue Forks
336,2020-01-08,3261.0,Barbecue Forks
337,2020-01-09,3812.0,Barbecue Forks
338,2020-01-10,5395.0,Barbecue Forks
339,2020-01-11,5395.0,Barbecue Forks
340,2020-01-12,5395.0,Barbecue Forks
341,2020-01-13,1897.0,Barbecue Forks
342,2020-01-14,1897.0,Barbecue Forks
343,2020-01-15,1897.0,Barbecue Forks
344,2020-01-16,1897.0,Barbecue Forks
345,2020-01-17,4174.0,Barbecue Forks
346,2020-01-18,4174.0,Barbecue Forks
347,2020-01-19,4174.0,Barbecue Forks
348,2020-01-20,2995.0,Barbecue Forks
349,2020-01-21,2995.0,Barbecue Forks
350,2020-01-22,2995.0,Barbecue Forks
351,2020-01-23,2995.0,Barbecue Forks
352,2020-01-24,2995.0,Barbecue Forks
353,2020-01-25,2995.0,Barbecue Forks
354,2020-01-26,3423.0,Barbecue Forks
355,2020-01-27,3423.0,Barbecue Forks
356,2020-01-28,3423.0,Barbecue Forks
357,2020-01-29,3423.0,Barbecue Forks
358,2020-01-30,3423.0,Barbecue Forks
359,2020-01-31,3423.0,Barbecue Forks
360,2020-02-01,3423.0,Barbecue Forks
361,2020-02-02,5274.0,Barbecue Forks
362,2020-02-03,5242.0,Barbecue Forks
363,2020-02-04,5242.0,Barbecue Forks
364,2020-02-05,7332.0,Barbecue Forks
365,2020-02-06,7332.0,Barbecue Forks
366,2020-02-07,7332.0,Barbecue Forks
367,2020-02-08,7332.0,Barbecue Forks
368,2020-02-09,7332.0,Barbecue Forks
369,2020-02-10,7332.0,Barbecue Forks
370,2020-02-11,4491.0,Barbecue Forks
371,2020-02-12,4491.0,Barbecue Forks
372,2020-02-13,4491.0,Barbecue Forks
373,2020-02-14,4491.0,Barbecue Forks
374,2020-02-15,4849.0,Barbecue Forks
375,2020-02-16,4849.0,Barbecue Forks
376,2020-02-17,4849.0,Barbecue Forks
377,2020-02-18,3464.0,Barbecue Forks
378,2020-02-19,3464.0,Barbecue Forks
379,2020-02-20,5340.0,Barbecue Forks
380,2020-02-21,5340.0,Barbecue Forks
381,2020-02-22,5310.0,Barbecue Forks
382,2020-02-23,5310.0,Barbecue Forks
383,2020-02-24,5310.0,Barbecue Forks
384,2020-02-25,5310.0,Barbecue Forks
385,2020-02-26,3581.0,Barbecue Forks
386,2020-02-27,2748.0,Barbecue Forks
387,2020-02-28,2748.0,Barbecue Forks
388,2020-02-29,2748.0,Barbecue Forks
389,2020-03-01,4614.0,Barbecue Forks
390,2020-03-02,4614.0,Barbecue Forks
391,2020-03-03,4614.0,Barbecue Forks
392,2020-03-04,4182.0,Barbecue Forks
393,2020-03-05,4182.0,Barbecue Forks
394,2020-03-06,3339.0,Barbecue Forks
395,2020-03-07,4610.0,Barbecue Forks
396,2020-03-08,4610.0,Barbecue Forks
397,2020-03-09,4610.0,Barbecue Forks
398,2020-03-10,3850.0,Barbecue Forks
399,2020-03-11,2637.0,Barbecue Forks
400,2020-03-12,4008.0,Barbecue Forks
401,2020-03-13,4008.0,Barbecue Forks
402,2020-03-14,4008.0,Barbecue Forks
403,2020-03-15,5652.0,Barbecue Forks
404,2020-03-16,5652.0,Barbecue Forks
405,2020-03-17,5619.0,Barbecue Forks
406,2020-03-18,5619.0,Barbecue Forks
407,2020-03-19,5619.0,Barbecue Forks
408,2020-03-20,7963.0,Barbecue Forks
409,2020-03-21,7963.0,Barbecue Forks
410,2020-03-22,7963.0,Barbecue Forks
411,2020-03-23,7963.0,Barbecue Forks
412,2020-03-24,8273.0,Barbecue Forks
413,2020-03-25,8273.0,Barbecue Forks
414,2020-03-26,8273.0,Barbecue Forks
415,2020-03-27,4577.0,Barbecue Forks
416,2020-03-28,5359.0,Barbecue Forks
417,2020-03-29,3335.0,Barbecue Forks
418,2020-03-30,3335.0,Barbecue Forks
419,2020-03-31,3335.0,Barbecue Forks
420,2020-04-01,3447.0,Barbecue Forks
421,2020-04-02,3447.0,Barbecue Forks
422,2020-04-03,3447.0,Barbecue Forks
423,2020-04-04,3447.0,Barbecue Forks
424,2020-04-05,3447.0,Barbecue Forks
425,2020-04-06,2152.0,Barbecue Forks
426,2020-04-07,1851.0,Barbecue Forks
427,2020-04-08,1851.0,Barbecue Forks
428,2020-04-09,1851.0,Barbecue Forks
429,2020-04-10,1851.0,Barbecue Forks
430,2020-04-11,1851.0,Barbecue Forks
431,2020-04-12,2629.0,Barbecue Forks
432,2020-04-13,2890.0,Barbecue Forks
433,2020-04-14,2890.0,Barbecue Forks
434,2020-04-15,2890.0,Barbecue Forks
435,2020-04-16,2890.0,Barbecue Forks
436,2020-04-17,5641.0,Barbecue Forks
437,2020-04-18,4945.0,Barbecue Forks
438,2020-04-19,4945.0,Barbecue Forks
439,2020-04-20,4945.0,Barbecue Forks
440,2020-04-21,4945.0,Barbecue Forks
441,2020-04-22,4537.0,Barbecue Forks
442,2020-04-23,4205.0,Barbecue Forks
443,2020-04-24,4205.0,Barbecue Forks
444,2020-04-25,3364.0,Barbecue Forks
445,2020-04-26,3232.0,Barbecue Forks
446,2020-04-27,3232.0,Barbecue Forks
447,2020-04-28,3238.0,Barbecue Forks
448,2020-04-29,3238.0,Barbecue Forks
449,2020-04-30,3893.0,Barbecue Forks
450,2020-05-01,3893.0,Barbecue Forks
451,2020-05-02,3893.0,Barbecue Forks
452,2020-05-03,3553.0,Barbecue Forks
453,2020-05-04,3553.0,Barbecue Forks
454,2020-05-05,13285.0,Barbecue Forks
455,2020-05-06,17784.0,Barbecue Forks
456,2020-05-07,17784.0,Barbecue Forks
457,2020-05-08,26815.0,Barbecue Forks
458,2020-05-09,26815.0,Barbecue Forks
459,2020-05-10,26815.0,Barbecue Forks
460,2020-05-11,26815.0,Barbecue Forks
461,2020-05-12,35748.0,Barbecue Forks
462,2020-05-13,35748.0,Barbecue Forks
463,2020-05-14,35748.0,Barbecue Forks
464,2020-05-15,35748.0,Barbecue Forks
465,2020-05-16,35748.0,Barbecue Forks
466,2020-05-17,35748.0,Barbecue Forks
467,2020-05-18,4447.0,Barbecue Forks
468,2020-05-19,3966.0,Barbecue Forks
469,2020-05-20,3966.0,Barbecue Forks
470,2020-05-21,3966.0,Barbecue Forks
471,2020-05-22,3966.0,Barbecue Forks
472,2020-05-23,3966.0,Barbecue Forks
473,2020-05-24,3966.0,Barbecue Forks
474,2020-05-25,3966.0,Barbecue Forks
475,2020-05-26,-1.0,Barbecue Forks
476,2020-05-27,-1.0,Barbecue Forks
477,2020-05-28,-1.0,Barbecue Forks
478,2020-05-29,-1.0,Barbecue Forks
479,2020-05-30,-1.0,Barbecue Forks
480,2020-05-31,-1.0,Barbecue Forks
481,2020-06-01,-1.0,Barbecue Forks
482,2020-06-02,-1.0,Barbecue Forks
483,2020-06-03,-1.0,Barbecue Forks
484,2020-06-04,-1.0,Barbecue Forks
485,2020-06-05,-1.0,Barbecue Forks
486,2020-06-06,-1.0,Barbecue Forks
487,2020-06-07,-1.0,Barbecue Forks
488,2020-06-08,-1.0,Barbecue Forks
489,2020-06-09,-1.0,Barbecue Forks
490,2020-06-10,-1.0,Barbecue Forks
491,2020-06-11,-1.0,Barbecue Forks
492,2020-06-12,-1.0,Barbecue Forks
493,2020-06-13,-1.0,Barbecue Forks
494,2020-06-14,-1.0,Barbecue Forks
495,2020-06-15,-1.0,Barbecue Forks
496,2020-06-16,-1.0,Barbecue Forks
497,2020-06-17,-1.0,Barbecue Forks
498,2020-06-18,-1.0,Barbecue Forks
499,2020-06-19,-1.0,Barbecue Forks
500,2020-06-20,-1.0,Barbecue Forks
501,2020-06-21,-1.0,Barbecue Forks
502,2020-06-22,-1.0,Barbecue Forks
503,2020-06-23,-1.0,Barbecue Forks
504,2020-06-24,-1.0,Barbecue Forks
505,2020-06-25,-1.0,Barbecue Forks
506,2020-06-26,-1.0,Barbecue Forks
507,2020-06-27,-1.0,Barbecue Forks
508,2020-06-28,-1.0,Barbecue Forks
509,2020-06-29,-1.0,Barbecue Forks
510,2020-06-30,-1.0,Barbecue Forks
511,2020-07-01,-1.0,Barbecue Forks
512,2020-07-02,-1.0,Barbecue Forks
513,2020-07-03,-1.0,Barbecue Forks
514,2020-07-04,-1.0,Barbecue Forks
515,2020-07-05,-1.0,Barbecue Forks
516,2020-07-06,-1.0,Barbecue Forks
517,2020-07-07,-1.0,Barbecue Forks
518,2020-07-08,-1.0,Barbecue Forks
519,2020-07-09,-1.0,Barbecue Forks
520,2020-07-10,-1.0,Barbecue Forks
521,2020-07-11,-1.0,Barbecue Forks
522,2020-07-12,-1.0,Barbecue Forks
523,2020-07-13,-1.0,Barbecue Forks
524,2020-07-14,-1.0,Barbecue Forks
525,2020-07-15,-1.0,Barbecue Forks
526,2020-07-16,-1.0,Barbecue Forks
527,2020-07-17,-1.0,Barbecue Forks
528,2020-07-18,-1.0,Barbecue Forks
529,2020-07-19,-1.0,Barbecue Forks
530,2020-07-20,-1.0,Barbecue Forks
531,2020-07-21,-1.0,Barbecue Forks
532,2020-07-22,-1.0,Barbecue Forks
533,2020-07-23,-1.0,Barbecue Forks
534,2020-07-24,-1.0,Barbecue Forks
535,2020-07-25,-1.0,Barbecue Forks
536,2020-07-26,-1.0,Barbecue Forks
537,2020-07-27,-1.0,Barbecue Forks
538,2020-07-28,-1.0,Barbecue Forks
539,2020-07-29,-1.0,Barbecue Forks
540,2020-07-30,-1.0,Barbecue Forks
541,2020-07-31,-1.0,Barbecue Forks
542,2020-08-01,-1.0,Barbecue Forks
543,2020-08-02,-1.0,Barbecue Forks
544,2020-08-03,-1.0,Barbecue Forks
545,2020-08-04,-1.0,Barbecue Forks
546,2020-08-05,-1.0,Barbecue Forks
547,2020-08-06,-1.0,Barbecue Forks
548,2020-08-07,-1.0,Barbecue Forks
549,2020-08-08,-1.0,Barbecue Forks
550,2020-08-09,-1.0,Barbecue Forks
551,2020-08-10,-1.0,Barbecue Forks
552,2020-08-11,-1.0,Barbecue Forks
553,2020-08-12,-1.0,Barbecue Forks
554,2020-08-13,-1.0,Barbecue Forks
555,2020-08-14,-1.0,Barbecue Forks
556,2020-08-15,-1.0,Barbecue Forks
557,2020-08-16,-1.0,Barbecue Forks
558,2020-08-17,-1.0,Barbecue Forks
559,2020-08-18,-1.0,Barbecue Forks
560,2020-08-19,-1.0,Barbecue Forks
561,2020-08-20,-1.0,Barbecue Forks
562,2020-08-21,-1.0,Barbecue Forks
563,2020-08-22,-1.0,Barbecue Forks
564,2020-08-23,-1.0,Barbecue Forks
565,2020-08-24,-1.0,Barbecue Forks
566,2020-08-25,-1.0,Barbecue Forks
567,2020-08-26,-1.0,Barbecue Forks
568,2020-08-27,-1.0,Barbecue Forks
569,2020-08-28,-1.0,Barbecue Forks
570,2020-08-29,-1.0,Barbecue Forks
571,2020-08-30,-1.0,Barbecue Forks
572,2020-08-31,-1.0,Barbecue Forks
573,2020-09-01,-1.0,Barbecue Forks
574,2020-09-02,-1.0,Barbecue Forks
575,2020-09-03,-1.0,Barbecue Forks
576,2020-09-04,-1.0,Barbecue Forks
577,2020-09-05,-1.0,Barbecue Forks
578,2020-09-06,-1.0,Barbecue Forks
579,2020-09-07,-1.0,Barbecue Forks
580,2020-09-08,-1.0,Barbecue Forks
581,2020-09-09,-1.0,Barbecue Forks
582,2020-09-10,-1.0,Barbecue Forks
583,2020-09-11,-1.0,Barbecue Forks
584,2020-09-12,-1.0,Barbecue Forks
585,2020-09-13,-1.0,Barbecue Forks
586,2020-09-14,-1.0,Barbecue Forks
587,2020-09-15,-1.0,Barbecue Forks
588,2020-09-16,-1.0,Barbecue Forks
589,2020-09-17,-1.0,Barbecue Forks
590,2020-09-18,-1.0,Barbecue Forks
591,2020-09-19,-1.0,Barbecue Forks
592,2020-09-20,-1.0,Barbecue Forks
593,2020-09-21,-1.0,Barbecue Forks
594,2020-09-22,-1.0,Barbecue Forks
595,2020-09-23,-1.0,Barbecue Forks
596,2020-09-24,-1.0,Barbecue Forks
597,2020-09-25,-1.0,Barbecue Forks
598,2020-09-26,-1.0,Barbecue Forks
599,2020-09-27,-1.0,Barbecue Forks
600,2020-09-28,-1.0,Barbecue Forks
601,2020-09-29,-1.0,Barbecue Forks
602,2020-09-30,-1.0,Barbecue Forks
603,2020-10-01,-1.0,Barbecue Forks
604,2020-10-02,-1.0,Barbecue Forks
605,2020-10-03,-1.0,Barbecue Forks
606,2020-10-04,-1.0,Barbecue Forks
