,date,value,name_B07G8NXN1Y
119,2018-12-25,79581.0,Wall & Tabletop Frames
120,2018-12-26,79581.0,Wall & Tabletop Frames
121,2018-12-27,79581.0,Wall & Tabletop Frames
122,2018-12-28,49891.0,Wall & Tabletop Frames
123,2018-12-29,49891.0,Wall & Tabletop Frames
124,2018-12-30,65454.0,Wall & Tabletop Frames
125,2018-12-31,65454.0,Wall & Tabletop Frames
126,2019-01-01,65454.0,Wall & Tabletop Frames
127,2019-01-02,65454.0,Wall & Tabletop Frames
128,2019-01-03,65454.0,Wall & Tabletop Frames
129,2019-01-04,95636.0,Wall & Tabletop Frames
130,2019-01-05,95636.0,Wall & Tabletop Frames
131,2019-01-06,95636.0,Wall & Tabletop Frames
132,2019-01-07,78349.0,Wall & Tabletop Frames
133,2019-01-08,64188.0,Wall & Tabletop Frames
134,2019-01-09,74381.0,Wall & Tabletop Frames
135,2019-01-10,74381.0,Wall & Tabletop Frames
136,2019-01-11,74381.0,Wall & Tabletop Frames
137,2019-01-12,74381.0,Wall & Tabletop Frames
138,2019-01-13,74381.0,Wall & Tabletop Frames
139,2019-01-14,137415.0,Wall & Tabletop Frames
140,2019-01-15,137415.0,Wall & Tabletop Frames
141,2019-01-16,65495.0,Wall & Tabletop Frames
142,2019-01-17,65495.0,Wall & Tabletop Frames
143,2019-01-18,65495.0,Wall & Tabletop Frames
144,2019-01-19,65495.0,Wall & Tabletop Frames
145,2019-01-20,65495.0,Wall & Tabletop Frames
146,2019-01-21,67450.0,Wall & Tabletop Frames
147,2019-01-22,67450.0,Wall & Tabletop Frames
148,2019-01-23,72677.0,Wall & Tabletop Frames
149,2019-01-24,72677.0,Wall & Tabletop Frames
150,2019-01-25,60180.0,Wall & Tabletop Frames
151,2019-01-26,60180.0,Wall & Tabletop Frames
152,2019-01-27,60180.0,Wall & Tabletop Frames
153,2019-01-28,60180.0,Wall & Tabletop Frames
154,2019-01-29,60180.0,Wall & Tabletop Frames
155,2019-01-30,60180.0,Wall & Tabletop Frames
156,2019-01-31,60180.0,Wall & Tabletop Frames
157,2019-02-01,60180.0,Wall & Tabletop Frames
158,2019-02-02,60180.0,Wall & Tabletop Frames
159,2019-02-03,80685.0,Wall & Tabletop Frames
160,2019-02-04,80685.0,Wall & Tabletop Frames
161,2019-02-05,121429.0,Wall & Tabletop Frames
162,2019-02-06,121429.0,Wall & Tabletop Frames
163,2019-02-07,121429.0,Wall & Tabletop Frames
164,2019-02-08,121429.0,Wall & Tabletop Frames
165,2019-02-09,166488.0,Wall & Tabletop Frames
166,2019-02-10,166488.0,Wall & Tabletop Frames
167,2019-02-11,152395.0,Wall & Tabletop Frames
168,2019-02-12,97703.0,Wall & Tabletop Frames
169,2019-02-13,97703.0,Wall & Tabletop Frames
170,2019-02-14,97703.0,Wall & Tabletop Frames
171,2019-02-15,97703.0,Wall & Tabletop Frames
172,2019-02-16,97703.0,Wall & Tabletop Frames
173,2019-02-17,97703.0,Wall & Tabletop Frames
174,2019-02-18,108640.0,Wall & Tabletop Frames
175,2019-02-19,108640.0,Wall & Tabletop Frames
176,2019-02-20,108640.0,Wall & Tabletop Frames
177,2019-02-21,108640.0,Wall & Tabletop Frames
178,2019-02-22,105870.0,Wall & Tabletop Frames
179,2019-02-23,71735.0,Wall & Tabletop Frames
180,2019-02-24,71735.0,Wall & Tabletop Frames
181,2019-02-25,71735.0,Wall & Tabletop Frames
182,2019-02-26,71735.0,Wall & Tabletop Frames
183,2019-02-27,71735.0,Wall & Tabletop Frames
184,2019-02-28,71735.0,Wall & Tabletop Frames
185,2019-03-01,71735.0,Wall & Tabletop Frames
186,2019-03-02,71735.0,Wall & Tabletop Frames
187,2019-03-03,71735.0,Wall & Tabletop Frames
188,2019-03-04,71735.0,Wall & Tabletop Frames
189,2019-03-05,71735.0,Wall & Tabletop Frames
190,2019-03-06,101440.0,Wall & Tabletop Frames
191,2019-03-07,101440.0,Wall & Tabletop Frames
192,2019-03-08,62886.0,Wall & Tabletop Frames
193,2019-03-09,62886.0,Wall & Tabletop Frames
194,2019-03-10,62886.0,Wall & Tabletop Frames
195,2019-03-11,72696.0,Wall & Tabletop Frames
196,2019-03-12,72696.0,Wall & Tabletop Frames
197,2019-03-13,72696.0,Wall & Tabletop Frames
198,2019-03-14,72696.0,Wall & Tabletop Frames
199,2019-03-15,72696.0,Wall & Tabletop Frames
200,2019-03-16,72696.0,Wall & Tabletop Frames
201,2019-03-17,72696.0,Wall & Tabletop Frames
202,2019-03-18,72696.0,Wall & Tabletop Frames
203,2019-03-19,72696.0,Wall & Tabletop Frames
204,2019-03-20,72696.0,Wall & Tabletop Frames
205,2019-03-21,72696.0,Wall & Tabletop Frames
206,2019-03-22,72166.0,Wall & Tabletop Frames
207,2019-03-23,72166.0,Wall & Tabletop Frames
208,2019-03-24,72166.0,Wall & Tabletop Frames
209,2019-03-25,72166.0,Wall & Tabletop Frames
210,2019-03-26,72166.0,Wall & Tabletop Frames
211,2019-03-27,72166.0,Wall & Tabletop Frames
212,2019-03-28,72166.0,Wall & Tabletop Frames
213,2019-03-29,72166.0,Wall & Tabletop Frames
214,2019-03-30,72166.0,Wall & Tabletop Frames
215,2019-03-31,72166.0,Wall & Tabletop Frames
216,2019-04-01,72166.0,Wall & Tabletop Frames
217,2019-04-02,143977.0,Wall & Tabletop Frames
218,2019-04-03,143977.0,Wall & Tabletop Frames
219,2019-04-04,143977.0,Wall & Tabletop Frames
220,2019-04-05,143977.0,Wall & Tabletop Frames
221,2019-04-06,143977.0,Wall & Tabletop Frames
222,2019-04-07,143977.0,Wall & Tabletop Frames
223,2019-04-08,143977.0,Wall & Tabletop Frames
224,2019-04-09,143977.0,Wall & Tabletop Frames
225,2019-04-10,143977.0,Wall & Tabletop Frames
226,2019-04-11,143977.0,Wall & Tabletop Frames
227,2019-04-12,143977.0,Wall & Tabletop Frames
228,2019-04-13,75435.0,Wall & Tabletop Frames
229,2019-04-14,75435.0,Wall & Tabletop Frames
230,2019-04-15,75435.0,Wall & Tabletop Frames
231,2019-04-16,75435.0,Wall & Tabletop Frames
232,2019-04-17,75435.0,Wall & Tabletop Frames
233,2019-04-18,75435.0,Wall & Tabletop Frames
234,2019-04-19,75435.0,Wall & Tabletop Frames
235,2019-04-20,75435.0,Wall & Tabletop Frames
236,2019-04-21,57349.0,Wall & Tabletop Frames
237,2019-04-22,57349.0,Wall & Tabletop Frames
238,2019-04-23,57349.0,Wall & Tabletop Frames
239,2019-04-24,57349.0,Wall & Tabletop Frames
240,2019-04-25,57349.0,Wall & Tabletop Frames
241,2019-04-26,57349.0,Wall & Tabletop Frames
242,2019-04-27,57349.0,Wall & Tabletop Frames
243,2019-04-28,57349.0,Wall & Tabletop Frames
244,2019-04-29,69358.0,Wall & Tabletop Frames
245,2019-04-30,69358.0,Wall & Tabletop Frames
246,2019-05-01,69358.0,Wall & Tabletop Frames
247,2019-05-02,69358.0,Wall & Tabletop Frames
248,2019-05-03,69358.0,Wall & Tabletop Frames
249,2019-05-04,69358.0,Wall & Tabletop Frames
250,2019-05-05,69358.0,Wall & Tabletop Frames
251,2019-05-06,36053.0,Wall & Tabletop Frames
252,2019-05-07,29749.0,Wall & Tabletop Frames
253,2019-05-08,31228.0,Wall & Tabletop Frames
254,2019-05-09,26837.0,Wall & Tabletop Frames
255,2019-05-10,26837.0,Wall & Tabletop Frames
256,2019-05-11,26003.0,Wall & Tabletop Frames
257,2019-05-12,26003.0,Wall & Tabletop Frames
258,2019-05-13,21811.0,Wall & Tabletop Frames
259,2019-05-14,24073.0,Wall & Tabletop Frames
260,2019-05-15,24073.0,Wall & Tabletop Frames
261,2019-05-16,24073.0,Wall & Tabletop Frames
262,2019-05-17,41563.0,Wall & Tabletop Frames
263,2019-05-18,37400.0,Wall & Tabletop Frames
264,2019-05-19,50203.0,Wall & Tabletop Frames
265,2019-05-20,50203.0,Wall & Tabletop Frames
266,2019-05-21,50203.0,Wall & Tabletop Frames
267,2019-05-22,35544.0,Wall & Tabletop Frames
268,2019-05-23,40706.0,Wall & Tabletop Frames
269,2019-05-24,35381.0,Wall & Tabletop Frames
270,2019-05-25,40962.0,Wall & Tabletop Frames
271,2019-05-26,40962.0,Wall & Tabletop Frames
272,2019-05-27,73239.0,Wall & Tabletop Frames
273,2019-05-28,73239.0,Wall & Tabletop Frames
274,2019-05-29,113826.0,Wall & Tabletop Frames
275,2019-05-30,113826.0,Wall & Tabletop Frames
276,2019-05-31,54392.0,Wall & Tabletop Frames
277,2019-06-01,54392.0,Wall & Tabletop Frames
278,2019-06-02,36314.0,Wall & Tabletop Frames
279,2019-06-03,37840.0,Wall & Tabletop Frames
280,2019-06-04,55819.0,Wall & Tabletop Frames
281,2019-06-05,48537.0,Wall & Tabletop Frames
282,2019-06-06,46707.0,Wall & Tabletop Frames
283,2019-06-07,42564.0,Wall & Tabletop Frames
284,2019-06-08,36467.0,Wall & Tabletop Frames
285,2019-06-09,28955.0,Wall & Tabletop Frames
286,2019-06-10,32733.0,Wall & Tabletop Frames
287,2019-06-11,25187.0,Wall & Tabletop Frames
288,2019-06-12,35160.0,Wall & Tabletop Frames
289,2019-06-13,51640.0,Wall & Tabletop Frames
290,2019-06-14,51640.0,Wall & Tabletop Frames
291,2019-06-15,30986.0,Wall & Tabletop Frames
292,2019-06-16,33912.0,Wall & Tabletop Frames
293,2019-06-17,45745.0,Wall & Tabletop Frames
294,2019-06-18,33442.0,Wall & Tabletop Frames
295,2019-06-19,41926.0,Wall & Tabletop Frames
296,2019-06-20,53103.0,Wall & Tabletop Frames
297,2019-06-21,53103.0,Wall & Tabletop Frames
298,2019-06-22,53103.0,Wall & Tabletop Frames
299,2019-06-23,27532.0,Wall & Tabletop Frames
300,2019-06-24,40509.0,Wall & Tabletop Frames
301,2019-06-25,41696.0,Wall & Tabletop Frames
302,2019-06-26,50239.0,Wall & Tabletop Frames
303,2019-06-27,50239.0,Wall & Tabletop Frames
304,2019-06-28,62359.0,Wall & Tabletop Frames
305,2019-06-29,62359.0,Wall & Tabletop Frames
306,2019-06-30,62359.0,Wall & Tabletop Frames
307,2019-07-01,48463.0,Wall & Tabletop Frames
308,2019-07-02,49098.0,Wall & Tabletop Frames
309,2019-07-03,40602.0,Wall & Tabletop Frames
310,2019-07-04,49695.0,Wall & Tabletop Frames
311,2019-07-05,59590.0,Wall & Tabletop Frames
312,2019-07-06,59590.0,Wall & Tabletop Frames
313,2019-07-07,59590.0,Wall & Tabletop Frames
314,2019-07-08,51926.0,Wall & Tabletop Frames
315,2019-07-09,51926.0,Wall & Tabletop Frames
316,2019-07-10,51926.0,Wall & Tabletop Frames
317,2019-07-11,70095.0,Wall & Tabletop Frames
318,2019-07-12,70095.0,Wall & Tabletop Frames
319,2019-07-13,114123.0,Wall & Tabletop Frames
320,2019-07-14,114123.0,Wall & Tabletop Frames
321,2019-07-15,114123.0,Wall & Tabletop Frames
322,2019-07-16,105341.0,Wall & Tabletop Frames
323,2019-07-17,105341.0,Wall & Tabletop Frames
324,2019-07-18,90787.0,Wall & Tabletop Frames
325,2019-07-19,90787.0,Wall & Tabletop Frames
326,2019-07-20,84052.0,Wall & Tabletop Frames
327,2019-07-21,84052.0,Wall & Tabletop Frames
328,2019-07-22,84052.0,Wall & Tabletop Frames
329,2019-07-23,93717.0,Wall & Tabletop Frames
330,2019-07-24,93717.0,Wall & Tabletop Frames
331,2019-07-25,87758.0,Wall & Tabletop Frames
332,2019-07-26,87758.0,Wall & Tabletop Frames
333,2019-07-27,76967.0,Wall & Tabletop Frames
334,2019-07-28,76967.0,Wall & Tabletop Frames
335,2019-07-29,76967.0,Wall & Tabletop Frames
336,2019-07-30,183172.0,Wall & Tabletop Frames
337,2019-07-31,183172.0,Wall & Tabletop Frames
338,2019-08-01,99013.0,Wall & Tabletop Frames
339,2019-08-02,99013.0,Wall & Tabletop Frames
340,2019-08-03,70196.0,Wall & Tabletop Frames
341,2019-08-04,54372.0,Wall & Tabletop Frames
342,2019-08-05,54372.0,Wall & Tabletop Frames
343,2019-08-06,103624.0,Wall & Tabletop Frames
344,2019-08-07,103624.0,Wall & Tabletop Frames
345,2019-08-08,103624.0,Wall & Tabletop Frames
346,2019-08-09,129859.0,Wall & Tabletop Frames
347,2019-08-10,129859.0,Wall & Tabletop Frames
348,2019-08-11,129859.0,Wall & Tabletop Frames
349,2019-08-12,99977.0,Wall & Tabletop Frames
350,2019-08-13,99977.0,Wall & Tabletop Frames
351,2019-08-14,99977.0,Wall & Tabletop Frames
352,2019-08-15,326267.0,Wall & Tabletop Frames
353,2019-08-16,326267.0,Wall & Tabletop Frames
354,2019-08-17,191149.0,Wall & Tabletop Frames
355,2019-08-18,191149.0,Wall & Tabletop Frames
356,2019-08-19,191149.0,Wall & Tabletop Frames
357,2019-08-20,106334.0,Wall & Tabletop Frames
358,2019-08-21,106334.0,Wall & Tabletop Frames
359,2019-08-22,106334.0,Wall & Tabletop Frames
360,2019-08-23,106334.0,Wall & Tabletop Frames
361,2019-08-24,109575.0,Wall & Tabletop Frames
362,2019-08-25,109575.0,Wall & Tabletop Frames
363,2019-08-26,109575.0,Wall & Tabletop Frames
364,2019-08-27,109575.0,Wall & Tabletop Frames
365,2019-08-28,135886.0,Wall & Tabletop Frames
366,2019-08-29,135886.0,Wall & Tabletop Frames
367,2019-08-30,83130.0,Wall & Tabletop Frames
368,2019-08-31,83130.0,Wall & Tabletop Frames
369,2019-09-01,131618.0,Wall & Tabletop Frames
370,2019-09-02,131618.0,Wall & Tabletop Frames
371,2019-09-03,131618.0,Wall & Tabletop Frames
372,2019-09-04,111169.0,Wall & Tabletop Frames
373,2019-09-05,116261.0,Wall & Tabletop Frames
374,2019-09-06,116261.0,Wall & Tabletop Frames
375,2019-09-07,116261.0,Wall & Tabletop Frames
376,2019-09-08,116261.0,Wall & Tabletop Frames
377,2019-09-09,116261.0,Wall & Tabletop Frames
378,2019-09-10,116261.0,Wall & Tabletop Frames
379,2019-09-11,99824.0,Wall & Tabletop Frames
380,2019-09-12,124574.0,Wall & Tabletop Frames
381,2019-09-13,124574.0,Wall & Tabletop Frames
382,2019-09-14,151057.0,Wall & Tabletop Frames
383,2019-09-15,151057.0,Wall & Tabletop Frames
384,2019-09-16,138006.0,Wall & Tabletop Frames
385,2019-09-17,138006.0,Wall & Tabletop Frames
386,2019-09-18,119451.0,Wall & Tabletop Frames
387,2019-09-19,119451.0,Wall & Tabletop Frames
388,2019-09-20,108265.0,Wall & Tabletop Frames
389,2019-09-21,108265.0,Wall & Tabletop Frames
390,2019-09-22,76561.0,Wall & Tabletop Frames
391,2019-09-23,76561.0,Wall & Tabletop Frames
392,2019-09-24,163346.0,Wall & Tabletop Frames
393,2019-09-25,78118.0,Wall & Tabletop Frames
394,2019-09-26,78118.0,Wall & Tabletop Frames
395,2019-09-27,78118.0,Wall & Tabletop Frames
396,2019-09-28,102218.0,Wall & Tabletop Frames
397,2019-09-29,102218.0,Wall & Tabletop Frames
398,2019-09-30,165070.0,Wall & Tabletop Frames
399,2019-10-01,165070.0,Wall & Tabletop Frames
400,2019-10-02,243366.0,Wall & Tabletop Frames
401,2019-10-03,243366.0,Wall & Tabletop Frames
402,2019-10-04,243366.0,Wall & Tabletop Frames
403,2019-10-05,193084.0,Wall & Tabletop Frames
404,2019-10-06,193084.0,Wall & Tabletop Frames
405,2019-10-07,310232.0,Wall & Tabletop Frames
406,2019-10-08,310232.0,Wall & Tabletop Frames
407,2019-10-09,310232.0,Wall & Tabletop Frames
408,2019-10-10,128392.0,Wall & Tabletop Frames
409,2019-10-11,128392.0,Wall & Tabletop Frames
410,2019-10-12,128392.0,Wall & Tabletop Frames
411,2019-10-13,72665.0,Wall & Tabletop Frames
412,2019-10-14,72665.0,Wall & Tabletop Frames
413,2019-10-15,158549.0,Wall & Tabletop Frames
414,2019-10-16,158549.0,Wall & Tabletop Frames
415,2019-10-17,110943.0,Wall & Tabletop Frames
416,2019-10-18,110943.0,Wall & Tabletop Frames
417,2019-10-19,121108.0,Wall & Tabletop Frames
418,2019-10-20,121108.0,Wall & Tabletop Frames
419,2019-10-21,84090.0,Wall & Tabletop Frames
420,2019-10-22,84090.0,Wall & Tabletop Frames
421,2019-10-23,161564.0,Wall & Tabletop Frames
422,2019-10-24,161564.0,Wall & Tabletop Frames
423,2019-10-25,148089.0,Wall & Tabletop Frames
424,2019-10-26,148089.0,Wall & Tabletop Frames
425,2019-10-27,84631.0,Wall & Tabletop Frames
426,2019-10-28,84631.0,Wall & Tabletop Frames
427,2019-10-29,184097.0,Wall & Tabletop Frames
428,2019-10-30,184097.0,Wall & Tabletop Frames
429,2019-10-31,97376.0,Wall & Tabletop Frames
430,2019-11-01,97376.0,Wall & Tabletop Frames
431,2019-11-02,156487.0,Wall & Tabletop Frames
432,2019-11-03,156487.0,Wall & Tabletop Frames
433,2019-11-04,207916.0,Wall & Tabletop Frames
434,2019-11-05,207916.0,Wall & Tabletop Frames
435,2019-11-06,109338.0,Wall & Tabletop Frames
436,2019-11-07,108506.0,Wall & Tabletop Frames
437,2019-11-08,108506.0,Wall & Tabletop Frames
438,2019-11-09,108506.0,Wall & Tabletop Frames
439,2019-11-10,108506.0,Wall & Tabletop Frames
440,2019-11-11,108506.0,Wall & Tabletop Frames
441,2019-11-12,108506.0,Wall & Tabletop Frames
442,2019-11-13,141456.0,Wall & Tabletop Frames
443,2019-11-14,141456.0,Wall & Tabletop Frames
444,2019-11-15,141456.0,Wall & Tabletop Frames
445,2019-11-16,141456.0,Wall & Tabletop Frames
446,2019-11-17,92418.0,Wall & Tabletop Frames
447,2019-11-18,92418.0,Wall & Tabletop Frames
448,2019-11-19,92418.0,Wall & Tabletop Frames
449,2019-11-20,92418.0,Wall & Tabletop Frames
450,2019-11-21,92418.0,Wall & Tabletop Frames
451,2019-11-22,92418.0,Wall & Tabletop Frames
452,2019-11-23,92418.0,Wall & Tabletop Frames
453,2019-11-24,92418.0,Wall & Tabletop Frames
454,2019-11-25,93318.0,Wall & Tabletop Frames
455,2019-11-26,93318.0,Wall & Tabletop Frames
456,2019-11-27,93318.0,Wall & Tabletop Frames
457,2019-11-28,186243.0,Wall & Tabletop Frames
458,2019-11-29,186243.0,Wall & Tabletop Frames
459,2019-11-30,186243.0,Wall & Tabletop Frames
460,2019-12-01,186243.0,Wall & Tabletop Frames
461,2019-12-02,109686.0,Wall & Tabletop Frames
462,2019-12-03,109686.0,Wall & Tabletop Frames
463,2019-12-04,109686.0,Wall & Tabletop Frames
464,2019-12-05,102449.0,Wall & Tabletop Frames
465,2019-12-06,102449.0,Wall & Tabletop Frames
466,2019-12-07,102449.0,Wall & Tabletop Frames
467,2019-12-08,102449.0,Wall & Tabletop Frames
468,2019-12-09,228700.0,Wall & Tabletop Frames
469,2019-12-10,228700.0,Wall & Tabletop Frames
470,2019-12-11,228700.0,Wall & Tabletop Frames
471,2019-12-12,228700.0,Wall & Tabletop Frames
472,2019-12-13,117262.0,Wall & Tabletop Frames
473,2019-12-14,117262.0,Wall & Tabletop Frames
474,2019-12-15,117262.0,Wall & Tabletop Frames
475,2019-12-16,76193.0,Wall & Tabletop Frames
476,2019-12-17,76193.0,Wall & Tabletop Frames
477,2019-12-18,76193.0,Wall & Tabletop Frames
478,2019-12-19,76193.0,Wall & Tabletop Frames
479,2019-12-20,95466.0,Wall & Tabletop Frames
480,2019-12-21,95466.0,Wall & Tabletop Frames
481,2019-12-22,95466.0,Wall & Tabletop Frames
482,2019-12-23,115222.0,Wall & Tabletop Frames
483,2019-12-24,115222.0,Wall & Tabletop Frames
484,2019-12-25,115222.0,Wall & Tabletop Frames
485,2019-12-26,117064.0,Wall & Tabletop Frames
486,2019-12-27,117064.0,Wall & Tabletop Frames
487,2019-12-28,117064.0,Wall & Tabletop Frames
488,2019-12-29,58201.0,Wall & Tabletop Frames
489,2019-12-30,58201.0,Wall & Tabletop Frames
490,2019-12-31,58201.0,Wall & Tabletop Frames
491,2020-01-01,58201.0,Wall & Tabletop Frames
492,2020-01-02,62872.0,Wall & Tabletop Frames
493,2020-01-03,62872.0,Wall & Tabletop Frames
494,2020-01-04,62872.0,Wall & Tabletop Frames
495,2020-01-05,62872.0,Wall & Tabletop Frames
496,2020-01-06,69774.0,Wall & Tabletop Frames
497,2020-01-07,69774.0,Wall & Tabletop Frames
498,2020-01-08,69774.0,Wall & Tabletop Frames
499,2020-01-09,71215.0,Wall & Tabletop Frames
500,2020-01-10,71215.0,Wall & Tabletop Frames
501,2020-01-11,71215.0,Wall & Tabletop Frames
502,2020-01-12,71215.0,Wall & Tabletop Frames
503,2020-01-13,77840.0,Wall & Tabletop Frames
504,2020-01-14,77840.0,Wall & Tabletop Frames
505,2020-01-15,77840.0,Wall & Tabletop Frames
506,2020-01-16,77840.0,Wall & Tabletop Frames
507,2020-01-17,69871.0,Wall & Tabletop Frames
508,2020-01-18,69871.0,Wall & Tabletop Frames
509,2020-01-19,69871.0,Wall & Tabletop Frames
510,2020-01-20,98408.0,Wall & Tabletop Frames
511,2020-01-21,98408.0,Wall & Tabletop Frames
512,2020-01-22,98408.0,Wall & Tabletop Frames
513,2020-01-23,98408.0,Wall & Tabletop Frames
514,2020-01-24,75159.0,Wall & Tabletop Frames
515,2020-01-25,75159.0,Wall & Tabletop Frames
516,2020-01-26,75159.0,Wall & Tabletop Frames
