,date,value,name_B08DLMGVBG
0,2020-07-25,20118.0,Kitchen & Dining Features
1,2020-07-26,20118.0,Kitchen & Dining Features
2,2020-07-27,13952.0,Kitchen & Dining Features
3,2020-07-28,27789.0,Kitchen & Dining Features
4,2020-07-29,27789.0,Kitchen & Dining Features
5,2020-07-30,27789.0,Kitchen & Dining Features
6,2020-07-31,30070.0,Kitchen & Dining Features
7,2020-08-01,30070.0,Kitchen & Dining Features
8,2020-08-02,30070.0,Kitchen & Dining Features
9,2020-08-03,22901.0,Kitchen & Dining Features
10,2020-08-04,22901.0,Kitchen & Dining Features
11,2020-08-05,23444.0,Kitchen & Dining Features
12,2020-08-06,23444.0,Kitchen & Dining Features
13,2020-08-07,23444.0,Kitchen & Dining Features
14,2020-08-08,28569.0,Kitchen & Dining Features
15,2020-08-09,40372.0,Kitchen & Dining Features
16,2020-08-10,39623.0,Kitchen & Dining Features
17,2020-08-11,39623.0,Kitchen & Dining Features
18,2020-08-12,39623.0,Kitchen & Dining Features
19,2020-08-13,47646.0,Kitchen & Dining Features
20,2020-08-14,35452.0,Kitchen & Dining Features
21,2020-08-15,39347.0,Kitchen & Dining Features
22,2020-08-16,39347.0,Kitchen & Dining Features
23,2020-08-17,29797.0,Kitchen & Dining Features
24,2020-08-18,35348.0,Kitchen & Dining Features
25,2020-08-19,29542.0,Kitchen & Dining Features
26,2020-08-20,29542.0,Kitchen & Dining Features
27,2020-08-21,37581.0,Kitchen & Dining Features
28,2020-08-22,37581.0,Kitchen & Dining Features
29,2020-08-23,37581.0,Kitchen & Dining Features
30,2020-08-24,39339.0,Kitchen & Dining Features
31,2020-08-25,39339.0,Kitchen & Dining Features
32,2020-08-26,38532.0,Kitchen & Dining Features
33,2020-08-27,38532.0,Kitchen & Dining Features
34,2020-08-28,38532.0,Kitchen & Dining Features
35,2020-08-29,56532.0,Kitchen & Dining Features
36,2020-08-30,57922.0,Kitchen & Dining Features
37,2020-08-31,57922.0,Kitchen & Dining Features
38,2020-09-01,57922.0,Kitchen & Dining Features
39,2020-09-02,44557.0,Kitchen & Dining Features
40,2020-09-03,44557.0,Kitchen & Dining Features
41,2020-09-04,44557.0,Kitchen & Dining Features
42,2020-09-05,44557.0,Kitchen & Dining Features
43,2020-09-06,44557.0,Kitchen & Dining Features
44,2020-09-07,39425.0,Kitchen & Dining Features
45,2020-09-08,39425.0,Kitchen & Dining Features
46,2020-09-09,43069.0,Kitchen & Dining Features
47,2020-09-10,43069.0,Kitchen & Dining Features
48,2020-09-11,43069.0,Kitchen & Dining Features
49,2020-09-12,43069.0,Kitchen & Dining Features
50,2020-09-13,43069.0,Kitchen & Dining Features
51,2020-09-14,40720.0,Kitchen & Dining Features
52,2020-09-15,36588.0,Kitchen & Dining Features
53,2020-09-16,36588.0,Kitchen & Dining Features
54,2020-09-17,36588.0,Kitchen & Dining Features
55,2020-09-18,30240.0,Kitchen & Dining Features
56,2020-09-19,32261.0,Kitchen & Dining Features
57,2020-09-20,42485.0,Kitchen & Dining Features
58,2020-09-21,42485.0,Kitchen & Dining Features
59,2020-09-22,42485.0,Kitchen & Dining Features
60,2020-09-23,56045.0,Kitchen & Dining Features
61,2020-09-24,56045.0,Kitchen & Dining Features
62,2020-09-25,56045.0,Kitchen & Dining Features
63,2020-09-26,37904.0,Kitchen & Dining Features
64,2020-09-27,37904.0,Kitchen & Dining Features
65,2020-09-28,37904.0,Kitchen & Dining Features
66,2020-09-29,37904.0,Kitchen & Dining Features
67,2020-09-30,50060.0,Kitchen & Dining Features
68,2020-10-01,40287.0,Kitchen & Dining Features
69,2020-10-02,40287.0,Kitchen & Dining Features
70,2020-10-03,40287.0,Kitchen & Dining Features
71,2020-10-04,28828.0,Kitchen & Dining Features
72,2020-10-05,30766.0,Kitchen & Dining Features
73,2020-10-06,30766.0,Kitchen & Dining Features
74,2020-10-07,30766.0,Kitchen & Dining Features
75,2020-10-08,30523.0,Kitchen & Dining Features
76,2020-10-09,30523.0,Kitchen & Dining Features
77,2020-10-10,30523.0,Kitchen & Dining Features
78,2020-10-11,30523.0,Kitchen & Dining Features
79,2020-10-12,30523.0,Kitchen & Dining Features
80,2020-10-13,41345.0,Kitchen & Dining Features
81,2020-10-14,41345.0,Kitchen & Dining Features
82,2020-10-15,56608.0,Kitchen & Dining Features
83,2020-10-16,56608.0,Kitchen & Dining Features
84,2020-10-17,56608.0,Kitchen & Dining Features
85,2020-10-18,56608.0,Kitchen & Dining Features
86,2020-10-19,56608.0,Kitchen & Dining Features
87,2020-10-20,30678.0,Kitchen & Dining Features
88,2020-10-21,34098.0,Kitchen & Dining Features
89,2020-10-22,33592.0,Kitchen & Dining Features
90,2020-10-23,33592.0,Kitchen & Dining Features
91,2020-10-24,33592.0,Kitchen & Dining Features
92,2020-10-25,35223.0,Kitchen & Dining Features
93,2020-10-26,35223.0,Kitchen & Dining Features
94,2020-10-27,38806.0,Kitchen & Dining Features
95,2020-10-28,38806.0,Kitchen & Dining Features
96,2020-10-29,38806.0,Kitchen & Dining Features
97,2020-10-30,44211.0,Kitchen & Dining Features
98,2020-10-31,47605.0,Kitchen & Dining Features
99,2020-11-01,47605.0,Kitchen & Dining Features
100,2020-11-02,53481.0,Kitchen & Dining Features
101,2020-11-03,61584.0,Kitchen & Dining Features
102,2020-11-04,47481.0,Kitchen & Dining Features
103,2020-11-05,41467.0,Kitchen & Dining Features
104,2020-11-06,50133.0,Kitchen & Dining Features
105,2020-11-07,50133.0,Kitchen & Dining Features
106,2020-11-08,50133.0,Kitchen & Dining Features
107,2020-11-09,50133.0,Kitchen & Dining Features
108,2020-11-10,50133.0,Kitchen & Dining Features
109,2020-11-11,57864.0,Kitchen & Dining Features
110,2020-11-12,57864.0,Kitchen & Dining Features
111,2020-11-13,57864.0,Kitchen & Dining Features
112,2020-11-14,57864.0,Kitchen & Dining Features
113,2020-11-15,57864.0,Kitchen & Dining Features
114,2020-11-16,57864.0,Kitchen & Dining Features
115,2020-11-17,43303.0,Kitchen & Dining Features
116,2020-11-18,52102.0,Kitchen & Dining Features
117,2020-11-19,52102.0,Kitchen & Dining Features
118,2020-11-20,52102.0,Kitchen & Dining Features
119,2020-11-21,52102.0,Kitchen & Dining Features
120,2020-11-22,53566.0,Kitchen & Dining Features
121,2020-11-23,53566.0,Kitchen & Dining Features
122,2020-11-24,53566.0,Kitchen & Dining Features
123,2020-11-25,53566.0,Kitchen & Dining Features
124,2020-11-26,61413.0,Kitchen & Dining Features
125,2020-11-27,61413.0,Kitchen & Dining Features
126,2020-11-28,57820.0,Kitchen & Dining Features
127,2020-11-29,57820.0,Kitchen & Dining Features
128,2020-11-30,57820.0,Kitchen & Dining Features
129,2020-12-01,57820.0,Kitchen & Dining Features
130,2020-12-02,57820.0,Kitchen & Dining Features
131,2020-12-03,58511.0,Kitchen & Dining Features
132,2020-12-04,54725.0,Kitchen & Dining Features
133,2020-12-05,54725.0,Kitchen & Dining Features
134,2020-12-06,54725.0,Kitchen & Dining Features
135,2020-12-07,51236.0,Kitchen & Dining Features
136,2020-12-08,51236.0,Kitchen & Dining Features
137,2020-12-09,66392.0,Kitchen & Dining Features
138,2020-12-10,66392.0,Kitchen & Dining Features
139,2020-12-11,63956.0,Kitchen & Dining Features
140,2020-12-12,63956.0,Kitchen & Dining Features
141,2020-12-13,63956.0,Kitchen & Dining Features
142,2020-12-14,77578.0,Kitchen & Dining Features
143,2020-12-15,77578.0,Kitchen & Dining Features
144,2020-12-16,77578.0,Kitchen & Dining Features
145,2020-12-17,93556.0,Kitchen & Dining Features
146,2020-12-18,93556.0,Kitchen & Dining Features
147,2020-12-19,93556.0,Kitchen & Dining Features
148,2020-12-20,93556.0,Kitchen & Dining Features
149,2020-12-21,51198.0,Kitchen & Dining Features
150,2020-12-22,52571.0,Kitchen & Dining Features
151,2020-12-23,52571.0,Kitchen & Dining Features
152,2020-12-24,52571.0,Kitchen & Dining Features
153,2020-12-25,52571.0,Kitchen & Dining Features
154,2020-12-26,30554.0,Kitchen & Dining Features
155,2020-12-27,27275.0,Kitchen & Dining Features
156,2020-12-28,27275.0,Kitchen & Dining Features
157,2020-12-29,27275.0,Kitchen & Dining Features
158,2020-12-30,27275.0,Kitchen & Dining Features
159,2020-12-31,27275.0,Kitchen & Dining Features
160,2021-01-01,27275.0,Kitchen & Dining Features
161,2021-01-02,18815.0,Kitchen & Dining Features
162,2021-01-03,18815.0,Kitchen & Dining Features
163,2021-01-04,18815.0,Kitchen & Dining Features
164,2021-01-05,18705.0,Kitchen & Dining Features
165,2021-01-06,21272.0,Kitchen & Dining Features
166,2021-01-07,21272.0,Kitchen & Dining Features
167,2021-01-08,17479.0,Kitchen & Dining Features
168,2021-01-09,17479.0,Kitchen & Dining Features
169,2021-01-10,17479.0,Kitchen & Dining Features
