,date,value,name_B07VY7LWYX
80,2019-10-26,34556.0,Artificial Flowers
81,2019-10-27,46553.0,Artificial Flowers
82,2019-10-28,60019.0,Artificial Flowers
83,2019-10-29,58199.0,Artificial Flowers
84,2019-10-30,58199.0,Artificial Flowers
85,2019-10-31,59919.0,Artificial Flowers
86,2019-11-01,59919.0,Artificial Flowers
87,2019-11-02,31715.0,Artificial Flowers
88,2019-11-03,55683.0,Artificial Flowers
89,2019-11-04,82974.0,Artificial Flowers
90,2019-11-05,59996.0,Artificial Flowers
91,2019-11-06,60428.0,Artificial Flowers
92,2019-11-07,32287.0,Artificial Flowers
93,2019-11-08,39265.0,Artificial Flowers
94,2019-11-09,50982.0,Artificial Flowers
95,2019-11-10,50982.0,Artificial Flowers
96,2019-11-11,51581.0,Artificial Flowers
97,2019-11-12,44897.0,Artificial Flowers
98,2019-11-13,44897.0,Artificial Flowers
99,2019-11-14,44897.0,Artificial Flowers
100,2019-11-15,44897.0,Artificial Flowers
101,2019-11-16,44897.0,Artificial Flowers
102,2019-11-17,50016.0,Artificial Flowers
103,2019-11-18,50016.0,Artificial Flowers
104,2019-11-19,50016.0,Artificial Flowers
105,2019-11-20,50016.0,Artificial Flowers
106,2019-11-21,27807.0,Artificial Flowers
107,2019-11-22,27807.0,Artificial Flowers
108,2019-11-23,26622.0,Artificial Flowers
109,2019-11-24,28629.0,Artificial Flowers
110,2019-11-25,34912.0,Artificial Flowers
111,2019-11-26,34912.0,Artificial Flowers
112,2019-11-27,38137.0,Artificial Flowers
113,2019-11-28,38137.0,Artificial Flowers
114,2019-11-29,38137.0,Artificial Flowers
115,2019-11-30,38137.0,Artificial Flowers
116,2019-12-01,38137.0,Artificial Flowers
117,2019-12-02,38137.0,Artificial Flowers
118,2019-12-03,56199.0,Artificial Flowers
119,2019-12-04,56199.0,Artificial Flowers
120,2019-12-05,45466.0,Artificial Flowers
121,2019-12-06,45466.0,Artificial Flowers
122,2019-12-07,45466.0,Artificial Flowers
123,2019-12-08,46158.0,Artificial Flowers
124,2019-12-09,46158.0,Artificial Flowers
125,2019-12-10,46158.0,Artificial Flowers
126,2019-12-11,46158.0,Artificial Flowers
127,2019-12-12,46158.0,Artificial Flowers
128,2019-12-13,46158.0,Artificial Flowers
129,2019-12-14,46158.0,Artificial Flowers
130,2019-12-15,63869.0,Artificial Flowers
131,2019-12-16,63869.0,Artificial Flowers
132,2019-12-17,63869.0,Artificial Flowers
133,2019-12-18,42070.0,Artificial Flowers
134,2019-12-19,41160.0,Artificial Flowers
135,2019-12-20,41160.0,Artificial Flowers
136,2019-12-21,41160.0,Artificial Flowers
137,2019-12-22,29752.0,Artificial Flowers
138,2019-12-23,29752.0,Artificial Flowers
139,2019-12-24,29752.0,Artificial Flowers
140,2019-12-25,29752.0,Artificial Flowers
141,2019-12-26,29752.0,Artificial Flowers
142,2019-12-27,29752.0,Artificial Flowers
143,2019-12-28,64452.0,Artificial Flowers
144,2019-12-29,64452.0,Artificial Flowers
145,2019-12-30,64452.0,Artificial Flowers
146,2019-12-31,64452.0,Artificial Flowers
147,2020-01-01,64452.0,Artificial Flowers
148,2020-01-02,68502.0,Artificial Flowers
149,2020-01-03,68502.0,Artificial Flowers
150,2020-01-04,79662.0,Artificial Flowers
151,2020-01-05,79662.0,Artificial Flowers
152,2020-01-06,79662.0,Artificial Flowers
153,2020-01-07,79662.0,Artificial Flowers
154,2020-01-08,79662.0,Artificial Flowers
155,2020-01-09,37420.0,Artificial Flowers
156,2020-01-10,37420.0,Artificial Flowers
157,2020-01-11,37420.0,Artificial Flowers
158,2020-01-12,37420.0,Artificial Flowers
159,2020-01-13,50748.0,Artificial Flowers
160,2020-01-14,50748.0,Artificial Flowers
161,2020-01-15,50748.0,Artificial Flowers
162,2020-01-16,50748.0,Artificial Flowers
163,2020-01-17,50748.0,Artificial Flowers
164,2020-01-18,30860.0,Artificial Flowers
165,2020-01-19,22504.0,Artificial Flowers
166,2020-01-20,22504.0,Artificial Flowers
167,2020-01-21,22504.0,Artificial Flowers
168,2020-01-22,22504.0,Artificial Flowers
169,2020-01-23,22504.0,Artificial Flowers
170,2020-01-24,17704.0,Artificial Flowers
171,2020-01-25,17704.0,Artificial Flowers
172,2020-01-26,17704.0,Artificial Flowers
173,2020-01-27,17704.0,Artificial Flowers
174,2020-01-28,17704.0,Artificial Flowers
175,2020-01-29,17704.0,Artificial Flowers
176,2020-01-30,17704.0,Artificial Flowers
177,2020-01-31,17704.0,Artificial Flowers
178,2020-02-01,22634.0,Artificial Flowers
179,2020-02-02,22144.0,Artificial Flowers
180,2020-02-03,22144.0,Artificial Flowers
181,2020-02-04,22144.0,Artificial Flowers
182,2020-02-05,11586.0,Artificial Flowers
183,2020-02-06,7280.0,Artificial Flowers
184,2020-02-07,9513.0,Artificial Flowers
185,2020-02-08,9513.0,Artificial Flowers
186,2020-02-09,9513.0,Artificial Flowers
187,2020-02-10,9513.0,Artificial Flowers
188,2020-02-11,9513.0,Artificial Flowers
189,2020-02-12,9513.0,Artificial Flowers
190,2020-02-13,13298.0,Artificial Flowers
191,2020-02-14,13298.0,Artificial Flowers
192,2020-02-15,13298.0,Artificial Flowers
193,2020-02-16,55221.0,Artificial Flowers
194,2020-02-17,55221.0,Artificial Flowers
195,2020-02-18,55221.0,Artificial Flowers
196,2020-02-19,55221.0,Artificial Flowers
197,2020-02-20,55221.0,Artificial Flowers
198,2020-02-21,55221.0,Artificial Flowers
199,2020-02-22,55221.0,Artificial Flowers
200,2020-02-23,65907.0,Artificial Flowers
201,2020-02-24,65907.0,Artificial Flowers
202,2020-02-25,65907.0,Artificial Flowers
203,2020-02-26,65907.0,Artificial Flowers
204,2020-02-27,65907.0,Artificial Flowers
205,2020-02-28,65907.0,Artificial Flowers
206,2020-02-29,35346.0,Artificial Flowers
207,2020-03-01,35346.0,Artificial Flowers
208,2020-03-02,35346.0,Artificial Flowers
209,2020-03-03,35346.0,Artificial Flowers
210,2020-03-04,35346.0,Artificial Flowers
211,2020-03-05,35346.0,Artificial Flowers
212,2020-03-06,36459.0,Artificial Flowers
213,2020-03-07,36459.0,Artificial Flowers
214,2020-03-08,36459.0,Artificial Flowers
215,2020-03-09,36459.0,Artificial Flowers
216,2020-03-10,36459.0,Artificial Flowers
217,2020-03-11,36459.0,Artificial Flowers
218,2020-03-12,32046.0,Artificial Flowers
219,2020-03-13,32046.0,Artificial Flowers
220,2020-03-14,32046.0,Artificial Flowers
221,2020-03-15,32046.0,Artificial Flowers
222,2020-03-16,32046.0,Artificial Flowers
223,2020-03-17,32046.0,Artificial Flowers
224,2020-03-18,32046.0,Artificial Flowers
225,2020-03-19,101150.0,Artificial Flowers
226,2020-03-20,101150.0,Artificial Flowers
227,2020-03-21,101150.0,Artificial Flowers
228,2020-03-22,101150.0,Artificial Flowers
229,2020-03-23,101150.0,Artificial Flowers
230,2020-03-24,101150.0,Artificial Flowers
231,2020-03-25,101150.0,Artificial Flowers
232,2020-03-26,332056.0,Artificial Flowers
233,2020-03-27,332056.0,Artificial Flowers
234,2020-03-28,332056.0,Artificial Flowers
235,2020-03-29,332056.0,Artificial Flowers
236,2020-03-30,332056.0,Artificial Flowers
237,2020-03-31,332056.0,Artificial Flowers
238,2020-04-01,130705.0,Artificial Flowers
239,2020-04-02,130705.0,Artificial Flowers
240,2020-04-03,130705.0,Artificial Flowers
241,2020-04-04,130705.0,Artificial Flowers
242,2020-04-05,130705.0,Artificial Flowers
243,2020-04-06,130705.0,Artificial Flowers
244,2020-04-07,-1.0,Artificial Flowers
245,2020-04-08,-1.0,Artificial Flowers
246,2020-04-09,-1.0,Artificial Flowers
247,2020-04-10,-1.0,Artificial Flowers
248,2020-04-11,-1.0,Artificial Flowers
249,2020-04-12,-1.0,Artificial Flowers
250,2020-04-13,-1.0,Artificial Flowers
251,2020-04-14,-1.0,Artificial Flowers
252,2020-04-15,-1.0,Artificial Flowers
253,2020-04-16,-1.0,Artificial Flowers
254,2020-04-17,-1.0,Artificial Flowers
255,2020-04-18,-1.0,Artificial Flowers
256,2020-04-19,-1.0,Artificial Flowers
257,2020-04-20,-1.0,Artificial Flowers
258,2020-04-21,-1.0,Artificial Flowers
259,2020-04-22,-1.0,Artificial Flowers
260,2020-04-23,-1.0,Artificial Flowers
261,2020-04-24,-1.0,Artificial Flowers
262,2020-04-25,-1.0,Artificial Flowers
263,2020-04-26,-1.0,Artificial Flowers
264,2020-04-27,-1.0,Artificial Flowers
265,2020-04-28,-1.0,Artificial Flowers
266,2020-04-29,-1.0,Artificial Flowers
267,2020-04-30,-1.0,Artificial Flowers
268,2020-05-01,-1.0,Artificial Flowers
269,2020-05-02,-1.0,Artificial Flowers
270,2020-05-03,-1.0,Artificial Flowers
271,2020-05-04,-1.0,Artificial Flowers
272,2020-05-05,-1.0,Artificial Flowers
273,2020-05-06,-1.0,Artificial Flowers
274,2020-05-07,-1.0,Artificial Flowers
275,2020-05-08,-1.0,Artificial Flowers
276,2020-05-09,-1.0,Artificial Flowers
277,2020-05-10,-1.0,Artificial Flowers
278,2020-05-11,-1.0,Artificial Flowers
279,2020-05-12,-1.0,Artificial Flowers
280,2020-05-13,-1.0,Artificial Flowers
281,2020-05-14,-1.0,Artificial Flowers
282,2020-05-15,-1.0,Artificial Flowers
283,2020-05-16,-1.0,Artificial Flowers
284,2020-05-17,-1.0,Artificial Flowers
285,2020-05-18,-1.0,Artificial Flowers
286,2020-05-19,-1.0,Artificial Flowers
287,2020-05-20,-1.0,Artificial Flowers
288,2020-05-21,-1.0,Artificial Flowers
289,2020-05-22,-1.0,Artificial Flowers
290,2020-05-23,-1.0,Artificial Flowers
291,2020-05-24,-1.0,Artificial Flowers
292,2020-05-25,-1.0,Artificial Flowers
293,2020-05-26,-1.0,Artificial Flowers
294,2020-05-27,-1.0,Artificial Flowers
295,2020-05-28,-1.0,Artificial Flowers
296,2020-05-29,-1.0,Artificial Flowers
297,2020-05-30,-1.0,Artificial Flowers
298,2020-05-31,-1.0,Artificial Flowers
299,2020-06-01,-1.0,Artificial Flowers
300,2020-06-02,-1.0,Artificial Flowers
301,2020-06-03,-1.0,Artificial Flowers
302,2020-06-04,-1.0,Artificial Flowers
303,2020-06-05,-1.0,Artificial Flowers
304,2020-06-06,-1.0,Artificial Flowers
305,2020-06-07,-1.0,Artificial Flowers
306,2020-06-08,-1.0,Artificial Flowers
307,2020-06-09,-1.0,Artificial Flowers
308,2020-06-10,-1.0,Artificial Flowers
309,2020-06-11,-1.0,Artificial Flowers
310,2020-06-12,-1.0,Artificial Flowers
311,2020-06-13,-1.0,Artificial Flowers
312,2020-06-14,-1.0,Artificial Flowers
313,2020-06-15,-1.0,Artificial Flowers
314,2020-06-16,-1.0,Artificial Flowers
315,2020-06-17,-1.0,Artificial Flowers
316,2020-06-18,-1.0,Artificial Flowers
317,2020-06-19,-1.0,Artificial Flowers
318,2020-06-20,-1.0,Artificial Flowers
319,2020-06-21,-1.0,Artificial Flowers
320,2020-06-22,-1.0,Artificial Flowers
321,2020-06-23,-1.0,Artificial Flowers
322,2020-06-24,-1.0,Artificial Flowers
323,2020-06-25,-1.0,Artificial Flowers
324,2020-06-26,-1.0,Artificial Flowers
325,2020-06-27,-1.0,Artificial Flowers
326,2020-06-28,-1.0,Artificial Flowers
327,2020-06-29,-1.0,Artificial Flowers
328,2020-06-30,-1.0,Artificial Flowers
329,2020-07-01,-1.0,Artificial Flowers
330,2020-07-02,-1.0,Artificial Flowers
331,2020-07-03,-1.0,Artificial Flowers
332,2020-07-04,-1.0,Artificial Flowers
333,2020-07-05,-1.0,Artificial Flowers
334,2020-07-06,-1.0,Artificial Flowers
335,2020-07-07,-1.0,Artificial Flowers
336,2020-07-08,-1.0,Artificial Flowers
337,2020-07-09,-1.0,Artificial Flowers
338,2020-07-10,-1.0,Artificial Flowers
339,2020-07-11,-1.0,Artificial Flowers
340,2020-07-12,-1.0,Artificial Flowers
341,2020-07-13,-1.0,Artificial Flowers
342,2020-07-14,-1.0,Artificial Flowers
343,2020-07-15,-1.0,Artificial Flowers
344,2020-07-16,-1.0,Artificial Flowers
345,2020-07-17,-1.0,Artificial Flowers
346,2020-07-18,-1.0,Artificial Flowers
347,2020-07-19,-1.0,Artificial Flowers
348,2020-07-20,-1.0,Artificial Flowers
349,2020-07-21,-1.0,Artificial Flowers
350,2020-07-22,-1.0,Artificial Flowers
351,2020-07-23,-1.0,Artificial Flowers
352,2020-07-24,-1.0,Artificial Flowers
353,2020-07-25,-1.0,Artificial Flowers
354,2020-07-26,-1.0,Artificial Flowers
355,2020-07-27,-1.0,Artificial Flowers
356,2020-07-28,-1.0,Artificial Flowers
357,2020-07-29,-1.0,Artificial Flowers
358,2020-07-30,-1.0,Artificial Flowers
359,2020-07-31,-1.0,Artificial Flowers
360,2020-08-01,-1.0,Artificial Flowers
361,2020-08-02,-1.0,Artificial Flowers
362,2020-08-03,-1.0,Artificial Flowers
363,2020-08-04,-1.0,Artificial Flowers
364,2020-08-05,-1.0,Artificial Flowers
365,2020-08-06,-1.0,Artificial Flowers
366,2020-08-07,-1.0,Artificial Flowers
367,2020-08-08,-1.0,Artificial Flowers
368,2020-08-09,-1.0,Artificial Flowers
369,2020-08-10,-1.0,Artificial Flowers
370,2020-08-11,-1.0,Artificial Flowers
371,2020-08-12,-1.0,Artificial Flowers
372,2020-08-13,-1.0,Artificial Flowers
373,2020-08-14,-1.0,Artificial Flowers
374,2020-08-15,-1.0,Artificial Flowers
375,2020-08-16,-1.0,Artificial Flowers
376,2020-08-17,-1.0,Artificial Flowers
377,2020-08-18,-1.0,Artificial Flowers
378,2020-08-19,-1.0,Artificial Flowers
379,2020-08-20,-1.0,Artificial Flowers
380,2020-08-21,-1.0,Artificial Flowers
381,2020-08-22,-1.0,Artificial Flowers
382,2020-08-23,-1.0,Artificial Flowers
383,2020-08-24,-1.0,Artificial Flowers
384,2020-08-25,-1.0,Artificial Flowers
385,2020-08-26,-1.0,Artificial Flowers
386,2020-08-27,-1.0,Artificial Flowers
387,2020-08-28,-1.0,Artificial Flowers
388,2020-08-29,-1.0,Artificial Flowers
389,2020-08-30,-1.0,Artificial Flowers
390,2020-08-31,-1.0,Artificial Flowers
391,2020-09-01,-1.0,Artificial Flowers
392,2020-09-02,-1.0,Artificial Flowers
393,2020-09-03,-1.0,Artificial Flowers
394,2020-09-04,-1.0,Artificial Flowers
395,2020-09-05,-1.0,Artificial Flowers
396,2020-09-06,-1.0,Artificial Flowers
397,2020-09-07,-1.0,Artificial Flowers
398,2020-09-08,-1.0,Artificial Flowers
399,2020-09-09,-1.0,Artificial Flowers
400,2020-09-10,-1.0,Artificial Flowers
401,2020-09-11,-1.0,Artificial Flowers
402,2020-09-12,-1.0,Artificial Flowers
403,2020-09-13,-1.0,Artificial Flowers
404,2020-09-14,-1.0,Artificial Flowers
405,2020-09-15,-1.0,Artificial Flowers
406,2020-09-16,-1.0,Artificial Flowers
407,2020-09-17,-1.0,Artificial Flowers
408,2020-09-18,-1.0,Artificial Flowers
409,2020-09-19,-1.0,Artificial Flowers
410,2020-09-20,-1.0,Artificial Flowers
411,2020-09-21,-1.0,Artificial Flowers
412,2020-09-22,-1.0,Artificial Flowers
413,2020-09-23,-1.0,Artificial Flowers
414,2020-09-24,-1.0,Artificial Flowers
415,2020-09-25,-1.0,Artificial Flowers
416,2020-09-26,-1.0,Artificial Flowers
417,2020-09-27,-1.0,Artificial Flowers
418,2020-09-28,-1.0,Artificial Flowers
419,2020-09-29,-1.0,Artificial Flowers
420,2020-09-30,-1.0,Artificial Flowers
421,2020-10-01,-1.0,Artificial Flowers
422,2020-10-02,-1.0,Artificial Flowers
423,2020-10-03,-1.0,Artificial Flowers
424,2020-10-04,-1.0,Artificial Flowers
425,2020-10-05,-1.0,Artificial Flowers
426,2020-10-06,-1.0,Artificial Flowers
427,2020-10-07,-1.0,Artificial Flowers
428,2020-10-08,-1.0,Artificial Flowers
429,2020-10-09,-1.0,Artificial Flowers
430,2020-10-10,-1.0,Artificial Flowers
431,2020-10-11,-1.0,Artificial Flowers
432,2020-10-12,-1.0,Artificial Flowers
433,2020-10-13,-1.0,Artificial Flowers
434,2020-10-14,-1.0,Artificial Flowers
435,2020-10-15,62434.0,Artificial Flowers
436,2020-10-16,40879.0,Artificial Flowers
437,2020-10-17,28930.0,Artificial Flowers
438,2020-10-18,28930.0,Artificial Flowers
439,2020-10-19,30552.0,Artificial Flowers
440,2020-10-20,20812.0,Artificial Flowers
441,2020-10-21,26981.0,Artificial Flowers
442,2020-10-22,18033.0,Artificial Flowers
443,2020-10-23,23657.0,Artificial Flowers
444,2020-10-24,20678.0,Artificial Flowers
445,2020-10-25,19319.0,Artificial Flowers
446,2020-10-26,35578.0,Artificial Flowers
447,2020-10-27,25055.0,Artificial Flowers
448,2020-10-28,23011.0,Artificial Flowers
449,2020-10-29,16007.0,Artificial Flowers
450,2020-10-30,16007.0,Artificial Flowers
451,2020-10-31,16007.0,Artificial Flowers
452,2020-11-01,16007.0,Artificial Flowers
453,2020-11-02,33782.0,Artificial Flowers
454,2020-11-03,31402.0,Artificial Flowers
455,2020-11-04,24667.0,Artificial Flowers
456,2020-11-05,35781.0,Artificial Flowers
457,2020-11-06,34794.0,Artificial Flowers
458,2020-11-07,33904.0,Artificial Flowers
459,2020-11-08,33904.0,Artificial Flowers
460,2020-11-09,28128.0,Artificial Flowers
461,2020-11-10,33536.0,Artificial Flowers
462,2020-11-11,33536.0,Artificial Flowers
463,2020-11-12,33536.0,Artificial Flowers
464,2020-11-13,33536.0,Artificial Flowers
465,2020-11-14,19604.0,Artificial Flowers
466,2020-11-15,19604.0,Artificial Flowers
467,2020-11-16,20870.0,Artificial Flowers
468,2020-11-17,20870.0,Artificial Flowers
469,2020-11-18,17308.0,Artificial Flowers
470,2020-11-19,18155.0,Artificial Flowers
471,2020-11-20,18155.0,Artificial Flowers
472,2020-11-21,12934.0,Artificial Flowers
473,2020-11-22,12934.0,Artificial Flowers
474,2020-11-23,21002.0,Artificial Flowers
475,2020-11-24,21002.0,Artificial Flowers
476,2020-11-25,20329.0,Artificial Flowers
477,2020-11-26,20290.0,Artificial Flowers
478,2020-11-27,17671.0,Artificial Flowers
479,2020-11-28,17671.0,Artificial Flowers
480,2020-11-29,17671.0,Artificial Flowers
481,2020-11-30,30871.0,Artificial Flowers
482,2020-12-01,41958.0,Artificial Flowers
483,2020-12-02,41958.0,Artificial Flowers
484,2020-12-03,41958.0,Artificial Flowers
485,2020-12-04,56251.0,Artificial Flowers
486,2020-12-05,56251.0,Artificial Flowers
487,2020-12-06,56251.0,Artificial Flowers
488,2020-12-07,56251.0,Artificial Flowers
489,2020-12-08,44275.0,Artificial Flowers
490,2020-12-09,44275.0,Artificial Flowers
491,2020-12-10,44275.0,Artificial Flowers
492,2020-12-11,44275.0,Artificial Flowers
493,2020-12-12,22196.0,Artificial Flowers
494,2020-12-13,24977.0,Artificial Flowers
495,2020-12-14,24977.0,Artificial Flowers
496,2020-12-15,25350.0,Artificial Flowers
497,2020-12-16,25350.0,Artificial Flowers
498,2020-12-17,30138.0,Artificial Flowers
499,2020-12-18,30138.0,Artificial Flowers
500,2020-12-19,14182.0,Artificial Flowers
501,2020-12-20,10513.0,Artificial Flowers
502,2020-12-21,17806.0,Artificial Flowers
503,2020-12-22,16664.0,Artificial Flowers
504,2020-12-23,17979.0,Artificial Flowers
505,2020-12-24,17979.0,Artificial Flowers
506,2020-12-25,16762.0,Artificial Flowers
507,2020-12-26,16762.0,Artificial Flowers
508,2020-12-27,16762.0,Artificial Flowers
509,2020-12-28,23857.0,Artificial Flowers
510,2020-12-29,23857.0,Artificial Flowers
511,2020-12-30,23857.0,Artificial Flowers
512,2020-12-31,23857.0,Artificial Flowers
513,2021-01-01,23857.0,Artificial Flowers
514,2021-01-02,23857.0,Artificial Flowers
515,2021-01-03,23857.0,Artificial Flowers
516,2021-01-04,23857.0,Artificial Flowers
517,2021-01-05,23857.0,Artificial Flowers
518,2021-01-06,23857.0,Artificial Flowers
519,2021-01-07,23857.0,Artificial Flowers
520,2021-01-08,23857.0,Artificial Flowers
521,2021-01-09,23857.0,Artificial Flowers
522,2021-01-10,23857.0,Artificial Flowers
523,2021-01-11,23857.0,Artificial Flowers
524,2021-01-12,23857.0,Artificial Flowers
525,2021-01-13,23857.0,Artificial Flowers
526,2021-01-14,23857.0,Artificial Flowers
527,2021-01-15,23857.0,Artificial Flowers
528,2021-01-16,23857.0,Artificial Flowers
529,2021-01-17,23857.0,Artificial Flowers
530,2021-01-18,23857.0,Artificial Flowers
531,2021-01-19,23857.0,Artificial Flowers
532,2021-01-20,23857.0,Artificial Flowers
533,2021-01-21,23857.0,Artificial Flowers
534,2021-01-22,23857.0,Artificial Flowers
535,2021-01-23,23857.0,Artificial Flowers
536,2021-01-24,23857.0,Artificial Flowers
537,2021-01-25,23857.0,Artificial Flowers
538,2021-01-26,23857.0,Artificial Flowers
539,2021-01-27,23857.0,Artificial Flowers
540,2021-01-28,23857.0,Artificial Flowers
541,2021-01-29,23857.0,Artificial Flowers
542,2021-01-30,23857.0,Artificial Flowers
543,2021-01-31,23857.0,Artificial Flowers
544,2021-02-01,23857.0,Artificial Flowers
545,2021-02-02,23857.0,Artificial Flowers
546,2021-02-03,23857.0,Artificial Flowers
547,2021-02-04,23857.0,Artificial Flowers
548,2021-02-05,23857.0,Artificial Flowers
549,2021-02-06,23857.0,Artificial Flowers
550,2021-02-07,23857.0,Artificial Flowers
551,2021-02-08,23857.0,Artificial Flowers
552,2021-02-09,23857.0,Artificial Flowers
553,2021-02-10,23857.0,Artificial Flowers
554,2021-02-11,23857.0,Artificial Flowers
555,2021-02-12,23857.0,Artificial Flowers
556,2021-02-13,23857.0,Artificial Flowers
557,2021-02-14,23857.0,Artificial Flowers
558,2021-02-15,23857.0,Artificial Flowers
559,2021-02-16,23857.0,Artificial Flowers
560,2021-02-17,23857.0,Artificial Flowers
561,2021-02-18,23857.0,Artificial Flowers
562,2021-02-19,23857.0,Artificial Flowers
563,2021-02-20,23857.0,Artificial Flowers
564,2021-02-21,23857.0,Artificial Flowers
565,2021-02-22,23857.0,Artificial Flowers
566,2021-02-23,23857.0,Artificial Flowers
567,2021-02-24,23857.0,Artificial Flowers
568,2021-02-25,23857.0,Artificial Flowers
569,2021-02-26,23857.0,Artificial Flowers
570,2021-02-27,23857.0,Artificial Flowers
571,2021-02-28,23857.0,Artificial Flowers
572,2021-03-01,23857.0,Artificial Flowers
573,2021-03-02,23857.0,Artificial Flowers
574,2021-03-03,23857.0,Artificial Flowers
575,2021-03-04,23857.0,Artificial Flowers
576,2021-03-05,23857.0,Artificial Flowers
577,2021-03-06,23857.0,Artificial Flowers
578,2021-03-07,23857.0,Artificial Flowers
579,2021-03-08,23857.0,Artificial Flowers
580,2021-03-09,23857.0,Artificial Flowers
581,2021-03-10,23857.0,Artificial Flowers
582,2021-03-11,23857.0,Artificial Flowers
583,2021-03-12,23857.0,Artificial Flowers
584,2021-03-13,23857.0,Artificial Flowers
585,2021-03-14,23857.0,Artificial Flowers
586,2021-03-15,23857.0,Artificial Flowers
587,2021-03-16,23857.0,Artificial Flowers
588,2021-03-17,23857.0,Artificial Flowers
589,2021-03-18,23857.0,Artificial Flowers
590,2021-03-19,23857.0,Artificial Flowers
591,2021-03-20,4009.0,Artificial Flowers
592,2021-03-21,4009.0,Artificial Flowers
593,2021-03-22,4973.0,Artificial Flowers
594,2021-03-23,3342.0,Artificial Flowers
595,2021-03-24,3292.0,Artificial Flowers
596,2021-03-25,3118.0,Artificial Flowers
597,2021-03-26,3189.0,Artificial Flowers
598,2021-03-27,3189.0,Artificial Flowers
599,2021-03-28,3419.0,Artificial Flowers
600,2021-03-29,3908.0,Artificial Flowers
601,2021-03-30,3908.0,Artificial Flowers
602,2021-03-31,3127.0,Artificial Flowers
603,2021-04-01,1828.0,Artificial Flowers
604,2021-04-02,1828.0,Artificial Flowers
605,2021-04-03,1706.0,Artificial Flowers
606,2021-04-04,2077.0,Artificial Flowers
