,date,value,name_B07VY7LWYX
607,2021-04-05,2077.0,Artificial Flowers
608,2021-04-06,2077.0,Artificial Flowers
609,2021-04-07,2303.0,Artificial Flowers
610,2021-04-08,2211.0,Artificial Flowers
611,2021-04-09,2211.0,Artificial Flowers
612,2021-04-10,1671.0,Artificial Flowers
613,2021-04-11,1671.0,Artificial Flowers
614,2021-04-12,2244.0,Artificial Flowers
615,2021-04-13,1954.0,Artificial Flowers
616,2021-04-14,1567.0,Artificial Flowers
617,2021-04-15,1607.0,Artificial Flowers
618,2021-04-16,1607.0,Artificial Flowers
619,2021-04-17,1064.0,Artificial Flowers
620,2021-04-18,1064.0,Artificial Flowers
621,2021-04-19,1522.0,Artificial Flowers
622,2021-04-20,1181.0,Artificial Flowers
623,2021-04-21,918.0,Artificial Flowers
624,2021-04-22,802.0,Artificial Flowers
625,2021-04-23,543.0,Artificial Flowers
626,2021-04-24,543.0,Artificial Flowers
627,2021-04-25,574.0,Artificial Flowers
628,2021-04-26,838.0,Artificial Flowers
629,2021-04-27,1259.0,Artificial Flowers
630,2021-04-28,1447.0,Artificial Flowers
631,2021-04-29,1447.0,Artificial Flowers
632,2021-04-30,2311.0,Artificial Flowers
633,2021-05-01,3030.0,Artificial Flowers
634,2021-05-02,3030.0,Artificial Flowers
635,2021-05-03,5218.0,Artificial Flowers
636,2021-05-04,4325.0,Artificial Flowers
637,2021-05-05,2225.0,Artificial Flowers
638,2021-05-06,1340.0,Artificial Flowers
639,2021-05-07,1551.0,Artificial Flowers
640,2021-05-08,1551.0,Artificial Flowers
641,2021-05-09,1721.0,Artificial Flowers
642,2021-05-10,3231.0,Artificial Flowers
643,2021-05-11,3231.0,Artificial Flowers
644,2021-05-12,4228.0,Artificial Flowers
645,2021-05-13,4138.0,Artificial Flowers
646,2021-05-14,3961.0,Artificial Flowers
647,2021-05-15,4614.0,Artificial Flowers
648,2021-05-16,4614.0,Artificial Flowers
649,2021-05-17,6230.0,Artificial Flowers
650,2021-05-18,4882.0,Artificial Flowers
651,2021-05-19,5731.0,Artificial Flowers
652,2021-05-20,4897.0,Artificial Flowers
653,2021-05-21,4897.0,Artificial Flowers
654,2021-05-22,4395.0,Artificial Flowers
655,2021-05-23,5551.0,Artificial Flowers
656,2021-05-24,5662.0,Artificial Flowers
657,2021-05-25,5632.0,Artificial Flowers
658,2021-05-26,5632.0,Artificial Flowers
659,2021-05-27,3734.0,Artificial Flowers
660,2021-05-28,3734.0,Artificial Flowers
661,2021-05-29,3136.0,Artificial Flowers
662,2021-05-30,3512.0,Artificial Flowers
663,2021-05-31,4091.0,Artificial Flowers
664,2021-06-01,4428.0,Artificial Flowers
665,2021-06-02,3504.0,Artificial Flowers
666,2021-06-03,3419.0,Artificial Flowers
667,2021-06-04,3419.0,Artificial Flowers
668,2021-06-05,3708.0,Artificial Flowers
669,2021-06-06,3708.0,Artificial Flowers
670,2021-06-07,3708.0,Artificial Flowers
671,2021-06-08,3908.0,Artificial Flowers
672,2021-06-09,3908.0,Artificial Flowers
673,2021-06-10,3203.0,Artificial Flowers
674,2021-06-11,3203.0,Artificial Flowers
675,2021-06-12,2536.0,Artificial Flowers
676,2021-06-13,2536.0,Artificial Flowers
677,2021-06-14,4137.0,Artificial Flowers
678,2021-06-15,4137.0,Artificial Flowers
679,2021-06-16,2575.0,Artificial Flowers
680,2021-06-17,2182.0,Artificial Flowers
681,2021-06-18,2182.0,Artificial Flowers
682,2021-06-19,1617.0,Artificial Flowers
683,2021-06-20,1617.0,Artificial Flowers
684,2021-06-21,3535.0,Artificial Flowers
685,2021-06-22,6120.0,Artificial Flowers
686,2021-06-23,6120.0,Artificial Flowers
687,2021-06-24,6529.0,Artificial Flowers
688,2021-06-25,3842.0,Artificial Flowers
689,2021-06-26,3842.0,Artificial Flowers
690,2021-06-27,3647.0,Artificial Flowers
691,2021-06-28,3647.0,Artificial Flowers
692,2021-06-29,4174.0,Artificial Flowers
693,2021-06-30,4048.0,Artificial Flowers
694,2021-07-01,3585.0,Artificial Flowers
695,2021-07-02,2963.0,Artificial Flowers
696,2021-07-03,2963.0,Artificial Flowers
697,2021-07-04,4570.0,Artificial Flowers
698,2021-07-05,5845.0,Artificial Flowers
699,2021-07-06,6051.0,Artificial Flowers
700,2021-07-07,6051.0,Artificial Flowers
701,2021-07-08,3896.0,Artificial Flowers
702,2021-07-09,3183.0,Artificial Flowers
703,2021-07-10,3183.0,Artificial Flowers
704,2021-07-11,3216.0,Artificial Flowers
