,date,value,name_B07W76Y5X8
52,2019-10-08,311690.0,Throw Pillow Covers
53,2019-10-09,264890.0,Throw Pillow Covers
54,2019-10-10,169987.0,Throw Pillow Covers
55,2019-10-11,328426.0,Throw Pillow Covers
56,2019-10-12,219097.0,Throw Pillow Covers
57,2019-10-13,292774.0,Throw Pillow Covers
58,2019-10-14,390470.0,Throw Pillow Covers
59,2019-10-15,472312.0,Throw Pillow Covers
60,2019-10-16,501620.0,Throw Pillow Covers
61,2019-10-17,309781.0,Throw Pillow Covers
62,2019-10-18,361786.0,Throw Pillow Covers
63,2019-10-19,213773.0,Throw Pillow Covers
64,2019-10-20,244816.0,Throw Pillow Covers
65,2019-10-21,429295.0,Throw Pillow Covers
66,2019-10-22,510731.0,Throw Pillow Covers
67,2019-10-23,565116.0,Throw Pillow Covers
68,2019-10-24,603493.0,Throw Pillow Covers
69,2019-10-25,456360.0,Throw Pillow Covers
70,2019-10-26,517741.0,Throw Pillow Covers
71,2019-10-27,579183.0,Throw Pillow Covers
72,2019-10-28,638676.0,Throw Pillow Covers
73,2019-10-29,677386.0,Throw Pillow Covers
74,2019-10-30,665971.0,Throw Pillow Covers
75,2019-10-31,677506.0,Throw Pillow Covers
76,2019-11-01,704908.0,Throw Pillow Covers
77,2019-11-02,448817.0,Throw Pillow Covers
78,2019-11-03,272087.0,Throw Pillow Covers
79,2019-11-04,361393.0,Throw Pillow Covers
80,2019-11-05,401977.0,Throw Pillow Covers
81,2019-11-06,522290.0,Throw Pillow Covers
82,2019-11-07,576054.0,Throw Pillow Covers
83,2019-11-08,576054.0,Throw Pillow Covers
84,2019-11-09,576054.0,Throw Pillow Covers
85,2019-11-10,576054.0,Throw Pillow Covers
86,2019-11-11,576054.0,Throw Pillow Covers
87,2019-11-12,714562.0,Throw Pillow Covers
88,2019-11-13,714562.0,Throw Pillow Covers
89,2019-11-14,714562.0,Throw Pillow Covers
90,2019-11-15,714562.0,Throw Pillow Covers
91,2019-11-16,714562.0,Throw Pillow Covers
92,2019-11-17,714562.0,Throw Pillow Covers
93,2019-11-18,714562.0,Throw Pillow Covers
94,2019-11-19,714562.0,Throw Pillow Covers
95,2019-11-20,714562.0,Throw Pillow Covers
96,2019-11-21,467111.0,Throw Pillow Covers
97,2019-11-22,467111.0,Throw Pillow Covers
98,2019-11-23,467111.0,Throw Pillow Covers
99,2019-11-24,467111.0,Throw Pillow Covers
100,2019-11-25,467111.0,Throw Pillow Covers
101,2019-11-26,467111.0,Throw Pillow Covers
102,2019-11-27,262134.0,Throw Pillow Covers
103,2019-11-28,262134.0,Throw Pillow Covers
104,2019-11-29,262134.0,Throw Pillow Covers
105,2019-11-30,262134.0,Throw Pillow Covers
106,2019-12-01,262134.0,Throw Pillow Covers
107,2019-12-02,262134.0,Throw Pillow Covers
108,2019-12-03,262134.0,Throw Pillow Covers
109,2019-12-04,262134.0,Throw Pillow Covers
110,2019-12-05,262134.0,Throw Pillow Covers
111,2019-12-06,262134.0,Throw Pillow Covers
112,2019-12-07,262134.0,Throw Pillow Covers
113,2019-12-08,262134.0,Throw Pillow Covers
114,2019-12-09,360777.0,Throw Pillow Covers
115,2019-12-10,360777.0,Throw Pillow Covers
116,2019-12-11,360777.0,Throw Pillow Covers
117,2019-12-12,360777.0,Throw Pillow Covers
118,2019-12-13,360777.0,Throw Pillow Covers
119,2019-12-14,360777.0,Throw Pillow Covers
120,2019-12-15,360777.0,Throw Pillow Covers
121,2019-12-16,360777.0,Throw Pillow Covers
122,2019-12-17,448041.0,Throw Pillow Covers
123,2019-12-18,448041.0,Throw Pillow Covers
124,2019-12-19,448041.0,Throw Pillow Covers
125,2019-12-20,448041.0,Throw Pillow Covers
126,2019-12-21,448041.0,Throw Pillow Covers
127,2019-12-22,448041.0,Throw Pillow Covers
128,2019-12-23,448041.0,Throw Pillow Covers
129,2019-12-24,448041.0,Throw Pillow Covers
130,2019-12-25,448041.0,Throw Pillow Covers
131,2019-12-26,448041.0,Throw Pillow Covers
132,2019-12-27,465004.0,Throw Pillow Covers
133,2019-12-28,465004.0,Throw Pillow Covers
134,2019-12-29,465004.0,Throw Pillow Covers
135,2019-12-30,465004.0,Throw Pillow Covers
136,2019-12-31,465004.0,Throw Pillow Covers
137,2020-01-01,465004.0,Throw Pillow Covers
138,2020-01-02,465004.0,Throw Pillow Covers
139,2020-01-03,278609.0,Throw Pillow Covers
140,2020-01-04,278609.0,Throw Pillow Covers
141,2020-01-05,278609.0,Throw Pillow Covers
142,2020-01-06,278609.0,Throw Pillow Covers
143,2020-01-07,278609.0,Throw Pillow Covers
144,2020-01-08,278609.0,Throw Pillow Covers
145,2020-01-09,278609.0,Throw Pillow Covers
146,2020-01-10,342037.0,Throw Pillow Covers
147,2020-01-11,342037.0,Throw Pillow Covers
148,2020-01-12,342037.0,Throw Pillow Covers
149,2020-01-13,342037.0,Throw Pillow Covers
150,2020-01-14,342037.0,Throw Pillow Covers
151,2020-01-15,342037.0,Throw Pillow Covers
152,2020-01-16,342037.0,Throw Pillow Covers
153,2020-01-17,342037.0,Throw Pillow Covers
154,2020-01-18,104463.0,Throw Pillow Covers
155,2020-01-19,104463.0,Throw Pillow Covers
156,2020-01-20,104463.0,Throw Pillow Covers
157,2020-01-21,252169.0,Throw Pillow Covers
158,2020-01-22,252169.0,Throw Pillow Covers
159,2020-01-23,252169.0,Throw Pillow Covers
160,2020-01-24,252169.0,Throw Pillow Covers
161,2020-01-25,252169.0,Throw Pillow Covers
162,2020-01-26,252169.0,Throw Pillow Covers
163,2020-01-27,252169.0,Throw Pillow Covers
164,2020-01-28,252169.0,Throw Pillow Covers
165,2020-01-29,252169.0,Throw Pillow Covers
166,2020-01-30,447602.0,Throw Pillow Covers
167,2020-01-31,447602.0,Throw Pillow Covers
168,2020-02-01,447602.0,Throw Pillow Covers
169,2020-02-02,447602.0,Throw Pillow Covers
170,2020-02-03,447602.0,Throw Pillow Covers
171,2020-02-04,232778.0,Throw Pillow Covers
172,2020-02-05,232778.0,Throw Pillow Covers
173,2020-02-06,232778.0,Throw Pillow Covers
174,2020-02-07,232778.0,Throw Pillow Covers
175,2020-02-08,232778.0,Throw Pillow Covers
176,2020-02-09,232778.0,Throw Pillow Covers
177,2020-02-10,232778.0,Throw Pillow Covers
178,2020-02-11,232778.0,Throw Pillow Covers
179,2020-02-12,232778.0,Throw Pillow Covers
180,2020-02-13,220555.0,Throw Pillow Covers
181,2020-02-14,220555.0,Throw Pillow Covers
182,2020-02-15,220555.0,Throw Pillow Covers
183,2020-02-16,220555.0,Throw Pillow Covers
184,2020-02-17,220555.0,Throw Pillow Covers
185,2020-02-18,220555.0,Throw Pillow Covers
186,2020-02-19,220555.0,Throw Pillow Covers
187,2020-02-20,220555.0,Throw Pillow Covers
188,2020-02-21,220555.0,Throw Pillow Covers
189,2020-02-22,220555.0,Throw Pillow Covers
190,2020-02-23,514328.0,Throw Pillow Covers
191,2020-02-24,514328.0,Throw Pillow Covers
192,2020-02-25,491865.0,Throw Pillow Covers
193,2020-02-26,491865.0,Throw Pillow Covers
194,2020-02-27,304114.0,Throw Pillow Covers
195,2020-02-28,304114.0,Throw Pillow Covers
196,2020-02-29,304114.0,Throw Pillow Covers
197,2020-03-01,304114.0,Throw Pillow Covers
198,2020-03-02,304114.0,Throw Pillow Covers
199,2020-03-03,205067.0,Throw Pillow Covers
200,2020-03-04,205067.0,Throw Pillow Covers
201,2020-03-05,205067.0,Throw Pillow Covers
202,2020-03-06,205067.0,Throw Pillow Covers
203,2020-03-07,205067.0,Throw Pillow Covers
204,2020-03-08,205067.0,Throw Pillow Covers
205,2020-03-09,205067.0,Throw Pillow Covers
206,2020-03-10,205067.0,Throw Pillow Covers
207,2020-03-11,260574.0,Throw Pillow Covers
208,2020-03-12,260574.0,Throw Pillow Covers
209,2020-03-13,260574.0,Throw Pillow Covers
210,2020-03-14,229709.0,Throw Pillow Covers
211,2020-03-15,229709.0,Throw Pillow Covers
212,2020-03-16,229709.0,Throw Pillow Covers
213,2020-03-17,229709.0,Throw Pillow Covers
214,2020-03-18,229709.0,Throw Pillow Covers
215,2020-03-19,229709.0,Throw Pillow Covers
216,2020-03-20,229709.0,Throw Pillow Covers
217,2020-03-21,229709.0,Throw Pillow Covers
218,2020-03-22,229709.0,Throw Pillow Covers
219,2020-03-23,229709.0,Throw Pillow Covers
220,2020-03-24,229709.0,Throw Pillow Covers
221,2020-03-25,229709.0,Throw Pillow Covers
222,2020-03-26,229709.0,Throw Pillow Covers
223,2020-03-27,229709.0,Throw Pillow Covers
224,2020-03-28,229709.0,Throw Pillow Covers
225,2020-03-29,229709.0,Throw Pillow Covers
226,2020-03-30,229709.0,Throw Pillow Covers
227,2020-03-31,464819.0,Throw Pillow Covers
228,2020-04-01,464819.0,Throw Pillow Covers
229,2020-04-02,464819.0,Throw Pillow Covers
230,2020-04-03,464819.0,Throw Pillow Covers
231,2020-04-04,464819.0,Throw Pillow Covers
232,2020-04-05,464819.0,Throw Pillow Covers
233,2020-04-06,464819.0,Throw Pillow Covers
234,2020-04-07,191214.0,Throw Pillow Covers
235,2020-04-08,191214.0,Throw Pillow Covers
236,2020-04-09,191214.0,Throw Pillow Covers
237,2020-04-10,191214.0,Throw Pillow Covers
238,2020-04-11,191214.0,Throw Pillow Covers
239,2020-04-12,191214.0,Throw Pillow Covers
240,2020-04-13,191214.0,Throw Pillow Covers
241,2020-04-14,255302.0,Throw Pillow Covers
242,2020-04-15,255302.0,Throw Pillow Covers
243,2020-04-16,255302.0,Throw Pillow Covers
244,2020-04-17,255302.0,Throw Pillow Covers
245,2020-04-18,255302.0,Throw Pillow Covers
246,2020-04-19,234595.0,Throw Pillow Covers
247,2020-04-20,234595.0,Throw Pillow Covers
248,2020-04-21,234595.0,Throw Pillow Covers
249,2020-04-22,234595.0,Throw Pillow Covers
250,2020-04-23,234595.0,Throw Pillow Covers
251,2020-04-24,234595.0,Throw Pillow Covers
252,2020-04-25,227553.0,Throw Pillow Covers
253,2020-04-26,227553.0,Throw Pillow Covers
254,2020-04-27,227553.0,Throw Pillow Covers
255,2020-04-28,227553.0,Throw Pillow Covers
256,2020-04-29,175479.0,Throw Pillow Covers
257,2020-04-30,175479.0,Throw Pillow Covers
258,2020-05-01,175479.0,Throw Pillow Covers
259,2020-05-02,175479.0,Throw Pillow Covers
260,2020-05-03,175479.0,Throw Pillow Covers
261,2020-05-04,124962.0,Throw Pillow Covers
262,2020-05-05,124962.0,Throw Pillow Covers
263,2020-05-06,124962.0,Throw Pillow Covers
264,2020-05-07,124962.0,Throw Pillow Covers
265,2020-05-08,124962.0,Throw Pillow Covers
266,2020-05-09,168854.0,Throw Pillow Covers
267,2020-05-10,168854.0,Throw Pillow Covers
268,2020-05-11,168854.0,Throw Pillow Covers
269,2020-05-12,168854.0,Throw Pillow Covers
270,2020-05-13,168854.0,Throw Pillow Covers
271,2020-05-14,264171.0,Throw Pillow Covers
272,2020-05-15,264171.0,Throw Pillow Covers
273,2020-05-16,264171.0,Throw Pillow Covers
274,2020-05-17,264171.0,Throw Pillow Covers
275,2020-05-18,264171.0,Throw Pillow Covers
276,2020-05-19,264171.0,Throw Pillow Covers
277,2020-05-20,264171.0,Throw Pillow Covers
278,2020-05-21,264171.0,Throw Pillow Covers
279,2020-05-22,264171.0,Throw Pillow Covers
280,2020-05-23,264171.0,Throw Pillow Covers
281,2020-05-24,264171.0,Throw Pillow Covers
282,2020-05-25,264171.0,Throw Pillow Covers
283,2020-05-26,264171.0,Throw Pillow Covers
284,2020-05-27,264171.0,Throw Pillow Covers
285,2020-05-28,264171.0,Throw Pillow Covers
286,2020-05-29,264171.0,Throw Pillow Covers
287,2020-05-30,264171.0,Throw Pillow Covers
288,2020-05-31,264171.0,Throw Pillow Covers
289,2020-06-01,132775.0,Throw Pillow Covers
290,2020-06-02,132775.0,Throw Pillow Covers
291,2020-06-03,132775.0,Throw Pillow Covers
292,2020-06-04,132775.0,Throw Pillow Covers
293,2020-06-05,132775.0,Throw Pillow Covers
294,2020-06-06,222914.0,Throw Pillow Covers
295,2020-06-07,222914.0,Throw Pillow Covers
296,2020-06-08,222914.0,Throw Pillow Covers
297,2020-06-09,222914.0,Throw Pillow Covers
298,2020-06-10,222914.0,Throw Pillow Covers
299,2020-06-11,317885.0,Throw Pillow Covers
300,2020-06-12,317885.0,Throw Pillow Covers
301,2020-06-13,317885.0,Throw Pillow Covers
302,2020-06-14,317885.0,Throw Pillow Covers
303,2020-06-15,290241.0,Throw Pillow Covers
304,2020-06-16,290241.0,Throw Pillow Covers
305,2020-06-17,290241.0,Throw Pillow Covers
306,2020-06-18,290241.0,Throw Pillow Covers
307,2020-06-19,290241.0,Throw Pillow Covers
308,2020-06-20,290241.0,Throw Pillow Covers
309,2020-06-21,290241.0,Throw Pillow Covers
310,2020-06-22,290241.0,Throw Pillow Covers
311,2020-06-23,186069.0,Throw Pillow Covers
312,2020-06-24,186069.0,Throw Pillow Covers
313,2020-06-25,186069.0,Throw Pillow Covers
314,2020-06-26,186069.0,Throw Pillow Covers
315,2020-06-27,186069.0,Throw Pillow Covers
316,2020-06-28,186069.0,Throw Pillow Covers
317,2020-06-29,186069.0,Throw Pillow Covers
318,2020-06-30,186069.0,Throw Pillow Covers
319,2020-07-01,186069.0,Throw Pillow Covers
320,2020-07-02,186069.0,Throw Pillow Covers
321,2020-07-03,186069.0,Throw Pillow Covers
322,2020-07-04,186069.0,Throw Pillow Covers
323,2020-07-05,186069.0,Throw Pillow Covers
324,2020-07-06,186069.0,Throw Pillow Covers
325,2020-07-07,186069.0,Throw Pillow Covers
326,2020-07-08,233467.0,Throw Pillow Covers
327,2020-07-09,233467.0,Throw Pillow Covers
328,2020-07-10,157368.0,Throw Pillow Covers
329,2020-07-11,157368.0,Throw Pillow Covers
330,2020-07-12,157368.0,Throw Pillow Covers
331,2020-07-13,157368.0,Throw Pillow Covers
332,2020-07-14,157368.0,Throw Pillow Covers
333,2020-07-15,157368.0,Throw Pillow Covers
334,2020-07-16,157368.0,Throw Pillow Covers
335,2020-07-17,157368.0,Throw Pillow Covers
336,2020-07-18,157368.0,Throw Pillow Covers
337,2020-07-19,249757.0,Throw Pillow Covers
338,2020-07-20,249757.0,Throw Pillow Covers
339,2020-07-21,249757.0,Throw Pillow Covers
340,2020-07-22,249757.0,Throw Pillow Covers
341,2020-07-23,305474.0,Throw Pillow Covers
342,2020-07-24,305474.0,Throw Pillow Covers
343,2020-07-25,305474.0,Throw Pillow Covers
344,2020-07-26,305474.0,Throw Pillow Covers
345,2020-07-27,224216.0,Throw Pillow Covers
346,2020-07-28,224216.0,Throw Pillow Covers
347,2020-07-29,224216.0,Throw Pillow Covers
348,2020-07-30,224216.0,Throw Pillow Covers
349,2020-07-31,224216.0,Throw Pillow Covers
350,2020-08-01,224216.0,Throw Pillow Covers
351,2020-08-02,224216.0,Throw Pillow Covers
352,2020-08-03,338377.0,Throw Pillow Covers
353,2020-08-04,338377.0,Throw Pillow Covers
354,2020-08-05,338377.0,Throw Pillow Covers
355,2020-08-06,338377.0,Throw Pillow Covers
356,2020-08-07,338377.0,Throw Pillow Covers
357,2020-08-08,338377.0,Throw Pillow Covers
358,2020-08-09,338377.0,Throw Pillow Covers
359,2020-08-10,338377.0,Throw Pillow Covers
360,2020-08-11,338377.0,Throw Pillow Covers
361,2020-08-12,338377.0,Throw Pillow Covers
362,2020-08-13,631013.0,Throw Pillow Covers
363,2020-08-14,631013.0,Throw Pillow Covers
364,2020-08-15,631013.0,Throw Pillow Covers
365,2020-08-16,631013.0,Throw Pillow Covers
366,2020-08-17,268537.0,Throw Pillow Covers
367,2020-08-18,268537.0,Throw Pillow Covers
368,2020-08-19,268537.0,Throw Pillow Covers
369,2020-08-20,268537.0,Throw Pillow Covers
370,2020-08-21,268537.0,Throw Pillow Covers
371,2020-08-22,268537.0,Throw Pillow Covers
372,2020-08-23,503760.0,Throw Pillow Covers
373,2020-08-24,503760.0,Throw Pillow Covers
374,2020-08-25,503760.0,Throw Pillow Covers
375,2020-08-26,503760.0,Throw Pillow Covers
376,2020-08-27,503760.0,Throw Pillow Covers
377,2020-08-28,503760.0,Throw Pillow Covers
378,2020-08-29,569690.0,Throw Pillow Covers
379,2020-08-30,569690.0,Throw Pillow Covers
380,2020-08-31,569690.0,Throw Pillow Covers
381,2020-09-01,569690.0,Throw Pillow Covers
382,2020-09-02,569690.0,Throw Pillow Covers
383,2020-09-03,569690.0,Throw Pillow Covers
384,2020-09-04,569690.0,Throw Pillow Covers
385,2020-09-05,569690.0,Throw Pillow Covers
386,2020-09-06,569690.0,Throw Pillow Covers
387,2020-09-07,569690.0,Throw Pillow Covers
388,2020-09-08,253572.0,Throw Pillow Covers
389,2020-09-09,253572.0,Throw Pillow Covers
390,2020-09-10,253572.0,Throw Pillow Covers
391,2020-09-11,253572.0,Throw Pillow Covers
392,2020-09-12,492011.0,Throw Pillow Covers
393,2020-09-13,492011.0,Throw Pillow Covers
394,2020-09-14,492011.0,Throw Pillow Covers
395,2020-09-15,492011.0,Throw Pillow Covers
396,2020-09-16,492011.0,Throw Pillow Covers
397,2020-09-17,492011.0,Throw Pillow Covers
398,2020-09-18,492011.0,Throw Pillow Covers
399,2020-09-19,492011.0,Throw Pillow Covers
400,2020-09-20,492011.0,Throw Pillow Covers
401,2020-09-21,492011.0,Throw Pillow Covers
402,2020-09-22,492011.0,Throw Pillow Covers
403,2020-09-23,492011.0,Throw Pillow Covers
404,2020-09-24,492011.0,Throw Pillow Covers
405,2020-09-25,492011.0,Throw Pillow Covers
406,2020-09-26,492011.0,Throw Pillow Covers
407,2020-09-27,492011.0,Throw Pillow Covers
408,2020-09-28,492011.0,Throw Pillow Covers
409,2020-09-29,356715.0,Throw Pillow Covers
410,2020-09-30,356715.0,Throw Pillow Covers
411,2020-10-01,356715.0,Throw Pillow Covers
412,2020-10-02,356715.0,Throw Pillow Covers
413,2020-10-03,356715.0,Throw Pillow Covers
414,2020-10-04,356715.0,Throw Pillow Covers
415,2020-10-05,817814.0,Throw Pillow Covers
416,2020-10-06,817814.0,Throw Pillow Covers
417,2020-10-07,817814.0,Throw Pillow Covers
418,2020-10-08,817814.0,Throw Pillow Covers
419,2020-10-09,817814.0,Throw Pillow Covers
420,2020-10-10,817814.0,Throw Pillow Covers
421,2020-10-11,817814.0,Throw Pillow Covers
422,2020-10-12,412074.0,Throw Pillow Covers
423,2020-10-13,412074.0,Throw Pillow Covers
424,2020-10-14,412074.0,Throw Pillow Covers
425,2020-10-15,412074.0,Throw Pillow Covers
426,2020-10-16,412074.0,Throw Pillow Covers
427,2020-10-17,412074.0,Throw Pillow Covers
428,2020-10-18,412074.0,Throw Pillow Covers
429,2020-10-19,412074.0,Throw Pillow Covers
430,2020-10-20,412074.0,Throw Pillow Covers
431,2020-10-21,412074.0,Throw Pillow Covers
432,2020-10-22,412074.0,Throw Pillow Covers
433,2020-10-23,412074.0,Throw Pillow Covers
434,2020-10-24,412074.0,Throw Pillow Covers
435,2020-10-25,412074.0,Throw Pillow Covers
436,2020-10-26,607458.0,Throw Pillow Covers
437,2020-10-27,607458.0,Throw Pillow Covers
438,2020-10-28,607458.0,Throw Pillow Covers
439,2020-10-29,607458.0,Throw Pillow Covers
440,2020-10-30,607458.0,Throw Pillow Covers
441,2020-10-31,442211.0,Throw Pillow Covers
442,2020-11-01,442211.0,Throw Pillow Covers
443,2020-11-02,442211.0,Throw Pillow Covers
444,2020-11-03,442211.0,Throw Pillow Covers
445,2020-11-04,442211.0,Throw Pillow Covers
446,2020-11-05,442211.0,Throw Pillow Covers
447,2020-11-06,442211.0,Throw Pillow Covers
448,2020-11-07,442211.0,Throw Pillow Covers
449,2020-11-08,585729.0,Throw Pillow Covers
450,2020-11-09,585729.0,Throw Pillow Covers
451,2020-11-10,585729.0,Throw Pillow Covers
452,2020-11-11,585729.0,Throw Pillow Covers
453,2020-11-12,585729.0,Throw Pillow Covers
454,2020-11-13,585729.0,Throw Pillow Covers
455,2020-11-14,585729.0,Throw Pillow Covers
456,2020-11-15,649866.0,Throw Pillow Covers
457,2020-11-16,649866.0,Throw Pillow Covers
458,2020-11-17,649866.0,Throw Pillow Covers
459,2020-11-18,461540.0,Throw Pillow Covers
460,2020-11-19,461540.0,Throw Pillow Covers
461,2020-11-20,461540.0,Throw Pillow Covers
462,2020-11-21,461540.0,Throw Pillow Covers
463,2020-11-22,461540.0,Throw Pillow Covers
464,2020-11-23,422100.0,Throw Pillow Covers
465,2020-11-24,422100.0,Throw Pillow Covers
466,2020-11-25,422100.0,Throw Pillow Covers
467,2020-11-26,422100.0,Throw Pillow Covers
468,2020-11-27,422100.0,Throw Pillow Covers
469,2020-11-28,422100.0,Throw Pillow Covers
470,2020-11-29,422100.0,Throw Pillow Covers
471,2020-11-30,422100.0,Throw Pillow Covers
472,2020-12-01,422100.0,Throw Pillow Covers
473,2020-12-02,422100.0,Throw Pillow Covers
474,2020-12-03,422100.0,Throw Pillow Covers
475,2020-12-04,422100.0,Throw Pillow Covers
476,2020-12-05,422100.0,Throw Pillow Covers
477,2020-12-06,422100.0,Throw Pillow Covers
478,2020-12-07,422100.0,Throw Pillow Covers
479,2020-12-08,422100.0,Throw Pillow Covers
480,2020-12-09,422100.0,Throw Pillow Covers
481,2020-12-10,422100.0,Throw Pillow Covers
482,2020-12-11,422100.0,Throw Pillow Covers
483,2020-12-12,422100.0,Throw Pillow Covers
484,2020-12-13,422100.0,Throw Pillow Covers
485,2020-12-14,422100.0,Throw Pillow Covers
486,2020-12-15,422100.0,Throw Pillow Covers
487,2020-12-16,422100.0,Throw Pillow Covers
488,2020-12-17,422100.0,Throw Pillow Covers
489,2020-12-18,422100.0,Throw Pillow Covers
490,2020-12-19,422100.0,Throw Pillow Covers
491,2020-12-20,422100.0,Throw Pillow Covers
492,2020-12-21,422100.0,Throw Pillow Covers
493,2020-12-22,422100.0,Throw Pillow Covers
494,2020-12-23,422100.0,Throw Pillow Covers
495,2020-12-24,859478.0,Throw Pillow Covers
496,2020-12-25,859478.0,Throw Pillow Covers
497,2020-12-26,859478.0,Throw Pillow Covers
498,2020-12-27,859478.0,Throw Pillow Covers
499,2020-12-28,859478.0,Throw Pillow Covers
500,2020-12-29,859478.0,Throw Pillow Covers
501,2020-12-30,859478.0,Throw Pillow Covers
502,2020-12-31,859478.0,Throw Pillow Covers
503,2021-01-01,426263.0,Throw Pillow Covers
504,2021-01-02,426263.0,Throw Pillow Covers
505,2021-01-03,426263.0,Throw Pillow Covers
506,2021-01-04,426263.0,Throw Pillow Covers
507,2021-01-05,217155.0,Throw Pillow Covers
508,2021-01-06,217155.0,Throw Pillow Covers
509,2021-01-07,217155.0,Throw Pillow Covers
510,2021-01-08,217155.0,Throw Pillow Covers
511,2021-01-09,217155.0,Throw Pillow Covers
512,2021-01-10,217155.0,Throw Pillow Covers
513,2021-01-11,662668.0,Throw Pillow Covers
514,2021-01-12,662668.0,Throw Pillow Covers
515,2021-01-13,662668.0,Throw Pillow Covers
516,2021-01-14,662668.0,Throw Pillow Covers
517,2021-01-15,662668.0,Throw Pillow Covers
518,2021-01-16,662668.0,Throw Pillow Covers
519,2021-01-17,662668.0,Throw Pillow Covers
520,2021-01-18,662668.0,Throw Pillow Covers
521,2021-01-19,662668.0,Throw Pillow Covers
522,2021-01-20,662668.0,Throw Pillow Covers
523,2021-01-21,662668.0,Throw Pillow Covers
524,2021-01-22,662668.0,Throw Pillow Covers
525,2021-01-23,662668.0,Throw Pillow Covers
526,2021-01-24,662668.0,Throw Pillow Covers
527,2021-01-25,662668.0,Throw Pillow Covers
528,2021-01-26,662668.0,Throw Pillow Covers
529,2021-01-27,662668.0,Throw Pillow Covers
530,2021-01-28,589506.0,Throw Pillow Covers
531,2021-01-29,589506.0,Throw Pillow Covers
532,2021-01-30,589506.0,Throw Pillow Covers
533,2021-01-31,238966.0,Throw Pillow Covers
534,2021-02-01,238966.0,Throw Pillow Covers
535,2021-02-02,238966.0,Throw Pillow Covers
536,2021-02-03,238966.0,Throw Pillow Covers
537,2021-02-04,238966.0,Throw Pillow Covers
538,2021-02-05,238966.0,Throw Pillow Covers
539,2021-02-06,418590.0,Throw Pillow Covers
540,2021-02-07,418590.0,Throw Pillow Covers
541,2021-02-08,418590.0,Throw Pillow Covers
542,2021-02-09,418590.0,Throw Pillow Covers
543,2021-02-10,418590.0,Throw Pillow Covers
544,2021-02-11,9175.0,Throw Pillow Covers
545,2021-02-12,9175.0,Throw Pillow Covers
546,2021-02-13,5612.0,Throw Pillow Covers
547,2021-02-14,7683.0,Throw Pillow Covers
548,2021-02-15,7683.0,Throw Pillow Covers
549,2021-02-16,7683.0,Throw Pillow Covers
550,2021-02-17,7632.0,Throw Pillow Covers
551,2021-02-18,9038.0,Throw Pillow Covers
552,2021-02-19,6509.0,Throw Pillow Covers
553,2021-02-20,7704.0,Throw Pillow Covers
554,2021-02-21,8739.0,Throw Pillow Covers
555,2021-02-22,8739.0,Throw Pillow Covers
556,2021-02-23,8739.0,Throw Pillow Covers
557,2021-02-24,5662.0,Throw Pillow Covers
