,date,value,name_B08G8FZJ1Y
0,2020-08-27,22644.0,Gloves
1,2020-08-28,22644.0,Gloves
2,2020-08-29,22644.0,Gloves
3,2020-08-30,6813.0,Gloves
4,2020-08-31,6813.0,Gloves
5,2020-09-01,5091.0,Gloves
6,2020-09-02,4298.0,Gloves
7,2020-09-03,4298.0,Gloves
8,2020-09-04,4298.0,Gloves
9,2020-09-05,3874.0,Gloves
10,2020-09-06,3874.0,Gloves
11,2020-09-07,3738.0,Gloves
12,2020-09-08,3456.0,Gloves
13,2020-09-09,3172.0,Gloves
14,2020-09-10,3365.0,Gloves
15,2020-09-11,3099.0,Gloves
16,2020-09-12,3792.0,Gloves
17,2020-09-13,3999.0,Gloves
18,2020-09-14,4604.0,Gloves
19,2020-09-15,3976.0,Gloves
20,2020-09-16,4417.0,Gloves
21,2020-09-17,4651.0,Gloves
22,2020-09-18,4154.0,Gloves
23,2020-09-19,3975.0,Gloves
24,2020-09-20,3975.0,Gloves
25,2020-09-21,3975.0,Gloves
26,2020-09-22,3975.0,Gloves
27,2020-09-23,3975.0,Gloves
28,2020-09-24,3975.0,Gloves
29,2020-09-25,8898.0,Gloves
30,2020-09-26,8898.0,Gloves
31,2020-09-27,8898.0,Gloves
32,2020-09-28,7645.0,Gloves
33,2020-09-29,7633.0,Gloves
34,2020-09-30,8548.0,Gloves
35,2020-10-01,8548.0,Gloves
36,2020-10-02,8548.0,Gloves
37,2020-10-03,8548.0,Gloves
38,2020-10-04,8548.0,Gloves
39,2020-10-05,11446.0,Gloves
40,2020-10-06,12330.0,Gloves
41,2020-10-07,12330.0,Gloves
42,2020-10-08,12330.0,Gloves
43,2020-10-09,14828.0,Gloves
44,2020-10-10,17089.0,Gloves
45,2020-10-11,17089.0,Gloves
46,2020-10-12,17089.0,Gloves
47,2020-10-13,20302.0,Gloves
48,2020-10-14,20302.0,Gloves
49,2020-10-15,20302.0,Gloves
50,2020-10-16,21693.0,Gloves
51,2020-10-17,21693.0,Gloves
52,2020-10-18,21693.0,Gloves
53,2020-10-19,21693.0,Gloves
54,2020-10-20,33424.0,Gloves
55,2020-10-21,33424.0,Gloves
56,2020-10-22,33424.0,Gloves
57,2020-10-23,33922.0,Gloves
58,2020-10-24,33922.0,Gloves
59,2020-10-25,51112.0,Gloves
60,2020-10-26,51112.0,Gloves
61,2020-10-27,51112.0,Gloves
62,2020-10-28,51112.0,Gloves
63,2020-10-29,51112.0,Gloves
64,2020-10-30,51112.0,Gloves
65,2020-10-31,71000.0,Gloves
66,2020-11-01,71000.0,Gloves
67,2020-11-02,95787.0,Gloves
68,2020-11-03,95787.0,Gloves
69,2020-11-04,95787.0,Gloves
70,2020-11-05,95787.0,Gloves
71,2020-11-06,95787.0,Gloves
72,2020-11-07,95787.0,Gloves
73,2020-11-08,88300.0,Gloves
74,2020-11-09,88300.0,Gloves
75,2020-11-10,88300.0,Gloves
76,2020-11-11,88300.0,Gloves
77,2020-11-12,88300.0,Gloves
78,2020-11-13,88300.0,Gloves
79,2020-11-14,88300.0,Gloves
80,2020-11-15,108604.0,Gloves
81,2020-11-16,108604.0,Gloves
82,2020-11-17,108604.0,Gloves
83,2020-11-18,108604.0,Gloves
84,2020-11-19,65092.0,Gloves
85,2020-11-20,65092.0,Gloves
86,2020-11-21,65092.0,Gloves
87,2020-11-22,65092.0,Gloves
88,2020-11-23,28747.0,Gloves
89,2020-11-24,28747.0,Gloves
90,2020-11-25,7408.0,Gloves
91,2020-11-26,7408.0,Gloves
92,2020-11-27,7408.0,Gloves
93,2020-11-28,7408.0,Gloves
94,2020-11-29,7408.0,Gloves
95,2020-11-30,7408.0,Gloves
96,2020-12-01,7408.0,Gloves
97,2020-12-02,44864.0,Gloves
98,2020-12-03,44864.0,Gloves
99,2020-12-04,44864.0,Gloves
100,2020-12-05,44864.0,Gloves
101,2020-12-06,27084.0,Gloves
102,2020-12-07,35452.0,Gloves
103,2020-12-08,35452.0,Gloves
104,2020-12-09,35452.0,Gloves
105,2020-12-10,34632.0,Gloves
106,2020-12-11,34632.0,Gloves
107,2020-12-12,34632.0,Gloves
108,2020-12-13,54089.0,Gloves
109,2020-12-14,54089.0,Gloves
110,2020-12-15,54089.0,Gloves
111,2020-12-16,54089.0,Gloves
112,2020-12-17,18368.0,Gloves
113,2020-12-18,18368.0,Gloves
114,2020-12-19,18368.0,Gloves
115,2020-12-20,15533.0,Gloves
116,2020-12-21,15533.0,Gloves
117,2020-12-22,15533.0,Gloves
118,2020-12-23,11628.0,Gloves
119,2020-12-24,10505.0,Gloves
120,2020-12-25,10505.0,Gloves
121,2020-12-26,10505.0,Gloves
122,2020-12-27,9070.0,Gloves
123,2020-12-28,9070.0,Gloves
124,2020-12-29,6635.0,Gloves
125,2020-12-30,6635.0,Gloves
126,2020-12-31,6127.0,Gloves
127,2021-01-01,6127.0,Gloves
128,2021-01-02,6127.0,Gloves
129,2021-01-03,6127.0,Gloves
130,2021-01-04,2825.0,Gloves
131,2021-01-05,2825.0,Gloves
132,2021-01-06,2825.0,Gloves
133,2021-01-07,1440.0,Gloves
134,2021-01-08,1421.0,Gloves
135,2021-01-09,1421.0,Gloves
136,2021-01-10,1421.0,Gloves
137,2021-01-11,1483.0,Gloves
138,2021-01-12,1065.0,Gloves
139,2021-01-13,1065.0,Gloves
140,2021-01-14,1065.0,Gloves
141,2021-01-15,1119.0,Gloves
142,2021-01-16,1119.0,Gloves
143,2021-01-17,1119.0,Gloves
144,2021-01-18,1325.0,Gloves
145,2021-01-19,1213.0,Gloves
146,2021-01-20,1216.0,Gloves
147,2021-01-21,1326.0,Gloves
148,2021-01-22,1485.0,Gloves
149,2021-01-23,1231.0,Gloves
150,2021-01-24,1231.0,Gloves
151,2021-01-25,1231.0,Gloves
152,2021-01-26,1232.0,Gloves
153,2021-01-27,1482.0,Gloves
154,2021-01-28,1482.0,Gloves
155,2021-01-29,1813.0,Gloves
156,2021-01-30,1813.0,Gloves
157,2021-01-31,2312.0,Gloves
158,2021-02-01,2665.0,Gloves
159,2021-02-02,2665.0,Gloves
160,2021-02-03,2680.0,Gloves
161,2021-02-04,2680.0,Gloves
162,2021-02-05,3163.0,Gloves
163,2021-02-06,3163.0,Gloves
164,2021-02-07,3166.0,Gloves
165,2021-02-08,3299.0,Gloves
166,2021-02-09,3299.0,Gloves
167,2021-02-10,3299.0,Gloves
168,2021-02-11,3590.0,Gloves
169,2021-02-12,4121.0,Gloves
170,2021-02-13,4121.0,Gloves
171,2021-02-14,4121.0,Gloves
172,2021-02-15,4010.0,Gloves
173,2021-02-16,4328.0,Gloves
174,2021-02-17,4328.0,Gloves
175,2021-02-18,4980.0,Gloves
176,2021-02-19,5075.0,Gloves
177,2021-02-20,5997.0,Gloves
178,2021-02-21,5997.0,Gloves
179,2021-02-22,6923.0,Gloves
180,2021-02-23,6923.0,Gloves
181,2021-02-24,6923.0,Gloves
182,2021-02-25,5319.0,Gloves
183,2021-02-26,5319.0,Gloves
184,2021-02-27,5913.0,Gloves
185,2021-02-28,5913.0,Gloves
186,2021-03-01,7536.0,Gloves
187,2021-03-02,7536.0,Gloves
188,2021-03-03,7536.0,Gloves
189,2021-03-04,6372.0,Gloves
190,2021-03-05,6372.0,Gloves
191,2021-03-06,5298.0,Gloves
192,2021-03-07,5658.0,Gloves
193,2021-03-08,5658.0,Gloves
194,2021-03-09,5658.0,Gloves
195,2021-03-10,5658.0,Gloves
196,2021-03-11,5658.0,Gloves
197,2021-03-12,5658.0,Gloves
198,2021-03-13,5658.0,Gloves
199,2021-03-14,5658.0,Gloves
200,2021-03-15,8555.0,Gloves
201,2021-03-16,8516.0,Gloves
202,2021-03-17,8516.0,Gloves
203,2021-03-18,8746.0,Gloves
204,2021-03-19,8746.0,Gloves
205,2021-03-20,11138.0,Gloves
206,2021-03-21,11138.0,Gloves
207,2021-03-22,12167.0,Gloves
208,2021-03-23,10193.0,Gloves
209,2021-03-24,10545.0,Gloves
210,2021-03-25,10588.0,Gloves
211,2021-03-26,10588.0,Gloves
212,2021-03-27,8394.0,Gloves
213,2021-03-28,8394.0,Gloves
214,2021-03-29,9786.0,Gloves
215,2021-03-30,9786.0,Gloves
216,2021-03-31,10463.0,Gloves
217,2021-04-01,10001.0,Gloves
218,2021-04-02,10001.0,Gloves
219,2021-04-03,7686.0,Gloves
220,2021-04-04,8862.0,Gloves
221,2021-04-05,9940.0,Gloves
222,2021-04-06,9940.0,Gloves
223,2021-04-07,9940.0,Gloves
224,2021-04-08,7926.0,Gloves
225,2021-04-09,10274.0,Gloves
226,2021-04-10,10274.0,Gloves
227,2021-04-11,10274.0,Gloves
228,2021-04-12,9238.0,Gloves
229,2021-04-13,9238.0,Gloves
230,2021-04-14,9238.0,Gloves
231,2021-04-15,9891.0,Gloves
232,2021-04-16,9891.0,Gloves
233,2021-04-17,9891.0,Gloves
234,2021-04-18,11953.0,Gloves
235,2021-04-19,11953.0,Gloves
236,2021-04-20,10440.0,Gloves
237,2021-04-21,8680.0,Gloves
238,2021-04-22,9207.0,Gloves
239,2021-04-23,10023.0,Gloves
240,2021-04-24,10023.0,Gloves
241,2021-04-25,10023.0,Gloves
242,2021-04-26,11098.0,Gloves
243,2021-04-27,10903.0,Gloves
244,2021-04-28,10903.0,Gloves
245,2021-04-29,10903.0,Gloves
246,2021-04-30,8734.0,Gloves
247,2021-05-01,8734.0,Gloves
248,2021-05-02,8734.0,Gloves
249,2021-05-03,9461.0,Gloves
250,2021-05-04,9461.0,Gloves
251,2021-05-05,10357.0,Gloves
252,2021-05-06,10357.0,Gloves
253,2021-05-07,8302.0,Gloves
254,2021-05-08,6596.0,Gloves
255,2021-05-09,6596.0,Gloves
256,2021-05-10,7643.0,Gloves
257,2021-05-11,7643.0,Gloves
258,2021-05-12,6593.0,Gloves
259,2021-05-13,6821.0,Gloves
260,2021-05-14,6821.0,Gloves
261,2021-05-15,6875.0,Gloves
262,2021-05-16,7681.0,Gloves
263,2021-05-17,7681.0,Gloves
264,2021-05-18,9786.0,Gloves
265,2021-05-19,9786.0,Gloves
266,2021-05-20,10184.0,Gloves
267,2021-05-21,10287.0,Gloves
268,2021-05-22,10287.0,Gloves
269,2021-05-23,10287.0,Gloves
270,2021-05-24,12856.0,Gloves
271,2021-05-25,12856.0,Gloves
272,2021-05-26,11354.0,Gloves
273,2021-05-27,13640.0,Gloves
274,2021-05-28,13640.0,Gloves
275,2021-05-29,10582.0,Gloves
276,2021-05-30,10582.0,Gloves
277,2021-05-31,10695.0,Gloves
278,2021-06-01,10695.0,Gloves
279,2021-06-02,12074.0,Gloves
280,2021-06-03,12074.0,Gloves
281,2021-06-04,11115.0,Gloves
282,2021-06-05,11115.0,Gloves
283,2021-06-06,11115.0,Gloves
284,2021-06-07,14103.0,Gloves
285,2021-06-08,14103.0,Gloves
286,2021-06-09,10833.0,Gloves
287,2021-06-10,10833.0,Gloves
288,2021-06-11,12362.0,Gloves
289,2021-06-12,12362.0,Gloves
290,2021-06-13,12362.0,Gloves
291,2021-06-14,18580.0,Gloves
292,2021-06-15,18580.0,Gloves
293,2021-06-16,19436.0,Gloves
294,2021-06-17,15130.0,Gloves
295,2021-06-18,15945.0,Gloves
296,2021-06-19,15945.0,Gloves
297,2021-06-20,15945.0,Gloves
298,2021-06-21,17524.0,Gloves
299,2021-06-22,18476.0,Gloves
300,2021-06-23,18232.0,Gloves
301,2021-06-24,18232.0,Gloves
302,2021-06-25,17456.0,Gloves
303,2021-06-26,17456.0,Gloves
304,2021-06-27,17456.0,Gloves
305,2021-06-28,22128.0,Gloves
306,2021-06-29,23418.0,Gloves
307,2021-06-30,23418.0,Gloves
308,2021-07-01,22840.0,Gloves
309,2021-07-02,22840.0,Gloves
310,2021-07-03,22840.0,Gloves
311,2021-07-04,22840.0,Gloves
312,2021-07-05,21250.0,Gloves
313,2021-07-06,21475.0,Gloves
314,2021-07-07,22914.0,Gloves
315,2021-07-08,22914.0,Gloves
316,2021-07-09,21339.0,Gloves
317,2021-07-10,21339.0,Gloves
318,2021-07-11,21990.0,Gloves
