,date,value,name_B07JB4NJNN
514,2020-03-10,16402.0,Wall & Tabletop Frames
515,2020-03-11,16402.0,Wall & Tabletop Frames
516,2020-03-12,16402.0,Wall & Tabletop Frames
517,2020-03-13,16402.0,Wall & Tabletop Frames
518,2020-03-14,16402.0,Wall & Tabletop Frames
519,2020-03-15,16402.0,Wall & Tabletop Frames
520,2020-03-16,16402.0,Wall & Tabletop Frames
521,2020-03-17,13200.0,Wall & Tabletop Frames
522,2020-03-18,13200.0,Wall & Tabletop Frames
523,2020-03-19,13200.0,Wall & Tabletop Frames
524,2020-03-20,15354.0,Wall & Tabletop Frames
525,2020-03-21,15354.0,Wall & Tabletop Frames
526,2020-03-22,15354.0,Wall & Tabletop Frames
527,2020-03-23,15354.0,Wall & Tabletop Frames
528,2020-03-24,15354.0,Wall & Tabletop Frames
529,2020-03-25,8284.0,Wall & Tabletop Frames
530,2020-03-26,8284.0,Wall & Tabletop Frames
531,2020-03-27,8284.0,Wall & Tabletop Frames
532,2020-03-28,8284.0,Wall & Tabletop Frames
533,2020-03-29,12931.0,Wall & Tabletop Frames
534,2020-03-30,12931.0,Wall & Tabletop Frames
535,2020-03-31,13461.0,Wall & Tabletop Frames
536,2020-04-01,14269.0,Wall & Tabletop Frames
537,2020-04-02,14269.0,Wall & Tabletop Frames
538,2020-04-03,14269.0,Wall & Tabletop Frames
539,2020-04-04,14269.0,Wall & Tabletop Frames
540,2020-04-05,14269.0,Wall & Tabletop Frames
541,2020-04-06,16601.0,Wall & Tabletop Frames
542,2020-04-07,15430.0,Wall & Tabletop Frames
543,2020-04-08,15430.0,Wall & Tabletop Frames
544,2020-04-09,15430.0,Wall & Tabletop Frames
545,2020-04-10,14825.0,Wall & Tabletop Frames
546,2020-04-11,14825.0,Wall & Tabletop Frames
547,2020-04-12,14825.0,Wall & Tabletop Frames
548,2020-04-13,14825.0,Wall & Tabletop Frames
549,2020-04-14,14825.0,Wall & Tabletop Frames
550,2020-04-15,14825.0,Wall & Tabletop Frames
551,2020-04-16,14825.0,Wall & Tabletop Frames
552,2020-04-17,14825.0,Wall & Tabletop Frames
553,2020-04-18,14825.0,Wall & Tabletop Frames
554,2020-04-19,14825.0,Wall & Tabletop Frames
555,2020-04-20,14825.0,Wall & Tabletop Frames
556,2020-04-21,15206.0,Wall & Tabletop Frames
557,2020-04-22,15206.0,Wall & Tabletop Frames
558,2020-04-23,15206.0,Wall & Tabletop Frames
559,2020-04-24,15206.0,Wall & Tabletop Frames
560,2020-04-25,15206.0,Wall & Tabletop Frames
561,2020-04-26,15206.0,Wall & Tabletop Frames
562,2020-04-27,24686.0,Wall & Tabletop Frames
563,2020-04-28,24686.0,Wall & Tabletop Frames
564,2020-04-29,24359.0,Wall & Tabletop Frames
565,2020-04-30,24359.0,Wall & Tabletop Frames
566,2020-05-01,24359.0,Wall & Tabletop Frames
567,2020-05-02,24359.0,Wall & Tabletop Frames
568,2020-05-03,24359.0,Wall & Tabletop Frames
569,2020-05-04,24359.0,Wall & Tabletop Frames
570,2020-05-05,24359.0,Wall & Tabletop Frames
571,2020-05-06,24359.0,Wall & Tabletop Frames
572,2020-05-07,24359.0,Wall & Tabletop Frames
573,2020-05-08,24359.0,Wall & Tabletop Frames
574,2020-05-09,24359.0,Wall & Tabletop Frames
575,2020-05-10,24359.0,Wall & Tabletop Frames
576,2020-05-11,24359.0,Wall & Tabletop Frames
577,2020-05-12,24359.0,Wall & Tabletop Frames
578,2020-05-13,24359.0,Wall & Tabletop Frames
579,2020-05-14,24359.0,Wall & Tabletop Frames
580,2020-05-15,24359.0,Wall & Tabletop Frames
581,2020-05-16,24359.0,Wall & Tabletop Frames
582,2020-05-17,24359.0,Wall & Tabletop Frames
583,2020-05-18,225312.0,Wall & Tabletop Frames
584,2020-05-19,225312.0,Wall & Tabletop Frames
585,2020-05-20,225312.0,Wall & Tabletop Frames
586,2020-05-21,225312.0,Wall & Tabletop Frames
587,2020-05-22,42166.0,Wall & Tabletop Frames
588,2020-05-23,28477.0,Wall & Tabletop Frames
589,2020-05-24,28477.0,Wall & Tabletop Frames
590,2020-05-25,21353.0,Wall & Tabletop Frames
591,2020-05-26,21353.0,Wall & Tabletop Frames
592,2020-05-27,21353.0,Wall & Tabletop Frames
593,2020-05-28,21353.0,Wall & Tabletop Frames
594,2020-05-29,21353.0,Wall & Tabletop Frames
595,2020-05-30,21353.0,Wall & Tabletop Frames
596,2020-05-31,21353.0,Wall & Tabletop Frames
597,2020-06-01,21353.0,Wall & Tabletop Frames
598,2020-06-02,21353.0,Wall & Tabletop Frames
599,2020-06-03,8808.0,Wall & Tabletop Frames
600,2020-06-04,8808.0,Wall & Tabletop Frames
601,2020-06-05,8808.0,Wall & Tabletop Frames
602,2020-06-06,8808.0,Wall & Tabletop Frames
603,2020-06-07,8808.0,Wall & Tabletop Frames
604,2020-06-08,12026.0,Wall & Tabletop Frames
605,2020-06-09,12026.0,Wall & Tabletop Frames
606,2020-06-10,12026.0,Wall & Tabletop Frames
607,2020-06-11,10112.0,Wall & Tabletop Frames
608,2020-06-12,10112.0,Wall & Tabletop Frames
609,2020-06-13,10112.0,Wall & Tabletop Frames
610,2020-06-14,10112.0,Wall & Tabletop Frames
611,2020-06-15,8824.0,Wall & Tabletop Frames
612,2020-06-16,8447.0,Wall & Tabletop Frames
613,2020-06-17,8447.0,Wall & Tabletop Frames
614,2020-06-18,8392.0,Wall & Tabletop Frames
615,2020-06-19,10129.0,Wall & Tabletop Frames
616,2020-06-20,10129.0,Wall & Tabletop Frames
617,2020-06-21,10129.0,Wall & Tabletop Frames
618,2020-06-22,10129.0,Wall & Tabletop Frames
619,2020-06-23,10894.0,Wall & Tabletop Frames
620,2020-06-24,10894.0,Wall & Tabletop Frames
621,2020-06-25,10894.0,Wall & Tabletop Frames
622,2020-06-26,10894.0,Wall & Tabletop Frames
623,2020-06-27,10894.0,Wall & Tabletop Frames
624,2020-06-28,10894.0,Wall & Tabletop Frames
625,2020-06-29,10894.0,Wall & Tabletop Frames
626,2020-06-30,17152.0,Wall & Tabletop Frames
627,2020-07-01,17152.0,Wall & Tabletop Frames
628,2020-07-02,17152.0,Wall & Tabletop Frames
629,2020-07-03,17152.0,Wall & Tabletop Frames
630,2020-07-04,17152.0,Wall & Tabletop Frames
631,2020-07-05,17152.0,Wall & Tabletop Frames
632,2020-07-06,17152.0,Wall & Tabletop Frames
633,2020-07-07,17152.0,Wall & Tabletop Frames
634,2020-07-08,22431.0,Wall & Tabletop Frames
635,2020-07-09,22431.0,Wall & Tabletop Frames
636,2020-07-10,22431.0,Wall & Tabletop Frames
637,2020-07-11,22431.0,Wall & Tabletop Frames
638,2020-07-12,30811.0,Wall & Tabletop Frames
639,2020-07-13,30811.0,Wall & Tabletop Frames
640,2020-07-14,30811.0,Wall & Tabletop Frames
641,2020-07-15,30811.0,Wall & Tabletop Frames
642,2020-07-16,30811.0,Wall & Tabletop Frames
643,2020-07-17,30811.0,Wall & Tabletop Frames
644,2020-07-18,30811.0,Wall & Tabletop Frames
645,2020-07-19,30811.0,Wall & Tabletop Frames
646,2020-07-20,30811.0,Wall & Tabletop Frames
647,2020-07-21,20505.0,Wall & Tabletop Frames
648,2020-07-22,20505.0,Wall & Tabletop Frames
649,2020-07-23,20505.0,Wall & Tabletop Frames
650,2020-07-24,20505.0,Wall & Tabletop Frames
651,2020-07-25,21031.0,Wall & Tabletop Frames
652,2020-07-26,21031.0,Wall & Tabletop Frames
653,2020-07-27,21031.0,Wall & Tabletop Frames
654,2020-07-28,13942.0,Wall & Tabletop Frames
655,2020-07-29,13942.0,Wall & Tabletop Frames
656,2020-07-30,13942.0,Wall & Tabletop Frames
657,2020-07-31,13942.0,Wall & Tabletop Frames
658,2020-08-01,9617.0,Wall & Tabletop Frames
659,2020-08-02,9617.0,Wall & Tabletop Frames
660,2020-08-03,8513.0,Wall & Tabletop Frames
661,2020-08-04,8513.0,Wall & Tabletop Frames
662,2020-08-05,8513.0,Wall & Tabletop Frames
663,2020-08-06,9018.0,Wall & Tabletop Frames
664,2020-08-07,9018.0,Wall & Tabletop Frames
665,2020-08-08,9018.0,Wall & Tabletop Frames
666,2020-08-09,15248.0,Wall & Tabletop Frames
667,2020-08-10,15248.0,Wall & Tabletop Frames
668,2020-08-11,15248.0,Wall & Tabletop Frames
669,2020-08-12,15248.0,Wall & Tabletop Frames
670,2020-08-13,15248.0,Wall & Tabletop Frames
671,2020-08-14,15248.0,Wall & Tabletop Frames
672,2020-08-15,12081.0,Wall & Tabletop Frames
673,2020-08-16,12081.0,Wall & Tabletop Frames
674,2020-08-17,12081.0,Wall & Tabletop Frames
675,2020-08-18,10960.0,Wall & Tabletop Frames
676,2020-08-19,10960.0,Wall & Tabletop Frames
677,2020-08-20,12201.0,Wall & Tabletop Frames
678,2020-08-21,11207.0,Wall & Tabletop Frames
679,2020-08-22,11207.0,Wall & Tabletop Frames
680,2020-08-23,11207.0,Wall & Tabletop Frames
681,2020-08-24,11207.0,Wall & Tabletop Frames
682,2020-08-25,12464.0,Wall & Tabletop Frames
683,2020-08-26,12464.0,Wall & Tabletop Frames
684,2020-08-27,12464.0,Wall & Tabletop Frames
685,2020-08-28,10707.0,Wall & Tabletop Frames
686,2020-08-29,10707.0,Wall & Tabletop Frames
687,2020-08-30,10707.0,Wall & Tabletop Frames
688,2020-08-31,12825.0,Wall & Tabletop Frames
689,2020-09-01,12825.0,Wall & Tabletop Frames
690,2020-09-02,12825.0,Wall & Tabletop Frames
691,2020-09-03,12825.0,Wall & Tabletop Frames
692,2020-09-04,12825.0,Wall & Tabletop Frames
693,2020-09-05,11366.0,Wall & Tabletop Frames
694,2020-09-06,11366.0,Wall & Tabletop Frames
695,2020-09-07,11366.0,Wall & Tabletop Frames
696,2020-09-08,14079.0,Wall & Tabletop Frames
697,2020-09-09,14079.0,Wall & Tabletop Frames
698,2020-09-10,11668.0,Wall & Tabletop Frames
699,2020-09-11,10303.0,Wall & Tabletop Frames
700,2020-09-12,12005.0,Wall & Tabletop Frames
701,2020-09-13,10953.0,Wall & Tabletop Frames
702,2020-09-14,10953.0,Wall & Tabletop Frames
703,2020-09-15,8966.0,Wall & Tabletop Frames
704,2020-09-16,8966.0,Wall & Tabletop Frames
705,2020-09-17,8966.0,Wall & Tabletop Frames
706,2020-09-18,11264.0,Wall & Tabletop Frames
707,2020-09-19,10159.0,Wall & Tabletop Frames
708,2020-09-20,10159.0,Wall & Tabletop Frames
709,2020-09-21,10159.0,Wall & Tabletop Frames
710,2020-09-22,9514.0,Wall & Tabletop Frames
711,2020-09-23,10777.0,Wall & Tabletop Frames
712,2020-09-24,10777.0,Wall & Tabletop Frames
713,2020-09-25,12002.0,Wall & Tabletop Frames
714,2020-09-26,12002.0,Wall & Tabletop Frames
715,2020-09-27,12002.0,Wall & Tabletop Frames
716,2020-09-28,12002.0,Wall & Tabletop Frames
717,2020-09-29,10486.0,Wall & Tabletop Frames
718,2020-09-30,10486.0,Wall & Tabletop Frames
719,2020-10-01,10486.0,Wall & Tabletop Frames
720,2020-10-02,10486.0,Wall & Tabletop Frames
721,2020-10-03,10486.0,Wall & Tabletop Frames
722,2020-10-04,10486.0,Wall & Tabletop Frames
723,2020-10-05,9586.0,Wall & Tabletop Frames
724,2020-10-06,9586.0,Wall & Tabletop Frames
725,2020-10-07,9586.0,Wall & Tabletop Frames
726,2020-10-08,9197.0,Wall & Tabletop Frames
727,2020-10-09,9197.0,Wall & Tabletop Frames
728,2020-10-10,10492.0,Wall & Tabletop Frames
729,2020-10-11,10492.0,Wall & Tabletop Frames
730,2020-10-12,10492.0,Wall & Tabletop Frames
731,2020-10-13,8484.0,Wall & Tabletop Frames
732,2020-10-14,8484.0,Wall & Tabletop Frames
733,2020-10-15,14148.0,Wall & Tabletop Frames
734,2020-10-16,14148.0,Wall & Tabletop Frames
735,2020-10-17,14148.0,Wall & Tabletop Frames
736,2020-10-18,14148.0,Wall & Tabletop Frames
737,2020-10-19,14148.0,Wall & Tabletop Frames
738,2020-10-20,9121.0,Wall & Tabletop Frames
739,2020-10-21,9121.0,Wall & Tabletop Frames
740,2020-10-22,10799.0,Wall & Tabletop Frames
741,2020-10-23,10799.0,Wall & Tabletop Frames
742,2020-10-24,10665.0,Wall & Tabletop Frames
743,2020-10-25,10665.0,Wall & Tabletop Frames
744,2020-10-26,11488.0,Wall & Tabletop Frames
745,2020-10-27,11488.0,Wall & Tabletop Frames
746,2020-10-28,11488.0,Wall & Tabletop Frames
747,2020-10-29,11488.0,Wall & Tabletop Frames
748,2020-10-30,12019.0,Wall & Tabletop Frames
749,2020-10-31,12019.0,Wall & Tabletop Frames
750,2020-11-01,12019.0,Wall & Tabletop Frames
751,2020-11-02,15703.0,Wall & Tabletop Frames
752,2020-11-03,15703.0,Wall & Tabletop Frames
753,2020-11-04,13805.0,Wall & Tabletop Frames
754,2020-11-05,13805.0,Wall & Tabletop Frames
755,2020-11-06,13805.0,Wall & Tabletop Frames
756,2020-11-07,13805.0,Wall & Tabletop Frames
757,2020-11-08,13805.0,Wall & Tabletop Frames
758,2020-11-09,12009.0,Wall & Tabletop Frames
759,2020-11-10,12216.0,Wall & Tabletop Frames
760,2020-11-11,12216.0,Wall & Tabletop Frames
761,2020-11-12,12216.0,Wall & Tabletop Frames
762,2020-11-13,12216.0,Wall & Tabletop Frames
763,2020-11-14,14325.0,Wall & Tabletop Frames
764,2020-11-15,14325.0,Wall & Tabletop Frames
765,2020-11-16,12558.0,Wall & Tabletop Frames
766,2020-11-17,12558.0,Wall & Tabletop Frames
767,2020-11-18,12558.0,Wall & Tabletop Frames
768,2020-11-19,12558.0,Wall & Tabletop Frames
769,2020-11-20,12558.0,Wall & Tabletop Frames
770,2020-11-21,12558.0,Wall & Tabletop Frames
771,2020-11-22,12603.0,Wall & Tabletop Frames
772,2020-11-23,13717.0,Wall & Tabletop Frames
773,2020-11-24,13717.0,Wall & Tabletop Frames
774,2020-11-25,13717.0,Wall & Tabletop Frames
775,2020-11-26,13717.0,Wall & Tabletop Frames
776,2020-11-27,16648.0,Wall & Tabletop Frames
777,2020-11-28,19737.0,Wall & Tabletop Frames
778,2020-11-29,19737.0,Wall & Tabletop Frames
779,2020-11-30,13955.0,Wall & Tabletop Frames
780,2020-12-01,13955.0,Wall & Tabletop Frames
781,2020-12-02,13955.0,Wall & Tabletop Frames
782,2020-12-03,13955.0,Wall & Tabletop Frames
783,2020-12-04,12491.0,Wall & Tabletop Frames
784,2020-12-05,12491.0,Wall & Tabletop Frames
785,2020-12-06,12491.0,Wall & Tabletop Frames
786,2020-12-07,12491.0,Wall & Tabletop Frames
787,2020-12-08,10008.0,Wall & Tabletop Frames
788,2020-12-09,10008.0,Wall & Tabletop Frames
789,2020-12-10,9262.0,Wall & Tabletop Frames
790,2020-12-11,9262.0,Wall & Tabletop Frames
791,2020-12-12,8740.0,Wall & Tabletop Frames
792,2020-12-13,8740.0,Wall & Tabletop Frames
793,2020-12-14,7793.0,Wall & Tabletop Frames
794,2020-12-15,7793.0,Wall & Tabletop Frames
795,2020-12-16,7793.0,Wall & Tabletop Frames
796,2020-12-17,9646.0,Wall & Tabletop Frames
797,2020-12-18,10637.0,Wall & Tabletop Frames
798,2020-12-19,10637.0,Wall & Tabletop Frames
799,2020-12-20,10637.0,Wall & Tabletop Frames
800,2020-12-21,10637.0,Wall & Tabletop Frames
801,2020-12-22,8046.0,Wall & Tabletop Frames
802,2020-12-23,7262.0,Wall & Tabletop Frames
803,2020-12-24,7262.0,Wall & Tabletop Frames
804,2020-12-25,8285.0,Wall & Tabletop Frames
805,2020-12-26,9017.0,Wall & Tabletop Frames
806,2020-12-27,9017.0,Wall & Tabletop Frames
807,2020-12-28,9017.0,Wall & Tabletop Frames
808,2020-12-29,13295.0,Wall & Tabletop Frames
809,2020-12-30,13295.0,Wall & Tabletop Frames
810,2020-12-31,13295.0,Wall & Tabletop Frames
811,2021-01-01,13295.0,Wall & Tabletop Frames
812,2021-01-02,13295.0,Wall & Tabletop Frames
813,2021-01-03,13295.0,Wall & Tabletop Frames
814,2021-01-04,13295.0,Wall & Tabletop Frames
815,2021-01-05,19415.0,Wall & Tabletop Frames
816,2021-01-06,19415.0,Wall & Tabletop Frames
817,2021-01-07,12174.0,Wall & Tabletop Frames
818,2021-01-08,12174.0,Wall & Tabletop Frames
819,2021-01-09,12174.0,Wall & Tabletop Frames
820,2021-01-10,16006.0,Wall & Tabletop Frames
821,2021-01-11,16006.0,Wall & Tabletop Frames
822,2021-01-12,20017.0,Wall & Tabletop Frames
823,2021-01-13,20017.0,Wall & Tabletop Frames
824,2021-01-14,20017.0,Wall & Tabletop Frames
825,2021-01-15,20017.0,Wall & Tabletop Frames
826,2021-01-16,15946.0,Wall & Tabletop Frames
827,2021-01-17,15946.0,Wall & Tabletop Frames
828,2021-01-18,15946.0,Wall & Tabletop Frames
829,2021-01-19,15946.0,Wall & Tabletop Frames
830,2021-01-20,15946.0,Wall & Tabletop Frames
831,2021-01-21,10648.0,Wall & Tabletop Frames
832,2021-01-22,10648.0,Wall & Tabletop Frames
833,2021-01-23,11694.0,Wall & Tabletop Frames
834,2021-01-24,11694.0,Wall & Tabletop Frames
835,2021-01-25,8811.0,Wall & Tabletop Frames
836,2021-01-26,8811.0,Wall & Tabletop Frames
837,2021-01-27,8811.0,Wall & Tabletop Frames
838,2021-01-28,8811.0,Wall & Tabletop Frames
839,2021-01-29,12501.0,Wall & Tabletop Frames
840,2021-01-30,12501.0,Wall & Tabletop Frames
841,2021-01-31,12501.0,Wall & Tabletop Frames
842,2021-02-01,11389.0,Wall & Tabletop Frames
843,2021-02-02,11389.0,Wall & Tabletop Frames
844,2021-02-03,11389.0,Wall & Tabletop Frames
845,2021-02-04,11389.0,Wall & Tabletop Frames
846,2021-02-05,20247.0,Wall & Tabletop Frames
847,2021-02-06,20247.0,Wall & Tabletop Frames
848,2021-02-07,20247.0,Wall & Tabletop Frames
849,2021-02-08,20247.0,Wall & Tabletop Frames
850,2021-02-09,18971.0,Wall & Tabletop Frames
851,2021-02-10,18971.0,Wall & Tabletop Frames
852,2021-02-11,18971.0,Wall & Tabletop Frames
853,2021-02-12,17166.0,Wall & Tabletop Frames
854,2021-02-13,17166.0,Wall & Tabletop Frames
855,2021-02-14,17166.0,Wall & Tabletop Frames
856,2021-02-15,17166.0,Wall & Tabletop Frames
857,2021-02-16,19106.0,Wall & Tabletop Frames
858,2021-02-17,19106.0,Wall & Tabletop Frames
859,2021-02-18,19106.0,Wall & Tabletop Frames
860,2021-02-19,19106.0,Wall & Tabletop Frames
861,2021-02-20,17502.0,Wall & Tabletop Frames
862,2021-02-21,17502.0,Wall & Tabletop Frames
863,2021-02-22,14929.0,Wall & Tabletop Frames
864,2021-02-23,14929.0,Wall & Tabletop Frames
865,2021-02-24,15878.0,Wall & Tabletop Frames
866,2021-02-25,11284.0,Wall & Tabletop Frames
867,2021-02-26,12207.0,Wall & Tabletop Frames
868,2021-02-27,12207.0,Wall & Tabletop Frames
869,2021-02-28,10766.0,Wall & Tabletop Frames
870,2021-03-01,11710.0,Wall & Tabletop Frames
871,2021-03-02,11710.0,Wall & Tabletop Frames
872,2021-03-03,11710.0,Wall & Tabletop Frames
873,2021-03-04,11710.0,Wall & Tabletop Frames
874,2021-03-05,12526.0,Wall & Tabletop Frames
875,2021-03-06,12526.0,Wall & Tabletop Frames
876,2021-03-07,12526.0,Wall & Tabletop Frames
877,2021-03-08,12526.0,Wall & Tabletop Frames
878,2021-03-09,12526.0,Wall & Tabletop Frames
879,2021-03-10,12526.0,Wall & Tabletop Frames
880,2021-03-11,10635.0,Wall & Tabletop Frames
881,2021-03-12,12061.0,Wall & Tabletop Frames
882,2021-03-13,12061.0,Wall & Tabletop Frames
883,2021-03-14,12061.0,Wall & Tabletop Frames
884,2021-03-15,14409.0,Wall & Tabletop Frames
885,2021-03-16,13288.0,Wall & Tabletop Frames
886,2021-03-17,13288.0,Wall & Tabletop Frames
887,2021-03-18,16563.0,Wall & Tabletop Frames
888,2021-03-19,16563.0,Wall & Tabletop Frames
889,2021-03-20,16563.0,Wall & Tabletop Frames
890,2021-03-21,16563.0,Wall & Tabletop Frames
891,2021-03-22,16563.0,Wall & Tabletop Frames
892,2021-03-23,14865.0,Wall & Tabletop Frames
893,2021-03-24,14865.0,Wall & Tabletop Frames
894,2021-03-25,14865.0,Wall & Tabletop Frames
895,2021-03-26,14865.0,Wall & Tabletop Frames
896,2021-03-27,14865.0,Wall & Tabletop Frames
897,2021-03-28,14865.0,Wall & Tabletop Frames
898,2021-03-29,13413.0,Wall & Tabletop Frames
899,2021-03-30,19363.0,Wall & Tabletop Frames
900,2021-03-31,19363.0,Wall & Tabletop Frames
901,2021-04-01,19363.0,Wall & Tabletop Frames
902,2021-04-02,17581.0,Wall & Tabletop Frames
903,2021-04-03,17581.0,Wall & Tabletop Frames
904,2021-04-04,17581.0,Wall & Tabletop Frames
905,2021-04-05,17581.0,Wall & Tabletop Frames
906,2021-04-06,17581.0,Wall & Tabletop Frames
907,2021-04-07,15917.0,Wall & Tabletop Frames
908,2021-04-08,15917.0,Wall & Tabletop Frames
909,2021-04-09,18682.0,Wall & Tabletop Frames
910,2021-04-10,18682.0,Wall & Tabletop Frames
911,2021-04-11,18682.0,Wall & Tabletop Frames
912,2021-04-12,18682.0,Wall & Tabletop Frames
913,2021-04-13,18062.0,Wall & Tabletop Frames
914,2021-04-14,19644.0,Wall & Tabletop Frames
915,2021-04-15,18870.0,Wall & Tabletop Frames
916,2021-04-16,20820.0,Wall & Tabletop Frames
917,2021-04-17,18060.0,Wall & Tabletop Frames
918,2021-04-18,19320.0,Wall & Tabletop Frames
919,2021-04-19,18242.0,Wall & Tabletop Frames
920,2021-04-20,18242.0,Wall & Tabletop Frames
921,2021-04-21,18884.0,Wall & Tabletop Frames
922,2021-04-22,18736.0,Wall & Tabletop Frames
923,2021-04-23,16375.0,Wall & Tabletop Frames
924,2021-04-24,17043.0,Wall & Tabletop Frames
925,2021-04-25,17043.0,Wall & Tabletop Frames
926,2021-04-26,17043.0,Wall & Tabletop Frames
927,2021-04-27,15778.0,Wall & Tabletop Frames
928,2021-04-28,18871.0,Wall & Tabletop Frames
929,2021-04-29,18871.0,Wall & Tabletop Frames
930,2021-04-30,18871.0,Wall & Tabletop Frames
931,2021-05-01,18871.0,Wall & Tabletop Frames
932,2021-05-02,18871.0,Wall & Tabletop Frames
933,2021-05-03,18871.0,Wall & Tabletop Frames
934,2021-05-04,18945.0,Wall & Tabletop Frames
935,2021-05-05,16568.0,Wall & Tabletop Frames
936,2021-05-06,16568.0,Wall & Tabletop Frames
937,2021-05-07,16568.0,Wall & Tabletop Frames
938,2021-05-08,15821.0,Wall & Tabletop Frames
939,2021-05-09,15821.0,Wall & Tabletop Frames
940,2021-05-10,15028.0,Wall & Tabletop Frames
941,2021-05-11,15028.0,Wall & Tabletop Frames
942,2021-05-12,12246.0,Wall & Tabletop Frames
943,2021-05-13,12246.0,Wall & Tabletop Frames
944,2021-05-14,17285.0,Wall & Tabletop Frames
945,2021-05-15,17285.0,Wall & Tabletop Frames
946,2021-05-16,17285.0,Wall & Tabletop Frames
947,2021-05-17,18857.0,Wall & Tabletop Frames
948,2021-05-18,18857.0,Wall & Tabletop Frames
949,2021-05-19,22733.0,Wall & Tabletop Frames
950,2021-05-20,20455.0,Wall & Tabletop Frames
951,2021-05-21,19686.0,Wall & Tabletop Frames
952,2021-05-22,20742.0,Wall & Tabletop Frames
953,2021-05-23,20742.0,Wall & Tabletop Frames
954,2021-05-24,20742.0,Wall & Tabletop Frames
955,2021-05-25,20389.0,Wall & Tabletop Frames
956,2021-05-26,19276.0,Wall & Tabletop Frames
957,2021-05-27,19276.0,Wall & Tabletop Frames
958,2021-05-28,28139.0,Wall & Tabletop Frames
959,2021-05-29,28139.0,Wall & Tabletop Frames
960,2021-05-30,28139.0,Wall & Tabletop Frames
961,2021-05-31,20364.0,Wall & Tabletop Frames
962,2021-06-01,23120.0,Wall & Tabletop Frames
963,2021-06-02,23120.0,Wall & Tabletop Frames
964,2021-06-03,23120.0,Wall & Tabletop Frames
965,2021-06-04,23120.0,Wall & Tabletop Frames
966,2021-06-05,15047.0,Wall & Tabletop Frames
967,2021-06-06,15047.0,Wall & Tabletop Frames
968,2021-06-07,16463.0,Wall & Tabletop Frames
969,2021-06-08,19866.0,Wall & Tabletop Frames
970,2021-06-09,18884.0,Wall & Tabletop Frames
971,2021-06-10,18884.0,Wall & Tabletop Frames
972,2021-06-11,19721.0,Wall & Tabletop Frames
973,2021-06-12,19721.0,Wall & Tabletop Frames
974,2021-06-13,19721.0,Wall & Tabletop Frames
975,2021-06-14,19721.0,Wall & Tabletop Frames
976,2021-06-15,21118.0,Wall & Tabletop Frames
977,2021-06-16,21118.0,Wall & Tabletop Frames
978,2021-06-17,18609.0,Wall & Tabletop Frames
979,2021-06-18,20772.0,Wall & Tabletop Frames
980,2021-06-19,20772.0,Wall & Tabletop Frames
981,2021-06-20,20772.0,Wall & Tabletop Frames
982,2021-06-21,28663.0,Wall & Tabletop Frames
983,2021-06-22,34163.0,Wall & Tabletop Frames
984,2021-06-23,33085.0,Wall & Tabletop Frames
985,2021-06-24,33085.0,Wall & Tabletop Frames
986,2021-06-25,33085.0,Wall & Tabletop Frames
987,2021-06-26,33085.0,Wall & Tabletop Frames
988,2021-06-27,23943.0,Wall & Tabletop Frames
989,2021-06-28,23943.0,Wall & Tabletop Frames
990,2021-06-29,21723.0,Wall & Tabletop Frames
991,2021-06-30,21723.0,Wall & Tabletop Frames
992,2021-07-01,19327.0,Wall & Tabletop Frames
993,2021-07-02,19327.0,Wall & Tabletop Frames
994,2021-07-03,19327.0,Wall & Tabletop Frames
995,2021-07-04,19327.0,Wall & Tabletop Frames
996,2021-07-05,18165.0,Wall & Tabletop Frames
997,2021-07-06,16755.0,Wall & Tabletop Frames
998,2021-07-07,16755.0,Wall & Tabletop Frames
999,2021-07-08,18442.0,Wall & Tabletop Frames
1000,2021-07-09,18442.0,Wall & Tabletop Frames
1001,2021-07-10,21463.0,Wall & Tabletop Frames
