,date,value,name_B07DX8BR8Z
78,2020-08-20,21811.0,Laser & Inkjet Printer Labels
79,2020-08-21,21811.0,Laser & Inkjet Printer Labels
80,2020-08-22,21811.0,Laser & Inkjet Printer Labels
81,2020-08-23,16997.0,Laser & Inkjet Printer Labels
82,2020-08-24,16997.0,Laser & Inkjet Printer Labels
83,2020-08-25,16997.0,Laser & Inkjet Printer Labels
84,2020-08-26,16997.0,Laser & Inkjet Printer Labels
85,2020-08-27,16997.0,Laser & Inkjet Printer Labels
86,2020-08-28,22871.0,Laser & Inkjet Printer Labels
87,2020-08-29,22871.0,Laser & Inkjet Printer Labels
88,2020-08-30,22871.0,Laser & Inkjet Printer Labels
89,2020-08-31,19314.0,Laser & Inkjet Printer Labels
90,2020-09-01,19314.0,Laser & Inkjet Printer Labels
91,2020-09-02,19314.0,Laser & Inkjet Printer Labels
92,2020-09-03,19314.0,Laser & Inkjet Printer Labels
93,2020-09-04,19314.0,Laser & Inkjet Printer Labels
94,2020-09-05,19314.0,Laser & Inkjet Printer Labels
95,2020-09-06,19314.0,Laser & Inkjet Printer Labels
96,2020-09-07,19314.0,Laser & Inkjet Printer Labels
97,2020-09-08,19314.0,Laser & Inkjet Printer Labels
98,2020-09-09,19314.0,Laser & Inkjet Printer Labels
99,2020-09-10,19314.0,Laser & Inkjet Printer Labels
100,2020-09-11,22282.0,Laser & Inkjet Printer Labels
101,2020-09-12,22282.0,Laser & Inkjet Printer Labels
102,2020-09-13,27121.0,Laser & Inkjet Printer Labels
103,2020-09-14,27121.0,Laser & Inkjet Printer Labels
104,2020-09-15,27121.0,Laser & Inkjet Printer Labels
105,2020-09-16,27121.0,Laser & Inkjet Printer Labels
106,2020-09-17,13997.0,Laser & Inkjet Printer Labels
107,2020-09-18,16802.0,Laser & Inkjet Printer Labels
108,2020-09-19,16802.0,Laser & Inkjet Printer Labels
109,2020-09-20,16802.0,Laser & Inkjet Printer Labels
110,2020-09-21,16802.0,Laser & Inkjet Printer Labels
111,2020-09-22,16802.0,Laser & Inkjet Printer Labels
112,2020-09-23,16802.0,Laser & Inkjet Printer Labels
113,2020-09-24,16802.0,Laser & Inkjet Printer Labels
114,2020-09-25,13717.0,Laser & Inkjet Printer Labels
115,2020-09-26,13717.0,Laser & Inkjet Printer Labels
116,2020-09-27,21290.0,Laser & Inkjet Printer Labels
117,2020-09-28,21290.0,Laser & Inkjet Printer Labels
118,2020-09-29,17406.0,Laser & Inkjet Printer Labels
119,2020-09-30,17282.0,Laser & Inkjet Printer Labels
120,2020-10-01,17282.0,Laser & Inkjet Printer Labels
121,2020-10-02,22608.0,Laser & Inkjet Printer Labels
122,2020-10-03,22608.0,Laser & Inkjet Printer Labels
123,2020-10-04,22608.0,Laser & Inkjet Printer Labels
124,2020-10-05,22608.0,Laser & Inkjet Printer Labels
125,2020-10-06,14423.0,Laser & Inkjet Printer Labels
126,2020-10-07,14423.0,Laser & Inkjet Printer Labels
127,2020-10-08,14423.0,Laser & Inkjet Printer Labels
128,2020-10-09,14423.0,Laser & Inkjet Printer Labels
129,2020-10-10,14423.0,Laser & Inkjet Printer Labels
130,2020-10-11,14423.0,Laser & Inkjet Printer Labels
131,2020-10-12,14423.0,Laser & Inkjet Printer Labels
132,2020-10-13,9183.0,Laser & Inkjet Printer Labels
133,2020-10-14,9183.0,Laser & Inkjet Printer Labels
134,2020-10-15,9183.0,Laser & Inkjet Printer Labels
135,2020-10-16,9183.0,Laser & Inkjet Printer Labels
136,2020-10-17,9183.0,Laser & Inkjet Printer Labels
137,2020-10-18,9183.0,Laser & Inkjet Printer Labels
138,2020-10-19,9183.0,Laser & Inkjet Printer Labels
139,2020-10-20,9183.0,Laser & Inkjet Printer Labels
140,2020-10-21,9183.0,Laser & Inkjet Printer Labels
141,2020-10-22,9183.0,Laser & Inkjet Printer Labels
142,2020-10-23,9183.0,Laser & Inkjet Printer Labels
143,2020-10-24,10835.0,Laser & Inkjet Printer Labels
144,2020-10-25,10835.0,Laser & Inkjet Printer Labels
145,2020-10-26,10835.0,Laser & Inkjet Printer Labels
146,2020-10-27,10835.0,Laser & Inkjet Printer Labels
147,2020-10-28,9847.0,Laser & Inkjet Printer Labels
148,2020-10-29,9847.0,Laser & Inkjet Printer Labels
149,2020-10-30,9847.0,Laser & Inkjet Printer Labels
150,2020-10-31,9847.0,Laser & Inkjet Printer Labels
151,2020-11-01,9847.0,Laser & Inkjet Printer Labels
152,2020-11-02,12704.0,Laser & Inkjet Printer Labels
153,2020-11-03,12704.0,Laser & Inkjet Printer Labels
154,2020-11-04,8831.0,Laser & Inkjet Printer Labels
155,2020-11-05,8831.0,Laser & Inkjet Printer Labels
156,2020-11-06,14721.0,Laser & Inkjet Printer Labels
157,2020-11-07,15288.0,Laser & Inkjet Printer Labels
158,2020-11-08,15288.0,Laser & Inkjet Printer Labels
159,2020-11-09,13506.0,Laser & Inkjet Printer Labels
160,2020-11-10,13506.0,Laser & Inkjet Printer Labels
161,2020-11-11,13506.0,Laser & Inkjet Printer Labels
162,2020-11-12,13506.0,Laser & Inkjet Printer Labels
163,2020-11-13,13335.0,Laser & Inkjet Printer Labels
164,2020-11-14,13335.0,Laser & Inkjet Printer Labels
165,2020-11-15,26592.0,Laser & Inkjet Printer Labels
166,2020-11-16,26592.0,Laser & Inkjet Printer Labels
167,2020-11-17,26592.0,Laser & Inkjet Printer Labels
168,2020-11-18,26592.0,Laser & Inkjet Printer Labels
169,2020-11-19,26592.0,Laser & Inkjet Printer Labels
170,2020-11-20,26592.0,Laser & Inkjet Printer Labels
171,2020-11-21,26592.0,Laser & Inkjet Printer Labels
172,2020-11-22,26592.0,Laser & Inkjet Printer Labels
173,2020-11-23,26592.0,Laser & Inkjet Printer Labels
174,2020-11-24,6970.0,Laser & Inkjet Printer Labels
175,2020-11-25,6970.0,Laser & Inkjet Printer Labels
176,2020-11-26,8615.0,Laser & Inkjet Printer Labels
177,2020-11-27,8615.0,Laser & Inkjet Printer Labels
178,2020-11-28,9620.0,Laser & Inkjet Printer Labels
179,2020-11-29,9620.0,Laser & Inkjet Printer Labels
180,2020-11-30,9620.0,Laser & Inkjet Printer Labels
181,2020-12-01,5199.0,Laser & Inkjet Printer Labels
182,2020-12-02,5199.0,Laser & Inkjet Printer Labels
183,2020-12-03,5199.0,Laser & Inkjet Printer Labels
184,2020-12-04,7660.0,Laser & Inkjet Printer Labels
185,2020-12-05,7660.0,Laser & Inkjet Printer Labels
186,2020-12-06,7660.0,Laser & Inkjet Printer Labels
187,2020-12-07,7660.0,Laser & Inkjet Printer Labels
188,2020-12-08,7660.0,Laser & Inkjet Printer Labels
189,2020-12-09,7660.0,Laser & Inkjet Printer Labels
190,2020-12-10,16365.0,Laser & Inkjet Printer Labels
191,2020-12-11,19108.0,Laser & Inkjet Printer Labels
192,2020-12-12,19108.0,Laser & Inkjet Printer Labels
193,2020-12-13,19108.0,Laser & Inkjet Printer Labels
194,2020-12-14,19108.0,Laser & Inkjet Printer Labels
195,2020-12-15,19108.0,Laser & Inkjet Printer Labels
196,2020-12-16,15618.0,Laser & Inkjet Printer Labels
197,2020-12-17,15618.0,Laser & Inkjet Printer Labels
198,2020-12-18,15618.0,Laser & Inkjet Printer Labels
199,2020-12-19,16897.0,Laser & Inkjet Printer Labels
200,2020-12-20,13488.0,Laser & Inkjet Printer Labels
201,2020-12-21,13488.0,Laser & Inkjet Printer Labels
202,2020-12-22,13488.0,Laser & Inkjet Printer Labels
203,2020-12-23,15785.0,Laser & Inkjet Printer Labels
204,2020-12-24,14399.0,Laser & Inkjet Printer Labels
205,2020-12-25,14399.0,Laser & Inkjet Printer Labels
206,2020-12-26,14399.0,Laser & Inkjet Printer Labels
207,2020-12-27,14399.0,Laser & Inkjet Printer Labels
208,2020-12-28,14399.0,Laser & Inkjet Printer Labels
209,2020-12-29,19017.0,Laser & Inkjet Printer Labels
210,2020-12-30,19017.0,Laser & Inkjet Printer Labels
211,2020-12-31,19017.0,Laser & Inkjet Printer Labels
212,2021-01-01,19017.0,Laser & Inkjet Printer Labels
213,2021-01-02,19017.0,Laser & Inkjet Printer Labels
214,2021-01-03,19017.0,Laser & Inkjet Printer Labels
215,2021-01-04,12498.0,Laser & Inkjet Printer Labels
216,2021-01-05,14093.0,Laser & Inkjet Printer Labels
217,2021-01-06,14093.0,Laser & Inkjet Printer Labels
218,2021-01-07,14093.0,Laser & Inkjet Printer Labels
219,2021-01-08,12241.0,Laser & Inkjet Printer Labels
220,2021-01-09,12241.0,Laser & Inkjet Printer Labels
221,2021-01-10,12241.0,Laser & Inkjet Printer Labels
222,2021-01-11,12241.0,Laser & Inkjet Printer Labels
223,2021-01-12,8962.0,Laser & Inkjet Printer Labels
224,2021-01-13,8962.0,Laser & Inkjet Printer Labels
225,2021-01-14,8962.0,Laser & Inkjet Printer Labels
226,2021-01-15,8611.0,Laser & Inkjet Printer Labels
227,2021-01-16,8611.0,Laser & Inkjet Printer Labels
228,2021-01-17,8611.0,Laser & Inkjet Printer Labels
229,2021-01-18,8611.0,Laser & Inkjet Printer Labels
230,2021-01-19,6563.0,Laser & Inkjet Printer Labels
231,2021-01-20,6563.0,Laser & Inkjet Printer Labels
232,2021-01-21,6563.0,Laser & Inkjet Printer Labels
233,2021-01-22,6554.0,Laser & Inkjet Printer Labels
234,2021-01-23,6554.0,Laser & Inkjet Printer Labels
235,2021-01-24,6554.0,Laser & Inkjet Printer Labels
236,2021-01-25,6554.0,Laser & Inkjet Printer Labels
237,2021-01-26,6346.0,Laser & Inkjet Printer Labels
238,2021-01-27,7618.0,Laser & Inkjet Printer Labels
239,2021-01-28,7618.0,Laser & Inkjet Printer Labels
240,2021-01-29,7618.0,Laser & Inkjet Printer Labels
241,2021-01-30,17768.0,Laser & Inkjet Printer Labels
242,2021-01-31,17768.0,Laser & Inkjet Printer Labels
243,2021-02-01,17768.0,Laser & Inkjet Printer Labels
244,2021-02-02,17768.0,Laser & Inkjet Printer Labels
245,2021-02-03,17768.0,Laser & Inkjet Printer Labels
246,2021-02-04,17768.0,Laser & Inkjet Printer Labels
247,2021-02-05,17768.0,Laser & Inkjet Printer Labels
248,2021-02-06,17768.0,Laser & Inkjet Printer Labels
249,2021-02-07,17768.0,Laser & Inkjet Printer Labels
250,2021-02-08,5990.0,Laser & Inkjet Printer Labels
251,2021-02-09,6794.0,Laser & Inkjet Printer Labels
252,2021-02-10,6794.0,Laser & Inkjet Printer Labels
253,2021-02-11,6794.0,Laser & Inkjet Printer Labels
254,2021-02-12,6794.0,Laser & Inkjet Printer Labels
255,2021-02-13,6794.0,Laser & Inkjet Printer Labels
256,2021-02-14,6794.0,Laser & Inkjet Printer Labels
257,2021-02-15,6794.0,Laser & Inkjet Printer Labels
258,2021-02-16,6794.0,Laser & Inkjet Printer Labels
259,2021-02-17,8936.0,Laser & Inkjet Printer Labels
260,2021-02-18,8936.0,Laser & Inkjet Printer Labels
261,2021-02-19,8936.0,Laser & Inkjet Printer Labels
262,2021-02-20,5349.0,Laser & Inkjet Printer Labels
263,2021-02-21,5349.0,Laser & Inkjet Printer Labels
264,2021-02-22,5349.0,Laser & Inkjet Printer Labels
265,2021-02-23,5349.0,Laser & Inkjet Printer Labels
266,2021-02-24,5349.0,Laser & Inkjet Printer Labels
267,2021-02-25,5349.0,Laser & Inkjet Printer Labels
268,2021-02-26,6407.0,Laser & Inkjet Printer Labels
269,2021-02-27,6407.0,Laser & Inkjet Printer Labels
270,2021-02-28,6407.0,Laser & Inkjet Printer Labels
271,2021-03-01,7644.0,Laser & Inkjet Printer Labels
272,2021-03-02,7644.0,Laser & Inkjet Printer Labels
273,2021-03-03,7644.0,Laser & Inkjet Printer Labels
274,2021-03-04,7644.0,Laser & Inkjet Printer Labels
275,2021-03-05,7083.0,Laser & Inkjet Printer Labels
276,2021-03-06,6738.0,Laser & Inkjet Printer Labels
277,2021-03-07,6396.0,Laser & Inkjet Printer Labels
278,2021-03-08,6396.0,Laser & Inkjet Printer Labels
279,2021-03-09,6396.0,Laser & Inkjet Printer Labels
280,2021-03-10,5434.0,Laser & Inkjet Printer Labels
281,2021-03-11,5434.0,Laser & Inkjet Printer Labels
282,2021-03-12,5434.0,Laser & Inkjet Printer Labels
283,2021-03-13,5434.0,Laser & Inkjet Printer Labels
284,2021-03-14,5200.0,Laser & Inkjet Printer Labels
285,2021-03-15,5200.0,Laser & Inkjet Printer Labels
286,2021-03-16,5200.0,Laser & Inkjet Printer Labels
287,2021-03-17,4266.0,Laser & Inkjet Printer Labels
288,2021-03-18,4266.0,Laser & Inkjet Printer Labels
289,2021-03-19,4266.0,Laser & Inkjet Printer Labels
290,2021-03-20,5892.0,Laser & Inkjet Printer Labels
291,2021-03-21,5892.0,Laser & Inkjet Printer Labels
292,2021-03-22,5892.0,Laser & Inkjet Printer Labels
293,2021-03-23,5245.0,Laser & Inkjet Printer Labels
294,2021-03-24,5257.0,Laser & Inkjet Printer Labels
295,2021-03-25,4852.0,Laser & Inkjet Printer Labels
296,2021-03-26,4852.0,Laser & Inkjet Printer Labels
297,2021-03-27,4852.0,Laser & Inkjet Printer Labels
298,2021-03-28,4852.0,Laser & Inkjet Printer Labels
299,2021-03-29,7230.0,Laser & Inkjet Printer Labels
300,2021-03-30,5760.0,Laser & Inkjet Printer Labels
301,2021-03-31,5760.0,Laser & Inkjet Printer Labels
302,2021-04-01,4146.0,Laser & Inkjet Printer Labels
303,2021-04-02,4146.0,Laser & Inkjet Printer Labels
304,2021-04-03,4146.0,Laser & Inkjet Printer Labels
305,2021-04-04,4146.0,Laser & Inkjet Printer Labels
306,2021-04-05,4146.0,Laser & Inkjet Printer Labels
307,2021-04-06,4146.0,Laser & Inkjet Printer Labels
308,2021-04-07,4996.0,Laser & Inkjet Printer Labels
309,2021-04-08,4996.0,Laser & Inkjet Printer Labels
310,2021-04-09,4996.0,Laser & Inkjet Printer Labels
311,2021-04-10,4996.0,Laser & Inkjet Printer Labels
312,2021-04-11,4996.0,Laser & Inkjet Printer Labels
313,2021-04-12,5646.0,Laser & Inkjet Printer Labels
314,2021-04-13,5646.0,Laser & Inkjet Printer Labels
315,2021-04-14,4575.0,Laser & Inkjet Printer Labels
316,2021-04-15,4575.0,Laser & Inkjet Printer Labels
317,2021-04-16,4045.0,Laser & Inkjet Printer Labels
318,2021-04-17,4045.0,Laser & Inkjet Printer Labels
319,2021-04-18,4045.0,Laser & Inkjet Printer Labels
320,2021-04-19,4434.0,Laser & Inkjet Printer Labels
321,2021-04-20,4434.0,Laser & Inkjet Printer Labels
322,2021-04-21,4159.0,Laser & Inkjet Printer Labels
323,2021-04-22,4159.0,Laser & Inkjet Printer Labels
324,2021-04-23,4159.0,Laser & Inkjet Printer Labels
325,2021-04-24,5165.0,Laser & Inkjet Printer Labels
326,2021-04-25,5165.0,Laser & Inkjet Printer Labels
327,2021-04-26,4516.0,Laser & Inkjet Printer Labels
328,2021-04-27,4066.0,Laser & Inkjet Printer Labels
329,2021-04-28,4066.0,Laser & Inkjet Printer Labels
330,2021-04-29,3380.0,Laser & Inkjet Printer Labels
331,2021-04-30,3380.0,Laser & Inkjet Printer Labels
332,2021-05-01,3380.0,Laser & Inkjet Printer Labels
333,2021-05-02,3950.0,Laser & Inkjet Printer Labels
334,2021-05-03,5065.0,Laser & Inkjet Printer Labels
335,2021-05-04,3067.0,Laser & Inkjet Printer Labels
336,2021-05-05,3874.0,Laser & Inkjet Printer Labels
337,2021-05-06,3874.0,Laser & Inkjet Printer Labels
338,2021-05-07,3874.0,Laser & Inkjet Printer Labels
339,2021-05-08,3874.0,Laser & Inkjet Printer Labels
340,2021-05-09,3874.0,Laser & Inkjet Printer Labels
341,2021-05-10,3874.0,Laser & Inkjet Printer Labels
342,2021-05-11,5008.0,Laser & Inkjet Printer Labels
343,2021-05-12,3646.0,Laser & Inkjet Printer Labels
344,2021-05-13,3646.0,Laser & Inkjet Printer Labels
345,2021-05-14,4432.0,Laser & Inkjet Printer Labels
346,2021-05-15,4432.0,Laser & Inkjet Printer Labels
347,2021-05-16,6596.0,Laser & Inkjet Printer Labels
348,2021-05-17,6596.0,Laser & Inkjet Printer Labels
349,2021-05-18,5457.0,Laser & Inkjet Printer Labels
350,2021-05-19,5457.0,Laser & Inkjet Printer Labels
351,2021-05-20,3759.0,Laser & Inkjet Printer Labels
352,2021-05-21,3759.0,Laser & Inkjet Printer Labels
353,2021-05-22,4392.0,Laser & Inkjet Printer Labels
354,2021-05-23,5579.0,Laser & Inkjet Printer Labels
355,2021-05-24,5579.0,Laser & Inkjet Printer Labels
356,2021-05-25,4772.0,Laser & Inkjet Printer Labels
357,2021-05-26,4552.0,Laser & Inkjet Printer Labels
358,2021-05-27,3773.0,Laser & Inkjet Printer Labels
359,2021-05-28,3713.0,Laser & Inkjet Printer Labels
360,2021-05-29,3843.0,Laser & Inkjet Printer Labels
361,2021-05-30,3843.0,Laser & Inkjet Printer Labels
362,2021-05-31,4032.0,Laser & Inkjet Printer Labels
363,2021-06-01,4032.0,Laser & Inkjet Printer Labels
364,2021-06-02,4381.0,Laser & Inkjet Printer Labels
365,2021-06-03,4381.0,Laser & Inkjet Printer Labels
366,2021-06-04,5424.0,Laser & Inkjet Printer Labels
367,2021-06-05,5424.0,Laser & Inkjet Printer Labels
368,2021-06-06,5424.0,Laser & Inkjet Printer Labels
369,2021-06-07,5424.0,Laser & Inkjet Printer Labels
370,2021-06-08,4873.0,Laser & Inkjet Printer Labels
371,2021-06-09,3496.0,Laser & Inkjet Printer Labels
372,2021-06-10,3496.0,Laser & Inkjet Printer Labels
373,2021-06-11,3496.0,Laser & Inkjet Printer Labels
374,2021-06-12,5545.0,Laser & Inkjet Printer Labels
375,2021-06-13,5545.0,Laser & Inkjet Printer Labels
376,2021-06-14,5545.0,Laser & Inkjet Printer Labels
377,2021-06-15,4840.0,Laser & Inkjet Printer Labels
378,2021-06-16,4700.0,Laser & Inkjet Printer Labels
379,2021-06-17,4700.0,Laser & Inkjet Printer Labels
380,2021-06-18,5288.0,Laser & Inkjet Printer Labels
381,2021-06-19,5288.0,Laser & Inkjet Printer Labels
382,2021-06-20,6581.0,Laser & Inkjet Printer Labels
383,2021-06-21,4842.0,Laser & Inkjet Printer Labels
384,2021-06-22,5531.0,Laser & Inkjet Printer Labels
385,2021-06-23,5531.0,Laser & Inkjet Printer Labels
386,2021-06-24,5689.0,Laser & Inkjet Printer Labels
387,2021-06-25,7107.0,Laser & Inkjet Printer Labels
388,2021-06-26,7107.0,Laser & Inkjet Printer Labels
389,2021-06-27,7107.0,Laser & Inkjet Printer Labels
390,2021-06-28,7800.0,Laser & Inkjet Printer Labels
391,2021-06-29,7800.0,Laser & Inkjet Printer Labels
392,2021-06-30,4176.0,Laser & Inkjet Printer Labels
393,2021-07-01,4176.0,Laser & Inkjet Printer Labels
394,2021-07-02,4176.0,Laser & Inkjet Printer Labels
395,2021-07-03,4176.0,Laser & Inkjet Printer Labels
396,2021-07-04,6309.0,Laser & Inkjet Printer Labels
397,2021-07-05,6309.0,Laser & Inkjet Printer Labels
398,2021-07-06,7344.0,Laser & Inkjet Printer Labels
399,2021-07-07,5942.0,Laser & Inkjet Printer Labels
400,2021-07-08,4467.0,Laser & Inkjet Printer Labels
401,2021-07-09,4467.0,Laser & Inkjet Printer Labels
402,2021-07-10,6051.0,Laser & Inkjet Printer Labels
