,date,value,name_B07NKPC95Y
0,2019-04-11,104299.0,Kitchen & Dining
1,2019-04-12,104299.0,Kitchen & Dining
2,2019-04-13,104299.0,Kitchen & Dining
3,2019-04-14,104299.0,Kitchen & Dining
4,2019-04-15,121095.0,Kitchen & Dining
5,2019-04-16,121095.0,Kitchen & Dining
6,2019-04-17,62537.0,Kitchen & Dining
7,2019-04-18,62537.0,Kitchen & Dining
8,2019-04-19,62537.0,Kitchen & Dining
9,2019-04-20,62537.0,Kitchen & Dining
10,2019-04-21,59143.0,Kitchen & Dining
11,2019-04-22,59143.0,Kitchen & Dining
12,2019-04-23,59143.0,Kitchen & Dining
13,2019-04-24,59143.0,Kitchen & Dining
14,2019-04-25,46793.0,Kitchen & Dining
15,2019-04-26,46793.0,Kitchen & Dining
16,2019-04-27,46793.0,Kitchen & Dining
17,2019-04-28,46793.0,Kitchen & Dining
18,2019-04-29,74332.0,Kitchen & Dining
19,2019-04-30,74332.0,Kitchen & Dining
20,2019-05-01,74332.0,Kitchen & Dining
21,2019-05-02,74332.0,Kitchen & Dining
22,2019-05-03,120098.0,Kitchen & Dining
23,2019-05-04,93204.0,Kitchen & Dining
24,2019-05-05,93204.0,Kitchen & Dining
25,2019-05-06,159397.0,Kitchen & Dining
26,2019-05-07,159397.0,Kitchen & Dining
27,2019-05-08,159397.0,Kitchen & Dining
28,2019-05-09,104970.0,Kitchen & Dining
29,2019-05-10,104970.0,Kitchen & Dining
30,2019-05-11,104970.0,Kitchen & Dining
31,2019-05-12,104970.0,Kitchen & Dining
32,2019-05-13,104970.0,Kitchen & Dining
33,2019-05-14,104970.0,Kitchen & Dining
34,2019-05-15,104970.0,Kitchen & Dining
35,2019-05-16,66666.0,Kitchen & Dining
36,2019-05-17,66666.0,Kitchen & Dining
37,2019-05-18,66666.0,Kitchen & Dining
38,2019-05-19,66666.0,Kitchen & Dining
39,2019-05-20,66666.0,Kitchen & Dining
40,2019-05-21,66666.0,Kitchen & Dining
41,2019-05-22,65491.0,Kitchen & Dining
42,2019-05-23,65491.0,Kitchen & Dining
43,2019-05-24,96353.0,Kitchen & Dining
44,2019-05-25,96353.0,Kitchen & Dining
45,2019-05-26,96353.0,Kitchen & Dining
46,2019-05-27,96353.0,Kitchen & Dining
47,2019-05-28,96353.0,Kitchen & Dining
48,2019-05-29,96353.0,Kitchen & Dining
49,2019-05-30,113968.0,Kitchen & Dining
50,2019-05-31,113968.0,Kitchen & Dining
51,2019-06-01,113968.0,Kitchen & Dining
52,2019-06-02,113968.0,Kitchen & Dining
53,2019-06-03,47074.0,Kitchen & Dining
54,2019-06-04,47074.0,Kitchen & Dining
55,2019-06-05,47074.0,Kitchen & Dining
56,2019-06-06,114094.0,Kitchen & Dining
57,2019-06-07,114094.0,Kitchen & Dining
58,2019-06-08,86748.0,Kitchen & Dining
59,2019-06-09,86748.0,Kitchen & Dining
60,2019-06-10,40119.0,Kitchen & Dining
61,2019-06-11,60788.0,Kitchen & Dining
62,2019-06-12,85754.0,Kitchen & Dining
63,2019-06-13,85754.0,Kitchen & Dining
64,2019-06-14,85754.0,Kitchen & Dining
65,2019-06-15,64641.0,Kitchen & Dining
66,2019-06-16,64641.0,Kitchen & Dining
67,2019-06-17,64641.0,Kitchen & Dining
68,2019-06-18,31800.0,Kitchen & Dining
69,2019-06-19,31800.0,Kitchen & Dining
70,2019-06-20,31800.0,Kitchen & Dining
71,2019-06-21,26538.0,Kitchen & Dining
72,2019-06-22,26538.0,Kitchen & Dining
73,2019-06-23,76005.0,Kitchen & Dining
74,2019-06-24,76005.0,Kitchen & Dining
75,2019-06-25,101943.0,Kitchen & Dining
76,2019-06-26,101943.0,Kitchen & Dining
77,2019-06-27,101943.0,Kitchen & Dining
78,2019-06-28,101943.0,Kitchen & Dining
79,2019-06-29,66735.0,Kitchen & Dining
80,2019-06-30,66735.0,Kitchen & Dining
81,2019-07-01,66735.0,Kitchen & Dining
82,2019-07-02,66735.0,Kitchen & Dining
83,2019-07-03,87933.0,Kitchen & Dining
84,2019-07-04,87933.0,Kitchen & Dining
85,2019-07-05,87933.0,Kitchen & Dining
86,2019-07-06,87933.0,Kitchen & Dining
87,2019-07-07,71208.0,Kitchen & Dining
88,2019-07-08,71208.0,Kitchen & Dining
89,2019-07-09,71208.0,Kitchen & Dining
90,2019-07-10,71208.0,Kitchen & Dining
91,2019-07-11,71208.0,Kitchen & Dining
92,2019-07-12,164720.0,Kitchen & Dining
93,2019-07-13,164720.0,Kitchen & Dining
94,2019-07-14,164720.0,Kitchen & Dining
95,2019-07-15,164720.0,Kitchen & Dining
96,2019-07-16,175086.0,Kitchen & Dining
97,2019-07-17,175086.0,Kitchen & Dining
98,2019-07-18,42841.0,Kitchen & Dining
99,2019-07-19,42841.0,Kitchen & Dining
100,2019-07-20,42841.0,Kitchen & Dining
101,2019-07-21,99367.0,Kitchen & Dining
102,2019-07-22,99367.0,Kitchen & Dining
103,2019-07-23,99367.0,Kitchen & Dining
104,2019-07-24,50046.0,Kitchen & Dining
105,2019-07-25,73515.0,Kitchen & Dining
106,2019-07-26,107924.0,Kitchen & Dining
107,2019-07-27,107924.0,Kitchen & Dining
108,2019-07-28,107924.0,Kitchen & Dining
109,2019-07-29,107924.0,Kitchen & Dining
110,2019-07-30,107924.0,Kitchen & Dining
111,2019-07-31,105288.0,Kitchen & Dining
112,2019-08-01,105288.0,Kitchen & Dining
113,2019-08-02,105288.0,Kitchen & Dining
114,2019-08-03,105288.0,Kitchen & Dining
115,2019-08-04,51125.0,Kitchen & Dining
116,2019-08-05,51125.0,Kitchen & Dining
117,2019-08-06,51125.0,Kitchen & Dining
118,2019-08-07,51125.0,Kitchen & Dining
119,2019-08-08,125748.0,Kitchen & Dining
120,2019-08-09,125748.0,Kitchen & Dining
121,2019-08-10,125748.0,Kitchen & Dining
122,2019-08-11,125748.0,Kitchen & Dining
123,2019-08-12,80048.0,Kitchen & Dining
124,2019-08-13,80048.0,Kitchen & Dining
125,2019-08-14,80048.0,Kitchen & Dining
126,2019-08-15,67315.0,Kitchen & Dining
127,2019-08-16,67315.0,Kitchen & Dining
128,2019-08-17,67315.0,Kitchen & Dining
129,2019-08-18,67315.0,Kitchen & Dining
130,2019-08-19,67315.0,Kitchen & Dining
131,2019-08-20,39512.0,Kitchen & Dining
132,2019-08-21,39512.0,Kitchen & Dining
133,2019-08-22,39512.0,Kitchen & Dining
134,2019-08-23,39512.0,Kitchen & Dining
135,2019-08-24,105549.0,Kitchen & Dining
136,2019-08-25,105549.0,Kitchen & Dining
137,2019-08-26,106252.0,Kitchen & Dining
138,2019-08-27,106252.0,Kitchen & Dining
139,2019-08-28,106252.0,Kitchen & Dining
140,2019-08-29,106252.0,Kitchen & Dining
141,2019-08-30,106252.0,Kitchen & Dining
142,2019-08-31,106252.0,Kitchen & Dining
143,2019-09-01,106252.0,Kitchen & Dining
144,2019-09-02,106252.0,Kitchen & Dining
145,2019-09-03,106252.0,Kitchen & Dining
146,2019-09-04,106252.0,Kitchen & Dining
147,2019-09-05,106252.0,Kitchen & Dining
148,2019-09-06,106252.0,Kitchen & Dining
149,2019-09-07,106252.0,Kitchen & Dining
150,2019-09-08,106252.0,Kitchen & Dining
151,2019-09-09,106252.0,Kitchen & Dining
152,2019-09-10,106252.0,Kitchen & Dining
153,2019-09-11,106252.0,Kitchen & Dining
154,2019-09-12,106304.0,Kitchen & Dining
155,2019-09-13,106304.0,Kitchen & Dining
156,2019-09-14,106304.0,Kitchen & Dining
157,2019-09-15,86860.0,Kitchen & Dining
158,2019-09-16,86860.0,Kitchen & Dining
159,2019-09-17,126810.0,Kitchen & Dining
160,2019-09-18,126810.0,Kitchen & Dining
161,2019-09-19,83067.0,Kitchen & Dining
162,2019-09-20,83067.0,Kitchen & Dining
163,2019-09-21,83067.0,Kitchen & Dining
164,2019-09-22,119734.0,Kitchen & Dining
165,2019-09-23,119734.0,Kitchen & Dining
166,2019-09-24,70533.0,Kitchen & Dining
167,2019-09-25,70533.0,Kitchen & Dining
168,2019-09-26,70533.0,Kitchen & Dining
169,2019-09-27,70533.0,Kitchen & Dining
170,2019-09-28,70533.0,Kitchen & Dining
171,2019-09-29,153947.0,Kitchen & Dining
172,2019-09-30,153947.0,Kitchen & Dining
173,2019-10-01,153947.0,Kitchen & Dining
174,2019-10-02,51627.0,Kitchen & Dining
175,2019-10-03,51627.0,Kitchen & Dining
176,2019-10-04,51627.0,Kitchen & Dining
177,2019-10-05,51627.0,Kitchen & Dining
178,2019-10-06,68542.0,Kitchen & Dining
179,2019-10-07,68542.0,Kitchen & Dining
180,2019-10-08,68542.0,Kitchen & Dining
181,2019-10-09,68542.0,Kitchen & Dining
182,2019-10-10,68542.0,Kitchen & Dining
183,2019-10-11,200451.0,Kitchen & Dining
184,2019-10-12,200451.0,Kitchen & Dining
185,2019-10-13,200451.0,Kitchen & Dining
186,2019-10-14,200451.0,Kitchen & Dining
187,2019-10-15,200451.0,Kitchen & Dining
188,2019-10-16,130381.0,Kitchen & Dining
189,2019-10-17,130381.0,Kitchen & Dining
190,2019-10-18,48607.0,Kitchen & Dining
191,2019-10-19,48607.0,Kitchen & Dining
192,2019-10-20,111557.0,Kitchen & Dining
193,2019-10-21,111557.0,Kitchen & Dining
194,2019-10-22,151339.0,Kitchen & Dining
195,2019-10-23,151339.0,Kitchen & Dining
196,2019-10-24,151339.0,Kitchen & Dining
197,2019-10-25,151339.0,Kitchen & Dining
198,2019-10-26,151339.0,Kitchen & Dining
199,2019-10-27,140564.0,Kitchen & Dining
200,2019-10-28,140564.0,Kitchen & Dining
201,2019-10-29,140564.0,Kitchen & Dining
202,2019-10-30,140564.0,Kitchen & Dining
203,2019-10-31,140564.0,Kitchen & Dining
204,2019-11-01,140564.0,Kitchen & Dining
205,2019-11-02,140564.0,Kitchen & Dining
206,2019-11-03,140564.0,Kitchen & Dining
207,2019-11-04,140564.0,Kitchen & Dining
208,2019-11-05,78774.0,Kitchen & Dining
209,2019-11-06,78774.0,Kitchen & Dining
210,2019-11-07,78774.0,Kitchen & Dining
211,2019-11-08,78774.0,Kitchen & Dining
212,2019-11-09,78774.0,Kitchen & Dining
213,2019-11-10,52486.0,Kitchen & Dining
214,2019-11-11,52486.0,Kitchen & Dining
215,2019-11-12,52486.0,Kitchen & Dining
216,2019-11-13,138876.0,Kitchen & Dining
217,2019-11-14,138876.0,Kitchen & Dining
218,2019-11-15,138876.0,Kitchen & Dining
219,2019-11-16,4564.0,Kitchen & Dining
220,2019-11-17,4564.0,Kitchen & Dining
221,2019-11-18,4564.0,Kitchen & Dining
222,2019-11-19,6307.0,Kitchen & Dining
223,2019-11-20,6307.0,Kitchen & Dining
224,2019-11-21,6307.0,Kitchen & Dining
225,2019-11-22,6041.0,Kitchen & Dining
226,2019-11-23,6041.0,Kitchen & Dining
227,2019-11-24,5846.0,Kitchen & Dining
228,2019-11-25,6653.0,Kitchen & Dining
229,2019-11-26,6653.0,Kitchen & Dining
230,2019-11-27,6653.0,Kitchen & Dining
231,2019-11-28,7713.0,Kitchen & Dining
232,2019-11-29,7713.0,Kitchen & Dining
233,2019-11-30,7713.0,Kitchen & Dining
234,2019-12-01,7713.0,Kitchen & Dining
235,2019-12-02,8337.0,Kitchen & Dining
236,2019-12-03,8337.0,Kitchen & Dining
237,2019-12-04,8337.0,Kitchen & Dining
238,2019-12-05,5979.0,Kitchen & Dining
239,2019-12-06,7033.0,Kitchen & Dining
240,2019-12-07,7033.0,Kitchen & Dining
241,2019-12-08,7033.0,Kitchen & Dining
242,2019-12-09,7033.0,Kitchen & Dining
243,2019-12-10,7033.0,Kitchen & Dining
244,2019-12-11,7793.0,Kitchen & Dining
245,2019-12-12,7793.0,Kitchen & Dining
246,2019-12-13,7793.0,Kitchen & Dining
247,2019-12-14,8525.0,Kitchen & Dining
248,2019-12-15,8525.0,Kitchen & Dining
249,2019-12-16,8525.0,Kitchen & Dining
250,2019-12-17,7668.0,Kitchen & Dining
251,2019-12-18,7668.0,Kitchen & Dining
252,2019-12-19,7668.0,Kitchen & Dining
253,2019-12-20,6475.0,Kitchen & Dining
254,2019-12-21,6475.0,Kitchen & Dining
255,2019-12-22,6475.0,Kitchen & Dining
256,2019-12-23,5316.0,Kitchen & Dining
257,2019-12-24,5316.0,Kitchen & Dining
258,2019-12-25,5316.0,Kitchen & Dining
259,2019-12-26,3935.0,Kitchen & Dining
260,2019-12-27,3935.0,Kitchen & Dining
261,2019-12-28,3935.0,Kitchen & Dining
262,2019-12-29,3935.0,Kitchen & Dining
263,2019-12-30,6410.0,Kitchen & Dining
264,2019-12-31,6410.0,Kitchen & Dining
265,2020-01-01,6410.0,Kitchen & Dining
266,2020-01-02,7464.0,Kitchen & Dining
267,2020-01-03,7464.0,Kitchen & Dining
268,2020-01-04,7464.0,Kitchen & Dining
269,2020-01-05,7464.0,Kitchen & Dining
270,2020-01-06,5204.0,Kitchen & Dining
271,2020-01-07,5204.0,Kitchen & Dining
272,2020-01-08,5204.0,Kitchen & Dining
273,2020-01-09,5204.0,Kitchen & Dining
