,date,value,name_B08381938R
42,2020-02-28,149324.0,Artificial Plants & Greenery
43,2020-02-29,149324.0,Artificial Plants & Greenery
44,2020-03-01,149324.0,Artificial Plants & Greenery
45,2020-03-02,149324.0,Artificial Plants & Greenery
46,2020-03-03,113098.0,Artificial Plants & Greenery
47,2020-03-04,113098.0,Artificial Plants & Greenery
48,2020-03-05,113098.0,Artificial Plants & Greenery
49,2020-03-06,113098.0,Artificial Plants & Greenery
50,2020-03-07,113098.0,Artificial Plants & Greenery
51,2020-03-08,113098.0,Artificial Plants & Greenery
52,2020-03-09,113098.0,Artificial Plants & Greenery
53,2020-03-10,113098.0,Artificial Plants & Greenery
54,2020-03-11,113098.0,Artificial Plants & Greenery
55,2020-03-12,113098.0,Artificial Plants & Greenery
56,2020-03-13,113098.0,Artificial Plants & Greenery
57,2020-03-14,113098.0,Artificial Plants & Greenery
58,2020-03-15,113098.0,Artificial Plants & Greenery
59,2020-03-16,113098.0,Artificial Plants & Greenery
60,2020-03-17,113098.0,Artificial Plants & Greenery
61,2020-03-18,113098.0,Artificial Plants & Greenery
62,2020-03-19,113098.0,Artificial Plants & Greenery
63,2020-03-20,332988.0,Artificial Plants & Greenery
64,2020-03-21,332988.0,Artificial Plants & Greenery
65,2020-03-22,332988.0,Artificial Plants & Greenery
66,2020-03-23,332988.0,Artificial Plants & Greenery
67,2020-03-24,332988.0,Artificial Plants & Greenery
68,2020-03-25,332988.0,Artificial Plants & Greenery
69,2020-03-26,332988.0,Artificial Plants & Greenery
70,2020-03-27,332988.0,Artificial Plants & Greenery
71,2020-03-28,332988.0,Artificial Plants & Greenery
72,2020-03-29,264915.0,Artificial Plants & Greenery
73,2020-03-30,264915.0,Artificial Plants & Greenery
74,2020-03-31,264915.0,Artificial Plants & Greenery
75,2020-04-01,125096.0,Artificial Plants & Greenery
76,2020-04-02,125096.0,Artificial Plants & Greenery
77,2020-04-03,125096.0,Artificial Plants & Greenery
78,2020-04-04,125096.0,Artificial Plants & Greenery
79,2020-04-05,125096.0,Artificial Plants & Greenery
80,2020-04-06,125096.0,Artificial Plants & Greenery
81,2020-04-07,125096.0,Artificial Plants & Greenery
82,2020-04-08,125096.0,Artificial Plants & Greenery
83,2020-04-09,125096.0,Artificial Plants & Greenery
84,2020-04-10,125096.0,Artificial Plants & Greenery
85,2020-04-11,125096.0,Artificial Plants & Greenery
86,2020-04-12,125096.0,Artificial Plants & Greenery
87,2020-04-13,125096.0,Artificial Plants & Greenery
88,2020-04-14,125096.0,Artificial Plants & Greenery
89,2020-04-15,125096.0,Artificial Plants & Greenery
90,2020-04-16,125096.0,Artificial Plants & Greenery
91,2020-04-17,125096.0,Artificial Plants & Greenery
92,2020-04-18,125096.0,Artificial Plants & Greenery
93,2020-04-19,172313.0,Artificial Plants & Greenery
94,2020-04-20,172313.0,Artificial Plants & Greenery
95,2020-04-21,172313.0,Artificial Plants & Greenery
96,2020-04-22,309422.0,Artificial Plants & Greenery
97,2020-04-23,309422.0,Artificial Plants & Greenery
98,2020-04-24,309422.0,Artificial Plants & Greenery
99,2020-04-25,309422.0,Artificial Plants & Greenery
100,2020-04-26,309422.0,Artificial Plants & Greenery
101,2020-04-27,100774.0,Artificial Plants & Greenery
102,2020-04-28,100774.0,Artificial Plants & Greenery
103,2020-04-29,100774.0,Artificial Plants & Greenery
104,2020-04-30,100774.0,Artificial Plants & Greenery
105,2020-05-01,100774.0,Artificial Plants & Greenery
106,2020-05-02,100774.0,Artificial Plants & Greenery
107,2020-05-03,100774.0,Artificial Plants & Greenery
108,2020-05-04,100774.0,Artificial Plants & Greenery
109,2020-05-05,100774.0,Artificial Plants & Greenery
110,2020-05-06,100774.0,Artificial Plants & Greenery
111,2020-05-07,100774.0,Artificial Plants & Greenery
112,2020-05-08,100774.0,Artificial Plants & Greenery
113,2020-05-09,100774.0,Artificial Plants & Greenery
114,2020-05-10,100774.0,Artificial Plants & Greenery
115,2020-05-11,100774.0,Artificial Plants & Greenery
116,2020-05-12,100774.0,Artificial Plants & Greenery
117,2020-05-13,100774.0,Artificial Plants & Greenery
118,2020-05-14,100774.0,Artificial Plants & Greenery
119,2020-05-15,100774.0,Artificial Plants & Greenery
120,2020-05-16,100774.0,Artificial Plants & Greenery
121,2020-05-17,100774.0,Artificial Plants & Greenery
122,2020-05-18,100774.0,Artificial Plants & Greenery
123,2020-05-19,100774.0,Artificial Plants & Greenery
124,2020-05-20,100774.0,Artificial Plants & Greenery
125,2020-05-21,100774.0,Artificial Plants & Greenery
126,2020-05-22,1460450.0,Artificial Plants & Greenery
127,2020-05-23,1460450.0,Artificial Plants & Greenery
128,2020-05-24,1460450.0,Artificial Plants & Greenery
129,2020-05-25,1460450.0,Artificial Plants & Greenery
130,2020-05-26,1460450.0,Artificial Plants & Greenery
131,2020-05-27,1460450.0,Artificial Plants & Greenery
132,2020-05-28,1460450.0,Artificial Plants & Greenery
133,2020-05-29,173604.0,Artificial Plants & Greenery
134,2020-05-30,173604.0,Artificial Plants & Greenery
135,2020-05-31,173604.0,Artificial Plants & Greenery
136,2020-06-01,173604.0,Artificial Plants & Greenery
137,2020-06-02,173604.0,Artificial Plants & Greenery
138,2020-06-03,120687.0,Artificial Plants & Greenery
139,2020-06-04,120687.0,Artificial Plants & Greenery
140,2020-06-05,120687.0,Artificial Plants & Greenery
141,2020-06-06,108397.0,Artificial Plants & Greenery
142,2020-06-07,108397.0,Artificial Plants & Greenery
143,2020-06-08,108397.0,Artificial Plants & Greenery
144,2020-06-09,108397.0,Artificial Plants & Greenery
145,2020-06-10,108397.0,Artificial Plants & Greenery
146,2020-06-11,108397.0,Artificial Plants & Greenery
147,2020-06-12,92092.0,Artificial Plants & Greenery
148,2020-06-13,92092.0,Artificial Plants & Greenery
149,2020-06-14,92092.0,Artificial Plants & Greenery
150,2020-06-15,92092.0,Artificial Plants & Greenery
151,2020-06-16,113732.0,Artificial Plants & Greenery
152,2020-06-17,72119.0,Artificial Plants & Greenery
153,2020-06-18,72119.0,Artificial Plants & Greenery
154,2020-06-19,72119.0,Artificial Plants & Greenery
155,2020-06-20,72119.0,Artificial Plants & Greenery
156,2020-06-21,72119.0,Artificial Plants & Greenery
157,2020-06-22,72119.0,Artificial Plants & Greenery
158,2020-06-23,142229.0,Artificial Plants & Greenery
159,2020-06-24,142229.0,Artificial Plants & Greenery
160,2020-06-25,142229.0,Artificial Plants & Greenery
161,2020-06-26,142229.0,Artificial Plants & Greenery
162,2020-06-27,142229.0,Artificial Plants & Greenery
163,2020-06-28,142229.0,Artificial Plants & Greenery
164,2020-06-29,126733.0,Artificial Plants & Greenery
165,2020-06-30,126733.0,Artificial Plants & Greenery
166,2020-07-01,121186.0,Artificial Plants & Greenery
167,2020-07-02,144131.0,Artificial Plants & Greenery
168,2020-07-03,144131.0,Artificial Plants & Greenery
169,2020-07-04,104650.0,Artificial Plants & Greenery
170,2020-07-05,104650.0,Artificial Plants & Greenery
171,2020-07-06,104650.0,Artificial Plants & Greenery
172,2020-07-07,117941.0,Artificial Plants & Greenery
173,2020-07-08,117941.0,Artificial Plants & Greenery
174,2020-07-09,117941.0,Artificial Plants & Greenery
175,2020-07-10,117941.0,Artificial Plants & Greenery
176,2020-07-11,117941.0,Artificial Plants & Greenery
177,2020-07-12,117941.0,Artificial Plants & Greenery
178,2020-07-13,117941.0,Artificial Plants & Greenery
179,2020-07-14,106766.0,Artificial Plants & Greenery
180,2020-07-15,106766.0,Artificial Plants & Greenery
181,2020-07-16,106766.0,Artificial Plants & Greenery
182,2020-07-17,106766.0,Artificial Plants & Greenery
183,2020-07-18,106766.0,Artificial Plants & Greenery
184,2020-07-19,106766.0,Artificial Plants & Greenery
185,2020-07-20,100815.0,Artificial Plants & Greenery
186,2020-07-21,100815.0,Artificial Plants & Greenery
187,2020-07-22,100815.0,Artificial Plants & Greenery
188,2020-07-23,100815.0,Artificial Plants & Greenery
189,2020-07-24,100815.0,Artificial Plants & Greenery
190,2020-07-25,100815.0,Artificial Plants & Greenery
191,2020-07-26,178802.0,Artificial Plants & Greenery
192,2020-07-27,178802.0,Artificial Plants & Greenery
193,2020-07-28,178802.0,Artificial Plants & Greenery
194,2020-07-29,178802.0,Artificial Plants & Greenery
195,2020-07-30,178802.0,Artificial Plants & Greenery
196,2020-07-31,178802.0,Artificial Plants & Greenery
197,2020-08-01,167629.0,Artificial Plants & Greenery
198,2020-08-02,167629.0,Artificial Plants & Greenery
199,2020-08-03,167629.0,Artificial Plants & Greenery
200,2020-08-04,122519.0,Artificial Plants & Greenery
201,2020-08-05,122519.0,Artificial Plants & Greenery
202,2020-08-06,122519.0,Artificial Plants & Greenery
203,2020-08-07,183284.0,Artificial Plants & Greenery
204,2020-08-08,183284.0,Artificial Plants & Greenery
205,2020-08-09,183284.0,Artificial Plants & Greenery
206,2020-08-10,183284.0,Artificial Plants & Greenery
207,2020-08-11,183284.0,Artificial Plants & Greenery
208,2020-08-12,183284.0,Artificial Plants & Greenery
209,2020-08-13,183284.0,Artificial Plants & Greenery
210,2020-08-14,183284.0,Artificial Plants & Greenery
211,2020-08-15,183284.0,Artificial Plants & Greenery
212,2020-08-16,422450.0,Artificial Plants & Greenery
213,2020-08-17,422450.0,Artificial Plants & Greenery
214,2020-08-18,422450.0,Artificial Plants & Greenery
215,2020-08-19,422450.0,Artificial Plants & Greenery
216,2020-08-20,422450.0,Artificial Plants & Greenery
217,2020-08-21,422450.0,Artificial Plants & Greenery
218,2020-08-22,304043.0,Artificial Plants & Greenery
219,2020-08-23,304043.0,Artificial Plants & Greenery
220,2020-08-24,304043.0,Artificial Plants & Greenery
221,2020-08-25,304043.0,Artificial Plants & Greenery
222,2020-08-26,304043.0,Artificial Plants & Greenery
223,2020-08-27,119405.0,Artificial Plants & Greenery
224,2020-08-28,119405.0,Artificial Plants & Greenery
225,2020-08-29,119405.0,Artificial Plants & Greenery
226,2020-08-30,119405.0,Artificial Plants & Greenery
227,2020-08-31,141712.0,Artificial Plants & Greenery
228,2020-09-01,141712.0,Artificial Plants & Greenery
229,2020-09-02,37078.0,Artificial Plants & Greenery
230,2020-09-03,37078.0,Artificial Plants & Greenery
231,2020-09-04,37078.0,Artificial Plants & Greenery
232,2020-09-05,47165.0,Artificial Plants & Greenery
233,2020-09-06,59560.0,Artificial Plants & Greenery
234,2020-09-07,59560.0,Artificial Plants & Greenery
235,2020-09-08,59560.0,Artificial Plants & Greenery
236,2020-09-09,59560.0,Artificial Plants & Greenery
237,2020-09-10,28500.0,Artificial Plants & Greenery
238,2020-09-11,28500.0,Artificial Plants & Greenery
239,2020-09-12,119599.0,Artificial Plants & Greenery
240,2020-09-13,119599.0,Artificial Plants & Greenery
241,2020-09-14,119599.0,Artificial Plants & Greenery
242,2020-09-15,124479.0,Artificial Plants & Greenery
243,2020-09-16,148595.0,Artificial Plants & Greenery
244,2020-09-17,148595.0,Artificial Plants & Greenery
245,2020-09-18,100481.0,Artificial Plants & Greenery
246,2020-09-19,100481.0,Artificial Plants & Greenery
247,2020-09-20,100481.0,Artificial Plants & Greenery
248,2020-09-21,100481.0,Artificial Plants & Greenery
249,2020-09-22,100481.0,Artificial Plants & Greenery
250,2020-09-23,100481.0,Artificial Plants & Greenery
251,2020-09-24,100481.0,Artificial Plants & Greenery
252,2020-09-25,116838.0,Artificial Plants & Greenery
253,2020-09-26,91430.0,Artificial Plants & Greenery
254,2020-09-27,91430.0,Artificial Plants & Greenery
255,2020-09-28,91430.0,Artificial Plants & Greenery
256,2020-09-29,91430.0,Artificial Plants & Greenery
257,2020-09-30,109608.0,Artificial Plants & Greenery
258,2020-10-01,109608.0,Artificial Plants & Greenery
259,2020-10-02,109608.0,Artificial Plants & Greenery
260,2020-10-03,109608.0,Artificial Plants & Greenery
261,2020-10-04,246655.0,Artificial Plants & Greenery
262,2020-10-05,246655.0,Artificial Plants & Greenery
263,2020-10-06,246655.0,Artificial Plants & Greenery
264,2020-10-07,72343.0,Artificial Plants & Greenery
265,2020-10-08,107020.0,Artificial Plants & Greenery
266,2020-10-09,96843.0,Artificial Plants & Greenery
267,2020-10-10,96843.0,Artificial Plants & Greenery
268,2020-10-11,96843.0,Artificial Plants & Greenery
269,2020-10-12,140108.0,Artificial Plants & Greenery
270,2020-10-13,140108.0,Artificial Plants & Greenery
271,2020-10-14,92840.0,Artificial Plants & Greenery
272,2020-10-15,92840.0,Artificial Plants & Greenery
273,2020-10-16,92840.0,Artificial Plants & Greenery
274,2020-10-17,92840.0,Artificial Plants & Greenery
275,2020-10-18,116252.0,Artificial Plants & Greenery
276,2020-10-19,116252.0,Artificial Plants & Greenery
277,2020-10-20,111355.0,Artificial Plants & Greenery
278,2020-10-21,111355.0,Artificial Plants & Greenery
279,2020-10-22,111355.0,Artificial Plants & Greenery
280,2020-10-23,154423.0,Artificial Plants & Greenery
281,2020-10-24,154423.0,Artificial Plants & Greenery
282,2020-10-25,133285.0,Artificial Plants & Greenery
283,2020-10-26,133285.0,Artificial Plants & Greenery
284,2020-10-27,133285.0,Artificial Plants & Greenery
285,2020-10-28,133285.0,Artificial Plants & Greenery
286,2020-10-29,176314.0,Artificial Plants & Greenery
287,2020-10-30,176314.0,Artificial Plants & Greenery
288,2020-10-31,176314.0,Artificial Plants & Greenery
289,2020-11-01,176314.0,Artificial Plants & Greenery
290,2020-11-02,54953.0,Artificial Plants & Greenery
291,2020-11-03,54953.0,Artificial Plants & Greenery
292,2020-11-04,36958.0,Artificial Plants & Greenery
293,2020-11-05,36958.0,Artificial Plants & Greenery
294,2020-11-06,40710.0,Artificial Plants & Greenery
295,2020-11-07,40710.0,Artificial Plants & Greenery
296,2020-11-08,40710.0,Artificial Plants & Greenery
297,2020-11-09,40710.0,Artificial Plants & Greenery
298,2020-11-10,39273.0,Artificial Plants & Greenery
299,2020-11-11,42414.0,Artificial Plants & Greenery
300,2020-11-12,42414.0,Artificial Plants & Greenery
301,2020-11-13,60217.0,Artificial Plants & Greenery
302,2020-11-14,60217.0,Artificial Plants & Greenery
303,2020-11-15,60217.0,Artificial Plants & Greenery
304,2020-11-16,60217.0,Artificial Plants & Greenery
305,2020-11-17,60217.0,Artificial Plants & Greenery
306,2020-11-18,25677.0,Artificial Plants & Greenery
307,2020-11-19,27617.0,Artificial Plants & Greenery
308,2020-11-20,27617.0,Artificial Plants & Greenery
309,2020-11-21,27617.0,Artificial Plants & Greenery
310,2020-11-22,27617.0,Artificial Plants & Greenery
311,2020-11-23,27617.0,Artificial Plants & Greenery
312,2020-11-24,14932.0,Artificial Plants & Greenery
313,2020-11-25,15978.0,Artificial Plants & Greenery
314,2020-11-26,19566.0,Artificial Plants & Greenery
315,2020-11-27,29971.0,Artificial Plants & Greenery
316,2020-11-28,29971.0,Artificial Plants & Greenery
317,2020-11-29,29971.0,Artificial Plants & Greenery
318,2020-11-30,29971.0,Artificial Plants & Greenery
319,2020-12-01,34944.0,Artificial Plants & Greenery
320,2020-12-02,26952.0,Artificial Plants & Greenery
321,2020-12-03,30199.0,Artificial Plants & Greenery
322,2020-12-04,30199.0,Artificial Plants & Greenery
323,2020-12-05,50796.0,Artificial Plants & Greenery
324,2020-12-06,50796.0,Artificial Plants & Greenery
325,2020-12-07,50796.0,Artificial Plants & Greenery
326,2020-12-08,95396.0,Artificial Plants & Greenery
327,2020-12-09,94843.0,Artificial Plants & Greenery
328,2020-12-10,94843.0,Artificial Plants & Greenery
329,2020-12-11,94843.0,Artificial Plants & Greenery
330,2020-12-12,94843.0,Artificial Plants & Greenery
331,2020-12-13,94843.0,Artificial Plants & Greenery
332,2020-12-14,135973.0,Artificial Plants & Greenery
333,2020-12-15,107997.0,Artificial Plants & Greenery
334,2020-12-16,107997.0,Artificial Plants & Greenery
335,2020-12-17,112639.0,Artificial Plants & Greenery
336,2020-12-18,112639.0,Artificial Plants & Greenery
337,2020-12-19,112639.0,Artificial Plants & Greenery
338,2020-12-20,112639.0,Artificial Plants & Greenery
339,2020-12-21,112639.0,Artificial Plants & Greenery
340,2020-12-22,112639.0,Artificial Plants & Greenery
341,2020-12-23,112639.0,Artificial Plants & Greenery
342,2020-12-24,112639.0,Artificial Plants & Greenery
343,2020-12-25,112639.0,Artificial Plants & Greenery
344,2020-12-26,112639.0,Artificial Plants & Greenery
345,2020-12-27,112639.0,Artificial Plants & Greenery
346,2020-12-28,112639.0,Artificial Plants & Greenery
347,2020-12-29,112639.0,Artificial Plants & Greenery
348,2020-12-30,112639.0,Artificial Plants & Greenery
349,2020-12-31,112639.0,Artificial Plants & Greenery
350,2021-01-01,112639.0,Artificial Plants & Greenery
351,2021-01-02,1602931.0,Artificial Plants & Greenery
