,date,value,name_B0875TVWK4
0,2020-06-03,136101.0,Rings
1,2020-06-04,197596.0,Rings
2,2020-06-05,82681.0,Rings
3,2020-06-06,168443.0,Rings
4,2020-06-07,139918.0,Rings
5,2020-06-08,166635.0,Rings
6,2020-06-09,90338.0,Rings
7,2020-06-10,56195.0,Rings
8,2020-06-11,71115.0,Rings
9,2020-06-12,128718.0,Rings
10,2020-06-13,53352.0,Rings
11,2020-06-14,40073.0,Rings
12,2020-06-15,123317.0,Rings
13,2020-06-16,76242.0,Rings
14,2020-06-17,50920.0,Rings
15,2020-06-18,47196.0,Rings
16,2020-06-19,44645.0,Rings
17,2020-06-20,57677.0,Rings
18,2020-06-21,61326.0,Rings
19,2020-06-22,61326.0,Rings
20,2020-06-23,78537.0,Rings
21,2020-06-24,30089.0,Rings
22,2020-06-25,33694.0,Rings
23,2020-06-26,30538.0,Rings
24,2020-06-27,24497.0,Rings
25,2020-06-28,34429.0,Rings
26,2020-06-29,17982.0,Rings
27,2020-06-30,57333.0,Rings
28,2020-07-01,57333.0,Rings
29,2020-07-02,86909.0,Rings
30,2020-07-03,113683.0,Rings
31,2020-07-04,140510.0,Rings
32,2020-07-05,148912.0,Rings
33,2020-07-06,158893.0,Rings
34,2020-07-07,158893.0,Rings
35,2020-07-08,158893.0,Rings
36,2020-07-09,200441.0,Rings
37,2020-07-10,209937.0,Rings
38,2020-07-11,209644.0,Rings
39,2020-07-12,219996.0,Rings
40,2020-07-13,223741.0,Rings
41,2020-07-14,234798.0,Rings
42,2020-07-15,234798.0,Rings
43,2020-07-16,245486.0,Rings
44,2020-07-17,245486.0,Rings
45,2020-07-18,259440.0,Rings
46,2020-07-19,264812.0,Rings
47,2020-07-20,270400.0,Rings
48,2020-07-21,276236.0,Rings
49,2020-07-22,283453.0,Rings
50,2020-07-23,291717.0,Rings
51,2020-07-24,298079.0,Rings
52,2020-07-25,301523.0,Rings
53,2020-07-26,304787.0,Rings
54,2020-07-27,304787.0,Rings
55,2020-07-28,319551.0,Rings
56,2020-07-29,329892.0,Rings
57,2020-07-30,339176.0,Rings
58,2020-07-31,343178.0,Rings
59,2020-08-01,348924.0,Rings
60,2020-08-02,348924.0,Rings
61,2020-08-03,348924.0,Rings
62,2020-08-04,365066.0,Rings
63,2020-08-05,376007.0,Rings
64,2020-08-06,382062.0,Rings
65,2020-08-07,386616.0,Rings
66,2020-08-08,392186.0,Rings
67,2020-08-09,397413.0,Rings
68,2020-08-10,397413.0,Rings
69,2020-08-11,397413.0,Rings
70,2020-08-12,397413.0,Rings
71,2020-08-13,397413.0,Rings
72,2020-08-14,218232.0,Rings
73,2020-08-15,218232.0,Rings
74,2020-08-16,218232.0,Rings
75,2020-08-17,218232.0,Rings
76,2020-08-18,357517.0,Rings
77,2020-08-19,357517.0,Rings
78,2020-08-20,380128.0,Rings
79,2020-08-21,380128.0,Rings
80,2020-08-22,405370.0,Rings
81,2020-08-23,405370.0,Rings
82,2020-08-24,405370.0,Rings
83,2020-08-25,420503.0,Rings
84,2020-08-26,420503.0,Rings
85,2020-08-27,420503.0,Rings
86,2020-08-28,420503.0,Rings
87,2020-08-29,420503.0,Rings
88,2020-08-30,439824.0,Rings
89,2020-08-31,445334.0,Rings
90,2020-09-01,448978.0,Rings
91,2020-09-02,454433.0,Rings
92,2020-09-03,457830.0,Rings
93,2020-09-04,462477.0,Rings
94,2020-09-05,465313.0,Rings
95,2020-09-06,467628.0,Rings
96,2020-09-07,470664.0,Rings
97,2020-09-08,473445.0,Rings
98,2020-09-09,475022.0,Rings
99,2020-09-10,477771.0,Rings
100,2020-09-11,479890.0,Rings
101,2020-09-12,481679.0,Rings
102,2020-09-13,481679.0,Rings
103,2020-09-14,481679.0,Rings
104,2020-09-15,481679.0,Rings
105,2020-09-16,326568.0,Rings
106,2020-09-17,201115.0,Rings
107,2020-09-18,238939.0,Rings
108,2020-09-19,280356.0,Rings
109,2020-09-20,280356.0,Rings
110,2020-09-21,355527.0,Rings
111,2020-09-22,370155.0,Rings
112,2020-09-23,384998.0,Rings
113,2020-09-24,384998.0,Rings
114,2020-09-25,406350.0,Rings
115,2020-09-26,418968.0,Rings
116,2020-09-27,425545.0,Rings
117,2020-09-28,432292.0,Rings
118,2020-09-29,434879.0,Rings
119,2020-09-30,443307.0,Rings
120,2020-10-01,443307.0,Rings
121,2020-10-02,443307.0,Rings
122,2020-10-03,458055.0,Rings
123,2020-10-04,458055.0,Rings
124,2020-10-05,458055.0,Rings
125,2020-10-06,472529.0,Rings
126,2020-10-07,476573.0,Rings
127,2020-10-08,476573.0,Rings
128,2020-10-09,479354.0,Rings
129,2020-10-10,482188.0,Rings
130,2020-10-11,484636.0,Rings
131,2020-10-12,487717.0,Rings
132,2020-10-13,487717.0,Rings
133,2020-10-14,487717.0,Rings
134,2020-10-15,487717.0,Rings
135,2020-10-16,501208.0,Rings
136,2020-10-17,511174.0,Rings
137,2020-10-18,511174.0,Rings
138,2020-10-19,511174.0,Rings
139,2020-10-20,511174.0,Rings
140,2020-10-21,112167.0,Rings
141,2020-10-22,184311.0,Rings
142,2020-10-23,184311.0,Rings
143,2020-10-24,231842.0,Rings
144,2020-10-25,273600.0,Rings
145,2020-10-26,273600.0,Rings
146,2020-10-27,332832.0,Rings
147,2020-10-28,387242.0,Rings
148,2020-10-29,387242.0,Rings
149,2020-10-30,419701.0,Rings
150,2020-10-31,444874.0,Rings
151,2020-11-01,448912.0,Rings
152,2020-11-02,462553.0,Rings
153,2020-11-03,471106.0,Rings
154,2020-11-04,479031.0,Rings
155,2020-11-05,479031.0,Rings
156,2020-11-06,493390.0,Rings
157,2020-11-07,498481.0,Rings
158,2020-11-08,503023.0,Rings
159,2020-11-09,503023.0,Rings
160,2020-11-10,301809.0,Rings
161,2020-11-11,301809.0,Rings
162,2020-11-12,381127.0,Rings
163,2020-11-13,434145.0,Rings
164,2020-11-14,434145.0,Rings
165,2020-11-15,474130.0,Rings
166,2020-11-16,493930.0,Rings
167,2020-11-17,493930.0,Rings
168,2020-11-18,518733.0,Rings
169,2020-11-19,518733.0,Rings
170,2020-11-20,518733.0,Rings
171,2020-11-21,538958.0,Rings
172,2020-11-22,548857.0,Rings
173,2020-11-23,548857.0,Rings
174,2020-11-24,560988.0,Rings
175,2020-11-25,565120.0,Rings
176,2020-11-26,565120.0,Rings
177,2020-11-27,575865.0,Rings
178,2020-11-28,575865.0,Rings
179,2020-11-29,592414.0,Rings
180,2020-11-30,605121.0,Rings
181,2020-12-01,617428.0,Rings
182,2020-12-02,617428.0,Rings
183,2020-12-03,627631.0,Rings
184,2020-12-04,633019.0,Rings
185,2020-12-05,639134.0,Rings
186,2020-12-06,639134.0,Rings
187,2020-12-07,650839.0,Rings
188,2020-12-08,654474.0,Rings
189,2020-12-09,654474.0,Rings
190,2020-12-10,655526.0,Rings
191,2020-12-11,655526.0,Rings
192,2020-12-12,664892.0,Rings
193,2020-12-13,673836.0,Rings
194,2020-12-14,673836.0,Rings
195,2020-12-15,676904.0,Rings
196,2020-12-16,676904.0,Rings
197,2020-12-17,676598.0,Rings
198,2020-12-18,672630.0,Rings
199,2020-12-19,672630.0,Rings
200,2020-12-20,666019.0,Rings
201,2020-12-21,664066.0,Rings
202,2020-12-22,664066.0,Rings
203,2020-12-23,653387.0,Rings
204,2020-12-24,646202.0,Rings
205,2020-12-25,646202.0,Rings
206,2020-12-26,634037.0,Rings
207,2020-12-27,628848.0,Rings
208,2020-12-28,628848.0,Rings
209,2020-12-29,626197.0,Rings
210,2020-12-30,626197.0,Rings
211,2020-12-31,624752.0,Rings
212,2021-01-01,624752.0,Rings
213,2021-01-02,627370.0,Rings
214,2021-01-03,627370.0,Rings
215,2021-01-04,628907.0,Rings
216,2021-01-05,628907.0,Rings
217,2021-01-06,143308.0,Rings
218,2021-01-07,143308.0,Rings
219,2021-01-08,143308.0,Rings
220,2021-01-09,143308.0,Rings
221,2021-01-10,425227.0,Rings
222,2021-01-11,425227.0,Rings
223,2021-01-12,425227.0,Rings
224,2021-01-13,507720.0,Rings
225,2021-01-14,507720.0,Rings
226,2021-01-15,507720.0,Rings
227,2021-01-16,507720.0,Rings
228,2021-01-17,507720.0,Rings
229,2021-01-18,507720.0,Rings
230,2021-01-19,507720.0,Rings
231,2021-01-20,507720.0,Rings
232,2021-01-21,507720.0,Rings
233,2021-01-22,570582.0,Rings
234,2021-01-23,570582.0,Rings
235,2021-01-24,570582.0,Rings
236,2021-01-25,578137.0,Rings
237,2021-01-26,578137.0,Rings
238,2021-01-27,578137.0,Rings
239,2021-01-28,578137.0,Rings
240,2021-01-29,578137.0,Rings
241,2021-01-30,578137.0,Rings
242,2021-01-31,578137.0,Rings
243,2021-02-01,578137.0,Rings
244,2021-02-02,578137.0,Rings
245,2021-02-03,602192.0,Rings
246,2021-02-04,604109.0,Rings
247,2021-02-05,606658.0,Rings
248,2021-02-06,605749.0,Rings
249,2021-02-07,609791.0,Rings
250,2021-02-08,609645.0,Rings
251,2021-02-09,609645.0,Rings
252,2021-02-10,610415.0,Rings
253,2021-02-11,610415.0,Rings
254,2021-02-12,610069.0,Rings
255,2021-02-13,610069.0,Rings
256,2021-02-14,610069.0,Rings
257,2021-02-15,570010.0,Rings
258,2021-02-16,570010.0,Rings
259,2021-02-17,570010.0,Rings
260,2021-02-18,570010.0,Rings
261,2021-02-19,570010.0,Rings
262,2021-02-20,570010.0,Rings
263,2021-02-21,570010.0,Rings
264,2021-02-22,570010.0,Rings
265,2021-02-23,564524.0,Rings
266,2021-02-24,565764.0,Rings
267,2021-02-25,565764.0,Rings
268,2021-02-26,559326.0,Rings
269,2021-02-27,554812.0,Rings
270,2021-02-28,554812.0,Rings
271,2021-03-01,557825.0,Rings
272,2021-03-02,557825.0,Rings
273,2021-03-03,557825.0,Rings
274,2021-03-04,561365.0,Rings
275,2021-03-05,561365.0,Rings
276,2021-03-06,561365.0,Rings
277,2021-03-07,561365.0,Rings
278,2021-03-08,561365.0,Rings
279,2021-03-09,561365.0,Rings
280,2021-03-10,566740.0,Rings
281,2021-03-11,566740.0,Rings
282,2021-03-12,568814.0,Rings
283,2021-03-13,568814.0,Rings
284,2021-03-14,568814.0,Rings
285,2021-03-15,576514.0,Rings
286,2021-03-16,578300.0,Rings
287,2021-03-17,578300.0,Rings
288,2021-03-18,585148.0,Rings
289,2021-03-19,588522.0,Rings
290,2021-03-20,591083.0,Rings
291,2021-03-21,593780.0,Rings
292,2021-03-22,595501.0,Rings
293,2021-03-23,595501.0,Rings
294,2021-03-24,597803.0,Rings
295,2021-03-25,600740.0,Rings
296,2021-03-26,600738.0,Rings
297,2021-03-27,234508.0,Rings
298,2021-03-28,268316.0,Rings
299,2021-03-29,333624.0,Rings
300,2021-03-30,402490.0,Rings
301,2021-03-31,425941.0,Rings
302,2021-04-01,443646.0,Rings
303,2021-04-02,481881.0,Rings
304,2021-04-03,111179.0,Rings
305,2021-04-04,210577.0,Rings
306,2021-04-05,123760.0,Rings
307,2021-04-06,165317.0,Rings
308,2021-04-07,172673.0,Rings
309,2021-04-08,135072.0,Rings
310,2021-04-09,133671.0,Rings
311,2021-04-10,117498.0,Rings
312,2021-04-11,117498.0,Rings
313,2021-04-12,180370.0,Rings
314,2021-04-13,102827.0,Rings
315,2021-04-14,186531.0,Rings
316,2021-04-15,229471.0,Rings
317,2021-04-16,181100.0,Rings
318,2021-04-17,227071.0,Rings
319,2021-04-18,272709.0,Rings
320,2021-04-19,139141.0,Rings
321,2021-04-20,190392.0,Rings
322,2021-04-21,89277.0,Rings
323,2021-04-22,146959.0,Rings
324,2021-04-23,191748.0,Rings
325,2021-04-24,108043.0,Rings
326,2021-04-25,122150.0,Rings
327,2021-04-26,180745.0,Rings
328,2021-04-27,104556.0,Rings
329,2021-04-28,104556.0,Rings
330,2021-04-29,224634.0,Rings
331,2021-04-30,224634.0,Rings
332,2021-05-01,117148.0,Rings
333,2021-05-02,180570.0,Rings
334,2021-05-03,161287.0,Rings
335,2021-05-04,107618.0,Rings
336,2021-05-05,158977.0,Rings
337,2021-05-06,89758.0,Rings
338,2021-05-07,82306.0,Rings
339,2021-05-08,116985.0,Rings
340,2021-05-09,116985.0,Rings
341,2021-05-10,148142.0,Rings
342,2021-05-11,102859.0,Rings
343,2021-05-12,102859.0,Rings
344,2021-05-13,133856.0,Rings
345,2021-05-14,154458.0,Rings
346,2021-05-15,99575.0,Rings
347,2021-05-16,94039.0,Rings
348,2021-05-17,114947.0,Rings
349,2021-05-18,75160.0,Rings
350,2021-05-19,67414.0,Rings
351,2021-05-20,46838.0,Rings
352,2021-05-21,43549.0,Rings
353,2021-05-22,51725.0,Rings
354,2021-05-23,34771.0,Rings
355,2021-05-24,36786.0,Rings
356,2021-05-25,29652.0,Rings
357,2021-05-26,37376.0,Rings
358,2021-05-27,38568.0,Rings
359,2021-05-28,31490.0,Rings
360,2021-05-29,37061.0,Rings
361,2021-05-30,57011.0,Rings
362,2021-05-31,43760.0,Rings
363,2021-06-01,46722.0,Rings
364,2021-06-02,44392.0,Rings
365,2021-06-03,34741.0,Rings
366,2021-06-04,48127.0,Rings
367,2021-06-05,47139.0,Rings
368,2021-06-06,41647.0,Rings
369,2021-06-07,25991.0,Rings
370,2021-06-08,16434.0,Rings
371,2021-06-09,17859.0,Rings
372,2021-06-10,19923.0,Rings
373,2021-06-11,22527.0,Rings
374,2021-06-12,17016.0,Rings
375,2021-06-13,22351.0,Rings
376,2021-06-14,20563.0,Rings
377,2021-06-15,16846.0,Rings
378,2021-06-16,13154.0,Rings
379,2021-06-17,11300.0,Rings
380,2021-06-18,10368.0,Rings
381,2021-06-19,11678.0,Rings
382,2021-06-20,12338.0,Rings
383,2021-06-21,11738.0,Rings
384,2021-06-22,16687.0,Rings
385,2021-06-23,15355.0,Rings
386,2021-06-24,13190.0,Rings
387,2021-06-25,10648.0,Rings
388,2021-06-26,10510.0,Rings
389,2021-06-27,10262.0,Rings
390,2021-06-28,13083.0,Rings
391,2021-06-29,8263.0,Rings
392,2021-06-30,13520.0,Rings
393,2021-07-01,27969.0,Rings
394,2021-07-02,49146.0,Rings
395,2021-07-03,56530.0,Rings
396,2021-07-04,71327.0,Rings
397,2021-07-05,80944.0,Rings
398,2021-07-06,95354.0,Rings
399,2021-07-07,97746.0,Rings
400,2021-07-08,94913.0,Rings
401,2021-07-09,105790.0,Rings
