,date,value,name_B08CXFHLL3
0,2020-09-12,7078.0,Play Tents & Tunnels
1,2020-09-13,7078.0,Play Tents & Tunnels
2,2020-09-14,7078.0,Play Tents & Tunnels
3,2020-09-15,7078.0,Play Tents & Tunnels
4,2020-09-16,18619.0,Play Tents & Tunnels
5,2020-09-17,18619.0,Play Tents & Tunnels
6,2020-09-18,18619.0,Play Tents & Tunnels
7,2020-09-19,18619.0,Play Tents & Tunnels
8,2020-09-20,18619.0,Play Tents & Tunnels
9,2020-09-21,21205.0,Play Tents & Tunnels
10,2020-09-22,21205.0,Play Tents & Tunnels
11,2020-09-23,21205.0,Play Tents & Tunnels
12,2020-09-24,20272.0,Play Tents & Tunnels
13,2020-09-25,20272.0,Play Tents & Tunnels
14,2020-09-26,20272.0,Play Tents & Tunnels
15,2020-09-27,11438.0,Play Tents & Tunnels
16,2020-09-28,11438.0,Play Tents & Tunnels
17,2020-09-29,11438.0,Play Tents & Tunnels
18,2020-09-30,14379.0,Play Tents & Tunnels
19,2020-10-01,14379.0,Play Tents & Tunnels
20,2020-10-02,14379.0,Play Tents & Tunnels
21,2020-10-03,14379.0,Play Tents & Tunnels
22,2020-10-04,14379.0,Play Tents & Tunnels
23,2020-10-05,15992.0,Play Tents & Tunnels
24,2020-10-06,15992.0,Play Tents & Tunnels
25,2020-10-07,24146.0,Play Tents & Tunnels
26,2020-10-08,24146.0,Play Tents & Tunnels
27,2020-10-09,24146.0,Play Tents & Tunnels
28,2020-10-10,24146.0,Play Tents & Tunnels
29,2020-10-11,24146.0,Play Tents & Tunnels
30,2020-10-12,17762.0,Play Tents & Tunnels
31,2020-10-13,17762.0,Play Tents & Tunnels
32,2020-10-14,23305.0,Play Tents & Tunnels
33,2020-10-15,23305.0,Play Tents & Tunnels
34,2020-10-16,23305.0,Play Tents & Tunnels
35,2020-10-17,23305.0,Play Tents & Tunnels
36,2020-10-18,21322.0,Play Tents & Tunnels
37,2020-10-19,21322.0,Play Tents & Tunnels
38,2020-10-20,21322.0,Play Tents & Tunnels
39,2020-10-21,10307.0,Play Tents & Tunnels
40,2020-10-22,10307.0,Play Tents & Tunnels
41,2020-10-23,10307.0,Play Tents & Tunnels
42,2020-10-24,10804.0,Play Tents & Tunnels
43,2020-10-25,12636.0,Play Tents & Tunnels
44,2020-10-26,12636.0,Play Tents & Tunnels
45,2020-10-27,12636.0,Play Tents & Tunnels
46,2020-10-28,18094.0,Play Tents & Tunnels
47,2020-10-29,18094.0,Play Tents & Tunnels
48,2020-10-30,18094.0,Play Tents & Tunnels
49,2020-10-31,10242.0,Play Tents & Tunnels
50,2020-11-01,10242.0,Play Tents & Tunnels
51,2020-11-02,12048.0,Play Tents & Tunnels
52,2020-11-03,12048.0,Play Tents & Tunnels
53,2020-11-04,12048.0,Play Tents & Tunnels
54,2020-11-05,7542.0,Play Tents & Tunnels
55,2020-11-06,7546.0,Play Tents & Tunnels
56,2020-11-07,7546.0,Play Tents & Tunnels
57,2020-11-08,7546.0,Play Tents & Tunnels
58,2020-11-09,9350.0,Play Tents & Tunnels
59,2020-11-10,9350.0,Play Tents & Tunnels
60,2020-11-11,9350.0,Play Tents & Tunnels
61,2020-11-12,9842.0,Play Tents & Tunnels
62,2020-11-13,9842.0,Play Tents & Tunnels
63,2020-11-14,9842.0,Play Tents & Tunnels
64,2020-11-15,9842.0,Play Tents & Tunnels
65,2020-11-16,9842.0,Play Tents & Tunnels
66,2020-11-17,9314.0,Play Tents & Tunnels
67,2020-11-18,9314.0,Play Tents & Tunnels
68,2020-11-19,9314.0,Play Tents & Tunnels
69,2020-11-20,6477.0,Play Tents & Tunnels
70,2020-11-21,6477.0,Play Tents & Tunnels
71,2020-11-22,6477.0,Play Tents & Tunnels
72,2020-11-23,6477.0,Play Tents & Tunnels
73,2020-11-24,7014.0,Play Tents & Tunnels
74,2020-11-25,7014.0,Play Tents & Tunnels
75,2020-11-26,7014.0,Play Tents & Tunnels
76,2020-11-27,7014.0,Play Tents & Tunnels
77,2020-11-28,8213.0,Play Tents & Tunnels
78,2020-11-29,8213.0,Play Tents & Tunnels
79,2020-11-30,8213.0,Play Tents & Tunnels
80,2020-12-01,8829.0,Play Tents & Tunnels
81,2020-12-02,8829.0,Play Tents & Tunnels
82,2020-12-03,8829.0,Play Tents & Tunnels
83,2020-12-04,8248.0,Play Tents & Tunnels
84,2020-12-05,8248.0,Play Tents & Tunnels
85,2020-12-06,8248.0,Play Tents & Tunnels
86,2020-12-07,13332.0,Play Tents & Tunnels
87,2020-12-08,13332.0,Play Tents & Tunnels
88,2020-12-09,13332.0,Play Tents & Tunnels
89,2020-12-10,20886.0,Play Tents & Tunnels
90,2020-12-11,20886.0,Play Tents & Tunnels
91,2020-12-12,19626.0,Play Tents & Tunnels
92,2020-12-13,19626.0,Play Tents & Tunnels
93,2020-12-14,19626.0,Play Tents & Tunnels
94,2020-12-15,19269.0,Play Tents & Tunnels
95,2020-12-16,19269.0,Play Tents & Tunnels
96,2020-12-17,11821.0,Play Tents & Tunnels
97,2020-12-18,11821.0,Play Tents & Tunnels
98,2020-12-19,11821.0,Play Tents & Tunnels
99,2020-12-20,11821.0,Play Tents & Tunnels
100,2020-12-21,11821.0,Play Tents & Tunnels
101,2020-12-22,5793.0,Play Tents & Tunnels
102,2020-12-23,5793.0,Play Tents & Tunnels
103,2020-12-24,5793.0,Play Tents & Tunnels
104,2020-12-25,7916.0,Play Tents & Tunnels
105,2020-12-26,8515.0,Play Tents & Tunnels
106,2020-12-27,8515.0,Play Tents & Tunnels
107,2020-12-28,8515.0,Play Tents & Tunnels
108,2020-12-29,6128.0,Play Tents & Tunnels
109,2020-12-30,6128.0,Play Tents & Tunnels
110,2020-12-31,6128.0,Play Tents & Tunnels
111,2021-01-01,6128.0,Play Tents & Tunnels
112,2021-01-02,6128.0,Play Tents & Tunnels
113,2021-01-03,6587.0,Play Tents & Tunnels
114,2021-01-04,6587.0,Play Tents & Tunnels
115,2021-01-05,6587.0,Play Tents & Tunnels
116,2021-01-06,7783.0,Play Tents & Tunnels
117,2021-01-07,4690.0,Play Tents & Tunnels
118,2021-01-08,4690.0,Play Tents & Tunnels
119,2021-01-09,4690.0,Play Tents & Tunnels
120,2021-01-10,4690.0,Play Tents & Tunnels
121,2021-01-11,2819.0,Play Tents & Tunnels
122,2021-01-12,2819.0,Play Tents & Tunnels
123,2021-01-13,3846.0,Play Tents & Tunnels
124,2021-01-14,3846.0,Play Tents & Tunnels
125,2021-01-15,5044.0,Play Tents & Tunnels
126,2021-01-16,5044.0,Play Tents & Tunnels
127,2021-01-17,5044.0,Play Tents & Tunnels
128,2021-01-18,4864.0,Play Tents & Tunnels
129,2021-01-19,4864.0,Play Tents & Tunnels
130,2021-01-20,4864.0,Play Tents & Tunnels
131,2021-01-21,4776.0,Play Tents & Tunnels
132,2021-01-22,4776.0,Play Tents & Tunnels
133,2021-01-23,4026.0,Play Tents & Tunnels
134,2021-01-24,4026.0,Play Tents & Tunnels
135,2021-01-25,4026.0,Play Tents & Tunnels
136,2021-01-26,4026.0,Play Tents & Tunnels
137,2021-01-27,4445.0,Play Tents & Tunnels
138,2021-01-28,4445.0,Play Tents & Tunnels
139,2021-01-29,4445.0,Play Tents & Tunnels
140,2021-01-30,4445.0,Play Tents & Tunnels
141,2021-01-31,4445.0,Play Tents & Tunnels
142,2021-02-01,8979.0,Play Tents & Tunnels
143,2021-02-02,8979.0,Play Tents & Tunnels
144,2021-02-03,8979.0,Play Tents & Tunnels
145,2021-02-04,10849.0,Play Tents & Tunnels
146,2021-02-05,10849.0,Play Tents & Tunnels
147,2021-02-06,10849.0,Play Tents & Tunnels
148,2021-02-07,10849.0,Play Tents & Tunnels
149,2021-02-08,10849.0,Play Tents & Tunnels
150,2021-02-09,20686.0,Play Tents & Tunnels
151,2021-02-10,20686.0,Play Tents & Tunnels
152,2021-02-11,20686.0,Play Tents & Tunnels
153,2021-02-12,20686.0,Play Tents & Tunnels
154,2021-02-13,20686.0,Play Tents & Tunnels
155,2021-02-14,20686.0,Play Tents & Tunnels
156,2021-02-15,12505.0,Play Tents & Tunnels
157,2021-02-16,12505.0,Play Tents & Tunnels
158,2021-02-17,12505.0,Play Tents & Tunnels
159,2021-02-18,12505.0,Play Tents & Tunnels
160,2021-02-19,8191.0,Play Tents & Tunnels
161,2021-02-20,10252.0,Play Tents & Tunnels
162,2021-02-21,10252.0,Play Tents & Tunnels
163,2021-02-22,10252.0,Play Tents & Tunnels
164,2021-02-23,10252.0,Play Tents & Tunnels
165,2021-02-24,10252.0,Play Tents & Tunnels
166,2021-02-25,11310.0,Play Tents & Tunnels
167,2021-02-26,11310.0,Play Tents & Tunnels
168,2021-02-27,8955.0,Play Tents & Tunnels
169,2021-02-28,8955.0,Play Tents & Tunnels
170,2021-03-01,8955.0,Play Tents & Tunnels
171,2021-03-02,8955.0,Play Tents & Tunnels
172,2021-03-03,4918.0,Play Tents & Tunnels
173,2021-03-04,4918.0,Play Tents & Tunnels
174,2021-03-05,2808.0,Play Tents & Tunnels
175,2021-03-06,2808.0,Play Tents & Tunnels
176,2021-03-07,2134.0,Play Tents & Tunnels
177,2021-03-08,2134.0,Play Tents & Tunnels
178,2021-03-09,2134.0,Play Tents & Tunnels
179,2021-03-10,3447.0,Play Tents & Tunnels
180,2021-03-11,3447.0,Play Tents & Tunnels
181,2021-03-12,3447.0,Play Tents & Tunnels
182,2021-03-13,3667.0,Play Tents & Tunnels
183,2021-03-14,3667.0,Play Tents & Tunnels
184,2021-03-15,4240.0,Play Tents & Tunnels
185,2021-03-16,4240.0,Play Tents & Tunnels
186,2021-03-17,4240.0,Play Tents & Tunnels
187,2021-03-18,4406.0,Play Tents & Tunnels
188,2021-03-19,4678.0,Play Tents & Tunnels
189,2021-03-20,5214.0,Play Tents & Tunnels
190,2021-03-21,5214.0,Play Tents & Tunnels
191,2021-03-22,5214.0,Play Tents & Tunnels
192,2021-03-23,5195.0,Play Tents & Tunnels
193,2021-03-24,5195.0,Play Tents & Tunnels
194,2021-03-25,5364.0,Play Tents & Tunnels
195,2021-03-26,5364.0,Play Tents & Tunnels
196,2021-03-27,5364.0,Play Tents & Tunnels
197,2021-03-28,5364.0,Play Tents & Tunnels
198,2021-03-29,4549.0,Play Tents & Tunnels
199,2021-03-30,4549.0,Play Tents & Tunnels
200,2021-03-31,5454.0,Play Tents & Tunnels
201,2021-04-01,5454.0,Play Tents & Tunnels
202,2021-04-02,3549.0,Play Tents & Tunnels
203,2021-04-03,3549.0,Play Tents & Tunnels
204,2021-04-04,3549.0,Play Tents & Tunnels
205,2021-04-05,3549.0,Play Tents & Tunnels
206,2021-04-06,4208.0,Play Tents & Tunnels
207,2021-04-07,4208.0,Play Tents & Tunnels
208,2021-04-08,4208.0,Play Tents & Tunnels
209,2021-04-09,3830.0,Play Tents & Tunnels
210,2021-04-10,4173.0,Play Tents & Tunnels
211,2021-04-11,4173.0,Play Tents & Tunnels
212,2021-04-12,3682.0,Play Tents & Tunnels
213,2021-04-13,3682.0,Play Tents & Tunnels
214,2021-04-14,2102.0,Play Tents & Tunnels
215,2021-04-15,2102.0,Play Tents & Tunnels
216,2021-04-16,2102.0,Play Tents & Tunnels
217,2021-04-17,1777.0,Play Tents & Tunnels
218,2021-04-18,2218.0,Play Tents & Tunnels
219,2021-04-19,2218.0,Play Tents & Tunnels
220,2021-04-20,3432.0,Play Tents & Tunnels
221,2021-04-21,3432.0,Play Tents & Tunnels
222,2021-04-22,3461.0,Play Tents & Tunnels
223,2021-04-23,3461.0,Play Tents & Tunnels
224,2021-04-24,4478.0,Play Tents & Tunnels
225,2021-04-25,4478.0,Play Tents & Tunnels
226,2021-04-26,5786.0,Play Tents & Tunnels
227,2021-04-27,5858.0,Play Tents & Tunnels
228,2021-04-28,7939.0,Play Tents & Tunnels
229,2021-04-29,7915.0,Play Tents & Tunnels
230,2021-04-30,7915.0,Play Tents & Tunnels
231,2021-05-01,5260.0,Play Tents & Tunnels
232,2021-05-02,5741.0,Play Tents & Tunnels
233,2021-05-03,5741.0,Play Tents & Tunnels
234,2021-05-04,7404.0,Play Tents & Tunnels
235,2021-05-05,7404.0,Play Tents & Tunnels
236,2021-05-06,3960.0,Play Tents & Tunnels
237,2021-05-07,3960.0,Play Tents & Tunnels
238,2021-05-08,4317.0,Play Tents & Tunnels
239,2021-05-09,4317.0,Play Tents & Tunnels
240,2021-05-10,4317.0,Play Tents & Tunnels
241,2021-05-11,4176.0,Play Tents & Tunnels
242,2021-05-12,4176.0,Play Tents & Tunnels
243,2021-05-13,4359.0,Play Tents & Tunnels
244,2021-05-14,4912.0,Play Tents & Tunnels
245,2021-05-15,5110.0,Play Tents & Tunnels
246,2021-05-16,5110.0,Play Tents & Tunnels
247,2021-05-17,3504.0,Play Tents & Tunnels
248,2021-05-18,3504.0,Play Tents & Tunnels
249,2021-05-19,3794.0,Play Tents & Tunnels
250,2021-05-20,3452.0,Play Tents & Tunnels
251,2021-05-21,3633.0,Play Tents & Tunnels
252,2021-05-22,3633.0,Play Tents & Tunnels
253,2021-05-23,3031.0,Play Tents & Tunnels
254,2021-05-24,3031.0,Play Tents & Tunnels
255,2021-05-25,3031.0,Play Tents & Tunnels
256,2021-05-26,3921.0,Play Tents & Tunnels
257,2021-05-27,3921.0,Play Tents & Tunnels
258,2021-05-28,3040.0,Play Tents & Tunnels
259,2021-05-29,3040.0,Play Tents & Tunnels
260,2021-05-30,3881.0,Play Tents & Tunnels
261,2021-05-31,3181.0,Play Tents & Tunnels
262,2021-06-01,2983.0,Play Tents & Tunnels
263,2021-06-02,2983.0,Play Tents & Tunnels
264,2021-06-03,3525.0,Play Tents & Tunnels
265,2021-06-04,3525.0,Play Tents & Tunnels
266,2021-06-05,3525.0,Play Tents & Tunnels
267,2021-06-06,4169.0,Play Tents & Tunnels
268,2021-06-07,3904.0,Play Tents & Tunnels
269,2021-06-08,3904.0,Play Tents & Tunnels
270,2021-06-09,3614.0,Play Tents & Tunnels
271,2021-06-10,3614.0,Play Tents & Tunnels
272,2021-06-11,3614.0,Play Tents & Tunnels
273,2021-06-12,3774.0,Play Tents & Tunnels
274,2021-06-13,3774.0,Play Tents & Tunnels
275,2021-06-14,3313.0,Play Tents & Tunnels
276,2021-06-15,3313.0,Play Tents & Tunnels
277,2021-06-16,3313.0,Play Tents & Tunnels
278,2021-06-17,1544.0,Play Tents & Tunnels
279,2021-06-18,2002.0,Play Tents & Tunnels
280,2021-06-19,2002.0,Play Tents & Tunnels
281,2021-06-20,2002.0,Play Tents & Tunnels
282,2021-06-21,2789.0,Play Tents & Tunnels
283,2021-06-22,5496.0,Play Tents & Tunnels
284,2021-06-23,5496.0,Play Tents & Tunnels
285,2021-06-24,4731.0,Play Tents & Tunnels
286,2021-06-25,4731.0,Play Tents & Tunnels
287,2021-06-26,4226.0,Play Tents & Tunnels
288,2021-06-27,4226.0,Play Tents & Tunnels
289,2021-06-28,4226.0,Play Tents & Tunnels
290,2021-06-29,3165.0,Play Tents & Tunnels
291,2021-06-30,3026.0,Play Tents & Tunnels
292,2021-07-01,3026.0,Play Tents & Tunnels
293,2021-07-02,3065.0,Play Tents & Tunnels
294,2021-07-03,3065.0,Play Tents & Tunnels
295,2021-07-04,3065.0,Play Tents & Tunnels
296,2021-07-05,3179.0,Play Tents & Tunnels
297,2021-07-06,3179.0,Play Tents & Tunnels
298,2021-07-07,3179.0,Play Tents & Tunnels
299,2021-07-08,3399.0,Play Tents & Tunnels
300,2021-07-09,3368.0,Play Tents & Tunnels
301,2021-07-10,3374.0,Play Tents & Tunnels
