,date,value,name_B07NRZ1MGF
465,2020-07-16,34538.0,Stainless Steel Surface Cleaners
466,2020-07-17,34538.0,Stainless Steel Surface Cleaners
467,2020-07-18,34538.0,Stainless Steel Surface Cleaners
468,2020-07-19,34538.0,Stainless Steel Surface Cleaners
469,2020-07-20,21980.0,Stainless Steel Surface Cleaners
470,2020-07-21,21980.0,Stainless Steel Surface Cleaners
471,2020-07-22,21980.0,Stainless Steel Surface Cleaners
472,2020-07-23,21980.0,Stainless Steel Surface Cleaners
473,2020-07-24,21980.0,Stainless Steel Surface Cleaners
474,2020-07-25,21980.0,Stainless Steel Surface Cleaners
475,2020-07-26,21980.0,Stainless Steel Surface Cleaners
476,2020-07-27,28876.0,Stainless Steel Surface Cleaners
477,2020-07-28,39972.0,Stainless Steel Surface Cleaners
478,2020-07-29,39972.0,Stainless Steel Surface Cleaners
479,2020-07-30,39972.0,Stainless Steel Surface Cleaners
480,2020-07-31,39972.0,Stainless Steel Surface Cleaners
481,2020-08-01,39972.0,Stainless Steel Surface Cleaners
482,2020-08-02,39972.0,Stainless Steel Surface Cleaners
483,2020-08-03,33337.0,Stainless Steel Surface Cleaners
484,2020-08-04,33337.0,Stainless Steel Surface Cleaners
485,2020-08-05,33337.0,Stainless Steel Surface Cleaners
486,2020-08-06,24034.0,Stainless Steel Surface Cleaners
487,2020-08-07,24034.0,Stainless Steel Surface Cleaners
488,2020-08-08,24034.0,Stainless Steel Surface Cleaners
489,2020-08-09,24034.0,Stainless Steel Surface Cleaners
490,2020-08-10,19618.0,Stainless Steel Surface Cleaners
491,2020-08-11,19618.0,Stainless Steel Surface Cleaners
492,2020-08-12,40837.0,Stainless Steel Surface Cleaners
493,2020-08-13,40837.0,Stainless Steel Surface Cleaners
494,2020-08-14,40837.0,Stainless Steel Surface Cleaners
495,2020-08-15,40837.0,Stainless Steel Surface Cleaners
496,2020-08-16,25659.0,Stainless Steel Surface Cleaners
497,2020-08-17,25659.0,Stainless Steel Surface Cleaners
498,2020-08-18,25659.0,Stainless Steel Surface Cleaners
499,2020-08-19,25659.0,Stainless Steel Surface Cleaners
500,2020-08-20,40010.0,Stainless Steel Surface Cleaners
501,2020-08-21,40010.0,Stainless Steel Surface Cleaners
502,2020-08-22,40010.0,Stainless Steel Surface Cleaners
503,2020-08-23,40010.0,Stainless Steel Surface Cleaners
504,2020-08-24,25432.0,Stainless Steel Surface Cleaners
505,2020-08-25,25432.0,Stainless Steel Surface Cleaners
506,2020-08-26,24658.0,Stainless Steel Surface Cleaners
507,2020-08-27,23295.0,Stainless Steel Surface Cleaners
508,2020-08-28,23295.0,Stainless Steel Surface Cleaners
509,2020-08-29,23295.0,Stainless Steel Surface Cleaners
510,2020-08-30,28504.0,Stainless Steel Surface Cleaners
511,2020-08-31,28504.0,Stainless Steel Surface Cleaners
512,2020-09-01,28504.0,Stainless Steel Surface Cleaners
513,2020-09-02,29954.0,Stainless Steel Surface Cleaners
514,2020-09-03,29954.0,Stainless Steel Surface Cleaners
515,2020-09-04,29954.0,Stainless Steel Surface Cleaners
516,2020-09-05,40903.0,Stainless Steel Surface Cleaners
517,2020-09-06,40903.0,Stainless Steel Surface Cleaners
518,2020-09-07,40903.0,Stainless Steel Surface Cleaners
519,2020-09-08,40903.0,Stainless Steel Surface Cleaners
520,2020-09-09,52641.0,Stainless Steel Surface Cleaners
521,2020-09-10,52641.0,Stainless Steel Surface Cleaners
522,2020-09-11,52641.0,Stainless Steel Surface Cleaners
523,2020-09-12,52641.0,Stainless Steel Surface Cleaners
524,2020-09-13,52641.0,Stainless Steel Surface Cleaners
525,2020-09-14,19400.0,Stainless Steel Surface Cleaners
526,2020-09-15,19559.0,Stainless Steel Surface Cleaners
527,2020-09-16,19559.0,Stainless Steel Surface Cleaners
528,2020-09-17,19559.0,Stainless Steel Surface Cleaners
529,2020-09-18,30126.0,Stainless Steel Surface Cleaners
530,2020-09-19,30126.0,Stainless Steel Surface Cleaners
531,2020-09-20,30126.0,Stainless Steel Surface Cleaners
532,2020-09-21,30126.0,Stainless Steel Surface Cleaners
533,2020-09-22,33824.0,Stainless Steel Surface Cleaners
534,2020-09-23,33824.0,Stainless Steel Surface Cleaners
535,2020-09-24,33824.0,Stainless Steel Surface Cleaners
536,2020-09-25,25669.0,Stainless Steel Surface Cleaners
537,2020-09-26,27256.0,Stainless Steel Surface Cleaners
538,2020-09-27,27256.0,Stainless Steel Surface Cleaners
539,2020-09-28,28387.0,Stainless Steel Surface Cleaners
540,2020-09-29,25690.0,Stainless Steel Surface Cleaners
541,2020-09-30,25690.0,Stainless Steel Surface Cleaners
542,2020-10-01,24159.0,Stainless Steel Surface Cleaners
543,2020-10-02,24159.0,Stainless Steel Surface Cleaners
544,2020-10-03,24159.0,Stainless Steel Surface Cleaners
545,2020-10-04,24159.0,Stainless Steel Surface Cleaners
546,2020-10-05,19358.0,Stainless Steel Surface Cleaners
547,2020-10-06,19358.0,Stainless Steel Surface Cleaners
548,2020-10-07,19358.0,Stainless Steel Surface Cleaners
549,2020-10-08,19358.0,Stainless Steel Surface Cleaners
550,2020-10-09,19358.0,Stainless Steel Surface Cleaners
551,2020-10-10,12628.0,Stainless Steel Surface Cleaners
552,2020-10-11,12628.0,Stainless Steel Surface Cleaners
553,2020-10-12,12628.0,Stainless Steel Surface Cleaners
554,2020-10-13,23880.0,Stainless Steel Surface Cleaners
555,2020-10-14,23880.0,Stainless Steel Surface Cleaners
556,2020-10-15,23880.0,Stainless Steel Surface Cleaners
557,2020-10-16,23880.0,Stainless Steel Surface Cleaners
558,2020-10-17,23880.0,Stainless Steel Surface Cleaners
559,2020-10-18,23880.0,Stainless Steel Surface Cleaners
560,2020-10-19,32785.0,Stainless Steel Surface Cleaners
561,2020-10-20,32785.0,Stainless Steel Surface Cleaners
562,2020-10-21,30439.0,Stainless Steel Surface Cleaners
563,2020-10-22,30439.0,Stainless Steel Surface Cleaners
564,2020-10-23,30439.0,Stainless Steel Surface Cleaners
565,2020-10-24,30439.0,Stainless Steel Surface Cleaners
566,2020-10-25,21163.0,Stainless Steel Surface Cleaners
567,2020-10-26,21163.0,Stainless Steel Surface Cleaners
568,2020-10-27,21163.0,Stainless Steel Surface Cleaners
569,2020-10-28,22952.0,Stainless Steel Surface Cleaners
570,2020-10-29,22952.0,Stainless Steel Surface Cleaners
571,2020-10-30,26201.0,Stainless Steel Surface Cleaners
572,2020-10-31,24889.0,Stainless Steel Surface Cleaners
573,2020-11-01,21265.0,Stainless Steel Surface Cleaners
574,2020-11-02,21265.0,Stainless Steel Surface Cleaners
575,2020-11-03,26744.0,Stainless Steel Surface Cleaners
576,2020-11-04,26744.0,Stainless Steel Surface Cleaners
577,2020-11-05,26744.0,Stainless Steel Surface Cleaners
578,2020-11-06,26744.0,Stainless Steel Surface Cleaners
579,2020-11-07,23173.0,Stainless Steel Surface Cleaners
580,2020-11-08,23173.0,Stainless Steel Surface Cleaners
581,2020-11-09,21057.0,Stainless Steel Surface Cleaners
582,2020-11-10,21057.0,Stainless Steel Surface Cleaners
583,2020-11-11,21057.0,Stainless Steel Surface Cleaners
584,2020-11-12,21057.0,Stainless Steel Surface Cleaners
585,2020-11-13,21057.0,Stainless Steel Surface Cleaners
586,2020-11-14,15694.0,Stainless Steel Surface Cleaners
587,2020-11-15,20122.0,Stainless Steel Surface Cleaners
588,2020-11-16,20122.0,Stainless Steel Surface Cleaners
589,2020-11-17,20122.0,Stainless Steel Surface Cleaners
590,2020-11-18,26386.0,Stainless Steel Surface Cleaners
591,2020-11-19,26386.0,Stainless Steel Surface Cleaners
592,2020-11-20,26386.0,Stainless Steel Surface Cleaners
593,2020-11-21,26386.0,Stainless Steel Surface Cleaners
594,2020-11-22,30008.0,Stainless Steel Surface Cleaners
595,2020-11-23,30008.0,Stainless Steel Surface Cleaners
596,2020-11-24,30008.0,Stainless Steel Surface Cleaners
597,2020-11-25,30008.0,Stainless Steel Surface Cleaners
598,2020-11-26,21450.0,Stainless Steel Surface Cleaners
599,2020-11-27,19749.0,Stainless Steel Surface Cleaners
600,2020-11-28,19749.0,Stainless Steel Surface Cleaners
601,2020-11-29,19749.0,Stainless Steel Surface Cleaners
602,2020-11-30,19749.0,Stainless Steel Surface Cleaners
603,2020-12-01,19749.0,Stainless Steel Surface Cleaners
604,2020-12-02,19749.0,Stainless Steel Surface Cleaners
605,2020-12-03,20077.0,Stainless Steel Surface Cleaners
606,2020-12-04,20077.0,Stainless Steel Surface Cleaners
607,2020-12-05,20077.0,Stainless Steel Surface Cleaners
608,2020-12-06,20077.0,Stainless Steel Surface Cleaners
609,2020-12-07,20077.0,Stainless Steel Surface Cleaners
610,2020-12-08,21629.0,Stainless Steel Surface Cleaners
611,2020-12-09,14746.0,Stainless Steel Surface Cleaners
612,2020-12-10,14746.0,Stainless Steel Surface Cleaners
613,2020-12-11,17001.0,Stainless Steel Surface Cleaners
614,2020-12-12,17001.0,Stainless Steel Surface Cleaners
615,2020-12-13,26293.0,Stainless Steel Surface Cleaners
616,2020-12-14,26293.0,Stainless Steel Surface Cleaners
617,2020-12-15,26293.0,Stainless Steel Surface Cleaners
618,2020-12-16,26293.0,Stainless Steel Surface Cleaners
619,2020-12-17,26293.0,Stainless Steel Surface Cleaners
620,2020-12-18,26293.0,Stainless Steel Surface Cleaners
621,2020-12-19,26293.0,Stainless Steel Surface Cleaners
622,2020-12-20,19221.0,Stainless Steel Surface Cleaners
623,2020-12-21,19221.0,Stainless Steel Surface Cleaners
624,2020-12-22,21200.0,Stainless Steel Surface Cleaners
625,2020-12-23,18217.0,Stainless Steel Surface Cleaners
626,2020-12-24,15355.0,Stainless Steel Surface Cleaners
627,2020-12-25,15355.0,Stainless Steel Surface Cleaners
628,2020-12-26,16036.0,Stainless Steel Surface Cleaners
629,2020-12-27,13228.0,Stainless Steel Surface Cleaners
630,2020-12-28,13228.0,Stainless Steel Surface Cleaners
631,2020-12-29,13228.0,Stainless Steel Surface Cleaners
632,2020-12-30,22416.0,Stainless Steel Surface Cleaners
633,2020-12-31,22416.0,Stainless Steel Surface Cleaners
634,2021-01-01,22416.0,Stainless Steel Surface Cleaners
635,2021-01-02,22416.0,Stainless Steel Surface Cleaners
636,2021-01-03,22416.0,Stainless Steel Surface Cleaners
637,2021-01-04,22416.0,Stainless Steel Surface Cleaners
638,2021-01-05,33345.0,Stainless Steel Surface Cleaners
639,2021-01-06,33345.0,Stainless Steel Surface Cleaners
640,2021-01-07,33345.0,Stainless Steel Surface Cleaners
641,2021-01-08,15369.0,Stainless Steel Surface Cleaners
642,2021-01-09,15369.0,Stainless Steel Surface Cleaners
643,2021-01-10,14557.0,Stainless Steel Surface Cleaners
644,2021-01-11,14557.0,Stainless Steel Surface Cleaners
645,2021-01-12,14379.0,Stainless Steel Surface Cleaners
646,2021-01-13,14379.0,Stainless Steel Surface Cleaners
647,2021-01-14,18257.0,Stainless Steel Surface Cleaners
648,2021-01-15,18257.0,Stainless Steel Surface Cleaners
649,2021-01-16,29349.0,Stainless Steel Surface Cleaners
650,2021-01-17,29349.0,Stainless Steel Surface Cleaners
651,2021-01-18,47505.0,Stainless Steel Surface Cleaners
652,2021-01-19,47505.0,Stainless Steel Surface Cleaners
653,2021-01-20,66063.0,Stainless Steel Surface Cleaners
654,2021-01-21,66063.0,Stainless Steel Surface Cleaners
655,2021-01-22,66063.0,Stainless Steel Surface Cleaners
656,2021-01-23,81485.0,Stainless Steel Surface Cleaners
657,2021-01-24,103995.0,Stainless Steel Surface Cleaners
658,2021-01-25,88843.0,Stainless Steel Surface Cleaners
659,2021-01-26,88843.0,Stainless Steel Surface Cleaners
660,2021-01-27,88843.0,Stainless Steel Surface Cleaners
661,2021-01-28,91983.0,Stainless Steel Surface Cleaners
662,2021-01-29,91983.0,Stainless Steel Surface Cleaners
663,2021-01-30,91983.0,Stainless Steel Surface Cleaners
664,2021-01-31,29616.0,Stainless Steel Surface Cleaners
665,2021-02-01,22921.0,Stainless Steel Surface Cleaners
666,2021-02-02,22921.0,Stainless Steel Surface Cleaners
667,2021-02-03,22921.0,Stainless Steel Surface Cleaners
668,2021-02-04,22837.0,Stainless Steel Surface Cleaners
669,2021-02-05,22837.0,Stainless Steel Surface Cleaners
670,2021-02-06,22837.0,Stainless Steel Surface Cleaners
671,2021-02-07,22837.0,Stainless Steel Surface Cleaners
672,2021-02-08,11240.0,Stainless Steel Surface Cleaners
673,2021-02-09,11240.0,Stainless Steel Surface Cleaners
674,2021-02-10,12156.0,Stainless Steel Surface Cleaners
675,2021-02-11,12156.0,Stainless Steel Surface Cleaners
676,2021-02-12,16075.0,Stainless Steel Surface Cleaners
677,2021-02-13,16075.0,Stainless Steel Surface Cleaners
678,2021-02-14,15338.0,Stainless Steel Surface Cleaners
679,2021-02-15,15338.0,Stainless Steel Surface Cleaners
680,2021-02-16,15338.0,Stainless Steel Surface Cleaners
681,2021-02-17,15338.0,Stainless Steel Surface Cleaners
682,2021-02-18,32491.0,Stainless Steel Surface Cleaners
683,2021-02-19,32491.0,Stainless Steel Surface Cleaners
684,2021-02-20,35566.0,Stainless Steel Surface Cleaners
685,2021-02-21,35566.0,Stainless Steel Surface Cleaners
686,2021-02-22,35566.0,Stainless Steel Surface Cleaners
687,2021-02-23,39836.0,Stainless Steel Surface Cleaners
688,2021-02-24,39836.0,Stainless Steel Surface Cleaners
689,2021-02-25,39836.0,Stainless Steel Surface Cleaners
690,2021-02-26,39836.0,Stainless Steel Surface Cleaners
691,2021-02-27,60065.0,Stainless Steel Surface Cleaners
692,2021-02-28,60065.0,Stainless Steel Surface Cleaners
693,2021-03-01,60065.0,Stainless Steel Surface Cleaners
694,2021-03-02,60065.0,Stainless Steel Surface Cleaners
695,2021-03-03,22808.0,Stainless Steel Surface Cleaners
696,2021-03-04,22808.0,Stainless Steel Surface Cleaners
697,2021-03-05,22808.0,Stainless Steel Surface Cleaners
698,2021-03-06,17980.0,Stainless Steel Surface Cleaners
699,2021-03-07,17980.0,Stainless Steel Surface Cleaners
700,2021-03-08,15481.0,Stainless Steel Surface Cleaners
701,2021-03-09,11471.0,Stainless Steel Surface Cleaners
702,2021-03-10,11471.0,Stainless Steel Surface Cleaners
703,2021-03-11,15522.0,Stainless Steel Surface Cleaners
704,2021-03-12,15522.0,Stainless Steel Surface Cleaners
705,2021-03-13,13404.0,Stainless Steel Surface Cleaners
706,2021-03-14,13404.0,Stainless Steel Surface Cleaners
707,2021-03-15,13404.0,Stainless Steel Surface Cleaners
708,2021-03-16,14623.0,Stainless Steel Surface Cleaners
709,2021-03-17,14623.0,Stainless Steel Surface Cleaners
710,2021-03-18,18204.0,Stainless Steel Surface Cleaners
711,2021-03-19,18204.0,Stainless Steel Surface Cleaners
712,2021-03-20,18204.0,Stainless Steel Surface Cleaners
713,2021-03-21,18204.0,Stainless Steel Surface Cleaners
714,2021-03-22,18204.0,Stainless Steel Surface Cleaners
715,2021-03-23,15011.0,Stainless Steel Surface Cleaners
716,2021-03-24,17473.0,Stainless Steel Surface Cleaners
717,2021-03-25,17473.0,Stainless Steel Surface Cleaners
718,2021-03-26,17473.0,Stainless Steel Surface Cleaners
719,2021-03-27,17473.0,Stainless Steel Surface Cleaners
720,2021-03-28,14369.0,Stainless Steel Surface Cleaners
721,2021-03-29,14369.0,Stainless Steel Surface Cleaners
722,2021-03-30,14369.0,Stainless Steel Surface Cleaners
723,2021-03-31,14369.0,Stainless Steel Surface Cleaners
724,2021-04-01,19764.0,Stainless Steel Surface Cleaners
725,2021-04-02,19764.0,Stainless Steel Surface Cleaners
726,2021-04-03,18108.0,Stainless Steel Surface Cleaners
727,2021-04-04,18108.0,Stainless Steel Surface Cleaners
728,2021-04-05,18108.0,Stainless Steel Surface Cleaners
729,2021-04-06,13642.0,Stainless Steel Surface Cleaners
730,2021-04-07,16809.0,Stainless Steel Surface Cleaners
731,2021-04-08,13968.0,Stainless Steel Surface Cleaners
732,2021-04-09,13968.0,Stainless Steel Surface Cleaners
733,2021-04-10,13968.0,Stainless Steel Surface Cleaners
734,2021-04-11,13969.0,Stainless Steel Surface Cleaners
735,2021-04-12,13969.0,Stainless Steel Surface Cleaners
736,2021-04-13,16498.0,Stainless Steel Surface Cleaners
737,2021-04-14,16498.0,Stainless Steel Surface Cleaners
738,2021-04-15,24772.0,Stainless Steel Surface Cleaners
739,2021-04-16,24772.0,Stainless Steel Surface Cleaners
740,2021-04-17,24772.0,Stainless Steel Surface Cleaners
741,2021-04-18,17184.0,Stainless Steel Surface Cleaners
742,2021-04-19,18335.0,Stainless Steel Surface Cleaners
743,2021-04-20,18335.0,Stainless Steel Surface Cleaners
744,2021-04-21,18529.0,Stainless Steel Surface Cleaners
745,2021-04-22,18529.0,Stainless Steel Surface Cleaners
746,2021-04-23,28234.0,Stainless Steel Surface Cleaners
747,2021-04-24,28234.0,Stainless Steel Surface Cleaners
748,2021-04-25,28234.0,Stainless Steel Surface Cleaners
749,2021-04-26,28234.0,Stainless Steel Surface Cleaners
750,2021-04-27,28234.0,Stainless Steel Surface Cleaners
751,2021-04-28,28065.0,Stainless Steel Surface Cleaners
752,2021-04-29,22056.0,Stainless Steel Surface Cleaners
753,2021-04-30,21136.0,Stainless Steel Surface Cleaners
754,2021-05-01,21136.0,Stainless Steel Surface Cleaners
755,2021-05-02,21136.0,Stainless Steel Surface Cleaners
756,2021-05-03,15529.0,Stainless Steel Surface Cleaners
757,2021-05-04,15529.0,Stainless Steel Surface Cleaners
758,2021-05-05,15336.0,Stainless Steel Surface Cleaners
759,2021-05-06,15336.0,Stainless Steel Surface Cleaners
760,2021-05-07,13173.0,Stainless Steel Surface Cleaners
761,2021-05-08,13173.0,Stainless Steel Surface Cleaners
762,2021-05-09,17009.0,Stainless Steel Surface Cleaners
763,2021-05-10,15549.0,Stainless Steel Surface Cleaners
764,2021-05-11,15549.0,Stainless Steel Surface Cleaners
765,2021-05-12,14656.0,Stainless Steel Surface Cleaners
766,2021-05-13,14656.0,Stainless Steel Surface Cleaners
767,2021-05-14,17586.0,Stainless Steel Surface Cleaners
768,2021-05-15,17586.0,Stainless Steel Surface Cleaners
769,2021-05-16,17586.0,Stainless Steel Surface Cleaners
770,2021-05-17,15099.0,Stainless Steel Surface Cleaners
771,2021-05-18,15099.0,Stainless Steel Surface Cleaners
772,2021-05-19,31054.0,Stainless Steel Surface Cleaners
773,2021-05-20,38637.0,Stainless Steel Surface Cleaners
774,2021-05-21,41263.0,Stainless Steel Surface Cleaners
775,2021-05-22,41263.0,Stainless Steel Surface Cleaners
776,2021-05-23,48309.0,Stainless Steel Surface Cleaners
777,2021-05-24,48309.0,Stainless Steel Surface Cleaners
778,2021-05-25,48309.0,Stainless Steel Surface Cleaners
779,2021-05-26,48309.0,Stainless Steel Surface Cleaners
780,2021-05-27,49346.0,Stainless Steel Surface Cleaners
781,2021-05-28,49346.0,Stainless Steel Surface Cleaners
782,2021-05-29,49346.0,Stainless Steel Surface Cleaners
783,2021-05-30,38427.0,Stainless Steel Surface Cleaners
784,2021-05-31,38427.0,Stainless Steel Surface Cleaners
785,2021-06-01,30537.0,Stainless Steel Surface Cleaners
786,2021-06-02,30537.0,Stainless Steel Surface Cleaners
787,2021-06-03,25556.0,Stainless Steel Surface Cleaners
788,2021-06-04,25556.0,Stainless Steel Surface Cleaners
789,2021-06-05,25556.0,Stainless Steel Surface Cleaners
790,2021-06-06,13578.0,Stainless Steel Surface Cleaners
791,2021-06-07,17784.0,Stainless Steel Surface Cleaners
792,2021-06-08,17784.0,Stainless Steel Surface Cleaners
793,2021-06-09,26477.0,Stainless Steel Surface Cleaners
794,2021-06-10,34032.0,Stainless Steel Surface Cleaners
795,2021-06-11,33825.0,Stainless Steel Surface Cleaners
796,2021-06-12,32439.0,Stainless Steel Surface Cleaners
797,2021-06-13,32439.0,Stainless Steel Surface Cleaners
798,2021-06-14,32439.0,Stainless Steel Surface Cleaners
799,2021-06-15,75652.0,Stainless Steel Surface Cleaners
800,2021-06-16,98855.0,Stainless Steel Surface Cleaners
801,2021-06-17,98855.0,Stainless Steel Surface Cleaners
802,2021-06-18,98855.0,Stainless Steel Surface Cleaners
803,2021-06-19,98855.0,Stainless Steel Surface Cleaners
804,2021-06-20,98855.0,Stainless Steel Surface Cleaners
805,2021-06-21,117033.0,Stainless Steel Surface Cleaners
806,2021-06-22,116904.0,Stainless Steel Surface Cleaners
807,2021-06-23,116904.0,Stainless Steel Surface Cleaners
808,2021-06-24,61908.0,Stainless Steel Surface Cleaners
809,2021-06-25,61908.0,Stainless Steel Surface Cleaners
810,2021-06-26,61908.0,Stainless Steel Surface Cleaners
811,2021-06-27,61908.0,Stainless Steel Surface Cleaners
812,2021-06-28,55452.0,Stainless Steel Surface Cleaners
813,2021-06-29,55452.0,Stainless Steel Surface Cleaners
814,2021-06-30,20954.0,Stainless Steel Surface Cleaners
815,2021-07-01,21871.0,Stainless Steel Surface Cleaners
816,2021-07-02,21871.0,Stainless Steel Surface Cleaners
817,2021-07-03,21871.0,Stainless Steel Surface Cleaners
818,2021-07-04,21871.0,Stainless Steel Surface Cleaners
819,2021-07-05,19425.0,Stainless Steel Surface Cleaners
820,2021-07-06,19425.0,Stainless Steel Surface Cleaners
821,2021-07-07,23013.0,Stainless Steel Surface Cleaners
822,2021-07-08,23013.0,Stainless Steel Surface Cleaners
823,2021-07-09,23013.0,Stainless Steel Surface Cleaners
824,2021-07-10,21228.0,Stainless Steel Surface Cleaners
